Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Остаток,Файлы,Родина бренда,Страна-производитель,Цвет,Монтаж,Гигростат,Размещение,Предстарт,Вентиляция
https://cdn.entero.ru/mp@2x/da/51/da51b1f8ec4ee929b690f98984f395e0.jpg;https://cdn.entero.ru/mp@2x/c2/db/c2dba42134f8fe009fb81dd1a58c37ac.jpg;https://cdn.entero.ru/mp@2x/84/8c/848c2b3f29d01951ea47250b5206c8ad.jpg;https://cdn.entero.ru/mp@2x/ac/d1/acd12aec38aee0733ab500f7f0ce9491.jpg;https://cdn.entero.ru/mp@2x/8f/aa/8faaf0164a93b77c0c4bdd525f617ca8.jpg,Шкаф климатический MASTERMANN 13УТП+ (Ver. 2.0),Mastermann-13УТП+ (Ver. 2.0),21400,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370114,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370114"">MASTERMANN 13УТП+ (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель со смонтированными компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Корпус и дверь выполнены из листовой стали, покрытой порошковой полиэфирной краской, утеплитель - из фольгированного порилекса.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, 2 гермоввода MG-25, розетка, автоматический выключатель 6А, 2 клеммы для подключения оборудования, клемма заземления, термореле, реле предстарта и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP66</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 377х477х220 мм</li>
<li>Толщина стенки корпуса: 1 мм</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,1 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370114,500 мм,250 мм,500 мм,10.8 кг,0,https://entero.ru/manuals/493505/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%2013%D0%A3%D0%A2%D0%9F+%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"внутри помещений, на улице",Да,отсутствует
https://cdn.entero.ru/mp@2x/c4/9f/c49f11a431cfd50576c40a553adfe5e2.jpg;https://cdn.entero.ru/mp@2x/f7/65/f765f3a341410e46c81d6061b2aa82ca.jpg;https://cdn.entero.ru/mp@2x/cd/38/cd380b600e8cc98b9bfb1569c569c48a.jpg;https://cdn.entero.ru/mp@2x/08/02/08029f2e1ac5c91ea5ecad1b6863b8ce.jpg;https://cdn.entero.ru/mp@2x/03/07/03070911b6fc1c59caacca8925d118ed.jpg,Шкаф климатический MASTERMANN 14УТПВ-П (Ver. 2.0),Mastermann-14УТПВ-П (Ver. 2.0),22267,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370177,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370177"">MASTERMANN 14УТПВ-П (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель с компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Реле предстарта обеспечивает включение электрооборудования только при условии достижения оптимальной температуры эксплуатации. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, 2 гермоввода MG-25, розетка, автоматический выключатель 6А, 2 клеммы для подключения оборудования, клемма заземления, термореле, реле предстарта, 2 вентиляционные решетки с фильтром и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP54</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 377х577х190 мм</li>
<li>Толщина:
<ul>
<li>Стенка корпуса: 1 мм</li>
<li>Утеплитель: 10 мм</li>
</ul>
</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,1 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370177,400 мм,220 мм,600 мм,11.8 кг,0,https://entero.ru/manuals/493700/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%2014%D0%A3%D0%A2%D0%9F%D0%92-%D0%9F%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"на улице, внутри помещений",Да,пассивная
https://cdn.entero.ru/mp@2x/5e/5a/5e5ad894bf6072fc889603ca007c3395.jpg;https://cdn.entero.ru/mp@2x/1c/77/1c774ea416b30f8a963c0f01debdd440.jpg;https://cdn.entero.ru/mp@2x/6b/e8/6be8f607bd803406b930afb9fb1d5d51.jpg;https://cdn.entero.ru/mp@2x/61/5e/615e5a21681622a9059afc3646d2bb82.jpg;https://cdn.entero.ru/mp@2x/b4/27/b427567e7491fef0042b55a2d67553ff.jpg,Шкаф климатический MASTERMANN 14УТПВ-П+ (Ver. 2.0),Mastermann-14УТПВ-П+ (Ver. 2.0),22583,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370181,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370181"">MASTERMANN 14УТПВ-П+ (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель с компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Реле предстарта обеспечивает включение электрооборудования только при условии достижения оптимальной температуры эксплуатации. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, 2 гермоввода MG-25, розетка, автоматический выключатель 6А, 2 клеммы для подключения оборудования, клемма заземления, термореле, реле предстарта, 2 вентиляционные решетка с фильтром и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP54</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 377х577х220 мм</li>
<li>Толщина:
<ul>
<li>Стенка корпуса: 1 мм</li>
<li>Утеплитель: 10 мм</li>
</ul>
</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,1 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370181,400 мм,250 мм,600 мм,12.3 кг,0,https://entero.ru/manuals/493704/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%2014%D0%A3%D0%A2%D0%9F%D0%92-%D0%9F+%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"на улице, внутри помещений",Да,пассивная
https://cdn.entero.ru/mp@2x/5b/a0/5ba064c2497bf1da07478d5cb6cff7d6.jpg;https://cdn.entero.ru/mp@2x/9f/28/9f2815aee10477db77bb80d897049e8f.jpg;https://cdn.entero.ru/mp@2x/6d/e4/6de465d8c08328b9a7267ef1c4eda7e7.jpg;https://cdn.entero.ru/mp@2x/a8/72/a87278b0426dd7161b5179b3982fb967.jpg;https://cdn.entero.ru/mp@2x/9f/1e/9f1e9018756e79abe36f0c754770ddba.jpg,Шкаф климатический MASTERMANN 13УТПВ-А (Ver. 2.0),Mastermann-13УТПВ-А (Ver. 2.0),24833,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370159,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370159"">MASTERMANN 13УТПВ-А (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель с компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Термостат предстарта обеспечивает включение электрооборудования только при условии достижения оптимальной температуры эксплуатации. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, 2 гермоввода MG-25, розетка, автоматический выключатель 6А, 2 клеммы для подключения оборудования, клемма заземления, термореле, реле предстарта, вентиляционная решетка с фильтром, нагреватель и вентилятор с решеткой и фильтром.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP54</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 377х477х190 мм</li>
<li>Толщина:
<ul>
<li>Стенка корпуса: 1 мм</li>
<li>Утеплитель: 10 мм</li>
</ul>
</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,075 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370159,400 мм,220 мм,500 мм,10.8 кг,0,https://entero.ru/manuals/493682/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%2013%D0%A3%D0%A2%D0%9F%D0%92-%D0%90%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"на улице, внутри помещений",Да,активная
https://cdn.entero.ru/mp@2x/cb/52/cb52733d0c0872424da93792974cad51.jpg;https://cdn.entero.ru/mp@2x/da/ee/daeeb29c4dfb45b08ff3d060350c74cc.jpg;https://cdn.entero.ru/mp@2x/cf/1f/cf1fe312d277b74c170814a3914badd1.jpg;https://cdn.entero.ru/mp@2x/67/15/6715799168ee9367b24c0ecc0b9ca83b.jpg;https://cdn.entero.ru/mp@2x/50/6a/506a654ae81177d8c99a8a55d789a70e.jpg,Шкаф климатический MASTERMANN 13УТПВ-А+ (Ver. 2.0),Mastermann-13УТПВ-А+ (Ver. 2.0),24833,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370161,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370161"">MASTERMANN 13УТПВ-А+ (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель с компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Реле предстарта обеспечивает включение электрооборудования только при условии достижения оптимальной температуры эксплуатации. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, 2 гермоввода MG-25, розетка, автоматический выключатель 6А, 2 клеммы для подключения оборудования, клемма заземления, термореле, реле предстарта, вентиляционная решетка с фильтром, нагреватель и вентилятор с решеткой и фильтром.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP54</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 377х477х220 мм</li>
<li>Толщина:
<ul>
<li>Стенка корпуса: 1 мм</li>
<li>Утеплитель: 10 мм</li>
</ul>
</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,1 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370161,400 мм,250 мм,500 мм,11.3 кг,0,https://entero.ru/manuals/493686/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%2013%D0%A3%D0%A2%D0%9F%D0%92-%D0%90+%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"на улице, внутри помещений",Да,активная
https://cdn.entero.ru/mp@2x/08/d4/08d411f903ba42b84801ea6ba7f88b1f.jpg;https://cdn.entero.ru/mp@2x/80/5c/805cfec7a61dc12a3684add6406dd79c.jpg;https://cdn.entero.ru/mp@2x/b1/60/b160902eeb64704de3a2ed61b7121b40.jpg;https://cdn.entero.ru/mp@2x/10/61/106138cc855bd9b80e8f8c3d45a0bc13.jpg;https://cdn.entero.ru/mp@2x/1f/21/1f218e85e087759210db43f1231a4ab6.jpg;https://cdn.entero.ru/mp@2x/e2/38/e238ab4d2556532c7f385b90ff3a3d5e.jpg;https://cdn.entero.ru/mp@2x/70/c2/70c21e5685d64f6c59898947a8293b59.jpg;https://cdn.entero.ru/mp@2x/f4/08/f408f87d67a8b8f76664b5837a5691c2.jpg;https://cdn.entero.ru/mp@2x/52/a5/52a54f30eaa9ae4f6cbe230ec75bb572.jpg,Шкаф климатический MASTERMANN 3УТПВ-А (Ver. 2.0),Mastermann-3УТПВ-А (Ver. 2.0),24834,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370158,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370158"">MASTERMANN 3УТПВ-А (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель с компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Термостат предстарта обеспечивает включение электрооборудования только при условии достижения оптимальной температуры эксплуатации. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из пенополистирола.</p>

<p>В комплект поставки входят замок, ключ, монтажная плата, 2 гермоввода, розетка, автоматический выключатель, термореле, реле предстарта, нагреватель, вентилятор NTL FF 152 и 2 вентиляционные панели.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP54</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 323х523х127 мм</li>
<li>Толщина:
<ul>
<li>Стенка корпуса: 1 мм</li>
<li>Утеплитель: 20 мм</li>
</ul>
</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,05 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370158,360 мм,190 мм,560 мм,8 кг,0,https://entero.ru/manuals/493680/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%203%D0%A3%D0%A2%D0%9F%D0%92-%D0%90%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"на улице, внутри помещений",Да,активная
https://cdn.entero.ru/mp@2x/49/4b/494bd2f064c6dc7f8d772659bb82be7b.jpg;https://cdn.entero.ru/mp@2x/a2/01/a2015151694c088a270bf4f2454e2edb.jpg;https://cdn.entero.ru/mp@2x/5c/3d/5c3d32a150e22e9566a48fe6a28e780a.jpg;https://cdn.entero.ru/mp@2x/81/19/81190f757d3b0b0026290917312ceded.jpg;https://cdn.entero.ru/mp@2x/60/6a/606ada87bb432ee657702796211c3474.jpg;https://cdn.entero.ru/mp@2x/c5/9f/c59f8428a618e73f2c6bfd5ba72bf80e.jpg;https://cdn.entero.ru/mp@2x/6c/af/6caffb5f94764d120cb950d5d6af9467.jpg,Шкаф климатический MASTERMANN 4УТ (Ver. 2.0),Mastermann-4УТ (Ver. 2.0),28133,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370119,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370119"">MASTERMANN 4УТ (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Модель оснащена монтажной панелью со смонтированными компонентами системы поддержания температуры, обеспечивающей безопасную работу оборудования. Корпус выполнен из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса НПЭ.</p>

<p>В комплект поставки входят 2 замка, 1 ключ, монтажная плата, люк под геромовводы, 5 гермовводов, розетка, автоматический выключатель, термореле и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Класс защиты IP66</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стенка корпуса: 1,5 мм</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,15 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370119,600 мм,210 мм,600 мм,23 кг,0,https://entero.ru/manuals/493535/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%204%D0%A3%D0%A2%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"внутри помещений, на улице",,отсутствует
https://cdn.entero.ru/mp@2x/69/eb/69ebe4db87a042e57533fe1d8a71c0c6.jpg;https://cdn.entero.ru/mp@2x/f6/48/f6480543b48889bc0d49482a619436ae.jpg;https://cdn.entero.ru/mp@2x/37/85/37852add6c4a07e8689b625fe6902c67.jpg;https://cdn.entero.ru/mp@2x/47/a1/47a14c9d924627dc5213737b727513fa.jpg;https://cdn.entero.ru/mp@2x/92/8f/928f06f2b22868cebe36fa719a5be6ba.jpg;https://cdn.entero.ru/mp@2x/d5/85/d585e98f81dbbf13a983e9c064da0f6c.jpg;https://cdn.entero.ru/mp@2x/68/b6/68b653c0655684739cc47abe9240e936.jpg,Шкаф климатический MASTERMANN 4УТ+ (Ver. 2.0),Mastermann-4УТ+ (Ver. 2.0),28800,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370120,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370120"">MASTERMANN 4УТ+ (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель со смонтированными компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса НПЭ.</p>

<p>В комплект поставки входят 2 замка, 1 ключ, монтажная плата, люк под геромовводы, 5 гермовводов, розетка, автоматический выключатель, термореле и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP66</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 577х577х220 мм</li>
<li>Толщина стенок корпуса: 1,5 мм</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,15 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370120,600 мм,250 мм,600 мм,24.5 кг,0,https://entero.ru/manuals/493545/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%204%D0%A3%D0%A2+%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"внутри помещений, на улице",,отсутствует
https://cdn.entero.ru/mp@2x/5a/81/5a81c8dfd98109cc025f9335fd35789e.jpg;https://cdn.entero.ru/mp@2x/9c/99/9c9953c67a1a0936b23958402c9f3edc.jpg;https://cdn.entero.ru/mp@2x/f4/e4/f4e4d889ecb2e3ee905493249bc25b66.jpg;https://cdn.entero.ru/mp@2x/21/c9/21c954acf9b94a2b3808a83404e3915f.jpg;https://cdn.entero.ru/mp@2x/97/f6/97f66049c177349533f4e66cf39aeb85.jpg;https://cdn.entero.ru/mp@2x/90/f2/90f2627830dc56b80044cd2bc6a1a583.jpg;https://cdn.entero.ru/mp@2x/58/73/5873027e3db785eff1e0a93df0c914aa.jpg,Шкаф климатический MASTERMANN Пластик-4УТ+,Mastermann-Пластик-4УТ+,28800,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370132,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370132"">MASTERMANN Пластик-4УТ+</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Модель отличается диэлектрическими свойствами и радиопрозрачностью. Технология гаскетинг обеспечивает бесшовность уплотнителя и высокий уровень герметичности. Корпус выполнен из композита, который отличается высокой прочностью и устойчивостью к коррозии, утеплитель - из порилекса.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, 2 гермоввода, розетка, автоматический выключатель, термореле и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Класс защиты IP66</li>
<li>Степень ударопрочности IK10</li>
<li>Долгий срок службы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стенки корпуса: 3 мм</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Мощность нагревателя: 0,15 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370132,648 мм,260 мм,630 мм,16.5 кг,0,,Россия,Россия,серый,настенный,,"внутри помещений, на улице",,отсутствует
https://cdn.entero.ru/mp@2x/51/c2/51c29cf2f60b4ef74cb556038d9a2add.jpg;https://cdn.entero.ru/mp@2x/c6/c2/c6c236d4a87e724f5960f6652b5b2668.jpg;https://cdn.entero.ru/mp@2x/c1/bf/c1bf866a0d99874a6645132a2d4deb0a.jpg;https://cdn.entero.ru/mp@2x/3f/19/3f194e139473086ec710109ce58674bd.jpg;https://cdn.entero.ru/mp@2x/69/83/6983281fe3279aa3ea66f38b7086aa87.jpg;https://cdn.entero.ru/mp@2x/0f/50/0f506f4f47eb3d3374789da3609cdd16.jpg,Шкаф климатический MASTERMANN 4УТП (Ver. 2.0),Mastermann-4УТП (Ver. 2.0),29300,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370124,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370124"">MASTERMANN 4УТП (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель со смонтированными компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Термостат предстарта обеспечивает включение электрооборудования только при условии достижения оптимальной температуры эксплуатации. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса НПЭ.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, люк под геромовводы, 5 гермовводов, розетка, автоматический выключатель, термореле, реле предстарта и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP66</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 577х577х180 мм</li>
<li>Толщина:
<ul>
<li>Стенка корпуса: 1,5 мм</li>
<li>Утеплитель: 10 мм</li>
</ul>
</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,15 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370124,600 мм,210 мм,600 мм,23 кг,0,https://entero.ru/manuals/493550/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%204%D0%A3%D0%A2%D0%9F%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"внутри помещений, на улице",Да,отсутствует
https://cdn.entero.ru/mp@2x/62/01/620137cd29773a8f673b6db20475a8fc.jpg;https://cdn.entero.ru/mp@2x/e9/4a/e94abf9b21363dcae5c60f454206abcd.jpg;https://cdn.entero.ru/mp@2x/7f/20/7f208dc04753d8f090b4844e586e9d35.jpg;https://cdn.entero.ru/mp@2x/74/4d/744d1bd0291b185abe4bb4560edf3b5d.jpg;https://cdn.entero.ru/mp@2x/e8/73/e873683f188fba1f81a19532154db83e.jpg;https://cdn.entero.ru/mp@2x/ae/21/ae21f1b9e4b5c1e5e8ec082ea4616465.jpg,Шкаф климатический MASTERMANN 4УТП+ (Ver. 2.0),Mastermann-4УТП+ (Ver. 2.0),29800,RUB,Да,,Телекоммуникационное оборудование,Климатические шкафы,https://entero.ru/item/370126,"<p>Климатический шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370126"">MASTERMANN 4УТП+ (Ver. 2.0)</a> </b>используется для безопасного размещения телекоммуникационного оборудования на предприятиях пищевой промышленности, общественного питания и торговли в уличных условиях или в помещениях с колебаниями параметров температуры и влажности. Монтажная панель со смонтированными компонентами системы поддержания температуры обеспечивает безопасную работу оборудования. Термостат предстарта обеспечивает включение электрооборудования только при условии достижения оптимальной температуры эксплуатации. Корпус и дверь выполнены из стали, покрытой порошковой полиэфирной краской, утеплитель - из порилекса НПЭ.</p>

<p>В комплект поставки входят 2 замка, ключ, монтажная плата, люк под геромовводы, 5 гермовводов, розетка, автоматический выключатель, термореле, термореле, реле предстарта и нагреватель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Навесная модель</li>
<li>С обогревом</li>
<li>Сварная цельнометаллическая конструкция</li>
<li>Класс защиты IP66</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние габариты: 577х577х220 мм</li>
<li>Толщина стенки корпуса: 1,5 мм</li>
<li>Температура окружающего воздуха: от -55 до +50 °С</li>
<li>Напряжение: 230 В</li>
<li>Мощность нагревателя: 0,15 кВт</li>
<li>Цвет: серый RAL 7035</li>
</ul>",370126,600 мм,250 мм,600 мм,24.5 кг,0,https://entero.ru/manuals/493552/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MASTERMANN%204%D0%A3%D0%A2%D0%9F+%20%28Ver.%202.0%29.pdf,Россия,Россия,серый,настенный,,"внутри помещений, на улице",Да,отсутствует
