Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Производительность,Объем,Уровень шума,Площадь помещения,Гигростат,Номинальная температура воды,Вес без воды,Диаметр частиц аэрозоля
https://cdn.entero.ru/mp@2x/93/c4/93c40ea9db71dce713bd9e88dee79161.jpg;https://cdn.entero.ru/mp@2x/70/b4/70b446b3ab677eb4f8052e7ba54f745f.jpg;https://cdn.entero.ru/mp@2x/33/a7/33a788939b7268b734667eca15cccc0a.jpg,Увлажнитель воздуха Carel UE005XD0E1,Увлажнитель воздуха Carel UE005XD0E1,153360,RUB,Да,Carel,Климатическая техника,Увлажнители воздуха,https://entero.ru/item/104634,"<p>Увлажнитель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104634"">Carel UE005XD0E1</a></b> серии humiSteam используется для увлажнения воздуха в жилых домах, офисах, производственных помещениях и саунах. Модель оснащена встроенным контроллером X-PLUS, графическим дисплеем и клавиатурой для конфигурирования параметров и управления.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Двухпозиционное регулирование под управлением внешнего гигростата</li>
<li>Пропорциональное регулирование по внешнему сигналу управления</li>
<li>Пропорциональное регулирование по внешнему сигналу и показаниям контрольного датчика влажности в воздуховоде</li>
<li>Плавное регулирование по заданной влажности и показаниям датчика влажности</li>
<li>Плавное регулирование по заданной влажности, показаниям датчика влажности и контрольного датчика влажности в воздуховоде</li>
</ul>

<p><b>Контроллер:</b></p>

<ul>
<li>Простой и удобный графический дисплей с иконками и текстовыми сообщениями на разных языках</li>
<li>Поддержка ежедневных и еженедельных расписаний с разными заданными значениями влажности</li>
<li>Поддержка подключения к системе диспетчерского управления по разным протоколам (например: Modbus® (стандартный), BACnet™, LON®)</li>
<li>Полноценная диагностика с поддержкой текстовых сообщений, журнала событий тревоги с метками даты и времени</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Изотермический с погружными электродами</li>
<li>С бесшумным контактором</li>
<li>Работает на обычной водопроводной воде</li>
<li>Программное обеспечение увлажнителя подстраивает основные параметры в зависимости от характеристик используемой воды</li>
<li>Система антивспенивания (AFS) предотвращает образование пены на поверхности воды и попадания капелек воды в производимый пар</li>
<li>Автоматический слив воды через три дня простоя увлажнителя</li>
<li>Бак с оцинкованными электродами и фильтром на дне для уменьшения количества накипи</li>
<li>Плавное регулирование паропроизводительности</li>
<li>Встроенный датчик электропроводности воды</li>
<li>Управляющее программное обеспечения для оптимизации электропотребления, сокращения расходов на техобслуживание и стабильной работы за счет увеличения срока службы бака</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная производительность: 5 кг/ч</li>
<li>Мощность потребления: 3,75 кВт</li>
<li>Присоединение линии пара, диаметр: 30 мм</li>
<li>Диапазон давления на выходе: от -600 до 1300 Па</li>
<li>Количество бачков / бойлеров: 1</li>
<li>Условия эксплуатации:
<ul>
<li>Влажность без конденсата: 10-90 %</li>
</ul>
</li>
<li>Класс защиты: IP20</li>
<li>Подача воды:
<ul>
<li>Патрубок: 3/4 G наружная резьба</li>
<li>Давление воды: 1-8 бар</li>
<li>Мгновенный расход: 0,6 л/м</li>
<li>Общая жесткость воды: 10-40 fH</li>
<li>Электропроводность воды: 75-1250 мкС/см</li>
</ul>
</li>
<li>Слив воды:
<ul>
<li>Патрубок, диаметр: 40 мм</li>
<li>Температура: 0-100 °С</li>
<li>Мгновенный расход: 9 л/м</li>
</ul>
</li>
<li>Вентиляторный парораспределитель:
<ul>
<li>Количество: 1</li>
<li>Тип: VSDU0A</li>
<li>Электропитание: 24 В</li>
<li>Номинальная мощность: 37 Вт</li>
<li>Номинальный расход воздуха: 192 м<sup>3</sup>/ч</li>
</ul>
</li>
<li>Вес в упаковке: 16 кг</li>
<li>Вес в рабочем состоянии: 19 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удаленная диагностика по GSM-модему</li>
</ul>",104634,традиционный,220 В,,365 мм,275 мм,620 мм,,,,0,https://entero.ru/manuals/94891/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carel%20humiSteam.pdf;https://entero.ru/manuals/94892/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Carel%20humiSteam%20x-plus.pdf;https://entero.ru/manuals/149554/%D0%9E%D0%BF%D1%80%D0%BE%D1%81%D0%BD%D1%8B%D0%B9%20%D0%BB%D0%B8%D1%81%D1%82.xls;https://entero.ru/manuals/506270/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,166696,,,,,Да,от 1 до 40 °C,13.5 кг,
https://cdn.entero.ru/mp@2x/ff/42/ff42cd18949df11f2c949fb5d027cac5.jpg;https://cdn.entero.ru/mp@2x/0a/ec/0aec4dfcc503f555fa42f1174a9e9d39.jpg,Увлажнитель воздуха Carel UE025XL0E1,Увлажнитель воздуха Carel UE025XL0E1,230333,RUB,Да,Carel,Климатическая техника,Увлажнители воздуха,https://entero.ru/item/104641,"<p>Увлажнитель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104641"">Carel UE025XL0E1</a></b> серии humiSteam используется для увлажнения воздуха в жилых домах, офисах, производственных помещениях и саунах. Модель оснащена встроенным контроллером X-PLUS, графическим дисплеем и клавиатурой для конфигурирования параметров и управления.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Двухпозиционное регулирование под управлением внешнего гигростата</li>
<li>Пропорциональное регулирование по внешнему сигналу управления</li>
<li>Пропорциональное регулирование по внешнему сигналу и показаниям контрольного датчика влажности в воздуховоде</li>
<li>Плавное регулирование по заданной влажности и показаниям датчика влажности</li>
<li>Плавное регулирование по заданной влажности, показаниям датчика влажности и контрольного датчика влажности в воздуховоде</li>
</ul>

<p><b>Контроллер:</b></p>

<ul>
<li>Простой и удобный графический дисплей с иконками и текстовыми сообщениями на разных языках</li>
<li>Поддержка ежедневных и еженедельных расписаний с разными заданными значениями влажности</li>
<li>Поддержка подключения к системе диспетчерского управления по разным протоколам (например: Modbus® (стандартный), BACnet™, LON®)</li>
<li>Полноценная диагностика с поддержкой текстовых сообщений, журнала событий тревоги с метками даты и времени</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Изотермический с погружными электродами</li>
<li>С бесшумным контактором</li>
<li>Работает на обычной водопроводной воде</li>
<li>Программное обеспечение увлажнителя подстраивает основные параметры в зависимости от характеристик используемой воды</li>
<li>Система антивспенивания (AFS) предотвращает образование пены на поверхности воды и попадания капелек воды в производимый пар</li>
<li>Автоматический слив воды через три дня простоя увлажнителя</li>
<li>Бак с оцинкованными электродами и фильтром на дне для уменьшения количества накипи</li>
<li>Плавное регулирование паропроизводительности</li>
<li>Встроенный датчик электропроводности воды</li>
<li>Управляющее программное обеспечения для оптимизации электропотребления, сокращения расходов на техобслуживание и стабильной работы за счет увеличения срока службы бака</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная производительность: 25 кг/ч</li>
<li>Мощность потребления: 18,75 кВт</li>
<li>Присоединение линии пара, диаметр: 40 мм</li>
<li>Диапазон давления на выходе: от -600 до 2000 Па</li>
<li>Количество бачков / бойлеров: 1</li>
<li>Условия эксплуатации:
<ul>
<li>Влажность без конденсата: 10-90 %</li>
</ul>
</li>
<li>Класс защиты: IP20</li>
<li>Подача воды:
<ul>
<li>Патрубок: 3/4 G наружная резьба</li>
<li>Давление воды: 1-8 бар</li>
<li>Мгновенный расход: 5,85 л/м</li>
<li>Общая жесткость воды: 10-40 fH</li>
<li>Электропроводность воды: 75-1250 мкС/см</li>
</ul>
</li>
<li>Слив воды:
<ul>
<li>Патрубок, диаметр: 40 мм</li>
<li>Температура: 0-100 °С</li>
<li>Мгновенный расход: 22 л/м</li>
</ul>
</li>
<li>Вентиляторный парораспределитель:
<ul>
<li>Количество: 1</li>
<li>Тип: VRDXL</li>
<li>Электропитание: 230 В</li>
<li>Номинальная мощность: 35 Вт</li>
<li>Номинальный расход воздуха: 650 м<sup>3</sup>/ч</li>
</ul>
</li>
<li>Вес в упаковке: 39 кг</li>
<li>Вес в рабочем состоянии: 60,5 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удаленная диагностика по GSM-модему</li>
</ul>",104641,традиционный,380 В,,545 мм,375 мм,815 мм,,,,0,https://entero.ru/manuals/94912/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carel%20humiSteam.pdf;https://entero.ru/manuals/94913/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Carel%20humiSteam%20x-plus.pdf;https://entero.ru/manuals/149559/%D0%9E%D0%BF%D1%80%D0%BE%D1%81%D0%BD%D1%8B%D0%B9%20%D0%BB%D0%B8%D1%81%D1%82.xls,250362,,,,,Да,от 1 до 40 °C,34 кг,
https://cdn.entero.ru/mp@2x/27/61/27612269fc61aefaf340cc8d17a559dc.jpg;https://cdn.entero.ru/mp@2x/ad/ca/adca84cc3e1068417cc959d72a956aa3.jpg,Увлажнитель воздуха Carel UE065XL001,Увлажнитель воздуха Carel UE065XL001,341138,RUB,Да,Carel,Климатическая техника,Увлажнители воздуха,https://entero.ru/item/104644,"<p>Увлажнитель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104644"">Carel UE065XL001</a></b> серии humiSteam используется для увлажнения воздуха в жилых домах, офисах, производственных помещениях и саунах. Модель оснащена встроенным контроллером X-PLUS, графическим дисплеем и клавиатурой для конфигурирования параметров и управления.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Двухпозиционное регулирование под управлением внешнего гигростата</li>
<li>Пропорциональное регулирование по внешнему сигналу управления</li>
<li>Пропорциональное регулирование по внешнему сигналу и показаниям контрольного датчика влажности в воздуховоде</li>
<li>Плавное регулирование по заданной влажности и показаниям датчика влажности</li>
<li>Плавное регулирование по заданной влажности, показаниям датчика влажности и контрольного датчика влажности в воздуховоде</li>
</ul>

<p><b>Контроллер:</b></p>

<ul>
<li>Простой и удобный графический дисплей с иконками и текстовыми сообщениями на разных языках</li>
<li>Поддержка ежедневных и еженедельных расписаний с разными заданными значениями влажности</li>
<li>Поддержка подключения к системе диспетчерского управления по разным протоколам (например: Modbus® (стандартный), BACnet™, LON®)</li>
<li>Полноценная диагностика с поддержкой текстовых сообщений, журнала событий тревоги с метками даты и времени</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Изотермический с погружными электродами</li>
<li>С обычным контактором</li>
<li>Работает на обычной водопроводной воде</li>
<li>Программное обеспечение увлажнителя подстраивает основные параметры в зависимости от характеристик используемой воды</li>
<li>Система антивспенивания (AFS) предотвращает образование пены на поверхности воды и попадания капелек воды в производимый пар</li>
<li>Автоматический слив воды через три дня простоя увлажнителя</li>
<li>Бак с оцинкованными электродами и фильтром на дне для уменьшения количества накипи</li>
<li>Плавное регулирование паропроизводительности</li>
<li>Встроенный датчик электропроводности воды</li>
<li>Управляющее программное обеспечения для оптимизации электропотребления, сокращения расходов на техобслуживание и стабильной работы за счет увеличения срока службы бака</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная производительность: 65 кг/ч</li>
<li>Мощность потребления: 48,75 кВт</li>
<li>Присоединение линии пара, диаметр: 2х40 мм</li>
<li>Диапазон давления на выходе: от -600 до 2000 Па</li>
<li>Количество бачков / бойлеров: 1</li>
<li>Условия эксплуатации:
<ul>
<li>Влажность без конденсата: 10-90 %</li>
</ul>
</li>
<li>Класс защиты: IP20</li>
<li>Подача воды:
<ul>
<li>Патрубок: 3/4 G наружная резьба</li>
<li>Давление воды: 1-8 бар</li>
<li>Мгновенный расход: 7 л/м</li>
<li>Общая жесткость воды: 10-40 fH</li>
<li>Электропроводность воды: 75-1250 мкС/см</li>
</ul>
</li>
<li>Слив воды:
<ul>
<li>Патрубок, диаметр: 40 мм</li>
<li>Температура: 0-100 °С</li>
<li>Мгновенный расход: 22 л/м</li>
</ul>
</li>
<li>Вентиляторный парораспределитель:
<ul>
<li>Количество: 2</li>
<li>Тип: VRDXL</li>
<li>Электропитание: 230 В</li>
<li>Номинальная мощность: 35 Вт</li>
<li>Номинальный расход воздуха: 650 м<sup>3</sup>/ч</li>
</ul>
</li>
<li>Вес в упаковке: 51 кг</li>
<li>Вес в рабочем состоянии: 94 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удаленная диагностика по GSM-модему</li>
</ul>",104644,традиционный,380 В,,635 мм,465 мм,890 мм,,,,0,https://entero.ru/manuals/94921/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carel%20humiSteam.pdf;https://entero.ru/manuals/94922/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Carel%20humiSteam%20x-plus.pdf;https://entero.ru/manuals/149562/%D0%9E%D0%BF%D1%80%D0%BE%D1%81%D0%BD%D1%8B%D0%B9%20%D0%BB%D0%B8%D1%81%D1%82.xls,,,,,,,от 1 до 40 °C,44 кг,
https://cdn.entero.ru/mp@2x/1a/ad/1aad0b7ac828ecee150b6e89f6c7434f.jpg;https://cdn.entero.ru/mp@2x/79/22/792261c68ed628f0913d96c03e705850.jpg;https://cdn.entero.ru/mp@2x/34/bf/34bfc9c010921bfda654dc74c82b6924.jpg,Увлажнитель воздуха Carel UE015XL0E1,Увлажнитель воздуха Carel UE015XL0E1,173734,RUB,Да,Carel,Климатическая техника,Увлажнители воздуха,https://entero.ru/item/104639,"<p>Увлажнитель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104639"">Carel UE015XL0E1</a></b> серии humiSteam используется для увлажнения воздуха в жилых домах, офисах, производственных помещениях и саунах. Модель оснащена встроенным контроллером X-PLUS, графическим дисплеем и клавиатурой для конфигурирования параметров и управления.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Двухпозиционное регулирование под управлением внешнего гигростата</li>
<li>Пропорциональное регулирование по внешнему сигналу управления</li>
<li>Пропорциональное регулирование по внешнему сигналу и показаниям контрольного датчика влажности в воздуховоде</li>
<li>Плавное регулирование по заданной влажности и показаниям датчика влажности</li>
<li>Плавное регулирование по заданной влажности, показаниям датчика влажности и контрольного датчика влажности в воздуховоде</li>
</ul>

<p><b>Контроллер:</b></p>

<ul>
<li>Простой и удобный графический дисплей с иконками и текстовыми сообщениями на разных языках</li>
<li>Поддержка ежедневных и еженедельных расписаний с разными заданными значениями влажности</li>
<li>Поддержка подключения к системе диспетчерского управления по разным протоколам (например: Modbus® (стандартный), BACnet™, LON®)</li>
<li>Полноценная диагностика с поддержкой текстовых сообщений, журнала событий тревоги с метками даты и времени</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Изотермический с погружными электродами</li>
<li>С бесшумным контактором</li>
<li>Работает на обычной водопроводной воде</li>
<li>Программное обеспечение увлажнителя подстраивает основные параметры в зависимости от характеристик используемой воды</li>
<li>Система антивспенивания (AFS) предотвращает образование пены на поверхности воды и попадания капелек воды в производимый пар</li>
<li>Автоматический слив воды через три дня простоя увлажнителя</li>
<li>Бак с оцинкованными электродами и фильтром на дне для уменьшения количества накипи</li>
<li>Плавное регулирование паропроизводительности</li>
<li>Встроенный датчик электропроводности воды</li>
<li>Управляющее программное обеспечения для оптимизации электропотребления, сокращения расходов на техобслуживание и стабильной работы за счет увеличения срока службы бака</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная производительность: 15 кг/ч</li>
<li>Мощность потребления: 11,25 кВт</li>
<li>Присоединение линии пара, диаметр: 30 мм</li>
<li>Диапазон давления на выходе: от -600 до 1350 Па</li>
<li>Количество бачков / бойлеров: 1</li>
<li>Условия эксплуатации:
<ul>
<li>Влажность без конденсата: 10-90 %</li>
</ul>
</li>
<li>Класс защиты: IP20</li>
<li>Подача воды:
<ul>
<li>Патрубок: 3/4 G наружная резьба</li>
<li>Давление воды: 1-8 бар</li>
<li>Мгновенный расход: 1,1 л/м</li>
<li>Общая жесткость воды: 10-40 fH</li>
<li>Электропроводность воды: 75-1250 мкС/см</li>
</ul>
</li>
<li>Слив воды:
<ul>
<li>Патрубок, диаметр: 40 мм</li>
<li>Температура: 0-100 °С</li>
<li>Мгновенный расход: 9 л/м</li>
</ul>
</li>
<li>Вентиляторный парораспределитель:
<ul>
<li>Количество: 1</li>
<li>Тип: VSDU0A</li>
<li>Электропитание: 24 В</li>
<li>Номинальная мощность: 37 Вт</li>
<li>Номинальный расход воздуха: 192 м<sup>3</sup>/ч</li>
</ul>
</li>
<li>Вес в упаковке: 20 кг</li>
<li>Вес в рабочем состоянии: 27 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удаленная диагностика по GSM-модему</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",104639,традиционный,380 В,,365 мм,275 мм,712 мм,,,,0,https://entero.ru/manuals/94906/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carel%20humiSteam.pdf;https://entero.ru/manuals/94907/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Carel%20humiSteam%20x-plus.pdf;https://entero.ru/manuals/149557/%D0%9E%D0%BF%D1%80%D0%BE%D1%81%D0%BD%D1%8B%D0%B9%20%D0%BB%D0%B8%D1%81%D1%82.xls,,,,,,,от 1 до 40 °C,17 кг,
https://cdn.entero.ru/mp@2x/7e/44/7e441edb4c8fa7bb774a75707889533b.jpg;https://cdn.entero.ru/mp@2x/92/64/92642bff103b94bf3fc227e4ba99577d.jpg;https://cdn.entero.ru/mp@2x/b2/16/b2163d8944ba4674e9a9343e4c8803a5.jpg,Увлажнитель воздуха Carel UE018XL0E1,Увлажнитель воздуха Carel UE018XL0E1,178522,RUB,Да,Carel,Климатическая техника,Увлажнители воздуха,https://entero.ru/item/104640,"<p>Увлажнитель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104640"">Carel UE018XL0E1</a></b> серии humiSteam используется для увлажнения воздуха в жилых домах, офисах, производственных помещениях и саунах. Модель оснащена встроенным контроллером X-PLUS, графическим дисплеем и клавиатурой для конфигурирования параметров и управления.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Двухпозиционное регулирование под управлением внешнего гигростата</li>
<li>Пропорциональное регулирование по внешнему сигналу управления</li>
<li>Пропорциональное регулирование по внешнему сигналу и показаниям контрольного датчика влажности в воздуховоде</li>
<li>Плавное регулирование по заданной влажности и показаниям датчика влажности</li>
<li>Плавное регулирование по заданной влажности, показаниям датчика влажности и контрольного датчика влажности в воздуховоде</li>
</ul>

<p><b>Контроллер:</b></p>

<ul>
<li>Простой и удобный графический дисплей с иконками и текстовыми сообщениями на разных языках</li>
<li>Поддержка ежедневных и еженедельных расписаний с разными заданными значениями влажности</li>
<li>Поддержка подключения к системе диспетчерского управления по разным протоколам (например: Modbus® (стандартный), BACnet™, LON®)</li>
<li>Полноценная диагностика с поддержкой текстовых сообщений, журнала событий тревоги с метками даты и времени</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Изотермический с погружными электродами</li>
<li>С бесшумным контактором</li>
<li>Работает на обычной водопроводной воде</li>
<li>Программное обеспечение увлажнителя подстраивает основные параметры в зависимости от характеристик используемой воды</li>
<li>Система антивспенивания (AFS) предотвращает образование пены на поверхности воды и попадания капелек воды в производимый пар</li>
<li>Автоматический слив воды через три дня простоя увлажнителя</li>
<li>Бак с оцинкованными электродами и фильтром на дне для уменьшения количества накипи</li>
<li>Плавное регулирование паропроизводительности</li>
<li>Встроенный датчик электропроводности воды</li>
<li>Управляющее программное обеспечения для оптимизации электропотребления, сокращения расходов на техобслуживание и стабильной работы за счет увеличения срока службы бака</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная производительность: 18 кг/ч</li>
<li>Мощность потребления: 13,5 кВт</li>
<li>Присоединение линии пара, диаметр: 30 мм</li>
<li>Диапазон давления на выходе: от -600 до 1350 Па</li>
<li>Количество бачков / бойлеров: 1</li>
<li>Условия эксплуатации:
<ul>
<li>Влажность без конденсата: 10-90 %</li>
</ul>
</li>
<li>Класс защиты: IP20</li>
<li>Подача воды:
<ul>
<li>Патрубок: 3/4 G наружная резьба</li>
<li>Давление воды: 1-8 бар</li>
<li>Мгновенный расход: 1,1 л/м</li>
<li>Общая жесткость воды: 10-40 fH</li>
<li>Электропроводность воды: 75-1250 мкС/см</li>
</ul>
</li>
<li>Слив воды:
<ul>
<li>Патрубок, диаметр: 40 мм</li>
<li>Температура: 0-100 °С</li>
<li>Мгновенный расход: 9 л/м</li>
</ul>
</li>
<li>Вентиляторный парораспределитель:
<ul>
<li>Количество: 1</li>
<li>Тип: VSDU0A</li>
<li>Электропитание: 24 В</li>
<li>Номинальная мощность: 37 Вт</li>
<li>Номинальный расход воздуха: 192 м<sup>3</sup>/ч</li>
</ul>
</li>
<li>Вес в упаковке: 20 кг</li>
<li>Вес в рабочем состоянии: 27 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удаленная диагностика по GSM-модему</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",104640,традиционный,380 В,,365 мм,275 мм,712 мм,,,,0,https://entero.ru/manuals/94909/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carel%20humiSteam.pdf;https://entero.ru/manuals/94910/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Carel%20humiSteam%20x-plus.pdf;https://entero.ru/manuals/149558/%D0%9E%D0%BF%D1%80%D0%BE%D1%81%D0%BD%D1%8B%D0%B9%20%D0%BB%D0%B8%D1%81%D1%82.xls,,,,,,,от 1 до 40 °C,17 кг,
https://cdn.entero.ru/mp@2x/ce/10/ce105b4a316d17a13eea9a95eaefed2f.jpg;https://cdn.entero.ru/mp@2x/30/49/3049e5e143d0f7c46408c9b357e69e98.jpg;https://cdn.entero.ru/mp@2x/b2/d2/b2d2c0984a49db5ec32572953d446d5b.jpg;https://cdn.entero.ru/mp@2x/db/37/db371279fe813c20974bb4579e2b62da.jpg;https://cdn.entero.ru/mp@2x/01/2a/012afae0348b7575cf7b69e2e9231a1f.jpg;https://cdn.entero.ru/mp@2x/7d/a8/7da820deb230dcefe0ebce6b1644e4bd.jpg,Увлажнитель воздуха Dantex D-H45UCF,Увлажнитель воздуха Dantex D-H45UCF,9088,RUB,Да,Dantex,Климатическая техника,Увлажнители воздуха,https://entero.ru/item/262333,"<p>Увлажнитель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/262333"">Dantex D-H45UCF</a></b> предназначен для создания комфортных климатических условий в любое время года в домах, где есть антикварная или деревянная мебель, растения, домашние животные, а также идеально подходит для установки в комнате ребенка. Прибор оснащен цифровой панелью индикации с удобной сенсорной клавиатурой, вращающимся на 360 ° сдвоенными распылителями и специальным резервуаром для ароматических масел.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ночная подсветка</li>
<li>Функция ароматизации</li>
<li>Функция нагрева</li>
<li>Теплый и холодный пар​</li>
<li>Таймер на 12 часов</li>
<li>Датчик уровня воды сигнализирует o низком уровне воды в емкости увлажнителя</li>
<li>Датчик уровня влажности воздуха </li>
<li>Регулировка интенсивности выхода пара и относительной влажности воздуха</li>
<li>Защитное отключение при недостаточном уровне воды в резервуаре</li>
<li>Корпус с закругленными углами</li>
<li>Класс пылевлагозащиты: IPX0</li>
<li>Экономичное энергопотребление</li>
<li>Простота ухода</li>
<li>Бесшумная работа</li>
<li>Современный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Без нагрева: 0,03 кВт</li>
<li>С нагревом: 0,09 кВт</li>
</ul>
</li>
<li>Производительность:
<ul>
<li>Без нагрева: 300 мл/ч</li>
<li>С нагревом: 400 мл/ч</li>
</ul>
</li>
</ul>",262333,ультразвуковой,220 В,от 0.03 до 0.09 кВт,195 мм,319 мм,195 мм,,,,0,https://entero.ru/manuals/324308/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%83%D0%B2%D0%BB%D0%B0%D0%B6%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8%20%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85%D0%B0%20Dantex.pdf;https://entero.ru/manuals/324309/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Dantex%20D-H45UCF.pdf,12449,от 300 до 400 мл/час,4.5 л,,50 м2,Да,от 5 до 40 °C,1.89 кг,
