Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Вес (с упаковкой),Нагрев,Площадь обогрева,Термостат
https://cdn.entero.ru/mp@2x/ba/fa/bafa20c067e96d1a038492064ec27799.jpg,Пушка тепловая THERMEX Bazooka 3,ЭдЭБ02034,5744,RUB,Да,,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/239594,"<p>Тепловая пушка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/239594"">THERMEX Bazooka 3</a> </b>предназначена для быстрого прогрева небольших помещений и поддержания в них комфортного микроклимата. Модель оснащена ТЭНом и механическим управлением мощностью и температурой нагрева. Корпус выполнен из прочной листовой стали, ТЭН - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы: горячий воздух / теплый воздух / вентилятор</li>
<li>Запоминание и поддержание комфортной температуры </li>
<li>Быстрый обогрев: моментальная подача теплого воздуха </li>
<li>Выбор режима мощности </li>
<li>Встроенная защита от перегрева</li>
<li>Класс электрозащиты: I</li>
<li>Класс пылевлагозащиты: IP20</li>
<li>Классическая цилиндрическая форма </li>
<li>Напольное размещение с возможностью регулировать направление подачи теплого воздуха </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. площадь отопления: 30 м<sup>2</sup></li>
<li>Режимы электрической мощности: 0,003 / 1,5 / 3 кВт </li>
</ul>",239594,электрическая,220 В,3 кВт,250 мм,245 мм,315 мм,3 кг,1,260x260x340 мм,0,,7978,3.5 кг,,Россия,260 м3/час,3.8 кг,,,
https://cdn.entero.ru/mp@2x/5c/c4/5cc48886601a08053cb78090b1003be8.jpg,Пушка тепловая Loriot LT-05RE,LT-05RE круглая,6052,RUB,Да,Loriot,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/248297,"<p>Тепловая пушка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248297""><b class=""b"">Loriot LT-05RE </b></a>предназначена для отопления небольших производственных и складских помещений, просушки помещений при проведении отделочных работ (например, при монтаже натяжных потолков). Модель оснащена регулируемым термостатом и электродвигателем. Корпус выполнен из стали, ТЭН - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева </li>
<li>Режим вентиляции без нагрева</li>
<li>Степень защиты: IP20</li>
<li>Класс электрозащиты: I</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество режимов мощности: 2</li>
<li>Температура нагрева воздуха: 51,5 °С</li>
</ul>",248297,электрическая,220 В,от 2.25 до 4.5 кВт,245 мм,315 мм,250 мм,4.8 кг,1,294x378x300 мм,0,https://entero.ru/manuals/302946/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Loriot%20LT-05RE.pdf;https://entero.ru/manuals/302947/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,8069,4 кг,,Россия,260 м3/час,,,от 5 до 50 м2/час,
https://cdn.entero.ru/mp@2x/91/a8/91a895c8620775fe0944f6bd1300e7a0.jpg,Обогреватель электрический Мастер-инструмент DN5,МИ DN5,8397,RUB,Да,,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/233516,"<p>Электрический обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233516""><b class=""b"">Мастер-инструмент DN5 </b></a>предназначен для обогрева производственных, общественных и вспомогательных помещений. Модель оснащена термостатом. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерный обогрев большой площади в короткие сроки </li>
<li>Высокая производительность </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233516,электрическая,220 В,от 2.5 до 5 кВт,325 мм,325 мм,375 мм,8.4 кг,1,390x390x450 мм,0,,,7 кг,,Россия,500 м3/час,,,,Да
https://cdn.entero.ru/mp@2x/ac/8b/ac8b316ea4b584ab9538b3f817d10825.jpg,Пушка тепловая ZILON Суховей ZTV-5С,серия Суховей,8656,RUB,Да,,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/193092,"<p>Электрическая тепловая пушка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193092"">ZILON Суховей ZTV-5С</a> </b>предназначена для вентиляции и обогрева производственных, общественных и вспомогательных помещений. Модель оснащена трубчатым электронагревателем, вентилятором с широким винтом, защитными решетками, кабелем питания и панелью управления с поворотными регуляторами температуры и мощности воздушного потока. Трубка нагревательного элемента выполнена из нержавеющей стали, корпус – из листовой стали с высококачественным, устойчивым к механическим повреждениям, термостойким и антикоррозийным полимерным покрытием, регуляторы – из прочного пластика, ручка-подставка – из металла с резиновыми накладками в месте захвата и соприкосновения с поверхностью. </p>

<p>В комплект поставки входят инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b> </p>

<ul>
<li>Режимы:
<ul>
<li>Ветиляция без нагрева</li>
<li>Экономничный с использованием частичной мощности для энергосбережения</li>
<li>Максимальный для быстрого и эффективного обогрева </li>
</ul>
</li>
<li>Встроенный термостат для защиты от перегрева </li>
<li>Автоматический контроль заданной температуры</li>
<li>Автоматический запуск после аварийного отключения</li>
<li>Направленный низкотурбулентный воздушный поток с возможностью регулировки угла наклона</li>
<li>Долговременный непрерывный режим работы</li>
<li>Компактный цилиндрический корпус с ручкой-подставкой для удобства хранения и транспортировки</li>
<li>Воздушный зазор между внутренним кожухом и внешним цилиндром корпуса</li>
<li>Простота управления, надежность и длительный срок эксплуатации </li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP 20</li>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающего воздуха: от -10 до 40 °С</li>
<li>Относительная влажность при 25 °С: 80%</li>
</ul>
</li>
<li>Температура нагрева воздуха при максимальной мощности: 63 °С</li>
<li>Угол наклона относительно горизонта: от - 20 до 30°</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Номинальная сила тока: 21 А</li>
<li>Номинальная мощность в режиме вентиляции: 0,038 кВт</li>
<li>Продолжительность работы: не более 24 ч</li>
<li>Продолжительность паузы: не менее 2 ч</li>
<li>Средний срок эксплуатации: 7 лет</li>
<li>Сечение кабеля: 3х2,5 мм²</li>
<li>Длина кабеля: не менее 1200 мм</li>
<li>Габариты в упаковке: 340х400х340 мм </li>
</ul>",193092,электрическая,220 В,от 3 до 4.5 кВт,320 мм,300 мм,380 мм,,,,0,https://entero.ru/manuals/225558/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%A1%D1%83%D1%85%D0%BE%D0%B2%D0%B5%D0%B9%20ZTV-5%D0%A1.pdf;https://entero.ru/manuals/225557/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%82%D0%B5%D0%BF%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BF%D1%83%D1%88%D0%BA%D0%B8%20ZILON.pdf,,5.6 кг,,Россия,460 м3/час,,,,Да
https://cdn.entero.ru/mp@2x/90/3f/903f3bb8f66298612d6e66a49469813e.jpg,Обогреватель электрический Мастер-инструмент DN9,МИ DN9,10740,RUB,Да,,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/233519,"<p>Электрический обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233519""><b class=""b"">Мастер-инструмент DN9 </b></a>предназначен для обогрева производственных, общественных и вспомогательных помещений. Модель оснащена термостатом. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерный обогрев большой площади в короткие сроки </li>
<li>Высокая производительность </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 45 °С</li>
</ul>

<p>​<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233519,электрическая,380 В,от 4.5 до 9 кВт,380 мм,380 мм,465 мм,13.8 кг,1,456x456x558 мм,0,,11426,11.5 кг,,Россия,787 м3/час,,,,Да
https://cdn.entero.ru/mp@2x/30/82/308282b3ccfb75fd5415e87e26675b13.jpg,Пушка тепловая ZILON Суховей ZTV-9С,серия Суховей,13266,RUB,Да,,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/193114,"<p>Электрическая тепловая пушка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193114"">ZILON Суховей ZTV-9С</a> </b>предназначена для вентиляции и обогрева производственных, общественных и вспомогательных помещений. Модель оснащена трубчатым электронагревателем, вентилятором с широким винтом, защитными решетками, кабелем питания и панелью управления с поворотными регуляторами температуры и мощности воздушного потока. Трубка нагревательного элемента выполнена из нержавеющей стали, корпус – из листовой стали с высококачественным, устойчивым к механическим повреждениям, термостойким и антикоррозийным полимерным покрытием, регуляторы – из прочного пластика, ручка-подставка – из металла с резиновыми накладками в месте захвата и соприкосновения с поверхностью. </p>

<p>В комплект поставки входят инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b> </p>

<ul>
<li>Режимы:
<ul>
<li>Ветиляция без нагрева</li>
<li>Экономничный с использованием частичной мощности для энергосбережения</li>
<li>Максимальный для быстрого и эффективного обогрева </li>
</ul>
</li>
<li>Встроенный термостат для защиты от перегрева </li>
<li>Автоматический контроль заданной температуры</li>
<li>Автоматический запуск после аварийного отключения</li>
<li>Автоматическая задержка выключения вентилятора при отключении для охлаждения нагревателя до безопасной температуры</li>
<li>Направленный низкотурбулентный воздушный поток с возможностью регулировки угла наклона</li>
<li>Долговременный непрерывный режим работы</li>
<li>Компактный цилиндрический корпус с ручкой-подставкой для удобства хранения и транспортировки</li>
<li>Воздушный зазор между внутренним кожухом и внешним цилиндром корпуса</li>
<li>Простота управления, надежность и длительный срок эксплуатации </li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP 20</li>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающего воздуха: от -10 до 40 °С</li>
<li>Относительная влажность при 25 °С: 80%</li>
</ul>
</li>
<li>Температура нагрева воздуха при максимальной мощности: 60 °С</li>
<li>Угол наклона относительно горизонта: от - 20 до 30°</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Номинальная сила тока: 14 А</li>
<li>Номинальная мощность в режиме вентиляции: 0,042 кВт</li>
<li>Продолжительность работы: не более 24 ч</li>
<li>Продолжительность паузы: не менее 2 ч</li>
<li>Средний срок эксплуатации: 7 лет</li>
<li>Сечение кабеля: 5х2,5 мм²</li>
<li>Длина кабеля: не менее 1200 мм</li>
<li>Габариты в упаковке: 378х466х378 мм </li>
</ul>",193114,электрическая,380 В,от 6 до 9 кВт,315 мм,350 мм,420 мм,,,,0,https://entero.ru/manuals/225583/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%A1%D1%83%D1%85%D0%BE%D0%B2%D0%B5%D0%B9%20ZTV-9%D0%A1.pdf;https://entero.ru/manuals/225582/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%82%D0%B5%D0%BF%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BF%D1%83%D1%88%D0%BA%D0%B8%20ZILON.pdf,13819,8 кг,,Россия,720 м3/час,,,,Да
https://cdn.entero.ru/mp@2x/6d/fb/6dfb3ed3a8df3acef63fc0f3acaa23a7.jpg,Пушка тепловая ZILON Богатырь ZTV-9,серия Богатырь,14608,RUB,Да,,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/193138,"<p>Электрическая тепловая пушка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193138"">ZILON Богатырь ZTV-9</a> </b>предназначена для вентиляции и обогрева производственных, общественных и вспомогательных помещений. Модель оснащена трубчатым электронагревателем, вентилятором с широким винтом, защитной решеткой и панелью управления с поворотными регуляторами температуры и мощности воздушного потока. Трубка нагревательного элемента выполнена из нержавеющей стали, корпус – из листовой стали с высококачественным, устойчивым к механическим повреждениям, термостойким и антикоррозийным полимерным покрытием, регуляторы – из прочного пластика, ручка-подставка – из металла с резиновыми накладками в месте захвата и соприкосновения с поверхностью. </p>

<p>В комплект поставки входят инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b> </p>

<ul>
<li>Режимы:
<ul>
<li>Ветиляция без нагрева</li>
<li>Экономничный с использованием частичной мощности для энергосбережения</li>
<li>Максимальный для быстрого и эффективного обогрева </li>
</ul>
</li>
<li>Встроенный термостат для защиты от перегрева </li>
<li>Автоматический контроль заданной температуры</li>
<li>Автоматический запуск после аварийного отключения</li>
<li>Автоматическая задержка выключения вентилятора при отключении для охлаждения нагревателя до безопасной температуры</li>
<li>Направленный низкотурбулентный воздушный поток с возможностью регулировки угла наклона</li>
<li>Долговременный непрерывный режим работы</li>
<li>Компактный прямоугольный корпус с ручкой-подставкой для удобства хранения и транспортировки</li>
<li>Воздушный зазор между внутренним кожухом и внешним корпусом</li>
<li>Простота управления, надежность и длительный срок эксплуатации </li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP 20</li>
<li>Диапазон заданной температуры: от 0 до 40 °С</li>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающего воздуха: от -10 до 40 °С</li>
<li>Относительная влажность при 25 °С: 80%</li>
</ul>
</li>
<li>Температура нагрева воздуха при максимальной мощности: 33 °С</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Номинальная сила тока: 14 А</li>
<li>Номинальная мощность в режиме вентиляции: 0,042 кВт</li>
<li>Продолжительность работы: не более 24 ч</li>
<li>Продолжительность паузы: не менее 2 ч</li>
<li>Ресурс электродвигателя: 40000 ч</li>
<li>Средний срок эксплуатации: 7 лет</li>
<li>Габариты в упаковке: 373х318х506 мм </li>
</ul>",193138,электрическая,380 В,от 6 до 9 кВт,350 мм,285 мм,480 мм,,,,0,https://entero.ru/manuals/225615/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%91%D0%BE%D0%B3%D0%B0%D1%82%D1%8B%D1%80%D1%8C%20ZTV-9.pdf;https://entero.ru/manuals/225603/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%82%D0%B5%D0%BF%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BF%D1%83%D1%88%D0%BA%D0%B8%20ZILON.pdf,15377,7.5 кг,,Россия,820 м3/час,,,,Да
https://cdn.entero.ru/mp@2x/8e/f5/8ef53c2f66b62d52fab76c800ee80bde.jpg;https://cdn.entero.ru/mp@2x/0f/8a/0f8ab8f555f520fcf20ce3ae4d7f75bd.jpg;https://cdn.entero.ru/mp@2x/7e/51/7e51e32adb1ae83795f8964f79ea6f6d.jpg;https://cdn.entero.ru/mp@2x/39/03/39030f70f87c9f62a97dceede8253e5b.jpg;https://cdn.entero.ru/mp@2x/6b/3b/6b3bacff946295a9075258b9f345e2f9.jpg;https://cdn.entero.ru/mp@2x/84/e2/84e2d4b4574f37e875e0b70ec064519a.jpg;https://cdn.entero.ru/mp@2x/24/c6/24c6ef5ab780ada5a6f409e624431d26.jpg;https://cdn.entero.ru/mp@2x/be/7b/be7b031c0bd07da24a8e992a4a894713.jpg;https://cdn.entero.ru/mp@2x/18/b0/18b0c8f05bb9403e8a17db354f60fca8.jpg;https://cdn.entero.ru/mp@2x/2c/ff/2cffbd40828a08a455dfa5ee4e3ef68b.jpg;https://cdn.entero.ru/mp@2x/af/76/af766e586648b96c6aac6386ac9e0b25.jpg,Пушка тепловая жидкотопливная Loriot LHD-10,Rocket LHD-10,20090,RUB,Да,Loriot,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/326657,"<p>Жидкотопливная пушка прямого нагрева <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/326657"">Loriot LHD-10</a> </b>серии Rocket предназначена для эффективного обогрева вентилируемых производственных и складских помещений, гаражей, строительных объектов, а также теплиц и других хозяйственных сооружений. Модель оснащена топливным баком в основании, воздушным топливным насосом, высококачественной горелкой, камерой сгорания, электродвигателем с осевым вентилятором, кабелем питания с вилкой и электромеханической панелью управления. Цельнометаллическая камера сгорания выполнена из нержавеющей стали, теплоизоляционный кожух – из листовой стали с антикоррозийным покрытием белого цвета, топливный бак из ударопрочного морозостойкого негорючего полимера черного цвета, рукоятка – из прочного черного пластика.</p>

<p><b>Особенности:</b> </p>

<ul>
<li>Электронная система контроля пламени с фотоэлементом: автоматическое отключение при угасании</li>
<li>Предохранительный термостат для защиты от перегрева</li>
<li>Автоматическое отключение при сбоях питания</li>
<li>Главный выключатель колыбельного типа</li>
<li>Бесступенчатая регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Двойной дисплей: цифровая индикация актуальной и заданной температуры</li>
<li>Датчик уровня топлива со светодиодным индикатором </li>
<li>Высокий уровень КПД близкий к 100%</li>
<li>Топливный фильтр</li>
<li>Сливная пробка для удобства опорожнения топливного бака</li>
<li>П-образная рукоятка для удобства транспортировки</li>
<li>Компактный цилиндрический корпус для оптимизации пространства и удобства хранения</li>
<li>Легкость технического обслуживания</li>
<li>Комфортная и безопасная эксплуатация</li>
<li>Используемое топливо: дизельное или керосин</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия хранения:
<ul>
<li>Диапазон температуры окружающей среды: от 5 до 40 °C</li>
<li>Максимальная относительная влажность при 25 °C: 80%</li>
</ul>
</li>
<li>Диапазон температуры окружающей среды при эксплуатации: от -25 до 65 °C</li>
<li>Диапазон заданной температуры: от 0 до 99 °C</li>
<li>Максимальная тепловая мощность: 10 кВт</li>
<li>Потребляемая электрическая мощность: 0,23 кВт</li>
<li>Расход топлива: 0,8 кг/ч</li>
<li>Максимальная длительность непрерывной работы: 12,6 ч</li>
<li>Объем топливного бака: 12 л</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",326657,дизельная,220 В,0.23 кВт,725 мм,350 мм,425 мм,15.6 кг,1,650x256x430 мм,0,https://entero.ru/manuals/388809/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Loriot%20LHD-10.pdf;https://entero.ru/manuals/388816/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Loriot%20LHD-10.pdf;https://entero.ru/manuals/388820/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Loriot.pdf,,13.5 кг,,Китай,450 м3/час,,прямой,,Да
https://cdn.entero.ru/mp@2x/ea/96/ea9675461280820bd978c4dd44530fd6.jpg,Пушка тепловая Мастер-инструмент YN37,МИ YN37,20953,RUB,Да,,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/233513,"<p>Дизельная тепловая пушка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233513""><b class=""b"">Мастер-инструмент YN37 </b></a>предназначена для вентиляции и обогрева производственных, общественных и вспомогательных помещений. Модель оснащена термостатом. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерный обогрев большой площади в короткие сроки </li>
<li>Высокая производительность </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем топливного бака: 38 л </li>
<li>Расход топлива: 3,6 л/ч </li>
<li>Мощность двигателя: 0,36 кВт</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",233513,дизельная,220 В,от 37 до 39 кВт,870 мм,400 мм,490 мм,31.2 кг,1,1044x480x588 мм,0,,21826,26 кг,,Россия,700 м3/час,,прямой,,Да
https://cdn.entero.ru/mp@2x/2b/bd/2bbd333e2512c6f4fbd3fc89bdb1db91.jpg;https://cdn.entero.ru/mp@2x/ad/ae/adae0e095b3db200d4926cfcc178cc23.jpg;https://cdn.entero.ru/mp@2x/d2/9b/d29bebac09f72409ed8151efa4e4f1ad.jpg;https://cdn.entero.ru/mp@2x/f3/f5/f3f50d85b6b924a7c3901a286a29eba5.jpg;https://cdn.entero.ru/mp@2x/74/d0/74d0769aa3dce9c02fedc607d2515abf.jpg;https://cdn.entero.ru/mp@2x/43/01/4301b87f8324da059539b060e27169da.jpg;https://cdn.entero.ru/mp@2x/e6/e9/e6e989acd1bb7f3a2ccd79a1b56189b6.jpg;https://cdn.entero.ru/mp@2x/05/ba/05ba58d402a2d7cdcdcc35b92a1c5cb3.jpg;https://cdn.entero.ru/mp@2x/1a/3e/1a3e0197ffdd32082f31c9e4e26e6617.jpg;https://cdn.entero.ru/mp@2x/e1/16/e11634a5c4f0ba9ae0969a9b398b680e.jpg;https://cdn.entero.ru/mp@2x/aa/d0/aad02e0c6e7cf76fc190016c8e33fbe8.jpg,Пушка тепловая жидкотопливная Loriot LHD-20,Rocket LHD-20,22120,RUB,Да,Loriot,Климатическая техника,Обогреватели,Тепловые пушки,https://entero.ru/item/326658,"<p>Жидкотопливная пушка прямого нагрева <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/326658"">Loriot LHD-20</a> </b>серии Rocket предназначена для эффективного обогрева вентилируемых производственных и складских помещений, гаражей, строительных объектов, а также теплиц и других хозяйственных сооружений. Модель оснащена топливным баком в основании, воздушным топливным насосом, высококачественной горелкой, камерой сгорания, электродвигателем с осевым вентилятором, кабелем питания с вилкой и электромеханической панелью управления. Цельнометаллическая камера сгорания выполнена из нержавеющей стали, теплоизоляционный кожух – из листовой стали с антикоррозийным покрытием белого цвета, топливный бак из ударопрочного морозостойкого негорючего полимера черного цвета, рукоятка – из прочного черного пластика.</p>

<p><b>Особенности:</b> </p>

<ul>
<li>Электронная система контроля пламени с фотоэлементом: автоматическое отключение при угасании</li>
<li>Предохранительный термостат для защиты от перегрева</li>
<li>Автоматическое отключение при сбоях питания</li>
<li>Главный выключатель колыбельного типа</li>
<li>Бесступенчатая регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Двойной дисплей: цифровая индикация актуальной и заданной температуры</li>
<li>Датчик уровня топлива со светодиодным индикатором </li>
<li>Высокий уровень КПД близкий к 100%</li>
<li>Топливный фильтр</li>
<li>Сливная пробка для удобства опорожнения топливного бака</li>
<li>П-образная рукоятка для удобства транспортировки</li>
<li>Компактный цилиндрический корпус для оптимизации пространства и удобства хранения</li>
<li>Легкость технического обслуживания</li>
<li>Комфортная и безопасная эксплуатация</li>
<li>Используемое топливо: дизельное или керосин</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия хранения:
<ul>
<li>Диапазон температуры окружающей среды: от 5 до 40 °C</li>
<li>Максимальная относительная влажность при 25 °C: 80%</li>
</ul>
</li>
<li>Диапазон температуры окружающей среды при эксплуатации: от -25 до 65 °C</li>
<li>Диапазон заданной температуры: от 0 до 99 °C</li>
<li>Максимальная тепловая мощность: 20 кВт</li>
<li>Потребляемая электрическая мощность: 0,23 кВт</li>
<li>Расход топлива: 1,6 кг/ч</li>
<li>Максимальная длительность непрерывной работы: 9,5 ч</li>
<li>Объем топливного бака: 18 л</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",326658,дизельная,220 В,0.23 кВт,800 мм,320 мм,430 мм,16.6 кг,1,820x350x435 мм,0,https://entero.ru/manuals/388810/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Loriot%20LHD-20.pdf;https://entero.ru/manuals/388815/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Loriot%20LHD-20.pdf;https://entero.ru/manuals/388819/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Loriot.pdf,,14.5 кг,,Китай,550 м3/час,,прямой,,Да
