Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Разновидность,Площадь помещения,Хладагент,Мощность охлаждения,Потребляемая мощность при охлаждении,Режим обогрева,Мощность обогрева,Потребляемая мощность при обогреве,Режим вентиляции,Расход воздуха,Макс. уровень шума (внутр. блок),Ширина (внутр. блок),Глубина (внутр. блок),Высота (внутр. блок),Вес (внутр. блок),Макс. уровень шума (внеш. блок),Ширина (внеш. блок),Глубина (внеш. блок),Высота (внеш. блок),Вес (внеш. блок),Инвертор,Тип внутреннего блока,Осушение воздуха,Пульт управления (в комплекте)
https://cdn.entero.ru/mp@2x/2e/84/2e84f6264abe544fb176b8cc1423176d.jpg,Внутренний блок мультизональной системы AUX ARVSD-H056/4R1A,Внутренний блок мультизональной системы AUX ARVSD-H056/4R1A,0,RUB,Нет,,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/151884,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151884"">AUX ARVSD-H056/4R1A</a> </b>предназначен для создания комфортных климатических условий в офисах, магазинах и промышленных помещениях. Модель оснащена встроенной помпой и декоративной панелью. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,09 кВт</li>
<li>Статическое давление: 30/10 Па</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: ¼""</li>
<li>Газ: ½""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151884,220 В,,,,,Китай,,,0,https://entero.ru/manuals/179867/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20AUX%20ARVSD-H056_4R1A.pdf;https://entero.ru/manuals/260099/%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AUX%202022.pdf,,внутренний блок,,R410a,5.6 кВт,,Да,6 кВт,,,850/575 м3/ч,38 дБ,1160 мм,460 мм,185 мм,20 кг,,,,,,,канальный,,
https://cdn.entero.ru/mp@2x/ab/f8/abf87229fa508cfc711490bcf27b9a89.jpg;https://cdn.entero.ru/mp@2x/42/bc/42bc3bcbf5305dac441b4fc37f274d06.jpg,Внутренний блок мультизональной системы Toshiba MMK-AP0123H,Внутренний блок мультизональной системы Toshiba MMK-AP0123H,0,RUB,Нет,Toshiba,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/78750,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78750"">Toshiba MMK-AP0123H</a></b> предназначен для создания комфортных климатических условий в офисных, торговых и промышленных помещениях. Гладкая лицевая панель цвета ""лунный белый"" элегантно дополняет любой интерьер. Модель легко монтировать: не требуется ни прокладка воздуховодов, ни наличие подвесного потолка.</p>

<p>В комплект поставки входят пульт дистанционного управления WH-L11SE и дополнительные патрубки для удобного подключения к VRF-системе кондиционирования с любой стороны.</p>

<p><b>Функции пульта управления:</b></p>

<ul>
<li>Включение и выключение кондиционера</li>
<li>Изменение режима работы кондиционера</li>
<li>Установка температуры</li>
<li>Регулирование скорости вентилятора</li>
<li>Установка положения воздухораспределительных жалюзи до 70°</li>
<li>Часы, таймер (шаг 10 минут, включение / выключение, ежедневный таймер, таймер для режима сна)</li>
<li>Функция ""Комфортный сон"" (Comfort sleep) поддерживает удобные условия для сна, одновременно экономит электроэнергию и отключается через 3, 5 или 9 часов</li>
<li>Режим повышенной мощности</li>
<li>Бесшумный режим работы кондиционера</li>
<li>Запись настроек в память и выбор параметров нажатием одной кнопки (One-touch)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество скоростей вентилятора: 5</li>
<li>Потребляемая мощность: 0,021 кВт</li>
<li>Мощность двигателя вентилятора: 0,03 кВт</li>
<li>Рабочий ток: 0,19 А</li>
<li>Пусковой ток: 0,24 А</li>
<li>Расход воздуха: 600 / 480 / 390 м<sup>3</sup>/ч</li>
<li>Звуковое давление: 37 / 32 / 28 дБ</li>
<li>Размер жидкостной трубы: 6,4 мм</li>
<li>Размер газовой трубы: 9,52 мм</li>
<li>Внутренний диаметр дренажа: 16 мм</li>
</ul>",78750,220 В,,,,,Япония,,,0,https://entero.ru/manuals/51896/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Toshiba%20MMK-AP0123H%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/51897/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%BE%D0%B2%20Toshiba.pdf,,внутренний блок,,R410a,3.6 кВт,,Да,4 кВт,,Да,600 м3/ч,37 дБ,1050 мм,228 мм,320 мм,15 кг,,,,,,Да,настенный,,ручной
https://cdn.entero.ru/mp@2x/a7/68/a7680f366e347ceb7b3ae7752a886f7f.jpg,Внутренний блок мультизональной системы Toshiba MMK-AP0124MH-E,Внутренний блок мультизональной системы Toshiba MMK-AP0124MH-E,0,RUB,Нет,Toshiba,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/78878,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78878"">Toshiba MMK-AP0124MH-E</a></b> предназначен для создания комфортных климатических условий в офисных, торговых и промышленных помещениях. Гладкая лицевая панель элегантно дополняет любой интерьер. Модель легко монтировать: не требуется ни прокладка воздуховодов, ни наличие подвесного потолка.</p>

<p>В комплект поставки входит пульт дистанционного управления.</p>

<p><b>Функции пульта управления:</b></p>

<ul>
<li>Включение и выключение кондиционера</li>
<li>Изменение режима работы кондиционера</li>
<li>Установка температуры</li>
<li>Установка положения воздухораспределительных жалюзи до 70°</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,019 кВт</li>
<li>Мощность двигателя вентилятора: 0,03 кВт</li>
<li>Звуковое давление: 37 / 33 / 29 дБ</li>
<li>Размер жидкостной трубы: 6,4 мм</li>
<li>Размер газовой трубы: 9,52 мм</li>
<li>Внутренний диаметр дренажа: 16 мм</li>
</ul>",78878,220 В,,,,,Япония,,,0,https://entero.ru/manuals/52020/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Toshiba%20MMK-AP0124MH-E%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/52138/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Toshiba%20MMK-AP0124MH-E%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,внутренний блок,,R410a,3.6 кВт,,Да,4 кВт,,Да,540 м3/ч,37 дБ,790 мм,208 мм,275 мм,11 кг,,,,,,Да,настенный,,ручной
https://cdn.entero.ru/mp@2x/b6/c4/b6c49b7ac0e62a9c29744c31d16a7e39.jpg;https://cdn.entero.ru/mp@2x/67/a4/67a461c3cb908ecc7b26f3f4f780ec9d.jpg,Внутренний блок мультизональной системы Toshiba MMK-AP0153H,Внутренний блок мультизональной системы Toshiba MMK-AP0153H,0,RUB,Нет,Toshiba,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/78751,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78751"">Toshiba MMK-AP0153H</a></b> предназначен для создания комфортных климатических условий в офисных, торговых и промышленных помещениях. Гладкая лицевая панель цвета ""лунный белый"" элегантно дополняет любой интерьер. Модель легко монтировать: не требуется ни прокладка воздуховодов, ни наличие подвесного потолка.</p>

<p>В комплект поставки входят пульт дистанционного управления WH-L11SE и дополнительные патрубки для удобного подключения к VRF-системе кондиционирования с любой стороны.</p>

<p><b>Функции пульта управления:</b></p>

<ul>
<li>Включение и выключение кондиционера</li>
<li>Изменение режима работы кондиционера</li>
<li>Установка температуры</li>
<li>Регулирование скорости вентилятора</li>
<li>Установка положения воздухораспределительных жалюзи до 70°</li>
<li>Часы, таймер (шаг 10 минут, включение / выключение, ежедневный таймер, таймер для режима сна)</li>
<li>Функция ""Комфортный сон"" (Comfort sleep) поддерживает удобные условия для сна, одновременно экономит электроэнергию и отключается через 3, 5 или 9 часов</li>
<li>Режим повышенной мощности</li>
<li>Бесшумный режим работы кондиционера</li>
<li>Запись настроек в память и выбор параметров нажатием одной кнопки (One-touch)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество скоростей вентилятора: 5</li>
<li>Потребляемая мощность: 0,043 кВт</li>
<li>Мощность двигателя вентилятора: 0,03 кВт</li>
<li>Рабочий ток: 0,32 А</li>
<li>Пусковой ток: 0,41 А</li>
<li>Расход воздуха: 840 / 660 / 540 м<sup>3</sup>/ч</li>
<li>Звуковое давление: 41 / 36 / 33 дБ</li>
<li>Размер жидкостной трубы: 6,4 мм</li>
<li>Размер газовой трубы: 12,5 мм</li>
<li>Внутренний диаметр дренажа: 16 мм</li>
</ul>",78751,220 В,,,,,Япония,,,0,https://entero.ru/manuals/51898/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Toshiba%20MMK-AP0153H%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/51899/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%BE%D0%B2%20Toshiba.pdf,,внутренний блок,,R410a,4.5 кВт,,Да,5 кВт,,Да,840 м3/ч,41 дБ,1050 мм,228 мм,320 мм,15 кг,,,,,,Да,настенный,,ручной
https://cdn.entero.ru/mp@2x/0a/c7/0ac70eadf0775790f433be47815941ea.jpg,Внутренний блок мультизональной системы Fujitsu ARXD04GALH,Внутренний блок мультизональной системы Fujitsu ARXD04GALH,0,RUB,Нет,Fujitsu,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/74333,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74333"">Fujitsu ARXD04GALH</a></b> предназначен для создания комфортных климатических условий в офисах, магазинах и промышленных помещениях. Оборудование впишется в любой интерьер, так как на виду остается лишь воздухораспределительная решетка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мотор вентилятора постоянного тока</li>
<li>Широкий диапазон рабочего статического давления с возможностью выбора с помощью пульта управления</li>
<li>Забор воздуха</li>
<li>Дренажный насос с высоким напором для слива конденсата</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внешнее статическое давление:
<ul>
<li>Диапазон регулировки: от 0 до 90 Па</li>
<li>Рабочее: 25 Па</li>
</ul>
</li>
<li>Уровень шума: 22 / 25 / 26 дБ</li>
</ul>",74333,220 В,,,,,Китай,,,0,https://entero.ru/manuals/314220/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Fujitsu%20ARXD04GALH.pdf,,внутренний блок,,,1.1 кВт,0.038 кВт,,1.3 кВт,0.038 кВт,Да,440 / 470 / 510 м3/ч,26 дБ,700 мм,620 мм,198 мм,17 кг,,,,,,,канальный,,стационарный
https://cdn.entero.ru/mp@2x/3e/7d/3e7dac16696200ea7b6a6639dd1a9697.jpg;https://cdn.entero.ru/mp@2x/22/a7/22a7179894157d625b3d8375e692002d.jpg,Внутренний блок мультизональной системы Toshiba MMK-AP0183H,Внутренний блок мультизональной системы Toshiba MMK-AP0183H,0,RUB,Нет,Toshiba,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/78752,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78752"">Toshiba MMK-AP0183H</a></b> предназначен для создания комфортных климатических условий в офисных, торговых и промышленных помещениях. Гладкая лицевая панель цвета ""лунный белый"" элегантно дополняет любой интерьер. Модель легко монтировать: не требуется ни прокладка воздуховодов, ни наличие подвесного потолка.</p>

<p>В комплект поставки входят пульт дистанционного управления WH-L11SE и дополнительные патрубки для удобного подключения к VRF-системе кондиционирования с любой стороны.</p>

<p><b>Функции пульта управления:</b></p>

<ul>
<li>Включение и выключение кондиционера</li>
<li>Изменение режима работы кондиционера</li>
<li>Установка температуры</li>
<li>Регулирование скорости вентилятора</li>
<li>Установка положения воздухораспределительных жалюзи до 70°</li>
<li>Часы, таймер (шаг 10 минут, включение / выключение, ежедневный таймер, таймер для режима сна)</li>
<li>Функция ""Комфортный сон"" (Comfort sleep) поддерживает удобные условия для сна, одновременно экономит электроэнергию и отключается через 3, 5 или 9 часов</li>
<li>Режим повышенной мощности</li>
<li>Бесшумный режим работы кондиционера</li>
<li>Запись настроек в память и выбор параметров нажатием одной кнопки (One-touch)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество скоростей вентилятора: 5</li>
<li>Потребляемая мощность: 0,043 кВт</li>
<li>Мощность двигателя вентилятора: 0,03 кВт</li>
<li>Рабочий ток: 0,32 А</li>
<li>Пусковой ток: 0,41 А</li>
<li>Расход воздуха: 840 / 660 / 540 м<sup>3</sup>/ч</li>
<li>Звуковое давление: 41 / 36 / 33 дБ</li>
<li>Размер жидкостной трубы: 6,4 мм</li>
<li>Размер газовой трубы: 12,5 мм</li>
<li>Внутренний диаметр дренажа: 16 мм</li>
</ul>",78752,220 В,,,,,,,,0,https://entero.ru/manuals/51900/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Toshiba%20MMK-AP0183H%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/51901/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%BE%D0%B2%20Toshiba.pdf,,внутренний блок,,R410a,5.6 кВт,,Да,6.3 кВт,,Да,840 м3/ч,41 дБ,1050 мм,228 мм,320 мм,15 кг,,,,,,Да,настенный,,ручной
https://cdn.entero.ru/mp@2x/8b/3d/8b3d25cfea1cd8a9888f9f6d0cd860db.jpg,Внутренний блок мультизональной системы AUX ARVSD-H071/4R1A,Внутренний блок мультизональной системы AUX ARVSD-H071/4R1A,0,RUB,Нет,,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/151886,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151886"">AUX ARVSD-H071/4R1A</a> </b>предназначен для создания комфортных климатических условий в офисах, магазинах и промышленных помещениях. Модель оснащена встроенной помпой и декоративной панелью. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,11 кВт</li>
<li>Статическое давление: 30/10 Па</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: ⅜""</li>
<li>Газ: ⅝""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151886,220 В,,,,,Китай,,,0,https://entero.ru/manuals/179869/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20AUX%20ARVSD-H071_4R1A.pdf;https://entero.ru/manuals/260101/%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AUX%202022.pdf,,внутренний блок,,R410a,7.1 кВт,,Да,8 кВт,,,1000/685 м3/ч,39 дБ,1160 мм,460 мм,185 мм,22 кг,,,,,,,канальный,,
https://cdn.entero.ru/mp@2x/a4/98/a4980c0be99399a2c665ff278eb420f7.jpg;https://cdn.entero.ru/mp@2x/8d/32/8d3211e7fed9a9ba247e66a996b694f4.jpg,Внутренний блок мультизональной системы Toshiba MMK-AP0243H,Внутренний блок мультизональной системы Toshiba MMK-AP0243H,0,RUB,Нет,Toshiba,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/78753,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78753"">Toshiba MMK-AP0243H</a></b> предназначен для создания комфортных климатических условий в офисных, торговых и промышленных помещениях. Гладкая лицевая панель цвета ""лунный белый"" элегантно дополняет любой интерьер. Модель легко монтировать: не требуется ни прокладка воздуховодов, ни наличие подвесного потолка.</p>

<p>В комплект поставки входят пульт дистанционного управления WH-L11SE и дополнительные патрубки для удобного подключения к VRF-системе кондиционирования с любой стороны.</p>

<p><b>Функции пульта управления:</b></p>

<ul>
<li>Включение и выключение кондиционера</li>
<li>Изменение режима работы кондиционера</li>
<li>Установка температуры</li>
<li>Регулирование скорости вентилятора</li>
<li>Установка положения воздухораспределительных жалюзи до 70°</li>
<li>Часы, таймер (шаг 10 минут, включение / выключение, ежедневный таймер, таймер для режима сна)</li>
<li>Функция ""Комфортный сон"" (Comfort sleep) поддерживает удобные условия для сна, одновременно экономит электроэнергию и отключается через 3, 5 или 9 часов</li>
<li>Режим повышенной мощности</li>
<li>Бесшумный режим работы кондиционера</li>
<li>Запись настроек в память и выбор параметров нажатием одной кнопки (One-touch)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество скоростей вентилятора: 5</li>
<li>Потребляемая мощность: 0,05 кВт</li>
<li>Мощность двигателя вентилятора: 0,03 кВт</li>
<li>Рабочий ток: 0,37 А</li>
<li>Пусковой ток: 0,47 А</li>
<li>Расход воздуха: 1020 / 750 / 570 м<sup>3</sup>/ч</li>
<li>Звуковое давление: 46 / 39 / 34 дБ</li>
<li>Размер жидкостной трубы: 6,4 мм</li>
<li>Размер газовой трубы: 15,9 мм</li>
<li>Внутренний диаметр дренажа: 16 мм</li>
</ul>",78753,220 В,,,,,Япония,,,0,https://entero.ru/manuals/51902/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Toshiba%20MMK-AP0243H%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/51903/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%BE%D0%B2%20Toshiba.pdf,,внутренний блок,,R410a,7.1 кВт,,Да,8 кВт,,Да,1020 м3/ч,46 дБ,1050 мм,228 мм,320 мм,15 кг,,,,,,Да,настенный,,ручной
https://cdn.entero.ru/mp@2x/17/bc/17bc4c5ff5590ae53f98f6dc38a0c5ec.jpg,Внутренний блок мультизональной системы AUX ARVCF-H045/4R1A,Внутренний блок мультизональной системы AUX ARVCF-H045/4R1A,0,RUB,Нет,,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/151743,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151743"">AUX ARVCF-H045/4R1A</a> </b>предназначен для создания комфортных климатических условий в офисах, магазинах и промышленных помещениях. Модель оснащена вентилятором с низким уровнем шума, встроенным дисплеем, таймером и воздушным фильтром.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3D воздушный поток</li>
<li>Progressive инвертер</li>
<li>Идентификация кода неисправности на панели</li>
<li>Антикоррозийное покрытие теплообменника Blue Fin</li>
<li>Выключение дисплея с пульта ДУ</li>
<li>Антивибрационные накладки</li>
<li>Режим ""Комфортный сон""</li>
<li>Функция ""Антисквозняк""</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,08 кВт</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 0,37""</li>
<li>Газ: ⅝""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151743,220 В,,,,,Китай,,,0,https://entero.ru/manuals/179650/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20AUX%20ARVCF-H045_4R1A.pdf;https://entero.ru/manuals/260148/%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AUX%202022.pdf,,внутренний блок,,R410a,4.5 кВт,,Да,4.3 кВт,,,950/665 м3/ч,42 дБ,929 мм,660 мм,205 мм,26 кг,,,,,,Да,напольно-потолочный,,
https://cdn.entero.ru/mp@2x/8a/ea/8aead7af7d07f78c864178c5a639d9ba.jpg,Внутренний блок мультизональной системы AUX ARVCF-H056/4R1A,ARVCF-H0564R1A,0,RUB,Нет,,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/151747,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151747"">AUX ARVCF-H056/4R1A</a> </b>предназначен для создания комфортных климатических условий в офисах, магазинах и промышленных помещениях. Модель оснащена вентилятором с низким уровнем шума, встроенным дисплеем, таймером и воздушным фильтром.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3D воздушный поток</li>
<li>Progressive инвертер</li>
<li>Идентификация кода неисправности на панели</li>
<li>Антикоррозийное покрытие теплообменника Blue Fin</li>
<li>Выключение дисплея с пульта ДУ</li>
<li>Антивибрационные накладки</li>
<li>Режим ""Комфортный сон""</li>
<li>Функция ""Антисквозняк""</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,08 кВт</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: ⅜""</li>
<li>Газ: ⅝""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151747,220 В,,,,,Китай,,,0,https://entero.ru/manuals/179652/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20AUX%20ARVCF-H056_4R1A.pdf;https://entero.ru/manuals/260149/%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AUX%202022.pdf,,внутренний блок,,R410a,5.6 кВт,,Да,6 кВт,,,950/665 м3/ч,42 дБ,929 мм,660 мм,205 мм,26 кг,,,,,,Да,напольно-потолочный,,
https://cdn.entero.ru/mp@2x/6c/2f/6c2f0810d4cedba68e163a4992981b6f.jpg;https://cdn.entero.ru/mp@2x/71/ac/71ac586d3e2f691b9d8838e3359eec61.jpg;https://cdn.entero.ru/mp@2x/32/fe/32fe5218edcdff47ae55d26e99aa6c7b.jpg,Внутренний блок мультизональной системы AUX ARVMD-H045/4R1A,Внутренний блок мультизональной системы AUX ARVMD-H045/4R1A,0,RUB,Нет,,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/151887,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151887"">AUX ARVMD-H045/4R1A</a> </b>предназначен для создания комфортных климатических условий в офисах, магазинах и промышленных помещениях. Модель оснащена таймером и воздушным фильтром.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Progressive инвертер</li>
<li>Идентификация кода неисправности на панели</li>
<li>Антикоррозийное покрытие теплообменника Blue Fin</li>
<li>Встроенная функция защиты от утечки фреона</li>
<li>Пониженный шум работы</li>
<li>Режим ""Комфортный сон""</li>
<li>Функция ""Антисквозняк""</li>
<li>Отвод конденсата в две стороны</li>
<li>Подмес свежего воздуха</li>
<li>Забор воздуха снизу</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,15 кВт</li>
<li>Статическое давление: 80/50 Па</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: ¼""</li>
<li>Газ: ½""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151887,220 В,,,,,Китай,,,0,https://entero.ru/manuals/179872/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20AUX%20ARVMD-H045_4R1A.pdf;https://entero.ru/manuals/260102/%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AUX%202022.pdf,,внутренний блок,,R410a,4.5 кВт,,Да,5 кВт,,,950/665 м3/ч,42 дБ,890 мм,785 мм,290 мм,35 кг,,,,,,,канальный,,
https://cdn.entero.ru/mp@2x/83/23/83231710dd6db651e6bd33f1e3ab2bea.jpg;https://cdn.entero.ru/mp@2x/c4/b5/c4b5867921b0750f17dd64e9ca7c0041.jpg;https://cdn.entero.ru/mp@2x/fe/b0/feb0a269f495b068cd97e97e9a0b1e81.jpg,Внутренний блок мультизональной системы AUX ARVMD-H056/4R1A,Внутренний блок мультизональной системы AUX ARVMD-H056/4R1A,0,RUB,Нет,,Климатическая техника,"Кондиционеры, сплит-системы",Мультизональные системы,https://entero.ru/item/151889,"<p>Внутренний блок мультизональной системы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151889"">AUX ARVMD-H056/4R1A</a> </b>предназначен для создания комфортных климатических условий в офисах, магазинах и промышленных помещениях. Модель оснащена таймером и воздушным фильтром.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Progressive инвертер</li>
<li>Идентификация кода неисправности на панели</li>
<li>Антикоррозийное покрытие теплообменника Blue Fin</li>
<li>Встроенная функция защиты от утечки фреона</li>
<li>Пониженный шум работы</li>
<li>Режим ""Комфортный сон""</li>
<li>Функция ""Антисквозняк""</li>
<li>Отвод конденсата в две стороны</li>
<li>Подмес свежего воздуха</li>
<li>Забор воздуха снизу</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,15 кВт</li>
<li>Статическое давление: 80/50 Па</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: ¼""</li>
<li>Газ: ½""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151889,220 В,,,,,Китай,,,0,https://entero.ru/manuals/179877/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20AUX%20ARVMD-H056_4R1A.pdf;https://entero.ru/manuals/260103/%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20AUX%202022.pdf,,внутренний блок,,R410a,5.6 кВт,,Да,6 кВт,,,950/665 м3/ч,42 дБ,890 мм,785 мм,290 мм,35 кг,,,,,,,канальный,,
