Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Тип установки,Нагревательный элемент,Площадь обогрева,Подлкючение
https://cdn.entero.ru/mp@2x/e8/58/e858e9c0913cc2d3c4f8b4251ee37ca8.jpg;https://cdn.entero.ru/mp@2x/d0/69/d069055a098f211e2a71c39699b6adfe.jpg;https://cdn.entero.ru/mp@2x/6a/1f/6a1f6fa2ffebc65ce9c6be67795d91b8.jpg;https://cdn.entero.ru/mp@2x/e0/14/e014274159c3cea1e7369ade8b62e362.jpg;https://cdn.entero.ru/mp@2x/43/95/4395de1e99d8a641f2534d5cf12d5c81.jpg;https://cdn.entero.ru/mp@2x/00/74/0074c58d2f5a7af8f6a396488e93399e.jpg;https://cdn.entero.ru/mp@2x/b7/de/b7de29aae849f425f000f5a546d2ca04.jpg,Обогреватель инфракрасный настольный Hugett Tabletop Brown,1821 H-T,16282,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274796,"<p>Настольный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274796""><b class=""b"">Hügett Tabletop Brown</b></a> предназначен для обогрева и поддержания комфортного микроклимата в шатрах, беседках, на верандах и террасах. Модель оснащена защитной металлической решеткой, предотвращающей случайный контакт нагревательного элемента с руками или посторонними предметами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты: IP44</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Угол обогрева: 100°</li>
<li>Диаметр основания: 320 мм</li>
<li>Длина сетевого кабеля: 1,8 м</li>
<li>Габариты в упаковке: 580х580х500 мм</li>
<li>Цвет: коричневый</li>
</ul>",274796,1.5 кВт,500 мм,500 мм,920 мм,,,,0,,17508,8.1 кг,Бельгия,Китай,,,галогенный,4 м2,220 В
https://cdn.entero.ru/mp@2x/02/4b/024be368ce11bc4c1b24d299ccbdd3fb.jpg;https://cdn.entero.ru/mp@2x/3d/30/3d30b44021b5e186e30fe4bee0a0b82d.jpg;https://cdn.entero.ru/mp@2x/70/b2/70b2f7be8b517931634759cb30f22f25.jpg;https://cdn.entero.ru/mp@2x/ad/0c/ad0cc9f4d65db7e2e8109409616d2a1f.jpg;https://cdn.entero.ru/mp@2x/d9/8e/d98e8c33e61cdf6f707df64cb06e7809.jpg;https://cdn.entero.ru/mp@2x/d8/e8/d8e84f7836b63c8110e17d33e21b7651.jpg;https://cdn.entero.ru/mp@2x/36/f6/36f65a7de1e973a9e0fa66b7b4d89677.jpg;https://cdn.entero.ru/mp@2x/fc/e7/fce7715233d8fcad32867143fea1edaf.jpg;https://cdn.entero.ru/mp@2x/44/70/44707248094a7deca1983e92a0368b01.jpg;https://cdn.entero.ru/mp@2x/01/95/0195d0b5fe5b7ac49717dc24b2ab238c.jpg,Обогреватель инфракрасный подвесной Hugett Taket Steel,2125,16458,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274609,"<p>Подвесной инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274609""><b class=""b"">Hügett Taket Steel</b></a> предназначен для обогрева и поддержания комфортного микроклимата в помещениях, шатрах, беседках, на верандах и террасах. Модель оснащена LED-лампой, цепочкой для подвешивания и пультом дистанционного управления. Корпус выполнен из прочной инструментальной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня регулировки мощности</li>
<li>Световой индикатор включения в центральной нижней части корпуса</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт галогенной лампы с руками или посторонними предметами</li>
<li>Металлический отражатель над нагревательным элементом для равномерного рассеивания инфракрасного излучения</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты от влаги и пыли: IP24</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Угол обогрева: 100°</li>
<li>Максимальная высота подвешивания: 1,8 м</li>
<li>Мощность обогрева: 1 / 1,5 / 2,5 кВт</li>
<li>Мощность LED-лампы: 3 Вт</li>
<li>Длина сетевого кабеля: 3 м</li>
<li>Габариты в упаковке: 770х770х380 мм</li>
<li>Цвет: нержавеющая сталь</li>
</ul>",274609,от 1 до 2.5 кВт,585 мм,585 мм,350 мм,5 кг,1,770x770x380 мм,0,,17889,4 кг,Бельгия,Китай,,потолочный,галогенный,8 м2,220 В
https://cdn.entero.ru/mp@2x/87/eb/87ebbc820c5ff02940b14558fa3cda2e.jpg;https://cdn.entero.ru/mp@2x/0f/28/0f28235800aa08c087b9b780a9ccbe25.jpg;https://cdn.entero.ru/mp@2x/45/6b/456b788d900bc337546ca9d2fd667b63.jpg;https://cdn.entero.ru/mp@2x/f8/90/f890167cecdde3903c9e90ef10603b8e.jpg;https://cdn.entero.ru/mp@2x/31/e0/31e0bd537c5cf50d269f412188983ecc.jpg;https://cdn.entero.ru/mp@2x/ba/0d/ba0d518f941b63c8e4202a683cfec459.jpg;https://cdn.entero.ru/mp@2x/bc/45/bc45b67a582553b0944fb7857993c6a6.jpg;https://cdn.entero.ru/mp@2x/a8/bc/a8bcd165c550d5ecf134d433caafc225.jpg;https://cdn.entero.ru/mp@2x/91/5e/915ecee5c8eaf596c259102d6d2a0c16.jpg;https://cdn.entero.ru/mp@2x/d0/96/d0964aa9b1ed4011f9e7ed4fc46261c2.jpg;https://cdn.entero.ru/mp@2x/aa/0b/aa0bf354728d7c5a0f5eb73a0c01b31e.jpg,Обогреватель инфракрасный уличный Stalleh VärmGas Ashu,Обогреватель инфракрасный уличный Stalleh VärmGas Ashu,20065,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275417,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275417""><b class=""b"">Ställeh VärmGas Ashu</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, механическим пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной стали, покрытой порошковой краской, горелка - из хромированной стали.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Емкость для песка в основании для устойчивости и утяжеления прибора</li>
<li>Специальные лапки для жесткой фиксации к деревянному полу или в грунт </li>
<li>Съемные колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Габариты в упаковке: 450х450х900 мм</li>
<li>Цвет: пепельный</li>
</ul>",275417,от 5 до 13 кВт,820 мм,820 мм,2250 мм,20 кг,1,450x450x900 мм,0,,,,Швеция,Китай,,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/75/4e/754e983fb46a30c796e7edce35259b92.jpg;https://cdn.entero.ru/mp@2x/33/be/33beb655d31cb1aaff363c5f150a5a57.jpg;https://cdn.entero.ru/mp@2x/42/c5/42c5e00f2fb45fda518c6882d6048c42.jpg;https://cdn.entero.ru/mp@2x/d3/3c/d33c26e2c1887abfcb9c724cbea48c84.jpg;https://cdn.entero.ru/mp@2x/03/20/0320f9b8d9d4ea3a9b40ca312560039d.jpg;https://cdn.entero.ru/mp@2x/87/37/8737af06d07fb8b7be2d28607781287d.jpg;https://cdn.entero.ru/mp@2x/6d/39/6d39e58bb0f577d8dbe6ec57f305a388.jpg;https://cdn.entero.ru/mp@2x/3c/ea/3cea18b2d2dca2c17b13a1adcfe52070.jpg;https://cdn.entero.ru/mp@2x/1c/0c/1c0cf90a268e77a2464b716f80f7f2a7.jpg;https://cdn.entero.ru/mp@2x/86/30/86307d3a859a68edcdc9fdcbde1b1bbe.jpg;https://cdn.entero.ru/mp@2x/04/00/0400b9eb594a1816786d9faa2d0de473.jpg;https://cdn.entero.ru/mp@2x/9a/fa/9afa886b20ecdc8f557d5c5679efc3bb.jpg,Обогреватель инфракрасный уличный Stalleh VärmGas Steel,Обогреватель инфракрасный уличный Stalleh VärmGas Steel,20065,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275449,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275449""><b class=""b"">Ställeh VärmGas Steel</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, механическим пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной полированной стали, горелка - из хромированной стали.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Емкость для песка в основании для устойчивости и утяжеления прибора</li>
<li>Специальные лапки для жесткой фиксации к деревянному полу или в грунт </li>
<li>Съемные колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Габариты в упаковке: 450х450х900 мм</li>
<li>Цвет: нержавеющая сталь</li>
</ul>",275449,от 5 до 13 кВт,820 мм,820 мм,2250 мм,,,,0,,20901,,Швеция,Китай,,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/96/10/961074d2e9ac2185648bd6e5ca467bc9.jpg;https://cdn.entero.ru/mp@2x/fe/a1/fea18b94a2b88b89fda728951a84d2a7.jpg;https://cdn.entero.ru/mp@2x/83/0b/830bacad4cd20a36543579ab7222706d.jpg;https://cdn.entero.ru/mp@2x/9e/8c/9e8c13c2342be5ed3c3c3c964f5b075e.jpg;https://cdn.entero.ru/mp@2x/e8/5e/e85ed08a0559be6d7813319eb4e85d5a.jpg;https://cdn.entero.ru/mp@2x/b5/8d/b58db948483253e60dd87b508f65c256.jpg;https://cdn.entero.ru/mp@2x/2f/e7/2fe76bd0e52d85f5a58cf1e0333572f6.jpg;https://cdn.entero.ru/mp@2x/fa/eb/faeb63926923380b3af6ca43700d7330.jpg;https://cdn.entero.ru/mp@2x/9a/90/9a90e34f63e79774a954807c8b84594b.jpg;https://cdn.entero.ru/mp@2x/d3/04/d304a561952914bf7c4d49b5096d8644.jpg;https://cdn.entero.ru/mp@2x/1d/fb/1dfb0d2255cdc9412c6da2d2a20db3b1.jpg;https://cdn.entero.ru/mp@2x/f6/8f/f68f4be01f3d91f30eb44bf2ad160503.jpg;https://cdn.entero.ru/mp@2x/a8/c2/a8c2f4d24ecefe17ed1c05ef88e9e563.jpg,Обогреватель инфракрасный подвесной Hugett Taket 2070,Обогреватель инфракрасный подвесной Hugett Taket 2070,25527,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274663,"<p>Подвесной инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274663""><b class=""b"">Hügett Taket 2070</b></a> предназначен для обогрева и поддержания комфортного микроклимата в помещениях, шатрах, беседках, на верандах и террасах. Модель оснащена металлическим карабином для подвешивания и пультом дистанционного управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня регулировки мощности</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт нагревательного элемента с руками или посторонними предметами</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты от влаги и пыли: IP24</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Угол обогрева: 100°</li>
<li>Мощность обогрева: 0,9 / 1,2 / 2,1 кВт</li>
<li>Длина сетевого кабеля: 3 м</li>
<li>Габариты в упаковке: 550х550х360 мм</li>
<li>Цвет: черный</li>
</ul>",274663,от 0.9 до 2.1 кВт,475 мм,475 мм,310 мм,5.6 кг,1,550x550x360 мм,0,,,3.7 кг,Бельгия,Китай,,потолочный,карбоновый,8 м2,220 В
https://cdn.entero.ru/mp@2x/88/c1/88c1d53cd9b64174c316ab51b374b233.jpg;https://cdn.entero.ru/mp@2x/9e/05/9e05c9e41681a30b1809b1850ad9d684.jpg;https://cdn.entero.ru/mp@2x/98/96/98969bf0ad6dd5947a54d380b3fb65d5.jpg;https://cdn.entero.ru/mp@2x/56/d0/56d0b1d1f39024babb118b9b6fa3878b.jpg;https://cdn.entero.ru/mp@2x/56/06/5606de4a2fe8c342d4d83a732f1e0f37.jpg;https://cdn.entero.ru/mp@2x/32/a3/32a308db5ecc21ee46fc5e306e537006.jpg;https://cdn.entero.ru/mp@2x/58/60/5860fc094a183d4494432235581d8659.jpg;https://cdn.entero.ru/mp@2x/4f/56/4f56149243db1f0755f7ac06b0347b52.jpg,Обогреватель инфракрасный напольный Hugett Gaea Aluminum,Обогреватель инфракрасный напольный Hugett Gaea Aluminum,28327,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274702,"<p>Напольный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274702""><b class=""b"">Hügett Gaea Aluminum</b></a> предназначен для обогрева и поддержания комфортного микроклимата в шатрах, беседках, на верандах и террасах. Модель оснащена датчиком движения, датчиком температуры и пультом дистанционного управления. Корпус выполнен из металла.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня регулировки мощности</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт нагревательного элемента с руками или посторонними предметами</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты: IP55</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Угол обогрева: 130°</li>
<li>Мощность обогрева: 0,8 / 1,7 / 2,5 кВт</li>
<li>Длина сетевого кабеля: 1,8 м</li>
<li>Габариты в упаковке: 1400х450х360 мм</li>
<li>Цвет: нержавеющая сталь</li>
</ul>",274702,от 0.8 до 2.5 кВт,415 мм,315 мм,1350 мм,16.8 кг,1,1400x450x360 мм,0,,30459,12.4 кг,Бельгия,Китай,,напольный,карбоновый,8 м2,220 В
https://cdn.entero.ru/mp@2x/18/9c/189c86b41f2f11fda64da91af392f80e.jpg,Газовый инфракрасный обогреватель Neoclima 08HW-BW,Газовый инфракрасный обогреватель Neoclima 08HW-BW,32490,RUB,Да,Neoclima,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/57511,"<p>Газовый инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57511""><b class=""b"">Neoclima 08HW-BW</b></a> используется в открытых помещениях, складах, автомастерских, цехах и прочих производственных зданиях. Прибор обогревает окружающие объекты, а не воздух, не требует больших затрат и работает на недорогом и доступном топливе. Модель оснащена прочным порядком контроля газа и аварийным отключением при падении, перегреве или отсутствии пламени. Для удобства перемещения есть специальные колесики.</p>

<p>В комплект поставки входит редуктор давления и шланг.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Топливо: пропан / бутан</li>
<li>Пьезорозжиг</li>
<li>Регулировка мощности</li>
<li>Защитный термостат</li>
<li>Датчик наклона / падения</li>
<li>Дополнительное освещение</li>
<li>Живое пламя до 1,5 м</li>
<li>Рассчитан на стандартный 27 л баллон</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Расход топлива: от 0,35 до 0,85 кг/ч</li>
<li>Мощность обогрева: от 5 до 13 кВт</li>
<li>Габариты: 495х495х2270 мм</li>
</ul>",57511,от 5 до 13 кВт,495 мм,495 мм,2270 мм,,,,0,,,,Греция,Россия,,напольный,,,газ
https://cdn.entero.ru/mp@2x/c5/3e/c53e23231aabf2047569c2cdb4e944e7.jpg;https://cdn.entero.ru/mp@2x/7f/7c/7f7c53e9bc5e9a7fcc88ed0cd0c7a618.jpg;https://cdn.entero.ru/mp@2x/37/9c/379c2e7edf28ce81a9d687b923d60843.jpg;https://cdn.entero.ru/mp@2x/50/9f/509f683fdeac694d6432f5e48f4330e9.jpg;https://cdn.entero.ru/mp@2x/5f/24/5f24c7c8bc2ec38505e8fe8ea603b261.jpg;https://cdn.entero.ru/mp@2x/42/eb/42eba197f80c7c1e0e194556bc99ae68.jpg;https://cdn.entero.ru/mp@2x/4a/36/4a36638ae7c1a335a5d0b59dae11b0a3.jpg;https://cdn.entero.ru/mp@2x/af/68/af685d6c44a5e3da834cfd528b455204.jpg;https://cdn.entero.ru/mp@2x/e7/cf/e7cf844fdad985153d3bb0425638f451.jpg;https://cdn.entero.ru/mp@2x/32/16/3216d331c35f09e8ab1f1f7a74e7f8ae.jpg;https://cdn.entero.ru/mp@2x/8a/40/8a40efbc7f71a19456bf8820f51e4078.jpg;https://cdn.entero.ru/mp@2x/80/da/80da293ca6a639988d08ec88f8f6a681.jpg,Обогреватель инфракрасный напольный Hugett Diana Pepel,Обогреватель инфракрасный напольный Hugett Diana Pepel,34575,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274711,"<p>Напольный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274711""><b class=""b"">Hügett Diana Pepel</b></a> предназначен для обогрева и поддержания комфортного микроклимата в шатрах, беседках, на верандах, террасах и на открытом воздухе. Модель оснащена датчиком движения, датчиком температуры и пультом дистанционного управления. Корпус выполнен из металла, окашенного молотковой эмалью.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня регулировки мощности</li>
<li>Неподвижная верхняя часть с LED-лампой</li>
<li>Датчик опрокидывания</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт нагревательного элемента с руками или посторонними предметами</li>
<li>Встроенные в основание колесики и ручка для перемещения прибора</li>
<li>Отсек для хранения кабеля</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты: IP55</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 4 м</li>
<li>Угол обогрева: 110°</li>
<li>Мощность обогрева: 1,5 / 3 кВт</li>
<li>Мощность LED-лампы: 12 Вт</li>
<li>Длина сетевого кабеля: 1,8 м</li>
<li>Габариты в упаковке: 1760х295х330 мм</li>
<li>Цвет: пепельный</li>
</ul>",274711,3 кВт,500 мм,500 мм,1690 мм,27.9 кг,1,1760x295x330 мм,0,,37177,22 кг,Бельгия,Китай,,напольный,карбоновый,15 м2,220 В
https://cdn.entero.ru/mp@2x/27/90/279036948bbfa9a44555f5d87e05c048.jpg;https://cdn.entero.ru/mp@2x/0d/87/0d8783859676ad6c2c6671e28f8afb20.jpg;https://cdn.entero.ru/mp@2x/27/85/278572029377e98b6ee11d33219c767e.jpg;https://cdn.entero.ru/mp@2x/06/ad/06ad428f9753973b9eaa2311beb82529.jpg;https://cdn.entero.ru/mp@2x/3e/ab/3eab26eb23c5b4c1b6010f636de699e2.jpg;https://cdn.entero.ru/mp@2x/f3/14/f314ecf0a63b320f44972f92d1b93922.jpg;https://cdn.entero.ru/mp@2x/3f/92/3f9271b23e888f55b7cff7029c9fb4ef.jpg;https://cdn.entero.ru/mp@2x/d8/50/d850d8c6a6e278494c7b09362d5f466a.jpg;https://cdn.entero.ru/mp@2x/d8/e9/d8e90e5174b50dc344274d0fa2298426.jpg;https://cdn.entero.ru/mp@2x/ba/7a/ba7aa6474e742f75bcc3db9d0080014f.jpg;https://cdn.entero.ru/mp@2x/c8/51/c85126cb8ac2a89dddaef38b74853b5e.jpg;https://cdn.entero.ru/mp@2x/66/13/661348a5485255ecd08cfd15c00fd871.jpg;https://cdn.entero.ru/mp@2x/1f/3b/1f3bc60a7700fdc783bd2f2ab0551c51.jpg;https://cdn.entero.ru/mp@2x/6f/e2/6fe21d291d3d09cb6f70c5bc3d34087f.jpg;https://cdn.entero.ru/mp@2x/b5/2a/b52ab6d520a97a601ebc9edb47cef1ac.jpg;https://cdn.entero.ru/mp@2x/01/fa/01fa7ac4f30a201255515269a63c275d.jpg,Обогреватель инфракрасный напольный Hugett Floor 1870,Обогреватель инфракрасный напольный Hugett Floor 1870,37277,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274755,"<p>Напольный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274755""><b class=""b"">Hügett Floor 1870</b></a> предназначен для обогрева и поддержания комфортного микроклимата в шатрах, беседках, на верандах и террасах. Модель оснащена подвижной верхней частью, позволяющей менять направление воздействие тепла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня регулировки мощности</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт галогенной лампы с руками или посторонними предметами</li>
<li>Защита от перепадов напряжения и перегрева</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты: IP44</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 4 м</li>
<li>Угол обогрева: 100°</li>
<li>Мощность обогрева: 0,9 / 1,2 / 2,1 кВт</li>
<li>Диаметр основания: 460 мм</li>
<li>Длина сетевого кабеля: 3 м</li>
<li>Габариты в упаковке: 890х665х245 мм</li>
<li>Цвет: черный</li>
</ul>",274755,от 0.9 до 2.1 кВт,475 мм,475 мм,2100 мм,,,,0,,39656,15.5 кг,Бельгия,Китай,,напольный,галогенный,10 м2,220 В
https://cdn.entero.ru/mp@2x/d6/78/d6781d03f77a4a6be682694a34385e28.jpg;https://cdn.entero.ru/mp@2x/c0/6b/c06b9b8e7324b8c56994561dd214567a.jpg;https://cdn.entero.ru/mp@2x/f5/ce/f5ceb0ea8b8c1db7622d19328a14c614.jpg;https://cdn.entero.ru/mp@2x/77/03/7703a734fc00e02689377a032c577df2.jpg;https://cdn.entero.ru/mp@2x/3c/0a/3c0a6cca4ad57a566ee1b7d706890829.jpg;https://cdn.entero.ru/mp@2x/bb/7a/bb7a3028079a33210a34b59ab030c993.jpg;https://cdn.entero.ru/mp@2x/4b/4d/4b4d261455b5bb8afa21c9564e284315.jpg;https://cdn.entero.ru/mp@2x/a3/04/a3048d10f448f97a6d8077b525a7289a.jpg;https://cdn.entero.ru/mp@2x/1f/e6/1fe6c24fad1b7ff7ba963b2682829c19.jpg;https://cdn.entero.ru/mp@2x/28/79/2879d6dcd8b3c4aa448e2ec4c17619c2.jpg;https://cdn.entero.ru/mp@2x/bc/96/bc96e14e5bad12abe13f708dc49d0772.jpg;https://cdn.entero.ru/mp@2x/2d/c4/2dc404b97e3717a35ccee17362bf5899.jpg,Обогреватель инфракрасный напольный Hugett Apollo Pepel,Обогреватель инфракрасный напольный Hugett Apollo Pepel,38390,RUB,Да,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274710,"<p>Напольный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/274710""><b class=""b"">Hügett Apollo Pepel</b></a> предназначен для обогрева и поддержания комфортного микроклимата в шатрах, беседках, на верандах, террасах и на открытом воздухе. Модель оснащена датчиком движения, датчиком температуры и пультом дистанционного управления. Корпус выполнен из металла, окашенного молотковой эмалью.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня регулировки мощности</li>
<li>Подвижная верхняя часть с LED-лампой</li>
<li>Датчик опрокидывания</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт нагревательного элемента с руками или посторонними предметами</li>
<li>Встроенные в основание колесики и ручка для перемещения прибора</li>
<li>Отсек для хранения кабеля</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты: IP55</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 4 м</li>
<li>Угол обогрева: 110°</li>
<li>Мощность обогрева: 1,5 / 3 кВт</li>
<li>Мощность LED-лампы: 12 Вт</li>
<li>Длина сетевого кабеля: 1,8 м</li>
<li>Габариты в упаковке: 1970х295х330 мм</li>
<li>Цвет: пепельный</li>
</ul>",274710,3 кВт,500 мм,500 мм,1900 мм,30.5 кг,1,1970x295x330 мм,0,,,24.4 кг,Бельгия,Китай,,напольный,карбоновый,15 м2,220 В
