Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Тип установки,Нагревательный элемент,Площадь обогрева,Подлкючение
https://cdn.entero.ru/mp@2x/58/49/5849f4d8babe27191f38227790505547.jpg,Обогреватель инфракрасный ZILON Гелиос IR-3.0EN3,серия Гелиос,9411,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/192783,"<p>Инфракрасный обогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192783"">ZILON Гелиос IR-3.0EN3</a> </b>предназначен для обогрева и поддержания комфортного микроклимата в жилых, офисных, складских или промышленных помещений, а также спортивных, развлекательных и оздоровительных комплексов. Модель оснащена трубчатыми электронагревателями, излучающими панелями и выводом кабеля с опресованными наконечниками для подключения к сети питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый и эффективный нагрев поверхностей с помощью инфракрасного излучения</li>
<li>Минимальное воздействие на воздушную среду помещения</li>
<li>Универсальный монтаж и компактные габариты для рационального использования полезного пространства помещения</li>
<li>Низкое энергопотребление</li>
<li>Бесшумная работа</li>
<li>Простота, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределение энергии:
<ul>
<li>Нагрев поверхностей излучением: 92%</li>
<li>Нагрев воздуха: 8%</li>
</ul>
</li>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP20</li>
<li>Рабочая температура поверхности излучающих панелей: 250 °С</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Максимальная сила тока: 13,1 А</li>
<li>Средний срок эксплуатации: 8 лет</li>
<li>Площадь обогрева при эксплуатации в качестве дополнительного источника тепла: 60 м²</li>
<li>Минимальный воздушный зазор при эксплуатации:
<ul>
<li>За прибором: 120 мм</li>
<li>Боковой: 200 мм</li>
<li>В зоне излучения (люди и животные): 2500 мм</li>
<li>В зоне излучения (мягкие поверхности): 1000 мм</li>
<li>В зоне излучения (гладкие поверхности): 2500 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 275x55x1820 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/192786"">Комнатный термостат </a></li>
<li>Поворотный кронштейн</li>
</ul>",192783,3 кВт,263 мм,40 мм,1796 мм,,,,0,https://entero.ru/manuals/225124/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81%20IR-3.0EN3.pdf;https://entero.ru/manuals/225125/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%84%D1%80%D0%B0%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%B1%D0%BE%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D0%B8%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81.pdf,,10.1 кг,,Россия,,"настенный, потолочный",трубчатый,30 м2,220 В
https://cdn.entero.ru/mp@2x/64/26/642662503bf4bd6e1a2128571c92d40a.jpg;https://cdn.entero.ru/mp@2x/30/30/30303b5260f807694ec72280757105d3.jpg;https://cdn.entero.ru/mp@2x/a7/bd/a7bd9c04ab8328b03450f570ab44b85f.jpg;https://cdn.entero.ru/mp@2x/fd/8e/fd8ea96b71e611233129c71b842822d8.jpg;https://cdn.entero.ru/mp@2x/9e/1a/9e1a76a8405c9db3b9e29454fa2f3b2d.jpg;https://cdn.entero.ru/mp@2x/13/96/139690e3ba023fbc234d05aa5576ca98.jpg;https://cdn.entero.ru/mp@2x/36/da/36da49fb2af6633579abab5eea6c1d9e.jpg,Обогреватель инфракрасный подвесной Hugett Riesling Black,Обогреватель инфракрасный подвесной Hugett Riesling Black,9999,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274614,"<p>Подвесной инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274614""><b class=""b"">Hügett Riesling Black</b></a> предназначен для обогрева и поддержания комфортного микроклимата в помещениях, шатрах, беседках, на верандах и террасах. Модель оснащена 2 LED-лампами и пультом дистанционного управления.</p>

<p>В комплект поставки входит набор крепежа для установки оборудования на стену.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитная металлическая решетка, предотвращающая случайный контакт нагревательного элемента с руками или посторонними предметами</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты от влаги и пыли: IP24</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Угол обогрева: 60°</li>
<li>Мощность LED-лампы: 2х 3,5 Вт</li>
<li>Длина сетевого кабеля: 1,8 м</li>
<li>Срок эксплуатации: не менее 10 лет</li>
<li>Габариты в упаковке: 1000х160х175 мм</li>
<li>Цвет: черный</li>
</ul>",274614,1.5 кВт,900 мм,90 мм,100 мм,,,,0,,,3.7 кг,Бельгия,Бельгия,,"потолочный, настенный",карбоновый,4 м2,220 В
https://cdn.entero.ru/mp@2x/64/2c/642cbd7240a70ed24302c1777146e707.jpg;https://cdn.entero.ru/mp@2x/82/a8/82a83784a7a725a9ad3bfe0a91160558.jpg,Газовый инфракрасный обогреватель Neoclima 09HW-A,Газовый инфракрасный обогреватель Neoclima 09HW-A,16690,RUB,Нет,Neoclima,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/57507,"<p>Газовый инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57507""><b class=""b"">Neoclima​ 09HW-A</b></a> используется в открытых помещениях, складах, автомастерских, цехах и прочих производственных зданиях. Прибор обогревает окружающие объекты, а не воздух, не требует больших затрат и работает на недорогом и доступном топливе. Модель оснащена прочным порядком контроля газа и аварийным отключением при падении, перегреве или отсутствии пламени. Для удобства перемещения есть специальные колесики.</p>

<p>В комплект поставки входит редуктор давления и шланг.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Топливо: пропан / бутан</li>
<li>Пьезорозжиг</li>
<li>Регулировка мощности</li>
<li>Защитный термостат</li>
<li>Корпус из анодированного металла</li>
<li>Разборный рефлектор (диаметр 813 мм) </li>
<li>Рассчитан на стандартный 27 л баллон​</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Расход топлива: от 0,4 до 0,87 кг/ч</li>
</ul>",57507,от 5 до 13 кВт,810 мм,810 мм,2210 мм,,,,0,,17946,15 кг,Греция,Россия,,напольный,,,газ
https://cdn.entero.ru/mp@2x/83/67/8367b16c15213a41a7e39d942a030e1d.jpg;https://cdn.entero.ru/mp@2x/50/ea/50ea2675a7b08c91fca9cd6bd325bc6e.jpg;https://cdn.entero.ru/mp@2x/43/6f/436fa0faf5c105ad3f9baa5f5206bff2.jpg;https://cdn.entero.ru/mp@2x/5c/1a/5c1a3310c23776cc1e36c850609bf647.jpg;https://cdn.entero.ru/mp@2x/2f/e1/2fe18b53f4e46c3c13e0e90becc48467.jpg;https://cdn.entero.ru/mp@2x/f1/88/f188f8fcd3887da1f53b04657a1d271e.jpg,Газовый инфракрасный обогреватель Neoclima 09HW-C,Газовый инфракрасный обогреватель Neoclima 09HW-C,16690,RUB,Нет,Neoclima,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/228830,"<p>Газовый инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228830""><b class=""b"">Neoclima​ 09HW-C</b></a> используется в открытых помещениях, складах, автомастерских, цехах и прочих производственных зданиях. Прибор обогревает окружающие объекты, а не воздух, не требует больших затрат и работает на недорогом и доступном топливе. Модель оснащена прочным порядком контроля газа и аварийным отключением при падении, перегреве или отсутствии пламени. Корпус выполнен из анодированного металла.</p>

<p>В комплект поставки входит редуктор давления и шланг.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Топливо: пропан / бутан</li>
<li>Пьезорозжиг</li>
<li>Регулировка мощности</li>
<li>Защитный термостат</li>
<li>Разборный рефлектор (диаметр 813 мм) </li>
<li>Рассчитан на стандартный 27 л баллон​</li>
<li>Специальные колесики для удобства перемещения </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход топлива: от 0,4 до 0,87 кг/ч</li>
<li>
<p>Цвет: бронза</p>
</li>
</ul>",228830,от 5 до 13 кВт,810 мм,810 мм,2210 мм,,,,0,,17755,15 кг,Греция,Россия,,напольный,,,газ
https://cdn.entero.ru/mp@2x/4a/82/4a823ff31d6021d634d16cdcfd772d80.jpg;https://cdn.entero.ru/mp@2x/25/04/25044c94490a592a47ea384827ee7bbc.jpg,Газовый инфракрасный обогреватель Neoclima 09HW-B,Газовый инфракрасный обогреватель Neoclima 09HW-B,18990,RUB,Нет,Neoclima,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/57505,"<p>Газовый инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/57505""><b class=""b"">Neoclima 09HW-B</b></a> используется в открытых помещениях, складах, автомастерских, цехах и прочих производственных зданиях. Прибор обогревает окружающие объекты, а не воздух, не требует больших затрат и работает на недорогом и доступном топливе. Модель оснащена прочным порядком контроля газа и аварийным отключением при падении, перегреве или отсутствии пламени. Для удобства перемещения есть специальные колесики.</p>

<p>В комплект поставки входит редуктор давления и шланг.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Топливо: пропан / бутан</li>
<li>Пьезорозжиг</li>
<li>Регулировка мощности</li>
<li>Защитный термостат</li>
<li>Корпус из нержавеющей стали</li>
<li>Разборный рефлектор (диаметр 813 мм) </li>
<li>Рассчитан на стандартный 27 л баллон</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Расход топлива: от 0,4 до 0,87 кг/ч</li>
</ul>",57505,от 5 до 13 кВт,810 мм,810 мм,2210 мм,,,,0,,,15 кг,Греция,Россия,,напольный,,,газ
https://cdn.entero.ru/mp@2x/2d/6c/2d6cf50c8b477b190a39b4fcba671bef.jpg;https://cdn.entero.ru/mp@2x/67/a5/67a548f330300a2b34f7dbf437f8c224.jpg;https://cdn.entero.ru/mp@2x/87/7b/877b98bd8edb696f69403b3149bba812.jpg;https://cdn.entero.ru/mp@2x/75/66/75660802a8d8329e3db183734f944fba.jpg;https://cdn.entero.ru/mp@2x/68/b1/68b1a4977e49567c48805884edeba63b.jpg;https://cdn.entero.ru/mp@2x/3d/54/3d54a97cb6876dd4dc4619be2a0c2d97.jpg;https://cdn.entero.ru/mp@2x/3b/77/3b77810684beed1662f59e0c50ad0fe6.jpg;https://cdn.entero.ru/mp@2x/ac/eb/aceba14cb3b70954e2e844ae25422e38.jpg;https://cdn.entero.ru/mp@2x/5b/86/5b86cfeea8d178aa1526a2f0a2bd6f5c.jpg;https://cdn.entero.ru/mp@2x/7d/3f/7d3f089805c8af69d6de86fca4d7bb3e.jpg;https://cdn.entero.ru/mp@2x/7e/db/7edbff65e35bace8271c4c0081eb233a.jpg;https://cdn.entero.ru/mp@2x/a6/17/a617590f455cab0242b00b7556b242a6.jpg,Обогреватель инфракрасный уличный Stalleh VärmGas Bronse,Обогреватель инфракрасный уличный Stalleh VärmGas Bronse,19036,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275399,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275399""><b class=""b"">Ställeh VärmGas Bronse</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, механическим пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной стали, покрытой порошковой краской, горелка - из хромированной стали.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Емкость для песка в основании для устойчивости и утяжеления прибора</li>
<li>Специальные лапки для жесткой фиксации к деревянному полу или в грунт </li>
<li>Съемные колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Габариты в упаковке: 450х450х900 мм</li>
<li>Цвет: бронзовый</li>
</ul>",275399,от 5 до 13 кВт,820 мм,820 мм,2250 мм,20 кг,1,450x450x900 мм,0,,,,Швеция,Китай,,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/aa/63/aa63c1871e824e53a3d41efd802c6308.jpg;https://cdn.entero.ru/mp@2x/35/c7/35c787da0da799733834761cd26f9631.jpg;https://cdn.entero.ru/mp@2x/f1/20/f1202a5a0c0805e73d0df5177a901535.jpg;https://cdn.entero.ru/mp@2x/26/50/265097c2b24b060ad03d8ff316abe166.jpg;https://cdn.entero.ru/mp@2x/f6/6b/f66be009f4f28877829955aeee207bd6.jpg;https://cdn.entero.ru/mp@2x/0a/00/0a00d5b46cf9be1b65ab55ba3864f807.jpg;https://cdn.entero.ru/mp@2x/c2/d2/c2d2e77468ea6270e0423f6569e35310.jpg;https://cdn.entero.ru/mp@2x/b2/85/b285cce8dac29bedbe81c9ef733c5f3d.jpg;https://cdn.entero.ru/mp@2x/09/e8/09e8fc0d78b212ae9c04e76780547987.jpg;https://cdn.entero.ru/mp@2x/10/04/1004306c5b681b78b3b8ab78c7ec0332.jpg;https://cdn.entero.ru/mp@2x/2f/fc/2ffc115ee2aab7185b4ebe655629cf7b.jpg;https://cdn.entero.ru/mp@2x/70/d8/70d8bab1edcf30fac04b734ff0b760aa.jpg;https://cdn.entero.ru/mp@2x/74/c6/74c6db7f3a4f7a70264f79d2db9e03cb.jpg;https://cdn.entero.ru/mp@2x/20/71/20713574db421c45ec5fbd07dd686908.jpg;https://cdn.entero.ru/mp@2x/87/6e/876e188875afde83fbe7a24cb3b5dce4.jpg,Обогреватель инфракрасный уличный Stalleh VärmGas Black,Обогреватель инфракрасный уличный Stalleh VärmGas Black,20065,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275426,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275426""><b class=""b"">Ställeh VärmGas Black</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, механическим пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из металла, покрытого эмалью, горелка - из хромированной стали.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Емкость для песка в основании для устойчивости и утяжеления прибора</li>
<li>Специальные лапки для жесткой фиксации к деревянному полу или в грунт </li>
<li>Съемные колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Габариты в упаковке: 450х450х900 мм</li>
<li>Цвет: черный</li>
</ul>",275426,от 5 до 13 кВт,820 мм,820 мм,2250 мм,,,,0,,21810,,Швеция,Китай,,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/b7/0e/b70e84582edcd53fd8bce7ec8e6cc1b4.jpg;https://cdn.entero.ru/mp@2x/fc/ed/fced7e7218b007d76ffb832150215d1a.jpg;https://cdn.entero.ru/mp@2x/5d/35/5d3555ed480ec96c0f9b81df4a5b7443.jpg;https://cdn.entero.ru/mp@2x/f1/a1/f1a14b5d1ea8133a07c2fa38e9f6ee86.jpg;https://cdn.entero.ru/mp@2x/08/87/0887d3c084ab96a3cd93f650f12e9165.jpg;https://cdn.entero.ru/mp@2x/9d/cf/9dcf7600f073a119e896ab2c223206f2.jpg;https://cdn.entero.ru/mp@2x/6d/1a/6d1a952eac40803b45d3eb8b2071c932.jpg;https://cdn.entero.ru/mp@2x/02/95/02953cac034a24a2c133b74691422ed6.jpg;https://cdn.entero.ru/mp@2x/71/0c/710caa8be8f6993e6cddc5fb198906ad.jpg;https://cdn.entero.ru/mp@2x/39/18/3918362ead8fe67caa4fe3d91869dda6.jpg;https://cdn.entero.ru/mp@2x/86/70/8670d1eb81cb1873d37bdbb7ed6a8441.jpg;https://cdn.entero.ru/mp@2x/2d/06/2d06cb9a1955bc543404112ad3b6e1bd.jpg;https://cdn.entero.ru/mp@2x/9a/08/9a087359b012bc81e19b65ea60d7e119.jpg;https://cdn.entero.ru/mp@2x/07/6f/076f4bbfcca44c66bc2fb6011a0ebabd.jpg;https://cdn.entero.ru/mp@2x/74/27/7427638ee70a0409b0b39f18c11be117.jpg;https://cdn.entero.ru/mp@2x/e8/5a/e85adf2f86637b40bc5386d6706298be.jpg;https://cdn.entero.ru/mp@2x/d1/fe/d1fe3f01875763ff0e9827880ecb69c2.jpg,Обогреватель инфракрасный подвесной Hugett Taket 2068 SQ,Обогреватель инфракрасный подвесной Hugett Taket 2068 SQ,21132,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274661,"<p>Подвесной инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274661""><b class=""b"">Hügett Taket 2068 SQ</b></a> предназначен для обогрева и поддержания комфортного микроклимата в помещениях, шатрах, беседках, на верандах и террасах. Модель оснащена LED-лампой, металлическим карабином для подвешивания и пультом дистанционного управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитная металлическая решетка, предотвращающая случайный контакт галогенной лампы с руками или посторонними предметами</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты от влаги и пыли: IP24</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Угол обогрева: 100°</li>
<li>Мощность LED-лампы: 3 Вт</li>
<li>Срок службы галогенной лампы: 5000 ч</li>
<li>Длина сетевого кабеля: 3 м</li>
<li>Габариты в упаковке: 502х145х510 мм</li>
<li>Цвет: черный</li>
</ul>",274661,2 кВт,450 мм,450 мм,100 мм,4.6 кг,1,502x145x510 мм,0,,22970,3.7 кг,Бельгия,Китай,,потолочный,галогенный,8 м2,220 В
https://cdn.entero.ru/mp@2x/4f/49/4f49fc587a94cc5692fa48e1f5f1d00d.jpg;https://cdn.entero.ru/mp@2x/a3/63/a3635bf99413035bb1bdbdaf7bc8ef0e.jpg;https://cdn.entero.ru/mp@2x/4f/39/4f395fc7196f2e6e3dc0381b1367c959.jpg;https://cdn.entero.ru/mp@2x/10/a7/10a734534bfd72d4a5694eee489414d0.jpg;https://cdn.entero.ru/mp@2x/75/aa/75aa209956753d046ab2fb5791390a62.jpg;https://cdn.entero.ru/mp@2x/ba/4f/ba4f038d0983eac0b75924346effc096.jpg;https://cdn.entero.ru/mp@2x/f2/4d/f24d10ae0cde44fdfb6904db3aead499.jpg;https://cdn.entero.ru/mp@2x/f7/c1/f7c11769cb99d9e0eeea465b6d813ce7.jpg;https://cdn.entero.ru/mp@2x/ce/ff/ceffd8452303fbafc83690715e12c25b.jpg,Обогреватель инфракрасный подвесной Hugett Taket Black,2125/B,25527,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274611,"<p>Подвесной инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274611""><b class=""b"">Hügett Taket Black</b></a> предназначен для обогрева и поддержания комфортного микроклимата в помещениях, шатрах, беседках, на верандах и террасах. Модель оснащена LED-лампой, цепочкой для подвешивания и пультом дистанционного управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня регулировки мощности</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт галогенной лампы с руками или посторонними предметами</li>
<li>Металлический отражатель над нагревательным элементом для равномерного рассеивания инфракрасного излучения</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты от влаги и пыли: IP24</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Угол обогрева: 100°</li>
<li>Максимальная высота подвешивания: 3 м</li>
<li>Мощность обогрева: 0,9 / 1,2 / 2,1 кВт</li>
<li>Мощность LED-лампы: 3 Вт</li>
<li>Длина сетевого кабеля: 3 м</li>
<li>Габариты в упаковке: 755х755х426 мм</li>
<li>Цвет: черный</li>
</ul>",274611,от 0.9 до 2.1 кВт,740 мм,740 мм,320 мм,5 кг,1,755x755x426 мм,0,,,4 кг,Бельгия,Китай,,потолочный,галогенный,8 м2,220 В
https://cdn.entero.ru/mp@2x/0f/ae/0faed59e369d52a36dd005994c24a981.jpg;https://cdn.entero.ru/mp@2x/2a/51/2a519911d1af5a97f4cec4b18aa49163.jpg;https://cdn.entero.ru/mp@2x/dd/07/dd07e969dc150f9080bb3eefa7d03289.jpg;https://cdn.entero.ru/mp@2x/0d/7b/0d7ba961ed012c0777d3349227bd4aef.jpg;https://cdn.entero.ru/mp@2x/a9/92/a992de4dbb079ee19327e1f629a945e2.jpg;https://cdn.entero.ru/mp@2x/63/73/6373c4881ddb926490f51bb9ffab06e6.jpg;https://cdn.entero.ru/mp@2x/55/52/5552e13c15f994d037ea18a589eec424.jpg;https://cdn.entero.ru/mp@2x/76/55/76554e18e01170a93e850af7e6956557.jpg;https://cdn.entero.ru/mp@2x/0e/8a/0e8a80e0c03d6b32526fcaec87233eab.jpg;https://cdn.entero.ru/mp@2x/fb/58/fb58de4b7fd7fd32541202b68a6119ca.jpg;https://cdn.entero.ru/mp@2x/48/9b/489ba46cd1507ab068039885b3b9f2e9.jpg,Обогреватель инфракрасный напольный Hugett Floor 1868 SQ,Обогреватель инфракрасный напольный Hugett Floor 1868 SQ,25829,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274753,"<p>Напольный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274753""><b class=""b"">Hügett Floor 1868 SQ</b></a> предназначен для обогрева и поддержания комфортного микроклимата в шатрах, беседках, на верандах и террасах. Модель оснащена квадратным абажуром-рефлектором и пультом дистанционного управления. Абажур выполнен из алюминия, покрытого порошковой краской.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня регулировки мощности</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт галогенной лампы с руками или посторонними предметами</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты: IP44</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 4 м</li>
<li>Угол обогрева: 100°</li>
<li>Мощность обогрева: 0,8 / 1,2 / 2 кВт</li>
<li>Диаметр основания: 460 мм</li>
<li>Длина сетевого кабеля: 3 м</li>
<li>Габариты в упаковке: 612х512х325 мм</li>
<li>Цвет: черный</li>
</ul>",274753,от 0.8 до 2 кВт,450 мм,450 мм,1950 мм,15.9 кг,1,612x612x325 мм,0,,27188,14.1 кг,Бельгия,Китай,,напольный,галогенный,8 м2,220 В
