Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Площадь помещения,Хладагент,Пульт дистанционного управления,Мощность охлаждения,Потребляемая мощность при охлаждении,Режим обогрева,Мощность обогрева,Потребляемая мощность при обогреве,Режим вентиляции,Расход воздуха,Макс. уровень шума (внутр. блок),Ширина (внутр. блок),Глубина (внутр. блок),Высота (внутр. блок),Вес (внутр. блок),Макс. уровень шума (внеш. блок),Ширина (внеш. блок),Глубина (внеш. блок),Высота (внеш. блок),Вес (внеш. блок),Инвертор
https://cdn.entero.ru/mp@2x/89/5f/895f13f841227346f58e5b50060cd3d3.jpg;https://cdn.entero.ru/mp@2x/a8/85/a885bd9be391d085653ec6399729b88a.jpg;https://cdn.entero.ru/mp@2x/ce/28/ce28e6ca743f6eb39b0f8a4566ae639b.jpg;https://cdn.entero.ru/mp@2x/1c/ee/1ceed3f9a4728578a668e41ebbad3af8.jpg,Напольно-потолочная сплит-система Rovex RCF-48HR3/CCU-48HR3,Напольно-потолочная сплит-система Rovex RCF-48HR3/CCU-48HR3,120000,RUB,Да,Rovex,Климатическая техника,"Кондиционеры, сплит-системы",Напольно-потолочные,https://entero.ru/item/273428,"<p>Напольно-потолочная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/273428"">Rovex RCF-48HR3/CCU-48HR3</a></b> предназначена для создания комфортных климатических условий в торговых центрах, офисном и других больших помещениях со сложной архитектурой. Модель оснащена 24-часовым таймером. Система сочетает в себе высокую надежность, привлекательный дизайн и низкую стоимость.</p>

<p><b>Особенности:</b></p>

<ul>
<li>​Компрессор GREE</li>
<li>Авторестарт</li>
<li>Режимы:
<ul>
<li>Охлаждение</li>
<li>Обогрев</li>
<li>Турбо</li>
</ul>
</li>
<li>Озонобезопасный фреон: R410а</li>
<li>Класс энергоэффективности:
<ul>
<li>Охлаждение: А</li>
<li>Обогрев: A</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапозон наружных температур:
<ul>
<li>Режим охлаждения: от -5 до 49 °C</li>
<li>Режим обогрева: от -15 до 24 °C</li>
</ul>
</li>
<li>Диапазон внутренний температур: 
<ul>
<li>Режим охлаждения: от 16 °C</li>
<li>Режим обогрева: до 31 °C</li>
</ul>
</li>
<li>Коэффициент энергоэффективности:
<ul>
<li>EER: 3,2</li>
<li>COP: 3,6</li>
</ul>
</li>
<li>Рабочий ток:
<ul>
<li>Охлаждение: 9,1 А</li>
<li>Обогрев: 9 А</li>
</ul>
</li>
<li>Уровень шума внутреннего блока: 40 / 46 / 51 Дб</li>
<li>Масса хладагента: 3 кг</li>
<li>Максимальная длина трассы / перепад высот: 50 / 30 м</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 9,52 мм</li>
<li>Газ: 19,05 мм </li>
</ul>
</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 1680х325x770 мм</li>
<li>Внешний блок: 1080х430х1440 мм</li>
</ul>
</li>
<li>Вес в упаковке: 
<ul>
<li>Внутренний блок: 50,5 кг</li>
<li>Внешний блок: 96 кг</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Wi-Fi модуль</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",273428,220 В,,,,,Китай,,,0,https://entero.ru/manuals/337362/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rovex%20RCF-48HR3_CCU-48HR3.pdf;https://entero.ru/manuals/337363/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20Rovex%20RCF-48HR3_CCU-48HR3.pdf;https://entero.ru/manuals/337364/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20Rovex%20RCF-48HR3_CCU-48HR3.pdf,129032,144 м2,R410A,,14.07 кВт,4.4 кВт,Да,15.24 кВт,4.2 кВт,,2000/1800/1250-5800 м3/ч,от 40 до 51 дБ,1600 мм,235 мм,690 мм,44 кг,58 дБ,940 мм,370 мм,1325 мм,87 кг,
https://cdn.entero.ru/mp@2x/04/fd/04fd18bcf3afae17f0786236edaebacd.jpg;https://cdn.entero.ru/mp@2x/65/b2/65b2ffdd3e40c18a453f18b92603adc7.jpg;https://cdn.entero.ru/mp@2x/1e/cf/1ecfb3aedf270863a3ff37d7a6049368.jpg,Напольно-потолочная сплит-система Loriot LAC-48TCF,Напольно-потолочная сплит-система Loriot LAC-48TCF,148070,RUB,Да,Loriot,Климатическая техника,"Кондиционеры, сплит-системы",Напольно-потолочные,https://entero.ru/item/108721,"<p>Напольно-потолочная сплит-система <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108721""><b class=""b"">Loriot LAC-48TCF </b></a>предназначена для создания комфортных климатических условий в торговых центрах, офисных и других больших помещениях со сложной архитектурой. Система сочетает в себе высокую надежность, привлекательный дизайн и низкую стоимость. Модель оснащена системой самодиагностики, обеспечивающей контроль аварийных операций или неисправностей. Корпус внешнего блока имеет антикоррозийное покрытие.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический режим ""Feel""</li>
<li>Экономичный режим</li>
<li>Режим осушения</li>
<li>Турбо-режим</li>
<li>Объемное воздухораспределение</li>
<li>24-х часовой таймер</li>
<li>Функция самоочистки</li>
<li>Авторестарт</li>
<li>Автоматическая система разморозки</li>
<li>Технология скрытого дисплея - индикация отображается только во время работы кондиционера</li>
<li>Внутрирельефная система медных труб с повышенным коэффициентом теплообмена</li>
<li>Стабилизатор напряжения</li>
<li>Быстрый доступ ко всем узлам конструкции</li>
<li>Класс энергоэффективности: В</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочий ток: 9,3 А</li>
<li>Размеры труб (жидкостная / газовая): 3/8"" / 3/4""</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",108721,380 В,,,,,Россия,,,0,https://entero.ru/manuals/110713/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/315903/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Loriot%20LAC-48TCF.pdf,160946,,R410A,Да,14 кВт,4.636 кВт,Да,14.65 кВт,5.079 кВт,,,46 дБ,1635 мм,235 мм,675 мм,38 кг,,1250 мм,340 мм,950 мм,99 кг,
https://cdn.entero.ru/mp@2x/3c/84/3c8408fce28e7b7da87f30092cda6b2e.jpg;https://cdn.entero.ru/mp@2x/62/35/623574081442f74afdc9827354c960e3.jpg,Напольно-потолочная сплит-система Electrolux Unitary Pro 4 EACU-18H/UP4-DC/N8,Напольно-потолочная сплит-система Electrolux Unitary Pro 4 EACU-18H/UP4-DC/N8,136800,RUB,Да,,Климатическая техника,"Кондиционеры, сплит-системы",Напольно-потолочные,https://entero.ru/item/371625,"<p>Напольно-потолочная сплит-система <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371625""><b class=""b"">Electrolux Unitary Pro 4 EACU-18H/UP4-DC/N8</b></a> предназначена для создания комфортных климатических условий в торговых залах, бизнес-центрах, промышленных помещениях. Модель оснащена фильтрами грубой и тонкой очистки.</p>

<p><b><span style=""font-size: 12px;"">Особенности:</span></b></p>

<ul>
<li>Режимы работы: охлаждение + обогрев + приточная вентиляция</li>
<li>Инверторная технология</li>
<li>Ночной режим</li>
<li>Режим самоочистки внутреннего блока</li>
<li>Авторестарт</li>
<li>Авто-режим</li>
<li>Подмес воздуха с улицы</li>
<li>Система самодиагностики неисправности</li>
<li>Регулировка жалюзи с пульта</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная потребляемая мощность: 1,55 кВ</li>
<li>Максимальная длина трассы: 12 м</li>
<li>Диаметр жидкостной трубы: 6,35</li>
<li>Диаметр газовой трубы: 12</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",371625,220 В,745 мм,300 мм,555 мм,30.5 кг,Китай,,,0,,,50 м2,R32,Да,5.3 кВт,1.56 кВт,Да,5.6 кВт,1.44 кВт,,900 м3/ч,41 дБ,870 мм,235 мм,665 мм,25 кг,53 дБ,745 мм,300 мм,555 мм,30.5 кг,Да
https://cdn.entero.ru/mp@2x/48/c9/48c98eb29797c1f3fec99b1a7c35e205.jpg;https://cdn.entero.ru/mp@2x/7b/30/7b30e7e9a0c7164c56fa18fd6f62e4ed.jpg;https://cdn.entero.ru/mp@2x/6e/df/6edf40e4a6cad03206ed2c7c177054fd.jpg;https://cdn.entero.ru/mp@2x/12/e7/12e7ac924a098f7f14959a331e16bb89.jpg,Напольно-потолочная сплит-система ROYAL Clima ES-F 48HRX/ES-E 48HX,ESPERTO 2022 ES-F 48HRX / ES-E 48HX,142290,RUB,Да,ROYAL Clima,Климатическая техника,"Кондиционеры, сплит-системы",Напольно-потолочные,https://entero.ru/item/224920,"<p>Напольно-потолочная сплит-система <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224920""><b class=""b"">ROYAL Clima ES-F 48HRX/ES-E 48HX </b></a>используется в жилых и офисных помещениях для создания максимально комфортных условий микроклимата. Модель оснащена противопылевым фильтром, информативным LED-дисплеем и ИК-пультом управления с возможностью отображения температуры. Теплообменники выполнены с антикоррозийным покрытием Golden Fin.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор Panasonic</li>
<li>Зимний комплект</li>
<li>Низкий уровень шума</li>
<li>Японские технологии</li>
<li>Автоматическое управление вертикальными и горизонтальными жалюзи при помощи технологии 3D AUTO AIR</li>
<li>Функция защиты от простуды в режиме охлаждения/нагрева</li>
<li>Увеличенная длина трассы</li>
<li>Универсальный наружный блок для всех серий</li>
<li>Авторестарт</li>
<li>Озонобезопасный хладагент R410A</li>
<li>Класс энергоэффективности: D/C</li>
<li>Степень защиты (внутренний / внешний): IPX4 / IPX4</li>
<li>Класс электрозащиты (внутренний блок / наружный блок): I класс / I класс​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Коэффициэнт энергоэффективности EER: 2,71</li>
<li>Коэффициэнт энергоэффективности COP: 3,22</li>
<li>Электропитание:
<ul>
<li>Внутренний блок: от 220 до 240 В</li>
<li>Внешний блок: от 380 до 415 В</li>
</ul>
</li>
<li>Номинальный ток:
<ul>
<li>Охлаждение: 8,85 А</li>
<li>Обогрев: 8,47 А</li>
</ul>
</li>
<li>Пусковой ток: 66 А</li>
<li>Максимальный потребляемый ток: 11 А</li>
<li>Максимальная потребляемая мощность: 6,3 кВт</li>
<li>Рабочие температурные границы наружного воздуха:
<ul>
<li>Охлаждение: от -25 до 43 °С</li>
<li>Нагрев: от -7 до 24 °С</li>
</ul>
</li>
<li>Расход воздуха внутреннего блока: 2000 / 2150 / 2350 м<sup>3</sup>​/ч</li>
<li>Уровень шума:
<ul>
<li>Внутренний блок: 48 / 51 / 54 дБ(А)</li>
<li>Внешний блок: 63 дБ(А)</li>
</ul>
</li>
<li>Заправка хладагента:
<ul>
<li>Заводская: 3,3 кг</li>
<li>Дополнительная заправка хладагента: 30 г/см</li>
</ul>
</li>
<li>Диаметр труб:
<ul>
<li>Газ: 3/4""</li>
<li>Жидкость: 3/8""</li>
<li>Дренаж: 25 мм</li>
</ul>
</li>
<li>Длина труб:
<ul>
<li>Максимальная : 50 м</li>
<li>Минимальная: 4 м</li>
<li>Номинальная: 5 м</li>
</ul>
</li>
<li>Максимальный перепад высот: 30 м</li>
<li>Кабель межблочный: 6x1,5 мм<sup>2</sup></li>
<li>Силовой кабель: 5x4 мм<sup>2</sup></li>
<li>Автомат защиты: 25 А</li>
<li>Сторона подключения электропитания: наружный блок</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 1725x755x313 мм</li>
<li>Внешний блок: 1032x443x1307 мм</li>
</ul>
</li>
<li>Вес с упаковкой:
<ul>
<li>Внутренний блок: 45 кг</li>
<li>Внешний блок: 109,3 кг</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Проводной пункт управления RCW-100</li>
<li>Зимний комплект (работа на охлаждении до -40 °С)</li>
<li>Нагреватель картера (работа на охлаждение до -25 °С)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224920,220 В,,,,,Италия,,,0,https://entero.ru/manuals/271776/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROYAL%20Clima%20ES-F%2048HRX_ES-E%2048HX.pdf;https://entero.ru/manuals/271777/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20ROYAL%20Clima.pdf,,,R410A,Да,14.07 кВт,5.192 кВт,Да,16.12 кВт,5.006 кВт,,2350 м3/ч,54 дБ,1650 мм,235 мм,675 мм,39 кг,63 дБ,900 мм,350 мм,1170 мм,98.6 кг,
https://cdn.entero.ru/mp@2x/2d/c6/2dc6700f479edc7a1927e41c5a8b199a.jpg;https://cdn.entero.ru/mp@2x/ca/a2/caa2da93cd73e06f02872dbf99075934.jpg;https://cdn.entero.ru/mp@2x/2c/a2/2ca28877490e671796a27e26d3e88950.jpg;https://cdn.entero.ru/mp@2x/7a/ac/7aacfe5a865dece83f6b3ed319566c99.jpg,Напольно-потолочная сплит-система ROYAL Clima CO-F 48HNXA/CO-E 48HNXA,Competenza 2023 CO-F 48HNXA / CO-E 48HNXA,142990,RUB,Да,ROYAL Clima,Климатическая техника,"Кондиционеры, сплит-системы",Напольно-потолочные,https://entero.ru/item/254354,"<p>Напольно-потолочная сплит-система <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254354""><b class=""b"">ROYAL Clima CO-F 48HNXA/CO-E 48HNXA </b></a>используется в больших административных и промышленных помещениях для создания максимально комфортных климатических условий. Модель оснащена фильтром, информативным LED-дисплеем и инфракрасным пультом управления. Теплообменники имеют антикоррозийное покрытие Blue fin. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор GMCC</li>
<li>Японские технологии</li>
<li>Равномерное распределение воздуха по всему помещению</li>
<li>Автоматическое управление вертикальными и горизонтальными жалюзи</li>
<li>Зимний комплект в стандартной комплектации (до -15 °С) </li>
<li>Функция авторестарт</li>
<li>Низкий уровень шума внутреннего блока</li>
<li>Увеличенная длина трассы</li>
<li>Озонобезопасный хладагент R410A</li>
<li>​Степень защиты (внутренний блок / внешний блок): IPX0 / IPX4</li>
<li>Класс электрозащиты (внутренний блок / наружный блок): I класс / I класс</li>
<li>Класс энергоэффективности: В / В</li>
<li>Универсальный внешний блок для всех серий</li>
<li>Стильный эргономичный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Коэффициэнт энергоэффективности:
<ul>
<li>EER: 3,01</li>
<li>COP: 3,45 </li>
</ul>
</li>
<li>Электропитание:
<ul>
<li>Внутренний блок: от 220 до 240 В</li>
<li>Внешний блок: от 380 до 415 В</li>
</ul>
</li>
<li>Номинальный ток:
<ul>
<li>Охлаждение: 8,1 А</li>
<li>Обогрев: 8,0 А​</li>
</ul>
</li>
<li>Максимальная потребляемая мощность: 6,8 кВт</li>
<li>Максимальный потребляемый ток: 12 А</li>
<li>Пусковой ток: 50 А</li>
<li>Рабочие температурные границы наружного воздуха:
<ul>
<li>Охлаждение: от -15 до 49 °С</li>
<li>Нагрев: от -15 до 24 °С</li>
</ul>
</li>
<li>Расход воздуха внутреннего блока: 1350 / 1900 / 2150 м<sup>3</sup>​/ч</li>
<li>Уровень шума:
<ul>
<li>Внутренний блок: 42 / 46 / 51 дБ(А)</li>
<li>Внешний блок: 58 дБ(А)</li>
</ul>
</li>
<li>Заправка хладагента:
<ul>
<li>Заводская: 2,7 кг</li>
<li>Дозаправка (свыше номинальной длины труб): 50 г/см</li>
</ul>
</li>
<li>Диаметр труб:
<ul>
<li>Газ: 19,05 мм (3/4"")</li>
<li>Жидкость: 9,53 мм (3/8"") </li>
<li>Дренаж: 30 мм</li>
</ul>
</li>
<li>Длина труб:
<ul>
<li>Максимальная: 50 м</li>
<li>Минимальная: 4 м</li>
<li>Номинальная: 5 м</li>
</ul>
</li>
<li>Максимальный перепад высот: 30 м</li>
<li>Кабель межблочный: 5x1,5 мм<sup>2</sup></li>
<li>Силовой кабель: 5x4 мм<sup>2</sup></li>
<li>Автомат защиты: 20 А</li>
<li>Сторона подключения электропитания: наружный блок</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Установка зимнего комплекта (до -40 °С в режиме охлаждения) </li>
<li>Подключение проводного пульта управления XK-05 </li>
<li>Подключение WI-FI ​</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",254354,220 В,,,,50 кг,Италия,2,1680x325x770 мм,0,https://entero.ru/manuals/311671/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROYAL%20Clima%20CO-F%2048HNXA_CO-E%2048HNXA.pdf;https://entero.ru/manuals/311672/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20ROYAL%20Clima.pdf,,,R410A,Да,14.07 кВт,4.68 кВт,Да,15.24 кВт,4.42 кВт,,2150 м3/ч,51 дБ,1600 мм,235 мм,690 мм,44 кг,58 дБ,940 мм,340 мм,1320 мм,85 кг,
https://cdn.entero.ru/mp@2x/13/39/133993569d403e80518693f9165a4972.jpg;https://cdn.entero.ru/mp@2x/fe/4b/fe4bc02add8158d09e076fc70c2eb163.jpg;https://cdn.entero.ru/mp@2x/a5/37/a537c1c358f321a5bf1694db9c7614d8.jpg,Напольно-потолочная сплит-система Lessar LS-HE24TWA2/LU-HE24UWA2 инверторная,Напольно-потолочная сплит-система Lessar LS-HE24TWA2/LU-HE24UWA2 инверторная,152000,RUB,Да,Lessar,Климатическая техника,"Кондиционеры, сплит-системы",Напольно-потолочные,https://entero.ru/item/220969,"<p>Инверторная напольно-потолочная сплит-система <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220969""><b class=""b"">Lessar LS-HE24TWA2/LU-HE24UWA2 </b></a>используется для создания максимально кофмортных условий микроклимата в жилых и офисных помещениях. Модель состоит из наружного блока LU-HE24UWA2 и внутреннего блока LS-HE24TWA2. Наружный блок оснащен защитной вентиляционной решеткой и крышкой для вентилей, лицевая панель внутреннего блока – управляемыми подвижными жалюзи, воздухозаборной решеткой, индикационным блоком со светодиодными лампами и дисплеем, пульт – информативным жидкокристаллическим дисплеем и кнопочной клавиатурой с откидной защитной крышкой. Облицовка блоков выполнена из листового металла, наружный блок имеет высококачественное антикоррозийное покрытие, корпус пульта – из ударопрочного белого пластика.</p>

<p>В комплект поставки входит проводной пульт управления LZ-UPW4F и набор монтажных соединений.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Основные режимы:
<ul>
<li>Автоматический (AUTO)</li>
<li>Обогрев (HEAT)</li>
<li>Охлаждение (COOL)</li>
<li>Вентиляция (FAN) с 3 степенями интенсивности или автоматическим режимом соответственно ранее заданным параметрам</li>
<li>Осушение (DRY) для испарения водного конденсата и предотвращения возникновения плесени</li>
</ul>
</li>
<li>Дополнительные функции:
<ul>
<li>FOLLOW ME для поддержания заданных параметров в зоне нахождения пульта с помощью сигналов встроенных датчиков </li>
<li>EСОNOMICAL (ночной режим) для энергосбережения при оптимальных климатических параметрах: 2 ч работы при заданной температуре с последующим ее изменением на 1 °С каждые 2 ч и автоматическим отключением через 7 ч с момента запуска</li>
<li>SWING для изменения направления воздушного потока путем запуска автоматической работы жалюзи и остановки при достижении нужного угла наклона</li>
<li>Таймер для автоматического включения и отключения через заданный временной интервал </li>
<li>Блокировка кнопок для защиты от случайного нажатия</li>
<li>RESET для сброса настроек с помощью иглы или аналогичного тонкого предмета</li>
</ul>
</li>
<li>Простое управление с помощью удобного меню</li>
<li>Индикация режимов и основных параметров </li>
<li>Высокоэффективный компрессор роторного типа (Twin Rotary) GMCC</li>
<li>Теплый пуск</li>
<li>Автоматическое возобновление работы с заданными параметрами после сбоя питания</li>
<li>Система защиты от замерзания наружного блока</li>
<li>Самодиагностика с отображением кодов неисправностей на дисплее</li>
<li>Настенный монтаж внутреннего блока </li>
<li>Настенный монтаж проводного пульта</li>
<li>Класс энергоэффективности:
<ul>
<li>EER (коэффициент энергоэффективности системы в режиме охлаждения): 3,4 A</li>
<li>COP (коэффициент производительности системы в режиме нагрева): 3.72 A</li>
<li>SEER (сезонный коэффициент энергоэффективности системы в режиме охлаждения): 6,1 A++</li>
<li>SCOP (сезонный коэффициент производительности системы в режиме нагрева): 4 A+</li>
</ul>
</li>
<li>Экологически безопасный хладагент</li>
<li>Низкий уровень шума</li>
<li>Надежность, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный лаконичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон допустимой температуры наружного воздуха:
<ul>
<li>Обогрев: от -15 до 30 °С</li>
<li>Охлаждение: от -15 до 50 °С</li>
<li>Осушение: от 0 до 50 °С</li>
</ul>
</li>
<li>Диапазон регулировки температуры в помещении: от 17 до 30 °С</li>
<li>Шаг регулировки температуры: 1 °С</li>
<li>Значение температуры по умолчанию (при сбросе настроек): 24 °С</li>
<li>Диапазон регулировки длительности: от 1 мин. до 24 ч
<ul>
<li>Шаг регулировки длительности:<br>
​От 1 мин. до 10 ч: 30 мин.</li>
<li>От 10 до 24 ч: 1 ч</li>
</ul>
</li>
<li>Номинальная сила тока: 10 / 9,78 А</li>
<li>Сила тока автоматического выключателя: 40 А</li>
<li>Уровень звукового давления внутреннего блока относительно интенсивности воздушного потока: 
<ul>
<li>Высокая: 50 дБ</li>
<li>Средняя: 46 дБ</li>
<li>Низкая: 41 дБ</li>
</ul>
</li>
<li>Сечение кабелей:
<ul>
<li>Сетевой: 3х2,5 мм²</li>
<li>Межблочный: 4х1 мм²</li>
</ul>
</li>
<li>Диаметр соединений:
<ul>
<li>Жидкостная линия: 3/8"" (9,52 мм)</li>
<li>Газовая линия: 5/8"" (15,9 мм)</li>
<li>Дренажный патрубок: 25 мм</li>
</ul>
</li>
<li>Вес в упаковке:
<ul>
<li>Внутренний блок: 33,1 кг</li>
<li>Наружный блок: 48,3 кг</li>
</ul>
</li>
<li>Максимальный перепад высот: 25000 мм</li>
<li>Максимальная длина трубопровода: 50000 мм</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 1145x318x755 мм</li>
<li>Наружный блок: 995x740x398 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Адаптация низкотемпературным комплектом</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",220969,220 В,,,,,Китай,,,0,https://entero.ru/manuals/263332/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Lessar%20LS-HE24TWA2_LU-HE24UWA2.pdf;https://entero.ru/manuals/263329/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Lessar.pdf;https://entero.ru/manuals/263330/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%81%D0%BF%D0%BB%D0%B8%D1%82-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B%20Lessar.pdf;https://entero.ru/manuals/263331/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,161702,73 м2,R410A,,7.33 кВт,2.155 кВт,Да,8.5 кВт,2.25 кВт,Да,,50 дБ,1068 мм,675 мм,235 мм,28 кг,60 дБ,890 мм,342 мм,673 мм,45.1 кг,Да
