Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Страна производства,Остаток,Файлы,Старая цена,Площадь помещения,Хладагент,Пульт управления,Мощность охлаждения,Потребляемая мощность при охлаждении,Режим обогрева,Мощность обогрева,Потребляемая мощность при обогреве,Режим вентиляции,Расход воздуха,Макс. уровень шума (внутр. блок),Ширина (внутр. блок),Глубина (внутр. блок),Высота (внутр. блок),Вес (внутр. блок),Макс. уровень шума (внеш. блок),Ширина (внеш. блок),Глубина (внеш. блок),Высота (внеш. блок),Вес (внеш. блок)
https://cdn.entero.ru/mp@2x/b0/b0/b0b06fad1b1e60566c2027028a7c6fda.jpg,Колонная сплит-система IGC IPХ-60HS/U,IPХ-60H/IUXP-60HS,286000,RUB,Да,IGC,Климатическая техника,"Кондиционеры, сплит-системы",Колонные,https://entero.ru/item/219743,"<p>Колонная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/219743"">IGC IPХ-60HS/U</a></b> предназначена для создания комфортных климатических условий в отелях, офисах, торговых залах и промышленных помещениях. Модель оснащена LCD дисплеем и сетчатым фильтром, удерживающим грязь и крупные частицы пыли. Корпус выполнен из экологичного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ротационный компрессор Matsushita</li>
<li>3D воздушный поток </li>
<li>Turbo режим</li>
<li>Режим Сон - автоматическое поддержание параметров воздуха, благоприятных для комфортного сна </li>
<li>Функция iFeel - работа кондиционера по датчику температуры, расположенном в пульте ДУ</li>
<li>Авторестарт - перезапуск с сохраненными настройками при случайном отключении</li>
<li>Таймер для автоматического включения и выключения кондиционера в заданное время</li>
<li>Горячий запуск</li>
<li>Авторазморозка</li>
<li>Система самодиагностики и защиты</li>
<li>Класс энергоэффективности: А</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочий диапазон температур наружного воздуха:
<ul>
<li>Охлаждение: от 10 до 43 °С</li>
<li>Обогрев: от -7 до 24 °С</li>
</ul>
</li>
<li>Рабочий ток:
<ul>
<li>Охлаждение: 12,2 А</li>
<li>Обогрев: 12,7 А</li>
</ul>
</li>
<li>Трубопровод:
<ul>
<li>Максимальная длина трассы: 50 м</li>
<li>Максимальный перепад высот: 30 м</li>
</ul>
</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 9,52 мм (3/8"")</li>
<li>Газ: 19,05 мм (3/4"")</li>
</ul>
</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 695x2075x555 мм</li>
<li>Внешний блок: 1070x1445x450 мм</li>
</ul>
</li>
<li>Вес с упаковкой:
<ul>
<li>Внутренний блок: 57 кг</li>
<li>Внешний блок: 108 кг</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",219743,380 В,Китай,0,https://entero.ru/manuals/260833/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/260832/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20IGC.pdf;https://entero.ru/manuals/316165/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20IGC%20IP%D0%A5-60HS_U.pdf,,,R410a,ручной,17.6 кВт,6.8 кВт,Да,18.3 кВт,6.9 кВт,,1900 м3/ч,57 дБ,580 мм,400 мм,1925 мм,54 кг,58 дБ,1010 мм,340 мм,1320 мм,102 кг
https://cdn.entero.ru/mp@2x/bf/3d/bf3d0376c02dcb898c005db07763e50a.jpg,Колонная сплит-система General Climate GC/GU-FS96HRN1,GC-FS96HR / GU-U96H,511434,RUB,Да,General Climate,Климатическая техника,"Кондиционеры, сплит-системы",Колонные,https://entero.ru/item/52240,"<p>Колонный кондиционер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52240"">General Climate GC/GU-FS96HRN1</a></b> предназначен для обслуживания промышленных зданий. Благодаря широкому воздушному потоку система равномерно распределяет воздух по всей площади помещения, исключая прямое попадание на людей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 режима работы</li>
<li>Самодиагностика неисправностей</li>
<li>Авторестарт</li>
<li>Пульт ИК с подсветкой клавиш и монитора</li>
<li>Таймер включения и выключения</li>
<li>Антикоррозийное покрытие внешнего блока</li>
<li>Функция «горячий запуск» - режим для обогрева помещения при низких температурах на улице. Вентилятор включается после того, как температура подаваемого воздуха поднимется до нужного уровня, исключая попадание холодного воздуха в помещение.</li>
<li>Функция экономичного режима работы</li>
<li>Плазменный пылеуловитель</li>
<li>Ионизация воздуха</li>
</ul>",52240,220 В,Китай,0,https://entero.ru/manuals/316148/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20General%20Climate%20GC_GU-FS96HRN1.pdf,538352,270 м2,R410a,ручной,28.1 кВт,9.1 кВт,Да,31.5 кВт,10 кВт,Да,3900 м3/ч,45 дБ,1200 мм,420 мм,1860 мм,158 кг,67 дБ,980 мм,800 мм,1160 мм,225 кг
https://cdn.entero.ru/mp@2x/e2/b2/e2b26d2ec01603857312df600027cc2e.jpg,Колонная сплит-система IGC IPХ-48HS/U,IPХ-48H/IUXP-48HS,266000,RUB,Да,IGC,Климатическая техника,"Кондиционеры, сплит-системы",Колонные,https://entero.ru/item/219754,"<p>Колонная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/219754"">IGC IPХ-48HS/U</a></b> предназначена для создания комфортных климатических условий в отелях, офисах, торговых залах и промышленных помещениях. Модель оснащена LCD дисплеем и сетчатым фильтром, удерживающим грязь и крупные частицы пыли. Корпус выполнен из экологичного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ротационный компрессор Matsushita</li>
<li>3D воздушный поток </li>
<li>Turbo режим</li>
<li>Режим Сон - автоматическое поддержание параметров воздуха, благоприятных для комфортного сна </li>
<li>Функция iFeel - работа кондиционера по датчику температуры, расположенном в пульте ДУ</li>
<li>Авторестарт - перезапуск с сохраненными настройками при случайном отключении</li>
<li>Таймер для автоматического включения и выключения кондиционера в заданное время</li>
<li>Горячий запуск</li>
<li>Авторазморозка</li>
<li>Система самодиагностики и защиты</li>
<li>Класс энергоэффективности: А</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочий диапазон температур наружного воздуха:
<ul>
<li>Охлаждение: от 10 до 43 °С</li>
<li>Обогрев: от -7 до 24 °С</li>
</ul>
</li>
<li>Рабочий ток:
<ul>
<li>Охлаждение: 10,5 А</li>
<li>Обогрев: 10 А</li>
</ul>
</li>
<li>Трубопровод:
<ul>
<li>Максимальная длина трассы: 50 м</li>
<li>Максимальный перепад высот: 30 м</li>
</ul>
</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 9,52 мм (3/8"")</li>
<li>Газ: 19,05 мм (3/4"")</li>
</ul>
</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 695x2075x555 мм</li>
<li>Внешний блок: 1070x1445x450 мм</li>
</ul>
</li>
<li>Вес с упаковкой:
<ul>
<li>Внутренний блок: 57 кг</li>
<li>Внешний блок: 107 кг</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",219754,380 В,Китай,0,https://entero.ru/manuals/260844/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/260843/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20IGC.pdf;https://entero.ru/manuals/316164/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20IGC%20IP%D0%A5-48HS_U.pdf,282979,,R410a,ручной,14.3 кВт,4.8 кВт,Да,16.4 кВт,5.1 кВт,,1900 м3/ч,57 дБ,580 мм,400 мм,1925 мм,54 кг,58 дБ,1010 мм,340 мм,1320 мм,101 кг
https://cdn.entero.ru/mp@2x/78/c5/78c584bdb7dc707a4067f45f698a77fd.jpg;https://cdn.entero.ru/mp@2x/f3/8f/f38fbfa42a0435afa484734a75c0266a.jpg;https://cdn.entero.ru/mp@2x/87/72/8772a7f7996ffd3c381e5e01039ca130.jpg,Колонная сплит-система Hisense AUF-24ER4SCPA / AUW-24H4SB,Heavy Classic AUF-24ER4SCPA / AUW-24H4SB,130490,RUB,Да,Hisense,Климатическая техника,"Кондиционеры, сплит-системы",Колонные,https://entero.ru/item/164818,"<p>Колонная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164818"">Hisense AUF-24ER4SCPA / AUW-24H4SB</a> </b>серии Heavy Classic предназначена для создания комфортных климатических условий в квартире, загородном доме, офисе, отелях и других помещениях. Кондиционер не только охлаждает и нагревает воздух, но и очищает от пыли, а также позволяет при необходимости эффективно его осушать. Модель оснащена сенсорным LED-дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматические жалюзи 4D Auto-Air - управление подачей воздуха в 4-х направлениях</li>
<li>3-скоростной вентилятор внутреннего блока</li>
<li>Дополнительный нагреватель с ТЭНом</li>
<li>Режимы:
<ul>
<li>Smart - автоматический выбор режима, исходя из необходимости поддержания целевой температуры в помещении в пределах от 22 до 26 °С с минимальным энергопотреблением</li>
<li>Sleep - обеспечит более комфортные условия для сна с минимальной скоростью вентилятора для уменьшения шума, прибор остановится после 8 часов работы</li>
<li>Super - используется для быстрого нагрева или охлаждения помещения</li>
<li>Осушение - сделает закрытое помещение сухим и уютным в дождливую или влажную погоду</li>
<li>Вентиляция - кондиционер работает как обычный вентилятор</li>
</ul>
</li>
<li>Функции:
<ul>
<li>I Feel - температурный датчик в пульте дистанционного управления позволяет более точно поддерживать температуру в помещении непосредственно в месте нахождения людей</li>
<li>Smart Defrost - интеллектуальная защита теплообменника внешнего блока при обогреве</li>
<li>Таймер - позволяет устанавливать время включения и выключения кондиционера</li>
<li>Авторестарт - позволяет продолжить работу после отключения электричества</li>
<li>Самоочистка - высушивание теплообменника от конденсата после выключения кондиционера</li>
</ul>
</li>
<li>Долговечный легкосъемный фильтр предварительной очистки</li>
<li>Монолитная конструкция передней панели</li>
<li>Автоматическая блокировка панели управления через 1 минуту</li>
<li>Большая воздухозаборная решетка</li>
<li>Система самодиагностики и защиты</li>
<li>Компрессор GMCC</li>
<li>Сторона подключения электропитания - внутренний блок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход воздуха: 1000 / 1050 / 1100 м<sup>3</sup>/ч</li>
<li>Производительность обогрев+ТЭН: 8,12+2,5 кВт</li>
<li>Потребляемая мощность обогрев+ТЭН: 2,23+2,5 кВт</li>
<li>Диапазон рабочей температуры наружного воздуха:
<ul>
<li>Охлаждение: от 18 до 43 °С</li>
<li>Обогрев: от -7 до 24 °С</li>
</ul>
</li>
<li>Уровень шума внутреннего блока: 42 / 44 / 46 дБ</li>
<li>Класс энергоэффективности:
<ul>
<li>Охлаждение: А</li>
<li>Обогрев: А</li>
</ul>
</li>
<li>Коэффициент энергоэффективности:
<ul>
<li>Охлаждение (EER): 3,21</li>
<li>Обогрев (COP): 3,64</li>
</ul>
</li>
<li>Заводская заправка хладагента: 2030 г</li>
<li>Дополнительная заправка хладагента: 35 г/м</li>
<li>Рабочий ток:
<ul>
<li>Охлаждение: 9,0 А</li>
<li>Обогрев+ТЭН: 9,5+6,4 А</li>
</ul>
</li>
<li>Степень защиты:
<ul>
<li>Внутренняя: IPX4</li>
<li>Внешняя: IPX4</li>
</ul>
</li>
<li>Класс электрозащиты: 
<ul>
<li>Внутренний: 1 класс</li>
<li>Внешний: 1 класс</li>
</ul>
</li>
<li>Трубопровод:
<ul>
<li>Максимальная длина трассы: 30 м</li>
<li>Максимальный перепад высот: 7 м</li>
</ul>
</li>
<li>Диаметр дренажа: 18 мм</li>
<li>Диаметр жидкостной трубы: 6,35 мм</li>
<li>Диаметр газовой трубы: 15,88 мм</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 610x410x1890 мм</li>
<li>Внешний блок: 990x450x730 мм</li>
</ul>
</li>
<li>Вес с упаковкой:
<ul>
<li>Внутренний блок: 45 кг</li>
<li>Внешний блок: 57 кг</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",164818,220 В,Китай,0,https://entero.ru/manuals/191412/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hisense%20AUF-24ER4SCPA%20_%20AUW-24H4SB.pdf;https://entero.ru/manuals/191413/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hisense%202021.pdf,137358,,R410a,ручной,7.2 кВт,2.24 кВт,Да,10.62 кВт,4.73 кВт,Да,1100 м3/ч,46 дБ,500 мм,280 мм,1760 мм,37 кг,57 дБ,860 мм,310 мм,670 мм,51 кг
https://cdn.entero.ru/mp@2x/3e/0d/3e0dd69283594b4c29fa8cfa8c53e5ae.jpg;https://cdn.entero.ru/mp@2x/10/5f/105fe536c275a2a9ac8132a4847027a0.jpg,Колонная сплит-система Dantex RK-24FHM3/RK-24HM3E,Колонная сплит-система Dantex RK-24FHM3/RK-24HM3E,164990,RUB,Да,Dantex,Климатическая техника,"Кондиционеры, сплит-системы",Колонные,https://entero.ru/item/228912,"<p>Колонная сплит-система <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228912""><b class=""b"">Dantex RK-24FHM3/RK-24HM3E </b></a>используется в жилых и офисных помещениях для создания максимально комфортных условий микроклимата. Модель оснащена таймером, LED-дисплеем на фронтальной панели внутреннего блока с возможностью выведения на экран температуры и кодов ошибок, трехмерным вентилятором и аварийной кнопкой. Корпус выполнен из электролитической оцинкованной стали с антикоррозийным покрытием, теплообменники внешнего блока имеют антикоррозийное покрытие Golden Fin.</p>

<p>В комплект поставки входит пульт управления R-51.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение воздушного потока 3D благодаря автоматическим вертикальным и горизонтальным жалюзи</li>
<li>Пыленепроницаемый выход воздуха</li>
<li>Система самодиагностики для автоматической проверки текущего состояния кондиционера</li>
<li>Функция независимого осушения для поддержания оптимальной влажности в помещении</li>
<li>Автоматический режим работы на тепло и холод</li>
<li>Турборежим увеличивает до максимума количество выдуваемого воздуха</li>
<li>Авторестарт восстанавливает ранее заданные настройки в случае перебоя подачи электроэнергии</li>
<li>Защита от холодного воздуха. Теплообменник внутреннего блока предварительно прогревается, а затем поступает из кондиционера в помещение</li>
<li>Автоочистка для предотвращения образования бактерий и плесени</li>
<li>Ночной режим с работой на минимальных оборотах и увеличением / уменьшением заданной температуры на 1 °С каждый час</li>
<li>Функция интеллектуальной оттайки для улучшения эффективности обогрева в зимнее время года и экономии электроэнергии</li>
<li>Легко моющаяся съемная панель</li>
<li>Низкий уровень шума</li>
<li>Стильный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная потребляемая мощность: 3,45 кВт</li>
<li>Коэффициент энергоэффективности:
<ul>
<li>EER: 2,61 </li>
<li>COP: 3,05</li>
</ul>
</li>
<li>Ток:
<ul>
<li>Охлаждение: 13,04 А</li>
<li>Обогрев: 12,08 А</li>
<li>Максимальный: 18 А</li>
</ul>
</li>
<li>Удаление влаги: 2,6 л/ч</li>
<li>Трубопровод:
<ul>
<li>Максимальная сумма длин трубопроводов: 25 м</li>
<li>Максимальный перепад высот: 15 м</li>
</ul>
</li>
<li>Уровень шума внутреннего блока: 40,5 / 47,5 дБ</li>
<li>Расход воздуха: 980 / 1154 м<sup>3</sup>/ч</li>
<li>Вес хладагента: 1,8 кг</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 3/8""</li>
<li>Газ: 5/8""</li>
<li>Дренаж: 25 мм</li>
</ul>
</li>
<li>Рабочие температуры:
<ul>
<li>Вне помещения:
<ul>
<li>Охлаждение: от -20 до 43 °С</li>
<li>Обогрев: от -7 до 24 °С</li>
</ul>
</li>
<li>Внутри помещения: от 17 до 32 °С</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",228912,220 В,,0,https://entero.ru/manuals/316144/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Dantex%20RK-24FHM3_RK-24HM3E.pdf,,,R410a,ручной,7.033 кВт,2.7 кВт,Да,7.619 кВт,2.5 кВт,Да,980/1154 м3/ч,47.5 дБ,510 мм,315 мм,1700 мм,38.4 кг,60 дБ,845 мм,363 мм,702 мм,57.7 кг
https://cdn.entero.ru/mp@2x/d8/db/d8dbb405bb87d6f4168264ef5116566f.jpg;https://cdn.entero.ru/mp@2x/46/b0/46b0c759ad90879ee8791234dccdfea4.jpg;https://cdn.entero.ru/mp@2x/45/f8/45f8e173651120c55edcf6633f7a7818.jpg;https://cdn.entero.ru/mp@2x/51/59/51596e4b36be517b794a7ccf9b5712fe.jpg;https://cdn.entero.ru/mp@2x/9d/27/9d2745d376a6d462e224231550171438.jpg;https://cdn.entero.ru/mp@2x/b0/f4/b0f45d744cdb8af06ac333ad2d0a1960.jpg,Колонная сплит-система Lessar LS-H24SKA2A/LU-H24SKA2A,Колонная сплит-система Lessar LS-H24SKA2A/LU-H24SKA2A,192300,RUB,Да,Lessar,Климатическая техника,"Кондиционеры, сплит-системы",Колонные,https://entero.ru/item/221013,"<p>Колонная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221013"">Lessar LS-H24SKA2A/LU-H24SKA2A</a> </b>используется для создания максимально кофмортных условий микроклимата в в холлах гостиниц, залах ресторанов, конференц-залах, магазинах и других общественных помещениях. Модель состоит из наружного блока LU-H24SKA2A и колонного внутреннего блока LS-H24SKA2A. Наружный блок оснащен защитной вентиляционной решеткой и крышкой для вентилей, внутренний блок – управляемыми подвижными жалюзи и панелью управления, пульт – информативным жидкокристаллическим дисплеем и кнопочной клавиатурой. Облицовка блоков выполнена из листового металла, наружный блок имеет высококачественное антикоррозийное покрытие, корпус пульта – из ударопрочного белого пластика.</p>

<p>В комплект поставки входит инфракрасный беспроводной пульт управления LZ-KNP и набор монтажных соединений.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Основные режимы:
<ul>
<li>Автоматический </li>
<li>Обогрев</li>
<li>Охлаждение</li>
<li>Вентиляция с регулировкой интенсивности или автоматическим режимом соответственно ранее заданным параметрам</li>
<li>Осушение для испарения водного конденсата и предотвращения возникновения плесени</li>
</ul>
</li>
<li>Дополнительные функции:
<ul>
<li>Ночной режим для энергосбережения при оптимальных климатических параметрах</li>
<li>Автоматическая регулировка направления воздушного потока путем изменения угла наклона жалюзи</li>
<li>Таймер для автоматического включения и отключения через заданный временной интервал </li>
</ul>
</li>
<li>Простое управление с помощью удобного меню</li>
<li>Индикация режимов и основных параметров </li>
<li>Высокоэффективный компрессор роторного типа GMCC</li>
<li>Теплый пуск</li>
<li>Автоматическое возобновление работы с заданными параметрами после сбоя питания</li>
<li>Система защиты от замерзания наружного блока</li>
<li>Самодиагностика с отображением кодов неисправностей на дисплее</li>
<li>Напольный монтаж внутреннего блока </li>
<li>Класс энергоэффективности:
<ul>
<li>EER (коэффициент энергоэффективности системы в режиме охлаждения): 2,9 C</li>
<li>COP (коэффициент производительности системы в режиме нагрева): 3,2 C</li>
</ul>
</li>
<li>Экологически безопасный хладагент</li>
<li>Низкий уровень шума</li>
<li>Надежность, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный лаконичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон допустимой температуры наружного воздуха:
<ul>
<li>Обогрев: от -7 до 24 °С</li>
<li>Охлаждение: от 15 до 43 °С</li>
</ul>
</li>
<li>Номинальная сила тока: 11 / 11 А</li>
<li>Сила тока автоматического выключателя: 25 А</li>
<li>Уровень звукового давления внутреннего блока относительно интенсивности воздушного потока: 
<ul>
<li>Высокая: 47 дБ</li>
<li>Низкая: 40 дБ</li>
</ul>
</li>
<li>Сечение кабелей:
<ul>
<li>Сетевой: 3х4 мм²</li>
<li>Межблочный: 3х2,5 / 3х0,75 мм²</li>
</ul>
</li>
<li>Диаметр соединений:
<ul>
<li>Жидкостная линия: 3/8"" (9,52 мм)</li>
<li>Газовая линия: 5/8"" (15,9 мм)</li>
<li>Дренажный патрубок: 32 мм</li>
</ul>
</li>
<li>Вес в упаковке:
<ul>
<li>Внутренний блок: 49 кг</li>
<li>Наружный блок: 58,7 кг</li>
</ul>
</li>
<li>Максимальный перепад высот: 15000 мм</li>
<li>Максимальная длина трубопровода: 25000 мм</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 1910x430x655 мм</li>
<li>Наружный блок: 995x740x398 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Адаптация низкотемпературным комплектом до -30 °С</li>
<li>Адаптация низкотемпературным комплектом до -43 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221013,220 В,Китай,0,https://entero.ru/manuals/263391/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Lessar%20LS-H24SKA2A_LU-H24SKA2A.pdf;https://entero.ru/manuals/263387/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Lessar.pdf;https://entero.ru/manuals/263388/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%81%D0%BF%D0%BB%D0%B8%D1%82-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B%20Lessar.pdf;https://entero.ru/manuals/263389/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,200313,70 м2,R410a,ручной,7.03 кВт,2.425 кВт,Да,7.91 кВт,2.47 кВт,Да,1154 м3/ч,47 дБ,510 мм,315 мм,1750 мм,38.4 кг,59 дБ,890 мм,342 мм,740 мм,55.5 кг
https://cdn.entero.ru/mp@2x/a6/7a/a67a528232a6a3f6edd006076349cc01.jpg;https://cdn.entero.ru/mp@2x/12/af/12af994552aa50a966d63e6a562b176c.jpg;https://cdn.entero.ru/mp@2x/55/40/5540c8de4dc23db9aa46a614480176de.jpg,Колонная сплит-система Hisense AUF-48ER6SM / AUW-48H6SE1,Heavy Classic AUF-48ER6SM / AUW-48H6SE1,217290,RUB,Да,Hisense,Климатическая техника,"Кондиционеры, сплит-системы",Колонные,https://entero.ru/item/88978,"<p>Колонная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88978"">Hisense AUF-48ER6SM / AUW-48H6SE1</a> </b>серии Heavy Classic предназначена для создания комфортных климатических условий в квартире, загородном доме, офисе, отелях и других помещениях. Кондиционер не только охлаждает и нагревает воздух, но и очищает его от пыли. </p>

<p>Модель оснащена LED-дисплеем с тач скрином, автоматическими жалюзи 4D AUTO-Air, которые дают возможность регулировать распределение воздуха в 4-х направлениях с помощью пульта дистанционного управления, дополнительным нагревателем с ТЭНом, большой воздухозаборной решеткой и функцией ""I Feel"", позволяющей поддерживать температуру в месте нахождения людей благодаря датчику в пульте. Внешний блок имеет высокоэффективный спиральный компрессор.</p>

<p>Корпус внутреннего блока имеет монолитную конструкцию.</p>

<p>В комплект поставки входит проводной пульт управления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Долговечный легкосъемный фильтр</li>
<li>Режимы:
<ul>
<li>Smart: переход в автоматический режим в зависимости от температуры в помещении</li>
<li>Sleep: ночной режим работы для комфортного сна и экономии электроэнергии с минимальной скоростью вентилятора для уменьшения шума и плавным изменением температуры</li>
<li>Super: интенсивный режим быстрого обогрева и охлаждения</li>
</ul>
</li>
<li>Функция Dimmer: отключение подсветки дисплея с пульта</li>
<li>Работа на охлаждение при низких температурах наружного воздуха до -15 °С</li>
<li>Таймер на включение и отключение</li>
<li>Автоматический перезапуск</li>
<li>Система самодиагностики и защиты</li>
<li>Функция самоочистки: высушивание теплообменника от конденсата после выключения кондиционера</li>
<li>Класс энергоэффективности: 
<ul>
<li>Охлаждение: B</li>
<li>Обогрев: B</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Уровень шума внутреннего блока: 48 / 52 дБ</li>
<li>Коэффициент энергоэффективности:
<ul>
<li>Охлаждение: 3,01</li>
<li>Обогрев: 3,41</li>
</ul>
</li>
<li>Максимальная длина трубопроводов: 15 м</li>
<li>Перепад высот: 5 м</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: ⅜""</li>
<li>Газ: ¾""</li>
</ul>
</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 690x480x2000 мм</li>
<li>Внешний блок: 1110x460x1200 мм</li>
</ul>
</li>
<li>Вес с упаковкой:
<ul>
<li>Внутренний блок: 60 кг</li>
<li>Внешний блок: 103 кг</li>
</ul>
</li>
</ul>",88978,"380 В, 220 В",Китай,0,https://entero.ru/manuals/71591/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hisense.pdf;https://entero.ru/manuals/316158/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hisense%20AUF-48ER6SM%20_%20AUW-48H6SE1.pdf,231160,,R410a,стационарный,14 кВт,4.65 кВт,Да,18.6 кВт,4.4 кВт,Да,2100 м3/ч,52 дБ,580 мм,380 мм,1870 мм,55 кг,62 дБ,950 мм,340 мм,1050 мм,96 кг
