Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Разновидность,Площадь помещения,Хладагент,Пульт управления,Мощность охлаждения,Потребляемая мощность при охлаждении,Режим обогрева,Мощность обогрева,Потребляемая мощность при обогреве,Режим вентиляции,Расход воздуха,Макс. уровень шума (внутр. блок),Ширина (внутр. блок),Глубина (внутр. блок),Высота (внутр. блок),Вес (внутр. блок),Макс. уровень шума (внеш. блок),Ширина (внеш. блок),Глубина (внеш. блок),Высота (внеш. блок),Вес (внеш. блок)
https://cdn.entero.ru/mp@2x/0c/48/0c48b38642e481a3152361a6185ed021.jpg;https://cdn.entero.ru/mp@2x/8b/bc/8bbcff5eaa06e0b7260dc574169e58ef.jpg,Внутренний блок канальный Ecoclima ECLMD-TC48/4R1A (25Y),ECLMD-TC48/4R1A,37098,RUB,Да,,Климатическая техника,"Кондиционеры, сплит-системы",Канальные (скрытые),https://entero.ru/item/375922,"<p><span style=""font-size: 12px;"">Внутренний блок канальный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375922""><b class=""b"">Ecoclima ECLMD-TC48/4R1A </b></a> серии Profi Line On-Off используется совместно с внешним блоком Ecoclima ECL-TC48/5R1A(U) </span><span style=""font-size: 12px;"">для создания комфортных климатических условий в квартирах, загородных домах, торговых залах, офисах и других помещениях. Модель оснащена воздушным фильтром и стационарным пультом управления. Панель корпуса выполнена из металла, что повышает пожарную безопасность оборудования.</span></p>

<p><b><span style=""font-size: 12px;"">Особенности:</span></b></p>

<ul>
<li>Режимы:
<ul>
<li>Охлаждение</li>
<li>Обогрев</li>
<li>Осушение</li>
<li>Вентиляция</li>
<li>Турборежим</li>
<li>Энергосбережение</li>
</ul>
</li>
<li>Подвод забора воздуха с двух сторон: сзади / снизу</li>
<li>Отвод дренажа с двух сторон: слева / справа</li>
<li>Возможностью подключения воздуховода подачи свежего воздуха непосредственно к внутреннему блоку</li>
<li>Изоляция основных электронных компонентов</li>
<li>Функция самодиагностики</li>
<li>Авторестарт</li>
<li>Простая установка</li>
<li>Возможность монтажа в вертикальном и горизонтальном положении</li>
<li>Низкий уровень шума</li>
</ul>

<p> <b>Дополнительные характеристики:</b></p>

<ul>
<li>Класс энергопотребления: B</li>
<li>Диапазон температур:
<ul>
<li>Охлаждение: от -5 до 43 °C</li>
<li>Обогрев: от -15 до 24 °C</li>
</ul>
</li>
<li>Коэффициент энергоэффективности:
<ul>
<li>COP: 3,03</li>
<li>EER: 3,07</li>
</ul>
</li>
<li>Уровень шума внутреннего блока: 42 / 47 дБ</li>
<li>Мощность: 48000 BTU</li>
<li>Номинальное статическое давление: 100 Па</li>
<li>Рабочий ток:
<ul>
<li>Обогрев: 9,5 А</li>
<li>Охлаждение: 9,3 А</li>
</ul>
</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 9,52 мм (3/8"")</li>
<li>Газ: 19,05 мм (3/4"")</li>
</ul>
</li>
<li>Максимальная длина магистрали: 50 м</li>
<li>Максимальный перепад высот: 30 м</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>ИК-пульт управления</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",375922,220 В,50 кг,Китай,1,1400x920x371 мм,0,https://entero.ru/manuals/514065/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Ecoclima.pdf;https://entero.ru/manuals/514080/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ecoclima%20ECLMD-TC48_4R1A%20%2825Y%29.pdf,,внутренний блок,140 м2,R410a,стационарный,14 кВт,4.56 кВт,Да,14.65 кВт,4.44 кВт,Да,1550 м3/ч,47 дБ,1200 мм,835 мм,300 мм,43 кг,,,,,
https://cdn.entero.ru/mp@2x/0e/34/0e34746cb46e3734086b1e84c01c7127.jpg;https://cdn.entero.ru/mp@2x/98/10/981085e3dd0e0186a40691365117f015.jpg;https://cdn.entero.ru/mp@2x/05/e6/05e65bba303dc6ffbaaf3ad9d35d2e5e.jpg,Канальная сплит-система Hisense AUD-36HX4SHH1 / AUW-36H6SD,Канальная сплит-система Hisense AUD-36HX4SHH1 / AUW-36H6SD,146390,RUB,Да,Hisense,Климатическая техника,"Кондиционеры, сплит-системы",Канальные (скрытые),https://entero.ru/item/127054,"<p>Канальная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127054"">Hisense AUD-36HX4SHH1 / AUW-36H6SD</a></b> серии Heavy Classic предназначена для создания комфортных климатических условий в торговых залах, бизнес-центрах, офисах, отелях и других общественных помещениях, а также в квартирах и загородных домах. Кондиционер не только охлаждает или обогревает воздух в помещении, но и позволяет при необходимости эффективно его осушать.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Режим Smart - кондиционер переходит в автоматический режим работы в зависимости от температуры в помещении</li>
<li>Режим Sleep - обеспечит более комфортные условия для сна, прибор остановится после 8 часов работы</li>
<li>Режим Super - используется для быстрого нагрева или охлаждения помещения</li>
<li>Осушение - сделает закрытое помещение сухим и уютным в дождливую или влажную погоду</li>
<li>Вентиляция - кондиционер работает как обычный вентилятор</li>
</ul>
</li>
<li>Специальный режим работы на отопление с увеличением расхода воздуха</li>
<li>Функции:
<ul>
<li>I Feel - температурный датчик в пульте дистанционного управления позволяет более точно поддерживать температуру в помещении непосредственно в месте нахождения людей</li>
<li>Smart Defrost - интеллектуальная защита теплообменника внешнего блока при обогреве</li>
<li>Функция изменения статического давления - специальный переключатель переводит работу вентилятора в требуемый режим</li>
<li>Таймер - позволяет устанавливать время включения и выключения кондиционера с помощью пульта дистанционного управления</li>
<li>Авторестарт - позволяет автоматически возобновлять работу кондиционера с сохранением всех заданных настроек при скачках напряжения электросети или незапланированном отключении электропитания</li>
</ul>
</li>
<li>2 варианта забора воздуха воздуха из помещения: снизу или сзади, что дает большую гибкость при выборе места установки и при монтаже</li>
<li>Организация притока свежего воздуха, что дает возможность не устанавливать в помещении дополнительную систему воздуховодов для вентиляционной системы</li>
<li>Супернизкий уровень шума в режиме Silent</li>
<li>Система самодиагностики и защиты - при каждом включении сплит-системы микропроцессорные контроллеры проводят диагностику и в случае неисправности отображают причины ее возникновения на дисплее</li>
<li>Высокоэффективный компрессор Highly</li>
<li>Низкошумный центробежный вентилятор - новая конструкция позволяет добиться более тихой работы, более высокого статического напора и большей устойчивости в работе</li>
<li>Низкий уровень шума благодаря центробежному вентилятору</li>
<li>Датчик уровня конденсата</li>
<li>Возможность подключения детектора карты доступа (для гостиниц)</li>
<li>Возможность подключения пожарной сигнализации (датчик дыма)</li>
<li>Компактное исполнение и супертонкий корпус внутреннего блока не требуют значительного понижения высоты потолка при его размещении</li>
<li>Встроенный дренажный поддон из формованного полистирола, не подверженный коррозии</li>
<li>Корпус блока из гальванизированной стали</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход воздуха: 1500 / 1650 / 1800 м<sup>3</sup>/час</li>
<li>Диапазон рабочей температуры наружного воздуха:
<ul>
<li>Охлаждение: от -15 до 43 °С</li>
<li>Обогрев: от -10 до 24 °С</li>
</ul>
</li>
<li>Заводская заправка хладагента: 2600 гр</li>
<li>Cтатическое давление: 50 (80) Па</li>
<li>Класс / коэффициент энергоэффективности:
<ul>
<li>EER: B / 3,01</li>
<li>COP: A / 3,63</li>
</ul>
</li>
<li>Рабочий ток:
<ul>
<li>Охлаждение: 6,9 А</li>
<li>Обогрев: 6,4 А</li>
</ul>
</li>
<li>Макс. потребляемый ток: 9 А</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 3/8""</li>
<li>Газ: 3/4""</li>
</ul>
</li>
<li>Трубопровод:
<ul>
<li>Макс. длина трассы: 30 м</li>
<li>Макс. перепад высот между блоками: 20 м</li>
</ul>
</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 1550x940х410 мм</li>
<li>Внешний блок: 1050х500х890 мм</li>
</ul>
</li>
<li>Вес в упаковке:
<ul>
<li>Внутренний блок: 62 кг</li>
<li>Внешний блок: 71 кг</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дистанционный пульт управления</li>
<li>Дренажный насос</li>
<li>Фильтр</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",127054,380 В,,Китай,,,0,https://entero.ru/manuals/138515/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hisense%20AUD-36HX4SHH1%20_%20AUW-36H6SD.pdf;https://entero.ru/manuals/138514/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hisense%202020.pdf,154095,комплект,100 м2,R410a,стационарный,10.55 кВт,3.505 кВт,Да,11.25 кВт,3.1 кВт,Да,1800 м3/ч,от 37 до 40 дБ,1386 мм,800 мм,350 мм,54 кг,62 дБ,885 мм,366 мм,795 мм,67 кг
https://cdn.entero.ru/mp@2x/61/94/6194f72b493bcf1923b228ce96836018.jpg;https://cdn.entero.ru/mp@2x/99/4e/994eb7de29d9d9d2f1f76d7f4d91bbf8.jpg;https://cdn.entero.ru/mp@2x/e3/50/e3507a4110fa4bbd47e40713247548c9.jpg,Канальная сплит-система Lessar LS-HE24DWA2/LU-HE24UWA2 инверторная,Канальная сплит-система Lessar LS-HE24DWA2/LU-HE24UWA2 инверторная,154000,RUB,Да,Lessar,Климатическая техника,"Кондиционеры, сплит-системы",Канальные (скрытые),https://entero.ru/item/221002,"<p>Инверторная канальная сплит-система <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221002""><b class=""b"">Lessar LS-HE24DWA2/LU-HE24UWA2 </b></a>используется для создания максимально кофмортных условий микроклимата в жилых, офисных и коммерческих помещениях. Модель состоит из наружного блока LU-HE24UWA2 и внутреннего канального блока LS-HE24DWA2. Наружный блок оснащен защитной вентиляционной решеткой и крышкой для вентилей, пульт – информативным жидкокристаллическим дисплеем и кнопочной клавиатурой с откидной защитной крышкой. Облицовка блоков выполнена из листового металла, наружный блок имеет высококачественное антикоррозийное покрытие, корпус пульта – из ударопрочного белого пластика.</p>

<p>В комплект поставки входит проводной пульт управления LZ-UPW4F, фильтр с фланцем LZ-DOF и набор монтажных соединений.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Основные режимы:
<ul>
<li>Автоматический (AUTO)</li>
<li>Обогрев (HEAT)</li>
<li>Охлаждение (COOL)</li>
<li>Вентиляция (FAN) с 3 степенями интенсивности или автоматическим режимом соответственно ранее заданным параметрам</li>
<li>Осушение (DRY) для испарения водного конденсата и предотвращения возникновения плесени</li>
</ul>
</li>
<li>Дополнительные функции:
<ul>
<li>FOLLOW ME для поддержания заданных параметров в зоне нахождения пульта с помощью сигналов встроенных датчиков </li>
<li>EСОNOMICAL (ночной режим) для энергосбережения при оптимальных климатических параметрах: 2 ч работы при заданной температуре с последующим ее изменением на 1 °С каждые 2 ч и автоматическим отключением через 7 ч с момента запуска</li>
<li>Таймер для автоматического включения и отключения через заданный временной интервал </li>
<li>Блокировка кнопок для защиты от случайного нажатия</li>
<li>RESET для сброса настроек с помощью иглы или аналогичного тонкого предмета</li>
</ul>
</li>
<li>Простое управление с помощью удобного меню</li>
<li>Индикация режимов и основных параметров </li>
<li>Высокоэффективный компрессор роторного типа GMCC</li>
<li>Встроенная помпа для отвода конденсата</li>
<li>Возможность подачи свежего воздуха</li>
<li>Теплый пуск</li>
<li>Автоматическое возобновление работы с заданными параметрами после сбоя питания</li>
<li>Система защиты от замерзания наружного блока</li>
<li>Самодиагностика с отображением кодов неисправностей на дисплее</li>
<li>Потолочный монтаж внутреннего блока со скрытой интеграцией в систему воздуховодов подвесного потолка</li>
<li>Настенный монтаж проводного пульта</li>
<li>Класс энергоэффективности:
<ul>
<li>EER (коэффициент энергоэффективности системы в режиме охлаждения): 3,22 A</li>
<li>COP (коэффициент производительности системы в режиме нагрева): 3,72 A</li>
<li>SEER (сезонный коэффициент энергоэффективности системы в режиме охлаждения): 6,1 A++</li>
<li>SCOP (сезонный коэффициент производительности системы в режиме нагрева): 4 A+</li>
</ul>
</li>
<li>Экологически безопасный хладагент</li>
<li>Низкий уровень шума</li>
<li>Надежность, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный лаконичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон допустимой температуры наружного воздуха:
<ul>
<li>Обогрев: от -15 до 24 °С</li>
<li>Охлаждение: от -15 до 50 °С</li>
<li>Осушение: от 0 до 50 °С</li>
</ul>
</li>
<li>Диапазон регулировки температуры в помещении: от 17 до 30 °С</li>
<li>Шаг регулировки температуры: 1 °С</li>
<li>Значение температуры по умолчанию (при сбросе настроек): 24 °С</li>
<li>Диапазон регулировки длительности: от 1 мин. до 24 ч
<ul>
<li>Шаг регулировки длительности:<br>
​От 1 мин. до 10 ч: 30 мин.</li>
<li>От 10 до 24 ч: 1 ч</li>
</ul>
</li>
<li>Номинальная сила тока: 10 / 9,78 А</li>
<li>Сила тока автоматического выключателя: 20 А</li>
<li>Диапазон статического давления: от 0 до 160 Па</li>
<li>Расчетное статическое давление: 25 Па</li>
<li>Уровень звукового давления внутреннего блока относительно интенсивности воздушного потока: 
<ul>
<li>Высокая: 41 дБ</li>
<li>Средняя: 39 дБ</li>
<li>Низкая: 37 дБ</li>
</ul>
</li>
<li>Сечение кабелей:
<ul>
<li>Сетевой: 3х2,5 мм²</li>
<li>Межблочный: 4х1 мм²</li>
</ul>
</li>
<li>Диаметр соединений:
<ul>
<li>Жидкостная линия: 3/8"" (9,52 мм)</li>
<li>Газовая линия: 5/8"" (15,9 мм)</li>
<li>Дренажный патрубок: 25 мм</li>
</ul>
</li>
<li>Вес в упаковке:
<ul>
<li>Внутренний блок: 39,1 кг</li>
<li>Наружный блок: 48,3 кг</li>
</ul>
</li>
<li>Максимальный перепад высот: 25000 мм</li>
<li>Максимальная длина трубопровода: 50000 мм</li>
<li>Габариты в упаковке:
<ul>
<li>Внутренний блок: 1305x315x805 мм</li>
<li>Наружный блок: 995x740x398 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Беспроводной пульт LZ-KNP</li>
<li><a href=""https://entero.ru/item/81063"">Центральный пульт LZ-UPW7</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221002,220 В,,Китай,,,0,https://entero.ru/manuals/263357/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Lessar%20LS-HE24DWA2_LU-HE24UWA2.pdf;https://entero.ru/manuals/263354/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Lessar.pdf;https://entero.ru/manuals/263355/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%81%D0%BF%D0%BB%D0%B8%D1%82-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B%20Lessar.pdf;https://entero.ru/manuals/263356/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,162105,комплект,73 м2,R410a,стационарный,7.33 кВт,2.155 кВт,Да,8.5 кВт,2.25 кВт,Да,,41 дБ,1100 мм,774 мм,249 мм,32.3 кг,60 дБ,890 мм,342 мм,673 мм,45.1 кг
https://cdn.entero.ru/mp@2x/1f/8d/1f8dd48730717204ff521935571c9170.jpg;https://cdn.entero.ru/mp@2x/fe/90/fe90ecd62795a9352a5776b7218ef46d.jpg,Канальная сплит-система Loriot LAC-60TD,Канальная сплит-система Loriot LAC-60TD,156060,RUB,Да,Loriot,Климатическая техника,"Кондиционеры, сплит-системы",Канальные (скрытые),https://entero.ru/item/168439,"<p>Канальная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168439"">Loriot LAC-60TD</a> </b>предназначен для создания комфортных климатических условий в торговых центрах, офисных и других больших помещениях со сложной архитектурой. Модель оснащена системой самодиагностики, проводным пультом управления и низким уровнем шума. Корпус внешнего блока имеет антикоррозийное покрытие.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессор: HIGHLY</li>
<li>​Функция глубокий сон</li>
<li>Таймер</li>
<li>Турбо режим</li>
<li>Моющийся фильтр</li>
<li>Автоматический режим работы</li>
<li>Внутрирельефная система медных <br>
труб с повышенным коэффициентом теплообмена</li>
<li>Авторестарт</li>
<li>Объемное воздухораспределение</li>
<li>Интеллектуальное осушение</li>
<li>Надежный компрессор</li>
<li>Самоочистка внутреннего блока</li>
<li>
<p>Класс энергоэффективности: C/D</p>
</li>
</ul>

<p>​​<b>Характеристики:</b></p>

<ul>
<li>Гарантированный диапазон рабочих температур наружного воздуха: 
<ul>
<li>Охлаждение: от -15 до 43 °C</li>
<li>Обогрев: от -15 до 24 °C</li>
</ul>
</li>
<li>Расход воздуха: 1600 / 1800 / 2200 м3/ч
<ul>
<li>Внутренний блок: 1600 / 1800 / 2200 м<sup>3</sup>/ч</li>
<li>Внешний блок: 6300 м3/ч</li>
</ul>
</li>
<li>Вес фреона: 3000 г</li>
<li>Размеры труб (жидкостная / газовая): 3/8"" / 3/4""</li>
<li>Максимальная длина трассы для одного блока: 50 м</li>
<li>Максимальный перепад высот между блоками: 30 м </li>
<li>Расстояния между кронштейнами: 600 мм</li>
<li>Габариты внутреннего блока в упаковке: 1405x375x925 мм</li>
<li>
<p>Габариты наружного блока в упаковке: 1030x1365x430 мм</p>
</li>
</ul>",168439,380 В,50 кг,,2,1405x375x925 мм,0,https://entero.ru/manuals/194423/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Loriot%20TD.pdf;https://entero.ru/manuals/316335/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Loriot%20LAC-60TD.pdf,166021,,,R410a,,17.6 кВт,6 кВт,Да,19.35 кВт,6.2 кВт,,,43/45/47 дБ,1200 мм,835 мм,300 мм,43 кг,60 дБ,940 мм,340 мм,1250 мм,91 кг
https://cdn.entero.ru/mp@2x/c0/7a/c07aed4a1a3584778012d2efeb800bb4.jpg;https://cdn.entero.ru/mp@2x/20/4a/204a13c26b3cbbc5aa06dfba91e8d0a9.jpg;https://cdn.entero.ru/mp@2x/81/f8/81f8348d9acf5ff203def00072d35d33.jpg;https://cdn.entero.ru/mp@2x/ac/e6/ace6525b61e18e0068b2208eb14aaa3e.jpg;https://cdn.entero.ru/mp@2x/f2/49/f24990997b883e68b91a9f8f9709410f.jpg,Канальная сплит-система FUNAI DRAGON LAC-DR140HP.D01,LAC-DR140HP.D01/S / LAC-DR140HP.01/U,178800,RUB,Да,FUNAI,Климатическая техника,"Кондиционеры, сплит-системы",Канальные (скрытые),https://entero.ru/item/283013,"<p>Напольно-потолочная сплит-система <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283013"">FUNAI DRAGON LAC-DR140HP.D01</a></b> предназначена для создания комфортных климатических условий в квартирах, загородных домах, отелях, офисах и других помещениях. Изделие имеет антикоррозийное покрытие Blue Fin, которое продлевает срок службы изделия.</p>

<p>В комплект поставки входит проводной пульт управления с ЖК-экраном с подсветкой и touch-style кнопками и противопылевой фильтр.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ротационный компрессор GMCC</li>
<li>Основные режимы:
<ul>
<li>Автоматический (AUTO)</li>
<li>Обогрев (HEAT)</li>
<li>Охлаждение (COOL)</li>
<li>Вентиляция (FAN) без понижения температуры в помещении с 3 степенями интенсивности или автоматическим режимом соответственно ранее заданным параметрам</li>
<li>Осушение (DRY) для испарения водного конденсата и предотвращения возникновения плесени</li>
</ul>
</li>
<li>Дополнительные функции:​
<ul>
<li>ANTI-F предотвращает образование плесени и грибка на теплообменнике</li>
<li>SMART SLЕЕР (ночной режим) для комфортного сна при оптимальных параметрах: рост или снижение температуры в зависимости от режима на 1 °С каждый час в течение 2 ч после активации и автоматическим переходом к ранее заданным настройкам через 10 ч</li>
<li>SILENT: тихий режим</li>
<li>ECO: экономный режим</li>
<li>ANTI-F защищает от образования грибка и плесени</li>
<li>CLEAN: режим самоочистки</li>
<li>POWER LIMIT запускает режим энергосбережения</li>
</ul>
</li>
<li>Функция теплого пуска: предотвращение запуска вентилятора на высокой скорости до момента оптимального прогрева теплообменника</li>
<li>Функция температурной компенсации: учет температурного расслоения по высоте помещения и точное поддержание температуры в месте нахождения пользователя в режиме нагрева</li>
<li>Функция запоминания заданного положения жалюзи</li>
<li>Функция Smart Defrost: автоматическое оттаивание при обмерзании теплообменника наружного блока </li>
<li>Автоматическое возобновление работы с заданными параметрами после сбоя питания</li>
<li>Самодиагностика с индикацией кодов неисправностей на дисплее внутреннего блока</li>
<li>Таймер</li>
<li>Возможность забора воздуха как сзади, так и снизу</li>
<li>Возможность подмеса свежего воздуха</li>
<li>Шумоизоляция компрессора внешнего блока</li>
<li>Возможность подключения дренажа как справа так и слева</li>
<li>Сторона подключения электропитания: внутренний блок</li>
<li>Степень защиты: 
<ul>
<li>Внутренний блок: IPX0</li>
<li>Внешний блок: IPX4</li>
</ul>
</li>
<li>Класс электрозащиты:
<ul>
<li>Внутренний блок: I класс</li>
<li>Внешний блок: I класс</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон допустимой температуры наружного воздуха / в помещении:
<ul>
<li>Обогрев: от -15 до 24 / от 0 до 30 °С</li>
<li>Охлаждение: от -15 до 49 / от 16 до 32 °С</li>
</ul>
</li>
<li>Диапазон выставляемых на пульте управления температур: от 16 до 32 °С</li>
<li>Коэффициент энергоэффективности / класс:
<ul>
<li>EER: 3,01 / B</li>
<li>COP: 3,45 / B</li>
</ul>
</li>
<li>Расход воздуха внутреннего блока: 1600 / 1800 / 2000 / 2200 м<sup>​3</sup>/ч</li>
<li>Уровень шума внутреннего блока: 41 / 44 / 46 / 50 дБ (А)</li>
<li>Рабочий ток:
<ul>
<li>Охлаждение: 8,1 А</li>
<li>Обогрев: 8 А</li>
</ul>
</li>
<li>Максимальный потребляемый ток: 12 А</li>
<li>Пусковой ток: 50 А</li>
<li>Производительность осушения: 5,02 л/ч</li>
<li>Заводская заправка хладагента: 2,7 кг</li>
<li>Дополнительная заправка хладагента: 50 г/м</li>
<li>Трубопровод:
<ul>
<li>Максимальная длина трассы: 50 м</li>
<li>Минимальная длина трассы: 4 м</li>
<li>Номинальная длина трассы: 5 м</li>
<li>Максимальный перепад высот между блоками: 30 м</li>
</ul>
</li>
<li>Диаметр труб:
<ul>
<li>Жидкость: 9,53 мм (3/8"")</li>
<li>Газ: 19,05 мм (3/4"")</li>
</ul>
</li>
<li>Сечение кабеля: 
<ul>
<li>Межблочный: 5x1,5 мм<sup>2 </sup></li>
<li>Силовой: 5x4 мм<sup>​2</sup></li>
</ul>
</li>
<li><sup>​</sup>Размер пульта управления: 120x120x20 мм</li>
<li>.Габариты в упаковке:
<ul>
<li>
<ul>
<li>Внутренний блок: 1630x830x300 мм ​​</li>
<li>Внешний блок: 1080x430x1440 мм</li>
</ul>
</li>
<li>Вес в упаковке:
<ul>
<li>Внутренний блок: 48 кг</li>
<li>Внешний блок: 94 кг</li>
</ul>
</li>
</ul>
</li>
</ul>

<p><b>Опции (заказывается отдельно):</b></p>

<ul>
<li>Пульт ДУ </li>
<li>Wi-Fi модуль</li>
<li>Зимний комплект (до -40 °С в режиме охлаждения)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",283013,220 В,,Китай,,,0,,,комплект,141 м2,R410a,стационарный,14.05 кВт,4.675 кВт,Да,15.25 кВт,4.42 кВт,Да,1600/1800/2000/2200 м3/ч,50 дБ,1400 мм,700 мм,245 мм,42 кг,58 дБ,940 мм,340 мм,1320 мм,85 кг
