Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Цвет,Материал корпуса,Давление,Тип кофе,Емкость контейнера для кофе,Емкость контейнера для отработанного кофе,Встроенная кофемолка,Объем резервуара для воды,Тип нагревательного элемента,Возможность подключения к водопроводу,Капуччинатор
https://cdn.entero.ru/mp@2x/e2/12/e212adc0f157c854a58a69424009429d.jpg,Кофеварка Bravilor Bonamat B10 с заварочными корзинами,4.210.001.110,515590,RUB,Нет,Bravilor Bonamat,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/31930,"<p>Кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/31930""><b class=""b"">Bravilor Bonamat B10</b></a> используется на предприятиях общественного питания и торговли для приготовления фильтрованного кофе. Модель оснащена цифровым дисплеем, системой кофеварения, 2 емкостями для кофе с подогревом, 2 заварными чашами, индикаторами заполнения, готовности кофе и удаления накипи и поддоном для капель. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит фильтр из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настройки процесса кофеварения (объем напитка)</li>
<li>Система очистки накипи</li>
<li>Таймер</li>
<li>Калькуляция данных счетчиков</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: ​60 л/час</li>
<li>Объем одной заварной чаши: 10 л</li>
<li>Время приготовления 10 л: 10 мин.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тележки</li>
<li>Подставка</li>
<li>Конструкция для размещения в любом месте</li>
<li>Шланг с краном для быстрого слива</li>
<li>Поворачиваемый кран</li>
<li>Корзинка для фильтра</li>
<li>Микрофильтр: не требуются бумажные фильтры</li>
<li>Консоли для крепление на стене</li>
<li>Фильтры и заварочное устройство для чая</li>
</ul>",31930,капельная,380 В,6.18 кВт,955 мм,512 мм,840 мм,,Нидерланды,,,0,https://entero.ru/manuals/45682/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Bravilor%20Bonamat%20B10.pdf;https://entero.ru/manuals/64922/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Bravilor%20Bonamat%20B10.pdf;https://entero.ru/manuals/64925/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/44540/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/44539/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Bravilor%20Bonamat%20B10%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/482971/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,537073,,,"нерж. сталь, черный",металл,,фильтрованный,,,,,,есть,
https://cdn.entero.ru/mp@2x/11/91/1191b2fdb1b3da38779232866f48efc1.jpg,Кофеварка Animo CB 1X40R,Кофеварка Animo CB 1X40R,560655,RUB,Нет,Animo,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/360260,"<p>Кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360260"">Animo CB 1X40R</a></b> используется на предприятиях общественного питания и торговли для приготовления кофе и чая в больших количествах. Модель оснащена цифровой панелью управления, LCD-экраном, съемными емкостями для хранения готового напитка. Двойные стенки с теплоизоляцией препятствуют нагреву внешней поверхности емкости. Резервуар оборудован стеклом, показывающим уровень напитка в рабочей емкости, а также краном системы no-drip. Защитный механизм препятствует работе устройства при некорректной установке емкостей или неправильном подключении контейнера.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Беспрерывное обслуживание клиентов</li>
<li>3 фазы</li>
<li>Звуковой сигнал о готовности приготовленного напитка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура хранящегося напитка в резервуаре: от 80 до 85 °С</li>
<li>Производительность: 180 л/1440 чашек в час</li>
<li>Буферный запас кипятка: 40 л/320 чашек</li>
<li>Время приготовления: 14 мин.</li>
<li>Частота: 50 Гц</li>
</ul>",360260,капельная,380 В,18.23 кВт,805 мм,685 мм,975 мм,80 кг,Нидерланды,1,1240x785x1080 мм,0,https://entero.ru/manuals/461685/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Animo%20CB%201X40R.pdf;https://entero.ru/manuals/461686/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/461687/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20Animo%20CB.pdf;https://entero.ru/manuals/461688/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BE%D0%BA%20Animo.pdf;https://entero.ru/manuals/461689/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20Animo.pdf,,,76 кг,нерж. сталь,,,молотый,,,,,,есть,
https://cdn.entero.ru/mp@2x/20/2f/202f50c2db5c4575a0b0cb98ef2d3095.jpg,Кофеварка Marco Qwikbrew-Twin,Qwikbrew Twin 1000495,652989,RUB,Нет,Marco,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/83444,"<p>Кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83444"">Marco Qwikbrew-Twin</a></b> используется на предприятиях общественного питания и торговли, в офисах и гостиницах для профессионального заваривания кофе. Модель оснащена 2 бойлерами для кофе и краном для горячей воды. Залив воды осуществляется автоматически. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 программы приготовления</li>
<li>Простота и удобство чистки</li>
<li>Прочная конструкция</li>
<li>Стильный дизайн</li>
<li>Долгий срок службы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>Горячая вода:
<ul>
<li>311 порций/час</li>
<li>56 л/час</li>
</ul>
</li>
<li>Кофе: 377 порций/час</li>
</ul>
</li>
<li>Объем бойлера: 12 л</li>
<li>Габариты в упаковке: 750x550x850 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Выдача горячей воды и кофе с лицевой и тыльной частей оборудования</li>
<li><a href=""https://entero.ru/item/83493"">Бумажные фильтр-пакеты 500 шт.</a></li>
</ul>",83444,капельная,220 В,5.6 кВт,620 мм,650 мм,744 мм,,Ирландия,,,0,https://entero.ru/manuals/58389/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Marco%20Qwikbrew-Twin%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/58388/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/58385/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Marco%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,40 кг,"нерж. сталь, черный",металл,,"зерновой, молотый",,,,6.8 л,,есть,
https://cdn.entero.ru/mp@2x/68/04/6804ff35fe81de59628e70fb3743d5d8.jpg,Кофеварка Marco Maxibrew-Twin,Maxibrew Twin 1000465,961943,RUB,Нет,Marco,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/83445,"<p>Кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83445"">Marco Maxibrew-Twin</a></b> используется на предприятиях общественного питания и торговли, в офисах и гостиницах для профессионального заваривания кофе. Модель оснащена 2 бойлерами для кофе краном для горячей воды. Залив воды осуществляется автоматически. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 программы приготовления</li>
<li>Простота и удобство чистки</li>
<li>Прочная конструкция</li>
<li>Стильный дизайн</li>
<li>Долгий срок службы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>Горячая вода:
<ul>
<li>467 порций/час</li>
<li>84 л/час</li>
</ul>
</li>
<li>Кофе: 529 порций/час</li>
</ul>
</li>
<li>Объем бойлера: 24 л<br>
​</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Выдача горячей воды и кофе с лицевой и тыльной частей оборудования</li>
<li><a href=""https://entero.ru/item/83494"">Бумажные фильтр-пакеты 500 шт.</a></li>
</ul>",83445,капельная,220 В,8.4 кВт,762 мм,630 мм,867 мм,,Ирландия,,,0,https://entero.ru/manuals/58392/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Marco%20Maxibrew-Twin%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/58391/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/58390/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Marco%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,1002024,,50 кг,"нерж. сталь, черный",металл,,"зерновой, молотый",,,,8.5 л,,есть,
https://cdn.entero.ru/mp@2x/4d/b0/4db0fdb8456e28a3a29fcfeda8a43cf8.jpg,"Кофеварка Moccamaster KBG741 Select, серебро","KBG Select, серебро / 53979 / 170597 / 4630169229682",0,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/227139,"<p>Кофеварка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227139""><b class=""b""> Moccamaster KBG741 Select</b></a> предназначена для приготовления кофе капельным методом с использованием фильтров №4 с усеченным конусом в отелях, офисах, частных домах и квартирах. Модель оснащена платформой с 2-ступенчатым нагревательным элементом. Нагревательный элемент бойлера изготовлен из меди, корпус – из металла с покрытием цвета серебро, воронка, крышки и рукоятки – из высококачественного термостойкого пластика без содержания BPA, BPS, BPF фенолов и фталатов, кувшин – из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция прекращения подачи воды при отсутствии кувшина</li>
<li>Система «капля-стоп»</li>
<li>Оросительная головка с 9 отверстиями для равномерного смачивания кофе в процессе заваривания</li>
<li>Крышка кувшина со смесительной трубкой для однородности готового напитка</li>
<li>Переключатель для уменьшения объема готового напитка на полпорции</li>
<li>Прозрачный резервуар с мерной шкалой объема </li>
<li>Стабильное поддержание температуры</li>
<li>Подогрев подставки с последующим автоматическим отключением</li>
<li>Минимальный уровень шума</li>
<li>Ручная сборка и тщательное тестирование при производстве</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры:
<ul>
<li>Заваривание: от 92 до 96°С</li>
<li>Подогрев: от 80 до 85°С</li>
</ul>
</li>
<li>Мощность нагревательных элементов:
<ul>
<li>Бойлер: 1,45 кВт</li>
<li>Платформа подогрева: 0,07 кВт</li>
</ul>
</li>
<li>Длительность приготовления: 6 мин.</li>
<li>Длительность подогрева: 40 мин.</li>
<li>Длина кабеля питания: 950 мм</li>
<li>Габариты в упаковке: 400х200х400 мм</li>
</ul>",227139,капельная,220 В,1.52 кВт,320 мм,170 мм,360 мм,,Нидерланды,,,0,,,,2.8 кг,серебристый,"металл, пластик",,фильтрованный,,,,1.25 л,,,нет
https://cdn.entero.ru/mp@2x/77/5a/775aba5997cc07afb537190cbd68fd2a.jpg;https://cdn.entero.ru/mp@2x/d9/91/d991b6f721ce1a920b117bfa3cde1c54.jpg;https://cdn.entero.ru/mp@2x/8b/00/8b00923eb0e21245a8ed3d4ea081c516.jpg;https://cdn.entero.ru/mp@2x/4e/15/4e15c21b598a5040e25cc573536efbdb.jpg;https://cdn.entero.ru/mp@2x/47/0b/470b8f7dbcb0f9cccdaa7da7c9aaf49a.jpg;https://cdn.entero.ru/mp@2x/ca/c2/cac23f662147eb2a6e2661481d63d7b3.jpg;https://cdn.entero.ru/mp@2x/9b/7c/9b7c632733876c0b1303a40948e0806a.jpg;https://cdn.entero.ru/mp@2x/34/9b/349b42919d76699f51af79b75e7b19f0.jpg;https://cdn.entero.ru/mp@2x/f3/40/f34043d70f437bef3ba1190597f7ade8.jpg;https://cdn.entero.ru/mp@2x/6d/07/6d07af6ddec786a4f708a7f183343349.jpg,Кофеварка Gaggia Classic Grey,RI9480/16/ 421940428101,0,RUB,Нет,Gaggia,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/174075,"<p>Кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/174075""><b class=""b"">Gaggia Classic Grey </b></a>используется в офисах, на предприятиях общественного питания и торговли, а также в домашних условиях для приготовления кофе эспрессо, капучино, американо и других кофейных напитков. Корпус полностью выполнен из нержавеющей стали, кофейная группа и портафильтр - из хромированной латуни, каплесборник - из нержавеющей стали и пластика.</p>

<p>В комплект поставки входят 3 фильтра (для кофе в чалдах и молотого кофе), дозатор молотого кофе и темпер.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция предварительного заваривания (ручная)</li>
<li>Возможность одновременного заваривания 2 чашек</li>
<li>Автоматический переход в режим ожидания</li>
<li>Запатентованный фильтр Crema Perfetta, гарантирующий получение высококлассной кофейной пенки</li>
<li>Группа и портафильтр из хромированной латуни имеют те же размеры, вес и форму, что и у профессиональных кофемашин, для обеспечения оптимальной температуры кофе на протяжении всего процесса варки и улучшения его качества</li>
<li>Профессиональная паровая трубка с 2 отверстиями позволяет получить идеальную молочную пену для капучино</li>
<li>Трехходовой соленоидный клапан обеспечивает постоянный контроль давления воды внутри портафильтра и гарантирует идеальную сушку отработанного кофе для более легкой и быстрой чистки</li>
<li>Интуитивно понятный интерфейс со световыми индикаторами</li>
<li>Подставка для чашек из нержавеющей стали (рассчитана на 5 чашек) нагревается от тепла машины и позволяет поддерживать кофейные чашки в теплом состоянии</li>
<li>Съемные резервуар для воды, каплесборник и паровая трубка гарантируют легкость и быстроту чистки</li>
<li>Ручная система чистки от накипи​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Автоматическое отключение: через 20 мин</li>
<li>Длина шнура: 1,5 м</li>
<li>Высоты чашки: 7 см</li>
</ul>",174075,рожковая,220 В,1.425 кВт,230 мм,240 мм,380 мм,,Италия,,,0,https://entero.ru/manuals/202258/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gaggia%20Classic%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/202259/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gaggia%20Classic%20%28%D1%80%D1%83%D1%81%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239461&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239867&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240784&hd=2&autoplay=0,7.27 кг,серый,металл,15 бар,"молотый, чалды",,,,2.1 л,,,есть
https://cdn.entero.ru/mp@2x/87/35/8735e7f24867f0ee297c7bb0a134b95b.jpg;https://cdn.entero.ru/mp@2x/ff/78/ff787e000a417ed6760287d0c079cf12.jpg;https://cdn.entero.ru/mp@2x/2b/40/2b4072908daeafe891be6256508b7dcd.jpg;https://cdn.entero.ru/mp@2x/bc/21/bc21cc7c27f2c6cf4e4d2155b1ddaaec.jpg,Кофеварка-перколятор HENDI Design by Bronwasser 211441,Кофеварка-перколятор HENDI Design by Bronwasser 211441,0,RUB,Нет,HENDI,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/289552,"<p>Кофеварка-перколятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289552""><b class=""b"">HENDI Design by Bronwasser 211441</b></a> используется на предприятиях общественного питания и торговли, в офисах и гостиницах для приготовления кофейных капитков. Прибор оснащен защитой от перегрева и металлическим фильтром. Модель оснащена фильтром для кофе грубого помола, световым индикатором завершения нагрева и необходимости удаления накипи, краном, ручками для удобства переноски и крышкой. Одностенный корпус выполнен из нержавеющей стали, ручки и крышка - из полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поддержание температуры подачи после варки</li>
<li>Бумажные фильтры не требуются</li>
<li>Уникальный дизайн со встроенным стеклом со шкалой</li>
<li>Магнитный поддон легко снимается без подъема и разлива</li>
</ul>",289552,капельная,220 В,1.65 кВт,357 мм,380 мм,502 мм,,Китай,,,0,https://entero.ru/manuals/357550/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Design%20by%20Bronwasser%20211441.pdf;https://entero.ru/manuals/496456/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.36 кг,нерж. сталь,металл,,,,,,14 л,,,
https://cdn.entero.ru/mp@2x/7f/e8/7fe87272bcd802cb8b1769d28d9c2d6e.jpg,Кофеварка Moccamaster Cup-one оранжевая,69222 / 170711 / 4630169229934,0,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/227215,"<p>Кофеварка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227215""><b class=""b""> Moccamaster Cup-one</b></a> предназначена для приготовления кофе капельным методом с использованием фильтров №1 с усеченным конусом в отелях, офисах, частных домах и квартирах. Модель оснащена подставкой для готового напитка. Нагревательный элемент бойлера изготовлен из меди, корпус – из металла с покрытием оранжевого цвета, воронка, крышка и рукоятка – из высококачественного термостойкого пластика без содержания BPA, BPS, BPF фенолов и фталатов.</p>

<p>В комплект поставки входят 80 бумажных фильтров и 2 керамические чашки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное смачивание молотого кофе оросительной головкой в процессе заваривания для оптимальной экстракции</li>
<li>Автоматическое отключение нагревательного элемента после приготовления для энергосбережения</li>
<li>Стабильное поддержание температуры</li>
<li>Прозрачный резервуар для воды</li>
<li>Минимальный уровень шума</li>
<li>Ручная сборка и тщательное тестирование при производстве</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры заваривания: от 92 до 96°С</li>
<li>Длительность приготовления: 4 мин.</li>
<li>Объем чашки: 0,3 л</li>
<li>Длина кабеля питания: 950 мм</li>
<li>Габариты в упаковке: 395х195х350 мм</li>
</ul>",227215,капельная,220 В,1.09 кВт,260 мм,170 мм,300 мм,,Нидерланды,,,0,,,,3.3 кг,оранжевый,"металл, пластик",,фильтрованный,,,,0.3 л,,,нет
https://cdn.entero.ru/mp@2x/b9/e3/b9e393e649c7ac61e1d24a1ad871fc0d.jpg;https://cdn.entero.ru/mp@2x/9d/27/9d27a16c9985d45895634775a7beddad.jpg;https://cdn.entero.ru/mp@2x/b8/fd/b8fdecba243eb60f78f93badaf317214.jpg;https://cdn.entero.ru/mp@2x/cf/06/cf06f49cd437e0c132800bc0d9441ae3.jpg;https://cdn.entero.ru/mp@2x/b8/0d/b80dd05ae9fe709d3353d93f6c4b3133.jpg;https://cdn.entero.ru/mp@2x/61/0f/610fd7af958f90e4890271b55218915a.jpg;https://cdn.entero.ru/mp@2x/b2/b2/b2b22c840aea390a50ae415c7aabf607.jpg;https://cdn.entero.ru/mp@2x/f7/1a/f71acdaee7fb717989b6026482bbd8dc.jpg;https://cdn.entero.ru/mp@2x/b2/49/b249f6cd029218963d1c5b0d513be79c.jpg;https://cdn.entero.ru/mp@2x/58/0e/580e0e52a55f411900ab346427d0b213.jpg,Кофеварка Moccamaster KBG741 Select бирюзовая,53981,0,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/125545,"<p>Капельная кофеварка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125545""><b class=""b""> Moccamaster KBG741 Select</b></a> используется в офисах, гостиницах, частных домах и квартирах для приготовления кофе из молотых зерен. Модель оснащена подставкой с подогревом. Бойлер изготовлен из меди.</p>

<p><b>Особенности:</b></p>

<ul>
<li>В серии Select имеется переключатель для уменьшения в 2 раза пролива на полпорции</li>
<li>Мощный нагревательный элемент бойлера</li>
<li>Равномерное распределение воды по поверхности молотого кофе для оптимального заваривания</li>
<li>Воронка с системой ""капля-стоп""</li>
<li>Автоматическое пред-смачивание кофе</li>
<li>Удержание в процессе приготовления оптимальной температуры воды в воронке в диапазоне от 92 до 96 °С</li>
<li>Подогрев подставки в диапазоне от 80 до 85 °С в течении 40 минут с последующим отключением</li>
<li>
<p>Воронка под бумажные фильтры размера №4</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество чашек: 10</li>
<li>Время приготовления: от 5 до 6 минут</li>
</ul>",125545,капельная,220 В,1.52 кВт,320 мм,170 мм,360 мм,,Нидерланды,,,0,,,,2.8 кг,"черный, голубой",,,фильтрованный,,,,1.25 л,,,
https://cdn.entero.ru/mp@2x/4b/98/4b98f2210ef5cb4ec913a2e67cd85d0c.jpg;https://cdn.entero.ru/mp@2x/5e/36/5e3609636bd42f3c70fca0dbbb1326c3.jpg;https://cdn.entero.ru/mp@2x/37/7f/377fa329fb7ecf1e7ee22552a924c671.jpg;https://cdn.entero.ru/mp@2x/c5/81/c581c21558c6a77f780e8bdbaa4140ef.jpg,Кофеварка Moccamaster KBG741 Select глянцевое серебро,53970,0,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/133030,"<p>Капельная кофеварка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/133030""><b class=""b""> Moccamaster KBG741 Select</b></a> используется в офисах, гостиницах, частных домах и квартирах для приготовления кофе из молотых зерен. Модель оснащена подставкой с подогревом. Бойлер изготовлен из меди.</p>

<p><b>Особенности:</b></p>

<ul>
<li>В серии Select имеется переключатель для уменьшения в 2 раза пролива на полпорции</li>
<li>Мощный нагревательный элемент бойлера</li>
<li>Равномерное распределение воды по поверхности молотого кофе для оптимального заваривания</li>
<li>Воронка с системой ""капля-стоп""</li>
<li>Автоматическое пред-смачивание кофе</li>
<li>Удержание в процессе приготовления оптимальной температуры воды в воронке в диапазоне от 92 до 96 °С</li>
<li>Подогрев подставки в диапазоне от 80 до 85 °С в течении 40 минут с последующим отключением</li>
<li>
<p>Воронка под бумажные фильтры размера №4</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество чашек: 10</li>
<li>Время приготовления: от 5 до 6 минут</li>
</ul>",133030,капельная,220 В,1.52 кВт,320 мм,170 мм,360 мм,,Нидерланды,,,0,,,,2.8 кг,"черный, серебристый",,,фильтрованный,,,,1.25 л,,,
