Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Цвет,Материал корпуса,Давление,Тип кофе,Емкость контейнера для кофе,Емкость контейнера для отработанного кофе,Встроенная кофемолка,Объем резервуара для воды,Тип нагревательного элемента,Возможность подключения к водопроводу,Капуччинатор
https://cdn.entero.ru/mp@2x/18/71/1871dc3aecc7ea893cd2d27daf1a5813.jpg;https://cdn.entero.ru/mp@2x/a0/3b/a03bc982ff50336421b4a44883be75c1.jpg;https://cdn.entero.ru/mp@2x/2a/6a/2a6a4781544ff8a30498f43e4be81fba.jpg;https://cdn.entero.ru/mp@2x/6c/79/6c79e2e904bccad5f87c3174722a42cd.jpg;https://cdn.entero.ru/mp@2x/36/32/363288a2c9697637925cc0979ae17723.jpg;https://cdn.entero.ru/mp@2x/2e/2f/2e2f39d47397e29ea009e1028b912939.jpg;https://cdn.entero.ru/mp@2x/e3/bd/e3bd753d52ddd534b870a565c2fe8226.jpg;https://cdn.entero.ru/mp@2x/c3/91/c391ead8e44a9e950c4233a0b8ba1cc7.jpg;https://cdn.entero.ru/mp@2x/06/c6/06c631d5cf090fef0053ee9921b9e36f.jpg;https://cdn.entero.ru/mp@2x/61/6c/616c5c03d836824d5828c284be0e0537.jpg,Кофеварка SMEG DCF02RDEU,8 017 709 280 505,25190,RUB,Да,SMEG,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/121385,"<p>Кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121385"">Smeg DCF02RDEU</a> </b>предназначена для приготовления кофейных напитков в частных домах и квартирах. Модель выполнена в стиле 50-х годов. Корпус изготовлен из окрашенного металла.</p>

<p>В комплект поставки входят стеклянный кувшин для кофе на 10 чашек с ручкой и крышкой, многоразовый фильтр с ручкой и мерная ложка для молотого кофе.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобная панель управления</li>
<li>Цифровые часы с LED-дисплеем</li>
<li>Функция Aroma для регулировк крепости: легкий и интенсивный</li>
<li>Автоматический старт в установленное время</li>
<li>Автоматическое поддержание тепла в течение 40 мин.</li>
<li>Система защиты против капель</li>
<li>Индикатор уровня воды​</li>
<li>Регулировка жесткости воды</li>
<li>Световой индикатор очистки от накипи</li>
<li>Нескользящие ножки</li>
</ul>",121385,капельная,220 В,1.05 кВт,245 мм,265 мм,361 мм,,Италия,,,0,,27380,,,красный,металл,,молотый,,10 порций,,1.4 л,,,
https://cdn.entero.ru/mp@2x/79/fe/79fe93d876611ce96a96fb3f6385e766.jpg;https://cdn.entero.ru/mp@2x/e2/b9/e2b979ab06866d2c622a35285532c702.jpg;https://cdn.entero.ru/mp@2x/a6/64/a6646f89268be1b321b0e6fe65e7cf7f.jpg;https://cdn.entero.ru/mp@2x/34/ae/34ae0a8deeff082c434a83f2f91ced05.jpg;https://cdn.entero.ru/mp@2x/e7/bb/e7bb63ae17b390797a2b302db7d373f6.jpg;https://cdn.entero.ru/mp@2x/71/59/7159ae9306a48fdf4e0b333aa6097f39.jpg;https://cdn.entero.ru/mp@2x/37/2d/372d2a8125708a9d4234dbc68e017e5b.jpg,Кофеварка Solac Taste Slim ProCap CE4523,CE4523,29990,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/283270,"<p>Кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283270"">Solac Taste Slim ProCap CE4523</a></b> предназначена для приготовления кофе и напитков на его основе в отелях, офисах, частных домах и квартирах. Модель оснащена водяной помпой, съемным резервуаром для воды с откидной крышкой, кабелем питания с вилкой, выключателем и поворотным регулятором подачи пара на боковой панели, аналоговым манометром с круглым циферблатом на фронтальной панели и расположенными на верхней панели 3 функциональными клавишами. Корпус выполнен из высококачественной нержавеющей стали с сатинированной поверхностью, основание, крышка резервуара, поддон для чашек, трубка и портафильтр – из нержавеющей стали с вставками из черного пластика. </p>

<p>В комплект поставки входят портафильтр, мерная ложка с уплотнителем, фильтры на 1 и 2 чашки, а также капсульный фильтр.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Программирование температуры напитка</li>
<li>Регулировка объема порций</li>
<li>Программирование жесткости воды</li>
<li>Портафильтр с системой DOUBLE CREAM для приготовления 1 или 2 чашек одновременно</li>
<li>Функция предварительной инфузии для эффективной экстракции</li>
<li>Трубка с термоизолированной рукояткой для подачи горячей воды или пара, а также возможности вспенивания молока и приготовления капучино</li>
<li>Память настроек</li>
<li>Интегрированные в клавиши светодиодные сигнальные индикаторы активных функций </li>
<li>Звуковая сигнализация для подтверждения настроек, оповещения об окончании приготовления и неисправностях</li>
<li>Предупреждение о необходимости удаления накипи, а также неисправности датчика температуры с помощью одновременного сигнала 3 световых индикаторов</li>
<li>Усовершенствованная система нагрева термоблока</li>
<li>Автоматическое отключение через 30 мин. после окончания операции для энергосбережения</li>
<li>Защита от перегрева</li>
<li>Платформа для подогрева чашек</li>
<li>Легкосъемный поддон чашек с каплесборником</li>
<li>Прозрачный резервуар для визуального контроля уровня воды</li>
<li>Надежная фиксация портафильтра с отметкой верного положения</li>
<li>Возможность мойки резервуара, поддона для чашек и фильтров в посудомоечной машине</li>
<li>Устойчивое основание с нескользящими опорными ножками</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон программирования температуры: от 70 до 85 °С</li>
<li>Средняя температура сухого пара: 130 °С</li>
<li>Диапазон программирования жесткости воды: от 18 до 36° F</li>
<li>Диапазон регулировки объема порций: от 25 до 160 мл</li>
<li>Диапазон длительности приготовления: от 20 до 75 сек.</li>
</ul>",283270,"рожковая, капсульная",220 В,1.35 кВт,,,,,Китай,,,0,https://entero.ru/manuals/348866/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Solac%20Taste%20Slim%20ProCap%20CE4523.pdf,32247,,,"нерж. сталь, хром, черный",металл,20 бар,"молотый, капсулы, чалды",от 8 до 16 г,,,1 л,термоблок,нет,есть
https://cdn.entero.ru/mp@2x/82/f9/82f9d4f7f4727c45efc71015028dffcb.jpg;https://cdn.entero.ru/mp@2x/c8/b0/c8b068a5dc0c82f95c7eb92b554d5692.jpg;https://cdn.entero.ru/mp@2x/9a/c1/9ac1dba0134b619ed47ac39f78c0ac8a.jpg;https://cdn.entero.ru/mp@2x/f0/ae/f0ae313ad8aad45a558f1e89f196753e.jpg;https://cdn.entero.ru/mp@2x/24/1f/241fd90e9790f0294264db0d3335d19a.jpg;https://cdn.entero.ru/mp@2x/2a/fa/2afa92edbd9350d3800f70798239cc52.jpg,Кофеварка капельная KEF Filtro FLT 120 G1,Кофеварка капельная KEF Filtro FLT 120 G1,41704,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/337592,"<p>Капельная кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/337592"">KEF Filtro FLT 120 G1</a> </b>предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, кофейнях, кондитерских, ресторанах и кафе. Модель оснащена 2 независимыми зонами подогрева готового кофе и защитой от сухого хода.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время заваривания: 6 мин.</li>
<li>Производительность: 144 чашки/час</li>
</ul>",337592,капельная,220 В,2.4 кВт,190 мм,370 мм,440 мм,6 кг,Турция,1,240x400x500 мм,0,https://entero.ru/manuals/398708/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KEF%20Filtro%20FLT%20120%20G1.pdf,43442,,5.2 кг,,,,фильтрованный,,,,1.9 л,,нет,нет
https://cdn.entero.ru/mp@2x/bc/cf/bccf97fe80deb75381abc4ce1319829f.jpg,Фильтр-кофеварка ZKM FILTRONIC 120 AP термос с пневмопомпой,FLС 120 AP,56715,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/284456,"<p>Капельная кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284456""><b class=""b"">ZKM FILTRONIC 120 AP</b></a> предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, в офисах и гостиницах. Модель оснащена термосом с пневмопомпой. Корзина для заваривания выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 подогреваемые поверхности</li>
<li>Подключение к водопроводу и ручное заполнение</li>
<li>Быстрое время заваривания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 144 чашки/час</li>
<li>Время заваривания: 7 мин</li>
</ul>",284456,капельная,220 В,2.4 кВт,205 мм,400 мм,620 мм,,Турция,,,0,,,,7.5 кг,черный,металл,,молотый,,,,2.2 л,,есть,
https://cdn.entero.ru/mp@2x/38/59/38593d13fe60771f6afe98f8cc8e7108.jpg,Кофеварка капельная KEF FLC 120 T,Кофеварка капельная KEF FLC 120 T,58878,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/249891,"<p>Капельная кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249891"">KEF FLC 120 T</a> </b>предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, кофейнях, кондитерских, ресторанах и кафе. Термос и фильтродержатель выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от сухого хода</li>
<li>Быстрое время закипания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 кувшина: 6 мин.</li>
<li>Производительность: 144 чашки/час</li>
</ul>",249891,капельная,220 В,2.2 кВт,205 мм,400 мм,485 мм,12 кг,Турция,1,246x480x582 мм,6,https://entero.ru/manuals/463901/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KEF%20FLC%20120%20T.pdf,,,10 кг,,,,молотый,,,,1.9 л,,есть,
https://cdn.entero.ru/mp@2x/d4/e5/d4e56d0bfc22cdb21948c97ac8540f77.jpg;https://cdn.entero.ru/mp@2x/19/d8/19d8da12cc6a5fa255f61af1fa7c9e1f.jpg;https://cdn.entero.ru/mp@2x/62/5b/625b1226dc54df40a93be93f210386f1.jpg,Кофеварка Bravilor Bonamat Matic,8.010.050.31002,59824,RUB,Да,Bravilor Bonamat,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/74448,"<p>Кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74448"">Bravilor Bonamat Matic</a></b> используется на предприятиях общественного питания и торговли для приготовления фильтрованного кофе. Модель оснащена системой кофеварения, 2 саморегулируемыми плитами нагрева дна, которые поддерживают оптимальную температуру кофе, индикаторами готовности кофе и удаления накипи. Корпус выполнен из высококачественной нержавеющей стали, черные детали - из синтетических материалов.</p>

<p>В комплект поставки входят 2 стеклянных графина и фильтродержатель из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 
<ul>
<li>120 чашки/час</li>
<li>15 л/час</li>
</ul>
</li>
<li>Объем одного графина: 1,7 л</li>
<li>Время приготовления: 6 мин.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Фильтр-чашка <a href=""https://entero.ru/item/73735"">7.150.101.101</a></li>
<li>Фильтр для весны</li>
<li>Фильтр-лоток</li>
<li>Фильтр-лоток для чая</li>
<li>Термос</li>
<li>Подогреватель чашек <a href=""https://entero.ru/item/74519"">WHK</a></li>
<li>Мерная ложка</li>
<li>Средство Renegite для удаления накипи</li>
<li>Чистящее средство для глубокой очистки</li>
</ul>",74448,капельная,220 В,2.14 кВт,195 мм,406 мм,446 мм,,Нидерланды,,,10,https://entero.ru/manuals/342353/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Bravilor%20Bonamat%20Matic.pdf;https://entero.ru/manuals/342354/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bravilor%20Bonamat%20Matic.pdf;https://entero.ru/manuals/342355/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B%20Bravilor%20Bonamat%20Matic%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/342356/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20%D0%BD%D0%B0%20Bravilor%20Bonamat%20Matic.pdf;https://entero.ru/manuals/342357/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Bravilor%20Bonamat%20Matic.pdf;https://entero.ru/manuals/482961/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,62973,,6 кг,"черный, нерж. сталь",металл,,фильтрованный,,,,,,есть,
https://cdn.entero.ru/mp@2x/97/3b/973b06dd4cb6ae9ef795b5ed6cf2a97a.jpg;https://cdn.entero.ru/mp@2x/eb/f2/ebf2242bf7b53a55aec9d0913cd2a905.jpg;https://cdn.entero.ru/mp@2x/d2/c4/d2c44b0204f4d9893cb16a4481009209.jpg;https://cdn.entero.ru/mp@2x/ca/cb/cacb0c09e240ded4ec30a1d4cd0f8bd2.jpg;https://cdn.entero.ru/mp@2x/66/0d/660d5f69008fb1623278a9202283bf89.jpg;https://cdn.entero.ru/mp@2x/20/f9/20f9614c2e28d7784086dc738f4ceb67.jpg;https://cdn.entero.ru/mp@2x/7a/fc/7afcf9f9578efe2b70824827bd6ea7e7.jpg,Кофеварка капельная KEF FLT250,Кофеварка капельная KEF FLT250,64283,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/260335,"<p>Капельная кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/260335"">KEF FLT250</a> </b>предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, кофейнях, кондитерских, ресторанах и кафе. Модель оснащена вакуумным диспенсером для напитков со съемным поддоном и съемным фильтром. Корпус выполнен из из нержавеющей стали, фильтродержатель - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручная заливка воды</li>
<li>Защита от сухого хода</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Время приготовления 1 кувшина: 7 мин.</li>
<li>Производительность: 144 чашки/час </li>
</ul>",260335,капельная,220 В,2.2 кВт,375 мм,209 мм,696 мм,8.4 кг,Турция,1,450x250x835 мм,0,https://entero.ru/manuals/463947/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KEF%20FLT250.pdf,66961,,7 кг,черный,,,молотый,,,,2.5 л,,нет,
https://cdn.entero.ru/mp@2x/ce/46/ce46497da1b1f40e888cfd9f8ecf20d7.jpg,Кофеварка капельная KEF Filtronic FLC 250,Кофеварка капельная KEF Filtronic FLC 250,67456,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/365780,"<p>Капельная кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365780"">KEF Filtronic FLC 250</a> </b>предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, кофейнях, кондитерских, ресторанах и кафе. Камера для заваривания выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подключение к водопроводу и ручное наполнение водой</li>
<li>Защита от работы без воды</li>
<li>Быстрое время заваривания​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время заваривания: 7 мин.</li>
<li>Производительность: 144 чашки/час</li>
<li>Габариты в упаковке: 250х420х663 мм</li>
</ul>",365780,капельная,220 В,2.2 кВт,205 мм,381 мм,603 мм,8 кг,Турция,1,250x420x663 мм,0,https://entero.ru/manuals/476343/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KEF%20Filtronic%20FLC%20250.pdf,,,7.5 кг,черный,,,фильтрованный,,,,2.3 л,,есть,
https://cdn.entero.ru/mp@2x/f7/b7/f7b7f14218d1c9971a24a2d746fb4337.jpg;https://cdn.entero.ru/mp@2x/35/40/3540d3f505dbcf268beff32c978e6689.jpg;https://cdn.entero.ru/mp@2x/b5/89/b5893c4181270df57a37a31a4749b33c.jpg,Кофеварка Clatronic KA 3356,KA 3356 schwarz,2995,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/171715,"<p>Капельная кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171715"">Clatronic KA 3356</a> </b>применяется в частных домах и квартирах, в отелях и офисах для приготовления кофе и напитков на его основе. Модель оснащена съемным нейлоновым фильтром и выключателем со световым индикатором.</p>

<p>В комплект поставки входит керамическая кружка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Объем приготовления - одня порция</li>
<li>Автоматическое отключение питания</li>
</ul>

<ul>
<li>Противоскользящий съемный лоток для сбора капель</li>
<li>Индикатор уровня воды</li>
<li>Компактный размер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем кружки: 120 мл</li>
</ul>",171715,капельная,220 В,0.3 кВт,130 мм,155 мм,175 мм,,Германия,,,0,https://entero.ru/manuals/197788/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20KA%203356%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,0.61 кг,черный,,,фильтрованный,,,,,,,
https://cdn.entero.ru/mp@2x/2c/b0/2cb021cc6c622a7337bb38496d056f63.jpg;https://cdn.entero.ru/mp@2x/5a/1c/5a1c5ab2f98c59c9313e63ecd25550cf.jpg,Кофеварка Clatronic KA 3733,Кофеварка Clatronic KA 3733,4022,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/226724,"<p>Кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226724""><b class=""b"">Clatronic KA 3733</b></a> используется в отелях, офисах, частных домах и квартирах для приготовления фильтрованного кофе. Модель оснащена термокружкой с двойными стенками и носиком для питья, которая поддерживает оптимальную температуру кофе и встроенным съемным нелоновым фильтром. Корпус выполнен из пластика, термокружка - из нержавеющей стали с прорезиненным покрытием Soft Touch.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компактная термокружка подходит для всех распространенных подстаканников, в том числе автомобильных</li>
<li>Выключатель с подсветкой</li>
<li>Автоматическое отключение</li>
</ul>",226724,капельная,220 В,от 0.65 до 0.75 кВт,,,,,Китай,,,0,https://entero.ru/manuals/273120/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20KA%203733.pdf,5292,,1 кг,"нерж. сталь, черный","металл, пластик",,"фильтрованный, молотый",,,,0.4 л,,,
https://cdn.entero.ru/mp@2x/19/2d/192dfb10df228c7ed178fd85b68fa0c1.jpg;https://cdn.entero.ru/mp@2x/ee/7f/ee7f857618b6ec00c0429381373f0701.jpg;https://cdn.entero.ru/mp@2x/40/6f/406f98b4ade23443f111939188ecb3b7.jpg;https://cdn.entero.ru/mp@2x/29/df/29dffb40d4e9634fa3417fbbfdd5f3bd.jpg;https://cdn.entero.ru/mp@2x/4a/c5/4ac5e95f41064df12277992d675a177c.jpg;https://cdn.entero.ru/mp@2x/7e/ea/7eea430966e3d018377b9e69bdaed37b.jpg,Кофеварка Vatten VK615/1200/N,Кофеварка Vatten VK615/1200/N,6391,RUB,Да,Vatten,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/346658,"<p>Рожковая эспрессо кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346658"">Vatten VK615/1200/N</a> </b>используется для приготовления кофе и напитков на его основе в офисах, гостиницах и домашних условиях. Модель оснащена помпой, капучинатором в виде поворотной трубки с паровой насадкой, подставкой для чашек, кабелем питания с вилкой, электромеханической панелью управления с функциональными сенсорными клавишами на фронтальной стенке и 3-позиционным поворотным переключателем на боковой стенке. Корпус прямоугольно ориентированной формы выполнен из нержавеющей стали с серебристой поверхностью и черного пластика, панель управления черного цвета.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Профессиональный холдер (держатель фильтра) с 2 изливами</li>
<li>Фильтры для холдера на 1 и на 2 чашки</li>
<li>Темпер для утрамбовывания молотого кофе в холдере с мерной ложкой</li>
<li>Инструкция по эксплуатации</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Управление:
<ul>
<li>Сенсорная панель:
<ul>
<li>Включение и отключение питания</li>
<li>Приготовление 1 чашки эспрессо</li>
<li>Приготовление 2 чашек эспрессо</li>
<li>Подача пара</li>
<li>Интегрированные в клавиши символьные светодиодные индикаторы активных функций</li>
</ul>
</li>
<li>Режимы поворотного переключателя:
<ul>
<li>Приготовление кофе</li>
<li>Подготовка и прогрев</li>
<li>Подача пара</li>
</ul>
</li>
</ul>
</li>
<li>Автоматическое отключение при отсутствии действий в течение 20 мин.</li>
<li>Простое управление благодаря удобному меню</li>
<li>Пассивный подогреватель чашек с рельефной поверхностью на верхней панели</li>
<li>Легкосъемный прозрачный резервуар для воды с крышкой, отметками минимального и максимального уровня воды для визуального контроля заполнения</li>
<li>Интегрированный в подставку для чашек каплесборник с красным поплавком для контроля заполнения, легкосъемными поддоном и решеткой </li>
<li>Надежная фиксация холдера в гнезде заварочного блока с помощью поворотного механизма для возможности свободного передвижения пользователя во время заваривания</li>
<li>Термоизолированные рукоятки холдера и трубки подачи пара </li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Компактные габариты и малый вес для оптимизации пространства при эксплуатации, удобства хранения и транспортировки</li>
<li>Легкость обслуживания</li>
<li>Высококачественные материалы и комплектующие для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>",346658,рожковая,220 В,1.2 кВт,180 мм,250 мм,280 мм,,Китай,,,0,https://entero.ru/manuals/425535/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vatten%20VK615_1200_N.pdf;https://entero.ru/manuals/425536/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,8300,,,"серебристый, черный","металл, пластик",20 бар,"молотый, чалды",,,,,термоблок,нет,есть
https://cdn.entero.ru/mp@2x/ad/cb/adcb4f32dda83df6c0b88c43e210d722.jpg;https://cdn.entero.ru/mp@2x/6c/0e/6c0e677d8c8908a624e8ccf53308471b.jpg;https://cdn.entero.ru/mp@2x/c5/3d/c53db364014005462c9f6d2f3d0cf8d6.jpg;https://cdn.entero.ru/mp@2x/0e/5c/0e5cc074636c8be2b3ab2ac936cbb3c3.jpg;https://cdn.entero.ru/mp@2x/89/89/89899a85594d8322b20cf7bdae03bc49.jpg;https://cdn.entero.ru/mp@2x/3c/be/3cbec16a146f099f64306bf8ae4ee069.jpg,Кофеварка Profi Cook PC-KA 1169,Кофеварка Profi Cook PC-KA 1169,7112,RUB,Да,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/169877,"<p>Капельная кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169877"">Profi Cook PC-KA 1169</a> </b>применяется в отелях, офисах, частных домах и квартирах для приготовления кофе и напитков на его основе. Модель оснащена сенсорной панелью управления с 5 кнопками и 2 световыми индикаторами и съемным для легкой очистки держателем фильтра. Корпус выполнен из пластика и из нержавеющей стали, кувшин - из термостойкого стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Программируемый таймер до 24 ч.</li>
<li>Настройка интенсивности аромата (3 уровня)</li>
<li>Устройство защиты от капель</li>
<li>Автоматическое отключение конфорки</li>
<li>Режим поддержания тепла</li>
<li>Резервуар с индикатором уровня воды со шкалой</li>
<li>Прорезиненные ножки</li>
</ul>",169877,капельная,220 В,0.9 кВт,167 мм,253 мм,328 мм,,Германия,,,0,https://entero.ru/manuals/195797/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Profi%20Cook%20PC-KA%201169%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/195796/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-KA%201169.pdf,8673,,,"нерж. сталь, черный",,,молотый,,,,1.5 л,,,
