Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Количество полок,Подогрев чашек
https://cdn.entero.ru/mp@2x/7c/82/7c82557d88a9a5d8ea3053edc392cb62.jpg,Холодильник Franke UT320,Холодильник Franke UT320,644230,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/94593,"<p>Холодильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94593"">Franke UT320</a></b> предназначен для совместного использования с кофемашинами для охлаждения молока до температуры, оптимальной для вспенивания. Оборудование устанавливается под прилавком.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 12 л</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,1 кВт</li>
<li>Размер: 32х467х547 мм</li>
</ul>",94593,,,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/55/f1/55f1a2c6a7ddeb60d2c724fee65f64b0.jpg;https://cdn.entero.ru/mp@2x/4c/cd/4ccd4eee2a5ac1ff23e47c57c9096cd1.jpg;https://cdn.entero.ru/mp@2x/f2/ef/f2ef94486a2a1cbd36f79a8345d094b2.jpg;https://cdn.entero.ru/mp@2x/c8/b7/c8b7ca161056ad6b4152f357e81dad2d.jpg;https://cdn.entero.ru/mp@2x/3a/be/3abe524189ed04331d3711d8f087fbe7.jpg;https://cdn.entero.ru/mp@2x/84/f5/84f55331fa9283e5c2cf15485acf8bf7.jpg,Холодильник Franke SU12 FM CM черный,Холодильник Franke SU12 FM CM черный,687587,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/127886,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127886""><b class=""b"">Franke SU12 FM CM</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки как с правой, так и с левой стороны от кофемашины, а также под прилавком.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",127886,,,220 В,от 0.17 до 0.195 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140507/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM.jpg,,,26 кг,12 л,,Да
https://cdn.entero.ru/mp@2x/b3/b1/b3b16a42543349032d58860a4c0ea60f.jpg;https://cdn.entero.ru/mp@2x/75/ec/75ec5fe6f6a3e1fdc7f4fd741e6b4047.jpg;https://cdn.entero.ru/mp@2x/0e/a3/0ea3063674dacf3c0868199845646bc5.jpg;https://cdn.entero.ru/mp@2x/75/05/7505ecdabea513f99987a5b84f7d5f13.jpg,Холодильник Franke SU12 FM CM черный с золотом,Холодильник Franke SU12 FM CM черный с золотом,687587,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/127887,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127887""><b class=""b"">Franke SU12 FM CM</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки как с правой, так и с левой стороны от кофемашины, а также под прилавком.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",127887,,,220 В,от 0.17 до 0.195 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140508/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM.jpg,739341,,26 кг,12 л,,Да
https://cdn.entero.ru/mp@2x/2d/db/2ddbeeab03f0181084af9822bc33096e.jpg;https://cdn.entero.ru/mp@2x/c5/b4/c5b480965cd412b987d6467dca9cc1c8.jpg;https://cdn.entero.ru/mp@2x/3b/43/3b430e0c5edb67cebc3cbcf9692e4e66.jpg;https://cdn.entero.ru/mp@2x/46/3e/463e4cacc313e86dcf082c563ced3106.jpg,Холодильник Franke SU12 FM CM антрацит,Холодильник Franke SU12 FM CM антрацит,687587,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/128092,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128092""><b class=""b"">Franke SU12 FM CM</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки как с правой, так и с левой стороны от кофемашины, а также под прилавком.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Цвет: антрацит</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",128092,,,220 В,от 0.17 до 0.195 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140509/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM.jpg,,,26 кг,12 л,,Да
https://cdn.entero.ru/mp@2x/5b/cc/5bccba2fa3f5ec582e2c39b7406c9efb.jpg;https://cdn.entero.ru/mp@2x/77/3c/773c0cd6587fd9eb1921dada75c0b569.jpg;https://cdn.entero.ru/mp@2x/aa/33/aa3397b56ab96f6d507899d2b97872ff.jpg;https://cdn.entero.ru/mp@2x/9f/b2/9fb2194f95de17430d2d1f6860248577.jpg,Холодильник Franke SU12 FM CM белый,Холодильник Franke SU12 FM CM белый,687587,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/128093,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128093""><b class=""b"">Franke SU12 FM CM</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки как с правой, так и с левой стороны от кофемашины, а также под прилавком.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",128093,,,220 В,от 0.17 до 0.195 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140510/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM.jpg,731476,,26 кг,12 л,,Да
https://cdn.entero.ru/mp@2x/d5/1a/d51a2fa4337c60eb7aaaaa162ff550af.jpg;https://cdn.entero.ru/mp@2x/c7/d5/c7d58bdcff49bbed642446d61c9b48bd.jpg;https://cdn.entero.ru/mp@2x/87/21/87218d004030f7c4a0cf354d6051f737.jpg;https://cdn.entero.ru/mp@2x/5b/14/5b14e35887a6c671fe57df486d0dbc67.jpg,Холодильник Franke SU12 FM CM Twin черный,SU12 CM (FM) TWIN,928286,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/128095,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128095""><b class=""b"">Franke SU12 FM CM Twin</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки между двумя кофемашинами, а также под прилавком, на котором расположены две кофемашины.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",128095,,,220 В,от 0.17 до 0.195 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140512/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM%20Twin.jpg,,,26 кг,12 л,,Да
https://cdn.entero.ru/mp@2x/8d/c5/8dc5506e45005cf203cb7a5cedd83db7.jpg;https://cdn.entero.ru/mp@2x/23/20/2320b9304ac4927bb427c2a8e1353a88.jpg,Холодильник Franke SU12 FM CM Twin антрацит,SU12 CM (FM) TWIN,928286,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/128096,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128096""><b class=""b"">Franke SU12 FM CM Twin</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки между двумя кофемашинами, а также под прилавком, на котором расположены две кофемашины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: антрацит</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",128096,,,220 В,от 0.17 до 0.195 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140513/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM%20Twin.jpg,,,26 кг,12 л,,Да
https://cdn.entero.ru/mp@2x/8b/61/8b618407b9dac53fb7cdbbb0000ee3a7.jpg;https://cdn.entero.ru/mp@2x/16/7c/167c366a01a31f665016898cc7253094.jpg,Холодильник Franke SU12 FM CM Twin белый,SU12 CM (FM) TWIN,928286,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/128097,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128097""><b class=""b"">Franke SU12 FM CM Twin</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки между двумя кофемашинами, а также под прилавком, на котором расположены две кофемашины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: белый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",128097,,,220 В,от 0.17 до 0.195 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140514/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM%20Twin.jpg,,,26 кг,12 л,,Да
https://cdn.entero.ru/mp@2x/72/5d/725d1775ccdc8a20631ac3bc645d124c.jpg;https://cdn.entero.ru/mp@2x/e6/91/e691839ff9744affb7baf865e83b7d7c.jpg,Холодильник Franke SU12 FM CM Twin черный с золотом,Холодильник Franke SU12 FM CM Twin черный с золотом,928286,RUB,Нет,Franke,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/128098,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128098""><b class=""b"">Franke SU12 FM CM Twin</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого для приготовления кофейных напитков на его основе. Модель оснащена системой мониторинга уровня молока, системой автоматизированной очистки CleanMaster (CM) со встроенными чистящими картриджем и резервуаром, системой программирования выдачи остатков молока и подогреваемым поддоном для хранения чашек. Холодильник предназначен для установки между двумя кофемашинами, а также под прилавком, на котором расположены две кофемашины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: черный с золотом</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система ""Два типа молока"" (2х 4,5 л)</li>
</ul>",128098,,,220 В,0.072 кВт,340 мм,475 мм,586 мм,,Швейцария,,,0,https://entero.ru/manuals/140515/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Franke%20SU12%20FM%20CM%20Twin.jpg,,,26 кг,12 л,,
https://cdn.entero.ru/mp@2x/1f/98/1f98ede8f107fed349868503886212c0.jpg;https://cdn.entero.ru/mp@2x/18/05/1805f8ae8f19bf952e6d294cf1a285a1.jpg,Беспроводной трансмитер Jura Wireless Transmitter,Беспроводной трансмитер Jura Wireless Transmitter,0,RUB,Нет,Jura,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/155728,"<p>Беспроводной трансмитер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/155728"">Jura Wireless Transmitter</a></b> используется совместно с холодильником для молока <a href=""http://entero.ru/search.php?text=Cool+Control+1L"">Cool Control</a> и предназначен для обеспечения беспроводной связи с кофемашиной.</p>

<p>Кофемашина должна быть оснащена Smart Connect.</p>",155728,,,,,,,,,,,,0,https://entero.ru/manuals/185078/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jura%20Wireless%20Transmitter.pdf,,,,,,
https://cdn.entero.ru/mp@2x/c5/6e/c56e247b9ca06c2ce3ad09530dda7de9.jpg,Холодильник для молока EKSI MF5,Холодильник для молока EKSI MF5,0,RUB,Нет,EKSI,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/305760,"<p>Холодильник для молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305760"">EKSI MF5</a></b> предназначен для охлаждения и кратковременного хранения молока и сливок на предприятиях общественного питания и торговли. Модель оснащена электронной панелью управления, LED-подсветкой и замком. Корпус имеет теплоизоляцию из циклопентена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хладагент: R600а</li>
<li>Климатический класс: SN/N/ST</li>
<li>Класс электробезопасности: I</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Вес хладагента: 12 гр</li>
<li>Уровень шума: 42 дБ</li>
</ul>",305760,компрессорный,от 4 до 16 °C,220 В,0.07 кВт,180 мм,473 мм,465 мм,15 кг,Китай,1,220x520x500 мм,0,https://entero.ru/manuals/475641/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20MF5.doc,,,13.6 кг,5 л,,
https://cdn.entero.ru/mp@2x/3c/bc/3cbc2aa54778e6f13c962d6d61f5a58b.jpg,"Холодильник для молока Jura Cool Control 2,5L BLACK",24065,0,RUB,Нет,Jura,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/155641,"<p>Холодильник для молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/155641""><b class=""b"">Jura Cool Control 2,5L BLACK</b></a> используется совместно с кофемашинами JURA серий X и GIGA-X на предприятиях общественного питания и торговли для хранения и охлаждения молока. Модель оснащена цифровым индикатором температуры, стальным контейнером с ручкой, металлической трубкой и адаптером.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция беспроводного соединения</li>
<li>Режим охлаждения: элемент Пельтье</li>
<li>Механизм блокировки</li>
<li>Интегрированный индикатор уровня</li>
<li>Климатический класс: Т</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина сетевого шнура: 3,3 м</li>
<li>Толщина крышки: 1,5 мм</li>
<li>Цвет: черный</li>
</ul>",155641,термоэлектрический,4 °C,220 В,0.05 кВт,150 мм,319 мм,234 мм,,Швейцария,,,0,https://entero.ru/manuals/184977/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jura%20Cool%20Control%202_5L%20BLACK.pdf,,,3.4 кг,2.5 л,,
https://cdn.entero.ru/mp@2x/b1/b7/b1b77bf1af940e07b9b13a66369a25a8.jpg,Шкаф холодильный VIATTO VA-SC08M,Шкаф холодильный VIATTO VA-SC08M,0,RUB,Нет,VIATTO,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/126608,"<p>Холодильный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126608"">VIATTO VA-SC08M</a></b> предназначен для демонстрации, охлаждения и кратковременного хранения молока и сливок, используемых для приготовления кофе при помощи кофемашин на предприятиях общественного питания и торговли. Модель оснащена LED-подсветкой и распашной дверцей. Корпус окрашен в черный цвет.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Хладагент: R600а</li>
<li>Габариты в упаковке: 306x576x454 мм</li>
</ul>",126608,,от 0 до 10 °C,220 В,0.07 кВт,505 мм,240 мм,395 мм,,Китай,,,0,https://entero.ru/manuals/409420/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,14 кг,8 л,,
https://cdn.entero.ru/mp@2x/6f/48/6f48d20e570a8018a3c5f7984c28d346.jpg;https://cdn.entero.ru/mp@2x/8f/d4/8fd43b4b033be303e39cb9e5a6fb2a3b.jpg,Холодильник для молока Astoria (C.M.A.) 01FRIGOFA20001 белый,Холодильник для молока Astoria (C.M.A.) 01FRIGOFA20001 белый,0,RUB,Нет,Astoria (C.M.A.),Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/117452,"<p>Холодильник для молока​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117452""><b class=""b"">Astoria (C.M.A.) 01FRIGOFA20001</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в офисах и гостиницах для хранения молока и сливок в охлажденном состоянии. Модель идеально подходит для кофемашины <a href=""https://entero.ru/search.php?text=Astoria+Hybrid"" target=""_blank"">Hybrid</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронная панель управления с дисплеем и функцией регулировки температуры</li>
<li>Вместительный внутренний отсек</li>
<li>Стильный современный дизайн</li>
</ul>",117452,,от -5 до 10 °C,220 В,0.08 кВт,320 мм,470 мм,560 мм,,Италия,,,0,https://entero.ru/manuals/118843/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Astoria%20%28C.M.A.%29%2001FRIGOFA20001.pdf,,,29 кг,8 л,,
