Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/91/95/9195d57a42df03cf4cf928d09a02437b.jpg,Питчер Agave Silver 350 мл,Питчер Agave Silver 350 мл,2865,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333549,"<p>Питчер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333549"">Agave Silver 350 мл</a></b> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 350 мл</li>
</ul>",333549,питчер,65 мм,65 мм,90 мм,,Италия,,,0,,,0.3 кг,
https://cdn.entero.ru/mp@2x/18/eb/18ebf3e924debc8ded263db0afc69f48.jpg,Питчер Agave Silver Frothing - 500 мл,Питчер Agave Silver Frothing - 500 мл,2865,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333583,"<p>Питчер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333583"">Agave Silver Frothing - 500 мл</a></b> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 500 мл</li>
</ul>",333583,питчер,,,,,Италия,,,0,,,,
https://cdn.entero.ru/mp@2x/6e/ec/6eec3d040c7f8f123094e4f178a59e2f.jpg,Темпер Agave African Black Wood Ø 51 мм (TP028-36),TP028-36,2970,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333933,"<p><span style=""color:#990000;"">​</span>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333933""><b class=""b"">Agave TP028-36</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, а также в домашних условиях для темперирования – утрамбовывания свежемолотого кофе для эспрессо перед завариванием в портафильтре. Модель классической формы оснащена плоской головкой и удобной обтекаемой рукояткой. Головка выполнена из металла с серебристой поверхностью, рукоятка – из дерева оттенка African Black Wood.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр головки: 51 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",333933,темпер,80 мм,90 мм,110 мм,,Италия,,,0,,,0.27 кг,
https://cdn.entero.ru/mp@2x/6b/70/6b708afc1f60dc6bfd1c10915516ad53.jpg,Питчер Agave White Frothing 500 мл,Питчер Agave White Frothing 500 мл,3072,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333552,"<p>Питчер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333552"">Agave White Frothing 500 мл</a></b> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 500 мл</li>
</ul>",333552,питчер,100 мм,85 мм,120 мм,,Италия,,,0,,3746,0.3 кг,
https://cdn.entero.ru/mp@2x/fb/6a/fb6af076f4d9877ae61cb13856884422.jpg,Питчер Agave Black 350 мл,Питчер Agave Black 350 мл,3174,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333547,"<p>Питчер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333547"">Agave Black 350 мл</a></b> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 350 мл</li>
</ul>",333547,питчер,100 мм,85 мм,120 мм,,Италия,,,0,,,0.3 кг,
https://cdn.entero.ru/mp@2x/50/19/5019780ae625fdc1830ff71e447519b1.jpg,Нок-бокс Agave Black M004,M004,3174,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333944,"<p>Нок-бокс <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333944"">Agave Black M004</a></b> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, а также в домашних условиях для сбора кофейного жмыха из портафильтра после приготовления напитка. Модель круглого сечения оснащена нескользящим основанием и съемной перекладиной, фиксируемой на отверстиях в кромке. Корпус выполнен из нержавеющей стали с черным покрытием, перекладина с амортизирующей обрезиненной поверхностью и наконечниками серебристого оттенка.</p>",333944,нок-бокс,170 мм,170 мм,120 мм,,Италия,,,0,,4408,1 кг,
https://cdn.entero.ru/mp@2x/85/24/85248a94bc6d78b6863912d5caf83d7c.jpg;https://cdn.entero.ru/mp@2x/ff/ff/ffffded97f4249fd1eaa684aa18b81bc.jpg,Контейнер для очистки молочной системы Jura 24219,Контейнер для очистки молочной системы Jura 24219,3585,RUB,Да,Jura,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/359215,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359215"">Jura 24219</a></b> предназначен для очистки молочной системы в кофемашинах C8 (EA), D6, D60, E6 (EA), E6 (EB), E6 (EC), E6 (ECS), E8 (2015), E8 (2018), E8 (Touch 2029), E80 (2018), ENA 8, GIGA 6, GIGA 6 (EA), J6, S8 (2018), S8 (EA), S8 (EB) S80 (2018), WE8 (2016) и WE8 (2019) на предприятиях общественного питания. Двухкамерный контейнер выполнен из пластика, пригодного для мытья в посудомоечной машине, облегчает очистку молочной системы, устраняя необходимость поиска подходящих емкостей.</p>",359215,,,,,,,,,0,https://entero.ru/manuals/460670/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jura%2024219.pdf,,,
https://cdn.entero.ru/mp@2x/e8/56/e856b6cd0748e9ec202a6f1a2b27c86b.jpg,"Молочник MOTTA Europa на 350 мл, черный",2535,3689,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/164217,"<p>Молочника <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164217""><b class=""b"">MOTTA Europa на 350 мл </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из нержавеющей стали, покрытой ударопрочной эмалью черного цвета.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 350 л</li>
<li>Цвет: черный</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",164217,питчер,85 мм,100 мм,120 мм,,Италия,,,0,https://entero.ru/manuals/501171/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.27 кг,
https://cdn.entero.ru/mp@2x/25/36/2536b15fa8d927b54b8abdba93e15ed1.jpg;https://cdn.entero.ru/mp@2x/a0/cc/a0ccdcdb19f30fb65dd1c277f762768d.jpg;https://cdn.entero.ru/mp@2x/35/27/3527e6d7e198bc317481d3aa7794353a.jpg;https://cdn.entero.ru/mp@2x/69/a4/69a4a8114b7df01d55f6cd9b030a8dba.jpg,Дрип-станция Doppio F819,Дрип-станция Doppio F819,3765,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/315477,"<p>Дрип-станция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315477""><b class=""b"">Doppio F819</b></a> предназначена для заваривания кофе в воронке и аэропрессе в кофейнях, барах и ресторанах. Модель выполнена из стали с покрытием черного цвета.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр: 70 мм</li>
</ul>",315477,,190 мм,,165 мм,,Китай,,,0,,5379,0.96 кг,
https://cdn.entero.ru/mp@2x/f7/04/f7048e59fe2a5e86ce2881018f4fdeb9.jpg,Нок-бокс Doppio ZHW4,Нок-бокс Doppio ZHW4,3952,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/211435,"<p>Нок-бокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/211435""><b class=""b"">Doppio ZHW4</b></a> используется совместно с кофемашинами на предприятиях общественного питания, в офисах и частных домах для сбора отработанного кофе из портафильтра после приготовления напитка. Изделие выполнено из нержавеющей стали и пластика.</p>",211435,,270 мм,170 мм,110 мм,,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/5f/97/5f97e79045ddb0bacb8d6ab5c6b4fbc7.jpg;https://cdn.entero.ru/mp@2x/4c/20/4c20f9dc2c5ef18d5f911ef769b4f978.jpg;https://cdn.entero.ru/mp@2x/54/c2/54c2f09df69a67d48fe44696c86b6705.jpg,Молочный ланцет Nivona NIML 220,Молочный ланцет Nivona NIML 220,4036,RUB,Да,Nivona,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/187002,"<p>Молочный ланцет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187002""><b class=""b"">Nivona NIML 220 </b></a>предназначен для приготовления молочных напитков без погружения трубок в молоко. С помощью ланцета пакет с молоком протыкается и остается там до полного использования. Пакет хранится в холодильнике. </p>",187002,,280 мм,69 мм,23 мм,,,,,0,,5045,,
https://cdn.entero.ru/mp@2x/c7/b1/c7b17b1be4cd542013b59263e57fdee6.jpg,"Молочник MOTTA Tulip 04250/00 500 мл, желтый",4250,4186,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/216446,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216446""><b class=""b"">MOTTA Tulip 04250/00</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из высококачественной нержавеющей стали, пригодной для контакта с продуктами.</p>",216446,питчер,105 мм,60 мм,125 мм,,Италия,,,0,https://entero.ru/manuals/501141/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.2 кг,
https://cdn.entero.ru/mp@2x/ab/10/ab10204101996b79e40fb769eac214a7.jpg,"Молочник MOTTA Europa на 750 мл, черный",2575,4468,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/164237,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164237""><b class=""b"">MOTTA Europa на 750 мл </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из нержавеющей стали, покрытой ударопрочной эмалью черного цвета.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 750 л</li>
<li>Цвет: черный</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",164237,питчер,,,,,Италия,,,0,https://entero.ru/manuals/501165/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,
https://cdn.entero.ru/mp@2x/18/c8/18c83fabec3fa9ffd2b7dc9c08c2b118.jpg,Весы для кофе Doppio S1,Весы для кофе Doppio S1,4527,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/315412,"<p>Весы для кофе <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315412"">Doppio S1</a></b> предназначены для точного взвешивания и соблюдения пропорций ингредиентов, необходимых для приготовления кофе на предприятиях общественного питания и торговли. Модель оснащена сенсорными кнопками и индикатором заряда батареи. Корпус выполнен из пластика.</p>

<p>В комплект поставки входят кабель зарядки USB-С и силиконовый коврик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима работы:
<ul>
<li>Стандартный - весы / секундомер</li>
<li>Работа с рецептами альтернативного заваривания (секундомер запускается автоматически при предсмачивании, и останавливается при окончании второго вливания воды)</li>
</ul>
</li>
<li>Конструкция корпуса защищает от попадания влаги внутрь</li>
<li>Единицы измерения: грамм</li>
<li>Секундомер с поминутным звуковым сигналом</li>
<li>Питание от встроенного аккумулятора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный вес: 2000 г</li>
<li>Точность взвешивания: 0,1 г</li>
<li>Секундомер: до 9 мин. 59 сек.</li>
<li>Емкость аккумулятора: 1200 mAh</li>
<li>Цвет: черный</li>
</ul>",315412,весы для кофе,128 мм,118 мм,20 мм,,Китай,,,0,https://entero.ru/manuals/501307/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,5957,,
https://cdn.entero.ru/mp@2x/ae/b2/aeb2368288f9d5c43fe37570bb84e742.jpg,"Темпер MOTTA 8100/B плоский 58 мм, черная ручка",8100/B,4929,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/245262,"<p>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245262""><b class=""b"">MOTTA 08100/B</b></a> используется совместно с кофемашинами рожкового типа в частных домах, офисах, кафе и ресторанах для прессовки молотых зерен в холдере при приготовлении кофейных напитков. Модель оснащена плоской стальной рабочей частью и эргономичной ручкой. Рабочая поверхность выполнена из нержавеющей стали, ручка - из дерева.</p>",245262,темпер,90 мм,115 мм,80 мм,,Италия,,,0,https://entero.ru/manuals/501011/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.4 кг,
https://cdn.entero.ru/mp@2x/b7/82/b7826093aab90e7e3e564a9303498fc4.jpg;https://cdn.entero.ru/mp@2x/64/09/640950695c000948db74ce45d61922ac.jpg,Разравниватель для молотого кофе ZeroHero Thor distributor 58 мм,fbfq002,5089,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/370284,"<p>Разравниватель для молотого кофе <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370284""><b class=""b"">ZeroHero Thor distributor</b></a> предназначен для разравнивания слоя кофе перед темпированием для более ровного распределения кофе и избавления от каналов в кофейной таблетке с целью повышения равномерности экстрации. Изделие выполнено из нержавеющей стали, аоюминиевого сплава и дерева.</p>",370284,выравниватель кофе,,,,,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/d9/0e/d90ec3b1a7a64949ff9f7729c4dee7be.jpg;https://cdn.entero.ru/mp@2x/45/a6/45a6d6e486345538f8769028665d5d80.jpg;https://cdn.entero.ru/mp@2x/60/cb/60cb55ea01b99c44c60091f5beb8bacc.jpg,Нок-бокс Manifesta NOX 9 KBBL181795 бездонный (встраиваемый) модернизированный,KBBL181795,5090,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/371217,"<p>Нок-бокс бездонный (встраиваемый) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371217""><b class=""b"">Manifesta NOX 9 KBBL181795 </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для приготовления кофе. Изделие выполнено из высококачественной нержавеющей стали SISI 201 с силиконовым напылением, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поверхность матовая</li>
<li>Можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стенок: 1 мм</li>
<li>Цвет: черный</li>
</ul>",371217,нок-бокс,185 мм,170 мм,170 мм,,Китай,,,0,https://entero.ru/manuals/495782/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Manifesta%20Professionale.pdf;https://entero.ru/manuals/495783/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Manifesta.pdf,,,
https://cdn.entero.ru/mp@2x/e9/44/e944413cdc9cd8dd5d49b71ff5eacfac.jpg,Нок-бокс Doppio ZH10,Нок-бокс Doppio ZH10,5145,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/211436,"<p>Нок-бокс <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/211436""><b class=""b"">Doppio ZH10</b></a> используется совместно с кофемашинами на предприятиях общественного питания, в офисах и частных домах для сбора отработанного кофе из портафильтра после приготовления напитка. Изделие выполнено из нержавеющей стали.</p>",211436,,150 мм,150 мм,150 мм,,Китай,,,0,,6125,,
https://cdn.entero.ru/mp@2x/e8/65/e865157cad2a9711383febdfaa2f87bb.jpg,Весы для кофе Manifesta NEW TIMER Scale 3ААА Б402,Б402,5900,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/371123,"<p>Весы с таймером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371123""><b class=""b"">Manifesta TIMER Scale 3ААА Б402</b></a> используется на предприятиях общественного питания и торговли, в офисах, а также в домашних условиях для приготовления кофе и кофейных напитков. Модель оснащена большим сенсорным светодиодным экраном и силиконовым ковриком. Корпус выполнен из матового ABS пластика. Весы работают от 2 батареек типа ААА (в комплект не входят). </p>

<p><b>Особенности:</b></p>

<ul>
<li>Материал ABS + S / S304 с функцией водонепроницаемости</li>
<li>Функция хронометража при взвешивании</li>
<li>Прямоугольная форма</li>
<li>Матовая поверхность</li>
<li>Современный стиль</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер платформы: 130х130 мм</li>
<li>Взвешивание: 3 КГ / 0,1 Г</li>
<li>Цвет: черный</li>
</ul>",371123,весы для кофе,135 мм,195 мм,30 мм,,Китай,,,0,https://entero.ru/manuals/495587/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Manifesta%20Professionale.pdf;https://entero.ru/manuals/495588/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Manifesta.pdf,,,
https://cdn.entero.ru/mp@2x/92/04/920455e7ba137908796035ecb333e57c.jpg,"Молочник MOTTA 06191/50 на 500 мл, черно-белый",170212,6549,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/362633,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362633""><b class=""b"">MOTTA Tulip 04550 </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из полированной нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 500 мл</li>
</ul>",362633,питчер,110 мм,100 мм,120 мм,,Италия,,,0,https://entero.ru/manuals/501192/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.29 кг,
https://cdn.entero.ru/mp@2x/37/8d/378d0da352d66f3c9bb80aa475ccc4b3.jpg;https://cdn.entero.ru/mp@2x/89/92/899264cb8725e6e27aa6eb17a245b8ac.jpg;https://cdn.entero.ru/mp@2x/5d/db/5ddb36b9d24ef27e1c5b732eb371f4cf.jpg;https://cdn.entero.ru/mp@2x/77/a9/77a9c7b676f456fd5afb8b1d98ebed36.jpg;https://cdn.entero.ru/mp@2x/0b/4c/0b4c20c7b484d57533f7c8b4995ba258.jpg;https://cdn.entero.ru/mp@2x/af/f8/aff8f43dc9c4e711e2d391ea6b6c1b79.jpg,"Весы бариста аккумуляторные ZeroHero Mini Scale (Pour-over&Espresso) (1800 мА·ч 0,2-2000 г) черные",Fdzc016,7079,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/377307,"<p>Электронные аккумуляторные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377307""><b class=""b"">ZeroHero Mini Scale (Pour-over&Espresso)</b></a> предназначены для точного взвешивания ингредиентов в процессе приготовления кофейных напитков эспрессо и методом заваривания пуровер на предприятиях общественного питания и торговли, в офисах и домашних условиях. Модель оснащена встроенной аккумуляторной литий-ионной батареей и электронной панелью управления с сенсорными функциональными клавишами и светодиодными дисплеями с белой и красной подсветкой индикации. Корпус выполнен из АБС-пластика черного цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы взвешивания:
<ul>
<li>Стандартный</li>
<li>Соотношение молотого кофе и воды</li>
<li>Эспрессо</li>
</ul>
</li>
<li>Функция автоматического тарирования</li>
<li>Автоматическое включение при обнаружении увеличения веса более 30 г</li>
<li>Цифровая индикация параметров в реальном времени</li>
<li>Символьные светодиодные индикаторы режима и заряда батареи</li>
<li>Звуковой сигнал с функцией отключения</li>
<li>Быстрый заряд батареи с помощью USB-кабеля Type C</li>
<li>Система контроля заряда батареи</li>
<li>Энергосберегающее автоматическое отключение при длительном отсутствии действий в режиме ожидания</li>
<li>Простое управление</li>
<li>Съемный силиконовый коврик с рельефной поверхностью для предотвращения скольжения тары, а также термоизоляции и защиты рабочей поверхности от механических повреждений</li>
<li>Компактные габариты для удобства хранения и портативной эксплуатации</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость батареи: 1800 мА⋅ч</li>
<li>Длительность работы при полностью заряженной батарее: более 18 ч</li>
<li>Диапазон взвешивания: от 0,2 до 2000 г </li>
<li>Точность взвешивания: 0,1 г</li>
</ul>",377307,весы для кофе,135 мм,120 мм,22 мм,0.46 кг,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/de/59/de5942c8a75153f1d51e215a0caa0bf6.jpg,Ринзер для питчера Rinser 327x176x40 врезной с сушильной сеткой,327x176x40 Rinser,7927,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/363153,"<p>Ринзер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363153""><b class=""b"">Rinser 327X176Х40</b></a> предназначен для быстрого мытья питчеров в условиях ограниченного пространства в барах, ресторанах и кафе. Лоток выполнен из нержавеющей стали AISI 201 толщиной 0,8 мм, перфорированная крышка - из нержавеющей стали AISI 430 толщиной 1 мм, горловина слива - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Врезная модель с сушильной сеткой</li>
<li>Перфорация овалы</li>
<li>Ополаскиватель Inox</li>
<li>Тип распылителя - многоструйный. </li>
<li>Слив: стандартная пластиковая горловина 38 мм в комплекте с гофрированным шлангом</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Горловина слива: 38 мм</li>
</ul>",363153,ринзер,327 мм,176 мм,40 мм,,,,,0,,,,
https://cdn.entero.ru/mp@2x/2f/8b/2f8b468d58067ec6585ba83bab98129b.jpg;https://cdn.entero.ru/mp@2x/74/1f/741fb8030d81de16749ed92ebf74c641.jpg,"Ринзер Manifesta Sparklo circle JRSSB42233 425х230х30 мм встраиваемый, черный",JRSSB42233,8500,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/371223,"<p>Ринзер (мойка для питчеров) встраиваемый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371223""><b class=""b"">Manifesta Sparklo circle JRSSB42233 </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для приготовления кофе. Изделие выполнено из высококачественной нержавеющей стали S/S304, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Форма прямоугольная</li>
<li>Поверхность перфорированная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер дна: 402х205 мм</li>
<li>Цвет: черный</li>
</ul>",371223,ринзер,425 мм,230 мм,30 мм,,Китай,,,0,https://entero.ru/manuals/495850/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Manifesta%20Professionale.pdf;https://entero.ru/manuals/495851/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Manifesta.pdf,,,
