Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/6e/3d/6e3da76509085b26223f6952d66972ce.jpg;https://cdn.entero.ru/mp@2x/b3/4f/b34fc30cfdd38652249610de4cd27b34.jpg,Подставка для воронки Manifesta STANDA DSB 120х100х160 мм черный,DSB,2990,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/371246,"<p>Подставка для воронки (заваривания кофе) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371246""><b class=""b"">Manifesta STANDA DSB</b></a> используется совместно с кофемашинами в частных домах, офисах, кафе и ресторанах при приготовлении кофейных напитков. Изделие выполнено из высококачественной нержавеющей стали S/S201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>П-образная форма</li>
<li>Плоское прямоугольное основание</li>
<li>Матовая поверхность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина сенок: 2 мм</li>
<li>Цвет: черный</li>
</ul>

<p> </p>",371246,воронка,120 мм,100 мм,160 мм,,Китай,,,0,https://entero.ru/manuals/495896/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Manifesta%20Professionale.pdf;https://entero.ru/manuals/495897/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Manifesta.pdf,,,
https://cdn.entero.ru/mp@2x/b1/25/b125fb050db6a00fef6599e847f180df.jpg;https://cdn.entero.ru/mp@2x/dd/70/dd70267a232562d9dc7e206fca895f4a.jpg;https://cdn.entero.ru/mp@2x/3a/23/3a235d5dbcc0a55bf3e8f77da8f32cb9.jpg;https://cdn.entero.ru/mp@2x/c4/84/c48409fe180378009c1f05516f3a973a.jpg,Темпер Agave Черный матовый Ø 58.5 мм (T233),T233,3072,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333928,"<p><span style=""color:#990000;"">​</span>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333928""><b class=""b"">Agave T233</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, а также в домашних условиях для темперирования – утрамбовывания свежемолотого кофе для эспрессо перед завариванием в портафильтре. Модель классической формы оснащена плоской головкой и удобной обтекаемой рукояткой. Головка выполнена из металла с серебристой поверхностью, рукоятка – из полимера черного цвета с матовой поверхностью.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр головки: 58,5 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",333928,темпер,80 мм,90 мм,110 мм,,Италия,,,0,,3614,0.27 кг,
https://cdn.entero.ru/mp@2x/6f/78/6f78550b34f185e317a9c8317b72b094.jpg,Темпер ProHotel COT01,Темпер ProHotel COT01,3098,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/211821,"<p>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/211821""><b class=""b"">ProHotel COT01</b></a> используется совместно с кофемашинами рожкового типа в частных домах, офисах, кафе и ресторанах для прессовки молотых зерен в холдере при приготовлении кофейных напитков. Изделие выполнено из хромированной стали.</p>",211821,темпер,57 мм,57 мм,95 мм,,Индия,,,0,,4363,,
https://cdn.entero.ru/mp@2x/e3/a2/e3a23586f65b734b2f4c6a560d5c622f.jpg;https://cdn.entero.ru/mp@2x/39/af/39affeca25a5b34dedc261edc7fcd10b.jpg,Кувшин для вспенивания молока HENDI 451045,Кувшин для вспенивания молока HENDI 451045,3099,RUB,Да,HENDI,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/277354,"<p>Кувшин для молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277354""><b class=""b"">HENDI 451045</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена V-образным носиком для большего контроля при наливании. Изделие выполнено из тонкой нержавеющей стали 18/10.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 700 мл</li>
<li>Толщина стенок: 1 мм</li>
<li>Цвет: черный</li>
</ul>",277354,питчер,84 мм,84 мм,130 мм,,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/ce/80/ce80e4292408b1591c91c1c806fff414.jpg;https://cdn.entero.ru/mp@2x/f5/ba/f5bae6217950e6af5f01f905b9b9552f.jpg,"Темпер Classix Pro 58,4 мм, чёрный","Темпер Classix Pro 58,4 мм, чёрный",3126,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/207464,"<p>Темпер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/207464"">Classix Pro 58,4 мм, чёрный</a></b> используется совместно с кофемашинами на предприятиях общественного питания, в офисах и частных домах для прессовки молотых зерен в холдере при приготовлении кофейных напитков. Изделие оснащено цельнометаллическим основанием.</p>",207464,темпер,58.4 мм,,,,Китай,,,0,,3908,,
https://cdn.entero.ru/mp@2x/e4/31/e431510c6771b1028ba8d7152164d085.jpg;https://cdn.entero.ru/mp@2x/f5/c8/f5c8503d226e9d3dab7ee4437bb450be.jpg;https://cdn.entero.ru/mp@2x/c0/49/c04966f5e264b7544eda73e0335dcfa4.jpg,Темпер Agave Chacate Preto Wood Ø 51 мм (TP001-09),TP001-09,3174,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333930,"<p><span style=""color:#990000;"">​</span>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333930""><b class=""b"">Agave TP001-09</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, а также в домашних условиях для темперирования – утрамбовывания свежемолотого кофе для эспрессо перед завариванием в портафильтре. Модель классической формы оснащена плоской головкой и удобной обтекаемой рукояткой. Головка выполнена из металла с серебристой поверхностью, рукоятка – из дерева оттенка Chacate Preto Wood.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр головки: 51 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",333930,темпер,80 мм,90 мм,110 мм,,Италия,,,0,,,0.27 кг,
https://cdn.entero.ru/mp@2x/0f/23/0f235ee99f7957de174522e6939ef854.jpg,"Темпер MOTTA 08500/R0 волна 58 мм, красный",170225,3254,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/216441,"<p>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216441""><b class=""b"">MOTTA 08500/R0 волна </b></a>используется совместно с кофемашинами рожкового типа в частных домах, офисах, кафе и ресторанах для прессовки молотых зерен в холдере при приготовлении кофейных напитков. Модель оснащена стальной рабочей частью и эргономичной ручкой. Рабочая поверхность выполнена из нержавеющей стали, ручка - из дерева.</p>",216441,темпер,58 мм,58 мм,90 мм,,Италия,,,0,https://entero.ru/manuals/501000/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,3968,0.35 кг,
https://cdn.entero.ru/mp@2x/1b/f3/1bf3ea0dab541371de8d9ae0d234b4bb.jpg,"Темпер ZeroHero Thunder Tamper с деревянной ручкой, 58 мм",fyfc001,3273,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/370285,"<p>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370285""><b class=""b"">ZeroHero Thunder Tamper</b></a> используется совместно с кофемашинами рожкового типа в частных домах, офисах, кафе и ресторанах для прессовки молотых зерен в холдере при приготовлении кофейных напитков. Изделие выполнено из нержавеющей стали, алюминиевого сплава и дерева.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр основания: 58 мм</li>
</ul>",370285,темпер,58 мм,58 мм,92 мм,,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/28/1c/281c15b70aa3ab5eb607d59550f94b7a.jpg,Питчер MOTTA Motta Style MJMB350 350 мл черный,MJMB350,3280,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/371161,"<p>Питчер (кувшин для молока) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371161""><b class=""b"">MOTTA Motta Style MJMB350 </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из высококачественной нержавеющей стали SISI 304 с тефлоновым покрытием, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Внутренняя поверхность матовая</li>
<li>Современный стиль</li>
<li>Можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стенок: 1 мм</li>
<li>Объем: 350 мл</li>
<li>Цвет: черный</li>
</ul>",371161,питчер,,,,,Китай,,,0,https://entero.ru/manuals/501220/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,
https://cdn.entero.ru/mp@2x/8e/06/8e060ed959a88ab94e9abcbcaaf2c671.jpg,Воронка с сервером Doppio CH104,Воронка с сервером Doppio CH104,3329,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/211437,"<p>Воронка с сервером <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/211437""><b class=""b"">Doppio CH104</b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для приготовления кофе. Изделие выполнено из стекла и нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 400 мл</li>
</ul>",211437,,,,,,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/3d/39/3d392afeb10109c4400be0ba0e601359.jpg,Питчер Agave Black 500 мл,Питчер Agave Black 500 мл,3376,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333545,"<p>Питчер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333545"">Agave Black 500 мл</a></b> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 500 мл</li>
</ul>",333545,питчер,100 мм,85 мм,120 мм,,Италия,,,0,,4442,0.3 кг,
https://cdn.entero.ru/mp@2x/14/96/14963914e11516c76091ba941beca67f.jpg,Темпер для кофе Fackelmann 75184,Темпер для кофе Fackelmann 75184,3387,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/338180,"<p>Темпер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338180"">Fackelmann 75184</a></b> используется совместно с кофемашинами в кафе, кофейнях и ресторанах для прессовки молотых зерен в холдере при приготовлении кофейных напитков. Основание выполнено из нержавеющей стали, ручка - из пластика.</p>",338180,темпер,58 мм,58 мм,,,Германия,,,0,,,0.398 кг,
https://cdn.entero.ru/mp@2x/0b/47/0b4774e70dd6a3101bbef71579873a70.jpg,Питчер Agave Colorful 350 мл (FP036),FP036,3575,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/333916,"<p>Питчер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333916""><b class=""b"">Agave Colorful 350 мл</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 350 мл</li>
</ul>",333916,питчер,65 мм,65 мм,90 мм,,Италия,,,0,,4831,0.3 кг,
https://cdn.entero.ru/mp@2x/f5/70/f570a624dac3ccd1d86b92a5c9070e42.jpg,"Молочник MOTTA Europa на 350 мл, оранжевый",02635/00,3704,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/214412,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214412""><b class=""b"">MOTTA Europa </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из нержавеющей стали, покрытой ударопрочной эмалью оранжевого цвета.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 350 мл</li>
<li>Цвет: оранжевый</li>
<li>Габариты в упаковке: 105х75х120 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214412,питчер,87 мм,62 мм,100 мм,,Италия,,,0,https://entero.ru/manuals/501155/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5074,0.22 кг,
https://cdn.entero.ru/mp@2x/45/9b/459b752fcbb09f7379ad524a50570797.jpg,"Питчер MOTTA A901/508 500 мл, белый",8724/50,3723,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/286935,"<p>Питчер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286935""><b class=""b"">MOTTA A901/508 </b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: белый</li>
<li>Объем: 500 мл</li>
</ul>",286935,питчер,100 мм,85 мм,120 мм,,Италия,,,0,https://entero.ru/manuals/501232/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5319,0.33 кг,
https://cdn.entero.ru/mp@2x/f2/51/f2513abccea817309aa74111321c9b74.jpg,Питчер MOTTA Motta Style MJMB450 450 мл черный,MJMB450,3780,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/371162,"<p>Питчер (кувшин для молока) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371162""><b class=""b"">MOTTA Motta Style MJMB450 </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из высококачественной нержавеющей стали SISI 304 с тефлоновым покрытием, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Внешняя поверхность полированная, глянцевая</li>
<li>Внутренняя поверхность матовая</li>
<li>Современный стиль</li>
<li>Можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стенок: 1 мм</li>
<li>Объем: 450 мл</li>
<li>Цвет: черный</li>
</ul>",371162,питчер,,,,,Китай,,,0,https://entero.ru/manuals/495644/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Manifesta%20Professionale.pdf;https://entero.ru/manuals/495645/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Manifesta.pdf;https://entero.ru/manuals/501219/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,
https://cdn.entero.ru/mp@2x/bb/41/bb41db186694441321f4d9bb506a9331.jpg,Питчер ZeroHero Premium type Pitcher 600 мл,flhg005,3798,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/370287,"<p>Питчер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370287""><b class=""b"">ZeroHero Premium type Pitcher</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для подачи молока или сливок, а также приготовления напитков с добавлением эспрессо. Изделие выполнено из металла, тефлона и искуственной кожи.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 600 мл</li>
</ul>",370287,питчер,113 мм,113 мм,135 мм,,Китай,,,0,,,,
https://cdn.entero.ru/mp@2x/eb/54/eb547c43134b1d62ee5f12342ea90279.jpg,Темпер MOTTA Lightning 00535/58 черный,535/58,3928,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/265352,"<p>Темпер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265352""><b class=""b"">MOTTA 00535/58 </b></a>используется совместно с кофемашинами рожкового типа в частных домах, офисах, кафе и ресторанах для прессовки молотых зерен в холдере при приготовлении кофейных напитков. Модель оснащена запорной шайбой для регулирования глубины входа в корзину холдера. Аксессуар выполнен из высококачественной нержавеющей стали и пластика. </p>",265352,темпер,58 мм,58 мм,,,Италия,,,0,https://entero.ru/manuals/501003/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/501004/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5036,,
https://cdn.entero.ru/mp@2x/0b/17/0b17a64935164f4eae6fe4ff9af53244.jpg,"Молочник MOTTA Europa на 500 мл, черный",2550,4021,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/164219,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164219""><b class=""b"">MOTTA Europa на 500 мл </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из нержавеющей стали, покрытой ударопрочной эмалью черного цвета.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 500 л</li>
<li>Цвет: черный</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",164219,питчер,,,,,Италия,,,0,https://entero.ru/manuals/501159/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.5 кг,
https://cdn.entero.ru/mp@2x/ad/cc/adcc6076ba63afce168221cd610ccdde.jpg;https://cdn.entero.ru/mp@2x/54/6e/546ed6d7995ab6039b9d49d490f8ff5f.jpg;https://cdn.entero.ru/mp@2x/cb/ab/cbab8aabe97accc3a3cac7f7ad5cf7ed.jpg;https://cdn.entero.ru/mp@2x/88/50/88507f8418a07fbd1a98286c9355ba2d.jpg,"Молочник MOTTA Europa на 500 мл, зелёный",02850/00,4039,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/214411,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214411""><b class=""b"">MOTTA Europa </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из нержавеющей стали, покрытой ударопрочной эмалью зелёного цвета.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 500 л</li>
<li>Цвет: зелёный</li>
<li>Габариты в упаковке: 150х84х126 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214411,питчер,125 мм,70 мм,105 мм,,Италия,,,0,https://entero.ru/manuals/501161/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,4926,0.29 кг,
https://cdn.entero.ru/mp@2x/7f/d6/7fd6f608aa29699db9f9db5ab27ba7eb.jpg;https://cdn.entero.ru/mp@2x/e8/e0/e8e01bab835b764057f390a5bf33b6b7.jpg,"Молочник MOTTA Europa на 350 мл, нерж. сталь",901/35,4143,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/164213,"<p>Молочника <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164213""><b class=""b"">MOTTA Europa на 350 мл </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из полированной нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 350 мл</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",164213,питчер,85 мм,100 мм,120 мм,,Италия,,,0,https://entero.ru/manuals/501157/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5312,0.4 кг,
https://cdn.entero.ru/mp@2x/f8/c8/f8c8c9e6aab0d7cd74f6ed6215bbac54.jpg,"Молочник MOTTA Europa на 350 мл, белый",2435,4289,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/164238,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164238""><b class=""b"">MOTTA Europa на 350 мл </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из нержавеющей стали, покрытой ударопрочной эмалью белого цвета.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 350 л</li>
<li>Цвет: белый</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",164238,питчер,,,,,Италия,,,0,https://entero.ru/manuals/501162/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5643,,
https://cdn.entero.ru/mp@2x/4e/15/4e1540891867e900b8fc20e5359bb292.jpg,Молочник MOTTA Tulip 04150/00 500 мл синий,4150,4295,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/216445,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216445""><b class=""b"">MOTTA Tulip 04150/00</b></a> используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена удобной ручкой. Изделие выполнено из высококачественной нержавеющей стали, пригодной для контакта с продуктами.</p>",216445,питчер,105 мм,60 мм,125 мм,,Италия,,,0,https://entero.ru/manuals/501138/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.2 кг,
https://cdn.entero.ru/mp@2x/e4/42/e44253aa75e0a51c7e986499a5be6f53.jpg,Воронка Doppio F36B,Воронка Doppio F36B,4380,RUB,Да,,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/205765,"<p>Воронка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/205765""><b class=""b"">Doppio F36B</b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для сбора отработанного кофе после приготовления напитка. Модель оснащена таймером. Изделие выполнено из пластика.</p>",205765,воронка,от 64 до 120 мм,от 64 до 120 мм,,,Китай,,,0,,5475,,
https://cdn.entero.ru/mp@2x/1e/1d/1e1ddae56e381719bb6548ba7eb4ecfe.jpg,"Молочник MOTTA Aurora на 1000 мл, нерж. сталь",5001/100,4417,RUB,Да,MOTTA,Кофеварки и кофемашины,Аксессуары,https://entero.ru/item/245252,"<p>Молочник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245252""><b class=""b"">MOTTA Aurora на 1000 мл </b></a>используется совместно с кофемашинами и кофеварками на предприятиях общественного питания и торговли, в частных домах и квартирах для взбивания молока при приготовлении кофейных напитков. Модель оснащена широким носиком и удобной ручкой. Изделие выполнено из нержавеющей стали, пригодной для контакта с продуктами.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Объем: 1000 мл</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",245252,питчер,120 мм,120 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/501164/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.45 кг,
