Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Производительность,Вес (с упаковкой),Цвет,Скорость вращения,Система помола,Вместимость резервуара для зернового кофе,Диаметр жернова / ножа,Прямой помол в холдер,Дозатор,Встроенные весы,Вес порции молотого кофе,Время непрерывной работы - 30 мин.,Вместимость резервуара для молотого кофе
https://cdn.entero.ru/mp@2x/2d/af/2daf173d43ef8d364631d7c11bd22843.jpg;https://cdn.entero.ru/mp@2x/4c/f3/4cf34bbcaf29dca3ecfac39e3cf358a9.jpg;https://cdn.entero.ru/mp@2x/e9/fc/e9fca2af5be24c38f36a3754f98d6dbf.jpg,Кофемолка Nuova Simonelli Grinta black электронный дозатор,Grinta черная 68421,0,RUB,Нет,Nuova Simonelli,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/85778,"<p>Полупрофессиональная кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85778""><b class=""b"">Nuova Simonelli Grinta</b></a> используется на предприятиях общественного питания, в офисах и частных домах для мгновенного получения молотого кофе из зерен. Модель оснащена микрометрической регулировкой помола и электронной системой дозирования по времени.</p>

<p>Корпус выполнен из пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный дозатор</li>
<li>Возможность программирования до 1 дозы</li>
<li>Система защиты двигателя</li>
<li>Съемный контейнер для молотого кофе</li>
<li>Электродвигатель большой мощности</li>
<li>Выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость помола: 6,8 доза/сек.</li>
<li>Уровень шума: 73 дБ</li>
</ul>",85778,электрическая,220 В,0.22 кВт,140 мм,210 мм,420 мм,,Италия,,,0,https://entero.ru/manuals/64011/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/64012/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%B7%D0%B0%D0%BF%D0%B0%D1%81%D0%BD%D1%8B%D1%85%20%D1%87%D0%B0%D1%81%D1%82%D0%B5%D0%B9.pdf;https://entero.ru/manuals/84111/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg;https://entero.ru/manuals/315809/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta.docx,,,4.2 кг,,3.6 кг/ч,,"черный, серый",1350 об/мин.,плоские жернова,0.52 кг,50 мм,,Да,,,,
https://cdn.entero.ru/mp@2x/fd/f5/fdf5e2a0f91c2c7d8adbe74b7655010a.jpg,Кофемолка Nuova Simonelli Grinta chrome,68420 Grinta хром,0,RUB,Нет,Nuova Simonelli,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/136365,"<p>Полупрофессиональная кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/136365""><b class=""b"">Nuova Simonelli Grinta</b></a> используется на предприятиях общественного питания, в офисах и частных домах для мгновенного получения молотого кофе из зерен. Модель оснащена микрометрической регулировкой помола.</p>

<p>Корпус выполнен из пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность программирования до 1 дозы</li>
<li>Система защиты двигателя</li>
<li>Съемный контейнер для молотого кофе</li>
<li>Электродвигатель большой мощности</li>
<li>Выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Уровень шума: 73 дБ</li>
</ul>",136365,электрическая,220 В,0.22 кВт,140 мм,210 мм,420 мм,,Италия,,,0,https://entero.ru/manuals/158794/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/158795/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%B7%D0%B0%D0%BF%D0%B0%D1%81%D0%BD%D1%8B%D1%85%20%D1%87%D0%B0%D1%81%D1%82%D0%B5%D0%B9.pdf;https://entero.ru/manuals/158796/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg;https://entero.ru/manuals/315810/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta.docx,,,4.2 кг,,3.6 кг/ч,,"серебристый, хром",1350 об/мин.,плоские жернова,0.5 кг,50 мм,,,,,,
https://cdn.entero.ru/mp@2x/da/f7/daf7bbd76e4d7d87d54d665f0858d23d.jpg,Кофемолка автоматическая Fiorenzato F4 A черная,Кофемолка автоматическая Fiorenzato F4 A черная,0,RUB,Нет,Fiorenzato,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/233058,"<p>Автоматическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233058""><b class=""b"">Fiorenzato F4 A </b></a>используется в кофейнях, барах, ресторанах, офисах и в домашних условиях для получения молотого кофе из зерен. Модель оснащена 2 микропереключателями для автоматического заполнения дозатора: одним на основании, вторым на верхней части. Измельчение идет до тех пор, пока уровень молотого кофе не достигнет верхнего микрпопереключателя. Помол продолжается после 6 ходов рычага.</p>",233058,электрическая,220 В,0.25 кВт,169 мм,240 мм,473 мм,11 кг,Италия,1,230x310x550 мм,0,https://entero.ru/manuals/315415/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Fiorenzato%20F4%20A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,10 кг,Италия,,,черный,1400 об/мин.,плоские жернова,0.5 кг,58 мм,,Да,,10 гр,,0.2 кг
https://cdn.entero.ru/mp@2x/2c/52/2c5291817eb2efdd1e8e5dc4a486f5fb.jpg;https://cdn.entero.ru/mp@2x/7e/0a/7e0ad556f597e85bdf8ae7bb83f1c065.jpg;https://cdn.entero.ru/mp@2x/1c/6b/1c6b5ef642a9e57ea3745f7c2e5241f7.jpg,Кофемолка Fiorenzato F64 EVO белый жемчуг,Кофемолка Fiorenzato F64 EVO белый жемчуг,0,RUB,Нет,Fiorenzato,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/261931,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/261931""><b class=""b"">Fiorenzato F64 EVO</b></a> используется в кофейнях, барах, ресторанах, офисах и в домашних условиях для получения молотого кофе из зерен. Сверхскоростная модель оснащена сенсорным дисплеем с технологией CapSense, микрометрической регулировкой помола с помощью зажимного кольца, вентилятором охлаждения двигателя, включающимся электроникой, системой порционной дозировки с точностью до секунд, плоскими жерновами и регулируемой вилкой-подставкой для портафильтра.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Резервуар для зернового кофе на 0,5 кг</li>
<li>Правая или левая боковые трамбовки</li>
<li>Металлический темпер</li>
<li>Ножи Red Speed</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель со стандартной вилкой-подставкой для портафильтра.</span></em></p>",261931,электрическая,220 В,0.35 кВт,230 мм,270 мм,615 мм,15.6 кг,Италия,1,276x324x738 мм,0,https://entero.ru/manuals/323653/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Fiorenzato%20F64%20EVO.pdf;https://entero.ru/manuals/323654/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BE%D1%84%D0%B5%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%20Fiorenzato.pdf,,,13 кг,,,,бежевый,от 1350 до 1550 об/мин.,плоские жернова,1.5 кг,64 мм,,,,,,
https://cdn.entero.ru/mp@2x/fd/63/fd634cc8c7ed4295d8a53f44c68b6faf.jpg,Кофемолка Carimali X010 On Demand White,Кофемолка Carimali X010 On Demand White,0,RUB,Нет,Carimali,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/234870,"<p>Автоматическая кофемолка-дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234870""><b class=""b"">Carimali X010 On demand </b></a>используется в квартирах, частных домах, кафе и ресторанах для получения из зерен молотого кофе различной степени помола. Модель оснащена сенсорным экраном и светодиодной подсветкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прямой помол</li>
<li>Счетчик порций с функцией обнуления</li>
<li>Регулируемая дозировка: одинарная, двойная, ручная</li>
<li>Информация о температуре жерновов и влажности</li>
<li>Точная настройка дозировок по секундам</li>
</ul>",234870,электрическая,220 В,0.6 кВт,280 мм,390 мм,650 мм,,Италия,,,0,https://entero.ru/manuals/315300/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Carimali%20X010%20On%20demand.pdf;https://entero.ru/manuals/515048/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Carimali%202025.pdf,,,14 кг,Италия,,,белый,,,1.2 кг,64 мм,Да,Да,,,,
https://cdn.entero.ru/mp@2x/f3/e8/f3e87be09bc0246ccdf7cbf4d2f75e1f.jpg;https://cdn.entero.ru/mp@2x/ef/18/ef188a544f4bc3699c7f760e03db8375.jpg;https://cdn.entero.ru/mp@2x/29/15/2915a0e6c20c9b717c2660985e4f9f46.jpg;https://cdn.entero.ru/mp@2x/42/b5/42b5d2e741d3418c05b11765189b016e.jpg;https://cdn.entero.ru/mp@2x/62/8e/628ed7e67c6f84a2a1f725b7110535c5.jpg;https://cdn.entero.ru/mp@2x/2c/b2/2cb219ba87116373786a13c538f8abe1.jpg;https://cdn.entero.ru/mp@2x/03/63/0363cc5523829be06f2429c3371c05aa.jpg;https://cdn.entero.ru/mp@2x/54/31/5431f735b2045f06b3b411d4286281fb.jpg,Кофемолка автоматическая Dalla Corte DC TWO абсолютно черная,1-GR-DC-TWO -2-X-230,0,RUB,Нет,Dalla Corte,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/251680,"<p>Автоматическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251680""><b class=""b"">Dalla Corte DC TWO </b></a> используется на предприятиях общественного питания и торговли для получения молотого кофе из зерен. Модель оснащена электронной панелью управления, позволяющей настроить расстояние между жерновами с точностью до 0,01 мм, 2 бункерами и датчиками распознавания портафильтра и плоскими жерновами с эксклюзивным дизайном.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Встроенная система гранулометрической настройки помола GAS</li>
<li>Встроенная система контроля жернов BCS</li>
<li>Максимально точный помол</li>
<li>Автоматическое определение одинарного и двойного портафильтра</li>
<li>Полностью автоматическая работа</li>
<li>Соблюдение времени помола с точностью до 0,001 сек.</li>
<li>Автоматическая система охлаждения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 4 гр/сек.</li>
<li>Вместимость 1 бункера: 1,5 кг</li>
</ul>",251680,электрическая,220 В,0.5 кВт,319 мм,300 мм,570 мм,,Италия,,,0,https://entero.ru/manuals/315369/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Dalla%20Corte%20DC%20TWO%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,21 кг,,,,черный,1350 об/мин.,плоские жернова,3 кг,65 мм,Да,,,,,
https://cdn.entero.ru/mp@2x/8d/e2/8de2ed1432137d94f04abe3ca39927ab.jpg,Кофемолка Fiorenzato F83 E XGi PRO красная,Кофемолка Fiorenzato F83 E XGi PRO красная,0,RUB,Нет,Fiorenzato,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/289321,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289321""><b class=""b"">Fiorenzato F83 E XGi PRO</b></a> используется в кофейнях, барах, ресторанах, офисах и в домашних условиях для получения молотого кофе из зерен. Модель оснащена сенсорным дисплеем, микрометрической регулировкой помола с помощью зажимного кольца, системой дозировки с точностью до грамм, эксклюзивной системой Thinking Smart, позволяющей задавать количество подаваемого кофе в граммах только 1 раз, плоскими жерновами и регулируемой вилкой-подставкой для портафильтра.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Металлический темпер</li>
<li>Ножи Red Speed</li>
</ul>

<p><br>
</p>",289321,электрическая,220 В,0.85 кВт,255 мм,310 мм,700 мм,,Италия,,,0,https://entero.ru/manuals/351923/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Fiorenzato%20F83%20E%20XGi%20PRO%20%28%D0%B0%D0%BD%D0%B3%D0%BB%29.pdf,,,18.6 кг,,,,красный,от 1350 до 1550 об/мин.,плоские жернова,1.5 кг,83 мм,,,Да,,,
https://cdn.entero.ru/mp@2x/29/30/2930d8917c4c8bb1e7286e764a6c2464.jpg;https://cdn.entero.ru/mp@2x/f5/00/f500bd85ff596f93c4d86945f6c10854.jpg;https://cdn.entero.ru/mp@2x/29/a3/29a3201e862b9945f31bd36a74466bc3.jpg;https://cdn.entero.ru/mp@2x/32/2b/322bdac08208cfefe8fb4f5972c0e903.jpg;https://cdn.entero.ru/mp@2x/6f/48/6f48d6d821be4dca2a867ad8afc5f231.jpg;https://cdn.entero.ru/mp@2x/6d/e2/6de285195fa971e455f73d383e54b04e.jpg,Кофемолка Gemlux GL-CG100,Кофемолка Gemlux GL-CG100,0,RUB,Нет,Gemlux,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/94130,"<p>Полуавтоматическая кофемолка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94130"">Gemlux GL-CG100</a></b> используется в частных домах и квартирах для получения молотого кофе из зерен. Корпус выполнен из нержавеющей стали и пластмассы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время работы при максимальной загрузке: от 20 до 30 сек.</li>
<li>Рекомендуемый объем единовременной загрузки: 40 гр</li>
<li>Рекомендуемый перерыв между циклами: 10 сек.</li>
</ul>",94130,электрическая,220 В,0.1 кВт,105 мм,103 мм,191 мм,,Китай,,,0,https://entero.ru/manuals/82563/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf;https://entero.ru/manuals/315422/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gemlux%20GL-CG100.pdf,,,0.84 кг,,,,"нерж. сталь, черный",20500 об/мин.,ротационный нож,0.1 кг,,,,,,,
https://cdn.entero.ru/mp@2x/b1/b6/b1b6dff9fa7f18ea07c38ec568f1e0d4.jpg;https://cdn.entero.ru/mp@2x/0c/d4/0cd4562368494bf1e92f33fbd4857213.jpg;https://cdn.entero.ru/mp@2x/81/2a/812ab37df8c0a6f8bbcc46acd69e8025.jpg;https://cdn.entero.ru/mp@2x/a8/d1/a8d1ec6aa9079082dc3795b22dd277ea.jpg;https://cdn.entero.ru/mp@2x/7c/db/7cdb1d679e5f65bdbed4a106e1e01d2a.jpg,Кофемолка Gemlux GL-CG888,Кофемолка Gemlux GL-CG888,0,RUB,Нет,Gemlux,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/94127,"<p>Полуавтоматическая кофемолка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94127"">Gemlux GL-CG888</a></b> используется в частных домах и квартирах для получения молотого кофе из зерен. Корпус выполнен из нержавеющей стали и пластмассы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время работы при максимальной загрузке: 30 сек.</li>
<li>Рекомендуемый перерыв между циклами: 10 сек.</li>
</ul>",94127,электрическая,220 В,0.2 кВт,120 мм,120 мм,210 мм,,Китай,,,0,https://entero.ru/manuals/82562/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf;https://entero.ru/manuals/315423/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gemlux%20GL-CG888.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239322&hd=2&autoplay=0,1 кг,,,,нерж. сталь,,ротационный нож,0.06 кг,,,,,,,
https://cdn.entero.ru/mp@2x/1e/cb/1ecb8ddbff1788ed1a7b801016380d3f.jpg;https://cdn.entero.ru/mp@2x/29/c5/29c53a6120c83aca79838c0d518ad9d8.jpg;https://cdn.entero.ru/mp@2x/fe/2d/fe2df19ba1dc12d1198c1dc5b704301f.jpg;https://cdn.entero.ru/mp@2x/9d/7c/9d7c3a0dff4f7b0773f4fd11b90d04ea.jpg;https://cdn.entero.ru/mp@2x/04/e4/04e45d69d7b07538ae7088017e1eb82d.jpg;https://cdn.entero.ru/mp@2x/06/2c/062c5831bcfa45826a9cd8ac2873cdd6.jpg;https://cdn.entero.ru/mp@2x/07/1e/071e58000da5efc8ec5eba347e7e31bf.jpg;https://cdn.entero.ru/mp@2x/8c/a3/8ca3ef9025b3bc8ebe931c60a3387496.jpg,Кофемолка Gemlux GL-CG999A,Кофемолка Gemlux GL-CG999A,0,RUB,Нет,Gemlux,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/105191,"<p>Полуавтоматическая кофемолка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105191"">Gemlux GL-CG999A</a></b> используется в частных домах и квартирах для получения молотого кофе из зерен, а также для измельчения продуктов. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит дополнительная чаша для помола с 4-лопастным ножом.</p>",105191,электрическая,220 В,0.2 кВт,130 мм,130 мм,210 мм,,Китай,,,0,https://entero.ru/manuals/95447/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gemlux%20GL-CG999A.pdf,,,1.1 кг,,,,нерж. сталь,,ротационный нож,0.07 кг,,,,,,,
https://cdn.entero.ru/mp@2x/1a/52/1a5263977bef9e4c5831ae7f8eeff153.jpg,Кофемолка механическая ZeroHero S01 коричневая,h191,0,RUB,Нет,,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/370280,"<p>Механическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370280""><b class=""b"">ZeroHero S01 </b></a>используется в офисах, гостиницах и домашних усдлвиях для приготовления молотого кофе из зерен для альтернативных способов заваривания – турка, гейзерная кофеварка, аэропресс, пуровер, капельная кофеварка, френч-пресс. Модель оснащена удобной изогнутой рукояткой с массивным наконечником. Корпус выполнен из пластика, жернова - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ступенчатая регулировка помола</li>
<li>Полностью разборная конструкция</li>
<li>Легкость очистки и обслуживания</li>
<li>Компактные габариты для удобства хранения, транспортировки и портативной эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>",370280,механическая,,,50 мм,50 мм,145 мм,,Китай,,,0,,,,,Китай,,,коричневый,,конические жернова,0.025 кг,38 мм,,,,,,
https://cdn.entero.ru/mp@2x/1a/82/1a8246c2618f8859e38d5848a9e724bf.jpg,Кофемолка Nuova Simonelli Grinta red,68418 Grinta красная,0,RUB,Нет,Nuova Simonelli,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/136362,"<p>Полупрофессиональная кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/136362""><b class=""b"">Nuova Simonelli Grinta</b></a> используется на предприятиях общественного питания, в офисах и частных домах для мгновенного получения молотого кофе из зерен. Модель оснащена микрометрической регулировкой помола.</p>

<p>Корпус выполнен из пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность программирования до 1 дозы</li>
<li>Система защиты двигателя</li>
<li>Съемный контейнер для молотого кофе</li>
<li>Электродвигатель большой мощности</li>
<li>Выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Уровень шума: 73 дБ</li>
</ul>",136362,электрическая,220 В,0.22 кВт,140 мм,210 мм,420 мм,,Италия,,,0,https://entero.ru/manuals/158786/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/158787/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%B7%D0%B0%D0%BF%D0%B0%D1%81%D0%BD%D1%8B%D1%85%20%D1%87%D0%B0%D1%81%D1%82%D0%B5%D0%B9.pdf;https://entero.ru/manuals/158788/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg;https://entero.ru/manuals/315808/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta.docx,,,4.2 кг,,3.6 кг/ч,,красный,1350 об/мин.,плоские жернова,0.5 кг,50 мм,,,,,,
https://cdn.entero.ru/mp@2x/32/f1/32f1cb3b08e7847eba8470a6e5667260.jpg,Кофемолка Nuova Simonelli Grinta chrome электронный дозатор,"Grinta хром 68424 / Grinta, электр. дозатор, арт.AGRINTATEM00000004",0,RUB,Нет,Nuova Simonelli,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/40716,"<p>Полупрофессиональная кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40716""><b class=""b"">Nuova Simonelli Grinta</b></a> используется на предприятиях общественного питания, в офисах и частных домах для мгновенного получения молотого кофе из зерен. Модель оснащена микрометрической регулировкой помола и электронной системой дозирования по времени.</p>

<p>Корпус выполнен из пластика ABS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность программирования до 1 дозы</li>
<li>Система защиты двигателя</li>
<li>Съемный контейнер для молотого кофе</li>
<li>Электродвигатель большой мощности</li>
<li>Выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость помола: 6,8 доза/сек.</li>
<li>Уровень шума: 73 дБ</li>
</ul>",40716,электрическая,220 В,0.22 кВт,140 мм,210 мм,420 мм,,Италия,,,0,https://entero.ru/manuals/37939/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/37940/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%B7%D0%B0%D0%BF%D0%B0%D1%81%D0%BD%D1%8B%D1%85%20%D1%87%D0%B0%D1%81%D1%82%D0%B5%D0%B9.pdf;https://entero.ru/manuals/84112/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg;https://entero.ru/manuals/230459/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nuova%20Simonelli%20Grinta.docx,,,4.2 кг,,3.6 кг/ч,,"металл, серебристый, серый",,плоские жернова,0.52 кг,50 мм,,Да,,,,
https://cdn.entero.ru/mp@2x/1c/7d/1c7de7468aa7fa358e144aac7aa39113.jpg,Кофемолка Crem Mignon Classico,Кофемолка Crem Mignon Classico,0,RUB,Нет,,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/254261,"<p>Кофемолка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254261"">Crem Mignon Classico</a> </b>используется в квартирах, частных домах, кафе и ресторанах для получения из зерен молотого кофе различной степени помола. Корпус выполнен из алюминия, жернова - из усиленной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микрометрическая регулировка помола</li>
<li>Ручное дозирование и по таймеру</li>
</ul>",254261,электрическая,220 В,,120 мм,180 мм,350 мм,,Италия,,,0,https://entero.ru/manuals/311522/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Crem%20Mignon%20Classico%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/311523/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crem%20Mignon%20Classico%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,5.6 кг,,,,черный,,,,,Да,,,,,
