Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Производительность,Вес (с упаковкой),Цвет,Скорость вращения,Система помола,Вместимость резервуара для зернового кофе,Диаметр жернова / ножа,Прямой помол в холдер,Дозатор,Встроенные весы,Вес порции молотого кофе,Время непрерывной работы - 30 мин.,Вместимость резервуара для молотого кофе
https://cdn.entero.ru/mp@2x/96/ad/96ad747106b05b95b203f3043f081787.jpg,Кофемолка Cunill Tranquilo II красная счетчик порций,M1102+counter+1K Red,29922,RUB,Да,Cunill,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/253902,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253902""><b class=""b"">Cunill Tranquilo II</b></a> серии ABS используется в кофейнях, барах, ресторанах и в домашних условиях для получения молотого кофе из зерен. Корпус выполнен из пластика, резервуар для кофейных зерен - из небьющегося материала, плоскопараллельные жернова - из закаленной стали.</p>

<p>Резервуар для кофе можно мыть в посудомоечной машине при температуре не выше 90 °С.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микрометрическая регулировка помола</li>
<li>Счетчик порций</li>
<li>Встроенный темпер</li>
<li>Двигатель с тепловой защитой</li>
<li>Рычаг дозатора монтируется как слева, так и справа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ресурс ножей: 500 кг</li>
<li>Уровень шума: 70 дБ</li>
<li>Класс водозащищенности: IP21</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена модель с бункером 0,5 кг.</span></em></p>",253902,электрическая,220 В,0.275 кВт,170 мм,340 мм,410 мм,,Испания,,,0,https://entero.ru/manuals/310951/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Cunill%20Tranquilo%20II%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/310950/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cunill%20Tranquilo%20II%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/366840/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,6 кг,,,,красный,1300 об/мин.,плоские жернова,1 кг,60 мм,,Да,,6 гр,Да,0.3 кг
https://cdn.entero.ru/mp@2x/eb/c2/ebc2b2f982ac7c01ff115e5f225b9d49.jpg;https://cdn.entero.ru/mp@2x/19/69/1969057c94cc16ca8912ef107e408c76.jpg;https://cdn.entero.ru/mp@2x/b0/f1/b0f10153e0649f44136f2a65d31288b0.jpg;https://cdn.entero.ru/mp@2x/ec/2b/ec2b0ed419a8bb4635e592b7a32d3934.jpg,Кофемолка Cunill Tranquilo II серая счетчик порций,M1102+counter+1K Grey,29922,RUB,Да,Cunill,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/253905,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253905""><b class=""b"">Cunill Tranquilo II</b></a> серии ABS используется в кофейнях, барах, ресторанах и в домашних условиях для получения молотого кофе из зерен. Корпус выполнен из пластика, резервуар для кофейных зерен - из небьющегося материала, плоскопараллельные жернова - из закаленной стали.</p>

<p>Резервуар для кофе можно мыть в посудомоечной машине при температуре не выше 90 °С.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микрометрическая регулировка помола</li>
<li>Счетчик порций</li>
<li>Встроенный темпер</li>
<li>Двигатель с тепловой защитой</li>
<li>Рычаг дозатора монтируется как слева, так и справа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ресурс ножей: 500 кг</li>
<li>Уровень шума: 70 дБ</li>
<li>Класс водозащищенности: IP21</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена модель с бункером 0,5 кг.</span></em></p>",253905,электрическая,220 В,0.275 кВт,170 мм,340 мм,410 мм,,Испания,,,0,https://entero.ru/manuals/310953/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Cunill%20Tranquilo%20II%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/310952/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cunill%20Tranquilo%20II%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/366841/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,6 кг,,,,серый,1300 об/мин.,плоские жернова,1 кг,60 мм,,Да,,6 гр,Да,0.3 кг
https://cdn.entero.ru/mp@2x/c8/b1/c8b17f48fda8e4eabb9c00b851b1badd.jpg;https://cdn.entero.ru/mp@2x/08/b5/08b5f85842d57cf1d871e0c5d69d25a3.jpg,Кофемолка VEROTERM VTMC42 серая,Кофемолка VEROTERM VTMC42 серая,31682,RUB,Да,VEROTERM,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/349842,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349842""><b class=""b"">VEROTERM VTMC42</b></a> используется в кофейнях, барах, кафе, на других предприятиях общественного питания и торговли, а также в домашних условиях для измельчения кофейных зерен. Модель оснащена воронкообразным бункером для кофейных зерен с крышкой, кабелем питания с вилкой и расположенным на боковой панели выключателем. Корпус обтекаемой формы выполнен из материала с поверхностью серого оттенка, жернова – из высококачественной закаленной стали, крышка и поддон – из черного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения кольца под бункером для зерен</li>
<li>Прозрачный бункер для визуального контроля уровня заполнения</li>
<li>Решетка в полости бункера для равномерного заполнения</li>
<li>Наклонная горловина для направленной выгрузки продукта</li>
<li>Прищепка для фиксации пакета </li>
<li>Съемный поддон для сбора излишков молотого кофе</li>
<li>Устойчивая база с нескользящими ножками</li>
<li>Легкость очистки и технического обслуживания</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Бункер для кофе объемом 1000 мл</li>
<li>Бесступенчатая регулировка степени помола</li>
</ul>",349842,электрическая,220 В,0.3 кВт,194 мм,308 мм,430 мм,10 кг,Италия,1,275x396x698 мм,0,https://entero.ru/manuals/461172/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VTMC42%20%D1%81%D0%B5%D1%80%D0%B0%D1%8F.pdf,33002,,8.5 кг,Италия,,,серый,1400 об/мин.,плоские жернова,0.5 кг,58 мм,,,,,,1.2 кг
https://cdn.entero.ru/mp@2x/a8/23/a823a248a5caf3b345366517a3f1f096.jpg;https://cdn.entero.ru/mp@2x/4f/92/4f92461cb85ec11a8cd60f4b51e098ba.jpg;https://cdn.entero.ru/mp@2x/c4/e4/c4e4495ab1444f214e177ef427e7882e.jpg;https://cdn.entero.ru/mp@2x/04/61/046151a85b84c8ca57cb501ad6422df9.jpg;https://cdn.entero.ru/mp@2x/57/f8/57f8217d0cd7bbf5a273639071ec8cc1.jpg,Кофемолка Cunill Tauro Inox,M1105+counter,32237,RUB,Да,Cunill,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/253894,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253894""><b class=""b"">Cunill Tauro </b></a>серии Inox используется в кофейнях, барах, ресторанах и в домашних условиях для получения молотого кофе из зерен. Модель оснащена счетчиком молотого кофе. Корпус выполнен из нержавеющей стали, плоскопараллельные жернова - из закаленной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рычаг дозатора может монтироваться как слева, так и справа</li>
<li>Встроенный темпер</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Регулировка дозатора: 5/12 гр</li>
<li>Уровень шума: 70 дБ</li>
<li>Габариты в упаковке: 310х190х560 мм</li>
</ul>",253894,электрическая,220 В,0.275 кВт,180 мм,310 мм,560 мм,,,,,0,https://entero.ru/manuals/310948/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cunill%20Tauro%20Inox.docx;https://entero.ru/manuals/366839/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,33580,,,Испания,5 кг/ч,,"нерж. сталь, черный",1300 об/мин.,плоские жернова,1 кг,60 мм,,Да,,,Да,0.6 кг
https://cdn.entero.ru/mp@2x/fc/7e/fc7eac0e76a617decfab69f4abdc5545.jpg;https://cdn.entero.ru/mp@2x/bc/48/bc48531d83512596654c7b59c1ae2ddd.jpg;https://cdn.entero.ru/mp@2x/c4/f7/c4f7d542109b35364522e542a813a2d3.jpg;https://cdn.entero.ru/mp@2x/16/e0/16e014c6fd1aecdfe6a31677c5bd0c86.jpg;https://cdn.entero.ru/mp@2x/68/85/68856c3c1987801a6a5251f6500429a8.jpg,Кофемолка Cunill Tranquilo tron красная,380718,33978,RUB,Да,Cunill,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/227493,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227493""><b class=""b"">Cunill Tranquilo tron</b></a> серии ABS используется в кофейнях, барах, ресторанах и в домашних условиях для получения молотого кофе из зерен. Модель оснащена сенсорной мультиязыковой панелью управления. Держатель для холдера позволяет освободить руки. Корпус выполнен из пластика, резервуар для кофейных зерен - из небьющегося материала, ножи - из закаленной стали.</p>

<p>Резервуар для кофе можно мыть в посудомоечной машине при температуре не выше 90 °С.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью таймера (реле)</li>
<li>Счетчик порций</li>
<li>Возможность выбора приготовления 1 или 2 порций эспрессо или непрерывного помола</li>
<li>Двигатель с тепловой защитой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 77 чашек/час</li>
<li>Скорость вращения: 1300 / 1600 об/мин.</li>
<li>Вместимость дозатора: 500 г</li>
<li>Ресурс ножей: 500 кг</li>
<li>Уровень шума: 77 дБ</li>
<li>Класс водозащищенности: IP21</li>
<li>Габариты упаковки: 500х230х430 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Резервуар для зернового кофе на 1 кг</li>
</ul>",227493,электрическая,220 В,0.28 кВт,170 мм,340 мм,410 мм,10 кг,Испания,1,230x400x500 мм,0,https://entero.ru/manuals/273956/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Cunill%20Tranquilo%20tron%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/273955/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cunill%20Tranquilo%20tron.docx;https://entero.ru/manuals/366833/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,35394,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241437&hash=01c2df7e18e7abbd,8 кг,,10 кг/ч,,красный,,плоские жернова,0.5 кг,60 мм,Да,Да,,8 гр,Да,
https://cdn.entero.ru/mp@2x/9d/d4/9dd4db44479e9f29ab18dd77cda357dd.jpg;https://cdn.entero.ru/mp@2x/c2/a0/c2a0e5ce105675f74d550bddc741c9fd.jpg;https://cdn.entero.ru/mp@2x/78/fb/78fbfc6c4d7f69e9852758a6d87dccfc.jpg;https://cdn.entero.ru/mp@2x/04/20/0420447e7e676d57754337f1e583c187.jpg,Кофемолка VEROTERM VTMC6 черная,Кофемолка VEROTERM VTMC6 черная,35034,RUB,Да,VEROTERM,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/349844,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349844""><b class=""b"">VEROTERM VTMC6</b></a> используется в кофейнях, барах, кафе, на других предприятиях общественного питания и торговли, а также в домашних условиях для измельчения кофейных зерен. Модель оснащена воронкообразным бункером для кофейных зерен с крышкой, кабелем питания с вилкой и расположенным на боковой панели выключателем. Корпус конической формы выполнен из материала с черной матовой поверхностью, жернова – из высококачественной закаленной стали, крышка и поддон – из черного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения кольца под бункером для зерен</li>
<li>Прозрачный бункер для визуального контроля уровня заполнения</li>
<li>Решетка в полости бункера для равномерного заполнения</li>
<li>Наклонная горловина для направленной выгрузки продукта</li>
<li>Прищепка для фиксации пакета </li>
<li>Съемный поддон для сбора излишков молотого кофе</li>
<li>Устойчивая база с нескользящими ножками</li>
<li>Легкость очистки и технического обслуживания</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Бункер для кофе объемом 1000 мл</li>
<li>Бесступенчатая регулировка степени помола</li>
</ul>",349844,электрическая,220 В,0.34 кВт,230 мм,370 мм,600 мм,14 кг,Италия,1,260x407x680 мм,0,https://entero.ru/manuals/461179/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VTMC6%20%D1%87%D0%B5%D1%80%D0%BD%D0%B0%D1%8F.pdf,38080,,13 кг,Италия,,,черный,1400 об/мин.,плоские жернова,1.4 кг,65 мм,,,,,,
https://cdn.entero.ru/mp@2x/b8/ef/b8efa1ec63ccbed63d591fbc07cc3ef3.jpg;https://cdn.entero.ru/mp@2x/c0/41/c0416a6f7bcdf9ed516b603b7f9d8d98.jpg,Кофемолка VEROTERM VTM42 черная,Кофемолка VEROTERM VTM42 черная,35090,RUB,Да,VEROTERM,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/349841,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349841""><b class=""b"">VEROTERM VTM42</b></a> используется в кофейнях, барах, кафе, на других предприятиях общественного питания и торговли, а также в домашних условиях для измельчения кофейных зерен. Модель оснащена воронкообразным бункером для кофейных зерен с крышкой, цилиндрическим контейнером-дозатором для молотого кофе с крышкой, кабелем питания с вилкой и расположенным на боковой панели выключателем. Корпус прибора обтекаемой формы выполнен из материала с черной матовой поверхностью, жернова – из высококачественной закаленной стали, корпус контейнера для молотого кофе с хромированной поверхностью, крышки и поддон – из черного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения кольца под бункером для зерен</li>
<li>Оптимизированная конструкция контейнера-дозатора:
<ul>
<li>Равномерное распределение продукта без комков</li>
<li>Ручная регулировка дозирования с помощью поворотной рукоятки внутри емкости</li>
<li>Направленная выгрузка продукта в центр портафильтра</li>
<li>Вилка для фиксации портафильтра </li>
<li>Встроенный темпер для утрамбовывания продукта в портафильтре</li>
</ul>
</li>
<li>Прозрачные бункер и верх контейнера-дозатора для визуального контроля уровня заполнения</li>
<li>Съемный поддон для сбора излишков молотого кофе</li>
<li>Устойчивая база с нескользящими ножками</li>
<li>Легкость очистки и технического обслуживания</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 2 г/сек.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Бункер для кофе объемом 1000 мл</li>
<li>Электронная панель управления</li>
<li>Таймер</li>
</ul>",349841,электрическая,220 В,0.3 кВт,194 мм,308 мм,430 мм,10 кг,Италия,1,275x396x698 мм,0,https://entero.ru/manuals/461173/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VTM42%20%D1%87%D0%B5%D1%80%D0%BD%D0%B0%D1%8F.pdf,36552,,8.5 кг,Италия,,,черный,1400 об/мин.,плоские жернова,0.5 кг,58 мм,Да,Да,,8.5 гр,,0.2 кг
https://cdn.entero.ru/mp@2x/27/72/2772ac266348e75d4c5657165baaa762.jpg;https://cdn.entero.ru/mp@2x/fc/da/fcdae081f7c53ac3704cf406f500e915.jpg;https://cdn.entero.ru/mp@2x/e2/8d/e28d84fff8eb03f8dbebbad6662d1345.jpg;https://cdn.entero.ru/mp@2x/11/5e/115ec3ec6ae7483a9dd015a481b73567.jpg,Кофемолка VEROTERM VTMC6 серебристая,Кофемолка VEROTERM VTMC6 серебристая,35423,RUB,Да,VEROTERM,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/349843,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349843""><b class=""b"">VEROTERM VTMC6</b></a> используется в кофейнях, барах, кафе, на других предприятиях общественного питания и торговли, а также в домашних условиях для измельчения кофейных зерен. Модель оснащена воронкообразным бункером для кофейных зерен с крышкой, кабелем питания с вилкой и расположенным на боковой панели выключателем. Корпус конической формы выполнен из материала с поверхностью серебристого оттенка, жернова – из высококачественной закаленной стали, крышка и поддон – из черного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения кольца под бункером для зерен</li>
<li>Прозрачный бункер для визуального контроля уровня заполнения</li>
<li>Решетка в полости бункера для равномерного заполнения</li>
<li>Наклонная горловина для направленной выгрузки продукта</li>
<li>Прищепка для фиксации пакета </li>
<li>Съемный поддон для сбора излишков молотого кофе</li>
<li>Устойчивая база с нескользящими ножками</li>
<li>Легкость очистки и технического обслуживания</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Бункер для кофе объемом 1000 мл</li>
<li>Бесступенчатая регулировка степени помола</li>
</ul>",349843,электрическая,220 В,0.34 кВт,230 мм,370 мм,600 мм,13 кг,Италия,1,260x407x680 мм,0,https://entero.ru/manuals/461180/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VTMC6%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%B8%D1%81%D1%82%D0%B0%D1%8F.pdf,38503,,11 кг,Италия,,,серебристый,1400 об/мин.,плоские жернова,1.4 кг,65 мм,,,,,,
https://cdn.entero.ru/mp@2x/c9/2f/c92fa2ad48042ba5a54819f7ce483a25.jpg;https://cdn.entero.ru/mp@2x/b5/05/b505ff9b642a8ba14780f1b3713e5db7.jpg;https://cdn.entero.ru/mp@2x/6e/aa/6eaa849d709c97183eddd43c45318912.jpg,Кофемолка Macap M2D Domus C18 черная,GAM2DJ318SK RINDER M2D DOMUS C18 BLACK,35546,RUB,Да,Macap,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/312390,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312390""><b class=""b"">Macap M2D Domus </b></a>используется на предприятиях общественного питания и торговли для помола кофе из зерен. Модель оснащена плоскими жерновами, механической панелью управления и программируемой дозой кофе.</p>",312390,электрическая,220 В,0.25 кВт,152 мм,250 мм,382 мм,,Италия,,,6,https://entero.ru/manuals/374753/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Macap%20M2D%20Domus%20C18%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,37027,,4.8 кг,Италия,,,черный,1400 об/мин.,плоские жернова,,50 мм,,,,,,
https://cdn.entero.ru/mp@2x/10/51/1051c7559c64b1277320b5bbe1eade9e.jpg;https://cdn.entero.ru/mp@2x/13/47/134739a67d081ad70b041a7db41b441e.jpg;https://cdn.entero.ru/mp@2x/09/cc/09cc5782983831b7f66442b93e2621fb.jpg;https://cdn.entero.ru/mp@2x/9a/50/9a50d8856790b0bca2183ecf3e9f4715.jpg;https://cdn.entero.ru/mp@2x/0c/db/0cdb258f7c524f2eabce51d4cf6ad611.jpg;https://cdn.entero.ru/mp@2x/e4/68/e468ae164fb265eef14e278bb929c595.jpg,Кофемолка Macap Leo 55 Essential черная,LEO 55 Essential C37 Black,38026,RUB,Да,Macap,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/297177,"<p>Кофемолка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297177""><b class=""b""> Macap Leo 55 Essential </b></a>используется на предприятиях общественного питания и торговли для помола кофе из зерен. Модель оснащена цифровым дисплеем с кнопочной панелью управления и микрометрической регулировкой помола с помощью поворотного колесика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>3 настраиваемые дозы</li>
<li>Счетчик порций</li>
<li>Активация дозирования с помощью кнопки Play</li>
<li>Технология Silent System для тихой работы</li>
<li>Регулируемая металлическая вилка с антивибрационным покрытием</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительость: от 1,3 до 1,7 г/сек</li>
</ul>",297177,электрическая,220 В,0.31 кВт,131 мм,183 мм,380 мм,7.44 кг,Италия,1,157x219x456 мм,0,https://entero.ru/manuals/358840/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Macap%20Leo%2055%20Essential%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239999&hd=2&autoplay=0,6.2 кг,,,,черный,1400 об/мин.,плоские жернова,0.3 кг,55 мм,,Да,,,,
https://cdn.entero.ru/mp@2x/28/1f/281f0d8146c916fdc7ce5187d6ec99d8.jpg,Кофемолка-дозатор EUREKA Mignon Silenzio 50 16CR синяя,EME50E23M20A00EAC301 / MIGNON SILENZIO 50 16CR BLUE,38836,RUB,Да,EUREKA,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/157882,"<p>Автоматическая кофемолка-дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/157882""><b class=""b"">EUREKA Mignon Silenzio 50 16CR</b></a> используется в квартирах, частных домах, кафе и ресторанах для получения из зерен молотого кофе различной степени помола. Модель оснащена простой системой настройки помола. Плоскопараллельные жернова выполнены из закаленной стали, носик и декоративные элементы - из хромированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима работы: ручная дозировка и непрерывный режим с таймером</li>
<li>Микрометрическая регулировка помола</li>
<li>Система Silent Technology (помол с низким уровнем шума)</li>
<li>Система Anti-Clumps & Electrostaticity предотвращает комкование молотого кофе</li>
<li>Высокоскоростная система дозирования</li>
<li>Быстрое и простое техническое обслуживание (9 винтов)</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Производительность:
<ul>
<li>Помол «Эспрессо»: от 4,32 до 5,76 кг/ч</li>
<li>Помол для заваривания через фильтр: от 6,12 до 8,28 кг/ч</li>
</ul>
</li>
<li>Уровень шума: 73 дБ</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Резервуар для зернового кофе 510 г</li>
<li>Резервуар для молотого кофе 160 г</li>
<li>Универсальная регулируемая вилка</li>
<li>Стальной корпус</li>
</ul>",157882,электрическая,220 В,0.31 кВт,120 мм,180 мм,350 мм,,Италия,,,0,https://entero.ru/manuals/186112/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EUREKA%20MIGNON%20SILENZIO%2050%2016CR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,40454,,5.6 кг,,от 4.32 до 8.28 кг/ч,,синий,1350 об/мин.,плоские жернова,0.3 кг,50 мм,Да,,,,,
https://cdn.entero.ru/mp@2x/18/3d/183daa3425d3f238d1604abb5fa75b64.jpg;https://cdn.entero.ru/mp@2x/20/02/2002a864899ad79fda0b85da0b45cecb.jpg;https://cdn.entero.ru/mp@2x/a6/a3/a6a3b45c0fcc60d738b1f609bc5765e9.jpg,Кофемолка VEROTERM VTMX черная,Кофемолка VEROTERM VTMX черная,39445,RUB,Да,VEROTERM,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/349846,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349846""><b class=""b"">VEROTERM VTMX</b></a> используется в кофейнях, барах, кафе, на других предприятиях общественного питания и торговли, а также в домашних условиях для измельчения кофейных зерен. Модель оснащена воронкообразным бункером для кофейных зерен с крышкой, цилиндрическим контейнером-дозатором для молотого кофе с крышкой, кабелем питания с вилкой и расположенным на боковой панели выключателем. Корпус прибора конической формы выполнен из материала с черной матовой поверхностью, жернова – из высококачественной закаленной стали, корпус контейнера для молотого кофе с хромированной поверхностью, крышки и поддон – из черного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ступенчатая регулировка степени помола с помощью вращения кольца под бункером для зерен</li>
<li>Оптимизированная конструкция контейнера-дозатора:
<ul>
<li>Равномерное распределение продукта без комков</li>
<li>Ручная регулировка дозирования с помощью поворотной рукоятки внутри емкости</li>
<li>Направленная выгрузка продукта в центр портафильтра</li>
<li>Вилка для фиксации портафильтра </li>
<li>Встроенный темпер для утрамбовывания продукта в портафильтре</li>
<li>Счетчик порций</li>
</ul>
</li>
<li>Прозрачные бункер и верх контейнера-дозатора для визуального контроля уровня заполнения</li>
<li>Съемный поддон для сбора излишков молотого кофе</li>
<li>Устойчивая база с нескользящими ножками</li>
<li>Легкость очистки и технического обслуживания</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 2 г/сек.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Телескопический темпер</li>
<li>Увеличенная дозировка от 8,5 до 11 г</li>
<li>Бесступенчатая регулировка помола</li>
</ul>",349846,электрическая,220 В,0.34 кВт,230 мм,370 мм,600 мм,13 кг,Италия,1,242x407x660 мм,0,https://entero.ru/manuals/461181/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VTMX%20%D1%87%D0%B5%D1%80%D0%BD%D0%B0%D1%8F.pdf,41521,,12 кг,Италия,,,черный,1400 об/мин.,,1.4 кг,65 мм,Да,Да,,12 гр,,0.3 кг
