Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Максимальная нагрузка,Количество ящиков,Материал столешницы
https://cdn.entero.ru/mp@2x/0d/48/0d489a4a5f12e51a9bb3a86be035f2d0.jpg,Верстак ДиКом ВЛ-200-02 МФ,Верстак ДиКом ВЛ-200-02 МФ,85600,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/223666,"<p>Слесарный верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223666""><b class=""b"">ДиКом ВЛ-200-02 МФ </b></a>предназначен для различных слесарных и сборочных работ в мастерских, гаражах, учебных заведениях и на производствах. Модель оснащена тумбой с 3 выдвижными ящиками. Столешница изготовлена из влагостойкой фанеры толщиной 24 мм со стальным листом сверху толщиной 3 мм, окрашенным порошковой краской. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Модульная конструкция </li>
<li>Острые углы отфрезерованы и зашлифованы </li>
<li>Установка столешницы на опоры </li>
<li>Покрытие лаком на основе воска в два слоя </li>
<li>Эпоксидная порошковая краска Teknos </li>
<li>Немецкие замки Euro-Locks </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 50 кг</li>
<li>Цвет: серый (RAL 7038) / синий (RAL 5012)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перфорированный экран <a href=""https://entero.ru/item/223659"">ВЛ-200-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223660"">ВЛ-200-Э2 </a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223661"">ВЛ-200-Э3​</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей покрытой оцинкованным железным листом (ЦФ).</span></em></p>",223666,2000 мм,700 мм,825 мм,0,https://entero.ru/manuals/269640/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-200-02%20%D0%9C%D0%A4.pdf;https://entero.ru/manuals/269641/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%B0%D0%BA%D0%B8.pdf;https://entero.ru/manuals/269639/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,90105,97.4 кг,,Россия,1500 кг,3,"фанера, металл"
https://cdn.entero.ru/mp@2x/fd/f9/fdf99d146a451a1c50fe776e641f6d31.jpg;https://cdn.entero.ru/mp@2x/74/bc/74bc786d73c27e5e1931d1a8887b899b.jpg;https://cdn.entero.ru/mp@2x/fd/52/fd52f2a597f84ac8227fcd59a4704d85.jpg,Верстак КОБОР Expert MW.2.41.6-200/70 Z1.2,310084,85832,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/367037,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367037"">Кобор Expert MW.2.41.6-200/70 Z1.2</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 2 тумбами с выдвижными ящиками, которые гарантируют комфортное использования и позволяют хранить необходимые инструменты и материалы на рабочем месте. Рама обладает высокой устойчивостью благодаря опорным элементам и перемычкам. Столешница выполнена из ламинированной фанеры, покрытой листом оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расширенная система хранения</li>
<li>Повышенная устойчивость конструкции</li>
<li>Столешница с высокой нагрузочной способностью</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Сталь: 1,2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367037,2000 мм,700 мм,870 мм,0,,90349,,Россия,Россия,,8,"фанера, металл"
https://cdn.entero.ru/mp@2x/b8/1f/b81f10b196d6a6382c3b440b51e3c795.jpg,Верстак ДиКом ВЛ-200-04 МФ,Верстак ДиКом ВЛ-200-04 МФ,86500,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/223797,"<p>Слесарный верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223797""><b class=""b"">ДиКом ВЛ-200-04 МФ </b></a>предназначен для различных слесарных и сборочных работ в мастерских, гаражах, учебных заведениях и на производствах. Модель оснащена тумбой с 5 выдвижными ящиками. Столешница изготовлена из влагостойкой фанеры толщиной 24 мм со стальным листом сверху толщиной 3 мм, окрашенным порошковой краской.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Модульная конструкция </li>
<li>Острые углы отфрезерованы и зашлифованы </li>
<li>Установка столешницы на опоры </li>
<li>Покрытие лаком на основе воска в два слоя </li>
<li>Эпоксидная порошковая краска Teknos </li>
<li>Немецкие замки Euro-Locks </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 50 кг</li>
<li>Цвет: серый (RAL 7038) / синий (RAL 5012)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перфорированный экран <a href=""https://entero.ru/item/223659"">ВЛ-200-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223660"">ВЛ-200-Э2 </a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223661"">ВЛ-200-Э3​</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",223797,2000 мм,700 мм,825 мм,0,https://entero.ru/manuals/269833/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-200-04%20%D0%9C%D0%A4.pdf;https://entero.ru/manuals/269834/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%B0%D0%BA%D0%B8.pdf;https://entero.ru/manuals/269832/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,94022,100.2 кг,,Россия,1500 кг,5,"фанера, металл"
https://cdn.entero.ru/mp@2x/41/5b/415b292870f8193a8d931bee478f96fa.jpg,Верстак ДиКом ВС-200-03 Ф,Верстак ДиКом ВС-200-03 Ф,87700,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/224921,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224921"">ДиКом ВС-200-03 Ф</a> </b>предназначен для организации рабочего пространства на производствах, предприятиях тяжелой промышленности и в мастерских различных направлений. Модель оснащена тумбой с перфорированными экранами на боковых стенках и 2 распашными дверцами. Столешница изготовлена из фанеры, тумба - из стали толщиной 1,2 мм, ручки - из пластика. </p>

<p>Полки для тумбы в комплект поставки не входят и приобретаются отдельно. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Дверцы закрываются на центральный замок EURO-LOCKS </li>
<li>Ригельная система запирания </li>
<li>Внутренние петли</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка </li>
<li>Металлические элементы окрашены эпоксидной порошковой краской</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 40 мм </li>
<li>Шаг регулировки полок по высоте: 25 мм </li>
<li>Габариты тумбы: 800х565х600 мм </li>
<li>Вес тумбы: 44 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полки для тумбы ВС-010 </li>
<li>Нижняя полка из фанеры 24 мм</li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224875"">ВС-200-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224877"">ВС-200-Э2</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224878"">ВС-200-Э3</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224921,2000 мм,700 мм,840 мм,0,https://entero.ru/manuals/271778/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,91354,115.1 кг,,Россия,2000 кг,,фанера
https://cdn.entero.ru/mp@2x/1e/78/1e784feae109a9564f6c0396370c276b.jpg,Верстак ДиКом ВС-200-03 ЦФ,Верстак ДиКом ВС-200-03 ЦФ,88100,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/224923,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224923"">ДиКом ВС-200-03 ЦФ</a> </b>предназначен для организации рабочего пространства на производствах, предприятиях тяжелой промышленности и в мастерских различных направлений. Модель оснащена тумбой с перфорированными экранами на боковых стенках и 2 распашными дверцами. Столешница изготовлена из фанеры и покрыта оцинкованным листовым металлом, тумба - из стали толщиной 1,2 мм, ручки - из пластика. </p>

<p>Полки для тумбы в комплект поставки не входят и приобретаются отдельно. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Дверцы закрываются на центральный замок EURO-LOCKS </li>
<li>Ригельная система запирания </li>
<li>Внутренние петли</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка </li>
<li>Металлические элементы окрашены эпоксидной порошковой краской</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 40 мм </li>
<li>Шаг регулировки полок по высоте: 25 мм </li>
<li>Габариты тумбы: 800х565х600 мм </li>
<li>Вес тумбы: 44 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полки для тумбы ВС-010 </li>
<li>Нижняя полка из фанеры 24 мм</li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224875"">ВС-200-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224877"">ВС-200-Э2</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224878"">ВС-200-Э3</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224923,2000 мм,700 мм,840 мм,0,https://entero.ru/manuals/271780/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,115.1 кг,,Россия,2000 кг,,"фанера, металл"
https://cdn.entero.ru/mp@2x/4a/53/4a53275b9e74cbe6fb9a7db222efe383.jpg;https://cdn.entero.ru/mp@2x/aa/d6/aad60e913b63cce48b1e7f1df3edc9dc.jpg;https://cdn.entero.ru/mp@2x/57/0e/570eca567669068b87fa848ad7b00240.jpg,Верстак КОБОР Expert MW.2.41.6/P2-150/70 Z1.2,310092,88142,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/367046,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367046"">Кобор Expert MW.2.41.6/P2-150/70 Z1.2</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 2 тумбами с выдвижными ящиками, которые гарантируют комфортное использования и позволяют хранить необходимые инструменты и материалы на рабочем месте. Защитный экран обеспечивает дополнительную безопасность при выполнении работ, связанных с возможным разлетом мелких частиц или искр. Рама обладает высокой устойчивостью благодаря опорным элементам и перемычкам. Столешница выполнена из ламинированной фанеры, покрытой листом оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расширенная система хранения</li>
<li>Повышенная устойчивость конструкции</li>
<li>Столешница с высокой нагрузочной способностью</li>
<li>Возможность крепления дополнительного оборудования через перфопанель</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Сталь: 1,2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367046,1500 мм,700 мм,870 мм,0,,92781,,Россия,Россия,,8,"фанера, металл"
https://cdn.entero.ru/mp@2x/f7/01/f7019e7d5af41f79b64da9e2bb73047d.jpg;https://cdn.entero.ru/mp@2x/21/d1/21d1a477318ea4fa4db7c57d81385f7e.jpg;https://cdn.entero.ru/mp@2x/3a/28/3a28445b0237ff8a2a165019b6486110.jpg,Верстак КОБОР Expert MW.2.41.6-200/70 M3,310087,89338,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/367040,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367040"">Кобор Expert MW.2.41.6-200/70 M3</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 2 тумбами с выдвижными ящиками, которые гарантируют комфортное использования и позволяют хранить необходимые инструменты и материалы на рабочем месте. Рама обладает высокой устойчивостью благодаря опорным элементам и перемычкам. Столешница выполнена из ламинированной фанеры, покрытой окрашенным листом металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расширенная система хранения</li>
<li>Повышенная устойчивость конструкции</li>
<li>Столешница с высокой нагрузочной способностью</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Металл: 3 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367040,2000 мм,700 мм,870 мм,0,,93060,,Россия,Россия,,8,"фанера, металл"
https://cdn.entero.ru/mp@2x/80/bc/80bc29a436915cd6ab744cd524e2069d.jpg,Верстак ДиКом ВЛ-150-06 ЦФ,Верстак ДиКом ВЛ-150-06 ЦФ,90095,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/223650,"<p>Слесарный верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223650""><b class=""b"">ДиКом ВЛ-150-06 ЦФ </b></a>предназначен для различных слесарных и сборочных работ в мастерских, гаражах, учебных заведениях и на производствах. Модель оснащена 2 инструментальными тумбами с 5 выдвижными ящиками, запирающихся на единый замок. Столешница изготовлена из влагостойкой фанеры толщиной 24 мм, покрытой оцинкованным железным листом.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Модульная конструкция </li>
<li>Острые углы отфрезерованы и зашлифованы </li>
<li>Установка столешницы на опоры </li>
<li>Покрытие лаком на основе воска в два слоя </li>
<li>Эпоксидная порошковая краска Teknos </li>
<li>Немецкие замки Euro-Locks </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 50 кг</li>
<li>Цвет: серый (RAL 7038) / синий (RAL 5012)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перфорированный экран <a href=""https://entero.ru/item/223613"">ВЛ-150-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223615"">ВЛ-150-Э2 </a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223616"">ВЛ-150-Э3​</a></li>
<li>Нижняя полка <a href=""https://entero.ru/item/223560"">100-Ф</a> </li>
</ul>",223650,1500 мм,700 мм,825 мм,0,https://entero.ru/manuals/269603/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-150-06%20%D0%A6%D0%A4.pdf;https://entero.ru/manuals/269604/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%B0%D0%BA%D0%B8.pdf;https://entero.ru/manuals/269602/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,97929,120 кг,,Россия,1500 кг,10,"фанера, металл"
https://cdn.entero.ru/mp@2x/13/05/1305692854a86ce7f4225abc5de973c8.jpg,Верстак ДиКом ВЛ-150-06 Ф,Верстак ДиКом ВЛ-150-06 Ф,90500,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/223648,"<p>Слесарный верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223648""><b class=""b"">ДиКом ВЛ-150-06 Ф </b></a>предназначен для различных слесарных и сборочных работ в мастерских, гаражах, учебных заведениях и на производствах. Модель оснащена 2 инструментальными тумбами с 5 выдвижными ящиками, запирающихся на единый замок. Столешница изготовлена из влагостойкой фанеры толщиной 24 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Модульная конструкция </li>
<li>Острые углы отфрезерованы и зашлифованы </li>
<li>Установка столешницы на опоры </li>
<li>Покрытие лаком на основе воска в два слоя </li>
<li>Эпоксидная порошковая краска Teknos </li>
<li>Немецкие замки Euro-Locks </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 50 кг</li>
<li>Цвет: серый (RAL 7038) / синий (RAL 5012)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перфорированный экран <a href=""https://entero.ru/item/223613"">ВЛ-150-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223615"">ВЛ-150-Э2 </a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223616"">ВЛ-150-Э3​</a></li>
<li>Нижняя полка <a href=""https://entero.ru/item/223560"">100-Ф</a> </li>
</ul>",223648,1500 мм,700 мм,825 мм,0,https://entero.ru/manuals/269600/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-150-06%20%D0%A4.pdf;https://entero.ru/manuals/269601/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%B0%D0%BA%D0%B8.pdf;https://entero.ru/manuals/269599/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,120 кг,,Россия,1500 кг,10,фанера
https://cdn.entero.ru/mp@2x/02/70/0270b2cad33e9fa1355e59a2a3cf0141.jpg;https://cdn.entero.ru/mp@2x/1e/4c/1e4c1922d3a0325013ac6cc2a9d1ee8e.jpg;https://cdn.entero.ru/mp@2x/32/61/32613a040b3d4b840e1e15095759441c.jpg,Верстак КОБОР Expert MW.2.41.6/P2-150/70 M3,310095,90890,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/367049,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367049"">Кобор Expert MW.2.41.6/P2-150/70 M3</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 2 тумбами с выдвижными ящиками, которые гарантируют комфортное использования и позволяют хранить необходимые инструменты и материалы на рабочем месте. Защитный экран обеспечивает дополнительную безопасность при выполнении работ, связанных с возможным разлетом мелких частиц или искр. Рама обладает высокой устойчивостью благодаря опорным элементам и перемычкам. Столешница выполнена из ламинированной фанеры, покрытой окрашенным листом металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расширенная система хранения</li>
<li>Повышенная устойчивость конструкции</li>
<li>Столешница с высокой нагрузочной способностью</li>
<li>Возможность крепления дополнительного оборудования через перфопанель</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Металл: 3 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367049,1500 мм,700 мм,870 мм,0,,97731,,Россия,Россия,,8,"фанера, металл"
https://cdn.entero.ru/mp@2x/47/c9/47c96e89d265145ec2b8d48c60e8ea4b.jpg,Верстак ДиКом ВС-200-02 Массив,Верстак ДиКом ВС-200-02 Массив,93072,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/224914,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224914"">ДиКом ВС-200-02 Массив</a> </b>предназначен для организации рабочего пространства на производствах, предприятиях тяжелой промышленности и в мастерских различных направлений. Модель оснащена подвесной тумбой с 3 выдвижными ящиками. Столешница изготовлена из массива твердых пород дерева, тумба - из металла толщиной 1,2 мм, ручки ящиков - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Единый центральный замок EURO-LOCKS</li>
<li>Телескопические направляющие </li>
<li>Система антиопрокидывания</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка </li>
<li>Ручки ящиков с торцевыми заглушками</li>
<li>Металлические элементы окрашены эпоксидной порошковой краской</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 40 мм </li>
<li>Максимальная нагрузка на ящик: 50 кг</li>
<li>Размеры ящиков: 100х306х459 мм</li>
<li>Габариты подвесной тумбы: 400х412х600 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перфорированный экран <a href=""https://entero.ru/item/224875"">ВС-200-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224877"">ВС-200-Э2</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224878"">ВС-200-Э3</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224914,2000 мм,700 мм,840 мм,0,https://entero.ru/manuals/271771/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%B0%D0%BA%D0%B8.pdf;https://entero.ru/manuals/271770/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,96950,129.1 кг,,Россия,3000 кг,3,дерево
https://cdn.entero.ru/mp@2x/58/d7/58d74b1bbafff5f7bf145d2272384e55.jpg,Верстак ДВК SMART 1760.4.P.Y.1-1.d2,КГ050942,93560,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/217318,"<p>Верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217318""><b class=""b"">ДВК SMART 1760.4.P.Y.1-1.d2 </b></a>предназначен для обустройства стационарных рабочих мест, требующих повышенной устойчивости к высоким нагрузкам и хранения большого объема инструментов на легких производствах, в мастерских и гаражах. Модель оснащена 2 перфорированными панелями, светильником, подвесным ящиком, тумбой с внутренней полкой и ящиком, тумбой-пеналом и тумбой с 4 выдвижными ящиками. Столешница изготовлена из влагостойкой фанеры толщиной 27 мм со стальной окрашенной накладкой 1,2 мм, лицевая панель ящиков - из листа стали толщиной 1,2 мм, эргономичные ручки - из пластика. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Комплект косынок для экрана SMART - 1 шт.</li>
<li>Отражатель 1760 - 1 шт. </li>
<li>Светильник светодиодный ВС-СПО-32-5К-04+012 Смарт - 1 шт. </li>
<li>Стойка 1150 для крепления 2-го экрана SMART - 2 шт. </li>
<li>Столешница 1760 SMART - 1 шт. </li>
<li><a href=""https://entero.ru/item/215843"">Тумба SMART 1-1</a> - 1 шт. </li>
<li><a href=""https://entero.ru/item/215845"">Тумба SMART 4</a> - 1 шт.</li>
<li><a href=""https://entero.ru/item/215849"">Тумба-пенал SMART</a> - 1 шт.</li>
<li><a href=""https://entero.ru/item/217120"">Панель перфорированная 1760 SMART</a> - 2 шт.</li>
<li>Ящик подвесной SMART-1 - 1 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Универсальная перфорация на внутренних и боковых стенках </li>
<li>Возможность смены стороны открывания двери тумб </li>
<li>Единый цилиндрический стальной замок на тумбах с ящиками </li>
<li>Телескопические направляющие полного выдвижения</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
<li>Прочный сборно-разборный корпус </li>
<li>Стильный дизайн и функциональность </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 60 / 30 кг </li>
<li>Универсальная перфорация: квадрат 10 мм c шагом 38х38 мм / круг 7 мм с шагом 25х38 мм </li>
<li>Цвет: темно-серый (RAL7016) / светло-серый (RAL7035)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Установка системы «мастер-ключ»</li>
</ul>",217318,1760 мм,605 мм,1864 мм,0,https://entero.ru/manuals/258121/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20SMART%201760.4.P.Y.1-1.d2.pdf;https://entero.ru/manuals/258122/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,113.8 кг,,Россия,1000 кг,6,фанера
