Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Максимальная нагрузка,Количество ящиков,Материал столешницы
https://cdn.entero.ru/mp@2x/6b/fb/6bfb7a640183d6005faf7e569c4ab88c.jpg,Верстак слесарный ДВК 21.3Д.111,КГ010132,43900,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/217725,"<p>Слесарный металлический верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217725"">ДВК 21.3Д.111</a> </b>предназначен для оснащения рабочих мест на производственных участках, станциях технического обслуживания, участках сборки и комплектации, в загородных домах и технических помещениях. Модель оснащена 2 тумбами с распашными дверцами и внутренними полками. Столешница изготовлена из влагостойкой фанеры толщиной 27 мм. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>21 полка/стенка (1) - 1 шт.</li>
<li>21 столешница (3Д) - 1 шт.</li>
<li><a href=""https://entero.ru/item/217640"">Тумба 21.1</a> - 2 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Сборно-модульная конструкция </li>
<li>Центральный замок Cam Lock </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. нагрузка на полку / ящик: 20 кг </li>
<li>Цвет: серый (RAL 7035) / синий (RAL 5005)</li>
</ul>",217725,1600 мм,600 мм,844 мм,0,https://entero.ru/manuals/258641/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%2021.3%D0%94.111.pdf;https://entero.ru/manuals/258642/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,46702,71 кг,,Россия,400 кг,,фанера
https://cdn.entero.ru/mp@2x/c4/1c/c41c10ed6e3fa5abf5fb43cf4bc316f7.jpg,Верстак ДиКом ВС-150-01 Массив,Верстак ДиКом ВС-150-01 Массив,44105,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/224571,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224571"">ДиКом ВС-150-01 Массив</a> </b>предназначен для организации рабочего пространства на производствах, предприятиях тяжелой промышленности и в мастерских различных направлений. Столешница изготовлена из массива твердых пород дерева. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка </li>
<li>Металлические элементы окрашены эпоксидной порошковой краской</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 40 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перфорированный экран <a href=""https://entero.ru/item/224565"">ВС-150-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224563"">ВС-150-Э2</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/224566"">ВС-150-Э3</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224571,1500 мм,700 мм,840 мм,0,https://entero.ru/manuals/271395/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%B0%D0%BA%D0%B8.pdf;https://entero.ru/manuals/271394/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,64 кг,,Россия,2 000 кг,,дерево
https://cdn.entero.ru/mp@2x/96/3e/963e6598992c0f9b23de5ddd150891e9.jpg;https://cdn.entero.ru/mp@2x/80/81/8081c5f9158c58c0ee52ff5136ba6df6.jpg;https://cdn.entero.ru/mp@2x/48/a6/48a61c38ead84ad5dcccf41b5939adb1.jpg,Верстак слесарный ПРОМЕТ Expert (№221) WTS200.F2/F2.000,WTS200.F2/F2.000вер К30399771446,44435,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/222476,"<p>Металлический верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222476""><b class=""b"">ПРОМЕТ Expert (№221) WTS200.F2/F2.000 </b></a>предназначен для оснащения рабочих мест на производственных участках, станциях технического обслуживания, участках сборки и комплектации, в загородных домах и технических помещениях. Опоры изготовлены из высококачественной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Столешница WTS-200 - 1шт.</li>
<li>Планка Wsh и косынки - 1шт.</li>
<li>Усилитель верстака 200 - 1шт.</li>
<li>Опора регулируемая WF-2 - 2 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Модульный принцип комбинирования различных комплектаций</li>
<li>Возможность установки подвесного ящика WD-0 под столешницу</li>
<li>Возможность дополнительно укомплектовать верстак перфорированным экраном соответствующего размера, светодиодным освещением и аксессуарами для инструментов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: серый полуматовый (RAL 7038)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Цвет изделия может отличаться от представленного на фото.</span></em></p>",222476,2000 мм,700 мм,870 мм,0,https://entero.ru/manuals/266597/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%BD%D0%B0%20%D0%9F%D0%A0%D0%9E%D0%9C%D0%95%D0%A2%20Expert%20%28%E2%84%96221%29%20WTS200.F2_F2.000.pdf,,,,Россия,750 кг,9,фанера
https://cdn.entero.ru/mp@2x/32/4d/324de0c5d6e2dabdb9eaf613f8e21942.jpg;https://cdn.entero.ru/mp@2x/31/e1/31e17acb25090cf292a3179a72dce673.jpg;https://cdn.entero.ru/mp@2x/4e/0d/4e0db51b85d5756e42c91d83a143c797.jpg,Верстак КОБОР Expert MW.1L-200/70,310034,44810,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/366949,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366949"">Кобор Expert MW.1L-200/70</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Встроенная тумба с дверцей гарантирует комфортное использования и позволяет хранить необходимые инструменты и материалы на рабочем месте. Рама обладает высокой устойчивостью благодаря опорным элементам, перемычкам и боковой перфопанели. Столешница выполнена из ламинированной фанеры, отличающейся прочностью и долговечностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность крепления дополнительного оборудования через перфопанель</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Компактные размеры</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366949,2000 мм,700 мм,870 мм,0,,,,Россия,Россия,,,фанера
https://cdn.entero.ru/mp@2x/73/bc/73bc6c2b4cd735055e6899f78cd1323d.jpg;https://cdn.entero.ru/mp@2x/a1/44/a144969c20745563d824357c01e5bcc3.jpg;https://cdn.entero.ru/mp@2x/40/fb/40fb9ee6951c37c0dd3276909ad241e7.jpg,Верстак КОБОР Expert MW.1R-200/70,310038,44810,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/366953,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366953"">Кобор Expert MW.1R-200/70</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Встроенная тумба с дверцей гарантирует комфортное использования и позволяет хранить необходимые инструменты и материалы на рабочем месте. Рама обладает высокой устойчивостью благодаря опорным элементам, перемычкам и боковой перфопанели. Столешница выполнена из ламинированной фанеры, отличающейся прочностью и долговечностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность крепления дополнительного оборудования через перфопанель</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Компактные размеры</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366953,2000 мм,700 мм,870 мм,0,,46677,,Россия,Россия,,,фанера
https://cdn.entero.ru/mp@2x/41/30/4130fa830e5675fdd998729b37a25994.jpg,Верстак ДВК SMART 1760.1-1.S3.0.d,КГ050985,44940,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/217245,"<p>Верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217245""><b class=""b"">ДВК SMART 1760.1-1.S3.0.d </b></a>предназначен для обустройства стационарных рабочих мест, требующих повышенной устойчивости к высоким нагрузкам и хранения большого объема инструментов на легких производствах, в мастерских и гаражах. Модель оснащена перфорированной панелью, тумбой с выдвижным ящиком и внутренней полкой. Столешница изготовлена из влагостойкой фанеры толщиной 27 мм со стальной окрашенной накладкой 1,2 мм, лицевая панель ящиков - из листа стали толщиной 1,2 мм, эргономичные ручки - из пластика. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Комплект косынок для экрана SMART - 1 шт.</li>
<li>Опора SMART - 1 шт. </li>
<li>Полка/стенка 1100 SMART - 1 шт. </li>
<li>Столешница 1760 SMART - 1 шт. </li>
<li><a href=""https://entero.ru/item/215843"">Тумба SMART 1-1</a> - 1 шт. </li>
<li>Панель перфорированная 1760 SMART - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Универсальная перфорация на внутренних и боковых стенках </li>
<li>Возможность смены стороны открывания двери тумб </li>
<li>Единый цилиндрический стальной замок на тумбах с ящиками </li>
<li>Телескопические направляющие полного выдвижения</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
<li>Прочный сборно-разборный корпус </li>
<li>Стильный дизайн и функциональность </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 60 / 30 кг </li>
<li>Универсальная перфорация: квадрат 10 мм c шагом 38х38 мм / круг 7 мм с шагом 25х38 мм </li>
<li>Цвет: темно-серый (RAL7016) / светло-серый (RAL7035)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Установка системы «мастер-ключ»</li>
</ul>",217245,1760 мм,605 мм,1364 мм,0,https://entero.ru/manuals/257916/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20SMART%201760.1-1.S3.0.d.pdf;https://entero.ru/manuals/257917/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,58.3 кг,,Россия,500 кг,1,фанера
https://cdn.entero.ru/mp@2x/c8/a8/c8a8f81921216930792a8e916e3aad54.jpg;https://cdn.entero.ru/mp@2x/68/a6/68a62b385926a127b98a9a041f86da7f.jpg;https://cdn.entero.ru/mp@2x/cf/0b/cf0b20aedbfbe1be342484d25eeaf069.jpg,Верстак КОБОР Expert MW.1L/P1-150/70 M3,310073,45507,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/366992,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366992"">Кобор Expert MW.1L/P1-150/70 M3</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Встроенная тумба с дверцей гарантирует комфортное использования и позволяет хранить необходимые инструменты и материалы на рабочем месте. Защитный экран обеспечивает дополнительную безопасность при выполнении работ, связанных с возможным разлетом мелких частиц или искр. Рама обладает высокой устойчивостью благодаря опорным элементам, перемычкам и боковой перфопанели. Столешница выполнена из ламинированной фанеры, покрытой окрашенным листом металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность крепления дополнительного оборудования через перфопанель</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Компактные размеры</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Металл: 3 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366992,1500 мм,700 мм,870 мм,0,,,,Россия,Россия,,,"фанера, металл"
https://cdn.entero.ru/mp@2x/86/29/86292d73476a3ca3ea6437a37a8f4cf4.jpg;https://cdn.entero.ru/mp@2x/94/ae/94aedc79666d1ef195dd2601e9972791.jpg;https://cdn.entero.ru/mp@2x/f2/ea/f2ea0dfa23c8c43bd30af5475cd2eb9f.jpg,Верстак КОБОР Expert MW.1R/P1-150/70 M3,310077,45507,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/366996,"<p>Верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366996"">Кобор Expert MW.1R/P1-150/70 M3</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Встроенная тумба с дверцей гарантирует комфортное использования и позволяет хранить необходимые инструменты и материалы на рабочем месте. Защитный экран обеспечивает дополнительную безопасность при выполнении работ, связанных с возможным разлетом мелких частиц или искр. Рама обладает высокой устойчивостью благодаря опорным элементам, перемычкам и боковой перфопанели. Столешница выполнена из ламинированной фанеры, покрытой окрашенным листом металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность крепления дополнительного оборудования через перфопанель</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Компактные размеры</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Металл: 3 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366996,1500 мм,700 мм,870 мм,0,,47403,,Россия,Россия,,,"фанера, металл"
https://cdn.entero.ru/mp@2x/24/17/2417a0d34ebf7aa7a82954ae3926a4da.jpg;https://cdn.entero.ru/mp@2x/60/c3/60c321620d11b5fdc7b57118a49c0b46.jpg;https://cdn.entero.ru/mp@2x/e3/b8/e3b8f86af38bbaf91f2c0c2673a1a9bb.jpg,Верстак слесарный ПРОМЕТ Expert (№606) WTH160.F2/F2.000,WTH160.F2/F2.000вер К30399763446,45945,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/222494,"<p>Металлический верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222494""><b class=""b"">ПРОМЕТ Expert (№606) WTH160.F2/F2.000 </b></a>предназначен для оснащения рабочих мест на производственных участках, станциях технического обслуживания, участках сборки и комплектации, в загородных домах и технических помещениях. Опоры и усилитель изготовлены из высококачественной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Столешница WTH-160 - 1шт.</li>
<li>Опора регулируемая WF-2 - 2шт.</li>
<li>Планка WSh и две косынки - 1шт.</li>
<li>Усилитель верстака 160 - 1шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Модульный принцип комбинирования различных комплектаций</li>
<li>Возможность установки подвесного ящика WD-0 под столешницу</li>
<li>Возможность дополнительно укомплектовать верстак перфорированным экраном соответствующего размера, светодиодным освещением и аксессуарами для инструментов</li>
<li>Поставляется в разобранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: серый полуматовый (RAL 7038)</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Цвет изделия может отличаться от представленного на фото.</span></em></p>",222494,1600 мм,700 мм,870 мм,0,https://entero.ru/manuals/266616/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%BD%D0%B0%20%D0%9F%D0%A0%D0%9E%D0%9C%D0%95%D0%A2%20Expert%20%28%E2%84%96606%29%20WTH160.F2_F2.000.pdf,49940,,,Россия,750 кг,,
https://cdn.entero.ru/mp@2x/a5/61/a56180f6ebb19545804fddc707f0bc5b.jpg,Верстак ДВК SMART 1760.1-1.S2.1,КГ047382,46140,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/217144,"<p>Верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217144""><b class=""b"">ДВК SMART 1760.1-1.S2.1 </b></a>предназначен для обустройства стационарных рабочих мест, требующих повышенной устойчивости к высоким нагрузкам и хранения большого объема инструментов на легких производствах, в мастерских и гаражах. Модель оснащена тумбой с внутренней полкой и тумбой с выдвижным ящиком и полкой. Столешница изготовлена из влагостойкой фанеры толщиной 27 мм со стальной окрашенной накладкой 1,2 мм, лицевая панель ящиков - из листа стали толщиной 1,2 мм, эргономичные ручки - из пластика. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Полка/стенка 740 SMART - 1 шт. </li>
<li>Столешница 1760 SMART - 1 шт. </li>
<li><a href=""https://entero.ru/item/215840"">Тумба SMART 1</a> - 1 шт. </li>
<li><a href=""https://entero.ru/item/215843"">Тумба SMART 1-1</a> - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Универсальная перфорация на внутренних и боковых стенках </li>
<li>Возможность смены стороны открывания двери тумб </li>
<li>Единый цилиндрический стальной замок на тумбах с ящиками </li>
<li>Телескопические направляющие полного выдвижения</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
<li>Прочный сборно-разборный корпус </li>
<li>Стильный дизайн и функциональность </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 60 / 30 кг </li>
<li>Универсальная перфорация: квадрат 10 мм c шагом 38х38 мм / круг 7 мм с шагом 25х38 мм </li>
<li>Цвет: темно-серый (RAL7016) / светло-серый (RAL7035)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Установка системы «мастер-ключ»</li>
</ul>",217144,1760 мм,605 мм,864 мм,0,https://entero.ru/manuals/257790/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20SMART%201760.1-1.S2.1.pdf;https://entero.ru/manuals/257791/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,48568,57.9 кг,,Россия,750 кг,1,фанера
https://cdn.entero.ru/mp@2x/7a/a6/7aa6a646327eff6ba044185bf6ef5e15.jpg,Верстак слесарный ДВК 21.3Д.026,КГ010128,46400,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/217704,"<p>Слесарный металлический верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217704""><b class=""b"">ДВК 21.3Д.026 </b></a>предназначен для оснащения рабочих мест на производственных участках, станциях технического обслуживания, участках сборки и комплектации, в загородных домах и технических помещениях. Модель оснащена тумбой с 6 выдвижными ящиками. Столешница изготовлена из влагостойкой фанеры толщиной 27 мм.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>21 опора - 1 шт.</li>
<li>21 полка/стенка (2) - 1 шт.</li>
<li>21 столешница (3Д) - 1 шт.</li>
<li><a href=""https://entero.ru/item/217644"">Тумба 21.6</a> - 1 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Сборно-модульная конструкция </li>
<li>Центральный замок Cam Lock </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. нагрузка на полку / ящик: 20 кг </li>
<li>Цвет: серый (RAL 7035) / синий (RAL 5005)</li>
</ul>",217704,1600 мм,600 мм,844 мм,0,https://entero.ru/manuals/258593/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%2021.3%D0%94.026.pdf;https://entero.ru/manuals/258594/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,65.34 кг,,Россия,400 кг,6,фанера
https://cdn.entero.ru/mp@2x/9b/9e/9b9ec1439b6d2717845a04a5f24a72f4.jpg;https://cdn.entero.ru/mp@2x/e9/8d/e98d77a1c2b3b684eda60be6cc393a61.jpg;https://cdn.entero.ru/mp@2x/2d/ba/2dba3d1482740363bde05634aaddd9e6.jpg,Верстак КОБОР Expert MW/P1-200/70,310020,46554,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/366935,"<p>Бестумбовый верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366935"">Кобор Expert MW/P1-200/70</a></b> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Защитный экран обеспечивает дополнительную безопасность при выполнении работ, связанных с возможным разлетом мелких частиц или искр. Рама обладает высокой устойчивостью благодаря опорным элементам, перемычкам и боковым перфопанелям. Столешница выполнена из ламинированной фанеры, отличающейся прочностью и долговечностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность крепления дополнительного оборудования через перфопанели</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Компактные размеры</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366935,2000 мм,700 мм,870 мм,0,,50058,,Россия,Россия,,,фанера
https://cdn.entero.ru/mp@2x/07/49/0749cc2c0b90ce5f61997335bae52515.jpg,Верстак ДиКом ВЛ-200-01 ЦФ,Верстак ДиКом ВЛ-200-01 ЦФ,46900,RUB,Нет,,Промышленная мебель,Верстаки,https://entero.ru/item/223662,"<p>Слесарный верстак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223662"">ДиКом ВЛ-200-01 ЦФ</a> </b>предназначен для различных слесарных и сборочных работ в мастерских, гаражах, учебных заведениях и на производствах. Столешница изготовлена из влагостойкой фанеры толщиной 24 мм, покрытой оцинкованным железным листом.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Модульная конструкция </li>
<li>Острые углы отфрезерованы и зашлифованы </li>
<li>Установка столешницы на опоры </li>
<li>Покрытие лаком на основе воска в два слоя </li>
<li>Эпоксидная порошковая краска Teknos </li>
<li>Немецкие замки Euro-Locks </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 50 кг</li>
<li>Цвет: серый (RAL 7038) / синий (RAL 5012)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перфорированный экран <a href=""https://entero.ru/item/223659"">ВЛ-200-Э1</a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223660"">ВЛ-200-Э2 </a></li>
<li>Перфорированный экран <a href=""https://entero.ru/item/223661"">ВЛ-200-Э3​</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>",223662,2000 мм,700 мм,825 мм,0,https://entero.ru/manuals/269626/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-200-01%20%D0%A6%D0%A4.pdf;https://entero.ru/manuals/269627/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%B0%D0%BA%D0%B8.pdf;https://entero.ru/manuals/269625/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,61.6 кг,,Россия,1500 кг,,фанера
https://cdn.entero.ru/mp@2x/16/be/16be7c717c55b27a50ff894f7eafac0d.jpg;https://cdn.entero.ru/mp@2x/b0/a8/b0a8e01015279c23278ad65da01a49b3.jpg;https://cdn.entero.ru/mp@2x/e2/d6/e2d61c309d31246139556d05b8cbe25c.jpg,Верстак КОБОР Expert MW-200/70 Z1.2,310010,47190,RUB,Нет,КОБОР,Промышленная мебель,Верстаки,https://entero.ru/item/366925,"<p>Бестумбовый верстак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366925""><b class=""b"">Кобор Expert MW-150/70 Z1.2</b></a> предназначен для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Рама обладает высокой устойчивостью благодаря опорным элементам, перемычкам и боковым перфопанелям. Столешница выполнена из ламинированной фанеры, покрытой листом оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность крепления дополнительного оборудования через перфопанели</li>
<li>Максимальная функциональность</li>
<li>Универсальность применения</li>
<li>Компактные размеры</li>
<li>Простота в обслуживании и эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Сталь: 1,2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366925,2000 мм,700 мм,870 мм,0,,,,Россия,Россия,,,"фанера, металл"
