Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Материал,Тип установки,Максимальная нагрузка,Количество полок,Количество ящиков
https://cdn.entero.ru/mp@2x/31/9c/319cdd51709af1ee4aa0c5300e7bf435.jpg;https://cdn.entero.ru/mp@2x/65/6a/656ad0cfca1ce6a1c3353bd6bfa7794b.jpg,Шкаф инструментальный ДиКом ВС-053-01 с дверьми с окнами,Шкаф инструментальный ДиКом ВС-053-01 с дверьми с окнами,78500,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225923,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225923""><b class=""b"">ДиКом ВС-053-01 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 3 полками и дверьми с окнами. Корпус изготовлен из стали, полки - из оцинкованного металла, двери - из прозрачного ударопрочного поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 200 кг </li>
<li>Угол открытия дверей: 180°</li>
<li>Шаг регулировки полок по высоте: 25 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/225919"">Столешница ВС-05</a></li>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225923,1050 мм,625 мм,1400 мм,0,https://entero.ru/manuals/272517/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-053-01.pdf;https://entero.ru/manuals/272516/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,85326,108.2 кг,,Россия,,,1500 кг,3,
https://cdn.entero.ru/mp@2x/3e/f3/3ef33d7ca19c8d1104dcc2e219798b5f.jpg;https://cdn.entero.ru/mp@2x/63/88/6388bd07052e62a5be76209d0e0980ff.jpg;https://cdn.entero.ru/mp@2x/33/aa/33aa60a5cbfe0410a0152489dc28f8b2.jpg,Шкаф КОБОР Expert MC/2-100/60 4S.41B,330009,79268,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367062,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367062"">Кобор Expert MC/2-100/60 4S.41B</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена 2 распашными дверьми с внутренней перфорацией для навешивания крючков и держателей, 4 полками, 5 ящиками и ригельным замком. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367062,1000 мм,600 мм,1800 мм,0,,,,Россия,Россия,сталь,напольный,,4,5
https://cdn.entero.ru/mp@2x/25/d7/25d7823b6e909fd7a32d4482c26c3789.jpg,Шкаф ДВК ERGO 181 №6,КГ022573,79690,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216032,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216032""><b class=""b"">ДВК ERGO 181 №6</b></a> предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена 3 полками и 6 выдвижными ящиками. Корпус выполнен из металла. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Полка ERGO (1) - 3 шт.</li>
<li>Ящик ERGO (1) - 6 шт. </li>
<li>Корпус шкафа ERGO 181 - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Набор наклеек для обозначения мест хранения </li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг </li>
<li>Шаг перфорации: 35 мм </li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Полезные габариты ящиков: 700/320х90х380 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216032,800 мм,500 мм,1820 мм,0,https://entero.ru/manuals/255766/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20181%20%E2%84%966.pdf;https://entero.ru/manuals/255767/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,70.2 кг,,Россия,металл,,от 500 до 1000 кг,3,6
https://cdn.entero.ru/mp@2x/74/6d/746d83052f53bd5c41eb9a702fe18a41.jpg;https://cdn.entero.ru/mp@2x/18/fd/18fdfba026437aa7560e6a05752ca07d.jpg;https://cdn.entero.ru/mp@2x/83/92/8392256b8d8d09afcf1a632ba3fb9ee7.jpg,Шкаф КОБОР Expert MC/2-100/60 1S.1P.80B,330008,82070,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367061,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367061"">Кобор Expert MC/2-100/60 1S.1P.80B</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена 2 распашными дверьми с внутренней перфорацией для навешивания крючков и держателей, 8 низкими ящиками, 1 полкой, перфопанелью и ригельным замком. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367061,1000 мм,600 мм,1800 мм,0,,,,Россия,Россия,сталь,напольный,,1,8
https://cdn.entero.ru/mp@2x/fa/f3/faf38a427f93dd993743ba48e0ec0399.jpg;https://cdn.entero.ru/mp@2x/38/16/381687c555b8ec521c26bd87ba970996.jpg;https://cdn.entero.ru/mp@2x/97/06/97069344644f47391705c8ef7c686a5c.jpg,Шкаф КОБОР Expert MC/2-100/60 3S.33B,330010,85174,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367063,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367063"">Кобор Expert MC/2-100/60 3S.33B</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена 2 распашными дверьми с внутренней перфорацией для навешивания крючков и держателей, 3 полками, 6 ящиками и ригельным замком. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367063,1000 мм,600 мм,1800 мм,0,,89657,,Россия,Россия,сталь,напольный,,3,6
https://cdn.entero.ru/mp@2x/32/e9/32e977beaee51e8e8c5ad4ce298a03e5.jpg,Шкаф ДВК ERGO 181 №8,КГ022575,87200,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216039,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216039""><b class=""b"">ДВК ERGO 181 №8</b></a> предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена полкой и полкой-перегородкой, 3 перфорированными стенками и 12 выдвижными ящиками. Корпус выполнен из металла. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Полка ERGO (1) - 1 шт.</li>
<li>Перегородка-полка ERGO (2) - 1 шт. </li>
<li>Стенка перфорированная ERGO (1) - 3 шт. </li>
<li>Ящик ERGO (2) - 12 шт. </li>
<li>Корпус шкафа ERGO 181 - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Набор наклеек для обозначения мест хранения </li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг </li>
<li>Шаг перфорации: 35 мм </li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Полезные габариты ящиков: 320х90х380 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216039,800 мм,500 мм,1820 мм,0,https://entero.ru/manuals/255770/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20181%20%E2%84%968.pdf;https://entero.ru/manuals/255771/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,90833,76.28 кг,,Россия,металл,,от 500 до 1000 кг,2,12
https://cdn.entero.ru/mp@2x/c4/22/c4223ca67030a8ab470555939717fd7c.jpg;https://cdn.entero.ru/mp@2x/38/b1/38b14d5e05ff6b245c3221a4eefabd5d.jpg;https://cdn.entero.ru/mp@2x/52/6b/526b72905580c4a6ec3594bd44128774.jpg,Шкаф КОБОР Expert MC/3-100/60 6S.44B,330013,88959,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367066,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367066"">Кобор Expert MC/3-100/60 6S.44B</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена 2 распашными дверьми с внутренней перфорацией для навешивания крючков и держателей, 6 полками, 8 ящиками и ригельным замком. Встроенная вертикальная перегородка делит шкаф на 2 изолированных отсека, что особенно удобно для совместного использования несколькими сотрудниками или разделения видов оснастки. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367066,1000 мм,600 мм,1800 мм,0,,93641,,Россия,Россия,сталь,напольный,,6,8
https://cdn.entero.ru/mp@2x/6e/cc/6ecc8bd2c5a36d2209d803992e29a842.jpg,Шкаф инструментальный ДиКом ВС-055-01 с глухими дверьми,Шкаф инструментальный ДиКом ВС-055-01 с глухими дверьми,93300,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225928,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225928""><b class=""b"">ДиКом ВС-055-01 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 4 полками и глухими дверьми. Корпус изготовлен из стали, полки - из оцинкованного металла. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 200 кг </li>
<li>Угол открытия дверей: 180°</li>
<li>Шаг регулировки полок по высоте: 25 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225928,1050 мм,625 мм,2000 мм,0,https://entero.ru/manuals/272527/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-055-01.pdf;https://entero.ru/manuals/272526/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,98211,173.3 кг,,Россия,сталь,,1500 кг,4,
https://cdn.entero.ru/mp@2x/00/c2/00c22d89631d56ed91f83dca2e7da4c8.jpg,Шкаф инструментальный ДиКом ВС-055-12 с глухими дверьми,Шкаф инструментальный ДиКом ВС-055-12 с глухими дверьми,121800,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225972,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225972""><b class=""b"">ДиКом ВС-055-12 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 2 полками, 2 кронштейнами, салазками под держатели инструмента и глухими дверьми. Корпус изготовлен из стали.</p>

<p>Держатели инструмента в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Антикоррозийная обработка</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 200 кг</li>
<li>Угол открытия дверей: 180°</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225972,1050 мм,625 мм,2000 мм,0,https://entero.ru/manuals/272567/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-055-12.pdf;https://entero.ru/manuals/272566/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,128211,195.9 кг,,Россия,сталь,,1500 кг,2,
https://cdn.entero.ru/mp@2x/bb/41/bb41323740518d78b16e590ad9cf03fc.jpg,Шкаф инструментальный ДиКом ВС-055-11 с глухими дверьми,Шкаф инструментальный ДиКом ВС-055-11 с глухими дверьми,131450,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225965,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225965""><b class=""b"">ДиКом ВС-055-11 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 3 кронштейнами, салазками под держатели инструмента и глухими дверьми. Корпус изготовлен из стали.</p>

<p>Держатели инструмента в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Антикоррозийная обработка</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Угол открытия дверей: 180°</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225965,1050 мм,625 мм,2000 мм,0,https://entero.ru/manuals/272559/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-055-11.pdf;https://entero.ru/manuals/272558/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,199.2 кг,,Россия,сталь,,1500 кг,,
https://cdn.entero.ru/mp@2x/84/cf/84cf80c495924f264d929fc98c3c5aed.jpg;https://cdn.entero.ru/mp@2x/80/ed/80edfd74fb40f960e1d18868732e3fc8.jpg,Шкаф инструментальный ДиКом ВС-055-12 с дверьми с окнами,Шкаф инструментальный ДиКом ВС-055-12 с дверьми с окнами,131900,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225985,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225985""><b class=""b"">ДиКом ВС-055-12 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 2 полками, 2 кронштейнами, салазками под держатели инструмента и дверьми с окнами. Корпус изготовлен из стали, двери - из прозрачного ударопрочного поликарбоната.</p>

<p>Держатели инструмента в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Антикоррозийная обработка</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 200 кг</li>
<li>Угол открытия дверей: 180°</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225985,1050 мм,625 мм,2000 мм,0,https://entero.ru/manuals/272589/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-055-12.pdf;https://entero.ru/manuals/272588/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,193.9 кг,,Россия,сталь,,1500 кг,2,
https://cdn.entero.ru/mp@2x/12/a1/12a1ef2ae85169e7ca7307c3e6dbbf64.jpg,Шкаф инструментальный ДиКом ВС-053-02 с глухими дверьми,Шкаф инструментальный ДиКом ВС-053-02 с глухими дверьми,138800,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225924,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225924""><b class=""b"">ДиКом ВС-053-02 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена перфорированным экраном, 4 выдвижными ящиками, полкой и глухими дверьми. Корпус изготовлен из стали, полка - из оцинкованного металла. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Телескопические направляющие полного выдвижения</li>
<li>Система антиопрокидывания </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 200 / 100 кг </li>
<li>Угол открытия дверей: 180°</li>
<li>Шаг перфорации: 35 мм</li>
<li>Шаг регулировки полок по высоте: 25 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный комплект направляющих</li>
<li><a href=""https://entero.ru/item/225919"">Столешница ВС-05</a></li>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225924,1050 мм,625 мм,1400 мм,0,https://entero.ru/manuals/272519/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-053-02.pdf;https://entero.ru/manuals/272518/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,149247,182.1 кг,,Россия,сталь,,1500 кг,1,4
https://cdn.entero.ru/mp@2x/91/b0/91b04fe1c8b74c5b7e71618f60514344.jpg;https://cdn.entero.ru/mp@2x/6c/0c/6c0cf7a33e8347172d9acbf08bfce53e.jpg,Шкаф инструментальный ДиКом ВС-055-11 с дверьми с окнами,Шкаф инструментальный ДиКом ВС-055-11 с дверьми с окнами,141550,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225970,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225970""><b class=""b"">ДиКом ВС-055-11 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 3 кронштейнами, салазками под держатели инструмента и дверьми с окнами. Корпус изготовлен из стали, двери - из прозрачного ударопрочного поликарбоната. </p>

<p>Держатели инструмента в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Антикоррозийная обработка</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Угол открытия дверей: 180°</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225970,1050 мм,625 мм,2000 мм,0,https://entero.ru/manuals/272561/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-055-11.pdf;https://entero.ru/manuals/272560/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,152204,197.2 кг,,Россия,сталь,,1500 кг,,
https://cdn.entero.ru/mp@2x/21/2c/212c0b0cbc99cc047fed1e2c1050c072.jpg;https://cdn.entero.ru/mp@2x/9b/0f/9b0fc6d0b759d12f0d54e09ce29d73cd.jpg,Шкаф инструментальный ДиКом ВС-053-02 с дверьми с окнами,Шкаф инструментальный ДиКом ВС-053-02 с дверьми с окнами,146000,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/225925,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225925""><b class=""b"">ДиКом ВС-053-02 </b></a>предназначен для хранения инструментов, материалов и оснастки на предприятиях тяжелого машиностроения, в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена перфорированным экраном, 4 выдвижными ящиками, полкой и дверьми с окнами. Корпус изготовлен из стали, полка - из оцинкованного металла, двери - из прозрачного ударопрочного поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Магнитная защёлка</li>
<li>Телескопические направляющие полного выдвижения</li>
<li>Система антиопрокидывания </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Устойчивость к механическим воздействиям и агрессивным жидкостям</li>
<li>Усиленная сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 200 / 100 кг </li>
<li>Угол открытия дверей: 180°</li>
<li>Шаг перфорации: 35 мм</li>
<li>Шаг регулировки полок по высоте: 25 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный комплект направляющих</li>
<li><a href=""https://entero.ru/item/225919"">Столешница ВС-05</a></li>
<li><a href=""https://entero.ru/item/225920"">Подставка ВС-05</a> (для перемещения вилами) </li>
<li><a href=""https://entero.ru/item/225921"">Подставка ВС-05 + Цоколь ВС-05</a></li>
<li><a href=""https://entero.ru/item/225922"">Комплект для перемещения краном ВС</a>​</li>
</ul>",225925,1050 мм,625 мм,1400 мм,0,https://entero.ru/manuals/272521/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%A1-053-02.pdf;https://entero.ru/manuals/272520/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,156989,179.6 кг,,Россия,сталь,,1500 кг,1,4
