Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Материал,Тип установки,Максимальная нагрузка,Количество полок,Количество ящиков
https://cdn.entero.ru/mp@2x/b8/20/b820dcf93b36f7b902d87c5235964fdf.jpg,Шкаф ДВК MODUL 1000 №3,КГ029556,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216481,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216481""><b class=""b"">ДВК MODUL 1000 №3</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена 2 внутренними полками, выдвижным ящиком и распашными дверьми. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 1000 (металл) 2 шт. - 1 шт.</li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт) - 1 шт.</li>
<li>Полка MODUL 950х550 мм - 2 шт. </li>
<li>Рама MODUL 1000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 2 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 1 шт. </li>
<li>Ящик MODUL 60 (45 кг) - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 400 / 45 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Полезные габариты ящика: 60x980x420 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216481,1145 мм,649 мм,980 мм,0,https://entero.ru/manuals/256278/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%963.pdf;https://entero.ru/manuals/256279/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%963.pdf;https://entero.ru/manuals/256280/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,67.2 кг,,Россия,"металл, сталь",,1500 кг,2,1
https://cdn.entero.ru/mp@2x/40/33/4033b8410e73ea296131378fd30a323b.jpg,Шкаф ДВК ERGO 251 №3,КГ022582,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216210,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216210""><b class=""b"">ДВК ERGO 251 №3 </b></a>предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена 4 внутренними полками с перегородкой и 4 выдвижными ящиками. Корпус выполнен из металла. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Перегородка-полка ERGO (2) - 1 шт. </li>
<li>Полка ERGO (1) - 2 шт.</li>
<li>Полка ERGO (2) - 2 шт. </li>
<li>Ящик ERGO (2) - 4 шт.</li>
<li>Корпус шкафа ERGO 251 - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Набор наклеек для обозначения мест хранения </li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг </li>
<li>Шаг перфорации: 35 мм </li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Полезные габариты ящиков: 90x320x380 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216210,800 мм,500 мм,1820 мм,0,https://entero.ru/manuals/255977/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20251%20%E2%84%963.pdf;https://entero.ru/manuals/255976/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,96.12 кг,,Россия,металл,,1000 кг,4,4
https://cdn.entero.ru/mp@2x/5f/74/5f74a1d21a092f9ee4ceb41a35b8095d.jpg,Шкаф ДВК MODUL 1000 №9,КГ029562,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216499,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216499""><b class=""b"">ДВК MODUL 1000 №9</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена 3 выдвижными полками и распашными дверьми с прозрачными окошками. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 1000 (со стеклом) - 2 шт. с планками </li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт.) - 1 шт.</li>
<li>Рама MODUL 1000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 2 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 1 шт. </li>
<li>Полка выдвижная MODUL 950х550 мм (45 кг) - 3 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 400 / 45 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216499,1145 мм,649 мм,980 мм,0,https://entero.ru/manuals/256309/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%969.pdf;https://entero.ru/manuals/256310/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%969.pdf;https://entero.ru/manuals/256311/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,66.4 кг,,Россия,"металл, сталь",,1500 кг,3,
https://cdn.entero.ru/mp@2x/b4/e7/b4e749e89dc8d41cbee8093627c06b89.jpg,Шкаф ДВК MODUL 1000 №8,КГ029561,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216498,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216498""><b class=""b"">ДВК MODUL 1000 №8</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена внутренней полкой, выдвижными ящиком и полкой, распашными дверьми и столешницей. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 1000 (металл) 2 шт. - 1 шт.</li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт) - 1 шт.</li>
<li>Полка MODUL 950х550 мм - 1 шт. </li>
<li>Рама MODUL 1000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 2 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 1 шт. </li>
<li>Ящик MODUL 265 (45 кг) - 1 шт. </li>
<li>Полка выдвижная MODUL 950х550 мм (45 кг) - 1 шт. </li>
<li>Столешница MODUL 1000х550 мм - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 400 / 45 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Полезные габариты ящиков: 125/265x980x420 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216498,1145 мм,649 мм,980 мм,0,https://entero.ru/manuals/256305/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%968.pdf;https://entero.ru/manuals/256306/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%968.pdf;https://entero.ru/manuals/256307/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,78.6 кг,,Россия,"металл, сталь",,1500 кг,2,1
https://cdn.entero.ru/mp@2x/99/6c/996c3f08408d696fcb4a174569a3606f.jpg,Шкаф ДВК MODUL 1000 №5,КГ029558,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216484,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216484""><b class=""b"">ДВК MODUL 1000 №5</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена 2 полками, 2 выдвижными ящиками и распашными дверьми. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 1000 (металл) 2 шт. - 1 шт.</li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт) - 1 шт.</li>
<li>Полка MODUL 950х550 мм - 2 шт. </li>
<li>Рама MODUL 1000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 2 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 1 шт. </li>
<li>Ящик MODUL 125 (45 кг) - 2 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 400 / 45 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Полезные габариты ящиков: 125x980x420 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216484,1145 мм,649 мм,980 мм,0,https://entero.ru/manuals/256284/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%965.pdf;https://entero.ru/manuals/256285/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%965.pdf;https://entero.ru/manuals/256286/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,90.8 кг,,Россия,"металл, сталь",,1500 кг,2,2
https://cdn.entero.ru/mp@2x/5e/c6/5ec63b35f190b966765859c4ff15429c.jpg,Шкаф ДВК MODUL 1000 №7,КГ029560,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216496,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216496""><b class=""b"">ДВК MODUL 1000 №7</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена внутренней полкой, 3 выдвижными ящиками разных размеров и распашными дверьми. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 1000 (металл) 2 шт. - 1 шт.</li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт) - 1 шт.</li>
<li>Полка MODUL 950х550 мм - 1 шт. </li>
<li>Рама MODUL 1000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 2 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 1 шт. </li>
<li>Ящик MODUL 125 (45 кг) - 2 шт. </li>
<li>Ящик MODUL 265 (45 кг) - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 400 / 45 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Полезные габариты ящиков: 125/265x980x420 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216496,1145 мм,649 мм,980 мм,0,https://entero.ru/manuals/256301/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%967.pdf;https://entero.ru/manuals/256302/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%966.pdf;https://entero.ru/manuals/256303/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,95.2 кг,,Россия,"металл, сталь",,1500 кг,1,3
https://cdn.entero.ru/mp@2x/93/8b/938b5fd918d0bc580d78eb111811cb5a.jpg,Шкаф ДВК MODUL 2000 №2,КГ029565,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216505,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216505""><b class=""b"">ДВК MODUL 2000 №2</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена 3 внутренними полками, 4 перфорированными стенками и распашными дверьми. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 2000 (металл) 2 шт. - 1 шт.</li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт.) - 1 шт.</li>
<li>Полка MODUL 950х550 мм - 3 шт. </li>
<li>Рама MODUL 2000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 4 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 2 шт. </li>
<li>Стенка перфорированная MODUL 210х1000 мм - 4 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 400 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216505,1145 мм,649 мм,1960 мм,0,https://entero.ru/manuals/256319/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%202000%20%E2%84%962.pdf;https://entero.ru/manuals/256320/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%202000%20%E2%84%962.pdf;https://entero.ru/manuals/256321/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,105.6 кг,,Россия,"металл, сталь",,2500 кг,3,
https://cdn.entero.ru/mp@2x/b9/36/b936626633e1bcc72983fc6700cd25b0.jpg,Шкаф ДВК MODUL 1000 №6,КГ029559,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216486,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/216486""><b class=""b"">ДВК MODUL 1000 №6</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена 2 полками, 3 выдвижными ящиками и распашными дверьми. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 1000 (металл) 2 шт. - 1 шт.</li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт) - 1 шт.</li>
<li>Полка MODUL 950х550 мм - 2 шт. </li>
<li>Рама MODUL 1000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 2 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 1 шт. </li>
<li>Ящик MODUL 125 (45 кг) - 3 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 400 / 45 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Полезные габариты ящиков: 125x980x420 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216486,1145 мм,649 мм,980 мм,0,https://entero.ru/manuals/256287/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%966.pdf;https://entero.ru/manuals/256288/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%201000%20%E2%84%966.pdf;https://entero.ru/manuals/256289/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,106.8 кг,,Россия,"металл, сталь",,1500 кг,2,3
https://cdn.entero.ru/mp@2x/59/af/59af8044e57516070c65ae972e6f7ceb.jpg;https://cdn.entero.ru/mp@2x/a8/fa/a8fa85c06d93a8dc16e7b953a26595ac.jpg,Шкаф ДВК ERGO 251 №6,КГ022585,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216216,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216216""><b class=""b"">ДВК ERGO 251 №6 </b></a>предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена 3 планшетами, 3 внутренними полками с перегородкой и 4 выдвижными ящиками. Корпус выполнен из металла. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Планшет ERGO мод.1 - 3 шт.</li>
<li>Панель лицевая к планшету (1) (ширина 152 мм) - 1 шт.</li>
<li>Панель лицевая к планшету (2) (ширина 60 мм) - 2 шт.</li>
<li>Перегородка ERGO (1) - 1 шт. </li>
<li>Полка ERGO (2) - 3 шт.</li>
<li>Ящик ERGO (2) - 4 шт.</li>
<li>Корпус шкафа ERGO 251 - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Набор наклеек для обозначения мест хранения </li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг </li>
<li>Шаг перфорации: 35 мм </li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Полезные габариты ящиков: 90x320x380 мм </li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216216,800 мм,500 мм,1820 мм,0,https://entero.ru/manuals/255986/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20251%20%E2%84%966.pdf;https://entero.ru/manuals/255985/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,126.3 кг,,Россия,металл,,1000 кг,3,4
https://cdn.entero.ru/mp@2x/84/6a/846a4a4cebb029273c693986d7eef41c.jpg,Шкаф ДВК MODUL 2000 №3,КГ029566,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216508,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216508""><b class=""b"">ДВК MODUL 2000 №3</b></a> предназначен для надежного хранения инструмента, оснастки и груза в материальных кладовых, рабочих зонах промышленных помещений и на станциях технического обслуживания автомобилей. Модель оснащена 3 внутренними полками, выдвижным ящиком, 4 перфорированными стенками и распашными дверьми. Корпус выполнен из металла, двери - из стали, рамы шкафа - из цельногнутого профиля стали толщиной 2 мм, полки - из оцинкованной стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Двери MODUL 2000 (металл) 2 шт. - 1 шт.</li>
<li>Крыша / цоколь MODUL 1000х550 мм (2 шт.) - 1 шт.</li>
<li>Полка MODUL 950х550 мм - 3 шт. </li>
<li>Рама MODUL 2000х550 мм - 2 шт. </li>
<li>Стенка боковая MODUL 1000х550 мм (сплош.) - 4 шт.</li>
<li>Стенка задняя MODUL 1000х1000 мм - 2 шт. </li>
<li>Стенка перфорированная MODUL 210х1000 мм - 4 шт.</li>
<li>Ящик MODUL 60 (45 кг) - 1 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Возможно анкерное крепление шкафа к полу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 400 кг </li>
<li>Шаг перфорации: 25 мм </li>
<li>Полезные габариты ящика: 60x980x420 мм</li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216508,1145 мм,649 мм,1960 мм,0,https://entero.ru/manuals/256324/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20MODUL%202000%20%E2%84%963.pdf;https://entero.ru/manuals/256325/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%94%D0%92%D0%9A%20MODUL%202000%20%E2%84%963.pdf;https://entero.ru/manuals/256326/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,114 кг,,Россия,"металл, сталь",,2500 кг,3,1
