Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Колеса,Максимальная нагрузка,Количество полок,Количество ящиков
https://cdn.entero.ru/mp@2x/16/9b/169b4a4f9e2928482984b7ca7479b47f.jpg;https://cdn.entero.ru/mp@2x/26/84/26845f6d33074bb2ed7b12067349c8f9.jpg;https://cdn.entero.ru/mp@2x/ce/a0/cea0afd7a8ac8c33a77abb4c2efad762.jpg,Тумба КОБОР Expert MTF/3-40/54 80B,340040,40380,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367128,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367128"">Кобор Expert MTF/3-40/54 80B</a></b> предназначена для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 8 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Столешница выполнена из ламинированной столешницы, рама - из металла с антикоррозийным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ящики с телескопическими направляющими</li>
<li>Рабочая поверхность для легких операций</li>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Напольное размещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367128,400 мм,540 мм,1114 мм,0,,,,Россия,Россия,для инструментов,,,,8
https://cdn.entero.ru/mp@2x/8c/d2/8cd215bc57ed4c967d4389a76b920328.jpg;https://cdn.entero.ru/mp@2x/98/0c/980cad704a9179b3d0b7807e42b9529b.jpg;https://cdn.entero.ru/mp@2x/75/25/7525215d2d32484a5acf750ec6078e93.jpg,Тумба КОБОР Expert TT/1-70/64 03B,340128,40402,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367274,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367274"">Кобор Expert TT/1-70/64 03B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 3 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей, которая в комплект поставки не входит.</span></em></p>",367274,700 мм,640 мм,930 мм,0,,,,Россия,Россия,для инструментов,Да,,,3
https://cdn.entero.ru/mp@2x/df/4d/df4df7cf706765dbef1f784d5e10eac3.jpg;https://cdn.entero.ru/mp@2x/af/b8/afb8d301ae4f26d778311d1a2b14379d.jpg;https://cdn.entero.ru/mp@2x/85/5d/855d2edd9291b2625c4b0d57e3c9e894.jpg,Тумба КОБОР Expert TTF/1-50/64 03B,340131,40608,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367277,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367277"">Кобор Expert TTF/1-50/64 03B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 3 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям, столешница - из ламинированной фанеры.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367277,500 мм,640 мм,954 мм,0,,43665,,Россия,Россия,для инструментов,Да,,,3
https://cdn.entero.ru/mp@2x/11/17/111740526f23acd6430883893950b9bf.jpg;https://cdn.entero.ru/mp@2x/97/e9/97e9512b0e016335f67f4c6c4b51f635.jpg;https://cdn.entero.ru/mp@2x/44/c5/44c58c89f5792629253f3be7f23e904c.jpg,Тумба КОБОР Expert TTL/1-50/64 2B,340119,40623,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367264,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367264"">Кобор Expert TTL/1-50/64 2B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена ложементом с прорезиненными бортиками, а также 4 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без ложемента.</span></em></p>",367264,500 мм,640 мм,945 мм,0,,42316,,Россия,Россия,для инструментов,Да,,,4
https://cdn.entero.ru/mp@2x/39/4f/394fafa7b8afc5b837bf55347ac7db32.jpg;https://cdn.entero.ru/mp@2x/e2/43/e24374518523ef856c762fa4244ee961.jpg;https://cdn.entero.ru/mp@2x/22/e9/22e9b299942c27935d641f372573fc4e.jpg,Тумба КОБОР Expert MT/3-50/64 80B,340038,40809,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367126,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367126"">Кобор Expert MT/3-50/64 80B</a></b> предназначена для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 8 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Рама выполнена из металла с антикоррозийным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ящики с телескопическими направляющими</li>
<li>Рабочая поверхность для легких операций</li>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Напольное размещение</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей, которая в комплект поставки не входит.</span></em></p>",367126,500 мм,640 мм,1090 мм,0,,,,Россия,Россия,для инструментов,,,,8
https://cdn.entero.ru/mp@2x/a0/72/a0722d9e3196a76604f0a4735811b02f.jpg;https://cdn.entero.ru/mp@2x/95/8c/958c3bf2fc632cfe402612537885d77f.jpg;https://cdn.entero.ru/mp@2x/65/90/6590c3ed9dcecbe3889ad2cbb1087611.jpg,Тумба КОБОР Expert TT/1-70/64 2B,340118,40839,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367263,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367263"">Кобор Expert TT/1-70/64 2B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 4 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367263,700 мм,640 мм,930 мм,0,,42541,,Россия,Россия,для инструментов,Да,,,4
https://cdn.entero.ru/mp@2x/e8/ad/e8ad258315c31d11eff6be056e263590.jpg;https://cdn.entero.ru/mp@2x/c9/c0/c9c0114a5c2ef9b41740a4f894f19f95.jpg;https://cdn.entero.ru/mp@2x/a3/63/a36343216b74a5bd2d44f0de7a8f7448.jpg,Тумба КОБОР Expert MTM/3-40/54 04B,340058,40946,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367159,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367159"">Кобор Expert MTM/3-40/54 04B</a></b> предназначена для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 4 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Столешница выполнена из ламинированной столешницы с листом окрашенной стали, рама - из металла с порошковым покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ящики с телескопическими направляющими</li>
<li>Рабочая поверхность для легких операций</li>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Устойчивость к агрессивным средам, маслам, СОЖ и влажности</li>
<li>Повышенная износостойкость поверхности</li>
<li>Универсальность применения на производстве</li>
<li>Для условий повышенной нагрузки</li>
<li>Напольное размещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Сталь: 3 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367159,400 мм,540 мм,1117 мм,0,,44507,,Россия,Россия,для инструментов,,,,4
https://cdn.entero.ru/mp@2x/a0/7f/a07f6f3ed1e9ffd813b66005ad495086.jpg;https://cdn.entero.ru/mp@2x/ed/71/ed7154d2f8bf4bdb70036c223f51834f.jpg;https://cdn.entero.ru/mp@2x/ab/8f/ab8fd29023cbce8bf534e0db5652504e.jpg,Тумба КОБОР Expert TTL/1-50/64 41B,340109,41022,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367251,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367251"">Кобор Expert TTL/1-50/64 41B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена ложементом с прорезиненными бортиками, а также 5 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без ложемента со столешницей, которая в комплект поставки не входит.</span></em></p>",367251,500 мм,640 мм,945 мм,0,,44589,,Россия,Россия,для инструментов,Да,,,5
https://cdn.entero.ru/mp@2x/8d/c6/8dc60f621426cdd4f3fa7347c4ccdede.jpg;https://cdn.entero.ru/mp@2x/ab/48/ab48022cfb025d6156a15e1633330ff9.jpg;https://cdn.entero.ru/mp@2x/2b/7e/2b7e2e91c9269bbc044f719a6a553cfe.jpg,Тумба КОБОР Expert TTF/1-50/64 22B,340121,41052,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367266,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367266"">Кобор Expert TTF/1-50/64 22B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 4 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям, столешница - из ламинированной фанеры.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без столешницы.</span></em></p>",367266,500 мм,640 мм,954 мм,0,,43672,,Россия,Россия,для инструментов,Да,,,4
https://cdn.entero.ru/mp@2x/8a/7b/8a7bba05bb7d70ba19b49fa717ede548.jpg;https://cdn.entero.ru/mp@2x/7c/c0/7cc08c2445487b00fd78c46ed36c77eb.jpg;https://cdn.entero.ru/mp@2x/ca/0f/ca0fef8975ab02efa8e12b3143ee75c4.jpg,Тумба КОБОР Expert TT/1-70/64 41B,340108,41242,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367250,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367250"">Кобор Expert TT/1-70/64 41B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 5 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей, которая в комплект поставки не входит.</span></em></p>",367250,700 мм,640 мм,930 мм,0,,42960,,Россия,Россия,для инструментов,Да,,,5
https://cdn.entero.ru/mp@2x/2e/3e/2e3e14819a4af4562c3cf11203d4199a.jpg;https://cdn.entero.ru/mp@2x/19/c0/19c0d54ac18436c50600e26adcdc95f1.jpg;https://cdn.entero.ru/mp@2x/93/d9/93d949945162c42b73889da749841dd3.jpg,Тумба КОБОР Expert TTL/1-50/64 60B,340099,41428,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367237,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367237"">Кобор Expert TTL/1-50/64 60B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена ложементом с прорезиненными бортиками, а также 6 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367237,500 мм,640 мм,945 мм,0,,,,Россия,Россия,для инструментов,Да,,,6
https://cdn.entero.ru/mp@2x/70/6d/706d73cae5b2cfb58ef1ea2a2a2b1d75.jpg;https://cdn.entero.ru/mp@2x/7e/62/7e624cfc6c27732ead868bd2e6aac24b.jpg;https://cdn.entero.ru/mp@2x/a0/5e/a05e0a25077e3617edf11c19e1de4837.jpg,Тумба КОБОР Expert TTF/1-50/64 41B,340111,41451,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367254,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367254"">Кобор Expert TTF/1-50/64 41B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 5 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям, столешница - из ламинированной фанеры.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367254,500 мм,640 мм,954 мм,0,,44571,,Россия,Россия,для инструментов,Да,,,5
https://cdn.entero.ru/mp@2x/d2/a4/d2a4df025edc9523c221def2436e71d1.jpg;https://cdn.entero.ru/mp@2x/a7/bc/a7bca5a25d6f211fbe3e80fdac067fd5.jpg;https://cdn.entero.ru/mp@2x/c8/8a/c88a7d8826a9b269f11799414fbba306.jpg,Тумба КОБОР Expert MTF/3-50/64 04B,340053,41496,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367144,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367144"">Кобор Expert MTF/3-50/64 04B</a></b> предназначена для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 4 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Столешница выполнена из ламинированной столешницы, рама - из металла с антикоррозийным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ящики с телескопическими направляющими</li>
<li>Рабочая поверхность для легких операций</li>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Напольное размещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367144,500 мм,640 мм,1114 мм,0,,44145,,Россия,Россия,для инструментов,,,,4
https://cdn.entero.ru/mp@2x/4b/62/4b62692ba3e8888f6a64e14fdc53848b.jpg;https://cdn.entero.ru/mp@2x/dd/2b/dd2b4c4b9e58abb904503e98746045e7.jpg;https://cdn.entero.ru/mp@2x/63/39/6339450110294df181112b6049a50b61.jpg,Тумба КОБОР Expert MTZ/3-40/54 80B,340043,41587,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367132,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367132"">Кобор Expert MTZ/3-40/54 80B</a></b> предназначена для выполнения сборочных, ремонтных, слесарных, монтажных и других видов работ на производстве, в сервисных центрах, мастерских, гаражах и в образовательных учреждениях для практических занятий. Модель оснащена 8 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Столешница выполнена из ламинированной столешницы и покрыта листом оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ящики с телескопическими направляющими</li>
<li>Рабочая поверхность для легких операций</li>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Напольное размещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Сталь: 1,2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367132,400 мм,540 мм,1115 мм,0,,43776,,Россия,Россия,для инструментов,,,,8
https://cdn.entero.ru/mp@2x/39/65/3965ddf8ecc5f0fb8b6bbe7f9cb6b5fa.jpg;https://cdn.entero.ru/mp@2x/40/cd/40cda6038c334a94b9533916011bba6a.jpg;https://cdn.entero.ru/mp@2x/29/2f/292fa0aa7802d56ab2d76497ca5c9317.jpg,Тумба КОБОР Expert TT/1-70/64 60B,340098,41656,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367236,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367236"">Кобор Expert TT/1-70/64 60B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 6 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с ложементом, который в комплект поставки не входит.</span></em></p>",367236,700 мм,640 мм,930 мм,0,,44315,,Россия,Россия,для инструментов,Да,,,6
https://cdn.entero.ru/mp@2x/7c/51/7c51febe768e249bfa60566f90a6f4df.jpg;https://cdn.entero.ru/mp@2x/0d/b6/0db69af8ba9a928263b3881cdde0d282.jpg;https://cdn.entero.ru/mp@2x/24/1c/241ce13ebd6bf77fb37ab4c639b3b061.jpg,Тумба КОБОР Expert TTZ/1-50/64 03B,340133,41812,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367279,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367279"">Кобор Expert TTZ/1-50/64 03B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 3 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям, столешница - из ламинированной фанеры, покрытой оцинкованной сталью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Столешница: 24 мм</li>
<li>Сталь: 1,2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",367279,500 мм,640 мм,955 мм,0,,,,Россия,Россия,для инструментов,Да,,,3
https://cdn.entero.ru/mp@2x/63/d1/63d18feb18ca55688e68aff72c4a6fc1.jpg;https://cdn.entero.ru/mp@2x/65/0e/650e5476f66b538f55173e7c2ef30d8e.jpg;https://cdn.entero.ru/mp@2x/fc/e6/fce6e67cdf89b1262b543261c21aa373.jpg,Тумба КОБОР Expert TTF/1-50/64 60B,340101,41857,RUB,Нет,КОБОР,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/367239,"<p>Тумба <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367239"">Кобор Expert TTF/1-50/64 60B</a></b> предназначена для хранения и транспортировки к рабочему месту инструментов и приборов, необходимых для работы на сервисных и слесарных участках, в цехах заводов и на промышленных предприятиях. Модель оснащена 6 выдвижными ящиками, которые гарантируют комфортное использование и позволяют хранить необходимые инструменты и материалы на рабочем месте. Тумба имеет 4 поворотных колеса, обеспечивающих легкое перемещение по производственной зоне и стабильную фиксацию на месте. Корпус выполнен из металла с порошковым покрытием, устойчивым к механическим и химическим воздействиям, столешница - из ламинированной фанеры.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый доступ к инструменту и оснастке</li>
<li>Для организации индивидуальных рабочих мест</li>
<li>Большая вместительность</li>
<li>Универсальное использование</li>
<li>Удобство эксплуатации</li>
<li>Напольное размещение</li>
<li>Колеса с тормозами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 24 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без столешницы с ложементом, который в комплект поставки не входит.</span></em></p>",367239,500 мм,640 мм,954 мм,0,,,,Россия,Россия,для инструментов,Да,,,6
