Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Борт,Вес (с упаковкой),Разновидность,Размеры раковины (ДхШ),Глубина раковины,Смеситель,Подогрев воды
https://cdn.entero.ru/mp@2x/5b/cb/5bcb1621b23a02d30bd5d390a4a88506.jpg,Рукомойник напольный Assum ВМР-3 (500х400х850) (нерж. сталь),ВМР-3 (500х400х850),8546,RUB,Да,Assum,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/252807,"<p>Напольный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252807""><b class=""b"">Assum ВМР-3</b></a> предназначен для мытья рук на предприятиях общественного питания и торговли. Модель оснащена цельнотянутой раковиной, фартуком, отверстием под смеситель и сливным сифоном с гидрозатвором. Раковина выполнена из высококачественной нержавеющей стали AISI 304, опоры – из углового профиля из нержавеющей стали, обвязка – из профиля из нержавеющей стали, подпятники опор – из прочного пластика.</p>

<p><span style=""color:#FF0000;"">Смеситель не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Комплектация:</b></p>

<ul>
<li>Рукомойник с цельнотянутой мойкой 500х400х210</li>
<li>Ноги из нержавеющей стали AISI 430 толщиной 1,5 мм - 4шт</li>
<li>Обвязка продольная из нержавеющей стали AISI 430 толщиной 1,5 мм - 2 шт</li>
<li>Обвязка поперечная из нержавеющей стали AISI 430 толщиной 1,5 мм - 2 шт</li>
<li>Уголок крепежный из нержавеющей стали AISI 430 толщиной 1,5 мм - 8 шт </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Запатентованная система усиленного крепления подпятников с двойным подгибом </li>
<li>Обвязка с 4 сторон для усиления конструкции</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,17 м³</li>
<li>Высота борта: 45 мм</li>
<li>Толщина стали:
<ul>
<li>Раковина: 0,5 мм</li>
<li>Опоры: 1,5 мм</li>
</ul>
</li>
<li>Габариты профиля каркаса: 40х40 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Смеситель</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со смесителем.</span></em></p>",252807,,500 мм,400 мм,850 мм,,,,0,https://entero.ru/manuals/463804/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Assum%20%D0%92%D0%9C%D0%A0-3%20%28500%D1%85400%D1%85850%29_%20%D0%BD%D0%B5%D1%80%D0%B6.pdf;https://entero.ru/manuals/480809/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,7 кг,Россия,Россия,напольный,,,открытый,400х300х100 мм,100 мм,,
https://cdn.entero.ru/mp@2x/57/8f/578fe0aca35060aab320c62922fed3f9.jpg,Рукомойник настенный Hessen РНБ 4*3 нерж.,Рукомойник настенный Hessen РНБ 4*3 нерж.,18793,RUB,Да,Hessen,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/319425,"<p>Настенный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319425""><b class=""b"">Hessen РНБ 4*3</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах для мытья рук персонала. Модель оснащена отверстием под смеситель и крепится на стену, что позволяет установить его на удобной для персонала высоте. Каркас выполнен из высококачественной нержавеющей стали AISI 430.</p>

<p>В комплект поставки входят сифон, переходная шайба, бедренный привод, гусак и смеситель.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 40 мм</li>
<li>Диаметр сливного отверстия: 90 мм</li>
</ul>",319425,с подключением к водопроводу,400 мм,400 мм,300 мм,,,,0,,19993,,,,Россия,настенный,Да,,,310х265 мм,160 мм,,
https://cdn.entero.ru/mp@2x/f3/20/f320d28db7dcabfe566b210f8e5a6543.jpg,Рукомойник Restoinox РНО-50/45/85-Б,Рукомойник Restoinox РНО-50/45/85-Б,14495,RUB,Да,Restoinox,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/158610,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158610"">Restoinox РНО-50/45/85-Б</a></b> используется на предприятиях общественного питания и торговли для мытья рук персонала, посуды и кухонного инвентаря. Каркас выполнен из уголка 40х40 мм нержавеющей стали AISI 430, емкость - из нержавеющей стали AISI 304.</p>

<p>Излив и сифон в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цельнотянутая ванна</li>
<li>Отверстие для крана расположено справа</li>
<li>Легкий уход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали каркаса: 0,8 мм</li>
</ul>",158610,с подключением к водопроводу,500 мм,450 мм,850 мм,,,,0,,,,,,Россия,напольный,Да,,открытый,,,,
https://cdn.entero.ru/mp@2x/ae/ec/aeec7760b36748226495778c82311aa3.jpg,Рукомойник Restoinox РНКX-40/40-Б,Рукомойник Restoinox РНКX-40/40-Б,21157,RUB,Да,Restoinox,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/158645,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158645"">Restoinox РНКX-40/40-Б</a></b> используется на предприятиях общественного питания и торговли для мытья рук персонала. Модель оснащена коленным клапаном, гусаком и бортом. Каркас выполнен из нержавеющей стали AISI 430, емкость - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цельнотянутая ванна</li>
<li>Коленный клапан при нажатии выдает порцию воды, которой достаточно для мытья рук</li>
<li>Подключение только к холодной воде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали каркаса: 0,8 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Смеситель <a href=""https://entero.ru/item/316012"">CAFF MZ-20</a> для подключения к горячей воде</li>
</ul>",158645,с подключением к водопроводу,400 мм,400 мм,200 мм,,,,0,,,,,,Россия,настенный,Да,,,,,,
https://cdn.entero.ru/mp@2x/57/a1/57a18088ba3a41d446ee59982313ef7e.jpg,Рукомойник Техно-ТТ ВМ-12/705,Рукомойник Техно-ТТ ВМ-12/705,39941,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/340272,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340272"">Техно-ТТ ВМ-12/705</a></b> используется в моечных цехах на предприятиях общественного питания и торговли. Модель оснащена распашной дверцей. Каркас выполнен из нержавеющей стали AISI 430, цельнотянутая мойка - из нержавеющей стали AISI 304. Поставляется в разобранном виде.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Мойка: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Высота борта: 70 мм</li>
</ul>",340272,,500 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/505070/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,21 кг,Россия,Россия,напольный,Да,,закрытый,325х265 мм,150 мм,,
https://cdn.entero.ru/mp@2x/43/ef/43ef5195f895b7830ee94b07b934f14a.jpg,Рукомойник Gastrolux РН-333/Р,Рукомойник Gastrolux РН-333/Р,10296,RUB,Да,Gastrolux,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/109901,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109901"">Gastrolux РН-333/Р</a></b> предназначен для мойки рук и кухонных принадлежностей на предприятиях общественного питания. Сварной каркас и цельнотянутая емкость выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит сифон.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109901,с подключением к водопроводу,325 мм,335 мм,150 мм,,,,0,https://entero.ru/manuals/490358/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.1 кг,Россия,Россия,настенный,,,,325x265 мм,150 мм,,
https://cdn.entero.ru/mp@2x/0b/5a/0b5a3f509f1c9e78881260f799537504.jpg,Рукомойник ПищТех ВМО-РМН-М,Рукомойник ПищТех ВМО-РМН-М,11927,RUB,Да,ПищТех,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/237111,"<p>Настенный рукомойник<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/237111""><b class=""b""> Пищевые Технологии ВМО-РМН-М</b></a> используется в производственных отделениях предприятий общественного питания и торговли для мытья рук. Модель оснащена отверстием для установки выпускного сифона, отверстием для установки смесителя и отверстиями на раме для крепления к стене. Корпус выполнен из нержавеющей стали AISI 430, цельнотянутая емкость - из нержавеющей стали AISI 201.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 35 мм</li>
<li>Отверстие для выпускного сифона: 52 мм</li>
</ul>
</li>
<li>Высота без борта: 205 мм</li>
<li>Габариты в упаковке: 530х460х250 мм</li>
</ul>",237111,с подключением к водопроводу,500 мм,450 мм,245 мм,6.5 кг,1,530x460x250 мм,0,https://entero.ru/manuals/423131/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%92%D0%9C%D0%9E-%D0%A0%D0%9C%D0%9D-%D0%9C.pdf;https://entero.ru/manuals/423132/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,,6 кг,Россия,Россия,настенный,Да,,открытый,440х310 мм,120 мм,,
https://cdn.entero.ru/mp@2x/29/0f/290fd99a1fa2068081f863a9fe379569.jpg;https://cdn.entero.ru/mp@2x/16/22/162214e9b394d55c0b39ece0fb56f01d.jpg;https://cdn.entero.ru/mp@2x/29/79/2979afae5234094f6a2ffff93de2d41f.jpg,Рукомойник КОБОР ВРК-40/40,38751,12546,RUB,Да,КОБОР,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/122086,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122086"">Кобор ВРК-40/40</a></b> предназначен для мытья рук, фруктов, овощей и посуды на предприятиях общественного питания и торговли. Модель оснащена отверстием под смеситель и сифоном. Каркас выполнен из нержавеющей стали AISI 430, емкость - из нержавеющей стали AISI 304.</p>",122086,с подключением к водопроводу,400 мм,400 мм,170 мм,,,,0,https://entero.ru/manuals/352119/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%92%D0%A0%D0%9A-40_40.pdf;https://entero.ru/manuals/516868/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,Россия,настенный,Да,,,350х350 мм,150 мм,,
https://cdn.entero.ru/mp@2x/4a/80/4a80a74f13a834e2546ae7f31e32d944.jpg;https://cdn.entero.ru/mp@2x/36/44/36442b9c624e4fcf615f275bf7bca6c5.jpg;https://cdn.entero.ru/mp@2x/b8/af/b8afa4b78159fb988da7f60f54f605ad.jpg;https://cdn.entero.ru/mp@2x/7f/33/7f3348de27e634792aa566635a3023d4.jpg;https://cdn.entero.ru/mp@2x/e3/bb/e3bbcef008f776933ac677afb02d9c09.jpg;https://cdn.entero.ru/mp@2x/ed/52/ed52c0efcb826c4bc9d8bfc07a317a3a.jpg;https://cdn.entero.ru/mp@2x/7e/a9/7ea97f1e115986c1143a5d055b19d08b.jpg;https://cdn.entero.ru/mp@2x/e1/21/e12129b489e154d4dc450c1d28326ed1.jpg,Рукомойник Oceanus 3-019.1 (нерж. сталь),3-019.1,27990,RUB,Да,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/346434,"<p>Настенный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346434""><b class=""b"">Oceanus 3-019.1</b></a> предназначен для мытья рук на предприятиях общественного питания и торговли. Модель оснащена раковиной круглого сечения с плавно расширенной чашей, высоким дугообразным фартуком и задним бортом. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью.</p>

<p>В комплект поставки входят слив, крепежные рамка и анкеры.</p>

<p><b>​Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Заглубленная столешница</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: от 1 до 2 мм</li>
<li>Высота борта: 40 мм</li>
</ul>",346434,,366 мм,362 мм,210 мм,4.8 кг,1,420x410x260 мм,0,https://entero.ru/manuals/425000/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%203-019.1.pdf;https://entero.ru/manuals/425021/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,30424,,3.6 кг,,Россия,настенный,Да,,открытый,,,,
https://cdn.entero.ru/mp@2x/84/c6/84c653ed3f2ae33a8062dad7c5e18421.jpg,Рукомойник напольный KAYMAN РМНЗ-500/600-П-А,Рукомойник напольный KAYMAN РМНЗ-500/600-П-А,36421,RUB,Да,KAYMAN,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/327653,"<p>Напольный рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/327653"">KAYMAN РМНЗ-500/600-П-А</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена ножной педалью и регулируемыми по высоте ножками. Корпус и цельнотянутая ванна выполнены из нержавеющей стали AISI 304, боковые стенки и дверца тумбы - из нержавеющей стали AISI 430, задняя стенка тумбы - из оцинкованной стали.</p>

<p>В комплект поставки входит сливной сифон с гидрозатвором.</p>

<p><b>Особенности:</b></p>

<ul>
<li>В задней стенке 2 отверстия для подвода водопроводных шлангов</li>
<li>Регулировка температуры воды с помощью кранов, расположенных внутри тумбы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Ванна: 0,5 мм</li>
<li>Корпус: 0,8 мм</li>
<li>Тумба: 1,2 мм</li>
</ul>
</li>
<li>Диаметр сливного отверстия: 48 мм</li>
<li>Высота борта: 20 мм</li>
<li>Диаметр ножек: 50 мм</li>
<li>Габариты в упаковке: 650х520х960 мм</li>
</ul>",327653,с подключением к водопроводу,500 мм,600 мм,870 мм,29 кг,1,650x520x960 мм,0,https://entero.ru/manuals/402975/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,26 кг,Россия,Россия,напольный,Да,,закрытый,400х400 мм,150 мм,,
https://cdn.entero.ru/mp@2x/7d/57/7d57f6b2ff6818f019c6b1102fa49f22.jpg;https://cdn.entero.ru/mp@2x/cf/94/cf9446245fc0018d31dae93cf1819fc1.jpg,Рукомойник консольный ATESY ВРК-500,Рукомойник консольный ATESY ВРК-500,9743,RUB,Да,ATESY,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/98282,"<p>Консольный рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/98282"">ATESY ВРК-500</a></b> используется на предприятиях общественного питания и торговли для мытья рук персонала. Ванна выполнена из нержавеющей стали AISI 304 толщиной 0,8 мм, тумба - из оцинкованной стали.</p>

<p>В комплект поставки входит крепеж для стены и сливной сифон с гидрозатвором.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цельнотянутая ванна</li>
<li>Может использоваться как со смесителем, так и с электронагревательным устройством для воды (не входят в комплект поставки и приобретаются отдельно)</li>
<li>Тумба для хранения инвентаря под ванной</li>
<li>Предназначен для крепления на стену</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр сливного отверстия: 48 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Электрический водонагреватель Успех+</li>
</ul>",98282,с подключением к водопроводу,500 мм,400 мм,600 мм,12 кг,1,430x51x620 мм,0,https://entero.ru/manuals/126840/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%92%D0%A0%D0%9A-500.pdf;https://entero.ru/manuals/126841/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B8%D1%81%D1%85%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D0%B0.pdf;https://entero.ru/manuals/126842/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/126843/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/282264/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,11 кг,,Россия,настенный,,,закрытый,500х400 мм,120 мм,,
https://cdn.entero.ru/mp@2x/23/b7/23b7a277a9ff1b4baff73144bc6e94a4.jpg;https://cdn.entero.ru/mp@2x/a2/a2/a2a281a4779138305b4125a9e4b54a54.jpg,Рукомойник Hessen РПО 5*6 к,НР00003,12999,RUB,Да,Hessen,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/312848,"<p>Рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312848""><b class=""b"">Hessen РПО 5*6</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах для мытья рук персонала. Стойки каркаса представляют собой уголок 35х35 мм. Цельнотянутая мойка выполнена из пищевой нержавеющей стали, разборный каркас - из крашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ножки регулируются по высоте, что позволяет устранить неровности пола</li>
<li>Выпуск под стандартный сифон</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр сливного отверстия: 90 мм</li>
<li>Толщина стали
<ul>
<li>Каркас: 1,5 мм</li>
<li>Ванна: 0,6 мм</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",312848,автономный,500 мм,600 мм,870 мм,,,,0,,13977,,,,Россия,напольный,Да,,открытый,,160 мм,,
https://cdn.entero.ru/mp@2x/da/9a/da9a18c8da52e36cfe0ff9a3946f70d0.jpg,Рукомойник EKSI РМНн-400,Рукомойник EKSI РМНн-400,24273,RUB,Да,EKSI,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/286043,"<p>Напольный рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286043"">EKSI РМНн-400</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена педалью подачи холодной воды и гусаком. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входит гибкая подводка для воды.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,8 мм</li>
</ul>",286043,с подключением к водопроводу,400 мм,320 мм,850 мм,,,,9,,25822,,,Россия,Россия,напольный,Да,,закрытый,325х265 мм,150 мм,,
https://cdn.entero.ru/mp@2x/62/9c/629c7f4da9bc93f9811fddb0c1186f03.jpg;https://cdn.entero.ru/mp@2x/fe/7b/fe7bcad5f5b13eb9cdab3a867b569b4f.jpg;https://cdn.entero.ru/mp@2x/80/01/800115b4f48cb4f57eba64b4aec0af3d.jpg;https://cdn.entero.ru/mp@2x/67/c7/67c77a3ec74c4843523061bc2a81227b.jpg;https://cdn.entero.ru/mp@2x/d5/f1/d5f18754732095a3ded4b16ef45271f0.jpg;https://cdn.entero.ru/mp@2x/a6/07/a607183296830b91c2c8016d866d6bff.jpg,Рукомойник Oceanus 3-014.1 (нерж. сталь),3-014.1,24890,RUB,Да,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/346429,"<p>Настенный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346429""><b class=""b"">Oceanus 3-014.1</b></a> предназначен для мытья рук на предприятиях общественного питания и торговли. Модель оснащена раковиной круглого сечения с плавно расширенной чашей, невысоким дугообразным фартуком и задним бортом. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304 серебристого оттенка с матовой поверхностью.</p>

<p>В комплект поставки входят слив, крепежные рамка и анкеры.</p>

<p><b>​Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Заглубленная столешница</li>
<li>Соответствие европейским стандартам</li>
<li>Возможность 100% вторичной переработки</li>
<li>Длительный срок эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: от 1 до 2 мм</li>
</ul>",346429,,365 мм,360 мм,170 мм,3.6 кг,1,410x410x220 мм,0,https://entero.ru/manuals/424995/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Oceanus%203-014.1.pdf;https://entero.ru/manuals/425016/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,25927,,2.9 кг,,Россия,настенный,,,открытый,303х303 мм,,,
https://cdn.entero.ru/mp@2x/09/92/099238af81e478dbd189b833cc463785.jpg,Рукомойник консольный ATESY ВРНК-400,Рукомойник консольный ВРНК-400,26419,RUB,Да,ATESY,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/121388,"<p>Консольный рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121388"">ATESY ВРНК-400</a></b> используется на предприятиях общественного питания и торговли для мытья рук персонала. Модель оснащена рычагом, при нажатии на который бедром (ногой) из установленного на ванну носика поступает вода. Ванна выполнена из нержавеющей стали AISI 304 толщиной 0,8 мм.</p>

<p>В комплект поставки входят крепеж для стены и сливной сифон с гидрозатвором.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цельнотянутая ванна</li>
<li>Отверстие под смеситель</li>
<li>Рычаг, при нажатии на который бедром (ногой) из установленного на ванну носика поступает вода</li>
<li>Регулировка температуры воды осуществляется с помощью кранов, расположенных под ванной</li>
<li>Предназначен для крепления на стену</li>
</ul>

<p>​<b>Дополнительный характеристики:</b></p>

<ul>
<li>Давление воды в водопроводной сети: 50-600 кПа</li>
<li>Диаметр сливного отверстия: 48 мм</li>
<li>Высота пристенного борта: 20 мм</li>
</ul>",121388,с подключением к водопроводу,400 мм,500 мм,615 мм,12 кг,1,430x510x290 мм,0,https://entero.ru/manuals/126569/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%92%D0%A0%D0%9D%D0%9A-400.pdf;https://entero.ru/manuals/126570/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/282268/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,10 кг,,Россия,настенный,Да,,открытый,400х400 мм,120 мм,,
