Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Объем,Цвет,Морозостойкий
https://cdn.entero.ru/mp@2x/3a/d9/3ad90df82a79c0a43622eccfcecd1b4f.jpg;https://cdn.entero.ru/mp@2x/51/3f/513f25a599e04e103a18fbaa9b1bec53.jpg;https://cdn.entero.ru/mp@2x/c9/27/c927f31033a7027f1ecc3410563d3814.jpg;https://cdn.entero.ru/mp@2x/a5/8c/a58c0e0bdc3a4014e9ff9abf9611fe86.jpg,Ящик для овощей и фруктов ТАРА.РУ 125 600х400х250 мм красный,Ящик для овощей и фруктов ТАРА.РУ 125 600х400х250 мм красный,680,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366392,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366392""><b class=""b"">ТАРА.РУ 125 </b></a>серии 100 предназначен для хранения и транспортировки овощей, фруктов и другой сельскохозяйственной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается штабелированием, что позволяет удобно складировать друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366392,перфорированный,600 мм,400 мм,250 мм,0,https://entero.ru/manuals/477142/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505942/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.4 кг,Россия,Россия,для овощей и фруктов,,красный,Да
https://cdn.entero.ru/mp@2x/b7/91/b7919a44b59bbd091b71c1c78a04e4b1.jpg;https://cdn.entero.ru/mp@2x/31/95/31951db407ed25bb746ac12bed1e8516.jpg;https://cdn.entero.ru/mp@2x/d9/13/d913dbc5514a548a64378fe382078059.jpg;https://cdn.entero.ru/mp@2x/dc/f9/dcf9f272695cc5baff812896501271e2.jpg,Ящик для овощей и фруктов ТАРА.РУ 125 600х400х250 мм синий,Ящик для овощей и фруктов ТАРА.РУ 125 600х400х250 мм синий,680,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366394,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366394""><b class=""b"">ТАРА.РУ 125 </b></a>серии 100 предназначен для хранения и транспортировки овощей, фруктов и другой сельскохозяйственной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается штабелированием, что позволяет удобно складировать друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366394,перфорированный,600 мм,400 мм,250 мм,0,https://entero.ru/manuals/477144/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505941/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.4 кг,Россия,Россия,для овощей и фруктов,,синий,Да
https://cdn.entero.ru/mp@2x/e3/dd/e3dd86b67b78f61b5dab4e87c72f4191.jpg;https://cdn.entero.ru/mp@2x/01/10/011023309cccda4ab2ee996a6562349a.jpg;https://cdn.entero.ru/mp@2x/c9/d4/c9d4c780485dd56f4f46599e6f976df0.jpg;https://cdn.entero.ru/mp@2x/79/1b/791b8e12fa43e9a39db29c0150f58734.jpg,Ящик для овощей и фруктов ТАРА.РУ 125 600х400х250 мм зеленый,Ящик для овощей и фруктов ТАРА.РУ 125 600х400х250 мм зеленый,680,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366396,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366396""><b class=""b"">ТАРА.РУ 125 </b></a>серии 100 предназначен для хранения и транспортировки овощей, фруктов и другой сельскохозяйственной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается штабелированием, что позволяет удобно складировать друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366396,перфорированный,600 мм,400 мм,250 мм,0,https://entero.ru/manuals/477147/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505940/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.4 кг,Россия,Россия,для овощей и фруктов,,зеленый,Да
https://cdn.entero.ru/mp@2x/46/84/46842f7cb3144ce5b5a889bbad8ce03a.jpg,Ящик для хлеба ТАРА.РУ 403 600х400х152 мм зеленый,Ящик для хлеба ТАРА.РУ 403 600х400х152 мм зеленый,680,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366635,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366635""><b class=""b"">ТАРА.РУ 403 </b></a>серии 400 предназначен для хранения и транспортировки хлеба и хлебобулочной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Евролоток отличается конусной формой и штабелированием, что позволяет удобно складировать ящики друг на друга, а также подходит для использования на конвейерах и рольгангах. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 535х375х140 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366635,перфорированный,600 мм,400 мм,152 мм,0,https://entero.ru/manuals/477508/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.2 кг,Россия,Россия,для хлеба,27 л,серый,Да
https://cdn.entero.ru/mp@2x/c2/f5/c2f5574002bdb3008cb0d5698f539cf9.jpg,Ящик для хлеба ТАРА.РУ 403 600х400х152 мм синий,Ящик для хлеба ТАРА.РУ 403 600х400х152 мм синий,680,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366653,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366653""><b class=""b"">ТАРА.РУ 403 </b></a>серии 400 предназначен для хранения и транспортировки хлеба и хлебобулочной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Евролоток отличается конусной формой и штабелированием, что позволяет удобно складировать ящики друг на друга, а также подходит для использования на конвейерах и рольгангах. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 535х375х140 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366653,перфорированный,600 мм,400 мм,152 мм,0,https://entero.ru/manuals/477512/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.2 кг,Россия,Россия,для хлеба,27 л,синий,Да
https://cdn.entero.ru/mp@2x/85/04/85049631e05129a7f1bf0ecb7b7c759e.jpg;https://cdn.entero.ru/mp@2x/38/c0/38c01a3ae8b42ab2513af87610c9f51d.jpg;https://cdn.entero.ru/mp@2x/50/fc/50fcecaf16435864ee7e093e6bc28ec2.jpg;https://cdn.entero.ru/mp@2x/82/fc/82fc53acd188754549913d2593384479.jpg;https://cdn.entero.ru/mp@2x/e5/64/e56431b9fb0c8e4e2dc9194d653db1fe.jpg,Ящик для хлеба ТАРА.РУ 403 600х400х152 мм красный,Ящик для хлеба ТАРА.РУ 403 600х400х152 мм красный,680,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366654,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366654""><b class=""b"">ТАРА.РУ 403 </b></a>серии 400 предназначен для хранения и транспортировки хлеба и хлебобулочной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Евролоток отличается конусной формой и штабелированием, что позволяет удобно складировать ящики друг на друга, а также подходит для использования на конвейерах и рольгангах. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 535х375х140 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366654,перфорированный,600 мм,400 мм,152 мм,0,https://entero.ru/manuals/477513/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.2 кг,Россия,Россия,для хлеба,27 л,красный,Да
https://cdn.entero.ru/mp@2x/34/86/3486c8e76fae23baec191aff5541709d.jpg,Ящик для полуфабрикатов ТАРА.РУ 423-1 600х400х75 мм зеленый,Ящик для полуфабрикатов ТАРА.РУ 423-1 600х400х75 мм зеленый,683,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366830,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366830""><b class=""b"">ТАРА.РУ 423-1 </b></a>серии 400 предназначен для хранения и транспортировки мелких предметов, полуфабрикатов и ягод. Перфорированные стенки обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается сплошным дном и штабелируемостью для удобного складирования друг на друга. Низкий профиль позволяет использовать в качестве поддона под другую тару или в качестве самостоятельного контейнера. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 565х365х70 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8B%D1%88%D0%BA%D0%B0+%D0%A2%D0%B0%D1%80%D0%B0.%D0%A0%D1%83+506"">506</a></li>
</ul>",366830,перфорированный,600 мм,400 мм,75 мм,0,https://entero.ru/manuals/477873/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1 кг,Россия,Россия,для полуфабрикатов,15 л,зеленый,Да
https://cdn.entero.ru/mp@2x/bb/5d/bb5d2421b24860060c3ed66b7bf0e0e2.jpg;https://cdn.entero.ru/mp@2x/6b/39/6b3921c1bfdb787d7eb663a9c0b4068b.jpg;https://cdn.entero.ru/mp@2x/a2/17/a217bd6dc7695a4bd12df858ee3aec77.jpg;https://cdn.entero.ru/mp@2x/5c/6f/5c6f6d575519c56f3863ea3918349407.jpg,Ящик для полуфабрикатов ТАРА.РУ 423-1 600х400х75 мм синий,Ящик для полуфабрикатов ТАРА.РУ 423-1 600х400х75 мм синий,683,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366831,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366831""><b class=""b"">ТАРА.РУ 423-1 </b></a>серии 400 предназначен для хранения и транспортировки мелких предметов, полуфабрикатов и ягод. Перфорированные стенки обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается сплошным дном и штабелируемостью для удобного складирования друг на друга. Низкий профиль позволяет использовать в качестве поддона под другую тару или в качестве самостоятельного контейнера. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 565х365х70 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8B%D1%88%D0%BA%D0%B0+%D0%A2%D0%B0%D1%80%D0%B0.%D0%A0%D1%83+506"">506</a></li>
</ul>",366831,перфорированный,600 мм,400 мм,75 мм,0,https://entero.ru/manuals/477874/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1 кг,Россия,Россия,для полуфабрикатов,15 л,синий,Да
https://cdn.entero.ru/mp@2x/69/5b/695b6c1cd001ea15b4fb52bca23b132d.jpg,Ящик для полуфабрикатов ТАРА.РУ 423-1 600х400х75 мм красный,Ящик для полуфабрикатов ТАРА.РУ 423-1 600х400х75 мм красный,683,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366832,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366832""><b class=""b"">ТАРА.РУ 423-1 </b></a>серии 400 предназначен для хранения и транспортировки мелких предметов, полуфабрикатов и ягод. Перфорированные стенки обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается сплошным дном и штабелируемостью для удобного складирования друг на друга. Низкий профиль позволяет использовать в качестве поддона под другую тару или в качестве самостоятельного контейнера. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 565х365х70 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8B%D1%88%D0%BA%D0%B0+%D0%A2%D0%B0%D1%80%D0%B0.%D0%A0%D1%83+506"">506</a></li>
</ul>",366832,перфорированный,600 мм,400 мм,75 мм,0,https://entero.ru/manuals/477875/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1 кг,Россия,Россия,для полуфабрикатов,15 л,красный,Да
https://cdn.entero.ru/mp@2x/d2/33/d23320f3d7555425dcb6034b70cd1793.jpg;https://cdn.entero.ru/mp@2x/e8/04/e804863b71273a926ffb12973bf4ebbe.jpg;https://cdn.entero.ru/mp@2x/66/49/664905b866abc56308891f2d6fa75b02.jpg;https://cdn.entero.ru/mp@2x/41/15/411576b72a2aba040ed9d4b42d6ba7f7.jpg,Ящик для овощей и фруктов ТАРА.РУ 125-1 ВС 600х400х250 мм серый,Ящик для овощей и фруктов ТАРА.РУ 125-1 ВС 600х400х250 мм серый,690,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366428,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366428""><b class=""b"">ТАРА.РУ 125-1 ВС </b></a>серии 100 предназначен для хранения и транспортировки продукции на предприятиях общественного питания и торговли. Перфорированные стенки обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель имеет сплошное дно и отличается штабелированием для удобного складирования друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366428,перфорированный,600 мм,400 мм,250 мм,0,https://entero.ru/manuals/477200/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505936/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.5 кг,Россия,Россия,для овощей и фруктов,,серый,Да
https://cdn.entero.ru/mp@2x/bb/40/bb40bf844f80552c703ee3ff4d704126.jpg,Ящик для мяса ТАРА.РУ 206 МСК 600х400х200 мм зеленый,Ящик для мяса ТАРА.РУ 206 МСК 600х400х200 мм зеленый,695,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366509,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366509""><b class=""b"">ТАРА.РУ 206 МСК </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, отличается штабелированием для удобного складирования друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 485х330х197 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366509,сплошной,600 мм,400 мм,200 мм,0,https://entero.ru/manuals/477348/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505915/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.6 кг,Россия,Россия,для мяса,37 л,зеленый,Да
https://cdn.entero.ru/mp@2x/b5/ed/b5ed1c8dcc665ae74581400cff7e8ad7.jpg,Ящик для мяса ТАРА.РУ 206 МСК 600х400х200 мм черный,Ящик для мяса ТАРА.РУ 206 МСК 600х400х200 мм черный,695,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366511,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366511""><b class=""b"">ТАРА.РУ 206 МСК </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, отличается штабелированием для удобного складирования друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 485х330х197 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366511,сплошной,600 мм,400 мм,200 мм,0,https://entero.ru/manuals/477355/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505914/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.6 кг,Россия,Россия,для мяса,37 л,черный,
https://cdn.entero.ru/mp@2x/19/91/1991959936712cb3b7fa6140dbc2c056.jpg,Ящик для полуфабрикатов ТАРА.РУ 424 600х400х75 мм зеленый,Ящик для полуфабрикатов ТАРА.РУ 424 600х400х75 мм зеленый,711,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366833,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366833""><b class=""b"">ТАРА.РУ 424 </b></a>серии 400 предназначен для хранения и транспортировки мелких предметов, полуфабрикатов и ягод. Сплошные дно и стенки исключают попадание влаги и загрязнений, а также обеспечивают надёжность хранения. Модель отличается штабелируемостью для удобного складирования друг на друга. Низкий профиль позволяет использовать в качестве поддона под другую тару или в качестве самостоятельного контейнера. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 565х365х70 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8B%D1%88%D0%BA%D0%B0+%D0%A2%D0%B0%D1%80%D0%B0.%D0%A0%D1%83+506"">506</a></li>
</ul>",366833,сплошной,600 мм,400 мм,75 мм,0,https://entero.ru/manuals/477876/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.1 кг,Россия,Россия,для полуфабрикатов,15 л,зеленый,Да
https://cdn.entero.ru/mp@2x/ee/a2/eea2b464eac124edc38bdfc6e8e9eff8.jpg;https://cdn.entero.ru/mp@2x/24/50/2450e2f7ff09a5a13771d86485f2dbb8.jpg,Ящик для полуфабрикатов ТАРА.РУ 424 600х400х75 мм синий,Ящик для полуфабрикатов ТАРА.РУ 424 600х400х75 мм синий,711,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366834,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366834""><b class=""b"">ТАРА.РУ 424 </b></a>серии 400 предназначен для хранения и транспортировки мелких предметов, полуфабрикатов и ягод. Сплошные дно и стенки исключают попадание влаги и загрязнений, а также обеспечивают надёжность хранения. Модель отличается штабелируемостью для удобного складирования друг на друга. Низкий профиль позволяет использовать в качестве поддона под другую тару или в качестве самостоятельного контейнера. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 565х365х70 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8B%D1%88%D0%BA%D0%B0+%D0%A2%D0%B0%D1%80%D0%B0.%D0%A0%D1%83+506"">506</a></li>
</ul>",366834,сплошной,600 мм,400 мм,75 мм,0,https://entero.ru/manuals/477877/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.1 кг,Россия,Россия,для полуфабрикатов,15 л,синий,Да
https://cdn.entero.ru/mp@2x/b2/be/b2be0138855836001bffc1b82c573424.jpg;https://cdn.entero.ru/mp@2x/4d/c4/4dc4a975174fb24ab50a888dd5d5a024.jpg;https://cdn.entero.ru/mp@2x/08/20/08205f95ea548032bf03a1aed1a5f110.jpg;https://cdn.entero.ru/mp@2x/15/9e/159e9acd7b912636b94a0f391e25b956.jpg,Ящик для полуфабрикатов ТАРА.РУ 424 600х400х75 мм красный,Ящик для полуфабрикатов ТАРА.РУ 424 600х400х75 мм красный,711,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366835,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366835""><b class=""b"">ТАРА.РУ 424 </b></a>серии 400 предназначен для хранения и транспортировки мелких предметов, полуфабрикатов и ягод. Сплошные дно и стенки исключают попадание влаги и загрязнений, а также обеспечивают надёжность хранения. Модель отличается штабелируемостью для удобного складирования друг на друга. Низкий профиль позволяет использовать в качестве поддона под другую тару или в качестве самостоятельного контейнера. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 565х365х70 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8B%D1%88%D0%BA%D0%B0+%D0%A2%D0%B0%D1%80%D0%B0.%D0%A0%D1%83+506"">506</a></li>
</ul>",366835,сплошной,600 мм,400 мм,75 мм,0,https://entero.ru/manuals/477878/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.1 кг,Россия,Россия,для полуфабрикатов,15 л,красный,Да
