Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Управление,Материал,Цвет,Уровень шума,Время сушки,Температура воздушного потока,Скорость воздушного потока,Антивандальная защита,Фильтр
https://cdn.entero.ru/mp@2x/fd/87/fd872f0b2bbfb8208d4bc917e6df4f9c.jpg;https://cdn.entero.ru/mp@2x/55/ed/55edfef7f962425c916de11765fc52b8.jpg;https://cdn.entero.ru/mp@2x/8d/ca/8dca36f41c729aac84222e42d3639911.jpg;https://cdn.entero.ru/mp@2x/2f/e5/2fe5325364ad377a4a006ec6824c76c2.jpg;https://cdn.entero.ru/mp@2x/9b/5f/9b5ffb878df18fb804bc19cd6244c8de.jpg,Сушилка для рук Merida SLIMSTAR,EIM105,30000,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/170835,"<p>Сушилка для рук<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170835"">Merida SLIMSTAR</a></b> используется в туалетных комнатах торговых центров, гостиниц, аэропортов, предприятий общепита и других местах массового пребывания для бесконтактной гигиеничной сушки. Модель оснащена защитной решеткой и кабелем питания. Лицевая панель корпуса выполнена из матовой нержавеющей стали, задняя панель – из стали с антикоррозийным порошковым покрытием. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокоскоростная и эффективная сушка мощной воздушной струей </li>
<li>Возможность отключения нагревателя для энергосберегающего режима </li>
<li>Настенный монтаж крепежными болтами к установочной планке</li>
<li>Регулируемый датчик приближения</li>
<li>Асинхронный двигатель</li>
<li>Светодиодная подсветка</li>
<li>Безопасность эксплуатации</li>
<li>Компактные габариты</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объемный расход воздуха: 5 м³/мин.</li>
<li>Дальность действия датчика приближения: от 100 до 200 мм</li>
<li>Частота вращения вентилятора: 22000 об/мин.</li>
<li>Степень защиты оболочки: IPXI</li>
<li>Источник питания: 220~240 В/50~60 Гц</li>
</ul>",170835,традиционный,220 В,от 0.4 до 0.95 кВт,275 мм,100 мм,290 мм,5.45 кг,1,310x170x370 мм,0,https://entero.ru/manuals/196499/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf;https://entero.ru/manuals/196500/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/196503/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BA%20Merida%20SLIMSTAR%20EIM105.pdf;https://entero.ru/manuals/196504/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Merida%20SLIMSTAR%20EIM105.pdf,31250,,4.2 кг,Италия,Китай,автоматическое (сенсорное),металл,нерж. сталь,70 дБ,от 10 до 15 сек.,,77.8 м/сек.,,
https://cdn.entero.ru/mp@2x/a5/82/a58263afaf7dcb534898e65fbe2d9671.jpg,Сушилка для рук Jofel AA18500,Сушилка для рук Jofel AA18500,32558,RUB,Да,Jofel,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/71627,"<p>Сушилка для рук <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71627"">Jofel AA18500</a></b> серии AVE используется в туалетных комнатах кафе, баров, ресторанов, торговых центров и офисов. Прибор оснащен универсальным двигателем с щетками, оптическим датчиком для автоматического включения / отключения и таймером для автоматического отключения через 25 секунд. Корпус выполнен из матовой нержавеющей стали AISI 304.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность тепловентилятора: 61 л/сек.</li>
<li>Скорость вращения ротора: 23000 об/мин.</li>
<li>Класс защиты (от пыли и влаги) IP: X4</li>
<li>Класс электроизоляции: 2</li>
</ul>",71627,традиционный,220 В,1.5 кВт,260 мм,175 мм,315 мм,,,,0,,,,11 кг,,Испания,автоматическое (сенсорное),металл,,75 дБ,25 сек.,40 °С,109 м/сек.,,
https://cdn.entero.ru/mp@2x/9c/3f/9c3fd903ac0e27f45470ba145e07280a.jpg;https://cdn.entero.ru/mp@2x/ab/cd/abcdf57b9a4c8580c2b47b91cd414c8c.jpg;https://cdn.entero.ru/mp@2x/10/f0/10f0538b7cd5d399119b89315e2ec0b8.jpg;https://cdn.entero.ru/mp@2x/ea/ec/eaec1f3b8a60018ef36afc26d6679eaa.jpg;https://cdn.entero.ru/mp@2x/11/ed/11edf285be8b764b01942b27d32275f2.jpg,"Сушилка для рук Merida JET AIR, белый пластик",M70B,32820,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/170955,"<p>Сушилка для рук погружного типа<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170955""><b class=""b""> Merida JET AIR</b></a> используется в туалетных комнатах торговых центров, гостиниц, аэропортов, предприятий общепита и других местах массового пребывания для бесконтактной гигиеничной сушки. Модель оснащена светодиодным экраном в сушильной нише. Корпус выполнен из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокоскоростная эффективная сушка двумя мощными воздушными струями</li>
<li>Работа в энергосберегающем режиме при отключении нагревателя </li>
<li>Настенный монтаж крепежными винтами к установочной планке</li>
<li>Подсветка во время сушки</li>
<li>Инфракрасные датчики приближения</li>
<li>Съемный контейнер с воздушным фильтром и индикатором уровня жидкости</li>
<li>Безопасность и простота эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объемный расход воздуха: 2,75 м³/мин.</li>
<li>Степень защиты оболочки: IPX4</li>
</ul>",170955,погружной,220 В,от 1.2 до 2 кВт,330 мм,220 мм,687 мм,11 кг,1,600x410x780 мм,0,https://entero.ru/manuals/196717/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf;https://entero.ru/manuals/196721/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Merida%20M70B.pdf;https://entero.ru/manuals/196722/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Merida%20M70B.pdf,,,9 кг,,Китай,автоматическое (сенсорное),пластик,белый,78 дБ,от 8 до 10 сек.,от 65 до 85 °С,95 м/сек.,,
https://cdn.entero.ru/mp@2x/54/d8/54d8f006bd71e746a4eafe947e448776.jpg;https://cdn.entero.ru/mp@2x/5f/53/5f5384197d90249c4afc17982785482e.jpg;https://cdn.entero.ru/mp@2x/9c/3f/9c3f44fd69fb87410b1cdde8d6b0f9e0.jpg;https://cdn.entero.ru/mp@2x/13/39/1339fced3d09ede402920e8033ffdbc4.jpg;https://cdn.entero.ru/mp@2x/94/0e/940ec1f27f08ffa4f54a7be4008e3f37.jpg,Сушилка для рук Merida STELLA R (металл) матовая сталь,ESM001.R,33387,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/354907,"<p>Сушилка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354907""><b class=""b"">Merida STELLA R</b></a> используется в санитарных узлах торговых центров, гостиниц, аэропортов, предприятий общественного питания и других местах массового пребывания для бесконтактной гигиеничной сушки рук. Модель оснащена кабелем питания. Вертикально ориентированный корпус прямоугольного сечения выполнен из металла с матовой серебристой поверхностью, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Запираемая на ключ крышка</li>
<li>Настенный монтаж</li>
<li>Степень защиты оболочки: IPX1</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>",354907,традиционный,220 В,1.2 кВт,,,,,,,0,,34778,,4.75 кг,,Россия,автоматическое (сенсорное),металл,серебристый,от 45 до 85 дБ,,,60 м/сек.,Да,
https://cdn.entero.ru/mp@2x/a4/3f/a43f05dfb1c0bd934dd976e8c5f4c8dd.jpg,Сушилка для рук Puff 8960 черный,Puff-8960 черный 4660043742716,37499,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/169986,"<p>Сушилка для рук<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169986""><b class=""b""> Puff-8960 </b></a>используется в гостиницах, отелях, бассейнах, фитнес-клубах и спа-центрах. Прибор оснащен автоматическим включением и выключением и 1 режимом сушки по скорости и температуре. Корпус выполнен из ABS-пластика.</p>

<p>В комплект поставки входит крепежная планка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция холодный воздух</li>
<li>Подвесная система</li>
<li>Стильный дизайн</li>
<li>Погружной тип</li>
<li>Рассчитан на частое использование</li>
<li>Класс влагозащищенности IPX4</li>
<li>Класс энергоэффективности А+</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Область срабатывания сенсора: от 50 до 200 мм</li>
<li>Габариты в упаковке: 146x710x712 мм</li>
</ul>",169986,погружной,220 В,1.8 кВт,190 мм,300 мм,650 мм,,,,0,https://entero.ru/manuals/195901/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%82%D0%B0%D0%BC%D0%BE%D0%B6%D0%B5%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE%20%D1%81%D0%BE%D1%8E%D0%B7%D0%B0.pdf;https://entero.ru/manuals/195902/%D0%A1%D1%82%D1%80%D0%B0%D1%85%D0%BE%D0%B2%D0%BE%D0%B9%20%D0%BF%D0%BE%D0%BB%D0%B8%D1%81.pdf;https://entero.ru/manuals/195904/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Puff-8960%20%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9.pdf,,,8.2 кг,Россия,Россия,автоматическое (сенсорное),пластик,черный,78 дБ,от 5 до 7 сек.,от 23 до 65 °С,95 м/сек.,,
https://cdn.entero.ru/mp@2x/b4/57/b457795e9e62685a27147b2782b4fdf7.jpg,Сушилка для рук Neoclima NHD-1.8,Сушилка для рук Neoclima NHD-1.8,39190,RUB,Да,Neoclima,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/76871,"<p>Сушилка для рук <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76871"">Neoclima NHD-1.8</a></b> используется в туалетных комнатах кафе, баров, ресторанов, торговых центров, офисов и других местах общего пользования, предназначена для быстрой сушки рук. Модель оснащена оптическим датчиком для автоматического включения / отключения и защитой от перегрева.</p>

<p>В комплект поставки входит монтажная пластина.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима работы: тепло / холод</li>
<li>Пластиковый корпус повышенной ударопрочности</li>
<li>Высококачественные материалы</li>
<li>Моющийся префильтр</li>
<li>Емкость для ароматизации воздуха</li>
<li>Поддон для воды</li>
<li>Cверхбыстрая сушка</li>
<li>Класс защиты IP23</li>
<li>Экономное электропотребление</li>
<li>Удобная эксплуатация</li>
<li>Простая установка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура исходящего воздуха: 60 °С</li>
<li>Скорость потока: 90 м/с</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 1,8 кВт</li>
<li>Габариты: 300x190x650 мм</li>
</ul>",76871,,,,,,,,,,0,https://entero.ru/manuals/49916/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Neoclima%20NHD-1.8.pdf,42140,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/8d/7e/8d7e9382c219b55d2bf846bc7d9495fb.jpg;https://cdn.entero.ru/mp@2x/19/83/1983b923e2917beff7ef70eba8e4c762.jpg;https://cdn.entero.ru/mp@2x/1b/ed/1bed4d9f42df22890014e236f23ded82.jpg;https://cdn.entero.ru/mp@2x/21/6d/216d2dc3aa11257a5c01247232152637.jpg;https://cdn.entero.ru/mp@2x/aa/4b/aa4bef80efb8ff18e12512ab4a75f31b.jpg;https://cdn.entero.ru/mp@2x/f8/34/f83472c5d0a0a67078f2f983249958be.jpg;https://cdn.entero.ru/mp@2x/72/3c/723c40382bc6c5d6ba31c245d090905b.jpg;https://cdn.entero.ru/mp@2x/8a/fd/8afd1d971a3734e45b9d0efaa4420023.jpg,Сушилка для рук Puff 8878UF,1401.399,41981,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/237293,"<p>Сушилка для рук<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/237293"">Puff 8878UF</a></b> используется в туалетных комнатах торговых центров, гостиниц, аэропортов, предприятий общеcтвенного питания и других местах массового пребывания для бесконтактной гигиеничной сушки. Модель оснащена нагревательным элементом, электродвигателем с вентилятором, ультрафиолетовой лампой, панелью управления с 2 колыбельными переключателями и защитной откидной крышкой, а также кабелем питания с вилкой. Обтекаемый корпус выполнен из ударопрочного АБС-пластикабелого цвета.</p>

<p>В комплект поставки входят металлическая монтажная планка, набор креплений и инструкция по эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Горячий поток</li>
<li>Поток без нагрева</li>
</ul>
</li>
<li>Дезинфекция ультрафиолетовым излучением в процессе сушки</li>
<li>Погружная конструкция с 2 узконаправленными потоками для быстрого высушивания</li>
<li>Настенный монтаж на скрытых креплениях или напольное размещение</li>
<li>Вертикально ориентированный тонкий корпус для оптимизации пространства</li>
<li>Отсек для компактного хранения кабеля</li>
<li>Съемный каплесборник</li>
<li>Класс энергоэффективности: A+</li>
<li>Степень защиты оболочки: IPX4</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность УФ лампы: 0,55 кВт</li>
<li>Объем каплесборника: 0,5 л</li>
<li>Дальность срабатывания датчика приближения: от 50 до 200 мм</li>
<li>Толщина материала корпуса: 3 мм</li>
</ul>",237293,погружной,220 В,от 0.9 до 2 кВт,300 мм,210 мм,690 мм,,,,0,,43730,,8.3 кг,Россия,,автоматическое (сенсорное),пластик,белый,78 дБ,от 5 до 7 сек.,от 23 до 65 °С,95 м/сек.,,
https://cdn.entero.ru/mp@2x/67/1f/671f4c23cdcda3382bc1633f15844df7.jpg;https://cdn.entero.ru/mp@2x/4a/ef/4aefc6063c0aacdb4f4119454dd679d6.jpg;https://cdn.entero.ru/mp@2x/b1/7c/b17c202d8e77b91021d9b329055d944b.jpg;https://cdn.entero.ru/mp@2x/7a/0c/7a0c08ef7a2afe8810191b5fc03030bf.jpg;https://cdn.entero.ru/mp@2x/7d/1d/7d1d40a07926aa4106179adc68e00c55.jpg;https://cdn.entero.ru/mp@2x/47/50/4750a1923d2f1a31051ba5e87bc4355a.jpg,"Сушилка для рук Dyson Airblade V HU 02, никель",HU02 Nickel,140007,RUB,Да,Dyson,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/38361,"<p>Сушилка для рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/38361""><b class=""b"">Dyson Airblade V HU 02 </b></a>используется в туалетных комнатах кафе, баров, ресторанов, торговых центров, офисов и других общественных мест для быстрой сушки и дезинфекции рук. Воздух из помещения вентилятором всасывается в прибор, проходит очистку и подается к щелевым отверстиям. Модель оснащена емкостным сенсорным датчиком. Корпус выполнен из ABS-поликарбоната повышенной прочности с антибактериальным слоем, убивающим 99,9% микробов и бактерий на поверхности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Запатентованный цифровой электродвигатель Dyson DDM </li>
<li>Технология Airblade, обеспечивающая 2 плоских высокоскоростных потока воздуха через отверстия шириной 0,55 мм</li>
<li>Сенсорный датчик автоматического включения и выключения</li>
<li>Класс фильтрации HEPA H13</li>
<li>Автоматическое отключение после 30 сек. непрерывной работы</li>
<li>Низкое энергопотребление в режиме ожидания до 0,5 Вт</li>
<li>Антибактериальные добавки, внедренные в структуру поверхности, предотвращающие рост бактерий</li>
<li>Высушивание каждой руки отдельно</li>
<li>Компактная конструкция</li>
<li>Класс влагозащиты: IP24</li>
<li>Сертификат NSF International</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li> Цвет: никель</li>
<li>Объем воздушного потока: до 30 л/сек.</li>
<li>Скорость вращения двигателя: 90000 об/мин.</li>
<li>Скорость сушки рук: 7-10 сек</li>
<li>Выброс CO<sub>2 </sub>за одно высушивание: 5,3 гр</li>
<li>Габариты в упаковке: 145x455x274 мм</li>
</ul>",38361,закрытая,220 В,1.6 кВт,234 мм,100 мм,394 мм,,,,0,https://entero.ru/manuals/508462/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Dyson%20Airblade%20V%20HU%2002_%20%D0%BD%D0%B8%D0%BA%D0%B5%D0%BB%D1%8C.pdf;https://entero.ru/manuals/508463/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20%D0%BD%D0%B0%20Dyson%20Airblade%20V%20HU%2002_%20%D0%BD%D0%B8%D0%BA%D0%B5%D0%BB%D1%8C.pdf;https://entero.ru/manuals/522571/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239873&hd=2&autoplay=0,2.8 кг,,Малайзия,автоматическое (сенсорное),пластик,серебристый,79 дБ,10 сек.,40 °С,191 м/сек.,,Да
https://cdn.entero.ru/mp@2x/2b/0b/2b0b07cb6f87337a89e2d75fb40fccc5.jpg;https://cdn.entero.ru/mp@2x/58/fb/58fbd8d5b81fdb4e65cd75ef313bfabe.jpg;https://cdn.entero.ru/mp@2x/c1/c8/c1c8755a89501f1742b9ede45b02287a.jpg;https://cdn.entero.ru/mp@2x/a8/1f/a81fea94a6e8f3ac15e8ace86ef872d9.jpg;https://cdn.entero.ru/mp@2x/f5/78/f57829c132a8d78fdb1a5d78f184ee2d.jpg;https://cdn.entero.ru/mp@2x/dd/18/dd18ca6c1afaccf8820a73d5e549f73e.jpg;https://cdn.entero.ru/mp@2x/92/42/92421cc90d7a23e4080dbdf929034a9a.jpg,Сушилка для рук Dyson Air Blade AB14 Grey,AB14,259900,RUB,Да,Dyson,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/43807,"<p>Сушилка для рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/43807""><b class=""b"">Dyson Air Blade AB14</b></a> используется в туалетных комнатах кафе, баров, ресторанов, торговых центров, офисов и других общественных мест с большой проходимостью для быстрой сушки и дезинфекции рук. Корпус выполнен из ABS-поликарбоната, покрытого антибактериальным слоем, убивающим 99,9% микробов и бактерий на поверхности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальное исполнение</li>
<li>Запатентованный цифровой электродвигатель Dyson DDM</li>
<li>Класс фильтрации HEPA H13</li>
<li>Бесконтактное управление</li>
<li>Абсолютный уровень безопасности</li>
<li>Автоматическое включение и выключение</li>
<li>Сверхнадежная и сверхпрочная конструкция</li>
<li>Исключающие несанкционированный доступ болты формата T30</li>
<li>Минимальная стоимость эксплуатации</li>
<li>Энергоэкономичность</li>
<li>Гигиеничность</li>
<li>Экономия электроэнергии</li>
<li>Класс защиты: IP35</li>
<li>Сертификат NSF International</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость потока воздуха: 690 км/час</li>
<li>Скорость вращения двигателя: 90000 об/мин</li>
</ul>",43807,открытая,220 В,1.6 кВт,305 мм,250 мм,640 мм,,,,0,https://entero.ru/manuals/84505/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F.pdf;https://entero.ru/manuals/508461/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Dyson%20Air%20Blade%20AB14%20Grey.pdf;https://entero.ru/manuals/522576/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239873&hd=2&autoplay=0,8.2 кг,,Малайзия,автоматическое (сенсорное),пластик,стальной,82 дБ,10 сек.,,191 м/сек.,Да,Да
https://cdn.entero.ru/mp@2x/e7/54/e754cf0a45c33fd41b6c29d7a698e9b3.jpg;https://cdn.entero.ru/mp@2x/75/52/75522bc4c8a8aa7e0befa6328386ab62.jpg,Рукосушитель ROAL M-988,Рукосушитель ROAL M-988,2146,RUB,Да,ROAL,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/315147,"<p>Рукосушитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315147"">ROAL M-988</a></b> предназначен для использования в туалетных комнатах общественных зданий, гостиниц, кафе и жилых помещений для быстрой и комфортной сушки рук. Модель оснащена функцией автоматического отключения для экономии электроэнергии. Изделие выполнено из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция защиты от перегрева</li>
<li>В случае постоянного нахождения посторонних предметов в зоне срабатывания датчика устройство отключается через 60 секунд​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура срабатывания защитного отключения: 105 °С </li>
</ul>",315147,традиционный,220 В,0.85 кВт,145 мм,142 мм,218 мм,,,,0,https://entero.ru/manuals/378989/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20M-988.pdf,,,,,Китай,,пластик,белый,,,,8 м/сек.,,
https://cdn.entero.ru/mp@2x/fd/62/fd62b587ec469420222bae154b70417e.jpg;https://cdn.entero.ru/mp@2x/21/31/2131ef73b0e4d73691a9aafbafbf39b0.jpg,Сушилка для рук Neoclima NHD-850,Сушилка для рук Neoclima NHD-850,2582,RUB,Да,Neoclima,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/367414,"<p>Сушилка для рук <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367414"">Neoclima NHD-850</a></b> используется в туалетных комнатах кафе, баров, ресторанов, торговых центров, офисов и других местах общего пользования. Гигиеничность использования обеспечивается благодаря отсутствию непосредственного прикосновения к предмету и включению при поднесении рук. Корпус выполнен из пластика повышенной ударопрочности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Направленный поток воздуха</li>
<li>Автоматическое включение и отключение</li>
<li>Высококачественные материалы</li>
<li>Быстрая сушка</li>
<li>Экономное электропотребление</li>
<li>Удобная эксплуатация</li>
<li>Простая установка</li>
<li>Современный дизайн</li>
<li>Степень защиты IP23</li>
<li>Класс электрозащиты 3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
</ul>",367414,традиционный,220 В,0.85 кВт,218 мм,142 мм,145 мм,,,,0,,,,,Греция,Китай,автоматическое (сенсорное),пластик,белый,,,65 °С,18 м/сек.,Да,
https://cdn.entero.ru/mp@2x/93/b6/93b6635848155e758c9d317cb3401d7c.jpg,Сушилка для рук ENGY ENH-03,ETM155363,2685,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/192653,"<p>Сушилка для рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192653""><b class=""b"">ENGY ENH-03 </b></a>используется в туалетных комнатах кафе, баров, ресторанов, торговых центров и офисов. Прибор сушит до тех пор, пока руки находятся в зоне действия датчика (на расстоянии 15 см). Корпус выполнен из ABS пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настенное крепление</li>
<li>Класс защиты: IPx4</li>
</ul>",192653,традиционный,220 В,1 кВт,145 мм,140 мм,215 мм,,,,0,https://entero.ru/manuals/224957/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ENGY%20ENH-03.pdf;https://entero.ru/manuals/224958/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20ENGY.jpg,3628,,0.8 кг,,Китай,автоматическое (сенсорное),пластик,белый,,,40 °С,15 м/сек.,,
