Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Ширина ленты
https://cdn.entero.ru/mp@2x/f5/db/f5db9e586dea054d08ba3230536c8ab9.jpg;https://cdn.entero.ru/mp@2x/76/a6/76a6ba6e0da40eb739bd68ec714d11b7.jpg;https://cdn.entero.ru/mp@2x/70/75/70752c531b0ebeddb7f9d6cea84b5dcf.jpg;https://cdn.entero.ru/mp@2x/fc/05/fc050bfe6eeb35fece0b043aa4343a01.jpg,Упаковочная машина Plasticband Neleo 160,Упаковочная машина Plasticband Neleo 160,2100317,RUB,Нет,Plasticband,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/82748,"<p>Упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82748"">Plasticband Neleo 160</a></b> предназначена для упаковки, группировки и защиты длинномерных и крупногабаритных изделий, таких как молдинги, профили, алюминиевые трубы, элементы мебели и дверей в стрейч-пленку на предприятиях различных направлений. Модель оснащена ножной педалью для активации цикла упаковки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инвертор Fuji</li>
<li>Программируемый логический контроллер Omron</li>
<li>Одновременная работа с 2 рулонами пленки для усиленной и быстрой обмотки продукта или с 1 рулоном для стандартной упаковки продукта</li>
<li>Регулировка натяжения пленки</li>
<li>Регулировка скорости вращения кольца</li>
<li>Катушка с самоблокирующейся системой</li>
<li>Отключение машины при замене рулона пленки</li>
<li>Аварийный выключатель и кнопка перезагрузки</li>
<li>Износостойкий трапециевидный ремень в приводе кольца</li>
<li>Соответствие стандартам безопасности ЕС (2006/42/СЕ, 2004/42/ЕС и 93/68/ЕЭС)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина рулона: 100 / 166 / 250 мм</li>
<li>Толщина пленки: 0,023 мм</li>
<li>Диаметр рулона пленки (внешний / внутренний): 230 / 38 мм</li>
<li>Габариты в упаковке: 2550х1500х2250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Автоматическая загрузка пленки</li>
<li>Автоматическое крепление и обрезка пленки для 2 рулонов</li>
<li>Боковые гравитационные ролики для загрузки продукции</li>
<li>Гравитационные роликовые конвейеры размером 800х1000 мм</li>
<li>Сенсорный дисплей</li>
<li>Диспенсер для воздушно-пупырчатой пленки</li>
<li>Система фиксации головки диспенсера в точной позиции для замены рулона</li>
<li>Верхний прижим с ручной подгонкой</li>
<li>Мост для короткой продукции < 600 мм</li>
<li>Дополнительные регулируемые обмотки на концах продукта для лучшей защиты</li>
</ul>",82748,автоматическая,380 В,0.52 кВт,,,,,,,0,https://entero.ru/manuals/73701/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Plasticband%20Neleo%20160.pdf,2282953,https://vk.com/video_ext.php?oid=-177656185&id=456240052&hd=2&autoplay=0,,Испания,,50 обвязок/мин.,от 100 до 250 мм
https://cdn.entero.ru/mp@2x/60/93/609362a112bf37031ba8e668b76515dd.jpg;https://cdn.entero.ru/mp@2x/4e/ac/4eacf6de53c8e56e813832d5e65bb90b.jpg,Упаковочная машина Plasticband Atis 125,Упаковочная машина Plasticband Atis 125,2797329,RUB,Нет,Plasticband,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/82762,"<p>Упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82762"">Plasticband Atis 125</a></b> предназначена для упаковки, группировки и защиты длинномерных изделий, таких как молдинги, профили, элементы мебели, алюминиевые трубы и жалюзи в стрейч-пленку на предприятиях различных направлений. Модель оснащена сенсорным дисплеем и фотодатчиком для активации цикла упаковки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инвертор Fuji</li>
<li>Программируемый логический контроллер Omron</li>
<li>Одновременная работа с 2 рулонами пленки для усиленной и быстрой обмотки продукта или с 1 рулоном для стандартной упаковки продукта</li>
<li>Программы обмотки:
<ul>
<li>Обмотка по всей длине продукта</li>
<li>Обмотка только на концах</li>
<li>2 пользовательские программы</li>
</ul>
</li>
<li>Регулировка натяжения пленки</li>
<li>Регулировка скорости вращения кольца</li>
<li>Регулируемое количество дополнительных витков в начале и в конце продукта</li>
<li>Катушка с самоблокирующейся системой</li>
<li>Автоматическая система крепления и обрезки пленки</li>
<li>Дополнительные обмотки на обоих концах продукта для улучшенной защиты</li>
<li>Отключение машины при замене рулона пленки</li>
<li>Износостойкий трапециевидный ремень в приводе кольца</li>
<li>Регулировка высоты конвейера</li>
<li>Соответствие стандартам безопасности ЕС (2006/42/СЕ, 2004/42/ЕС и 93/68/CEE)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина рулона: 100 / 166 / 250 мм</li>
<li>Толщина пленки: 0,023 мм</li>
<li>Диаметр рулона пленки (внешний / внутренний): 230 / 38 мм</li>
<li>Минимальный размер продукции: 300х300х600 мм</li>
<li>Воздушное давление: 6 Бар</li>
<li>Длина конвейера: 1500 мм</li>
<li>Скорость конвейера: 12 м/мин.</li>
<li>Максимальная грузоподъемность: 75 кг/м</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Верхнее прижимное устройство для продукции с небольшим весом</li>
<li>Гравитационные роликовые конвейеры размером 800х1000 мм</li>
<li>Автоматический / ручной диспенсер для воздушно-пупырчатой пленки</li>
<li>Автоматический диспенсер деревянных или пенополистироловых реек + приводной ленточный конвейер для упаковки короткой продукции < 600 мм</li>
<li>Приводные конвейеры различных размеров</li>
<li>Автоматическое устройство для разгрузки упакованного продукта</li>
<li>Система предупреждения об окончании пленки</li>
</ul>",82762,автоматическая,,1.61 кВт,,,,,,,0,https://entero.ru/manuals/74046/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Plasticband%20Atis%20125.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239270&hd=2&autoplay=0,,Испания,,80 обвязок/мин.,от 100 до 250 мм
https://cdn.entero.ru/mp@2x/cc/d0/ccd0f936187700128435b6947ce11a71.jpg,Стреппинг-машина Extend EXS-206,Стреппинг-машина Extend EXS-206,0,RUB,Нет,Extend,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/82534,"<p>Стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82534"">Extend EXS-206</a></b> предназначена для обвязки книг, печатных изданий, картонных коробок полипропиленовой (ПП) лентой на предприятиях различных направлений. Модель оснащена удобной панелью управления. Бухта с лентой расположена внутри открытого корпуса машины, что позволяет быстро ее заменить.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка силы натяжения ленты</li>
<li>Автоматический выброс петли ленты</li>
<li>Настройка длины выброса ленты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила натяжения ленты: от 5 до 55 кг</li>
<li>Размер упаковки: от 120х30 мм</li>
<li>Внутренний диаметр бобины ленты: 200 мм</li>
</ul>",82534,полуавтоматическая,220 В,0.4 кВт,565 мм,895 мм,740 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240452&hd=2&autoplay=0,100 кг,,Тайвань,30 обвязок/мин.,от 5 до 15 мм
https://cdn.entero.ru/mp@2x/43/08/43085268025a4c036ddcc84072529376.jpg,Стреппинг-машина Extend EXS-306,Стреппинг-машина Extend EXS-306,0,RUB,Нет,Extend,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/82535,"<p>Стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82535"">Extend EXS-306</a></b> предназначена для обвязки книг, печатных изданий, картонных коробок полипропиленовой (ПП) лентой на предприятиях различных направлений. Модель оснащена удобной панелью управления. Бухта с лентой расположена внутри закрытого корпуса машины, что позволяет быстро ее заменить.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка силы натяжения ленты</li>
<li>Автоматический выброс петли ленты</li>
<li>Настройка длины выброса ленты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила натяжения ленты: от 5 до 55 кг</li>
<li>Скорость обвязки: от 2 до 5 сек./обвязка</li>
<li>Размер упаковки: от 120х30 мм</li>
<li>Внутренний диаметр бобины ленты: 200 мм</li>
</ul>",82535,полуавтоматическая,220 В,0.4 кВт,565 мм,895 мм,740 мм,,,,0,,,,100 кг,,Тайвань,20 обвязок/мин.,от 5 до 15 мм
https://cdn.entero.ru/mp@2x/57/ad/57ada87f2b44aeddeb93226048435ddf.jpg,Стреппинг-машина Extend EXS-205,Стреппинг-машина Extend EXS-205,0,RUB,Нет,Extend,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/82536,"<p>Стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82536"">Extend EXS-205</a></b> предназначена для обвязки книг, печатных изданий, картонных коробок полипропиленовой (ПП) лентой на предприятиях различных направлений. Модель оснащена удобной панелью управления. Бухта с лентой расположена внутри открытого корпуса машины, что позволяет быстро ее заменить.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка силы натяжения ленты</li>
<li>Автоматический выброс петли ленты</li>
<li>Настройка длины выброса ленты</li>
<li>Подвижные ролики с системой блокировки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила натяжения ленты: от 2 до 55 кг</li>
<li>Скорость обвязки: от 2 до 5 сек./обвязка</li>
<li>Внутренний диаметр бобины ленты: 200 мм</li>
</ul>",82536,полуавтоматическая,220 В,0.5 кВт,550 мм,780 мм,750 мм,,,,0,,,,63 кг,,Тайвань,,от 5 до 15 мм
https://cdn.entero.ru/mp@2x/62/77/6277c20099b9691717cda71cbba16159.jpg;https://cdn.entero.ru/mp@2x/22/92/2292eb04037561c04f1495bd04390527.jpg,Упаковочная машина Plasticband Atis 200,Упаковочная машина Plasticband Atis 200,0,RUB,Нет,Plasticband,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/82766,"<p>Упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/82766"">Plasticband Atis 200</a></b> предназначена для упаковки, группировки и защиты длинномерных изделий, таких как молдинги, профили, элементы мебели, алюминиевые трубы и жалюзи в стрейч-пленку на предприятиях различных направлений. Модель оснащена сенсорным дисплеем и фотодатчиком для активации цикла упаковки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инвертор Fuji</li>
<li>Программируемый логический контроллер Omron</li>
<li>Одновременная работа с 2 рулонами пленки для усиленной и быстрой обмотки продукта или с 1 рулоном для стандартной упаковки продукта</li>
<li>Регулировка натяжения пленки</li>
<li>Регулировка скорости вращения кольца</li>
<li>Регулируемое количество дополнительных витков в начале и в конце продукта</li>
<li>Катушка с самоблокирующейся системой</li>
<li>Автоматическая система крепления и обрезки пленки</li>
<li>Отключение машины при замене рулона пленки</li>
<li>Износостойкий трапециевидный ремень в приводе кольца</li>
<li>Соответствие стандартам безопасности ЕС (2006/42/СЕ, 2004/42/ЕС и 93/68/CEE)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пленки: 0,023 мм</li>
<li>Диаметр рулона пленки (внешний / внутренний): 230 / 38 мм</li>
<li>Потребляемая мощность: 1,66 кВт</li>
<li>Воздушное давление: 6 Бар</li>
<li>Скорость конвейера: 15 м/мин.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Верхнее прижимное устройство для продукции с небольшим весом</li>
<li>Гравитационные роликовые конвейеры размером 1200х1000 мм</li>
<li>Диспенсер для воздушно-пупырчатой пленки</li>
<li>Система предупреждения об окончании пленки</li>
</ul>",82766,автоматическая,,1.66 кВт,,,,,,,0,https://entero.ru/manuals/74049/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Plasticband%20Atis%20200.pdf,,,,Испания,,50 обвязок/мин.,от 100 до 250 мм
https://cdn.entero.ru/mp@2x/16/5b/165b84a8fba2c9b1feed103d5cbdd3b0.jpg,Стреппинг-машина Xutian XT-8022,Стреппинг-машина Xutian XT-8022,0,RUB,Нет,Xutian,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/85985,"<p>Полуавтоматическая стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85985"">Xutian XT-8022</a></b> используется на предприятиях различных направлений для обвязки книг, печатных изданий, картонных коробок полипропиленовой (ПП) лентой. Модель оснащена электронной панелью управления. Столешница изготовлена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая регулировка натяжения ленты</li>
<li>Регулировка стола и ножек по высоте</li>
<li>Аварийный выключатель</li>
<li>Открытый корпус</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила натяжения ленты: от 5 до 60 кг</li>
<li>Скорость обвязки: от 1 до 5 сек./обвязка</li>
<li>Размер упаковки: от 120х60 мм</li>
<li>Внутренний диаметр бобины ленты: 200 мм</li>
</ul>",85985,полуавтоматическая,220 В,0.5 кВт,565 мм,895 мм,750 мм,,,,0,,,,85 кг,,Китай,,от 6 до 15 мм
https://cdn.entero.ru/mp@2x/ca/ae/caae35c21ee6c08a911f96d0413f4802.jpg,Стреппинг-машина Xutian XT-8020,Стреппинг-машина Xutian XT-8020,0,RUB,Нет,Xutian,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/85988,"<p>Полуавтоматическая стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85988"">Xutian XT-8020</a></b> используется на предприятиях различных направлений для обвязки книг, печатных изданий, картонных коробок полипропиленовой (ПП) лентой. Модель оснащена электронной панелью управления. Столешница изготовлена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая регулировка натяжения ленты</li>
<li>Регулировка стола и ножек по высоте</li>
<li>Аварийный выключатель</li>
<li>Закрытый корпус</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила натяжения ленты: 60 кг</li>
<li>Скорость обвязки: от 1 до 5 сек./обвязка</li>
<li>Размер упаковки: от 120х60 мм</li>
<li>Внутренний диаметр бобины ленты: 200 мм</li>
</ul>",85988,полуавтоматическая,220 В,0.5 кВт,565 мм,895 мм,750 мм,,,,0,,,,85 кг,,Китай,20 обвязок/мин.,от 6 до 15 мм
https://cdn.entero.ru/mp@2x/a8/da/a8da3242ee6b3f5c44840a495baef299.jpg,Стреппинг-машина MASSIMO POZZI XLR 13 мм,Стреппинг-машина MASSIMO POZZI XLR 13 мм,0,RUB,Нет,MASSIMO POZZI,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/112579,"<p>Стреппинг-машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112579""><b class=""b"">MASSIMO POZZI XLR </b></a>предназначена для обвязки крупногабаритных товаров полипропиленовой (ПП) лентой на предприятиях различных направлений. Модель оснащена мощным натяжительным механизмом и возможностью использовать скобы или скрепы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина ленты: до 1 мм</li>
<li>Сила натяжения ленты: 200 кг</li>
</ul>",112579,механическая,,,170 мм,190 мм,420 мм,,,,0,,,,4 кг,,Италия,,12 мм
https://cdn.entero.ru/mp@2x/5e/3b/5e3bcb42c440aa8a3ed915d26725f8de.jpg,Стреппинг-машина Zapak ZP-21-9D,Стреппинг-машина Zapak ZP-21-9D,0,RUB,Нет,Zapak,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/79693,"<p>Стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79693"">Zapak ZP-21-9D</a> </b>используется для обвязки товаров полипропиленовой (ПП) или полиэстеровой (ПЭТ) лентой за счет вибросварки трением на предприятиях различных направлений. Модель имеет возможность регулировать время сварки.</p>

<p>Стреппинг-инструмент работает от аккумулятора и используется вместе с натяжителем.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: до 19 мм</li>
<li>Толщина ленты: до 1,53 мм</li>
<li>Аккумулятор: 14.4V 3000mAh NiMH</li>
<li>Вес аккумулятора: 0,92 кг</li>
</ul>",79693,,,,,,,,,,0,https://entero.ru/manuals/57639/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Zapak%20ZP-21-9D%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239727&hd=2&autoplay=0,,,,,
https://cdn.entero.ru/mp@2x/60/d2/60d26efe2bea0f7e508b558ba0970cf5.jpg,Стреппинг-машина Zapak ZP-28 9A,Стреппинг-машина Zapak ZP-28 9A,0,RUB,Нет,Zapak,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/79691,"<p>Стреппинг-машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79691""><b class=""b"">Zapak ZP-28 </b></a>используется для обвязки товаров полипропиленовой (ПП) или полиэстеровой (ПЭТ) лентой за счет сварки трением на предприятиях различных направлений. Модель имеет возможность регулировать время сварки.</p>

<p>Стреппинг-инструмент оснащен автоматическим натяжением ленты.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая сварка трением и обрезка ленты</li>
<li>Контроль подачи воздуха</li>
<li>Компактные размеры</li>
<li>Встроенный предохранительный переключатель</li>
<li>Регулируемые направляющие ширины лент</li>
<li>Модульный механизм позволяет уменьшить затраты на техническое обслуживание</li>
<li>Легкое продевание ленты в один шаг</li>
<li>Легкозаменяемые детали</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: от 16 до 19 мм</li>
<li>Толщина ленты:
<ul>
<li>Полипропиленовая: от 0,75 до 1,27 мм</li>
<li>Полиэстеровая: от 0,65 до 1,27 мм</li>
</ul>
</li>
<li>Сила натяжения: 3000 Н
<ul>
<li>Полипропиленовая: от 20 до 180 мм</li>
<li>Полиэстеровая: от 60 до 350 кг</li>
</ul>
</li>
<li>Давление воздуха: от 6 до 7 бар</li>
</ul>",79691,,,,,,,,,,0,https://entero.ru/manuals/57641/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Zapak%20ZP-28%209A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239077&hd=2&autoplay=0,,,,,
https://cdn.entero.ru/mp@2x/79/4a/794a82c634702107b7c91c34c2e68ec7.jpg,Стреппинг-машина Zapak ZP-28 6A,Стреппинг-машина Zapak ZP-28 6A,0,RUB,Нет,Zapak,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/79689,"<p>Стреппинг-машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79689""><b class=""b"">Zapak ZP-28 </b></a>используется для обвязки товаров полипропиленовой (ПП) или полиэстеровой (ПЭТ) лентой за счет сварки трением на предприятиях различных направлений. Модель имеет возможность регулировать время сварки.</p>

<p>Стреппинг-инструмент оснащен автоматическим натяжением ленты.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая сварка трением и обрезка ленты</li>
<li>Контроль подачи воздуха</li>
<li>Компактные размеры</li>
<li>Встроенный предохранительный переключатель</li>
<li>Регулируемые направляющие ширины лент</li>
<li>Модульный механизм позволяет уменьшить затраты на техническое обслуживание</li>
<li>Легкое продевание ленты в один шаг</li>
<li>Легкозаменяемые детали</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: от 12 до 16 мм</li>
<li>Толщина ленты:
<ul>
<li>Полипропиленовая: от 0,75 до 1,27 мм</li>
<li>Полиэстеровая: от 0,65 до 1,27 мм</li>
</ul>
</li>
<li>Сила натяжения: 3000 Н
<ul>
<li>Полипропиленовая: от 20 до 180 мм</li>
<li>Полиэстеровая: от 60 до 350 кг</li>
</ul>
</li>
<li>Давление воздуха: от 6 до 7 бар</li>
</ul>",79689,,,,,,,,,,0,https://entero.ru/manuals/57640/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Zapak%20ZP-28%206A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239077&hd=2&autoplay=0,,,,,
https://cdn.entero.ru/mp@2x/fa/dd/fadd07ea36aea565fb0cca4f8f74e0fc.jpg;https://cdn.entero.ru/mp@2x/80/44/804418b42fdd7e6cb1cd6ad5cc91d133.jpg;https://cdn.entero.ru/mp@2x/da/76/da767a956ab621bbdded4791da7568e9.jpg,Стреппинг-машина Columbia GT-SMART,Стреппинг-машина Columbia GT-SMART,0,RUB,Нет,Columbia,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/112523,"<p>Ручная стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112523"">Columbia GT-SMART</a> </b>используется для обвязки товаров полипропиленовой (ПП) или полиэстеровой (ПЭТ) лентой за счет сварки трением на предприятиях различных направлений. Модель оснащена панелью управления с цифровым дисплеем. Стреппинг-инструмент работает от аккумулятора.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мультифункциональный пусковой переключатель</li>
<li>Режим слабого натяжения для обвязки хрупкой продукции</li>
<li>Переключатель для запуска сварки</li>
<li>Эргономичная ручка с прорезиненным покрытием</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: от 9 до 16 мм</li>
<li>Толщина ленты: от 0,4 до 0,85 мм</li>
<li>Сила натяжения:
<ul>
<li>Одинарная лента: 1800 N</li>
<li>Максимальное: 3600 N</li>
<li>Режим Soft: 500 N</li>
</ul>
</li>
<li>Скорость натяжения: 14 м/мин.</li>
<li>Аккумулятор: Akku Power SP6 14.4 Vdc - 1.5 Ah Li-Ion</li>
</ul>",112523,,,,,,,,,,0,https://entero.ru/manuals/111896/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Columbia%20GT-SMART%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/98/66/986610c6eb9bb780e843702a2367ec62.jpg;https://cdn.entero.ru/mp@2x/65/2f/652f6592ce30752de951db2cd3d8e7d1.jpg;https://cdn.entero.ru/mp@2x/ef/df/efdf1c1c7c194f1daa2b0721ceadd5ea.jpg;https://cdn.entero.ru/mp@2x/5e/a5/5ea5444ad65d5dccaf42d9cb123bd189.jpg;https://cdn.entero.ru/mp@2x/52/77/5277c5777c9b850c04caa57e2211eb33.jpg,Стреппинг-машина Columbia GT-H25,Стреппинг-машина Columbia GT-H25,0,RUB,Нет,Columbia,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/112524,"<p>Ручная стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112524"">Columbia GT-H25</a> </b>используется для обвязки товаров полипропиленовой (ПП) или полиэстеровой (ПЭТ) лентой за счет сварки трением на предприятиях различных направлений. Модель оснащена панелью управления с цифровым дисплеем. Стреппинг-инструмент работает от аккумулятора.</p>

<p><b>Режимы:</b></p>

<ul>
<li>Автоматический</li>
<li>Полуавтоматический</li>
<li>Ручной</li>
<li>Слабого натяжения для обвязки хрупкой продукции</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Бесщеточный двигатель</li>
<li>Мультифункциональный пусковой переключатель</li>
<li>Электромагнитный переключатель для запуска сварки</li>
<li>Эргономичная ручка с прорезиненным покрытием</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 25 мм</li>
<li>Толщина ленты: от 0,8 до 1,05 мм</li>
<li>Сила натяжения:
<ul>
<li>Максимальное: 4500 N</li>
<li>Режим Soft: 500 N</li>
</ul>
</li>
<li>Скорость натяжения: 9 м/мин.</li>
<li>Аккумулятор: Akku Power SP4 18 В DC 4.0 A/ч Li-Ion</li>
</ul>",112524,,,,,,,,,,0,https://entero.ru/manuals/111897/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Columbia%20GT-H%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/e4/78/e478078a3cb8acbf9482ca16fe29b8f4.jpg,Стреппинг-машина Columbia ST-POLI 19 HT,Стреппинг-машина Columbia ST-POLI 19 HT,0,RUB,Нет,Columbia,Профоборудование,Фасовочно-упаковочное,Стреппинг-машины,https://entero.ru/item/79555,"<p>Ручная стреппинг-машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79555"">Columbia ST-POLI 19 HT</a> </b>используется для обвязки товаров полипропиленовой (ПП) или полиэстеровой (ПЭТ) лентой за счет сварки трением на предприятиях различных направлений. Модель оснащена регулировкой натяжения ленты и времени сварки. Для работы стреппинг-машины требуется компрессор.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ленты: 19 мм</li>
<li>Толщина ленты: от 0,9 до 1,27 мм</li>
<li>Максимальное давление воздуха: 7 бар</li>
<li>Сила натяжения: 4000 Н</li>
<li>Скорость натяжения ленты: 117 мм/мин.</li>
<li>Потребление воздуха при натяжении ленты: 9 л/сек.</li>
<li>Потребление воздуха при сварке ленты: 12 л/сек.</li>
<li>Диаметр шланга компрессора: 8 мм</li>
</ul>",79555,,,,,,,,,,0,https://entero.ru/manuals/111918/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Columbia%20ST-POLI%2019%20HT%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,
