Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Потребляемая мощность
https://cdn.entero.ru/mp@2x/d8/b2/d8b2a3544a2a86d19ecfe3039a9fdb38.jpg;https://cdn.entero.ru/mp@2x/06/5e/065e66a282b108b0ff93d660bdfd8eb4.jpg;https://cdn.entero.ru/mp@2x/ae/c8/aec812298af1a88c6a80119f8fca7c6d.jpg;https://cdn.entero.ru/mp@2x/df/cb/dfcb84c06493f7d9a81bd55b5e4d2c55.jpg;https://cdn.entero.ru/mp@2x/5c/6f/5c6faba283a170f2b4d9a3e28778b1fc.jpg;https://cdn.entero.ru/mp@2x/34/ff/34ffe37c705678ae03747d8ba4abef73.jpg;https://cdn.entero.ru/mp@2x/64/7d/647dbae95cf96c2f00c5b2a5d88c9b18.jpg,Измельчитель льда Foodatlas BY-209J,BY-209J Foodatlas,37186,RUB,Нет,Foodatlas,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/122266,"<p>Измельчитель льда <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122266""><b class=""b"">Foodatlas BY-209J</b></a> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков и для декорирования блюд. Модель оснащена пультом управления, держателем лезвия и вращающей колонной. Корпус выполнен из шлифованного алюминия.</p>

<p>В комплект поставки входят совок для льда, дренажный бачок, выходная трубка, входная трубка с фильтром, резиновые соединители и прокладка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения дисков: от 250 до 350 об/мин.</li>
<li>Производительность: 70 кг/час</li>
<li>Мощность: 0,35 кВт</li>
<li>Габариты в упаковке: 478x310x658 мм</li>
</ul>",122266,электрический,220 В,250 мм,430 мм,660 мм,,Китай,,,0,https://entero.ru/manuals/128517/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20BY-209J.pdf,,,16 кг,70 кг/час,
https://cdn.entero.ru/mp@2x/1e/48/1e48fe33034c49f7da906ed0335b4d16.jpg;https://cdn.entero.ru/mp@2x/d5/ea/d5eabd443e19be58957f5ca8acb05a54.jpg;https://cdn.entero.ru/mp@2x/4d/ba/4dba00f210921de6e16ae1d0940bf3b8.jpg;https://cdn.entero.ru/mp@2x/06/cb/06cb97a0cb475ff62d1ebff28c790865.jpg;https://cdn.entero.ru/mp@2x/c7/41/c7412bf8748bb51fb691d9358927f259.jpg;https://cdn.entero.ru/mp@2x/1b/5c/1b5c01595680bd98ee0a911616fa8feb.jpg;https://cdn.entero.ru/mp@2x/88/89/88892202d77329140aacf794f9dcfe4b.jpg,Измельчитель льда Foodatlas BY-209C,BY-209C Foodatlas,38602,RUB,Нет,Foodatlas,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/162483,"<p>Измельчитель льда <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/162483""><b class=""b"">Foodatlas BY-209C</b></a> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков и для декорирования блюд. Модель оснащена прижимным рычагом. Корпус выполнен из шлифованного алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 0,35 кВт</li>
</ul>",162483,электрический,220 В,250 мм,430 мм,660 мм,,Китай,,,0,https://entero.ru/manuals/189270/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20BY-209C.pdf,41508,,16 кг,70 кг/час,
https://cdn.entero.ru/mp@2x/94/d3/94d35af1504fd3b9909f6b3c120c02df.jpg,Измельчитель льда Macap TG6 серая,TG6 (C12),54406,RUB,Нет,Macap,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/32080,"<p>Измельчитель льда <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32080""><b class=""b"">Macap TG6</b></a> используется на предприятиях общественного питания и торговли для дробления небольших кусков льда в крошку. Модель оснащена электромеханической панелью управления, автоматическим включением и выключением и удобным наклонным бункером для льда. Корпус выполнен из нержавеющей стали в темно-сером цвете.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 0,3 л</li>
<li>Скорость: 1400 об/мин.</li>
</ul>",32080,электрический,220 В,210 мм,420 мм,290 мм,,Италия,,,0,https://entero.ru/manuals/358556/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Macap.pdf,,,11 кг,200 кг/час,0.34 кВт
https://cdn.entero.ru/mp@2x/30/14/3014d60353cfa00ea66d338ba94bc9a2.jpg,Измельчитель льда Vema TR 2011,TR2011,80870,RUB,Нет,Vema,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/44843,"<p>Измельчитель льда <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44843"">Vema TR 2011</a></b> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков, для декорирования блюд и т.д. Модель оснащена загрузочным бункером с прижимной крышкой и вентиляционным отверстием в днище для охлаждения внутренних деталей. Корпус выполнен из алюминия, конус и нож - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двигатель с термодатчиком</li>
<li>Микровыключатель для остановки вращения</li>
<li>Нож снимается для заточки</li>
</ul>",44843,электрический,220 В,200 мм,500 мм,450 мм,,Италия,,,0,https://entero.ru/manuals/279569/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vema%20TR%202011.pdf;https://entero.ru/manuals/507915/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10 кг,,0.4 кВт
https://cdn.entero.ru/mp@2x/eb/fa/ebfaacea90a5d035573db463f29756fe.jpg;https://cdn.entero.ru/mp@2x/c2/e1/c2e19f513bccf002884e2879fa08b1a6.jpg,Измельчитель льда Ceado barcult V90,Измельчитель льда Ceado barcult V90,96717,RUB,Нет,,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/235919,"<p>Измельчитель льда <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235919""><b class=""b"">Ceado barcult V90</b></a> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков, для декорирования блюд и т.д. Модель оснащена запатентованой системой отключения. Лезвия выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: 900 об/мин.</li>
</ul>",235919,электрический,220 В,210 мм,230 мм,460 мм,,Италия,,,0,https://entero.ru/manuals/284526/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Ceado%20barcult.pdf;https://entero.ru/manuals/284528/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20V90%20%28%D0%B8%D1%82%D0%B0%D0%BB.%D1%8F%D0%B7.%29.pdf,,,3 кг,120 кг/час,0.15 кВт
https://cdn.entero.ru/mp@2x/47/e8/47e8c13ba2451c14adb5b1d18536ac7a.jpg;https://cdn.entero.ru/mp@2x/40/b9/40b92d363587c12859b99ffbd8b5d6a3.jpg;https://cdn.entero.ru/mp@2x/df/3a/df3a00286a7416504a5f8d298f82cfb1.jpg;https://cdn.entero.ru/mp@2x/ab/93/ab93c3a50551fcdaec85f24c7e9909b3.jpg,Измельчитель льда Ceado barcult G30,Измельчитель льда Ceado barcult G30,125351,RUB,Нет,,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/235925,"<p>Измельчитель льда <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235925""><b class=""b"">Ceado barcult G30</b></a> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков, для декорирования блюд и т.д. Модель оснащена термическим отключением и системой безопасности. Корпус двигателя, бункер и рычаг изготовлены из легкого сплава, контейнер и лезвия - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: 1400 об/мин</li>
</ul>",235925,электрический,220 В,210 мм,450 мм,430 мм,,Италия,,,0,https://entero.ru/manuals/284534/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Ceado%20barcult.pdf;https://entero.ru/manuals/284535/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20G30%20%28%D0%B8%D1%82%D0%B0%D0%BB.%D1%8F%D0%B7.%29.pdf,,,8 кг,,0.3 кВт
https://cdn.entero.ru/mp@2x/25/28/2528d8cac5e6516b3bc669ef6ccc7e51.jpg;https://cdn.entero.ru/mp@2x/52/07/5207b9ce0ed6e89d66472f55f4446b56.jpg;https://cdn.entero.ru/mp@2x/43/07/4307d2ef172545bb44289802200b9c88.jpg;https://cdn.entero.ru/mp@2x/1b/f5/1bf50e0278d61a2d6b0a9e61f5e4d830.jpg;https://cdn.entero.ru/mp@2x/22/bb/22bb92c93881e5b865cbe9b3d366bafd.jpg,Измельчитель льда Ceado barcult V100,Измельчитель льда Ceado barcult V100,259457,RUB,Нет,,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/235924,"<p>Измельчитель льда <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235924""><b class=""b"">Ceado barcult V100</b></a> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков, для декорирования блюд и т.д. Модель оснащена двойной системой автоматического отключения. Корпус и все детали выполнены из нержавеющей стали.</p>",235924,электрический,220 В,240 мм,340 мм,470 мм,,Италия,,,0,https://entero.ru/manuals/284532/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Ceado%20barcult.pdf;https://entero.ru/manuals/284533/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20barcult%20V100%20%28%D0%B8%D1%82%D0%B0%D0%BB.%D1%8F%D0%B7.%29.pdf,282018,,15 кг,360 кг/час,0.3 кВт
https://cdn.entero.ru/mp@2x/d2/03/d20317a0373ae9a72118d77cca05bda9.jpg,Измельчитель льда GASTRORAG HCC-06,Измельчитель льда GASTRORAG HCC-06,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/87799,"<p>Измельчитель льда <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87799"">GASTRORAG HCC-06</a></b> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков и для декорирования блюд. Модель оснащена прижимным рычагом. Корпус выполнен из пластмассы.</p>

<p>В комплект поставки входит контейнер для льда из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 0,3 кВт</li>
</ul>

<p> </p>",87799,электрический,220 В,425 мм,200 мм,305 мм,,Китай,,,0,https://entero.ru/manuals/116093/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf;https://entero.ru/manuals/287107/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GASTRORAG%20HCC-06.pdf,,,6 кг,65 кг/час,
https://cdn.entero.ru/mp@2x/c0/33/c03333659ad013589c58a12c70210eaf.jpg,Льдодробитель ECOLUN E1353045,Льдодробитель ECOLUN E1353045,0,RUB,Нет,ECOLUN,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/90156,"<p>Льдодробитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90156""><b class=""b"">ECOLUN E1353045</b></a> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков и для декорирования блюд. Корпус выполнен из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 2000 об/мин.</li>
</ul>",90156,электрический,220 В,425 мм,200 мм,305 мм,,Китай,,,0,,,,,65 кг/час,0.3 кВт
https://cdn.entero.ru/mp@2x/fe/c0/fec027b1956e5f6ef461cd8c2b88bbaf.jpg;https://cdn.entero.ru/mp@2x/13/27/13270d536ea53d6379407bfbcf1b3a69.jpg;https://cdn.entero.ru/mp@2x/cf/1f/cf1f36ee72c4d0cb2fa6dd64fa1775d1.jpg;https://cdn.entero.ru/mp@2x/d7/00/d700ee73d9a7c6ebef0586a3a4110509.jpg;https://cdn.entero.ru/mp@2x/af/2d/af2db6b580a84f00fa2122407dcf5390.jpg;https://cdn.entero.ru/mp@2x/fc/dd/fcdd341d2ac33bb3b61fe3e7c2f8d565.jpg;https://cdn.entero.ru/mp@2x/c0/8a/c08a9f5432d43e152832850ef46abdda.jpg;https://cdn.entero.ru/mp@2x/9f/09/9f09c16a6678d7b446a0b3efac583ab3.jpg;https://cdn.entero.ru/mp@2x/68/1d/681dc41606f32e6c3d4ea1512cabcd57.jpg;https://cdn.entero.ru/mp@2x/2c/17/2c1794368ce1a094ed3a9257e98136db.jpg;https://cdn.entero.ru/mp@2x/e7/e6/e7e6ec63436940a3684ebe657fc5d149.jpg;https://cdn.entero.ru/mp@2x/39/20/3920ec64e1e04ba568cbd095bd02ad2a.jpg;https://cdn.entero.ru/mp@2x/bf/43/bf4322cce4ebb59ef4538a075cc4703e.jpg;https://cdn.entero.ru/mp@2x/33/e2/33e25f898536f8cfd12967a6c460ab4a.jpg;https://cdn.entero.ru/mp@2x/ab/c8/abc816a02ee854c08e4ece65b121cae9.jpg,Измельчитель льда HENDI 695708,Измельчитель льда HENDI 695708,0,RUB,Нет,HENDI,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/277073,"<p>Измельчитель льда <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277073"">HENDI 695708</a></b> используется на предприятиях общественного питания и торговли для дробления льда при приготовлении коктейлей кайпиринья, мохито и др. Модель оснащена съемным контейнером, ножом и устойчивыми ножками. Корпус выполнен из хромированного цинкового сплава, нож - из нержавеющей стали. </p>

<p>В комплект поставки входит совок для льда.</p>",277073,механический,220 В,140 мм,160 мм,270 мм,,Китай,,,0,https://entero.ru/manuals/344968/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20695708%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/521570/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1.73 кг,,
https://cdn.entero.ru/mp@2x/8f/60/8f60aa5b2c7face9a70b1a3bdd76e792.jpg,Измельчитель льда GASTRORAG IC-777,Измельчитель льда GASTRORAG IC-777,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/52848,"<p>Измельчитель льда <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52848"">GASTRORAG IC-777</a></b> используется на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков, для декорирования блюд и т.д. Модель оснащена прижимным рычагом. Корпус выполнен из пластмассы.</p>

<p>В комплект поставки входит контейнер для льда из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 0,25 кВт</li>
</ul>",52848,электрический,220 В,400 мм,180 мм,310 мм,,Китай,,,0,https://entero.ru/manuals/65223/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20IC-777.pdf;https://entero.ru/manuals/116094/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,7.5 кг,65 кг/час,
https://cdn.entero.ru/mp@2x/ca/9f/ca9ffa61ff2c7cd56930fe4bc94c9e37.jpg;https://cdn.entero.ru/mp@2x/ba/a7/baa7a9e17160ee03ece253d29fb2ab15.jpg;https://cdn.entero.ru/mp@2x/7c/c3/7cc36b19b400703a74edcb76d8c19e78.jpg;https://cdn.entero.ru/mp@2x/6b/c9/6bc991af61d855b3f20677e506e98ebc.jpg;https://cdn.entero.ru/mp@2x/7f/50/7f50066476eff08d005798f90ffd07c9.jpg;https://cdn.entero.ru/mp@2x/99/2d/992dff25dc5a64dbd04dbe0779573545.jpg;https://cdn.entero.ru/mp@2x/d6/b3/d6b3110e3e5e4447c2fdc477d8bb4a86.jpg,Измельчитель льда HENDI 271520,Измельчитель льда HENDI 271520,0,RUB,Нет,HENDI,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/277072,"<p>Измельчитель льда <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277072"">HENDI 271520</a></b> используется на предприятиях общественного питания и торговли для дробления льда при приготовлении коктейлей кайпиринья, мохито и др. Модель оснащена прозрачным бункером, механизмом для измельчения льда и устойчивыми ножками. Корпус и механизм для измельчения льда выполнены из шлифованной нержавеющей стали, лоток для льда - из ABS-пластика. Изделие не подходит для непрерывной работы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем чаши: 3 л</li>
<li>Степень защиты: II</li>
</ul>

<p> </p>",277072,электрический,220 В,260 мм,170 мм,460 мм,,Китай,,,0,https://entero.ru/manuals/344965/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20271520.pdf;https://entero.ru/manuals/344966/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20271520.pdf;https://entero.ru/manuals/344967/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20271520%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/521568/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3.68 кг,12 кг/час,0.08 кВт
https://cdn.entero.ru/mp@2x/29/2b/292beedcac4b6b82dc5adbdea154fce8.jpg,Измельчитель льда Apach AIC1,170893,0,RUB,Нет,Apach,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/97595,"<p>Измельчитель льда <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/97595"">Apach AIC1</a></b> используется на предприятиях общественного питания и торговли для получения ледяной крошки, которая применяется для приготовления коктейлей и напитков, а также для выкладки и охлаждения разных видов продуктов. Бункер и нож выполнены из нержавеющей стали, кожух - из окрашенного металла, рычаг - из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость: 1400 об/мин.</li>
<li>Объем бункера: 0,3 л</li>
<li>Габариты в упаковке: 310х520х350 мм</li>
</ul>",97595,электрический,220 В,210 мм,420 мм,290 мм,,Италия,,,0,https://entero.ru/manuals/285427/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20AIC1.pdf;https://entero.ru/manuals/285430/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AIC1.pdf;https://entero.ru/manuals/285431/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,,,11 кг,,0.34 кВт
https://cdn.entero.ru/mp@2x/b3/4b/b34be6753cfb4168cabd42f49622e08f.jpg;https://cdn.entero.ru/mp@2x/43/25/43258919ecf2e0cb8ab0eb687203c797.jpg;https://cdn.entero.ru/mp@2x/bf/18/bf18ab54d1e09cb0b6c6f76c0001a104.jpg,Измельчитель льда HENDI Bar up 271599,Измельчитель льда HENDI Bar up 271599,0,RUB,Нет,HENDI,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/277067,"<p>Измельчитель льда <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277067"">HENDI Bar up 271599</a></b> используется на предприятиях общественного питания и торговли для дробления льда при приготовлении коктейлей кайпиринья, мохито и др. Модель оснащена мощным вентилируемым мотором и откидной крышкой с предохранительным микровыключателем. Корпус двигателя выполнен из литого алюминия, чашка и лезвия - из нержавеющей стали AISI 301.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем чаши: 3 л</li>
<li>Толщина стенки чашки: 0,8 мм</li>
<li>Скорость: 1000 об/мин.</li>
<li>Длительность дробления 1 чашки: ±30 с</li>
<li>Длина шнура: 2 м</li>
<li>Степень влагозащиты: IP23</li>
</ul>

<p> </p>",277067,электрический,220 В,194 мм,329 мм,523 мм,,Китай,,,0,https://entero.ru/manuals/344963/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Bar%20up%20271599.pdf;https://entero.ru/manuals/344964/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Bar%20up%20271599.pdf;https://entero.ru/manuals/521567/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,160 кг/час,0.2 кВт
https://cdn.entero.ru/mp@2x/73/76/73760fdc2f8ab5f149e62715b2de5d39.jpg;https://cdn.entero.ru/mp@2x/a0/f3/a0f37066bfd2a4cc5deaf0a1c891f764.jpg;https://cdn.entero.ru/mp@2x/07/f0/07f0a7fa042a1f5ce792f954eecb0a83.jpg,Контейнер для льда Hurakan HKN-TRGM-800 ПОЗ.3,ПОЗ.3,2259,RUB,Да,Hurakan,Профоборудование,Для баров,Измельчители льда,https://entero.ru/item/373502,"<p>Контейнер для льда <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373502""><b class=""b"">Hurakan ПОЗ.3 </b></a>используется совменстно с измельчителем <a href=""https://entero.ru/item/45425"">HKN-TRGM-800</a> на предприятиях общественного питания и торговли для дробления льда и получения ледяной крошки для коктейлей, алкогольных напитков, для декорирования блюд и т.д. Чаша для льда изготовлена из пластика.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем контейнера: 3 л</li>
</ul>",373502,электрический,220 В,210 мм,170 мм,120 мм,,Китай,,,0,https://entero.ru/manuals/501953/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/501954/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/501956/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-TRGM.pdf,,,,12 кг/час,0.08 кВт
