Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Вес (с упаковкой),Размер рабочей поверхности,Нагрев рабочей поверхности,Встроенный парогенератор,Вакуум,Наддув,Электропаровой утюг
https://cdn.entero.ru/mp@2x/d1/9f/d19fb80e5b198f1192283f6a868651f7.jpg,Гладильная доска EOLO AS-05,Гладильная доска EOLO AS-05,51750,RUB,Да,EOLO,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/89227,"<p>Профессиональная гладильная доска <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89227"">EOLO AS-05</a></b> используется в прачечных, отелях, гостевых домах и отелях для глажки белья и одежды. Модель оснащена большой подставкой для бойлера с утюгом, полкой для белья, термостатом от 30 до 90 °C, встроенной розеткой для подключения парогенератора и колесиками для перемещения в сложенном состоянии. Доска легко складывается для хранения.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Доска: 0,7 кВт</li>
<li>Вакуум: 0,15 кВт</li>
<li>Наддув: 0,15 кВт</li>
</ul>
</li>
<li>Размеры подставки: 415x260 мм</li>
</ul>
<p><br><em>* Габариты указаны в сложенном состоянии.</em></p>",89227,,1 кВт,520 мм,250 мм,1320 мм,,Италия,,,0,https://entero.ru/manuals/113681/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EOLO.pdf,,17 кг,,1120x420 мм,Да,,Да,Да,
https://cdn.entero.ru/mp@2x/f6/14/f6145725330921646c375d360dc90c22.jpg,"Гладильный стол Ghidini Ambria (парогенератор, рукав, освещение, рельсы)","Гладильный стол Ghidini Ambria (парогенератор, рукав, освещение, рельсы)",391763,RUB,Да,,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/336850,"<p>Профессиональный гладильный стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336850""><b class=""b"">Ghidini Ambria</b></a> используется в прачечных, отелях, гостевых домах и отелях для глажки белья и одежды. Модель оснащена встроенным парогенератором, встроенным насосом, поворотной рукавной формой с наддувои, рельсами и блоком освещения.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Парогенератор: 3,9 кВт</li>
<li>Утюг: 0,83 кВт</li>
<li>Нагрев гладильной поверхности: 1 кВт</li>
<li>Вакуумный двигатель: 0,45 кВт</li>
</ul>
</li>
<li>Объем парогенератора: 5 л</li>
<li>Давление пара: 2,8 бар</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вытяжной рычаг с подогревом</li>
<li>Всасывающий рычаг с пятновыводителем из нержавеющей стали</li>
<li>Пушка воздух-пар</li>
<li>Паровой пистолет</li>
<li>Насос питания</li>
<li>Распылитель воды с кронштейном</li>
<li>Распылитель воды на ручке утюга</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без блока подсветки с подвеской утюга</span></em><em><span style=""color:#FF0000;"">.</span></em></p>",336850,380 В,6.18 кВт,1550 мм,550 мм,950 мм,110 кг,Италия,1,1520x580x1000 мм,8,https://entero.ru/manuals/453842/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ghidini%20Ambria%20%28%D0%BF%D0%B0%D1%80%D0%BE%D0%B3%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80_%20%D1%80%D1%83%D0%BA%D0%B0%D0%B2_%20%D0%BE%D1%81%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5_%20%D1%80%D0%B5%D0%BB%D1%8C%D1%81%D1%8B%29.docx,416769,87 кг,,1400х200х250 мм,Да,Да,Да,,Да
https://cdn.entero.ru/mp@2x/2b/96/2b96204601310690aea257e13e9161b8.jpg,Гладильный стол Ghidini Ambria,B01B00,0,RUB,Нет,,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/292931,"<p>Профессиональный гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292931"">Ghidini Ambria</a></b> используется в прачечных, отелях, гостевых домах и отелях для глажки белья и одежды. Модель оснащена встроенным парогенератором, встроенным насосом и блоком подсветки с подвеской утюга.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Парогенератор: 3,9 кВт</li>
<li>Утюг: 0,83 кВт</li>
<li>Нагрев гладильной поверхности: 1 кВт</li>
<li>Вакуумный двигатель: 0,45 кВт</li>
</ul>
</li>
<li>Объем парогенератора: 5 л</li>
<li>Давление пара: 2,8 бар</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вытяжной рычаг с подогревом</li>
<li>Всасывающий рычаг с пятновыводителем из нержавеющей стали</li>
<li>Пушка воздух-пар</li>
<li>Паровой пистолет</li>
<li>Насос питания</li>
<li>Распылитель воды с кронштейном</li>
<li>Распылитель воды на ручке утюга</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без блока подсветки с подвеской утюга</span></em><em><span style=""color:#FF0000;"">.</span></em></p>",292931,380 В,6.18 кВт,1550 мм,550 мм,950 мм,110 кг,Италия,1,1520x580x1000 мм,0,https://entero.ru/manuals/453841/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ghidini%20Ambria.docx,,87 кг,,1400х200х250 мм,Да,Да,Да,,Да
https://cdn.entero.ru/mp@2x/96/37/9637aaab2f1d5d8ed5335f5de3ecce64.jpg,Гладильный стол Ghidini Vapor,B05C02,0,RUB,Нет,,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/292932,"<p>Профессиональный гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292932"">Ghidini Vapor</a></b> используется в прачечных, отелях, гостевых домах и отелях для глажки белья и одежды. Модель оснащена встроенным парогенератором, поворотной рукавной формой с вакуумом и наддувом и нагревом, блоком подсветки с подвеской утюга и поворотной подставкой для утюга.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Парогенератор: 8 кВт</li>
<li>Утюг: 0,83 кВт</li>
<li>Двигатель насоса: 0,55 кВт</li>
<li>Вакуумный двигатель: 0,45 кВт</li>
</ul>
</li>
<li>Объем парогенератора: 16 л</li>
<li>Потребление пара: от 10 до 15 кг/час</li>
<li>Давление:</li>
<li style=""margin-left: 40px;"">Пар: 4,5 бар</li>
<li style=""margin-left: 40px;"">Воздух: от 4 до 8 бар</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Всасывающий и воздуходувный рычаг с подогревом</li>
<li>Всасывающий рычаг с пятновыводителем из нержавеющей стали</li>
<li>Паровой пистолет</li>
<li>Воздушный паровой пистолет</li>
<li>Распылитель воды с опорным рычагом или установленный на ручке утюга</li>
<li>Холодный пятновыводитель с резервуаром</li>
<li>Кулисный кронштейн с освещением или без него</li>
<li>Освещение плато</li>
<li>Поворотный держатель</li>
<li>Двойная педаль с обеих сторон машины​</li>
</ul>",292932,380 В,9.83 кВт,1680 мм,580 мм,2220 мм,,Италия,,,0,,,,,1200x400x250 мм,,Да,Да,Да,Да
https://cdn.entero.ru/mp@2x/e3/fd/e3fda9d06913e39214d265d2cdac6731.jpg,Стол гладильный Girbau S/AAR,980797,0,RUB,Нет,Girbau,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/252247,"<p>Гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252247"">Girbau S/AAR</a></b> используется в прачечных образовательных, оздоровительных заведений, производственных предприятий, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах и воинских частях для глажки белья и одежды. Модель оснащена парогенератором и насосом подачи для непрерывного глажения, встроенным вакуумным вентилятором для прижима тканей, поворотным руковом с вакуумным прижимом без нагрева и встроенным бойлером.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогреваемая столешница универсальной формы с вакуумным прижимом</li>
<li>Фиксированная высота столешницы</li>
<li>Освещение рабочей поверхности</li>
<li>Держатель для гибких соединений</li>
<li>Подключение к холодной воде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Электропаровой утюг: 0,8 кВт</li>
<li>Встроенный вакуумный вентилятор: 0,37 кВт</li>
<li>Встроенный бойлер: 4 кВт</li>
</ul>
</li>
<li>Подключение к воде: 3/8 дюймов</li>
<li>Слив: 3/8 дюйма</li>
<li>Давление : от 200 до 600 кПа</li>
</ul>",252247,380 В,6.54 кВт,1530 мм,430 мм,1900 мм,,Испания,,,0,,,,,,Да,,Да,,Да
https://cdn.entero.ru/mp@2x/fb/73/fb73926b2c9ecaa7055e206ccdd95f25.jpg;https://cdn.entero.ru/mp@2x/d5/af/d5af55333b41190043207e38d1f187a7.jpg,Стол гладильный PONY FVC-S,Стол гладильный PONY FVC-S,0,RUB,Нет,PONY,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/283874,"<p>Гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283874"">PONY FVC-S</a></b> используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах для глажения фасонного белья с помощью утюга. Стол оснащен паровым утюгом, аспиратором и поддувом, который дает возможность питать от него второй утюг, расположенный на радом стоящем столе.</p>

<p>Предлагается в версии с электронным бойлером на 5 л или с подключением к источнику пара.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аспирация и поддув</li>
<li>Электрический разогрев стола</li>
<li>Электронный бойлер на 5 л</li>
<li>Вытяжной вентилятор</li>
<li>Утюг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бойлера: 5 л</li>
<li>Мощность:
<ul>
<li>Мотор аспиратора: 0,25 кВт</li>
<li>Резисторы стола: 1 кВт</li>
<li>Резистор утюга: 0,8 kW</li>
<li>Резистор бойлера: 3,3 - 4 - 5 - 6 kW</li>
</ul>
</li>
<li>Давление: 2,8 бар</li>
<li>Размер гладильной поверхности: 1100х380х230 мм</li>
<li>Подача воды: Ø13</li>
<li>Диаметр трубы выхода аспиратора: 100 мм</li>
<li>Слив бойлера: 1/2”</li>
<li>Габариты в упаковке: 1550х580х1100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поворотный кронштейн с формой для глажения рукавов или пятновыведения</li>
<li>Паровой пятновыводной пистолет</li>
<li>Воздушно-паровой пистолет или пистолет для моющих средств</li>
<li>Пульверизатор воды на утюге или с опорой</li>
<li>Осветительный прибор с подвеской для утюга или без нее</li>
</ul>",283874,220 В,1 кВт,1960 мм,,650 мм,,Италия,,,0,https://entero.ru/manuals/348835/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PONY%20FVC-S.pdf,,100 кг,120 кг,110х380х230 мм,Да,,,Да,Да
https://cdn.entero.ru/mp@2x/fa/3e/fa3ecffe2ae5733796b9654cb280b12e.jpg,"Гладильный стол Ghidini EOLO M (парогенератор, рукав)",D16B03_Z11C20_Z15Q00,0,RUB,Нет,,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/362371,"<p>Профессиональный гладильный стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362371""><b class=""b"">Ghidini EOLO M</b></a> используется в прачечных, отелях, гостевых домах и отелях для глажки белья и одежды. Модель c вакуумным прижимом и нагревом оснащена встроенным парогенератором, поворотной рукавной формой, паровым утюгом.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая при помощи термостата температура рабочей поверхности</li>
<li>Встроенный однофазный вакуумный блок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Парогенератор: 3,9 кВт</li>
<li>Утюг: 0,83 кВт</li>
<li>Нагрев гладильной поверхности: 1 кВт</li>
<li>Вакуумный двигатель: 0,45 кВт</li>
</ul>
</li>
<li>Объем парогенератора: 5 л</li>
<li>Давление пара: 2,8 бар</li>
</ul>",362371,,6.18 кВт,1600 мм,840 мм,920 мм,176 кг,Италия,1,1780x960x1190 мм,0,,,111 кг,,1600х800 мм,Да,Да,Да,,
https://cdn.entero.ru/mp@2x/ba/1b/ba1be091f12b0031d783ff3af821317c.jpg,Стол гладильный Вязьма ЛГС 156.00,ЛГС-156.00,169548,RUB,Нет,Вязьма,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/81411,"<p>Гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81411"">Вязьма ЛГС 156.00</a> </b>используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах для глажения фасонного белья с помощью утюга. Модель оснащена системой защиты рабочей поверхности от перегрева.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость парогенератора: 3 л</li>
<li>Габариты в упаковке: 840х1710х450 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Чехлы из термостойкой полиэстеровой ткани</li>
<li>Подключение утюгов без парогенератора, напрямую к централизованному источнику пара</li>
<li>Комплектация утюгами различных видов: паровыми или электрическими, с дополнительными микро-переключателями</li>
</ul>",81411,220 В,0.71 кВт,1260 мм,420 мм,920 мм,,Россия,,,0,https://entero.ru/manuals/55259/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/120848/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0.pdf,,22 кг,,1100х390 мм,,Да,Да,Да,Да
https://cdn.entero.ru/mp@2x/7a/9a/7a9a1abfc834288bcebd56f98ff6458c.jpg;https://cdn.entero.ru/mp@2x/3a/05/3a054c56ce0a47b12da4400fcb0e0a53.jpg;https://cdn.entero.ru/mp@2x/b2/cf/b2cf01332367eb8b546f1c296f590d52.jpg,Гладильный стол PONY Omega Pro,Гладильный стол PONY Omega Pro,58898,RUB,Нет,PONY,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/295700,"<p>Гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/295700"">PONY Omega Pro</a></b> используется в домах, ателье, прачечных и химчистках с небольшой площадью помещения для глажки белья и одежды. Модель оснащена ножной педалью управления мощностью вентилятора, 12 позициями настройки высоты и штырем для механической блокировки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аспирация</li>
<li>Электрический разогрев стола регулируется термостатом</li>
<li>Складной по горизонтали для экономии пространства</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота: от 60 и до 100 см</li>
</ul>",295700,220 В,0.675 кВт,1500 мм,450 мм,900 мм,,Италия,,,0,,,24 кг,,,Да,,Да,,
https://cdn.entero.ru/mp@2x/9a/a6/9aa60d512f6cbbdddcaca5a08859a12c.jpg;https://cdn.entero.ru/mp@2x/5d/76/5d76a2711c833b9ef2a4dc5e7439e514.jpg;https://cdn.entero.ru/mp@2x/25/43/2543d06e5fb0283e76f5921fa5908965.jpg;https://cdn.entero.ru/mp@2x/29/c6/29c66d7fc30a2e7ec1c5f1fc6077b4d0.jpg;https://cdn.entero.ru/mp@2x/fd/57/fd579cf032fdba54643f22d713fd35d6.jpg,Стол гладильный PONY FVC,Стол гладильный PONY FVC,420434,RUB,Нет,PONY,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/283873,"<p>Гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283873"">PONY FVC</a></b> используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах для глажения фасонного белья с помощью утюга. Стол оснащен паровым утюгом, аспиратором и встроенным автоматическим электрическим бойлером, который дает возможность питать от него второй утюг, расположенный на радом стоящем столе.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аспирация</li>
<li>Электрический разогрев стола</li>
<li>Электронный бойлер на 5 л</li>
<li>Вытяжной вентилятор</li>
<li>Утюг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бойлера: 5 л</li>
<li>Мощность:
<ul>
<li>Мотор аспиратора: 0,25 кВт</li>
<li>Резисторы стола: 1 кВт</li>
<li>Резистор утюга: 0,8 kW</li>
<li>Резистор бойлера: 3,3 - 4 - 5 - 6 kW</li>
</ul>
</li>
<li>Давление: 2,8 бар</li>
<li>Размер гладильной поверхности: 1100х380х230 мм</li>
<li>Подача воды: Ø13</li>
<li>Диаметр трубы выхода аспиратора: 100 мм</li>
<li>Слив бойлера: 1/2”</li>
<li>Габариты в упаковке: 1550х580х1100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поворотный кронштейн с формой для глажения рукавов или пятновыведения</li>
<li>Паровой пятновыводной пистолет</li>
<li>Воздушно-паровой пистолет или пистолет для моющих средств</li>
<li>Пульверизатор воды на утюге или с опорой</li>
<li>Осветительный прибор с подвеской для утюга или без нее</li>
</ul>",283873,380 В,1 кВт,1960 мм,,650 мм,,Италия,,,0,https://entero.ru/manuals/348833/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PONY%20FVC.pdf,,100 кг,120 кг,110х380х230 мм,Да,,,,Да
https://cdn.entero.ru/mp@2x/68/02/6802d6fb6f396e85f590be0247b8945a.jpg,Стол гладильный Вязьма ЛГС 159.12,ЛГС-159.12,234927,RUB,Нет,Вязьма,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/81412,"<p>Гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81412"">Вязьма ЛГС 159.12</a> </b>используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах для глажения фасонного белья с помощью утюга. Модель оснащена системой защиты рабочей поверхности от перегрева.</p>

<p>В комплект поставки входит переворачивающаяся подставка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость парогенератора: 5 л</li>
<li>Расход электроэнергии: 1,61 кВт*ч</li>
<li>Максимальная производительность по пару: 1,75 кг/час</li>
<li>Габариты в упаковке: 1450х690х1500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Чехлы из термостойкой полиэстеровой ткани</li>
<li>Подключение утюгов без парогенератора, напрямую к централизованному источнику пара</li>
<li>Комплектация утюгами различных видов: паровыми или электрическими, с дополнительными микро-переключателями</li>
</ul>",81412,220 В,2.15 кВт,1330 мм,430 мм,1640 мм,,Россия,,,0,https://entero.ru/manuals/55261/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/120850/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0.pdf,255355,45 кг,,1160х430х240 мм,,Да,Да,Да,Да
https://cdn.entero.ru/mp@2x/1e/d3/1ed32a2eb4fc5dcc6cef13958b3161ca.jpg,Стол гладильный Вязьма ЛГС 103.34,ЛГС-103.34,465155,RUB,Нет,Вязьма,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/81414,"<p>Гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81414"">Вязьма ЛГС 103.34</a> </b>используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах для глажения фасонного белья с помощью утюга. Модель оснащена системой защиты рабочей поверхности от перегрева.</p>

<p>В комплект поставки входят подвижной рычаг для глажки рукавов.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость парогенератора: 7 л</li>
<li>Мощность парогенератора: 3,5 кВт</li>
<li>Подвод воды в емкость нагревателя: 9 мм</li>
<li>Отвод воды из емкости нагревателя: 12 мм</li>
<li>Подвод сжатого воздуха: 6 мм</li>
<li>Габариты в упаковке: 1820х840х1900 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Чехлы из термостойкой полиэстеровой ткани</li>
<li>Подключение утюгов без парогенератора, напрямую к централизованному источнику пара</li>
<li>Комплектация утюгами различных видов: паровыми или электрическими, с дополнительными микро-переключателями</li>
</ul>",81414,220 В,5.33 кВт,1635 мм,440 мм,1700 мм,,Россия,,,0,https://entero.ru/manuals/55265/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/120847/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0.pdf,489637,120 кг,,1410х410х250 мм,,Да,Да,Да,Да
https://cdn.entero.ru/mp@2x/21/81/2181329e6fa9fd2a77aef673cb122fbc.jpg,Стол гладильный PONY OMEGA 2000,Стол гладильный PONY OMEGA 2000,0,RUB,Нет,PONY,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/23789,"<p>Гладильный стол OMEGA 2000</p>

<ul>
<li>Стол гладильный складной</li>
<li>педальное управление вентилятором</li>
<li>Мощность нагрева: 0,6 кВт</li>
<li>Мощность вентилятора 1 кВт</li>
</ul>

<p>Рекомендуется использовать с парогенератором <a href=""https://entero.ru/item/32107"">PONY BABY PLUS</a></p>",23789,220 В,от 0.6 до 1 кВт,1100 мм,370 мм,900 мм,,Италия,,,0,https://entero.ru/manuals/10115/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PONY%20OMEGA%202000.pdf,,23 кг,,1100х370х230 мм,Да,,Да,,
https://cdn.entero.ru/mp@2x/21/ca/21ca701f58234c7f0aa51759a7c870f2.jpg,Гладильный стол IMESA ASSE/156,Гладильный стол IMESA ASSE/156,0,RUB,Нет,IMESA,Профоборудование,Прачечное,Гладильные столы,https://entero.ru/item/44333,"<p>Консольный гладильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44333"">IMESA ASSE/156</a></b> оснащен вакуумным вентилятором, электрическим нагревом поверхности, бойлером и пароэлектрическим утюгом. Оборудование рассчитано на обработку большого количества всевозможных тканей: от грубого льна до тончайшего шелка.</p>


<p><b>Характеристики:</b></p>

<ul>
<li>Объем бойлера: 8,5 л</li>
<li>Мощность: 5,7 кВт</li>
<li>Напряжение: 380 В</li>
<li>Давление пара: 2,5 бар</li>
<li>Производительность пара: 5,8 кг/час</li>
<li>Габариты: 1600х500х950 мм</li>
</ul>",44333,,,,,,,,,,0,,,,,,,,,,
