Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Управление,Загрузка,Реверс,Диаметр барабана,Вид нагрева,Объем барабана,Глубина барабана,Тип отвода воды,Функция охлаждения
https://cdn.entero.ru/mp@2x/7d/c8/7dc8014e5df497931783558f19832dec.jpg;https://cdn.entero.ru/mp@2x/d5/2d/d52d98ecd37910392c5ad25fb46ca3b3.jpg;https://cdn.entero.ru/mp@2x/54/7e/547e04a7a46d43ca762d04951e2f6bfd.jpg;https://cdn.entero.ru/mp@2x/fd/9d/fd9d6e0a39d26c24c4131ab44d5bc302.jpg;https://cdn.entero.ru/mp@2x/97/64/97644da715f23ba7a12bcbd4903a1881.jpg;https://cdn.entero.ru/mp@2x/c7/fb/c7fb223afd7c51f6b9f05b41c36e4103.jpg;https://cdn.entero.ru/mp@2x/32/ad/32ada958e33916e1480b2783329d15ed.jpg;https://cdn.entero.ru/mp@2x/47/fd/47fd20fca2fdfdd29e4476c5ae07b1fd.jpg;https://cdn.entero.ru/mp@2x/ad/72/ad7215685de999b5aa9d078d08e4e8a5.jpg;https://cdn.entero.ru/mp@2x/b1/5a/b15a522d30dfdfeaae9382e081f60ec7.jpg,Сушильная машина Haier HCD12C,Сушильная машина Haier HCD12C,204612,RUB,Да,Haier,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/231272,"<p>Сушильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231272"">Haier HCD12C</a> </b>используется в прачечных, химчистках и отелях, а также в частных домах и квартирах для сушки белья. Корпус изготовлен из окрашенной стали, барабан - из нержавеющей стали 430Ti.</p>

<p>Сушильная машина может устанавливаться в колонну со <a href=""https://entero.ru/item/231270"">стиральной машиной Haier HCW12C</a>. </p>

<p><b>Программы сушки:</b></p>

<ul>
<li>Хлопчатобумажные и махровые ткани (высокая температура)</li>
<li>Хлопчатобумажные и махровые ткани (умеренная температура)</li>
<li>Синтетические ткани (низкая температура)</li>
<li>Проветриваемые покрывала, пододеяльники и постельное белье (без нагрева)</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>LED дисплей</li>
<li>Подключение к терминалам оплаты</li>
<li>3 степени сушки: высокий, средний и низкий</li>
<li>Сигнал окончания цикла сушки</li>
<li>Показывается время до конца сушки и стадия (сушка\охлаждение)</li>
<li>6 датчиков контроля температуры</li>
<li>Ворсовый фильтр</li>
<li>По умолчанию- бесплатный режим, с возможностью настройки платного</li>
<li>Возможность настройки промо-режима</li>
<li>Низкий уровень шума</li>
<li>Уничтожение бактерий при сушке</li>
<li>Разделены кабели высокого и низкого напряжения</li>
<li>Перенавешиваемая прозрачная дверь с закаленным стеклом</li>
<li>Срок службы компонентов коммерческой стирки в 6 раз больше чем у домашнего оборудования</li>
<li>Удобство технического обслуживания: ремонт с фронтальной стороны</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество программ сушки: 4</li>
<li>Мощность мотора: 0,187 кВт </li>
</ul>",231272,220 В,4.8 кВт,686 мм,822 мм,1098 мм,86 кг,,1,823x986x1317 мм,0,https://entero.ru/manuals/278044/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Haier%20HCD12C.pdf;https://entero.ru/manuals/278270/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20Haier%20HCD12C.pdf;https://entero.ru/manuals/278278/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20Haier%20HCD12C.pdf;https://entero.ru/manuals/278280/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BF%D0%BE%D0%B4%D1%81%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D1%8E%20%D0%BC%D0%BE%D0%BD%D0%B5%D1%82%D0%BE%D0%BF%D1%80%D0%B8%D1%91%D0%BC%D0%BD%D0%B8%D0%BA%D0%B0.doc;https://entero.ru/manuals/278282/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%BC%D1%83%20%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%20%D0%BD%D0%B0%20Haier%20HCD12C.pdf;https://entero.ru/manuals/322733/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241002&hash=4cff66ee96fd23b8,70 кг,электронное,12 кг,,,электро,218 л,,,
https://cdn.entero.ru/mp@2x/9e/3d/9e3d881fdc5f5405b5afbfa641ad9adc.jpg,Сушильная машина LG RV1840C7 (stack) 15 кг,Сушильная машина LG RV1840C7 (stack) 15 кг,325000,RUB,Да,LG,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/286865,"<p>Сушильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286865""><b class=""b"">LG RV1840C7</b></a> используется в прачечных, химчистках и отелях, а также в частных домах и квартирах для сушки белья, отжатого до 50 % влажности. Модель оснащена LED- дисплеем, прозрачной стеклянной дверцей и 4 регулируемыми ножками. Корпус выполен из стали с порошковым покрытием премиум-класса, барабан - из нержавеющей стали, дисплей - из пластика с напылением, панель управления - из стали.</p>

<p><b>Программы сушки:</b></p>

<ul>
<li>Высокая температура</li>
<li>Средняя температура</li>
<li>Низкая температура</li>
<li>Без нагрева</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка барабана</li>
<li>Возможность установки в колонну со стиральной машиной <a href=""https://entero.ru/item/286853"">FH0С7FD2MS</a></li>
<li>Интуитивное программирование</li>
<li>Мультиуровневый контроль нагрева</li>
<li>Технология прямого привода двигателя</li>
<li>Wi-Fi интерфейс с приложениями для владельцев бизнеса и пользователей</li>
<li>Облачный API</li>
<li>Самодиагностика</li>
<li>Индикация статуса</li>
<li>Отображение оставшегося времени</li>
<li>Звуковой сигнал по окончании цикла</li>
<li>Перенавешиваемая дверь</li>
<li>Прозрачное закаленное стекло дверцы загрузочного люка</li>
<li>Стерилизация белья до окончательной чистоты во время сушки</li>
</ul>

<p><strong>Дополнительные характеристики</strong></p>

<ul>
<li>Цвет корпуса: серебристый</li>
<li>Мощность:
<ul>
<li>Двигатель: 0,33 кВт</li>
<li>Нагрев: 5,4 кВт</li>
</ul>
</li>
<li>Уровень шума: 58 дБ</li>
<li>Поток воздуха: 210 м3/час</li>
<li>Продолжительность цикла: 40 мин</li>
<li>Остаточная влажность после сушки: от 0 до 10 %</li>
<li>Максимальная скорость отжима: 50 об/мин</li>
<li>Диаметр соединений:
<ul>
<li>воздухоотводного отверстия: 100 мм</li>
<li>потока отсасываемого воздуха: 100 мм</li>
</ul>
</li>
<li>Глубина с открытой дверью: 1350 мм</li>
<li>Габариты в упаковке: 800 x 1158 x 858 мм</li>
</ul>",286865,220 В,от 5.4 до 5.8 кВт,737 мм,810 мм,1022 мм,,Ю. Корея,,,0,https://entero.ru/manuals/350658/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20LG%20RV1840C7%20%28stack%29%2015%20%D0%BA%D0%B3.pdf;https://entero.ru/manuals/350659/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf,,,68.2 кг,электронное,от 15 до 15.1 кг,,716 мм,электро,254 л,614 мм,вентилятор,
https://cdn.entero.ru/mp@2x/45/58/4558492e9a4c9323c34c04f5ab6aed75.jpg;https://cdn.entero.ru/mp@2x/fb/c3/fbc3f44539e494f311611cd6757b773b.jpg;https://cdn.entero.ru/mp@2x/78/af/78afc659301dfce3f580548c5a06f608.jpg;https://cdn.entero.ru/mp@2x/f5/1d/f51dc9e9b7bc6c020d96f4dee4fa33b1.jpg;https://cdn.entero.ru/mp@2x/71/31/713109eb57c7505fba224e269449e6ff.jpg;https://cdn.entero.ru/mp@2x/f8/75/f875d261b782f792b8289553edc9a5e7.jpg;https://cdn.entero.ru/mp@2x/a1/46/a14627b58d5eaaff95e59de1d67d1585.jpg;https://cdn.entero.ru/mp@2x/f3/df/f3dfeb953e187f53e4fd96ac93bc064b.jpg,Сушильная машина ASKO TDC1485VB.T,738086/ЕАN-код 3838782483790,169900,RUB,Да,ASKO,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/206747,"<p>Сушильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206747"">ASKO TDC1485VB.T</a></b> используется в прачечных, химчистках и отелях, а также в частных домах и квартирах для сушки белья, ткани и одежды. Модель оснащена электронным управлением с жк-дисплеем. Корпус выполнен из нержавеющей стали, покрытой порошковой эмалью, барабан - из нержавеющей стали. Возможность установки сушильной машины в колонну со стиральной решает проблему ограниченного пространства.</p>

<p>В комплект поставки входит монтажный набор для установки на стиральную машину.</p>

<p><b>Программы:</b></p>

<ul>
<li>Экстра-сушка (до 6 кг)</li>
<li>Экстра-сушка (пониженная температура, до 3 кг)</li>
<li>Нормальная сушка (до 6 кг)</li>
<li>Нормальная сушка (пониженная температура, до 3 кг)</li>
<li>Деликатная сушка (до 6 кг)</li>
<li>Деликатная сушка (пониженная температура, до 3 кг)</li>
<li>Сушка “под утюг”</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Фронтальная загрузка</li>
<li>17 программ с возможностью создания программ </li>
<li>Отсрочка старта: от 30 минут до 24 часов</li>
<li>Система сушки SensiDry™:
<ul>
<li>Лопасти Air Lift™ приподнимают белье и удерживают в воздухе максимально долго</li>
<li>При вращении барабана белье направляется по траектории в виде ""восьмерки""</li>
<li>Специальный режим против скручивания с коротким реверсом</li>
</ul>
</li>
<li>Ворсовый фильтр</li>
<li>Регулировка тепловой мощности</li>
<li>Блокировка от детей</li>
<li>Индикация завершения программы</li>
<li>Сбор конденсата в контейнер или отвод в канализацию</li>
<li>Перенавешиваемая дверь</li>
<li>Работа с монетоприемником </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: от 50 до 55 об/мин.</li>
<li>Мощность нагрева: 5 кВт</li>
<li>Расход электроэнергии в режиме ожидания: 0.5 Вт</li>
<li>Предохранитель: 16 A</li>
<li>Напряжение: 400 B</li>
<li>Длина присоединительного кабеля: 2,1 м</li>
<li>Максимальный угол открытия дверцы: 180 °</li>
<li>Глубина с открытой дверцей: 1165 мм</li>
<li>Габариты в упаковке: 640х838х920 мм</li>
<li>Уровень шума: 65 дБ</li>
<li>Цвет: титан</li>
</ul>",206747,"220 В, 380 В",4.6 кВт,595 мм,769 мм,850 мм,,,,,0,https://entero.ru/manuals/241896/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0.jpg;https://entero.ru/manuals/241898/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ASKO%20TDC1485VB.T.pdf;https://entero.ru/manuals/241899/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ASKO%20TDC1485VB.T.pdf,184674,,43.6 кг,электронное,8 кг,,340 мм,электро,145 л,,вентилятор,
https://cdn.entero.ru/mp@2x/c6/2d/c62dc203f1a1114f737e77f54eeff125.jpg;https://cdn.entero.ru/mp@2x/b3/f9/b3f90fbc653ba15dd81bccf02cb9b05b.jpg;https://cdn.entero.ru/mp@2x/38/c0/38c062465b070c6090d30e358d6a0e3f.jpg;https://cdn.entero.ru/mp@2x/76/02/7602a834e8ac797fa16c4e61fc4b7374.jpg,Сушильная машина LG RV1329C7T,Сушильная машина LG RV1329C7T,209050,RUB,Да,LG,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/244792,"<p>Сушильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244792"">LG RV1329C7T</a></b> используется в прачечных, химчистках и отелях, а также в частных домах и квартирах для сушки белья. Модель оснащена LED- дисплеем, прозрачной стеклянной дверцей и 4 регулируемыми ножками. Корпус выполен из стали с порошковым покрытием премиум-класса, дисплей - из платика с напылением, панель управления - из стали.</p>

<p>В комплект поставки входит планка для вертикального соединения.</p>

<p><b>Программы сушки:</b></p>

<ul>
<li>​Белая/ цветная 68 °С</li>
<li>Пресс 60 °С</li>
<li>Деликатная 52,5 °С</li>
<li>Без нагрева</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Интуитивное программирование</li>
<li>Мультиуровневый контроль нагрева</li>
<li>Технология прямого привода двигателя</li>
<li>Wi-Fi интерфейс</li>
<li>Самодиагностика</li>
<li>Индикация статуса</li>
<li>Отображение оставшегося времени</li>
<li>Звуковой сигнал по окончании цикла</li>
<li>Перенавешиваемая дверь</li>
<li>Прозрачное закаленное стекло дверцы загрузочного люка</li>
</ul>

<p><strong>Дополнительные характеристики</strong></p>

<ul>
<li>Мощность:
<ul>
<li>Двигатель: 0,25 кВт</li>
<li>Нагрев: 5,4 кВт</li>
</ul>
</li>
<li>Уровень шума: 58 дБ</li>
<li>Поток воздуха: 272 м3/час</li>
<li>Продолжительность цикла: 50 мин</li>
<li>Остаточная влажность после сушки: от 0 до 10 %</li>
<li>Максимальная скорость отжима: 50 об/мин</li>
<li>Глубина с открытой дверью: 1264 мм</li>
<li>Габариты в упаковке: 760х795х1170 мм</li>
</ul>",244792,220 В,от 4.5 до 5.4 кВт,686 мм,764 мм,983 мм,68 кг,Ю. Корея,1,760x795x1170 мм,0,https://entero.ru/manuals/295439/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20LG%20RV1329C7T.pdf;https://entero.ru/manuals/295440/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.png,220053,,59 кг,электронное,10 кг,,663 мм,электро,207 л,570.6 мм,вентилятор,
https://cdn.entero.ru/mp@2x/fa/dd/fadd60f1b3ad49025c5643cd71d2ada7.jpg;https://cdn.entero.ru/mp@2x/9c/31/9c3126ce56869ac18b5322c14ad41076.jpg,Сушильная машина LG TD-V1329Е7Т,Сушильная машина LG TD-V1329Е7Т,210000,RUB,Да,LG,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/188010,"<p>Сушильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188010"">LG TD-V1329Е7Т</a></b> используется в прачечных, химчистках и отелях, а также в частных домах и квартирах для сушки белья. Барабан выполнен из нержавеющей стали по технологии Never Rust, дисплей - из алюминия (шелкография), панель управления и передняя панель - из нержавеющей стали, боковые панели - из окрашенной стали.</p>

<p>Внимание! Сушильная машина LG TD-V1329EA7 предназначена для установки в колонну со стиральной машиной <a href=""https://entero.ru/item/188009"">WD-М069BD2S</a> и приобретается только вместе со стиральной машиной.</p>

<p><b>Программы сушки:</b></p>

<ul>
<li>​Белая & цветная</li>
<li>Пресс</li>
<li>Деликатная</li>
<li>Без нагрева</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Жидкокристаллический дисплей с индикацией текущей программы и времени цикла</li>
<li>Мультиуровневый контроль нагрева</li>
<li>Wi-Fi интерфейс</li>
<li>Самодиагностика</li>
<li>Инверторный мотор с прямым приводом Direct Drive</li>
<li>Система легкого скольжения</li>
<li>Отображение оставшегося времени</li>
<li>Индикатор цикла</li>
<li>Звуковой сигнал по окончании цикла</li>
<li>Перенавешиваемая дверь</li>
<li>Прозрачное закаленное стекло дверцы загрузочного люка</li>
<li>4 регулируемые ножки</li>
</ul>

<p><strong>Дополнительные характеристики</strong></p>

<ul>
<li>Мощность:
<ul>
<li>Двигатель: 0,4 кВт</li>
<li>Нагрев: 5,94 кВт</li>
</ul>
</li>
<li>Продолжительность цикла: 45 мин.</li>
<li>Глубина с открытой дверью: 1266 мм</li>
<li>Габариты в упаковке: 760х795х1170 мм</li>
</ul>",188010,220 В,5.94 кВт,686 мм,761 мм,983 мм,,,,,0,https://entero.ru/manuals/218774/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20LG%20TD-V1329EA7.pptx,218750,,59 кг,электронное,10.2 кг,,663 мм,электро,201 л,570.6 мм,вентилятор,
https://cdn.entero.ru/mp@2x/54/c9/54c94cf7ab2e6a8fead373a58daab279.jpg;https://cdn.entero.ru/mp@2x/29/58/2958a277bc694dff9296c19cca838639.jpg,Сушильная машина LG TD-V1329Е4Т,Сушильная машина LG TD-V1329Е4Т,205000,RUB,Да,LG,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/189675,"<p>Сушильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189675"">LG TD-V1329Е4Т</a> </b>используется в прачечных, химчистках и отелях, а также в частных домах и квартирах для сушки белья. Дисплей выполнен из алюминия (шелкография), панель управления - из стали, боковые и верхняя панели - из окрашенной стали.</p>

<p><strong>Особенности и преимущества</strong></p>

<ul>
<li>Интеллектуальный электронный уровень</li>
<li>Мультиуровневый контроль нагрева</li>
<li>Wi-Fi интерфейс</li>
<li>Система легкого скольжения</li>
<li>Самодиагностика</li>
<li>4 программы сушки: высокая, средняя, низкая и без нагрева</li>
<li>Индикатор цикла</li>
<li>Звуковой сигнал по окончании цикла</li>
<li>Перенавешиваемая дверь</li>
</ul>

<p><strong>Дополнительные характеристики</strong></p>

<ul>
<li>Максимальная скорость отжима: 50 об/мин.</li>
<li>Мощность двигателя: 0,4 кВт</li>
<li>Продолжительность цикла сушки: 45 мин.</li>
<li>Глубина с открытой дверью: 1264 мм</li>
<li>Уровень шума: 58 Дб</li>
<li>Габариты в упаковке: 760х795х1170 мм</li>
</ul>",189675,220 В,5.94 кВт,686 мм,761 мм,983 мм,,Ю. Корея,,,0,https://entero.ru/manuals/220497/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D0%BD%D0%B0%20LG%20TD-V1329EA4.pdf,213542,,59 кг,электронное,10 кг,,663 мм,электро,201 л,570.6 мм,вентилятор,
https://cdn.entero.ru/mp@2x/7a/3b/7a3b932c35595659a3f4eed6278c7b69.jpg,Сушильная машина Fagor SR-22 M E,Сушильная машина Fagor SR-22 M E,498526,RUB,Да,Fagor,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/335803,"<p>Сушильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335803"">FAGOR SR-22 M E</a></b> серии Concept используется в прачечных, химчистках и отелях для сушки белья, ткани и одежды. Модель оснащена ЖК- дисплеем с индикатором температуры и времени сушки. Корпус и фронтальная панель выполнены из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный микропроцессор Easy Control (M)</li>
<li>3 встроенные программы</li>
<li>Контроль циклов с помощью программирования температуры и времени сушки</li>
<li>Цикл конечного охлаждения</li>
<li>Индикатор загрязнения фильтра</li>
<li>Стандартная система смешанных осевых и радиальных потоков</li>
<li>Диагностика неисправностей</li>
<li>Регулятор частоты вращения</li>
<li>Кнопка аварийного выключения</li>
<li>Статистика циклов</li>
<li>Блокировочное устройство: безопасное открытие дверцы</li>
<li>Широкий и эргономичный фильтр для ворса в нижней части барабана</li>
<li>Удобная дверь с большим проемом</li>
</ul>",335803,380 В,24.97 кВт,890 мм,1255 мм,1812 мм,230 кг,Испания,1,945x1315x1990 мм,0,https://entero.ru/manuals/396786/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%B0%D1%87%D0%B5%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Fagor%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,524764,,210 кг,электромеханическое,23 кг,Да,,,,,,Да
https://cdn.entero.ru/mp@2x/b5/dd/b5ddd0d6c3884c95339ed4b69654dccd.jpg;https://cdn.entero.ru/mp@2x/ea/fc/eafccd8764f92297488f102e73a24d07.jpg;https://cdn.entero.ru/mp@2x/b2/b8/b2b8221d3b9541c340ee0a90d19dbd9c.jpg,Машина сушильная ASKO TDC1772C.T,738106,140697,RUB,Да,ASKO,Профоборудование,Прачечное,Сушильные машины,https://entero.ru/item/173843,"<p>Сушильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/173843"">ASKO TDC1772C.T</a></b> используется в прачечных, химчистках, отелях и ресторанах для сушки белья, ткани и одежды. Модель оснащена ЖК-дисплеем, фронтальной перенавешиваемой дверцей с легкоочищаемым фильтром против ворса, энергоэффективным ТЭНом и регулируемыми по высоте ножками. Барабан выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>17 автоматических программ</li>
<li>Создание собственных программ</li>
<li>Выбор степени просушки</li>
<li>Функция Антисминание</li>
<li>Сушка при пониженной температуре</li>
<li>Сушка по времени</li>
<li>Отсрочка старта</li>
<li>Технология Sensidry™ - для более точного измерения оставшейся влаги в высушиваемом белье</li>
<li>Конструкция барабана Butterfly™ - уникальные лопасти, направляющие одежду по траектории в виде ""восьмёрки"", предотвращая сминание и скручивание вещей</li>
<li>Реверсивное вращение барабана</li>
<li>Индикация времени до окончания программы</li>
<li>Звуковой сигнал завершения цикла</li>
<li>Индикация заполнения емкости для конденсата</li>
<li>Индикация неисправностей</li>
<li>Класс эффективности конденсации влаги А</li>
<li>Класс энергопотребления B</li>
<li>Защита от перегрева для мотора и электроники</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр загрузочного люка: 340 мм</li>
<li>Объем емкости для конденсата: 6 л</li>
<li>Угол открытия дверцы: 180°</li>
<li>Мощность подключения: 2,8 кВт</li>
<li>Мощность нагревательного элемента: 2,5 кВт</li>
<li>Предохранитель: 16 А</li>
<li>Расход электроэнергии:
<ul>
<li>За цикл: 4,14 кВт</li>
<li>В режиме ожидания: 0,0008 кВт</li>
<li>В выключеном состоянии: 0,00025 кВт</li>
</ul>
</li>
<li>Примерное годовое энергопотребление: 504,2 кВт</li>
<li>Длина присоединительного кабеля: 2,3 м</li>
<li>Диапазон регулировки высоты ножек: 15 мм</li>
<li>Уровень шума: 65 дБ</li>
<li>Глубина с открытой дверцей: 1165 мм</li>
<li>Габариты в упаковке: 640х723х920 мм</li>
<li>Цвет корпуса: титан</li>
</ul>",173843,220 В,2.8 кВт,595 мм,654 мм,850 мм,,Швеция,,,0,https://entero.ru/manuals/201904/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ASKO%20TDC1772C.T.pdf;https://entero.ru/manuals/201903/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ASKO%20TDC1772C.T.pdf;https://entero.ru/manuals/201905/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20ASKO%20TDC1772C.T.jpg,146559,,45 кг,электронное,7 кг,Да,,электро,117 л,,конденсатор,
