Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Вес (с упаковкой),Материал,Цвет,С крышкой,Раздельный сбор мусора
https://cdn.entero.ru/mp@2x/ea/17/ea174ed932a145c00aad0abdc14724f5.jpg,Бак для мусора Restola SMART BIN черный 50 л,435290013,1600,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/367599,"<p>Мусорный бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367599""><b class=""b"">Restola SMART BIN</b></a> используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. Модель оснащена качающейся крышкой ""маятник"" и выполнена из полипропилена.</p>",367599,430 мм,330 мм,630 мм,1 кг,1,430x320x780 мм,29,,,,,Россия,50 л,,полипропилен,черный,Да,
https://cdn.entero.ru/mp@2x/c0/7d/c07d1c5955e33480b53b00568a493e32.jpg,Бак мусорный VIATTO VA-PBC75GR,Бак мусорный VIATTO VA-PBC75GR,1733,RUB,Да,VIATTO,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/377517,"<p>Мусорный бак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377517"">VIATTO VA-PBC75GR</a> </b>используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. </p>",377517,510 мм,510 мм,630 мм,2 кг,1,520x520x870 мм,51,https://entero.ru/manuals/519715/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Китай,75 л,,пластик,,Да,
https://cdn.entero.ru/mp@2x/ac/71/ac719ad6ed3aa7b6be87edb802271006.jpg,Бак мусорный Restola SMART BIN синий 50 л,434258117,1939,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/334616,"<p>Мусорный бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334616""><b class=""b"">Restola SMART BIN</b></a> используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. Модель оснащена качающейся крышкой и выполнена из полипропилена.</p>",334616,430 мм,330 мм,630 мм,,,,33,,2394,2.1 кг,,Россия,50 л,,полипропилен,синий,Да,
https://cdn.entero.ru/mp@2x/c7/2e/c72e1e6002445be65d9df288c40649e5.jpg,Бак для мусора ТАРА.РУ Sтиль МБ-11 белый 11 л,Бак для мусора ТАРА.РУ Sтиль МБ-11 белый 11 л,2048,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366214,"<p>Бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366214""><b class=""b"">ТАРА.РУ Sтиль МБ-11 </b></a>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой и педалью для открывания, благодаря чему руки остаются чистыми.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Круглая форма</li>
<li>Простой уход</li>
</ul>",366214,290 мм,250 мм,340 мм,,,,0,https://entero.ru/manuals/476929/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505956/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.15 кг,Россия,Россия,11 л,,,белый,Да,
https://cdn.entero.ru/mp@2x/4f/7e/4f7effe17faa0b23e267388255421f8a.jpg,Бак для мусора ТАРА.РУ Sтиль МБ-11 оранжево-белый 11 л,Бак для мусора ТАРА.РУ Sтиль МБ-11 оранжево-белый 11 л,2048,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366215,"<p>Бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366215""><b class=""b"">ТАРА.РУ Sтиль МБ-11 </b></a>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой и педалью для открывания, благодаря чему руки остаются чистыми.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Круглая форма</li>
<li>Простой уход</li>
</ul>",366215,290 мм,250 мм,340 мм,,,,0,https://entero.ru/manuals/476930/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505955/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.15 кг,Россия,Россия,11 л,,,"белый, оранжевый",Да,
https://cdn.entero.ru/mp@2x/60/4e/604e6431ea58e869b04de77dbfae12e1.jpg,Бак для мусора ТАРА.РУ Sтиль МБ-11 сине-белый 11 л,Бак для мусора ТАРА.РУ Sтиль МБ-11 сине-белый 11 л,2048,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366218,"<p>Бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366218""><b class=""b"">ТАРА.РУ Sтиль МБ-11 </b></a>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой и педалью для открывания, благодаря чему руки остаются чистыми.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Круглая форма</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366218,290 мм,250 мм,340 мм,,,,0,https://entero.ru/manuals/476933/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505953/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.15 кг,Россия,Россия,11 л,,,"белый, синий",Да,
https://cdn.entero.ru/mp@2x/19/16/1916fbe08473bd57212819f1636f4998.jpg;https://cdn.entero.ru/mp@2x/aa/c0/aac0a3bdff88d5e9cbe6c049f2e08b54.jpg,"Контейнер для мусора PLAFOR Quatro Bin 12 л черный, желтый",657-00,2433,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364088,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364088""><b class=""b"">PLAFOR Quatro Bin</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и атмосферным явлениям, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364088,265 мм,247 мм,350 мм,,,,0,,,,Польша,Польша,12 л,,пластик,"черный, желтый",Да,
https://cdn.entero.ru/mp@2x/b7/4f/b74f6ccd41e153c0e06ad83c110d9838.jpg;https://cdn.entero.ru/mp@2x/18/d1/18d181e886c5281fd229645d55c0ca3d.jpg,"Контейнер для мусора PLAFOR Quatro Bin 12 л черный, зеленый",657-01,2433,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364092,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364092""><b class=""b"">PLAFOR Quatro Bin</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и атмосферным явлениям, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364092,265 мм,247 мм,350 мм,,,,0,,,,Польша,Польша,12 л,,пластик,"черный, зеленый",Да,
https://cdn.entero.ru/mp@2x/c3/0b/c30b0d0698511ea372dd9b654cd76c14.jpg;https://cdn.entero.ru/mp@2x/3b/ed/3bed8b7d0ec7db24b49804ffd7126ebc.jpg,"Контейнер для мусора PLAFOR Quatro Bin 12 л черный, синий",657-02,2433,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364093,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364093""><b class=""b"">PLAFOR Quatro Bin</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и атмосферным явлениям, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364093,265 мм,247 мм,350 мм,,,,0,,,,Польша,Польша,12 л,,пластик,"черный, синий",Да,
https://cdn.entero.ru/mp@2x/86/96/86963e5acb5c325857a8d24a0c2e8523.jpg;https://cdn.entero.ru/mp@2x/78/fd/78fdd28b5e2414948b223aed0d58702f.jpg;https://cdn.entero.ru/mp@2x/ca/91/ca91de82409c7d5a9f0e725656760f10.jpg;https://cdn.entero.ru/mp@2x/32/42/324287ed6fccd1452c2da60e219f5c13.jpg,"Контейнер для мусора PLAFOR Quatro Bin 12 л черный, красный",657-03,2433,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364095,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364095""><b class=""b"">PLAFOR Quatro Bin</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и атмосферным явлениям, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364095,265 мм,247 мм,350 мм,,,,0,,,,Польша,Польша,12 л,,пластик,"черный, красный",Да,
https://cdn.entero.ru/mp@2x/8f/af/8faf898ef82e8fdf298be907662fc51a.jpg;https://cdn.entero.ru/mp@2x/7c/ab/7cabfd96b7ee2ffcbd56944afc93a1fb.jpg,"Контейнер для мусора PLAFOR Quatro Bin 12 л черный, серебряный",657-04,2433,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364097,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364097""><b class=""b"">PLAFOR Quatro Bin</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и атмосферным явлениям, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Простой уход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет крышки: серебряный</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364097,265 мм,247 мм,350 мм,,,,0,,,,Польша,Польша,12 л,,пластик,"черный, серый",Да,
https://cdn.entero.ru/mp@2x/d4/ba/d4ba3ff2f30f56d10212a9264eee3a78.jpg;https://cdn.entero.ru/mp@2x/f1/7d/f17d0d47e6f6e2a74d2d23f768e7c812.jpg,"Контейнер для мусора PLAFOR Quatro Bin 12 л черный, коричневый",657-05,2433,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364098,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364098""><b class=""b"">PLAFOR Quatro Bin</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и атмосферным явлениям, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364098,265 мм,247 мм,350 мм,,,,0,,,,Польша,Польша,12 л,,пластик,"черный, коричневый",Да,
https://cdn.entero.ru/mp@2x/ad/57/ad57e9ea6816d85ab8fe4f107af2f6c7.jpg;https://cdn.entero.ru/mp@2x/a3/b1/a3b177368073f16b2fad032d525e1609.jpg,Контейнер для мусора PLAFOR Quatro Bin 12 л черный,657-06,2433,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364099,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364099""><b class=""b"">PLAFOR Quatro Bin</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и атмосферным явлениям, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364099,265 мм,247 мм,350 мм,,,,0,,,,Польша,Польша,12 л,,пластик,черный,Да,
https://cdn.entero.ru/mp@2x/d7/b8/d7b8d921be5ff9800faebd3902e764b8.jpg,Контейнер для мусора EKSI EJW-CR76E,Контейнер для мусора EKSI EJW-CR76E,2456,RUB,Да,EKSI,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/347346,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347346"">EKSI EJW-CR76E</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления мусора и пищевых отходов. Изделие выполнено из полипропилена.</p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка EJW-CRC2E</li>
<li>Тележка EJW-RCD</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото модель с крышкой, которая в комплект поставки не входит.</span></em></p>",347346,492 мм,492 мм,584 мм,,,,75,,3109,,Китай,Китай,,,полипропилен,серый,,
https://cdn.entero.ru/mp@2x/b0/31/b031f085d9e40bad1fe14421be5de5d3.jpg,Корзина для мусора PLAFOR 50 л черная,578-01,2516,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364283,"<p>Корзина для мусора <b>PLAFOR</b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления мусора и пищевых отходов.</p>",364283,436 мм,436 мм,490 мм,,,,0,,,,Польша,Польша,50 л,,,черный,,
https://cdn.entero.ru/mp@2x/74/c0/74c0e819496a308c63223b3d4a2a6359.jpg;https://cdn.entero.ru/mp@2x/68/4a/684ab678726eb6cc7d114c19431ff2d4.jpg;https://cdn.entero.ru/mp@2x/ac/fe/acfed7a7f3634035f82a1af80e6f91fe.jpg;https://cdn.entero.ru/mp@2x/16/ab/16abe81d8bc72026764a228f2655919d.jpg;https://cdn.entero.ru/mp@2x/6d/5a/6d5ae0806dd4eebb47990266ae7b1cc9.jpg;https://cdn.entero.ru/mp@2x/2b/b4/2bb4cd54e337b31fb0515783dc7cd879.jpg,Бак для мусора ТАРА.РУ МКТ-30,Бак для мусора ТАРА.РУ МКТ-30,2529,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366223,"<p>Бак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366223"">ТАРА.РУ МКТ-30</a> </b>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой с пакетодержателем и педалью для открывания, благодаря чему руки остаются чистыми. Бак выполнен из полимера.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Прямоугольная форма</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366223,320 мм,220 мм,500 мм,,,,0,https://entero.ru/manuals/476938/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.8 кг,Россия,Россия,30 л,,пластик,,Да,
https://cdn.entero.ru/mp@2x/ad/88/ad887a5a1888aa7c3ba7100767f3431f.jpg;https://cdn.entero.ru/mp@2x/50/01/5001dcd0e103c4ba8ad35196d380c361.jpg,Контейнер для мусора Cambro WBFC 30L Base,Контейнер для мусора Cambro WBFC 30L Base,2648,RUB,Да,Cambro,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/348191,"<p>Контейнер для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348191"">Cambro WBFC 30L Base</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления мусора и пищевых отходов. Модель оснащена колесами и педалью. Изделие выполнено из пластика.</p>

<p><b class=""o"">Крышка в комплект поставки не входит и приобретается отдельно.</b></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348191,368 мм,391 мм,406 мм,,,,0,https://entero.ru/manuals/510695/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,3627,,,Индия,30 л,,пластик,серый,,
https://cdn.entero.ru/mp@2x/19/62/1962015b9870f68fdc43fc5aa943ea7d.jpg,Бак для мусора ТАРА.РУ Sтиль МБ-18 белый 18 л,Бак для мусора ТАРА.РУ Sтиль МБ-18 белый 18 л,2704,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366219,"<p>Бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366219""><b class=""b"">ТАРА.РУ Sтиль МБ-18 </b></a>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой и педалью для открывания, благодаря чему руки остаются чистыми.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Круглая форма</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366219,303 мм,283 мм,420 мм,,,,0,https://entero.ru/manuals/476934/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505952/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.75 кг,Россия,Россия,18 л,,,белый,Да,
https://cdn.entero.ru/mp@2x/1a/35/1a3572406a4a6b7a060a5ff2b382b866.jpg,Бак для мусора ТАРА.РУ Sтиль МБ-18 сине-белый 18 л,Бак для мусора ТАРА.РУ Sтиль МБ-18 сине-белый 18 л,2704,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366220,"<p>Бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366220""><b class=""b"">ТАРА.РУ Sтиль МБ-18 </b></a>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой и педалью для открывания, благодаря чему руки остаются чистыми.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Круглая форма</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366220,303 мм,283 мм,420 мм,,,,0,https://entero.ru/manuals/476935/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505951/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.75 кг,Россия,Россия,18 л,,,"белый, синий",Да,
https://cdn.entero.ru/mp@2x/4f/50/4f50b7a8dfb785b8cce6adddf45d889a.jpg,Бак для мусора ТАРА.РУ Sтиль МБ-18 оранжево-белый 18 л,Бак для мусора ТАРА.РУ Sтиль МБ-18 оранжево-белый 18 л,2704,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366221,"<p>Бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366221""><b class=""b"">ТАРА.РУ Sтиль МБ-18 </b></a>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой и педалью для открывания, благодаря чему руки остаются чистыми.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Круглая форма</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366221,303 мм,283 мм,420 мм,,,,0,https://entero.ru/manuals/476936/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505950/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.75 кг,Россия,Россия,18 л,,,"белый, оранжевый",Да,
https://cdn.entero.ru/mp@2x/3d/0e/3d0eea26b43b147233ffc2f2c8edc54d.jpg,Бак для мусора ТАРА.РУ Sтиль МБ-18 серо-белый 18 л,Бак для мусора ТАРА.РУ Sтиль МБ-18 серо-белый 18 л,2704,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/366222,"<p>Бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366222""><b class=""b"">ТАРА.РУ Sтиль МБ-18 </b></a>предназначен для сбора мусора на предприятиях общественного питания и торговли, в торговых центрах, офисах, салонах и отелях. Модель оснащена крышкой и педалью для открывания, благодаря чему руки остаются чистыми.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Круглая форма</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",366222,303 мм,283 мм,420 мм,,,,0,https://entero.ru/manuals/476937/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505949/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.75 кг,Россия,Россия,18 л,,,"белый, серый",Да,
https://cdn.entero.ru/mp@2x/a6/a4/a6a40618847ad1ac02dc1da998b6cdbc.jpg;https://cdn.entero.ru/mp@2x/c5/77/c5773f8a345783638053455d3ab658b2.jpg,Контейнер для мусора PLAFOR Standart 15 л белый,606-01,2820,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/364267,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364267""><b class=""b"">PLAFOR Standart</b></a> предназначен для универсальной утилизации отходов на предприятиях общественного питания и торговли, офисах, отелях и на улицах. Плавающая крышка минимизирует соприкосновение и скрывает содержимое. Бак выполнен из пластика, который отличается высокой прочностью, надежностью, стойкостью к перепадам температур и выцветанию, а также отсутствием вредных для здоровья человека веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичное хранение мусора</li>
<li>Отсутствие неприятных запахов</li>
<li>Возможность фиксировать сменные мусорные мешки</li>
<li>Оптимальные для размещения габариты</li>
<li>Небольшой вес</li>
<li>Напольная установка</li>
<li>Гладкая поверхность</li>
<li>Простой уход</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364267,265 мм,247 мм,385 мм,,,,0,,,,Польша,Польша,15 л,,пластик,белый,Да,
