Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Вес (с упаковкой),Материал,Цвет,С крышкой,Раздельный сбор мусора
https://cdn.entero.ru/mp@2x/cc/23/cc2312487b7ef85ca19c162150bf23a9.jpg,Контейнер для мусора TRUST SLIM L 50 60 л.,1211GY,4355,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/154388,"<p>Контейнер для мусора <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/154388""><b class=""b"">TRUST SLIM L 50</b></a> используется на предприятиях общественного питания и торговли для хранения мусора и пищевых отходов. Для удобства предусмотрены ручки. Корпус выполнен из пластика.</p>

<p><b class=""o""><a href=""https://entero.ru/cc/products.php?act=edit&pid=344089"" target=""_blank"">Крышка</a> не входит в комплект поставки и приобретается отдельно.</b></p>",154388,507 мм,272 мм,630 мм,,,,16,,,3 кг,,,60 л,,пластик,серый,,
https://cdn.entero.ru/mp@2x/6b/bd/6bbd40047e34a45c9da4b773c9755115.jpg,Контейнер для мусора TRUST SLIM L 50 87 л.,1213GY,5401,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/295512,"<p>Контейнер для мусора <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/295512""><b class=""b"">TRUST SLIM L 50</b></a> используется на предприятиях общественного питания и торговли для хранения мусора и пищевых отходов. Для удобста предусмотрены ручки. Корпус выполнен из пластика.</p>

<p><b class=""o""><a href=""https://entero.ru/item/344089"" target=""_blank"">Крышка</a> не входит в комплект поставки и приобретается отдельно.</b></p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",295512,507 мм,272 мм,756 мм,,,,0,,,3.5 кг,,,87 л,,пластик,серый,,
https://cdn.entero.ru/mp@2x/4b/0e/4b0e432f892dbb7ea02c9aa7e09f8b16.jpg,Тележка с баком для отходов Техно-ТТ ТП-218П,ТП218П,9903,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/92372,"<p>Тележка с баком для отходов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92372"">Техно-ТТ ТП-218П</a></b> используется на предприятиях общественного питания и торговли для сбора, хранения и транспортировки мусора. Модель оснащена баком с незафиксированной крышкой, установленным на восьмиугольную платформу c 4 колесами. Сварной каркас выполнен из нержавеющей стали AISI 430, бак - из пластмассы.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр бака: 450 мм</li>
<li>Объем упаковки: 0,10 м<sup>3</sup></li>
</ul>",92372,450 мм,450 мм,500 мм,,,,29,https://entero.ru/manuals/80112/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A2%D0%9F-218%D0%9F.doc;https://entero.ru/manuals/100993/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,12226,5.5 кг,,,50 л,,пластик,,Да,
https://cdn.entero.ru/mp@2x/ac/a4/aca42aada4fc5bf60b5f7ca50dc2faea.jpg,Бак для мусора Restola 431253713,460701681518,1836,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/107729,"<p>Бак для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/107729"">Restola 431253713</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления пищевых отходов. Изделие выполнено из высококачественного полипропилена, не содержащего Бисфенол А.</p>

<p>В комплект поставки входит крышка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышка с клип-ручкой для удобства транспортировки, открывания и закрывания</li>
<li>Ножки, усиленные ребрами жесткости для уменьшения их стирания по неровным и негладким полам</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Цвет крышки: темно-серый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",107729,470 мм,470 мм,660 мм,,,,64,https://entero.ru/manuals/132787/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Restola%202019-2020.pdf,2515,,,,65 л,,полипропилен,черный,Да,
https://cdn.entero.ru/mp@2x/14/42/1442f90f33f88bff7cee6d7ec4fed297.jpg,Тележка с баком для отходов Техно-ТТ ТП-218Н,ТП218Н / ТП-218,25877,RUB,Да,Техно-ТТ,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/80986,"<p>Тележка с баком для отходов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80986"">Техно-ТТ ТП-218Н</a></b> используется на предприятиях общественного питания и торговли для сбора, хранения и транспортировки мусора. Модель оснащена баком с незафиксированной крышкой, установленным на восьмиугольную платформу c 4 колесами. Сварной каркас выполнен из нержавеющей стали AISI 430, бак - из нержавеющей стали AISI 304.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем упаковки: 0,1 м<sup>3</sup></li>
</ul>",80986,450 мм,450 мм,500 мм,,,,23,https://entero.ru/manuals/77993/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A2%D0%9F-218.doc;https://entero.ru/manuals/100992/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,27239,7.5 кг,,,50 л,,нержавеющая сталь,,Да,
https://cdn.entero.ru/mp@2x/ec/fe/ecfeaae6f9d72fd7bfff2244273000dc.jpg,Тележка-бак для отходов KAYMAN ТБ-23,Тележка-бак для отходов KAYMAN ТБ-23,7916,RUB,Да,KAYMAN,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/118339,"<p>Тележка-бак для отходов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118339"">KAYMAN ТБ-23</a></b> используется на предприятиях общественного питания и торговли, а также в промышленно-производственных заведениях. Каркас выполнен из нержавеющей стали, бак - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тележка снабжена колесами</li>
<li>Сварной каркас</li>
</ul>",118339,450 мм,450 мм,500 мм,,,,42,https://entero.ru/manuals/403483/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,5.5 кг,,,,,пластик,,Да,
https://cdn.entero.ru/mp@2x/e2/10/e210cc4f88f72e636d1bbe40ccb27802.jpg,Тележка-бак для отходов KAYMAN ТБ-21,Тележка-бак для отходов KAYMAN ТБ-21,16251,RUB,Да,KAYMAN,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/86821,"<p>Тележка-бак для отходов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86821"">KAYMAN ТБ-21</a></b> используется на предприятиях общественного питания и торговли, а также в промышленно-производственных заведениях. Каркас и бак выполнены из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тележка снабжена колесами</li>
<li>Сварной каркас</li>
</ul>",86821,450 мм,450 мм,500 мм,,,,30,https://entero.ru/manuals/403484/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,7.5 кг,,Россия,50 л,,нержавеющая сталь,,Да,
https://cdn.entero.ru/mp@2x/8f/7e/8f7e56cd7e1952aea40cb9b3ad82ab8a.jpg,Бак мусорный Restola SMART BIN PRO черный 50 л,435245813,1815,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/334624,"<p>Мусорный бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334624""><b class=""b"">Restola SMART BIN PRO</b></a> используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. Модель выполнена из полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобная система открывания крышки для бесконтактного использования контейнера</li>
<li>Крышка фиксируется в открытом положении для крупного мусора</li>
<li>
<p>Бак имеет специальное крепление для мусорных пакетов</p>
</li>
<li>
<p>Углубление под руку на дне бака для удобного высыпания мусора</p>
</li>
<li>
<p>Емкость легко моется, блокирует неприятные запахи, препятствуя их распространению</p>
</li>
<li>
<p>Цветовая дифференциация ободов незаменима для организации раздельного сбора мусора дома</p>
</li>
</ul>",334624,430 мм,320 мм,650 мм,,,,0,,,2.1 кг,,Россия,50 л,,полипропилен,черный,,
https://cdn.entero.ru/mp@2x/4c/52/4c52b9dbede8da7a9e3099ad7330c648.jpg,Контейнер для пищевых отходов ITERMA ТГ НБ/50,Контейнер для пищевых отходов ITERMA ТГ НБ/50,11560,RUB,Да,ITERMA,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/32794,"<p>Контейнер для пищевых отходов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32794"">ITERMA ТГ НБ/50</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена баком и тележкой с 4 поворотными колесами, 2 из которых оборудованы тормозами. Тележка выполнена из нержавеющей стали, бак - из пластика.</p>",32794,500 мм,500 мм,800 мм,,,,0,https://entero.ru/manuals/114473/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITERMA%20%D0%A2%D0%93%20%D0%9D%D0%91_50.pdf;https://entero.ru/manuals/114474/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITERMA%20%D0%A2%D0%93%20%D0%9D%D0%91_50.jpg,,18 кг,,,52 л,,пластик,,,
https://cdn.entero.ru/mp@2x/c3/1a/c31afdad3842caeadbcc4ffb7235c8fb.jpg,Контейнер для пищевых отходов Plast Team РТ9957,7105 / Контейнер для пищевых отходов на колесах 110 л [РТ9957],3790,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/188816,"<p>Контейнер для пищевых отходов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188816"">Plast Team РТ9957</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена 2 колесами. Изделие выполнено из полипропилена.</p>",188816,500 мм,500 мм,800 мм,,,,0,,,,,,110 л,,пластик,серый,Да,
https://cdn.entero.ru/mp@2x/ed/cf/edcfd64df9e82cf86611f4eb1119a9e5.jpg,Бак мусорный VIATTO JW-CR120E,Бак мусорный VIATTO JW-CR120E,3917,RUB,Да,VIATTO,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/168557,"<p>Мусорный бак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168557"">VIATTO JW-CR120E</a> </b>используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. </p>

<p>Крышка в комплект поставки не входит и приобретается отдельно.</p>",168557,557 мм,557 мм,693 мм,,,,47,,,4.03 кг,,Китай,121 л,,полипропилен,черный,,
https://cdn.entero.ru/mp@2x/91/55/9155ffc265f1d3d7c45bfc7d98ee1b93.jpg,Бак для мусора Restola 432106021,Бак для мусора Restola 432106021,857,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/272174,"<p>Бак для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/272174"">Restola 432106021</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления пищевых отходов. Изделие выполнено из высококачественного полипропилена, не содержащего Бисфенол А.</p>

<p>В комплект поставки входит крышка.</p>

<p>Цена указана за 1 шт.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышка с клип-ручкой для удобства транспортировки, открывания и закрывания</li>
<li>Ножки, усиленные ребрами жесткости для уменьшения их стирания по неровным и негладким полам</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер в упаковке: 390х390х810 мм</li>
<li>Количество в упаковке: 7</li>
<li>Цвет крышки: светло-серый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",272174,335 мм,335 мм,440 мм,,,,7,,1071,,,Россия,25 л,,полипропилен,красный,Да,
https://cdn.entero.ru/mp@2x/48/2f/482f4d3aebff6a234facc9f3a9ae00f8.jpg,Бак для мусора Restola 431253613,460701681517,1398,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/107728,"<p>Бак для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/107728"">Restola 431253613</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления пищевых отходов. Изделие выполнено из высококачественного полипропилена, не содержащего Бисфенол А.</p>

<p>В комплект поставки входит крышка.</p>

<p>Цена указана за 1 шт.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышка с клип-ручкой для удобства транспортировки, открывания и закрывания</li>
<li>Ножки, усиленные ребрами жесткости для уменьшения их стирания по неровным и негладким полам</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество в упаковке: 5</li>
<li>Цвет крышки: темно-серый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",107728,420 мм,420 мм,570 мм,,,,21,https://entero.ru/manuals/132786/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Restola%202019-2020.pdf,1915,,,,45 л,,полипропилен,черный,Да,
https://cdn.entero.ru/mp@2x/78/00/780029b454f15d4f63c3ddb85547bdf2.jpg,Бак мусорный VIATTO JW-CPT45,Бак мусорный VIATTO JW-CPT45,6284,RUB,Да,VIATTO,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/184692,"<p>Мусорный бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184692""><b class=""b"">VIATTO JW-CRT45 </b></a>используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. Модель оснащена откидной крышкой и педалью.</p>",184692,400 мм,380 мм,600 мм,,,,15,,,4.77 кг,,Китай,45 л,,пластик,бежевый,Да,
https://cdn.entero.ru/mp@2x/20/61/2061400e4fee236acabe92f4d9526e99.jpg;https://cdn.entero.ru/mp@2x/41/1c/411c5cb97d96db0c5f01c61c6a9cead0.jpg,Контейнер для мусора Baiyun Cleaning AF07318,Контейнер для мусора Baiyun Cleaning AF07318,7945,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/164303,"<p>Контейнер для мусора <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164303""><b class=""b"">Baiyun Cleaning AF07318</b></a> предназначен для сбора, хранения и транспортировки мусора и различных пищевых отходов в офисах, на предприятиях общественного питания и торговли. Модель оснащена крышкой и педалью. Изделие выполнено из полипропилена, устойчивого к сколам, трещинам и вмятинам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Небольшой вес</li>
<li>Легко очищается</li>
<li>Устойчив к воздействию моющих средств</li>
<li>Не подвержен коррозии</li>
<li>Устойчив к перепадам температуры и высокой влажности</li>
</ul>

<p> </p>",164303,500 мм,410 мм,820 мм,,,,0,https://entero.ru/manuals/190968/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B8%20Baiyun%20Cleaning%20AF07318.jpg,,,,Китай,87 л,,полипропилен,серый,Да,
https://cdn.entero.ru/mp@2x/50/07/500717ff83337d7fe808a813e5de07fe.jpg,Тележка-бак для отходов REDGASTRO GB-50W,Тележка-бак для отходов REDGASTRO GB-50W,12384,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/335149,"<p>Тележка-бак для отходов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335149"">REDGASTRO GB-50W</a> </b>используется на предприятиях общественного питания и торговли, а также в промышленно-производственных заведениях. Модель оснащена крышкой и колесиками для передвижения. Корпус выполнен из нержавеющей стали.</p>",335149,,,,,,,8,,13316,,,Китай,50 л,,нержавеющая сталь,нерж. сталь,Да,
https://cdn.entero.ru/mp@2x/2a/cb/2acb35bf18c733f948a10881f821fb4c.jpg,Контейнер для мусора Rubbermaid Slim Jim FG354060GRAY,Slim Jim FG354060GRAY (,18331,RUB,Да,Rubbermaid,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/84988,"<p>Контейнер для мусора <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84988""><b class=""b"">Rubbermaid FG354060GRAY</b></a> серии Slim Jim предназначен для хранения мусора и пищевых отходов на предприятиях общественного питания и фабриках-кухнях. Изделие оснащено вентиляционной системой для облегчения вынимания полных мешков и донными ручками для удобного хвата при опрокидывании. Корпус выполнен из пластмассы, устойчивой к сколам.</p>

<p><b>Опции (приобретается дополнительно):</b></p>

<ul>
<li>Крышка Slim Jim для смешанных отходов для моделей 3540, 3541 (цвета Синий, Зеленый)</li>
</ul>",84988,559 мм,279 мм,762 мм,,,,0,,,,,,87.1 л,,пластик,,,
https://cdn.entero.ru/mp@2x/86/e5/86e58a5bc23da5a8c64e1934e32d8f27.jpg;https://cdn.entero.ru/mp@2x/a7/4a/a74ad277102ad1cc12b2c0a7ca76b0b2.jpg,Контейнер для мусора Baiyun Cleaning AF07331,Контейнер для мусора Baiyun Cleaning AF07331,4795,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/164300,"<p>Контейнер для мусора <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164300""><b class=""b"">Baiyun Cleaning AF07331</b></a> предназначен для сбора, хранения и транспортировки мусора и различных пищевых отходов в офисах, на предприятиях общественного питания и торговли. Модель оснащена крышкой и педалью. Изделие выполнено из полипропилена, устойчивого к сколам, трещинам и вмятинам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Небольшой вес</li>
<li>Легко очищается</li>
<li>Устойчив к воздействию моющих средств</li>
<li>Не подвержен коррозии</li>
<li>Устойчив к перепадам температуры и высокой влажности</li>
</ul>

<p> </p>",164300,410 мм,398 мм,600 мм,,,,0,https://entero.ru/manuals/190965/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B8%20Baiyun%20Cleaning%20AF07331.jpg,,,,Китай,45 л,,полипропилен,серый,Да,
https://cdn.entero.ru/mp@2x/43/e0/43e04917a98fb1af27cf477d7ed6e554.jpg,Бак для мусора Restola 432106121,Бак для мусора Restola 432106121,1647,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/271958,"<p>Бак для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271958"">Restola 432106121</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления пищевых отходов. Изделие выполнено из высококачественного полипропилена, не содержащего Бисфенол А.</p>

<p>В комплект поставки входит крышка.</p>

<p>Цена указана за 1 шт.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышка с клип-ручкой для удобства транспортировки, открывания и закрывания</li>
<li>Ножки, усиленные ребрами жесткости для уменьшения их стирания по неровным и негладким полам</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер в упаковке: 490х490х1060 мм</li>
<li>Количество в упаковке: 5</li>
<li>Цвет крышки: светло-серый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",271958,420 мм,420 мм,570 мм,,,,15,https://entero.ru/manuals/479623/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,2226,9 кг,,Россия,45 л,,полипропилен,красный,Да,
https://cdn.entero.ru/mp@2x/b0/f9/b0f915cd2626e3f91c97773b454515c6.jpg;https://cdn.entero.ru/mp@2x/da/92/da92791354113059d5faac0c47f84f4c.jpg;https://cdn.entero.ru/mp@2x/b5/e2/b5e2eecab103d5658d2680ad68375f37.jpg;https://cdn.entero.ru/mp@2x/75/48/7548a3336a9df49a830a9d04090814d9.jpg,Бак мусорный VIATTO VA-PBC75B,Бак мусорный VIATTO VA-PBC75B,1733,RUB,Да,VIATTO,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/315323,"<p>Мусорный бак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315323"">VIATTO VA-PBC75B</a> </b>используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. </p>",315323,510 мм,510 мм,630 мм,3 кг,1,520x520x870 мм,10,,2140,2.2 кг,,Китай,,,пластик,черный,,
https://cdn.entero.ru/mp@2x/6c/e2/6ce2985df51aa339b60e1af4b8d1e6ad.jpg,Бак для мусора Restola 432106221,"Бак для мусора 65л (d47см h66см) с крышкой, п/п, цвет бордовый RESTOLA",2271,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/116291,"<p>Бак для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116291"">Restola 432106221</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления пищевых отходов. Изделие выполнено из высококачественного полипропилена, не содержащего Бисфенол А.</p>

<p>В комплект поставки входит крышка.</p>

<p>Цена указана за 1 шт.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышка с клип-ручкой для удобства транспортировки, открывания и закрывания</li>
<li>Ножки, усиленные ребрами жесткости для уменьшения их стирания по неровным и негладким полам</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер в упаковке: 490х490х1060 мм</li>
<li>Количество в упаковке: 5</li>
<li>Цвет крышки: светло-серый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",116291,470 мм,470 мм,660 мм,,,,0,https://entero.ru/manuals/132788/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Restola%202019-2020.pdf,2804,,,,55 л,,полипропилен,красный,Да,
https://cdn.entero.ru/mp@2x/99/05/99059d83aa5b07cc11eae289bf257cd6.jpg,Бак для мусора Restola 431227709,Бак для мусора Restola 431227709,2271,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/271960,"<p>Бак для мусора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271960"">Restola 431227709</a></b> используется на предприятиях общественного питания и в производственных цехах для сбора, сортировки и накопления пищевых отходов. Изделие выполнено из высококачественного полипропилена, не содержащего Бисфенол А.</p>

<p>В комплект поставки входит крышка.</p>

<p>Цена указана за 1 шт.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крышка с клип-ручкой для удобства транспортировки, открывания и закрывания</li>
<li>Ножки, усиленные ребрами жесткости для уменьшения их стирания по неровным и негладким полам</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер в упаковке: 490х490х1060 мм</li>
<li>Количество в упаковке: 5</li>
<li>Цвет крышки: светло-серый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",271960,470 мм,470 мм,660 мм,,,,0,,3111,,,Россия,65 л,,полипропилен,зеленый,Да,
https://cdn.entero.ru/mp@2x/2a/7b/2a7b9797fad64778b4f7f5068dabd611.jpg;https://cdn.entero.ru/mp@2x/b5/f9/b5f993c83d0d003bdfb035b49e668f42.jpg,Контейнер для мусора Baiyun Cleaning AF07330,Контейнер для мусора Baiyun Cleaning AF07330,4250,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/164298,"<p>Контейнер для мусора <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164298""><b class=""b"">Baiyun Cleaning AF07330</b></a> предназначен для сбора, хранения и транспортировки мусора и различных пищевых отходов в офисах, на предприятиях общественного питания и торговли. Модель оснащена крышкой и педалью. Изделие выполнено из полипропилена, устойчивого к сколам, трещинам и вмятинам.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Небольшой вес</li>
<li>Легко очищается</li>
<li>Устойчив к воздействию моющих средств</li>
<li>Не подвержен коррозии</li>
<li>Устойчив к перепадам температуры и высокой влажности</li>
</ul>

<p> </p>",164298,410 мм,398 мм,435 мм,,,,0,https://entero.ru/manuals/190963/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B8%20Baiyun%20Cleaning%20AF07330.jpg,5903,,,Китай,30 л,,полипропилен,серый,Да,
https://cdn.entero.ru/mp@2x/5e/07/5e0740f9c82f1406dbf450ef4dd87ba0.jpg,Контейнер для мусора TRUST THOR 1013GY,Контейнер для мусора TRUST THOR 1013GY,4463,RUB,Да,,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/344083,"<p>Контейнер для мусора <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344083""><b class=""b"">TRUST THOR 1013GY</b></a> используется на предприятиях общественного питания и торговли для хранения мусора и пищевых отходов. Корпус выполнен из пластика.</p>

<p><b class=""o"">Крышка в комплект поставки не входит и приобретается отдельно.</b></p>",344083,560 мм,560 мм,700 мм,,,,0,,6376,4.6 кг,,Китай,121 л,,пластик,,,
https://cdn.entero.ru/mp@2x/7b/40/7b403331b59fa6bd9c7ea05c7a382daf.jpg,Бак мусорный Restola SMART BIN зеленый 50 л,434258109,1984,RUB,Да,Restola,Профоборудование,Нейтральное,Контейнеры для мусора,https://entero.ru/item/334623,"<p>Мусорный бак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334623""><b class=""b"">Restola SMART BIN</b></a> используется на предприятиях общественного питания и торговли для временного хранения пищевых продуктов, сыпучих товаров, угля, мусора и отходов. Модель оснащена качающейся крышкой и выполнена из полипропилена.</p>",334623,430 мм,330 мм,630 мм,,,,0,,,2.1 кг,,Россия,50 л,,полипропилен,зеленый,Да,
