Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Управление
https://entero.ru/i/nofoto-m.jpg,Дозатор-спрей автоматический MIRTOO ZY22,ZY22 black,7587,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/326938,"<p>Дозатор-спрей автоматический <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/326938"">MIRTOO ZY22</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм или мыла. = Корпус выполнен из противоударного ABS пластика.</p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 700 мл</li>
</ul>",326938,220 В,,,,,,,,,0,,,,,,
https://cdn.entero.ru/mp@2x/ed/c8/edc884fcb6ecf9a6dedabb073962f26a.jpg,Дозатор для антисептика Merida ONE DEB407 белый,DEB407,9137,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/313278,"<p>Дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313278""><b class=""b"">Merida ONE DEB407 </b></a>предназначен для размещения и дозированной подачи жидких антисептиков в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и одноразовым картриджем. Корпус изготовлен из ударопрочного белого АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окошко для индикации уровня жидкости</li>
<li>Равномерное мелкодисперсное распыление</li>
<li>Наливной контейнер</li>
<li>Подходит для применения людьми с ограниченными возможностями</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем картриджа: 1000 мл</li>
<li>Объем 1 порции: 0,8 мл</li>
</ul>",313278,,,154 мм,100 мм,280 мм,,,,,0,,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/22/42/224246726be370e32047ba0c7a230958.jpg,Дозатор для антисептика Merida ONE DEC407,DEC407,9137,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/313293,"<p>Дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313293"">Merida ONE DEC407</a> </b>предназначен для размещения и дозированной подачи жидких антисептиков в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и одноразовым картриджем. Корпус изготовлен из ударопрочного черного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окошко для индикации уровня жидкости</li>
<li>Равномерное мелкодисперсное распыление</li>
<li>Наливной контейнер</li>
<li>Подходит для применения людьми с ограниченными возможностями</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем картриджа: 1000 мл</li>
<li>Объем 1 порции: 0,8 мл</li>
</ul>",313293,,,154 мм,100 мм,280 мм,,Китай,,,0,,,,,подвесной,ручное
https://cdn.entero.ru/mp@2x/68/58/6858ec8e604c93f768ac79b0a703505c.jpg,Мобильная стойка для дезинфекции рук Merida K_DHB406_SHB001 с сенсорным диспенсером (спрей) C-Line,K_DHB406_SHB001,10231,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/356781,"<p>Мобильная стойка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356781""><b class=""b"">Merida K_DHB406_SHB001</b></a> используется на предприятиях общественного питания и торговли, в офисах, кинотеатрах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для дезинфекции рук. Модель оснащена сенсорным диспенсером спрея и устойчивой опорой на круглом основании.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Гигиеничная бесконтактная эксплуатация</li>
<li>Эргономичный современный дизайн</li>
</ul>",356781,,,,,,,Китай,,,0,,10657,,3.2 кг,напольный,сенсорное
https://cdn.entero.ru/mp@2x/c0/f4/c0f47ed0ae8f7b0bd0e59d650fcedcee.jpg,"Мобильная стойка для дезинфекции рук Merida Классик с сенсорным диспенсером Harmony (0,8 л)",K_DHB403_SHB007,14769,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/204451,"<p>Мобильная стойка для дезинфекции рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204451""><b class=""b""><font color=""#3383d0"">Merida Классик </font></b></a>используется на предприятиях общественного питания и торговли, в офисах, кинотеатрах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для бесконтактного дозирования антисептика. Модель оснащена сенсорным диспенсером Harmony с герметичной резьбовой пробкой для заливки жидких дезинфицирующих средств. Корпус выполнен из прочного АБС-пластика.</p>

<p><b class=""o"">Батарейки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>​Закрывается на ключ</li>
<li>Для жидких антисептиков</li>
<li>Жидкость распыляется автоматически в виде спрея</li>
<li>Бесконтактное срабатывание по датчику приближения</li>
<li>Автоматическая регулировка чувствительности датчика к высоте установки над раковиной или столешницей</li>
<li>Кнопка выбора дозы</li>
<li>Возможность установки однократной, двойной или тройной порции антисептика</li>
<li>Светодиодный индикатор:
<ul>
<li>Зелёный: готов к работе</li>
<li>Красный: требуется замена батареек</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество порций средства (вспрысков) в одной полной заливке ёмкости: 2000</li>
<li>Объем ёмкости для заливки антисептика: 0,8 л</li>
<li>Варианты дозирования:
<ul>
<li>1х0,4 мл</li>
<li>2х0,4 мл</li>
<li>3х0,4 мл</li>
</ul>
</li>
<li>Минимальное расстояние от диспенсора до поверхности раковины или столешницы: 200 мм</li>
<li>Количество батареек AA: 4</li>
</ul>",204451,,,,,,,Китай,,,0,,15712,,,напольный,сенсорное
https://cdn.entero.ru/mp@2x/f9/79/f97977c868a22bd4804af86d17a4c272.jpg,Дозатор антисептика Merida STELLA R DSM113.R (нерж. сталь) матовая сталь,DSM113.R,16981,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/356784,"<p>Автоматический дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356784""><b class=""b"">Merida STELLA R DSM113.R</b></a> используется для размещения и порционной подачи жидкого антисептика в форме спрея в общественных санитарных узлах гостиниц, вокзалов, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и сенсорным датчиком приближения. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали марки AISI 304 с матовой поверхностью, упаковка – гофрокороб.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесконтактная гигиеничная эксплуатация</li>
<li>Окошко индикации уровня наполнения</li>
<li>Светодиодный индикатор готовности к работе</li>
<li>Оптимальное дозирование с экономичным расходом</li>
<li>Возможность регулировки количества порций за один сеанс</li>
<li>Антивандальная конструкция</li>
<li>Настенный монтаж</li>
<li>Барабанный замок заподлицо с поверхностью, скрытые петли и зашлифованные сварные швы</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Работа от 4 батарей типоразмера AA</li>
<li>Расходный материал: сменный картридж</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный объем устанавливаемого картриджа: 700 мл</li>
<li>Объем порции: 1 мл</li>
</ul>",356784,,,101 мм,95 мм,275 мм,,,,,0,https://entero.ru/manuals/456351/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20DSM113.R.jpg,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/49/ea/49eabad577a0d164d782fc7fc4a6fdda.jpg;https://cdn.entero.ru/mp@2x/e9/9a/e99ab7d7ed12f46b4794fd3b705ee7b6.jpg;https://cdn.entero.ru/mp@2x/37/32/37327d276ad5a56f6c64db6a98c1d1ef.jpg;https://cdn.entero.ru/mp@2x/cb/06/cb06c9096f41d5a06bf672b56aec8984.jpg;https://cdn.entero.ru/mp@2x/3d/5f/3d5f73dafb667a340564fb6a87e35410.jpg;https://cdn.entero.ru/mp@2x/1b/79/1b792faf62eb4ecfcae45b1116a323e5.jpg,Дезинфектор для рук Kocateq HS BIOPROTECT AD 05 XS STAND,Дезинфектор для рук Kocateq HS BIOPROTECT AD 05 XS STAND,33064,RUB,Да,Kocateq,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/373404,"<p>Дезинфектор для рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/373404""><b class=""b"">Kocateq HS BIOPROTECT AD 05 XS STAND</b></a> используется на предприятиях общественного питания и торговли, в производственных цехах, торговых центрах, отелях и других местах общественного пользования для бесконтактного дозирования антисептика для уничтожения вирусов, бактерий, грибковых инфекций и других микроорганизмов. Корпус выполнен из эмалированной стали черного цвета, съемная форсунка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Установлен на стенде</li>
<li>Инжекторная система для бесконтактного покрытия рук антисептиком</li>
<li>Съемная форсунка для создания направленного аэрозольного облака</li>
<li>Световой индикатор низкого уровня антисептика</li>
<li>Вибрационная помпа с защитой от сухого хода</li>
<li>Простое пополнение емкости через откидную крышку, закрывающуюся на ключ</li>
<li>Губка для сбора дезинфицирующего средства</li>
<li>Максимальная продолжительность автоматической работы при нахождении рук в зоне действия: 8 секунд</li>
<li>За 1 секунду распыляется 0,8 мл жидкости</li>
<li>Порт для подключения к турникетам (проход открывается только после дезинфекции рук)</li>
<li>Требует подключения к сети</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости: 1 л</li>
<li>Объем распыления: 0,8 мл/сек.</li>
<li>Расстояние от рук до сенсорного датчика: от 5 до 11 см</li>
<li>Габариты в упаковке: 590х430х455 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373404,220 В,0.025 кВт,235 мм,140 мм,1500 мм,,Южная Корея,,,0,,34442,,,напольный,сенсорное
https://cdn.entero.ru/mp@2x/92/0b/920b8271386c2ecfdd083b089213b32f.jpg;https://cdn.entero.ru/mp@2x/e6/b6/e6b6856f70446517b7f93e097235e816.jpg,Дезинфектор для рук Азимут НДР-302,Дезинфектор для рук Азимут НДР-302,48236,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/156841,,156841,220 В,,645 мм,304 мм,492 мм,,Россия,,,0,https://entero.ru/manuals/185803/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%93%D0%9A%20%D0%90%D0%B7%D0%B8%D0%BC%D1%83%D1%82.pdf,50775,,,подвесной,
https://cdn.entero.ru/mp@2x/d3/4a/d34aba6f5f06a042b6cde396ef8f82ff.jpg;https://cdn.entero.ru/mp@2x/ac/ed/acedcba40ed6b4bc25f9ac6b11161d75.jpg,Дезинфектор для рук Азимут НДР-301,Дезинфектор для рук Азимут НДР-301,53921,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/156785,,156785,220 В,,645 мм,304 мм,492 мм,,Россия,,,0,https://entero.ru/manuals/185801/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%93%D0%9A%20%D0%90%D0%B7%D0%B8%D0%BC%D1%83%D1%82.pdf,,,,подвесной,
https://cdn.entero.ru/mp@2x/a4/32/a4321ae0f1472a972f4b87be23391e65.jpg;https://cdn.entero.ru/mp@2x/0a/11/0a11a9daca7cdff9c560ebd920def84c.jpg,Дезинфектор для рук Азимут ДР-001,Дезинфектор для рук Азимут ДР-001,103500,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/156792,,156792,220 В,,632 мм,324 мм,1249 мм,,Россия,,,0,https://entero.ru/manuals/185802/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%93%D0%9A%20%D0%90%D0%B7%D0%B8%D0%BC%D1%83%D1%82.pdf,108947,,,напольный,
https://cdn.entero.ru/mp@2x/b0/6b/b06bfa4e619fbf4219c5aa2862f593af.jpg,Дозатор SARAYA GUD-1000,Дозатор SARAYA GUD-1000,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206696,"<p>Сенсорный дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206696"">SARAYA GUD-1000</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм или мыла. Модель оснащена заливным флаконом, 2 сенсорами, съемным поддоном и замком. Корпус выполнен из противоударного ABS пластика.</p>

<p><span style=""color:#000000;"">Дозатор работает с помощью 4 батареек D класса.</span></p>

<p><span style=""color:#000000;""> </span><span style=""color:#FF0000;"">В комплект поставки входят монтажный набор и двусторонняя липкая лента.</span></p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 1000 мл</li>
<li>Дозировка: от 1,5 до 3 мл</li>
<li>Температура для сохранения консистенции средства: от 5 до 40 °C</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Стойка IS-9000</li>
</ul>",206696,,,147 мм,101 мм,268 мм,,Япония,,,0,,,,0.79 кг,"подвесной, напольный, настольный",сенсорное
https://cdn.entero.ru/mp@2x/67/11/6711dacd7989c324d03597a24fa784ec.jpg,"Дозатор жидкого мыла Puff Solinne TM804ML антивандальный матовый, 1 л",2512.008,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172835,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172835""><b class=""b"">Puff Solinne TM804ML </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена окошком индикации наличия жидкости и удобной кнопкой. Корпус изготовлен из нержавеющей стали 201 с полированной поверхностью.</p>

<p>В комплект поставки входит набор крепежа и ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, гель для душа и другие жидкости с гелеобразной основой</li>
<li>Настенный монтаж</li>
<li>Скрытые крепления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
</ul>",172835,,,125 мм,100 мм,200 мм,,Россия,,,0,,,,,подвесной,ручное
https://cdn.entero.ru/mp@2x/43/ad/43adc00e6f51884a8f88660877f10dd0.jpg;https://cdn.entero.ru/mp@2x/b3/28/b3289eb06e83048b81f66e81236ba2ae.jpg,Дозатор SARAYA MDS-1000 P/PW,Дозатор SARAYA MDS-1000 P/PW,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206842,"<p>Локтевой дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206842"">SARAYA MDS-1000 P/PW</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм или мыла. Корпус выполнен из ABS пластика, рычаг - из стали.</p>

<p><span style=""color:#FF0000;"">В комплект поставки входят 2 сменные помпы для мыла и антисептика.</span></p>

<p><span style=""color:#FF0000;"">Флакон в комплект поставки не входит.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Отсутствие прямого контакта ладони с дозатором</li>
<li>Механический способ подачи мыла</li>
<li>Регистрационное удостоверение РЗН 2017/6270 от 20.10.2017</li>
</ul>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 1000 мл</li>
<li>Дозировка: 1,5 мл</li>
<li>Цвет: P с боковыми стенками синего цвета/PW с боковыми стенками белого цвета</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Еврофлакон 20841 Alsoft R+</li>
<li>Еврофлакон 19841 Alsoft R</li>
</ul>

<p> </p>

<p> </p>",206842,,,96 мм,226 мм,400 мм,,Япония,,,0,https://entero.ru/manuals/241950/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SARAYA%20MDS-1000%20P_PW.pdf,,,0.9 кг,подвесной,локтевое
https://cdn.entero.ru/mp@2x/05/bf/05bfade534dd024ac88c2b3969f98b70.jpg,"Мобильная стойка для дезинфекции рук Merida Эконом с сенсорным диспенсером Harmony (0,8 л)",K_DHB403_SHB003,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/204465,"<p>Мобильная стойка для дезинфекции рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204465""><b class=""b""><font color=""#3383d0"">Merida Эконом </font></b></a>используется на предприятиях общественного питания и торговли, в офисах, кинотеатрах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для бесконтактного дозирования антисептика. Модель оснащена сенсорным диспенсером Harmony с герметичной резьбовой пробкой для заливки жидких дезинфицирующих средств. Корпус выполнен из прочного АБС-пластика, стойка - из алюминиевого профиля с утяжилителем в основании.</p>

<p><b class=""o"">Батарейки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>​Закрывается на ключ</li>
<li>Для жидких антисептиков</li>
<li>Жидкость распыляется автоматически в виде спрея</li>
<li>Бесконтактное срабатывание по датчику приближения</li>
<li>Автоматическая регулировка чувствительности датчика к высоте установки над раковиной или столешницей</li>
<li>Кнопка выбора дозы</li>
<li>Возможность установки однократной, двойной или тройной порции антисептика</li>
<li>Светодиодный индикатор:
<ul>
<li>Зелёный: готов к работе</li>
<li>Красный: требуется замена батареек</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество порций средства (вспрысков) в одной полной заливке ёмкости: 2000</li>
<li>Объем ёмкости для заливки антисептика: 0,8 л</li>
<li>Варианты дозирования:
<ul>
<li>1х0,4 мл</li>
<li>2х0,4 мл</li>
<li>3х0,4 мл</li>
</ul>
</li>
<li>Минимальное расстояние от диспенсора до поверхности раковины или столешницы: 200 мм</li>
<li>Количество батареек AA: 4</li>
</ul>",204465,,,,,,,Китай,,,0,,,,,напольный,сенсорное
https://cdn.entero.ru/mp@2x/0a/00/0a001ed46fcf8e27b84bf262fd08b9cb.jpg;https://cdn.entero.ru/mp@2x/7d/84/7d8441f5da4046d9c006244ba1674497.jpg,Дозатор MIRTOO K9 Pro,Дозатор MIRTOO K9 Pro,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206403,"<p>Сенсорный дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206403"">MIRTOO K9 Pro</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм. Модель оснащена жидкокристаллическим экраном с визуальным и звуковым предупреждением, бесконтактным инфракрасным термометром и смотровым окном для контроля остатка жидкости. Корпус выполнен из противоударного ABS пластика.</p>

<p><span style=""color:#FF0000;"">Дозатор работает от сети с помощью 4 батареек типа АА или адаптера, который входит в комплект поставки.</span></p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 1000 мл</li>
<li>Дозировка: от 0,5 до 2 мл</li>
<li>Диапазон измерения температур: от 34 до 45 °С</li>
<li>Точность температуры: 0,2 °С</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Стойка</li>
</ul>

<p> </p>",206403,220 В,,133 мм,119 мм,280 мм,,,,,0,,,,0.95 кг,"подвесной, напольный, настольный",сенсорное
https://cdn.entero.ru/mp@2x/0f/1a/0f1ae0daeb95a06f8abddd77d11db261.jpg,Дозатор SARAYA ADS-500/1000,Дозатор SARAYA ADS-500/1000,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206690,"<p>Сенсорный дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206690"">SARAYA ADS-500/1000</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм или мыла. Модель оснащена подставкой и замком. Корпус выполнен из противоударного ABS пластика.</p>

<p><span style=""color:#000000;"">Дозатор работает с помощью 4 батареек D класса.</span></p>

<p><span style=""color:#000000;""> </span><span style=""color:#FF0000;"">В комплект поставки флаконы не входят и приобретаются отдельно.</span></p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 500/1000 мл</li>
<li>Дозировка: от 1,5 до 3 мл</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Стойка IS-9000</li>
</ul>",206690,,,104 мм,190 мм,312 мм,,,,,0,,,,0.7 кг,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/6e/45/6e45820942cfefd63ed03df4a02cafce.jpg,Дозатор дезинфицирующего средства BVC AL1000C,Дозатор дезинфицирующего средства BVC AL1000C,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/127667,"<p>Локтевой дозатор дезинфицирующего средства <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127667"">BVC AL1000C</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм и мыла. Модель оснащена вместительной съемной бутылкой для дезинфицируещего средства. Дозатор выполнен из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бака: 1 л</li>
<li>Доза выдачи: от 1 до 3 мл</li>
<li>Цвет: белый</li>
</ul>",127667,,,233 мм,90 мм,275 мм,,Китай,,,0,,,,,подвесной,локтевое
https://cdn.entero.ru/mp@2x/5a/18/5a18337703a8ad1b18a9a21550946362.jpg,Дозатор дезинфицирующего средства BVC AL1000A,Дозатор дезинфицирующего средства BVC AL1000A,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/127663,"<p>Локтевой дозатор дезинфицирующего средства <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127663"">BVC AL1000A</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм и мыла. Модель оснащена вместительной съемной бутылкой для дезинфицируещего средства. Дозатор выполнен из алюминия и пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бака: 1 л</li>
<li>Доза выдачи: от 1 до 3 мл</li>
<li>Цвет: белый</li>
</ul>",127663,,,220 мм,90 мм,287 мм,,Китай,,,0,,,,,подвесной,локтевое
https://cdn.entero.ru/mp@2x/11/73/11739dd4848eafd583adbc4a69e4bde6.jpg;https://cdn.entero.ru/mp@2x/54/9f/549f3de75b90a2eaa6497aeff6eeae01.jpg;https://cdn.entero.ru/mp@2x/ec/cc/eccc11a980dc74426d939d59ac2dcbbb.jpg,Дозатор дезинфицирующего средства BVC X-5505,Дозатор дезинфицирующего средства BVC X-5505,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/127669,"<p>Автоматический дозатор дезинфицирующего средства <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127669"">BVC X-5505</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм и мыла. Модель оснащена вместительным баком для дезинфицируещего средства.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бака: 1 л</li>
<li>Доза выдачи: от 2 до 3 мл</li>
<li>Питание - 4 батарейки типа D</li>
<li>Цвет: белый</li>
</ul>",127669,,,141 мм,105 мм,283 мм,,Китай,,,0,,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/77/12/77129fb260f74750fb8c07d38cc5c62c.jpg,Дезинфектор для рук BVC DC-S01,Дезинфектор для рук BVC DC-S01,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/127660,"<p>Автоматический дезинфектор для рук <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127660"">BVC DC-S01</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика. Модель оснащена вместительным баком для дезинфицируещего средства.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сертифицирован для лечебных и детских учреждений, а так же мест повышенной посещаемости</li>
<li>Питание - 4 батарейки типа D</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бака: 1 л</li>
<li>Доза выдачи: от 2 до 3 мл</li>
<li>Цвет: белый</li>
</ul>",127660,,,141 мм,105 мм,283 мм,,Китай,,,0,,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/db/1a/db1a6d7a800ab65a4ba092976a7bbfd5.jpg,Дезинфектор для рук BVC DC-F01,Дезинфектор для рук BVC DC-F01,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/127586,"<p>Автоматический дезинфектор для рук <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127586"">BVC DC-F01</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика. Модель оснащена вместительным баком для дезинфицируещего средства.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сертифицирован для лечебных и детских учреждений, а так же мест повышенной посещаемости</li>
<li>Питание - 4 батарейки типа D</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бака: 1 л</li>
<li>Доза выдачи: от 2 до 3 мл</li>
<li>Цвет: белый</li>
</ul>",127586,,,141 мм,105 мм,283 мм,,Китай,,,0,,,,,подвесной,сенсорное
