Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Управление
https://cdn.entero.ru/mp@2x/f4/df/f4dff05565995b5ff105d87f8e40911d.jpg,Дозатор спрей MIRTOO 2252N белый,Дозатор спрей MIRTOO 2252N белый,5827,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206223,"<p>Сенсорный дозатор спрей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206223""><b class=""b"">MIRTOO 2252N</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм. Модель оснащена каплеуловителем, поддоном для жидкого антисептика, замком с ключом и инфракрасным UV сенсорным датчиком. Корпус выполнен из противоударного ABS пластика.</p>

<p><span style=""color:#FF0000;"">Дозатор работает от 4 батареек типа С или от сети 220V с сетевым адаптером 6V 1A, которые в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 1200 мл</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Сетевой адаптер 6V 1A</li>
<li>Батарейки типа С</li>
<li>Стойка для дозатора</li>
</ul>",206223,220 В,,276 мм,150 мм,110 мм,,,,,0,,8324,,0.8 кг,"подвесной, напольный",сенсорное
https://cdn.entero.ru/mp@2x/02/17/0217e42c0bbdab51bbcd84cd65f9619d.jpg;https://cdn.entero.ru/mp@2x/90/2c/902c8ae755c5f7c20b25d719adbc01fc.jpg;https://cdn.entero.ru/mp@2x/91/93/9193a4e7018ccfd29e7ca86f0008a995.jpg;https://cdn.entero.ru/mp@2x/86/16/8616895c8fbadbc52f8c63e56e52f7c1.jpg;https://cdn.entero.ru/mp@2x/25/ae/25ae661adc8c65d2653324a8ad49b2f0.jpg;https://cdn.entero.ru/mp@2x/10/e9/10e967495fbaf677ff2505ba768fe7c8.jpg;https://cdn.entero.ru/mp@2x/e7/82/e7821d55ffd1cafb6b91033c44693105.jpg;https://cdn.entero.ru/mp@2x/a5/04/a504471f0ea76d8e6208fb238aca0c23.jpg,Дезинфектор для рук HOR антивандальный HÖR-D-030A (с замком),9992022,5988,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/165516,"<p>Локтевой дозатор для дезинфицирующего средства антивандальный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/165516""><b class=""b"">HÖR-D-030A</b></a> (с замком) используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой формы. Модель оснащена замком поворотного типа, антивандальной крышкой и вместительным баком для дезинфицируещего средства. Корпус выполнен из нержавеющей стали, носик - из пластика.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Тип подачи дезинфицирующей жидкости: спрей/капля</li>
<li>Цвет корпуса: белый</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 1000 мл</li>
<li>Дозирование: 1,5 мл</li>
<li>Размер дозатора без учета рычага: 103x96х301,2 мм</li>
<li>Габариты в упаковке: 169х109х287 мм</li>
</ul>

<p><b>Дополнительные опции (заказываются отдельно):</b></p>

<ul>
<li>Цвет корпуса: желтый, синий, красный, зеленый</li>
</ul>

<p><b>​</b></p>",165516,,,103 мм,238 мм,301 мм,,Россия,,,0,,,,1.96 кг,подвесной,локтевое
https://cdn.entero.ru/mp@2x/88/23/882344c7924e0fc023da623b7ca12e08.jpg,Дозатор MIRTOO FG2018,Дозатор MIRTOO FG2018,9777,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206263,"<p>Сенсорный дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206263"">MIRTOO FG2018</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм или мыла. Модель оснащена инфракрасным сенсорным датчиком и смотровым окном для контроля остатка средств. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><span style=""color:#FF0000;"">Дозатор работает от 4 батареек типа С или от сети 220V с сетевым адаптером, которые в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><span style=""color:#FF0000;"">В комплект поставки входят все необходимые детали для монтажа, включая универсальный ключ.</span></p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 1000 мл</li>
<li>Расход: от 0,6 до 0,8 средства/цикл</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Сетевой адаптер </li>
<li>Батарейки типа С</li>
</ul>",206263,220 В,,280 мм,122 мм,115 мм,,,,,0,,13967,,0.8 кг,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/7d/95/7d953cc4cd48c3c7f89af28a339a79bd.jpg;https://cdn.entero.ru/mp@2x/4e/c8/4ec835a70c943b08396de98226669321.jpg,Дозатор MIRTOO FG2020 глянцевый,Дозатор MIRTOO FG2020 глянцевый,10004,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206277,"<p>Сенсорный дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206277""><b class=""b"">MIRTOO FG2020</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм или мыла. Модель оснащена инфракрасным сенсорным датчиком, 5 уровнями дозировки, ключом и смотровым окном для контроля остатка средств. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><span style=""color:#FF0000;"">Дозатор работает от 4 батареек типа С или от сети 220V с сетевым адаптером, которые в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 1000 мл</li>
<li>Дозировка: 0,5, 1,0, 1,5, 2,0 и 2,5 мл.</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Сетевой адаптер </li>
<li>Батарейки типа С</li>
</ul>",206277,220 В,,102 мм,98 мм,272 мм,,,,,0,,10643,,1.2 кг,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/77/52/7752c37723da90fb71105190c4506cc5.jpg;https://cdn.entero.ru/mp@2x/05/44/0544002f553e730307479375e6ad12cb.jpg;https://cdn.entero.ru/mp@2x/2e/62/2e6219425eb579f63338723740bb3dec.jpg;https://cdn.entero.ru/mp@2x/74/b8/74b84948dc97c1031660ebcc7792f142.jpg;https://cdn.entero.ru/mp@2x/38/6b/386bedcb655727d6a15f9432ab0f346f.jpg;https://cdn.entero.ru/mp@2x/c0/85/c085cadca2dccd9749b8d4000988de78.jpg;https://cdn.entero.ru/mp@2x/a9/8b/a98b51558a9f9d23031212601f3a1a40.jpg;https://cdn.entero.ru/mp@2x/7d/53/7d532337b4f7d89d681d63075f234346.jpg,Дезинфектор для рук бесконтактный HOR антивандальный HÖR-007АSSM (глянец),9992044,14247,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/165534,"<p>Бесконтактный дозатор для дезинфицирующего средства антивандальный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/165534""><b class=""b"">HÖR-007АSSM (глянец)</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для подачи средств гигиены жидкой формы. Модель оснащена замком, антивандальной крышкой и вместительным баком для дезинфицируещего средства. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Тип подачи дезинфицирующей жидкости: спрей</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 1000 мл</li>
<li>Дозирование: 1,5 мл</li>
</ul>

<p><b>​</b></p>",165534,,,117 мм,102 мм,285 мм,,Россия,,,0,,,,1.73 кг,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/13/bf/13bfb112347659a2a4f0a40655fead6d.jpg;https://cdn.entero.ru/mp@2x/34/54/3454909f62274a2f675993e6092be059.jpg;https://cdn.entero.ru/mp@2x/d0/11/d011ce5d627be68666ed4ef8d76effb4.jpg;https://cdn.entero.ru/mp@2x/b0/89/b0890aae07d426c98cfab600c8c15a8b.jpg;https://cdn.entero.ru/mp@2x/09/e7/09e7d7b27981aebac80df5023c67c04c.jpg;https://cdn.entero.ru/mp@2x/28/4a/284a8c8d2dc9c4ec2aac12ddfc8343b5.jpg;https://cdn.entero.ru/mp@2x/f7/35/f7351d97335c1592fcb0ddd1a93da025.jpg;https://cdn.entero.ru/mp@2x/55/e1/55e1ecf0b4a4d5e82c6d5ae4527fda80.jpg,Дезинфектор для рук бесконтактный HOR антивандальный HÖR-007BSSP (мат),9992042,14247,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/165551,"<p>Бесконтактный дозатор для дезинфицирующего средства антивандальный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/165551""><b class=""b"">HÖR-007BSSP (мат)</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для подачи средств гигиены жидкой формы. Модель оснащена замком, антивандальной крышкой и вместительным баком для дезинфицируещего средства. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Тип подачи дезинфицирующей жидкости: спрей</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 1000 мл</li>
<li>Дозирование: 1,5 мл</li>
</ul>

<p><b>​</b></p>",165551,,,117 мм,102 мм,285 мм,,Россия,,,0,,15319,,1.73 кг,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/69/8a/698a1182ba05f08f4216f2be2db2746c.jpg;https://cdn.entero.ru/mp@2x/d4/74/d474c32adedc207a966b1e0e030d2e73.jpg;https://cdn.entero.ru/mp@2x/de/62/de624772dc36a1c2ec7f73710b07e21d.jpg;https://cdn.entero.ru/mp@2x/a8/5a/a85a66a1f1f77cf7233c6cb37980e931.jpg;https://cdn.entero.ru/mp@2x/57/db/57dbfa18892eff7b8d0cc6259fde22a5.jpg;https://cdn.entero.ru/mp@2x/65/9f/659f0f727e52da50a40d61eb72fca223.jpg,"Комплект мобильной стойки для дезинфекции рук BINELE SF07AW с картриджным сенсорным диспенсером, белая","Комплект мобильной стойки для дезинфекции рук BINELE SF07AW с картриджным сенсорным диспенсером, белая",19000,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/208528,"<p>Комплект мобильной стойки для дезинфекции рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/208528""><b class=""b"">BINELE<font color=""#3383d0""> SF07AW</font></b></a> используется совместно с диспенсерами <a href=""https://entero.ru/item/207243"">eSoap DE12BW</a>, <a href=""https://entero.ru/item/207280"">eSoap DE12BB</a>, <a href=""https://entero.ru/item/207281"">eSpray DE13BB</a>, <a href=""https://entero.ru/item/207251"">eSpray DE13BW</a>, <a href=""https://entero.ru/item/207309"">iSoap DE22BW</a>, <a href=""https://entero.ru/item/207328"">iSoap DE22BB</a>, <a href=""https://entero.ru/item/207314"">iSpray DE23BW</a>, <a href=""https://entero.ru/item/207338"">iSpray DE23BB</a> на предприятиях общественного питания и торговли, в офисах, кинотеатрах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для бесконтактного дозирования антисептика. Корпус диспенсера выполнен из прочного АБС-пластика.</p>

<p>В комплект поставки входят стойка и сенсорный диспенсер с защитой от несанкционированного доступа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окно для отслеживания дозируемого средства</li>
<li>Удобная система открытия с помощью ключа или кнопки</li>
<li>Используется с одноразовым картриджем</li>
<li>В качестве дезинфекции возможно использование антисептического геля или жидкого антисептика</li>
<li>Порция средства подается автоматически при поднесении руки под дозатор</li>
<li>Подходит для применения людьми с ограниченными возможностями</li>
<li>Максимальная гигиеничность</li>
<li>Удобство размещения</li>
<li>Современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем ёмкости для заливки антисептика: 1 л</li>
<li>Область срабатывания сенсора: 70-100 мм</li>
<li>Количество батареек LR14: 4</li>
<li>Габариты в упаковке: 440x440x280 мм</li>
<li>Вес упаковки: 6,5 кг</li>
<li>Цвет: белый</li>
</ul>",208528,,,,400 мм,1500 мм,,Россия,,,0,https://entero.ru/manuals/243896/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BINELE%20SF05AB.pdf,19792,,6.2 кг,напольный,сенсорное
https://cdn.entero.ru/mp@2x/ac/19/ac19bf6793be9595e0d1529eea482b50.jpg;https://cdn.entero.ru/mp@2x/84/2a/842a59fb2de374bd41beabf7c9c48fce.jpg;https://cdn.entero.ru/mp@2x/32/1f/321f2abf8782ff869d6dfe7f759ae1d1.jpg;https://cdn.entero.ru/mp@2x/ae/9a/ae9af8479d53b7771406d7ef161aa281.jpg;https://cdn.entero.ru/mp@2x/9b/96/9b96bbd7e393ea66df0150094cbbd464.jpg;https://cdn.entero.ru/mp@2x/ce/9c/ce9c9344ab2996c7c2d49531a1c0c643.jpg,"Комплект мобильной стойки для дезинфекции рук BINELE SF06AB с наливным сенсорным диспенсером, черная","Комплект мобильной стойки для дезинфекции рук BINELE SF06AB с наливным сенсорным диспенсером, черная",22000,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/208521,"<p>Комплект мобильной стойки для дезинфекции рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/208521""><b class=""b"">BINELE<font color=""#3383d0""> SF06AB</font></b></a> используется совместно с диспенсерами <a href=""https://entero.ru/item/207258"">eSoap DL10RW</a>, <a href=""https://entero.ru/item/207286"">eSoap DL10RB</a>, <a href=""https://entero.ru/item/207274"">eSpray DS10RW</a>, <a href=""https://entero.ru/item/207289"">eSpray DS10RB</a>, <a href=""https://entero.ru/item/207320"">iSoap DL20RW</a>, <a href=""https://entero.ru/item/207342"">iSoap DL20RB</a>, <a href=""https://entero.ru/item/207322"">iSpray DS20RW</a>, <a href=""https://entero.ru/item/207345"">iSpray DS20RB</a> на предприятиях общественного питания и торговли, в офисах, кинотеатрах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для бесконтактного дозирования антисептика. Корпус диспенсера выполнен из прочного АБС-пластика.</p>

<p>В комплект поставки входят стойка и сенсорный диспенсер с защитой от несанкционированного доступа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окно для отслеживания дозируемого средства</li>
<li>Удобная система открытия с помощью ключа или кнопки</li>
<li>Используется с наливным контейнером</li>
<li>Объем контейнера экономит время на частый долив средства</li>
<li>В качестве дезинфекции возможно использование антисептического геля или жидкого антисептика</li>
<li>Порция средства подается автоматически при поднесении руки под дозатор</li>
<li>Подходит для применения людьми с ограниченными возможностями</li>
<li>Максимальная гигиеничность</li>
<li>Удобство размещения</li>
<li>Современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем ёмкости для заливки антисептика: 1 л</li>
<li>Область срабатывания сенсора: 70-100 мм</li>
<li>Количество батареек LR14: 4</li>
<li>Габариты в упаковке: 440x440x280 мм</li>
<li>Вес упаковки: 6,5 кг</li>
<li>Цвет: черный</li>
</ul>",208521,,,,400 мм,1500 мм,,Россия,,,0,https://entero.ru/manuals/243890/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BINELE%20SF05AB.pdf,23404,,6.2 кг,напольный,сенсорное
https://cdn.entero.ru/mp@2x/83/b9/83b96afbd8bfef94b81f844bc27c849e.jpg;https://cdn.entero.ru/mp@2x/5b/0a/5b0aafbf28fdf40a89e8ea0aa3122e5b.jpg;https://cdn.entero.ru/mp@2x/98/da/98da794815282c09ad4d9f2b43e981a3.jpg,Дозатор дезинфицирующего средства ROAL ATD-03,н0000185544,1631,RUB,Нет,ROAL,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/128331,"<p>Дозатор дезинфицирующего средства <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128331"">ROAL ATD-03</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм и мыла. Модель оснащена вместительным наливным баком для дезинфицируещего средства. Корпус выполнен из пластика.</p>

<p>В комплект поставки входят крепежные материалы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорное управление</li>
<li>Закрывается на пластиковый ключ</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бака: 0,6 л</li>
<li>Размер дозы:
<ul>
<li>Мыло: от 1 до 2 мл</li>
<li>Пена: от 0,7 до 1,4 мл</li>
</ul>
</li>
<li>Дистанция срабатывания сенсора: от 80 до 120 мм</li>
<li>Питание: 4x 1,5V AA</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/250103"">AC/DC 6 В адаптер</a></li>
</ul>",128331,,,100 мм,110 мм,165 мм,,Китай,,,0,https://entero.ru/manuals/141055/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20ATD-03.pdf;https://entero.ru/manuals/141056/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/1b/4c/1b4c4fb54f4cf6628c4004cd1dbaa092.jpg;https://cdn.entero.ru/mp@2x/21/86/2186c31e1d51d6b66a4e4fc9bac2d951.jpg;https://cdn.entero.ru/mp@2x/86/d8/86d8fee371a26f2f39668f8e9162e229.jpg;https://cdn.entero.ru/mp@2x/f1/cd/f1cd9f62f47d40bf58bdecc4863c2ff5.jpg;https://cdn.entero.ru/mp@2x/2a/93/2a9315d7b54a0a941138bbc4eacc50a5.jpg;https://cdn.entero.ru/mp@2x/e3/cf/e3cf8aa2c0aec5eb473f943edaee5916.jpg,"Дозатор жидких растворов Puff 8193, 1 л",Puff-8193,1705,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/196369,"<p>Локтевой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/196369""><b class=""b"">Puff 8193 </b></a>предназначен для размещения и дозированной подачи жидких и гелеобразных антисептических растворов и жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена каплесборником. Корпус выполнен из ударопрочного АБС-пластика.</p>

<p>В комплект поставки входит набор крепежа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кнопка потайного открывания</li>
<li>Допустимое содержание спирта в растворах до 75%</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Дозировка при 1 нажатии: от 1 до 5 мл</li>
<li>Расстояние между крепежными отверстиями:
<ul>
<li>По ширине: 70 мм</li>
<li>По высоте: 83 мм</li>
</ul>
</li>
<li>Цвет: белый с серым</li>
</ul>",196369,,,160 мм,215 мм,340 мм,,Россия,,,0,,,,0.61 кг,подвесной,локтевое
https://cdn.entero.ru/mp@2x/33/44/3344ac4a3c105ab7547722beb1855412.jpg;https://cdn.entero.ru/mp@2x/1b/dd/1bdd6b2189e8d084aacb12e2d92163d7.jpg;https://cdn.entero.ru/mp@2x/a8/b6/a8b6f618ec6f93e329582dba571fb3d9.jpg;https://cdn.entero.ru/mp@2x/01/36/01367d0766a39120dc71cc9711973598.jpg;https://cdn.entero.ru/mp@2x/f8/cb/f8cb4b9df8b19aa0043492234ce2c403.jpg,"Дозатор локтевой Дезнэт пластиковый, 1 л","Дозатор локтевой Дезнэт пластиковый, 1 л",2182,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/213057,"<p>Локтевой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/213057""><b class=""b""><font color=""#3383d0"">Дезнет пластиковый, 1 л</font></b></a> используется в медицинских и лечебно-профилактических организациях различного профиля, на предприятиях общественного питания и торговли, в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозированной подачи антисептика или мыла капельным способом. Корпус выполнен из пластика, рычаг - из нержавеющей стали.</p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем используемой емкости
<ul>
<li>500 мл </li>
<li>1 л</li>
</ul>
</li>
<li>Диаметр горловины ёмкости:
<ul>
<li>24 мм</li>
<li>28 мм</li>
<li>32 мм</li>
</ul>
</li>
<li>Расстояние от стены: 88 мм</li>
</ul>",213057,,,100 мм,,270 мм,,Россия,,,0,,,,,,локтевое
https://cdn.entero.ru/mp@2x/66/35/663504db8ef1a2e578f1bddd08743beb.jpg,"Дозатор жидкого мыла Puff 8108, 2 по 0.35 л",1402.008,2520,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172809,"<p>Дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172809""><b class=""b"">Puff 8108 </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель включает 2 дозатора, каждый дозатор оснащен окошком индикации наличия жидкости и удобной кнопкой. Корпусы изготовлены из белого ударопрочного АБС-пластика с матовой поверхностью.</p>

<p>В комплект поставки входят набор крепежа и ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, шампунь, гель для душа, антисептик гелевой структуры</li>
<li>Настенный монтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 2 по 0.35 л</li>
<li>Дозировка при 1 нажатии: 1 мл</li>
</ul>",172809,,,130 мм,75 мм,210 мм,,Россия,,,0,,,,0.66 кг,подвесной,ручное
https://cdn.entero.ru/mp@2x/ba/73/ba7328634e987773247a78912035c57e.jpg;https://cdn.entero.ru/mp@2x/e8/2a/e82a8b5ab7915bca2a80bb06f86e934a.jpg;https://cdn.entero.ru/mp@2x/d2/18/d2183d6d473916f90b0dfc6db38526b0.jpg;https://cdn.entero.ru/mp@2x/73/b0/73b0565efaecdff5d846766c5c2eed13.jpg;https://cdn.entero.ru/mp@2x/82/e5/82e54f5380bc02cd880aa3726b825fec.jpg,"Дозатор локтевой Дезнэт алюминиевый, 1 л","Дозатор локтевой Дезнэт алюминиевый, 1 л",2563,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/213064,"<p>Локтевой дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/213064""><b class=""b""><font color=""#3383d0"">Дезнет </font></b></a>используется в медицинских и лечебно-профилактических организациях различного профиля, на предприятиях общественного питания и торговли, в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозированной подачи антисептика или мыла капельным способом. Корпус выполнен из алюминия, рычаг - из нержавеющей стали.</p>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем используемой емкости
<ul>
<li>500 мл </li>
<li>1 л</li>
</ul>
</li>
<li>Диаметр горловины ёмкости:
<ul>
<li>24 мм</li>
<li>28 мм</li>
<li>32 мм</li>
</ul>
</li>
<li>Расстояние от стены: 90 мм</li>
</ul>",213064,,,94 мм,,290 мм,,Россия,,,0,,,,,,локтевое
https://cdn.entero.ru/mp@2x/65/9d/659d18674f47c8df44c5e679c9280b40.jpg,"Дозатор жидкого мыла Puff Solinne ТМ 801ML антивандальный матовый, 0.5 л",2512.008,2619,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172829,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172829""><b class=""b"">Puff Solinne ТМ 801ML </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена окошком индикации наличия жидкости и удобной кнопкой. Корпус изготовлен из нержавеющей стали 201 с матовой поверхностью.</p>

<p>В комплект поставки входит набор крепежа и ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, гель для душа и другие жидкости с гелеобразной основой</li>
<li>Настенный монтаж</li>
<li>Скрытые крепления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0.5 л</li>
</ul>",172829,,,95 мм,106 мм,148 мм,,Россия,,,0,,,,,подвесной,ручное
https://cdn.entero.ru/mp@2x/57/1f/571f77eee135a5e319be404df69fdb14.jpg,Дозатор MIRTOO ZY16,Дозатор MIRTOO ZY16,2782,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/206608,"<p>Сенсорный дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206608"">MIRTOO ZY16</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой и гелеобразной форм или мыла. Модель оснащена внутренним контейнером для жидкости и инфракрасным сенсорным датчиком. Корпус выполнен из противоударного ABS пластика.</p>

<p><span style=""color:#FF0000;"">Дозатор работает с помощью от 4 батареек типа АА, от сети 220V от адаптера или кабеля USB типа С, которые не входят в комплект поставки.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Уровень водонепроницаемости: IPX3</li>
</ul>

<p><b>Дополонительные характеристики:</b></p>

<ul>
<li>Объем резервуара: 500 мл</li>
</ul>",206608,220 В,,103 мм,84 мм,195 мм,,,,,0,,,,0.25 кг,настольный,сенсорное
