Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Вес (без упаковки),Родина бренда,Страна-производитель,Мощность привода,Длина ротора
https://cdn.entero.ru/mp@2x/91/17/9117835331c56fb4a382f2f34ae05037.jpg;https://cdn.entero.ru/mp@2x/46/33/4633f06d3a4ad63a7aee5f95bedf642d.jpg;https://cdn.entero.ru/mp@2x/85/5c/855cb02519e1b51748b00556a2391383.jpg;https://cdn.entero.ru/mp@2x/33/7e/337e845e61c2c14a17c4ade439002af6.jpg;https://cdn.entero.ru/mp@2x/11/52/1152b932478e7589e3927ece2c2f5943.jpg;https://cdn.entero.ru/mp@2x/1b/22/1b222209baad30a8b3f7e0afbaded011.jpg;https://cdn.entero.ru/mp@2x/30/be/30be82dca95948e6b8bfac0dc850e7ba.jpg,Мойка фрикционная ПЗО FA 3000,Мойка фрикционная ПЗО FA 3000,1480785,RUB,Нет,ПЗО,Профоборудование,Промышленное,Оборудование для мойки,https://entero.ru/item/365339,"<p>Фрикционная мойка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365339"">ПЗО FA 3000</a></b> используется на промышленных предприятиях, в пунктах приема, сортировки и переработки отходов для очистки сырья от загрязнений. Оборудование представляет собой вращающийся лопастной ротор, установленный в наклонной перфорированной камере с подачей воды. Принцип работы: сырье, попадая в камеру, подхватывается вращающимся на большой скорости ротором, происходит процесс интенсивной мойки, загрязнения с водой удаляются через сито, сырье перемещается наверх, отделяется от влаги и выгружается в подготовленную тару. Корпус выполнен из металла с антикоррозийным покрытием порошковой краской.</p>

<p>В комплект поставки входят инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения ротора: 1000 об/мин.</li>
<li>Диаметр ротора: 500 мм</li>
<li>Максимальный диамер перфорации сита: 3 мм</li>
</ul>",365339,3600 мм,1064 мм,1593 мм,0,https://entero.ru/manuals/475928/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%9F%D0%97%D0%9E%20FA%203000.pdf,1300 кг,Россия,Россия,22 кВт,3000 мм
