Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Материал,Цвет,Расходный материал
https://cdn.entero.ru/mp@2x/0f/32/0f3216b0f654e9f1cefb27158fa15b75.jpg,"Диспенсер для туалетной бумаги Puff 7130S хром, с ключом",Рuff-7130S,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/196533,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/196533""><b class=""b"">Puff 7130S </b></a>предназначен для гигиеничного размещения и дозированной подачи туалетной бумаги в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней и высокой проходимости. Модель оснащена окошком индикации наличия бумаги. Корпус изготовлен из ударопрочного АБС-пластика цвета хром.</p>

<p>В комплект поставки входит набор крепежа и ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: рулонная бумага</li>
<li>Настенный монтаж</li>
<li>Ручное управление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр рулона: до 240 мм</li>
<li>Диаметр втулки: не менее 45 мм</li>
</ul>",196533,270 мм,130 мм,282 мм,,,,0,,,0.72 кг,,Россия,,пластик,металл,туалетная бумага
https://cdn.entero.ru/mp@2x/74/73/7473bfa54a61a5cb5720410592b45181.jpg,Диспенсер туалетной бумаги Kimberly-Clark Professional 8972 листовой,"8972 для листовой туалетной бумаги, серебристый",0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/176154,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176154""><b class=""b"">Kimerly-Clark Professional 8972 </b></a>предназначен для размещения и подачи листовой туалетной бумаги в престижных санитарных узлах офисов, предприятий общепита и отелях. Модель оснащена запорным механизмом и окошком для контроля над наличием расходного материала. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Премиальное качество</li>
<li>Высокий стандарт гигиены</li>
<li>Система дозирования расходного материала</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Высокое сопротивление коррозии и окислению, марка 304</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 2 мм</li>
<li>Габариты в упаковке: 356х176х147 мм</li>
</ul>",176154,175 мм,140 мм,319 мм,,,,0,,,2.23 кг,США,США,,нерж. сталь,серебряный,туалетная бумага
https://cdn.entero.ru/mp@2x/f1/4e/f14e0dac3b54e96f6d741b54e3efa446.jpg,Диспенсер для одноразовых перчаток AROTERRA MAD-200G,Диспенсер для одноразовых перчаток AROTERRA MAD-200G,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/207518,"<p><span class=""b"">Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/207518"">AROTERRA MAD-200G</a></b></span><b class=""b""> </b>предназначен для гигиеничного размещения и дозированной подачи одноразовых перчаток в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена замком с ключем для антивандальной защиты. Диспенсер имеет настенное крепление и может устанавливаться на мобильную стойку MAD-22450.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>
<p>Вместимость: 200 шт.</p>
</li>
</ul>",207518,230 мм,100 мм,100 мм,,,,0,,,,,,,,серый,одноразовые перчатки
https://cdn.entero.ru/mp@2x/cc/d0/ccd070794b0d4cd6de02ad2fb2a46121.jpg,Диспенсер для туалетной бумаги VIATTO OK-501A (пластик),Диспенсер для туалетной бумаги VIATTO OK-501A (пластик),0,RUB,Нет,VIATTO,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/204578,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204578""><b class=""b"">VIATTO OK-501A </b></a>предназначен для размещения и подачи малой рулонной туалетной бумаги в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Изделие выполнено из поликарбоната.</p>

<p>Подходит для большого рулона.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина: 95 мм</li>
<li>Высота: 230 мм</li>
</ul>",204578,290 мм,120 мм,300 мм,0.875 кг,1,290x120x300 мм,0,https://entero.ru/manuals/463145/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.8 кг,,Китай,,пластик,белый,туалетная бумага
https://cdn.entero.ru/mp@2x/6d/8e/6d8ef23fc379d7f5536a1f08aa780d39.jpg,Диспенсер для бумажных полотенец VIATTO OK-512A (пластик),Диспенсер для бумажных полотенец VIATTO OK-512A (пластик),0,RUB,Нет,VIATTO,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/204579,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204579""><b class=""b"">VIATTO OK-512A </b></a>предназначен для размещения и подачи бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Изделие выполнено из поликарбоната.</p>

<p>Диспенсер для салфеток подходит для листовых бумажных полотенец Z-сложения длиной до 23 см.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Высота: 200 мм</li>
<li>Ширина: 100 мм</li>
<li>Глубина: 260 мм</li>
</ul>

<p> </p>",204579,260 мм,100 мм,200 мм,0.9 кг,1,260x100x200 мм,0,https://entero.ru/manuals/463144/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.85 кг,,Китай,,,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/fa/a5/faa5d22de50df075df8f5e51c465c35e.jpg,Диспенсер для бумажных полотенец МастерГласс 1731,Диспенсер для бумажных полотенец МастерГласс 1731,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/252554,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252554"">МастерГласс 1731</a> </b>предназначен для размещения и подачи листовых бумажных полотенец V / Z - сложения в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена окошком для контроля над наличием расходного материала. Корпус выполнен из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: до 500 листов</li>
</ul>",252554,275 мм,295 мм,130 мм,1.2 кг,1,330x354x156 мм,0,,,1 кг,,Россия,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/14/93/149372a91e5278e8bbd6cd62666e0745.jpg;https://cdn.entero.ru/mp@2x/01/6e/016ee952fbc2d10e4d467f19d9557a3a.jpg;https://cdn.entero.ru/mp@2x/dc/a5/dca57678576796e00e3de77cee43d317.jpg;https://cdn.entero.ru/mp@2x/25/b9/25b937b00f5c8a1dc6844fff12015bb5.jpg,Диспенсер для бумажных салфеток Merida DX135 черный,DX135,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313636,"<p>Настольный диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313636""><b class=""b"">Merida DX135 </b></a>предназначен для хранения и дозированной подачи бумажных салфеток в кафе, ресторанах, столовых и других предприятиях общественного питания. Корпус изготовлен из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Экономичное точное дозирование по 1 салфетке с двух сторон</li>
<li>Компактные габариты для легкой транспортировки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер салфеток: 170x170 мм</li>
</ul>",313636,110 мм,140 мм,140 мм,,,,0,,,0.55 кг,,Россия,,пластик,черный,салфетки
https://cdn.entero.ru/mp@2x/cb/9e/cb9e4223d38f820bb34f61f21f7481c2.jpg;https://cdn.entero.ru/mp@2x/1c/28/1c28c4f07b79b85fccc6d2745366062c.jpg;https://cdn.entero.ru/mp@2x/64/97/6497004f56b8c69535e34a3655c6a5f4.jpg;https://cdn.entero.ru/mp@2x/47/f4/47f44957fac32bea4c0944543a051b30.jpg,Диспенсер для бумажных салфеток Merida DX134 белый,DX134,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313900,"<p>Настольный диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313900""><b class=""b"">Merida DX134 </b></a>предназначен для хранения и дозированной подачи бумажных салфеток в кафе, ресторанах, столовых и других предприятиях общественного питания. Корпус изготовлен из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Экономичное точное дозирование по 1 салфетке с двух сторон</li>
<li>Компактные габариты для легкой транспортировки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер салфеток: 170x170 мм</li>
</ul>",313900,140 мм,110 мм,140 мм,,,,0,,,0.55 кг,,Россия,,пластик,белый,салфетки
https://cdn.entero.ru/mp@2x/93/27/93274895ae2afc4b6967b5b0b84aa611.jpg,"Диспенсер для бумажных полотенец Puff 5130S хром матовый, с замком",1402.008,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/195673,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195673""><b class=""b"">Puff 5130S </b></a>предназначен для гигиеничного размещения и дозированной подачи бумажных полотенец в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена окошком индикации наличия бумаги. Корпус изготовлен из ударопрочного матового АБС-пластика серебристого цвета с матовой поверхностью.</p>

<p>В комплект поставки входит набор крепежа и ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: листовые бумажные полотенца Z и V сложения</li>
<li>Настенный монтаж</li>
<li>Ручное управление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: до 250 шт.</li>
<li>Размер листа в сложенном виде: 220х80 мм</li>
</ul>",195673,273 мм,105 мм,206 мм,,,,0,,,0.6 кг,,Россия,,пластик,,бумажные полотенца
https://cdn.entero.ru/mp@2x/7d/d6/7dd6296ed7637122101c4f0f0ec82ace.jpg;https://cdn.entero.ru/mp@2x/fd/3b/fd3b1691af9c1ace33838e59842d53d4.jpg;https://cdn.entero.ru/mp@2x/1a/6d/1a6d746425eb2883e4deba6ac429d024.jpg;https://cdn.entero.ru/mp@2x/da/a6/daa6083aed5e52bb5383913d72d9228b.jpg,Диспенсер для туалетной бумаги Oceanus 14-232А нерж. сталь глянцевый,14-232А,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/346391,"<p>Встраиваемый настенный диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346391""><b class=""b"">Oceanus 14-232А </b></a>предназначен для гигиеничного размещения рулонной туалетной бумаги в санитарных узлах гостиниц, предприятий общественного питания и торговли, медицинских учреждений и других мест массового пребывания. Модель оснащена откидной крышкой. Корпус формы изготовлен из нержавеющей стали марки AISI 304 с глянцевой серебристой поверхностью.</p>

<p>В комплект поставки входят шурупы и дюбели.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: от 0,6 до 1,2 мм</li>
</ul>",346391,164 мм,80 мм,164 мм,,,,0,https://entero.ru/manuals/424767/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Oceanus%2014-232%D0%90.pdf;https://entero.ru/manuals/424768/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,Россия,,нерж. сталь,нержавеющая сталь,туалетная бумага
https://cdn.entero.ru/mp@2x/e1/ca/e1ca2282876e82183e05b65534520766.jpg,Диспенсер пакетов для гигиенических прокладок Merida STELLA R BLACK GSC002R (нерж. сталь) черный,GSC002R,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354915,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354915""><b class=""b"">Merida STELLA R BLACK GSC002R</b></a> предназначен для размещения пакетов с гигиеническими прокладками в женских кабинках общественных санитарных узлов гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали марки 901R с матовым покрытием порошковой краской черного цвета, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Круглое окошко для контроля наличия расходных материалов</li>
<li>Барабанный замок</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная вместимость: 30 шт.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",354915,95 мм,24 мм,170 мм,0.55 кг,1,111x50x185 мм,0,https://entero.ru/manuals/449930/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20GSC002R.jpg,,0.39 кг,,Польша,,нерж. сталь,черный,пакеты для прокладок
https://cdn.entero.ru/mp@2x/37/8c/378c4d02cfcd8ec99dcfd237530cfb02.jpg,Диспенсер пакетов для гигиенических прокладок Merida STELLA R GSA002R (нерж. сталь) матовая сталь Anti Finger,GSA002R,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354916,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354916""><b class=""b"">Merida STELLA R GSA002R</b></a> предназначен для размещения пакетов с гигиеническими прокладками в женских кабинках общественных санитарных узлов гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали марки 901R с обработанной против отпечатков пальцев матовой поверхностью Anti Finger, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Круглое окошко для контроля наличия расходных материалов</li>
<li>Барабанный замок</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная вместимость: 30 шт.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",354916,95 мм,30 мм,170 мм,0.55 кг,1,111x50x185 мм,0,https://entero.ru/manuals/449932/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20GSA002R.jpg,,0.39 кг,,Польша,,нерж. сталь,нержавеющая сталь,пакеты для прокладок
https://cdn.entero.ru/mp@2x/9b/33/9b333b1677525ec3f25d62e0bd3ba9f5.jpg;https://cdn.entero.ru/mp@2x/9a/2e/9a2e84511a0634ffc411a963aa6663a8.jpg,Диспенсер туалетной бумаги Kimberly-Clark Aquarius Twin Mini Jumbo 6947 для 2х рулонов,"6947 для рулонной туалетной бумаги, белый",0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175119,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175119""><b class=""b"">Kimerly-Clark Aquarius Twin Mini Jumbo 6947 </b></a>предназначен для размещения и подачи рулонной туалетной бумаги в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p>Диспенсер подходит для использования с рулонной туалетной бумагой 8512, 8615.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система для туалетной бумаги с высокой емкостью</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладкая глянцевая поверхность</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная вместимость: 2 рулона</li>
<li>Габариты в упаковке: 300х133х474 мм</li>
</ul>",175119,459 мм,123 мм,292 мм,,,,0,,,1.25 кг,США,США,,пластик,белый,туалетная бумага
https://cdn.entero.ru/mp@2x/c2/1e/c21eea1be0de67ea01a7e5632e9d17ae.jpg,Диспенсер туалетной бумаги Kimberly-Clark Aquarius 6990 листовой,"6990 для листовой туалетной бумаги, упаковка Bulk Pack, белый",0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175699,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175699""><b class=""b"">Kimerly-Clark Aquarius 6990 </b></a>предназначен для размещения и подачи листовой туалетной бумаги в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Увеличенная вместимость</li>
<li>Система подачи бумаги строго по одному листу</li>
<li>Запатентованное устройство для защиты от переполнения</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Полностью закрытая система для обеспечения высокого стандарта гигиены</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Сертификат качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка: 5 пачек</li>
<li>Габариты в упаковке: 420х320х152 мм</li>
</ul>",175699,317 мм,147 мм,407 мм,,,,0,,,1.68 кг,США,США,,пластик,белый,туалетная бумага
https://cdn.entero.ru/mp@2x/c5/19/c5195478973d9195cd7afc9be13a5cd8.jpg,Диспенсер гигиенических покрытий на унитаз Merida STELLA R BLACK GSC001R (нерж. сталь) черный,GSC001R,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/357035,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357035""><b class=""b"">Merida STELLA R BLACK GSC001R</b></a> предназначен для размещения и подачи гигиенических покрытий на унитаз в общественных санитарных узлах гостиниц, вокзалов, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и фронтальным прямоугольным отверстием для выдачи. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали марки AISI 304 с матовым покрытием черной порошковой краской, упаковка – гофрокороб.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Барабанный замок заподлицо с поверхностью, скрытые петли и зашлифованные сварные соединения боковых стенок</li>
<li>Настенный монтаж</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Тип сложения гигиенических покрытий: 1/4</li>
<li>Максимальная вместимость: 100 шт.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",357035,220 мм,40 мм,285 мм,,,,0,https://entero.ru/manuals/456415/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20BLACK%20GSC001R.jpg,,1.2 кг,,,,нерж. сталь,черный,гигиенические покрытия на унитаз
https://cdn.entero.ru/mp@2x/2b/6b/2b6badc64c47da6aba7cafa08d933550.jpg,Диспенсер туалетной бумаги Kimberly-Clark Professional Mini Jumbo 8974 рулонный,"8974 для рулонной туалетной бумаги, серебристый",0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/176177,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176177""><b class=""b"">Kimerly-Clark Professional Mini Jumbo 8974 </b></a>предназначен для размещения и подачи рулонной туалетной бумаги в престижных санитарных узлах офисов, предприятий общепита и отелях. Модель оснащена запорным механизмом и окошком для контроля над наличием расходного материала. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Премиальное качество</li>
<li>Высокий стандарт гигиены</li>
<li>Система дозирования расходного материала</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Высокое сопротивление коррозии и окислению, марка 304</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Стандарт качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 2 мм</li>
<li>Габариты в упаковке: 281х255х142 мм</li>
</ul>",176177,237 мм,119 мм,295 мм,,,,0,,,2.82 кг,США,США,,нерж. сталь,серебряный,туалетная бумага
https://cdn.entero.ru/mp@2x/5e/4c/5e4c33aea4c85a0f0b3c842a7d0d04fd.jpg,Диспенсер для одноразовых перчаток AROTERRA MAD-200B,Диспенсер для одноразовых перчаток AROTERRA MAD-200B,0,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/207525,"<p><span class=""b"">Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/207525""><b class=""b"">AROTERRA MAD-200B</b></a></span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/207525""><b class=""b""> </b></a>предназначен для гигиеничного размещения и дозированной подачи одноразовых перчаток в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена замком с ключем для антивандальной защиты. Диспенсер имеет настенное крепление и может устанавливаться на мобильную стойку MAD-22450.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>
<p>Вместимость: 200 шт.</p>
</li>
</ul>",207525,230 мм,100 мм,100 мм,,,,0,,,,,,,,черный,одноразовые перчатки
https://cdn.entero.ru/mp@2x/03/13/03131a793e226f60243ce32b53e5b31f.jpg;https://cdn.entero.ru/mp@2x/98/30/9830af9b61879f92304d875dd1312cb9.jpg;https://cdn.entero.ru/mp@2x/3d/76/3d7602770e6c0002d0a48acb8b466b1e.jpg;https://cdn.entero.ru/mp@2x/8a/5e/8a5e5de55b0bdf6d6bf5cec5a9717267.jpg;https://cdn.entero.ru/mp@2x/f8/41/f8418bbd4ca774e94af9d425dcb5791b.jpg,Диспенсер для туалетной бумаги Merida STELLA R BSM401.R матовый,BSM401.R,9193,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313873,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313873""><b class=""b"">Merida STELLA R BSM401.R </b></a>предназначен для размещения и подачи туалетной бумаги в листах в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемым на ключ барабанным замком. Корпус изготовлен из полированной нержавеющей стали AISI 304, окошко выдачи обработано лаком AntiFinger. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующее отверстие специальной формы для точного и экономного полистового расхода</li>
<li>Контроль наличия бумаги через окошко</li>
<li>Механический способ подачи</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 400 шт.</li>
<li>Толщина стали: 1 мм</li>
</ul>",313873,126 мм,114 мм,260 мм,1.35 кг,1,160x120x300 мм,0,,,1.35 кг,,Россия,,нерж. сталь,металл,туалетная бумага
https://cdn.entero.ru/mp@2x/e2/79/e279826e41517e997f7a6991904b3f69.jpg;https://cdn.entero.ru/mp@2x/b7/1e/b71e2cb6e9fb38bd64a4d3d27e688cb7.jpg,Диспенсер для туалетной бумаги Jofel AE25500,48940 / АE25500 / AE 25500 300м хром,974,RUB,Нет,Jofel,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/189691,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189691"">Jofel AE25500</a></b> серии Futura используется в туалетных комнатах кафе, баров, ресторанов, торговых центров и офисов для гигиеничного размещения и дозированной подачи туалетной бумаги. Модель оснащена смотровым окном для контроля расхода. Корпус выполнен из блестящей нержавеющей стали AISI 304 толщиной 0,8 мм, основание - из серого ABS-пластика.</p>

<p>В комплект поставки входят ключ из нержавеющей стали с 2 выступами, 3 дюбеля и 3 винта для крепления на стену.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Диспенсер среднего размера для промышленных рулонов бумаги</li>
<li>Замок с ключом, смотровое окно для контроля расхода, антивандальный</li>
<li>Передняя часть полностью откидывается для заправки рулона бумаги</li>
<li>Надежность, прочность и долговечность</li>
<li>Простая очистка и обслуживание</li>
<li>Легко вписывается в любую планировку и интерьер</li>
<li>Рекомендуется для заведений со средней проходимостью</li>
<li>Широко испытан и опробован</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр посадочной втулки: 45 мм</li>
<li>Макс. диаметр рулона: 220 мм</li>
<li>Макс. длина рулона: 300 м</li>
<li>Габариты в упаковке: 278х140х285 мм</li>
</ul>",189691,274 мм,125 мм,277 мм,,,,0,https://entero.ru/manuals/220512/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Jofel%20AE25500.pdf;https://entero.ru/manuals/220513/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Jofel%20AE25500.jpg,1334,0.96 кг,,Испания,,"нерж. сталь, пластик",металл,туалетная бумага
