Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Материал,Цвет,Расходный материал
https://cdn.entero.ru/mp@2x/12/86/128625e9703eed945ea81be4227bc65c.jpg;https://cdn.entero.ru/mp@2x/43/2e/432e801645c98368b3d2a833e440bfc0.jpg;https://cdn.entero.ru/mp@2x/f8/27/f8276173a327f11cb7e07152dd8e4de7.jpg;https://cdn.entero.ru/mp@2x/78/99/78991ced6b7bf8ceb0116d5f2e9c66fe.jpg;https://cdn.entero.ru/mp@2x/4d/b8/4db81202a644dd2d99ca6326e4f9556d.jpg;https://cdn.entero.ru/mp@2x/9d/33/9d33f355898c3f90b332028e3c25d54e.jpg;https://cdn.entero.ru/mp@2x/7e/5d/7e5d8dfa9b9815dbc1fdd789f4c174ce.jpg;https://cdn.entero.ru/mp@2x/9f/3d/9f3d6493fb9c9256b1301ef56b2978d8.jpg;https://cdn.entero.ru/mp@2x/59/e5/59e52495d9be248cdcf68684ee8037e0.jpg;https://cdn.entero.ru/mp@2x/1b/fd/1bfdf93447422b87a9120eea5c6ce8ad.jpg;https://cdn.entero.ru/mp@2x/8e/97/8e976bd09075daa09da98472146ff6ba.jpg;https://cdn.entero.ru/mp@2x/9c/12/9c12dc34bd16dd7f833f26138ef28d0f.jpg,Диспенсер туалетной бумаги Puff 7145Bl с замком (АБС-пластик) черный,1402.008,3414,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/368114,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368114""><b class=""b"">Puff 7145Bl</b></a> предназначен для размещения и дозированной подачи рулонной туалетной бумаги в общественных санитарных узлах гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Корпус цилиндрической формы изготовлен из ударопрочного АБС-пластика, крышка с черной матовой поверхностью, упаковка – картонная коробка.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Ключ к замку</li>
<li>Монтажный комплект:​
<ul>
<li>4 дюбеля</li>
<li>4 шурупа</li>
</ul>
</li>
<li>2 втулки различного диаметра</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Зубчатые кромки на выходном отверстии для удобства отрывания бумаги</li>
<li>Окошко для визуального контроля наличия бумаги</li>
<li>Металлический барабанный замок</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты рулона:
<ul>
<li>Диаметр: 240 мм</li>
<li>Ширина: 95 мм</li>
</ul>
</li>
<li>Диаметр втулок: 45 / 55 мм</li>
</ul>",368114,290 мм,140 мм,290 мм,0.87 кг,1,300x140x300 мм,0,https://entero.ru/manuals/484866/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Puff.pdf;https://entero.ru/manuals/484912/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,Россия,,пластик,черный,туалетная бумага
https://cdn.entero.ru/mp@2x/8d/d3/8dd36eef7b1e4fd49eacf6ef5db21772.jpg;https://cdn.entero.ru/mp@2x/de/9f/de9f49d4e454e20c815649c0735c9044.jpg;https://cdn.entero.ru/mp@2x/3c/53/3c533b36c8664ea79619afdef2355acb.jpg;https://cdn.entero.ru/mp@2x/7c/90/7c90dfac9e4cb0c19e31e2ee9569a5a7.jpg;https://cdn.entero.ru/mp@2x/1d/69/1d695bf5b095f0d528730972e0a61a2d.jpg;https://cdn.entero.ru/mp@2x/e4/3d/e43dc3d4096ec0d64998eaf4bca12dcc.jpg;https://cdn.entero.ru/mp@2x/ce/44/ce443a91807bb59f196523bdb52d5188.jpg;https://cdn.entero.ru/mp@2x/f4/f2/f4f24470a92d9f2e372406e9c1be149e.jpg;https://cdn.entero.ru/mp@2x/95/13/9513371db3450bf8ac3d9d6c9d9e1eb4.jpg;https://cdn.entero.ru/mp@2x/10/a0/10a01f9a7bba7b4d129e7cecb951e50a.jpg;https://cdn.entero.ru/mp@2x/0e/41/0e417ecc3bfd67f9c1ca1fdd7979e266.jpg;https://cdn.entero.ru/mp@2x/fc/2b/fc2bcf770dbe1172d4fe1d676e92552a.jpg,Диспенсер туалетной бумаги Puff 7145S с замком (АБС-пластик) хром,1402.008,3414,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/368115,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368115""><b class=""b"">Puff 7145S</b></a> предназначен для размещения и дозированной подачи рулонной туалетной бумаги в общественных санитарных узлах гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Корпус цилиндрической формы изготовлен из ударопрочного АБС-пластика, крышка с матовой поверхностью оттенка хром, упаковка – картонная коробка.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Ключ к замку</li>
<li>Монтажный комплект:​
<ul>
<li>4 дюбеля</li>
<li>4 шурупа</li>
</ul>
</li>
<li>2 втулки различного диаметра</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Зубчатые кромки на выходном отверстии для удобства отрывания бумаги</li>
<li>Окошко для визуального контроля наличия бумаги</li>
<li>Металлический барабанный замок</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальные габариты рулона:
<ul>
<li>Диаметр: 240 мм</li>
<li>Ширина: 95 мм</li>
</ul>
</li>
<li>Диаметр втулок: 45 / 55 мм</li>
</ul>",368115,290 мм,140 мм,290 мм,0.87 кг,1,300x140x300 мм,0,https://entero.ru/manuals/484865/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Puff.pdf;https://entero.ru/manuals/484911/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,Россия,,пластик,хром,туалетная бумага
https://cdn.entero.ru/mp@2x/05/4b/054b3744727078212a8bf60d567ce4e4.jpg,Диспенсер бумажных полотенец Starmix CP 0521 B,CP0521B,3419,RUB,Да,Starmix,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/225453,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225453"">Starmix CP 0521 B</a> </b>предназначен для размещения и подачи рулонных бумажных полотенец в санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена замком. Корпус выполнен из ударопрочного ABS пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подходит для Z- и V-образных полотенец</li>
<li>Высокий стандарт гигиены</li>
<li>Настенное крепление</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Цвет: белый</li>
</ul>",225453,240 мм,240 мм,355 мм,,,,0,,4815,,Германия,Германия,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/47/b0/47b060fb1a680849d04164f50d4f43d3.jpg,Диспенсер бумажных полотенец Starmix CP 0528 B,CP0528B,3419,RUB,Да,Starmix,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/225454,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225454"">Starmix CP 0528 B</a> </b>предназначен для размещения и подачи рулонных бумажных полотенец в санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена замком с ключом. Корпус выполнен из ударопрочного ABS пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подходит для Z- и V-образных полотенец</li>
<li>Высокий стандарт гигиены</li>
<li>Настенное крепление</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Цвет: белый</li>
</ul>",225454,180 мм,170 мм,335 мм,,,,0,,,,Германия,Германия,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/71/51/715141320a8d1e73e26da1869839a36d.jpg;https://cdn.entero.ru/mp@2x/bd/7d/bd7dd590a62878503ab0cdc8d061f664.jpg;https://cdn.entero.ru/mp@2x/cc/82/cc82d15d5a5b25e19579c4b92d9a3d5f.jpg;https://cdn.entero.ru/mp@2x/96/b4/96b48eb37217fb713a58ca5ffff8065b.jpg;https://cdn.entero.ru/mp@2x/8d/78/8d78dd57bdcafd89487979b94e6ab42b.jpg,Диспенсер освежителя воздуха Merida HARMONY GHB704 (АБС пластик) белый,GHB704,4010,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354932,"<p>Автоматический диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354932""><b class=""b"">Merida​ HARMONY GHB704</b></a> предназначен для распыления освежителя воздуха в общественных санитарных узлах офисов, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Вертикально ориентированный корпус обтекаемой формы выполнен из АБС пластика с глянцевой белой поверхностью, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настройка и индикация параметров:
<ul>
<li>Режим работы:
<ul>
<li>24 часа</li>
<li>День</li>
<li>Ночь</li>
</ul>
</li>
<li>5 настроек интервалов между дозированием ароматизатора</li>
<li>Индикатор состояния:
<ul>
<li>Зеленый: нормальная работа</li>
<li>Красный: необходимость замены баллона</li>
</ul>
</li>
</ul>
</li>
<li>Высокая эффективность</li>
<li>Питание от батареи типа AA</li>
<li>Расходный материал: аэрозольные средства ароматизации в баллонах</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон заданнной длительности интервалов между дозированием: 5 / 10 / 15 / 20 / 25 мин.</li>
<li>Объем баллона: 270 мл</li>
<li>Рекомендуемый объем помещения: до 170 м³</li>
</ul>",354932,82 мм,92 мм,252 мм,0.55 кг,1,70x85x220 мм,0,,5569,0.4 кг,,Китай,,пластик,белый,освежитель воздуха
https://cdn.entero.ru/mp@2x/1a/2b/1a2b41b5426822d93141df21ba81856c.jpg;https://cdn.entero.ru/mp@2x/6b/ac/6bacbada0026a7e5d2b193715ef9ea06.jpg;https://cdn.entero.ru/mp@2x/a7/ba/a7ba88669dd40b2f9257273034774e9f.jpg,Диспенсер освежителя воздуха Merida ONE WHITE GEB704 (АБС пластик) белый,GEB704,4010,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354933,"<p>Автоматический диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354933""><b class=""b"">Merida​ ONE WHITE GEB704</b></a> предназначен для распыления освежителя воздуха в общественных санитарных узлах офисов, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Вертикально ориентированный корпус обтекаемой формы выполнен из АБС пластика с глянцевой белой поверхностью, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настройка и индикация параметров:
<ul>
<li>Режим работы:
<ul>
<li>24 часа</li>
<li>День</li>
<li>Ночь</li>
</ul>
</li>
<li>5 настроек интервалов между дозированием ароматизатора</li>
<li>Индикатор состояния:
<ul>
<li>Зеленый: нормальная работа</li>
<li>Красный: необходимость замены баллона</li>
</ul>
</li>
</ul>
</li>
<li>Высокая эффективность</li>
<li>Питание от батареи типа AA</li>
<li>Расходный материал: аэрозольные средства ароматизации в баллонах</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон заданнной длительности интервалов между дозированием: 5 / 10 / 15 / 20 / 25 мин.</li>
<li>Объем баллона: 270 мл</li>
<li>Рекомендуемый объем помещения: до 170 м³</li>
</ul>",354933,82 мм,92 мм,252 мм,0.55 кг,1,90x70x220 мм,0,,,0.4 кг,,Россия,,пластик,белый,освежитель воздуха
https://cdn.entero.ru/mp@2x/c0/97/c097a146a87b07b59005009a3d668ca6.jpg;https://cdn.entero.ru/mp@2x/76/f0/76f0cc6cb21f3284707e3b26393f122a.jpg;https://cdn.entero.ru/mp@2x/80/63/8063058084f3ee9fbe609f23e9431a01.jpg;https://cdn.entero.ru/mp@2x/ba/78/ba78a6c5ff2ee77bb7206a1a1113fe57.jpg;https://cdn.entero.ru/mp@2x/d0/64/d064c37241230778c51186fb2d93d544.jpg,"Диспенсер для бумажных полотенец Merida ONE AEB101, Z-сложение, белый",AEB101,4103,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313600,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313600""><b class=""b"">Merida ONE AEB101 </b></a>предназначен для гигиеничного размещения и подачи отдельных листов бумажных полотенец Z-сложения в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель запирается на ключ. Корпус изготовлен из ударопрочного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующее отверстие специальной формы для точного и экономного полистового расхода</li>
<li>Контроль наличия полотенец через полупрозрачное окно</li>
<li>Современный лаконичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость листовых полотенец: до 400 шт. </li>
</ul>",313600,258 мм,100 мм,330 мм,0.95 кг,1,275x125x365 мм,0,,5329,0.94 кг,,Китай,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/95/50/9550061a5808cfa926fe79013bc8096f.jpg;https://cdn.entero.ru/mp@2x/f3/2f/f32fbe98c4460b3c9992d80b42746f45.jpg;https://cdn.entero.ru/mp@2x/ec/13/ec13f7f01aeb59a0185ae099990d6460.jpg;https://cdn.entero.ru/mp@2x/af/1b/af1b9ec26f8e105506ccc0294464ab78.jpg;https://cdn.entero.ru/mp@2x/e6/51/e651835ee9ce16ccf6ce1536df213b68.jpg,"Диспенсер для бумажных полотенец Merida ONE AEC101, Z-сложение, черный",AEC101,4103,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313609,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313609""><b class=""b"">Merida ONE AEC101 </b></a>предназначен для гигиеничного размещения и подачи отдельных листов бумажных полотенец Z-сложения в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель запирается на ключ. Корпус изготовлен из ударопрочного ABS-пластика</p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующее отверстие специальной формы для точного и экономного полистового расхода</li>
<li>Контроль наличия полотенец через полупрозрачное окно</li>
<li>Современный лаконичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость листовых полотенец: до 400 шт. </li>
</ul>",313609,258 мм,100 мм,330 мм,0.95 кг,1,275x125x365 мм,0,,5399,0.94 кг,,Китай,,пластик,черный,бумажные полотенца
https://cdn.entero.ru/mp@2x/f5/e4/f5e4ae2e662ac6caf237d5c603848a0e.jpg,Диспенсер для туалетной бумаги Merida HARMONY BLACK MAXI BHC101,BHC101,4227,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/171312,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171312"">Merida HARMONY BLACK MAXI BHC101</a> </b>предназначен для размещения и подачи туалетной бумаги из рулонов в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель запирается на ключ. Корпус изготовлен из ударопрочного АБС-пластика.</p>

<p>Минимальный заказ 2 единицы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контроль наличия бумаги через полупрозрачную крышку</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр втулки: от 60 мм</li>
<li>Максимальный диаметр рулона: 230 мм</li>
</ul>

<p style=""margin-left: 40px;""><b>​</b></p>

<p> </p>",171312,258 мм,121 мм,277 мм,,,,0,https://entero.ru/manuals/197184/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf;https://entero.ru/manuals/197185/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,,пластик,черный,туалетная бумага
https://cdn.entero.ru/mp@2x/c0/83/c08389dd1dd542fa13c6d84453653f36.jpg,Диспенсер для туалетной бумаги Merida ONE CEB101 белый,CEB101,4227,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313737,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313737""><b class=""b"">Merida ONE CEB101 </b></a>предназначен для размещения и подачи рулонной туалетной бумаги в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена замком для защиты от несанкционированного доступа и окном для удобного просмотра за наличием туалетной бумаги. Корпус изготовлен из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая подача</li>
<li>Центральная вытяжка</li>
<li>Легкая система замены рулона</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр рулона: 210 мм</li>
</ul>",313737,235 мм,145 мм,235 мм,0.85 кг,1,240x160x240 мм,0,,5155,0.75 кг,,Китай,,пластик,белый,туалетная бумага
https://cdn.entero.ru/mp@2x/23/6c/236c05a9f558953053ed973e2d590fc4.jpg;https://cdn.entero.ru/mp@2x/23/85/2385ea8391d5625c19dac6fc3a9635b0.jpg;https://cdn.entero.ru/mp@2x/52/bd/52bd26674cebfd2994f6fbbd54318620.jpg;https://cdn.entero.ru/mp@2x/91/ee/91ee4085499ac35c8d2473948246d590.jpg,Автоматический диспенсер для освежителя воздуха Merida HARMONY Bluetooth GHB703,GHB703,4227,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313752,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313752""><b class=""b"">Merida​ HARMONY Bluetooth GHB703</b></a> предназначен для распыления освежителя воздуха в общественных санитарных узлах офисов, предприятий общественного питания, медицинских учреждений и других мест большой проходимости. Модель оснащена индикатором рабочего состояния. Корпус выполнен из высокопрочного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая эффективность</li>
<li>Управление со смартфона</li>
<li>Регулируемые параметры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем баллончика: 270 мл</li>
</ul>",313752,85 мм,75 мм,224 мм,0.4 кг,1,95x90x240 мм,0,,,0.4 кг,,Китай,,пластик,белый,освежитель воздуха
https://cdn.entero.ru/mp@2x/bc/24/bc245b1cbef3922b242c393a83d5d66b.jpg;https://cdn.entero.ru/mp@2x/c8/22/c822a47475628d1d14c787f31c4f114a.jpg;https://cdn.entero.ru/mp@2x/30/22/30220a6007d4820fd15d1a132324cac8.jpg,Диспенсер для гигиенических покрытий на унитаз Vulcan 15A нерж. сталь матовый,15A,4399,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/346368,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346368""><b class=""b"">Vulcan 15A </b></a>предназначен для размещения гигиенических покрытий на унитаз в санитарных узлах гостиниц, предприятий общественного питания и торговли, медицинских учреждений и других мест массового пребывания. Модель оснащена выпуклой фронтальной стенкой с широкой прорезью. Корпус изготовлен из нержавеющей стали марки AISI 304 с матовой серебристой поверхностью.</p>

<p>В комплект поставки входят шурупы и дюбели.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настенный монтаж</li>
<li>Тип сложения бумаги: 1/2</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 250 шт.</li>
</ul>",346368,420 мм,50 мм,290 мм,,,,0,https://entero.ru/manuals/424640/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,5788,0.64 кг,,Китай,,нерж. сталь,нержавеющая сталь,гигиенические покрытия на унитаз
https://cdn.entero.ru/mp@2x/32/87/328736801ec3b9a1a3f5f8dc2b216b2e.jpg,"Диспенсер бумажных полотенец Luxstahl OG1, бело-серый","Диспенсер бумажных полотенец Luxstahl OG1, бело-серый",4501,RUB,Да,Luxstahl,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/268569,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268569"">Luxstahl OG1, бело-серый</a> </b>предназначен для размещения и подачи рулонных бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена замком и креплением к стене. Корпус выполнен из ударостойкого пластика бело-серого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесконтактный отбор</li>
<li>Экономичный расход бумажных полотенец</li>
<li>Надежное крепление к стене</li>
<li>Обтекаемый корпус</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Простота ухода и очистки</li>
<li>Компактность</li>
</ul>

<p> </p>",268569,310 мм,220 мм,210 мм,,,,0,,,,,Китай,,пластик,серый,бумажные полотенца
https://cdn.entero.ru/mp@2x/0e/e3/0ee37b5845fb77e2e575bc2b69b929cc.jpg,Диспенсер для бумажных полотенец Merida HARMONY BLACK MAXI CHC101,CHC101,4623,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/171306,"<p>Автоматический диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171306"">Merida HARMONY BLACK MAXI CHC101</a> </b>предназначен для гигиеничного размещения и дозированной подачи бумажных полотенец с центральной вытяжкой в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель запирается на ключ. Корпус изготовлен из ударопрочного АБС-пластика.</p>

<p>Минимальный заказ: 2 ед.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующее отверстие специальной формы для точного и экономного полистового расхода</li>
<li>Контроль наличия полотенец через полупрозрачную крышку</li>
<li>Цанговый зажим для точного дозирования</li>
<li>Светодиодный индикатор окончания рулона</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный диаметр рулона: 200 мм</li>
</ul>",171306,235 мм,216 мм,366 мм,1.5 кг,1,240x230x370 мм,0,https://entero.ru/manuals/197174/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf;https://entero.ru/manuals/197175/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,1.5 кг,,Китай,,пластик,черный,бумажные полотенца
https://cdn.entero.ru/mp@2x/59/37/5937e106466c69bb295c6a8db7cd9a54.jpg;https://cdn.entero.ru/mp@2x/a8/ab/a8ab61c102ff2463c58eda30af86572d.jpg;https://cdn.entero.ru/mp@2x/25/bb/25bb5a0109c5020784f82dee3d70eb88.jpg;https://cdn.entero.ru/mp@2x/78/f3/78f352bf44c3bc40a02c130ff22284f8.jpg;https://cdn.entero.ru/mp@2x/27/58/2758089bf9b78af3da1400a5702a530c.jpg;https://cdn.entero.ru/mp@2x/49/f3/49f3f4191588099b19d046272c72b854.jpg,Диспенсер листовых бумажных полотенец Merida HARMONY BLACK AHC101 V сложение (АБС пластик) черный,AHC101,4713,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354911,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354911""><b class=""b"">Merida HARMONY BLACK AHC101</b></a> предназначен для гигиеничного размещения и дозированной подачи отдельных листов бумажных полотенец V-сложения в общественных санитарных узлах гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой. Корпус прямоугольно ориентированной обтекаемой формы выполнен из АБС пластика с глянцевой лицевой поверхностью черного цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующее отверстие специальной формы для точного и экономного полистового расхода</li>
<li>Полупрозрачные окошки в крышке для визуального контроля наличия полотенец</li>
<li>Антивандальный замок типа клевер</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная вместимость: 500 шт.</li>
</ul>",354911,305 мм,160 мм,335 мм,2 кг,1,320x160x350 мм,0,,,1.7 кг,,Польша,,,черный,бумажные полотенца
