Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Тип установки,Применение,Тип управления,Конвейерный,Принцип работы,Газонаполнение,Длина запайки,Максимальная толщина свариваемого материала,Ширина шва запайки,Время запайки,С ножом,Индукционный,Вакуумация
https://cdn.entero.ru/mp@2x/66/ec/66ecbb208462f0db217d44d19d4aba26.jpg,Запайщик конвейерный МАГИКОН FRD-1200V,Запайщик конвейерный МАГИКОН FRD-1200V,183933,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/184996,"<p>Многофункциональная запаечная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184996""><b class=""b"">МАГИКОН FRD-1200V </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для непрерывной упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Модель оснащена механической панелью управления и колесами. Корпус выполнен из металла. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Удлиненный запаечный блок и блок охлаждения</li>
<li>Цветная печать сухими чернилами </li>
<li>Непрерывное передвижение продукта по транспортеру</li>
<li>Настройка высоты запайки</li>
<li>Легкое изменение цифр на датере </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1380х710х1250 мм </li>
</ul>",184996,220 В,1.35 кВт,1370 мм,580 мм,1228 мм,,Китай,,,0,,,,45 кг,,напольный,для пакетов,,Да,,,,,,,,,
https://cdn.entero.ru/mp@2x/37/28/37289a8a39b500162ded8658433dc931.jpg,Запайщик пакетов роликовый вертикальный Hualian FR-1370AL/L,Запайщик пакетов роликовый вертикальный Hualian FR-1370AL/L,389896,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/290001,"<p>Напольный роликовый запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290001""><b class=""b"">Hualian FR-1370AL/T</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для герметичной упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Модель оснащена горизонтальной конвейерной лентой, вертикальным запаивающим слотом и расположенным сверху электромеханическим блоком управления. Корпус выполнен из окрашенного металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 пары запаечных блоков для эффективного сваривания плотных материалов</li>
<li>Регулировка температуры запайки с помощью термостата с поворотным переключателем</li>
<li>Автоматическая проставка даты путем прокатывания экономичного красящего ролика с твердыми чернилами</li>
<li>Регулировка температуры красящего ролика для оптимального расхода чернил с помощью поворотного переключателя</li>
<li>Выключатель и кнопки активации функций колыбельного типа с интегрированными светодиодными индикаторами работы</li>
<li>Кнопка аварийной остановки поворотного типа</li>
<li>Движение конвейера справа налево</li>
<li>Регулировка высоты запаивающего слота</li>
<li>Регулировка натяжения конвейерной ленты с помощью винтовой рукоятки</li>
<li>Перила с обеих сторон конвейера для большей устойчивости груза</li>
<li>Предохранительный рычажный выключатель на задней панели</li>
<li>Съемный кабель питания</li>
<li>Фронтальная крышка для предотвращения механических повреждений рук оператора и роликового механизма</li>
<li>Подставка на поворотных роликах для удобства транспортировки</li>
<li>Материалы используемых пакетов: термосвариваемые полиэтилен (ПЭ), полипропилен (ПП), полиэтилен низкого давления (ПНВД), поливинилхлорид (ПВХ), а также ламинированные и многослойные </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от 0 до 300 °С</li>
<li>Мощность:
<ul>
<li>Двигатель: 0,1 кВт</li>
<li>Нагревательные элементы запайки: 4х0,3 кВт</li>
<li>Печатное устройство: 2х0,04 кВт</li>
</ul>
</li>
<li>Скорость запайки: 8 м/мин.</li>
<li>Количество строк печати: 2</li>
<li>Максимальная нагрузка на 1 пакет: 20 кг</li>
<li>Максимальная нагрузка на конвейер: 60 кг</li>
<li>Диапазон расстояния от центра запайки до стола конвейера: от 300 до 900 мм</li>
<li>Длина конвейера: 1300 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Корпус из нержавеющей стали</li>
</ul>",290001,220 В,0.75 кВт,2565 мм,720 мм,1670 мм,,Китай,,,0,,414783,,250 кг,,напольный,для пакетов,ручной,Да,постоянный нагрев,,,,10 мм,,,,
https://cdn.entero.ru/mp@2x/3d/ff/3dff7b08ef62251c8d263a7d91a8b3d8.jpg;https://cdn.entero.ru/mp@2x/56/6e/566e371d1446571ba2e9b861765c4803.jpg;https://cdn.entero.ru/mp@2x/ff/67/ff677a420c144c977043cddfdd7c4309.jpg;https://cdn.entero.ru/mp@2x/8f/41/8f41cfa9e3f7916922ff9e44f5d8dc04.jpg;https://cdn.entero.ru/mp@2x/f4/17/f417996e33fe66297214533dd3626819.jpg;https://cdn.entero.ru/mp@2x/9d/0c/9d0c6bc1926492346d1d1c5937d3a314.jpg,"Запайщик пакетов Foodatlas PFS-200 Pro (пластик, 2 мм)","PFS-200 (пластик, 2 мм) Foodatlas Pro",1467,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/87008,"<p>Ручной запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87008""><b class=""b"">Foodatlas PFS-200 Pro </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли д<span style=""font-size: 12px;"">ля упаковки пищевых продуктов, воды, химического сырья и продукции легкой промышленности в готовые пакеты из различных термопластичных пленок. Модель оснащена электронным датчиком контроля температуры. Корпус выполнен из пластика.</span></p>

<p> </p>",87008,220 В,0.3 кВт,350 мм,100 мм,190 мм,1 кг,Китай,1,360x110x200 мм,0,https://entero.ru/manuals/351354/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20PFS-200%20Pro.pdf;https://entero.ru/manuals/398450/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20PFS-200%20Pro%20%28%D0%BF%D0%BB%D0%B0%D1%81%D1%82%D0%B8%D0%BA_%202%20%D0%BC%D0%BC%29.pdf;https://entero.ru/manuals/398470/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D1%82%D1%80%D0%B5%D0%B1%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%D0%BC%20%D0%93%D0%9E%D0%A1%D0%A2.%20%D0%97%D0%B0%D0%BF%D0%B0%D0%B8%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20PFS.pdf,2038,,1.26 кг,,настольный,для пакетов,ручной,,импульсный,,200 мм,,2 мм,от 0.1 до 1.5 сек.,,,
https://cdn.entero.ru/mp@2x/93/e5/93e538582f879f4a425b6a218a9089ac.jpg,Запайщик пакетов МАГИКОН PFS-200 (пластик),Запайщик пакетов МАГИКОН PFS-200 (пластик),1588,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/127043,"<p>Запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127043""><b class=""b"">МАГИКОН PFS-200 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Корпус выполнен из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пленки: до 150 микрон</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",127043,220 В,0.26 кВт,325 мм,80 мм,225 мм,,Китай,,,0,,2175,,2 кг,,настольный,для пакетов,ручной,,импульсный,,200 мм,,2 мм,от 0.2 до 8 сек.,,,
https://cdn.entero.ru/mp@2x/d6/d4/d6d41b46a5b9f3287b7a32eca58ec425.jpg,Запайщик пакетов Hualian FS-200 (пластик),FS-200ABS (пластик),1741,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/105908,"<p>Ручной запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105908""><b class=""b"">Hualian FS-200</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Модель оснащена реле регулировки времени запайки, что позволяет работать с различными по составу и толщине пленками. Корпус выполнен из пластика.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",105908,220 В,0.26 кВт,325 мм,80 мм,225 мм,,Китай,,,0,https://entero.ru/manuals/357337/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,2.1 кг,,настольный,для пакетов,ручной,,импульсный,,200 мм,0.1 мм,2 мм,от 0.2 до 1.3 сек.,,,
https://cdn.entero.ru/mp@2x/c6/8e/c68ebf33c28165837cd6d8c7ddec3afa.jpg,Запайщик пакетов Hurakan HKN-CNT200M,Запайщик пакетов Hurakan HKN-CNT200M,1745,RUB,Да,Hurakan,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/176635,"<p>Запайщик пакетов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176635"">Hurakan HKN-CNT200M</a></b> предназначен для сварки полимерных пленок на предприятиях общественного питания и торговли. Корпус выполнен из пластика.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",176635,220 В,0.3 кВт,300 мм,75 мм,85 мм,3 кг,Китай,1,330x100x190 мм,0,https://entero.ru/manuals/413918/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-CNT200M.pdf;https://entero.ru/manuals/413919/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454562/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-CNT200M.pdf,,,1 кг,,настольный,для пакетов,ручной,,,,200 мм,,,,,,
https://cdn.entero.ru/mp@2x/0b/8a/0b8a06009a1d8d1166a983b0a32533f2.jpg;https://cdn.entero.ru/mp@2x/7b/df/7bdf604e86dcf38a2b826c741307f441.jpg;https://cdn.entero.ru/mp@2x/23/c4/23c44f19183ec5985d537e43e584e6d3.jpg;https://cdn.entero.ru/mp@2x/4d/98/4d98e9a5e606add174abbae3b6c4498b.jpg;https://cdn.entero.ru/mp@2x/8e/1d/8e1d3c86161ad73d37e14cd508e8b249.jpg;https://cdn.entero.ru/mp@2x/67/e2/67e21a303170584fd6e66f20e58f843e.jpg;https://cdn.entero.ru/mp@2x/db/23/db23fafd5db3801eacf2549cdabca8ec.jpg,"Запайщик пакетов Foodatlas PFS-300 Pro (пластик, 2 мм)","PFS-300 (пластик, 2 мм) Foodatlas Pro",1811,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/87011,"<p>Ручной запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87011""><b class=""b"">Foodatlas PFS-300 Pro </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли д<span style=""font-size: 12px;"">ля упаковки пищевых продуктов, воды, химического сырья и продукции легкой промышленности в готовые пакеты из различных термопластичных пленок. Модель оснащена электронным датчиком контроля температуры. Корпус выполнен из пластика.</span></p>",87011,220 В,0.4 кВт,490 мм,100 мм,190 мм,1 кг,Китай,1,500x110x200 мм,0,https://entero.ru/manuals/351351/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20PFS-300%20Pro.pdf;https://entero.ru/manuals/398449/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20PFS-300%20Pro%20%28%D0%BF%D0%BB%D0%B0%D1%81%D1%82%D0%B8%D0%BA_%202%20%D0%BC%D0%BC%29.pdf;https://entero.ru/manuals/398471/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D1%82%D1%80%D0%B5%D0%B1%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%D0%BC%20%D0%93%D0%9E%D0%A1%D0%A2.%20%D0%97%D0%B0%D0%BF%D0%B0%D0%B8%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20PFS.pdf,2515,,1.72 кг,,настольный,для пакетов,ручной,,импульсный,,300 мм,,2 мм,от 0.1 до 1.5 сек.,,,
https://cdn.entero.ru/mp@2x/8f/00/8f00bed41cecf55a0a53774ab78a69c6.jpg;https://cdn.entero.ru/mp@2x/5a/c6/5ac6ec7aad10ce1347515123d8985fdd.jpg;https://cdn.entero.ru/mp@2x/43/2c/432c145e1a460f4d4c692deba87b81de.jpg;https://cdn.entero.ru/mp@2x/d9/49/d9498477c5a8a997fb0ecff84c6d4193.jpg;https://cdn.entero.ru/mp@2x/be/39/be393443d2c11fcee661e852e725884a.jpg;https://cdn.entero.ru/mp@2x/02/0b/020b9251a5f64c6957d91130d1070bad.jpg,"Запайщик пакетов Foodatlas PFS-200 Pro (металл, 2 мм)","PFS-200 (металл, 2 мм) FoodAtlas Pro",1848,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/87007,"<p>Ручной запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87007""><b class=""b"">Foodatlas PFS-200 Pro </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли д<span style=""font-size: 12px;"">ля упаковки пищевых продуктов, воды, химического сырья и продукции легкой промышленности в готовые пакеты из различных термопластичных пленок. Модель оснащена электронным датчиком контроля температуры. Корпус выполнен из окрашенной стали.</span></p>

<p> </p>",87007,220 В,0.3 кВт,350 мм,100 мм,180 мм,2 кг,Китай,1,360x110x190 мм,0,https://entero.ru/manuals/351355/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20PFS-200%20Pro.pdf;https://entero.ru/manuals/398448/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20PFS-200%20Pro%20%28%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB_%202%20%D0%BC%D0%BC%29.pdf;https://entero.ru/manuals/398473/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D1%82%D1%80%D0%B5%D0%B1%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%D0%BC%20%D0%93%D0%9E%D0%A1%D0%A2.%20%D0%97%D0%B0%D0%BF%D0%B0%D0%B8%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20PFS.pdf,2400,,1.82 кг,,настольный,для пакетов,ручной,,импульсный,,200 мм,,2 мм,от 0.1 до 1.5 сек.,,,
https://cdn.entero.ru/mp@2x/dc/47/dc472aa8c4d13b5ec3695fb9ea57c3ec.jpg;https://cdn.entero.ru/mp@2x/64/d1/64d1c10e95cb3c782bf680fe34150b40.jpg,Запайщик пакетов PACKVAC IS-300/2 ABS,C2753,1901,RUB,Да,PACKVAC,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/112296,"<p>Запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112296""><b class=""b"">PACKVAC IS-300/2 ABS </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки различных продуктов в готовые пакеты из термопластичных пленок. Модель оснащена 8-уровневым регулятором времени нагрева. Корпус выполнен из ABS-пластика.</p>",112296,220 В,0.26 кВт,435 мм,100 мм,180 мм,,Китай,,,0,https://entero.ru/manuals/481798/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,2677,,1.6 кг,,настольный,для пакетов,ручной,,импульсный,,300 мм,,2 мм,,,,
https://cdn.entero.ru/mp@2x/05/4b/054b9e611ca5785fe9d8c51192bb2c96.jpg;https://cdn.entero.ru/mp@2x/23/2d/232d13df4d9638c1ae0d74861abe4c22.jpg;https://cdn.entero.ru/mp@2x/87/2e/872ec23b65124f9b987c01853f1250d8.jpg,Запайщик пакетов BROTHER PCS-200I,Запайщик пакетов BROTHER PCS-200I,1955,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/344452,"<p>Запайщик пакетов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344452"">BROTHER PCS-200I</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Корпус выполнен из металла, который отличается прочностью, надежностью и устойчивостью к повреждениям.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Для запайки термосвариваемых материалов из ПЭ и ВОРР</li>
<li>Не рекомендуется использовать для работы с многослойными плёнками и с плёнками\пакетами большой толщины</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная толщина пленки: 120 мкм</li>
<li>Ширина нихромовой ленты: 3 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344452,220 В,0.26 кВт,,,,2 кг,Китай,1,340x100x180 мм,0,https://entero.ru/manuals/419345/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BROTHER.pdf;https://entero.ru/manuals/424324/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BROTHER%20PCS-200I.docx,2327,,2.1 кг,2.2 кг,настольный,для пакетов,ручной,,импульсный,,200 мм,,2 мм,от 0.2 до 1.3 сек.,,,
https://cdn.entero.ru/mp@2x/e6/65/e665ab397fe1764699277894ff6772d9.jpg,Запайщик ручной Roal Pack FZ200,Запайщик ручной Roal Pack FZ200,1958,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/266249,"<p>Ручной запайщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266249""><b class=""b"">RoalPack FZ200</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Модель оснащена шнуром питания с вилкой. Корпус выполнен из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный трансформатор гарантирует долговечность</li>
<li>Реле времени позволяет подобрать оптимальный режим работы исходя из плотности запаиваемого материал</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50/60 Гц</li>
<li>Напряжение: 200/110 В</li>
<li>Цвет: голубой</li>
</ul>

<p> </p>",266249,220 В,0.26 кВт,325 мм,80 мм,225 мм,,Китай,,,0,,2576,,2.1 кг,,настольный,,ручной,,импульсный,,200 мм,0.12 мм,2 мм,от 0.2 до 1.3 сек.,,,
https://cdn.entero.ru/mp@2x/af/8b/af8b589ad9a510ef6356e44caa9d29cc.jpg,Запайщик пакетов МАГИКОН PFS-200 (металл),Запайщик пакетов МАГИКОН PFS-200 (металл),1989,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/127041,"<p>Запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127041""><b class=""b"">МАГИКОН PFS-200 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Корпус выполнен из металла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пленки: до 150 микрон</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",127041,220 В,0.26 кВт,325 мм,80 мм,225 мм,,Китай,,,0,,2426,,2 кг,,настольный,для пакетов,ручной,,импульсный,,200 мм,,3 мм,от 0.2 до 8 сек.,,,
https://cdn.entero.ru/mp@2x/55/69/5569b4f199bc782445b14fce98fdd632.jpg,Запайщик пакетов МАГИКОН PFS-300 (пластик),Запайщик пакетов МАГИКОН PFS-300 (пластик),2081,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/127046,"<p>Запайщик пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127046""><b class=""b"">МАГИКОН PFS-300 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Корпус выполнен из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пленки: до 150 микрон</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",127046,220 В,0.26 кВт,450 мм,85 мм,255 мм,,Китай,,,0,,,,2 кг,,настольный,для пакетов,ручной,,импульсный,,300 мм,,2 мм,от 0.2 до 8 сек.,,,
https://cdn.entero.ru/mp@2x/64/ac/64ac3386baa6f75df9a1ec9579219a5c.jpg,Запайщик пакетов Hualian FS-300ABS LOW COST,Запайщик пакетов Hualian FS-300ABS LOW COST,2081,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/288857,"<p>Настольный запайщик пакетов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/288857"">Hualian FS-300ABS LOW COST</a> </b>используется на небольших производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для герметичной упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, сувениров, косметики и другой продукции. Модель оснащена кабелем питания с вилкой и электромеханическим управлением. Корпус выполнен из инженерного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка длительности запайки с помощью реле с поворотным переключателем</li>
<li>Светодиодный индикатор питания</li>
<li>Аккуратный прочный запаечный шов</li>
<li>Низкое энергопотребление благодаря импульсному нагреву</li>
<li>Простота эксплуатации и сервисного обслуживания</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты и малый вес для удобства транспортировки и хранения</li>
<li>Материалы используемых пакетов: термосвариваемые полиэтилен (ПЭ), полипропилен (ПП), поливинилхлорид (ПВХ), а также композитные полимеры с алюминием, многослойные и другие</li>
<li>Термоизолированная рукоятка запаечного рычага</li>
<li>Эргономичный дизайн</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",288857,220 В,0.43 кВт,450 мм,80 мм,225 мм,,Китай,,,0,https://entero.ru/manuals/357339/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,2477,,3.5 кг,,настольный,для пакетов,ручной,,импульсный,,300 мм,0.3 мм,3 мм,от 0.2 до 1.3 сек.,,,
https://cdn.entero.ru/mp@2x/8c/5a/8c5a9eaeac8fba4a4731b081c7c061d4.jpg,Запайщик пакетов Assum FS-200 IRON,Запайщик пакетов Assum FS-200 IRON,2343,RUB,Да,Assum,Профоборудование,Фасовочно-упаковочное,Запайщики,https://entero.ru/item/104349,"<p>Ручной запайщик пакетов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104349"">Assum FS-200 IRON</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки пищевых продуктов, воды, химического сырья и продукции легкой промышленности в готовые пакеты из различных термопластичных пленок. Корпус выполнен из металла.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 370x180x100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение на фото приведено в ознакомительных целях и может не соответствовать оригиналу.</span></em></p>",104349,220 В,0.3 кВт,320 мм,80 мм,150 мм,,Китай,,,0,,,,2 кг,,настольный,для пакетов,ручной,,импульсный,,200 мм,0.2 мм,2 мм,,,,
