Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Количество емкостей,Объем емкости
https://cdn.entero.ru/mp@2x/30/b9/30b99f5bc04be24304cb06801b845075.jpg;https://cdn.entero.ru/mp@2x/60/f4/60f4e99ee8fdd09db330ff0b782b9da3.jpg,"Диспенсер для сухих продуктов Sunnex CD800-2 2х1 л d=9 см h=25,5 см",CD800-2,4746,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/297784,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297784""><b class=""b"">Sunnex CD800-2 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель состоит из 2 емкостей с рукоятками и подставки. Изделия выполнены из прозрачного материала. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр емкостей: 90 мм</li>
</ul>",297784,,,255 мм,,,,0,https://entero.ru/manuals/359319/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,,0.885 кг,Китай,Китай,,2,1 л
https://cdn.entero.ru/mp@2x/af/66/af6673a43a0b049f2c346bd129b02978.jpg;https://cdn.entero.ru/mp@2x/12/6f/126fec60a287d6d9c56c2e56d6b5b639.jpg,Диспенсер для сыпучих продуктов Rosso U13-1100,Диспенсер для сыпучих продуктов Rosso U13-1100,10859,RUB,Да,Rosso,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/365245,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365245"">Rosso U13-1100</a> </b>используется на предприятиях общественного питания и в домашних условиях для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель состоит из прозрачной емкости и подставки.</p>",365245,,,,2.6 кг,1,185x245x610 мм,0,,,2.4 кг,Китай,Китай,2.6 кг,1,4 л
https://cdn.entero.ru/mp@2x/e3/91/e391c41ff9e6f37b52d8547a84ed9b14.jpg,Диспенсер для сыпучих продуктов Hurakan HKN-GPD352,216229,14594,RUB,Да,Hurakan,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/130209,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/130209"">Hurakan HKN-GPD352</a> </b>используется на предприятиях общественного питания и торговли для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель оснащена 2 емкостями. Основание выполнено из нержавеющей стали, емкости - из поликарбоната. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем одной емкости: 3,5 л</li>
<li>Габариты: 335x240x650 мм</li>
<li>Габариты в упаковке: 250х360х350 мм</li>
<li>Вес: 4 кг</li>
<li>Вес в упаковке: 4,5 кг </li>
</ul>",130209,240 мм,335 мм,650 мм,4 кг,1,250x360x350 мм,10,https://entero.ru/manuals/416919/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-GPD352.pdf;https://entero.ru/manuals/416920/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/495042/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,Китай,Китай,,2,3.5 л
https://cdn.entero.ru/mp@2x/da/d7/dad7b52939497e4cdbad720bd4cfb936.jpg,Диспенсер для сыпучих продуктов Kingo 10301,81240650,20370,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/341048,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341048""><b class=""b"">Kingo 10301 </b></a>используется на предприятиях общественного питания и торговли для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель оснащена 1 емкостью. Корпус выполнен из нержавеющей стали, емкость - из пластика. </p>",341048,348 мм,258 мм,660 мм,,,,0,,21442,4 кг,,Китай,,1,10 л
https://cdn.entero.ru/mp@2x/50/46/5046786dd839301be4386b57389ddd4f.jpg,Диспенсер для сухих продуктов Sunnex X23577Х3,Диспенсер для сухих продуктов Sunnex X23577Х3,24324,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/310297,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310297"">Sunnex X23577Х3</a> </b>используется на предприятиях общественного питания и в домашних условиях для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель состоит из 3 емкостей с рукоятками и подставки. Изделия выполнены из прозрачного материала. </p>",310297,,,,,,,0,,25338,4.23 кг,,Китай,,3,4 л
https://cdn.entero.ru/mp@2x/11/0e/110e97e278f7be203161e55bd87d3c19.jpg,Диспенсер для мюсли APS 11807,Диспенсер для мюсли APS 11807,25525,RUB,Да,APS,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/308315,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308315""><b class=""b"">APS 11807 </b></a>используется на предприятиях общественного питания и торговли для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель оснащена 2 съемными контейнерами. Корпус выполнен из нержавеющей стали, емкости - из поликарбоната.</p>",308315,220 мм,175 мм,520 мм,,,,0,,27745,3.37 кг,,Германия,,2,4.5 л
https://cdn.entero.ru/mp@2x/34/8d/348d018e5c73a67a20558bff9a49d5b2.jpg,Диспенсер для сухих продуктов Sunnex U30-1000 3х3 л,U30-1000,33047,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/297756,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297756""><b class=""b"">Sunnex U30-1000 </b></a>используется на предприятиях общественного питания и в домашних условиях для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель состоит из 3 емкостей и опоры. Емкости оснащены кранами и крышками, опора – подставками для тары. Опора и крышки выполнены из металла с серебристой поверхностью, емкости – из прозрачного материала. </p>",297756,,,,,,,0,https://entero.ru/manuals/359292/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf,34424,5.34 кг,Китай,Китай,,3,5 л
https://cdn.entero.ru/mp@2x/0a/16/0a16e87d763c08cd1af0b19daacf6d45.jpg,Диспенсер для сухих продуктов P.L. Proff Cuisine CD-10 (HONRI) 4 л (нерж. сталь / пластик),CD-10 (HONRI),35117,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/324202,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324202""><b class=""b"">P.L. Proff Cuisine CD-10 (HONRI) </b></a>используется на предприятиях общественного питания и торговли для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель оснащена краном, крышкой и опорой с подставкой для тары. Опора, кран и крышка выполнены из нержавеющей стали с серебристой поверхностью, емкость – из прозрачного пластика. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колбы: 190 мм</li>
<li>Высота от подставки до колбы: 105 мм</li>
</ul>",324202,240 мм,355 мм,640 мм,,,,0,,36580,3.5 кг,Китай,Китай,,1,4 л
https://cdn.entero.ru/mp@2x/1d/c8/1dc8ca5d15c509afe1c73bc643aca757.jpg,Диспенсер для сыпучих продуктов Kingo 10302,81240651,40537,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/341049,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341049""><b class=""b"">Kingo 10302 </b></a>используется на предприятиях общественного питания и торговли для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель оснащена 2 емкостями. Корпус выполнен из нержавеющей стали, емкость - из пластика. </p>",341049,478 мм,268 мм,660 мм,,,,0,,42226,8.7 кг,,Китай,,2,10 л
https://cdn.entero.ru/mp@2x/d3/7e/d37e8b9abbdc886769089154474c120b.jpg,Диспенсер для сухих завтраков F&B Project C12-5,Диспенсер для сухих завтраков F&B Project C12-5,43700,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/351060,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351060""><b class=""b"">F&B Project C12-5</b></a> предназначен для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачной емкостью, ручкой для удобства дозирования и крышкой. Корпус выполнен из нержавеющей стали и акрила.</p>",351060,350 мм,230 мм,905 мм,,,,0,https://entero.ru/manuals/434270/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,46489,,Китай,Китай,,1,5 л
https://cdn.entero.ru/mp@2x/11/32/113227f6f7078e698bd23f07e3c73288.jpg,Диспенсер для сыпучих продуктов Kingo 10306,81240649,61737,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/341050,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341050""><b class=""b"">Kingo 10306 </b></a>используется на предприятиях общественного питания и торговли для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья. Модель оснащена 3 емкостями. Корпус выполнен из нержавеющей стали, емкость - из пластика. </p>",341050,490 мм,490 мм,665 мм,,,,0,,66384,13.5 кг,,Китай,,3,10 л
https://cdn.entero.ru/mp@2x/20/d1/20d1dd278550b632b904c0a52f8fb988.jpg,Диспенсер для сухих завтраков F&B Project C12-5X3,Диспенсер для сухих завтраков F&B Project C12-5X3,88200,RUB,Да,,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/351059,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/351059""><b class=""b"">F&B Project C12-5X3</b></a> предназначен для порционной раздачи сыпучих продуктов, таких как мюсли или кукурузные хлопья на предприятиях общественного питания и в домашних условиях. Модель оснащена прозрачными емкостями, ручками для удобства дозирования и крышками. Корпус выполнен из нержавеющей стали и акрила.</p>",351059,335 мм,418 мм,877 мм,,,,0,https://entero.ru/manuals/434269/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20F%26B%20Project%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,Китай,Китай,,3,5 л
https://cdn.entero.ru/mp@2x/14/1e/141e46023ef71ba8f7cff4529a046c61.jpg,Диспенсер для сыпучих продуктов METAL CRAFT KW-I-U,Диспенсер для сыпучих продуктов METAL CRAFT KW-I-U,0,RUB,Нет,METAL CRAFT,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/233141,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233141"">METAL CRAFT KW-I-U</a> </b>используется на предприятиях общественного питания и торговли для раздачи сыпучих продуктов, таких как мука и сахар. Модель оснащена крупными отверстиями. Корпус выполнен из нержавеющей стали. </p>",233141,70 мм,70 мм,100 мм,,,,0,,,0.1 кг,,,,1,0.3 л
https://cdn.entero.ru/mp@2x/56/1c/561c4b496d9ab8dec36e03e003ddc60a.jpg,Диспенсер для сыпучих продуктов METAL CRAFT KW-I-E,Диспенсер для сыпучих продуктов METAL CRAFT KW-I-E,0,RUB,Нет,METAL CRAFT,Профоборудование,Для баров,Диспенсеры для мюсли,https://entero.ru/item/233137,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233137"">METAL CRAFT KW-I-E</a> </b>используется на предприятиях общественного питания и торговли для раздачи сыпучих продуктов, таких как мука и сахар. Модель оснащена мелкими отверстиями и ручкой. Корпус выполнен из нержавеющей стали. </p>",233137,70 мм,70 мм,100 мм,,,,0,,,,,,,1,0.3 л
