Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Вес (с упаковкой),Ширина ленты,Встраиваемый,Тип печати,Количество строк,Счетчик изделий
https://cdn.entero.ru/mp@2x/40/17/4017a62fdaf5427b585666b36ae47173.jpg,Термодатер МАГИКОН DK-1100А (600 мм),Magikon DK-1100А (600 мм),85862,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198181,"<p>Термодатер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198181"">МАГИКОН DK-1100А (600 мм)</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена ЖК-дисплеем. Термодатер применяется для работы с вертикальными или горизонтальными упаковочными аппаратами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Область печати: 
<ul>
<li>Осевая: 40 мм</li>
<li>Радиальная: 45,5 мм</li>
</ul>
</li>
<li>Линии печатного контакта:
<ul>
<li>Типа Т: 13 линий по 20 знаков в линии</li>
<li>Типа Р: 10 линий по 13 знаков в линии</li>
</ul>
</li>
<li>Размер шрифта: 
<ul>
<li>Типа Т: 1,5 мм, 2,0 мм, 2,5 мм, 3,0 мм, *3,5 мм</li>
<li>Типа Р: 3,5 мм * 3,5, 4,5, 5,5 мм</li>
</ul>
</li>
<li>Производительность: 300 отпечатков/мин.</li>
</ul>",198181,автоматический,220 В,0.13 кВт,700 мм,330 мм,260 мм,,,,0,,,10 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/b8/c5/b8c52cc37d408b0302d2d2874adb2335.jpg,Датер Hualian MY-812G (600),Датер Hualian MY-812G (600),56120,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/94756,"<p>Автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94756""><b class=""b"">Hualian MY-812G</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена индукционным датчиком и блоком управления. Непрерывное прокатывающее движение печатной головки обеспечивает высокую скорость печати. В качестве расходного материала используется красящий ролик, из которого под действием температуры выделяются чернила.</p>

<p>Датер работает совместно с горизонтальными упаковочными машинами <a href=""https://entero.ru/search.php?text=Hualian+DXDZ"">DXDZ</a>, DXPZ, ZSB-420A (TDP-420A).</p>

<p>В комплект поставки входят станина и стандартный комплект литер, включающий в себя цифры от ""0"" до ""9"" (от 4 до 10 шт. каждого символа). Двигатель в комплект поставки не входит.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Размер литер: 2x1,5 (8PT), 2,5x2 (9PT), 3x3 (10,5PT) мм</li>
<li>Ресурс ролика: 80000 оттисков</li>
<li>Ширина станины: 600 мм</li>
<li>Максимальная ширина пленки: 550 мм</li>
<li>Размер красящего ролика: 35x32 мм</li>
<li>Вес со станиной: от 11 до 13 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Количество строк: 8 (макс. 8 литер/строка, R расположение (10,5PT))</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",94756,автоматический,220 В,0.13 кВт,,,,,,,0,,59702,,,Китай,300 шт/мин.,,,Да,твердые чернила,11,
https://cdn.entero.ru/mp@2x/65/9e/659e1913182767e4ce562e95c2f2937d.jpg,Датер Hualian MY-812G (400),Датер Hualian MY-812G (400),44620,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/93544,"<p>Автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93544""><b class=""b"">Hualian MY-812G</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена индукционным датчиком и блоком управления. Непрерывное прокатывающее движение печатной головки обеспечивает высокую скорость печати. В качестве расходного материала используется красящий ролик, из которого под действием температуры выделяются чернила. </p>

<p>Датер работает совместно с горизонтальными упаковочными машинами <a href=""https://entero.ru/search.php?text=Hualian+DXDZ"">DXDZ</a>, DXPZ, ZSB-420A (TDP-420A).</p>

<p>В комплект поставки входят станина и стандартный комплект литер, включающий в себя цифры от ""0"" до ""9"" (от 4 до 10 шт. каждого символа). Двигатель в комплект поставки не входит.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер литер: 2x1,5 (8PT), 2,5x2 (9PT), 3x3 (10,5PT) мм</li>
<li>Ресурс ролика: 80000 оттисков</li>
<li>Ширина станины: 400 мм</li>
<li>Максимальная ширина пленки: 350 мм</li>
<li>Размер красящего ролика: 35x32 мм</li>
<li>Вес со станиной: от 11 до 13 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Количество строк: 8 (макс. 8 литер/строка, R расположение (10,5PT))</li>
</ul>",93544,автоматический,220 В,0.15 кВт,,,,,,,0,,,,,Китай,300 шт/мин.,,,Да,твердые чернила,11,
https://cdn.entero.ru/mp@2x/53/63/536398157085f3e502a438a1e2f7080f.jpg,Термодатер МАГИКОН MY-812G,Magikon MY-812G,52120,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/202453,"<p>Роликовый термодатер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202453"">МАГИКОН MY-812G</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена красящим чернильным валиком и выносным блоком настройки и управления. Термодатер применяется для работы с вертикальными или горизонтальными упаковочными аппаратами. Корпус выполнен из металла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Линии печатного контакта:
<ul>
<li>Тип R: 11 строк по 10 литер в каждой</li>
<li>Тип Т: 8 строк по 8 литер в каждой</li>
</ul>
</li>
<li>Производительность: 300 отпечатков/мин.</li>
<li>Высота шрифта: от 3,5 до 4,5 мм</li>
<li>Размер валика: 35х32 мм</li>
</ul>",202453,автоматический,220 В,0.13 кВт,,,,,,,0,,54863,9 кг,,Китай,,,,,твердые чернила,,
https://cdn.entero.ru/mp@2x/2c/31/2c3127df522596093615e03f2ba09298.jpg,Принтер даты МАГИКОН MY-380F/W,MY-380F/W(нерж.),64132,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198174,"<p>Роликовый принтер даты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198174"">МАГИКОН MY-380F/W</a> </b>используется на предприятиях торговли и услуг, в заведения общепита, в логистических компаниях для печати текстовой информации, штрихкодов и графических изображений на на готовых пакетах, листах, этикетках и других плоских изделиях. Модель оснащена мультифункциональной печатающей головкой, подходящей как для R-типа, так и для T-типа печати. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поверхности для нанесения печати: бумага, полимерная пленка и алюминиевая фольга</li>
<li>Фотоэлектрическая технология</li>
<li>Автоматический контроль за температурным режимом</li>
<li>Автоподсчет</li>
<li>Возможность регулировки места печати</li>
<li>Кодирование посредством сухих чернил</li>
<li>Возможность выбора цвета нанесения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер чернильного роллера: 35х32, 35х16 мм</li>
<li>Скорость печати: 300 пикс/мин.</li>
<li>Размер объекта:
<ul>
<li>Длина: от 50 до 500 мм</li>
<li>Ширина: от 30 до 300 мм</li>
</ul>
</li>
</ul>

<p> </p>",198174,автоматический,220 В,0.18 кВт,440 мм,465 мм,300 мм,,,,0,,69709,26 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/6a/24/6a24a0828817494d39eeeac961a66d5a.jpg,Термодатер МАГИКОН MY-812A,Magikon MY-812A,69608,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198239,"<p>Роликовый термодатер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198239"">МАГИКОН MY-812A</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена красящим чернильным валиком, выносным блоком настройки и управления. Термодатер применяется для работы с вертикальными или горизонтальными упаковочными аппаратами. Корпус выполнен из металла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Линии печатного контакта:
<ul>
<li>Типа R: 11 строк по 10 литер в каждой</li>
<li>Типа Т: 8 строк по 8 литер в каждой</li>
</ul>
</li>
<li>Производительность: 300 отпечатков/мин.</li>
<li>Высота шрифта: 2,5х3 мм</li>
<li>Размер валика: 36х32 мм</li>
</ul>",198239,,220 В,0.15 кВт,,,,,,,0,,,11 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/5c/13/5c1374eef0ca08bbea0489b6d0be3842.jpg,Термодатер МАГИКОН DK-1100А (660 мм),Термодатер МАГИКОН DK-1100А (660 мм),94768,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198229,"<p>Термодатер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198229"">МАГИКОН DK-1100А (660 мм)</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена ЖК-дисплеем. Термодатер применяется для работы с вертикальными или горизонтальными упаковочными аппаратами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Область печати: 
<ul>
<li>Осевая: 40 мм</li>
<li>Радиальная: 45,5 мм</li>
</ul>
</li>
<li>Линии печатного контакта:
<ul>
<li>Типа Т: 13 линий по 20 знаков в линии</li>
<li>Типа Р: 10 линий по 13 знаков в линии</li>
</ul>
</li>
<li>Размер шрифта: 
<ul>
<li>Типа Т: 1,5, 2,0, 2,5, 3,0, *3,5 мм</li>
<li>Типа Р: 3,5, * 3,5, 4,5, 5,5 мм</li>
</ul>
</li>
<li>Производительность: 300 отпечатков/мин.</li>
</ul>",198229,,,,,,,,,,0,,103009,,,,,,,,,,
https://cdn.entero.ru/mp@2x/b8/9c/b89c3de882df21c88cf1fb967bb7cd07.jpg;https://cdn.entero.ru/mp@2x/4d/81/4d810bfe693b3dc86732dac08d012c42.jpg;https://cdn.entero.ru/mp@2x/b7/e3/b7e3cd0a5eccf75f3bb856ecdb41ce75.jpg;https://cdn.entero.ru/mp@2x/77/6a/776a2591523ba9a51915b969b74af58f.jpg;https://cdn.entero.ru/mp@2x/7d/42/7d4231191f7bf4f5ebb42525bae3e43d.jpg;https://cdn.entero.ru/mp@2x/d3/f0/d3f0c494cfff793c387065fb323c124b.jpg;https://cdn.entero.ru/mp@2x/7a/52/7a5245d10ac8a71c774ba9637f324cf4.jpg,Датер Foodatlas HP-241G Eco,HP-241G Foodatlas Eco,27037,RUB,Нет,Foodatlas,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/103081,"<p>Датер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103081"">Foodatlas HP-241G Eco</a></b> используется на предприятиях общественного питания и торговли для нанесения чернильной печати методом термопереноса на полиэтилен, алюминиевую бумагу, выделанную кожу и другие упаковочные материалы. Модель оснащена регулировкой температуры и позволяет проставить дату производства, срок хранения, номер партии, вес, цену и прочие показатели.</p>

<p>В комплект поставки входит стандартный набор литер (цифры от 0 до 9 и буквы)</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устанавливается на вертикальные упаковочные машины и функционирует на двигателе протяжки пленки</li>
<li>Управление с помощью переключателя ножной педали</li>
<li>Использование термотрансферной ленты разных цветов</li>
<li>Печать выполняется в 1, 2 и 3 строки.</li>
<li>Большой выбор разрядности и размеров оттесняемого шрифта</li>
<li>Высокое качество печати</li>
<li>Экономный расход чернил</li>
<li>Нанесение штампов на гибкую упаковку любого вида</li>
<li>Легкость монтажа</li>
<li>Простота и удобство в эксплуатации</li>
<li>Автоматизации труда на производственных предприятиях</li>
</ul>

<p><b>Характеристики: </b></p>

<ul>
<li>Длина печати: 35 мм</li>
<li>Размер знаков: 2,5x3 мм</li>
<li>Количество символов в строке: 10</li>
<li>Температурный режим: от 0 до 150 °C</li>
<li>Скорость: 10-260 раз/мин</li>
<li>Область печати:
<ul>
<li>одна строка: макс. 4х35, печать 15 шт.</li>
<li>две строки: макс. 8х35, печать 30 шт.</li>
<li>три строки: макс.12х 35, печать 45 шт.</li>
</ul>
</li>
<li>Длина станины: 500 мм</li>
<li>Производительность в единицу времени: 70</li>
<li>Тип печати: Термоперенос</li>
<li>Упаковочный материал: PP+PE+ETC+бумага</li>
<li>Тип печати: Арабские цифры, английские буквы и китайские символы</li>
<li>Размер термоленты: 35х100 мм</li>
<li>Диаметр катушки Φ25.4мм, выбор цвета</li>
<li>Размер: 255х225х315мм</li>
<li>Двигатель Мотор редуктор: 20Вт. 220В,</li>
<li>Скорость вращения 280 об/мин</li>
<li>Габариты упаковки: 330x290x370 мм</li>
</ul>

<p> </p>

<p><br>
</p>",103081,полуавтоматический,220 В,0.15 кВт,270 мм,310 мм,350 мм,,,,0,https://entero.ru/manuals/351212/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HP-241G%20Eco.pdf;https://entero.ru/manuals/402700/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf;https://entero.ru/manuals/402701/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,28763,9 кг,,Китай,от 40 до 90 шт/мин.,,,Да,термолента,3,
https://cdn.entero.ru/mp@2x/03/4b/034b434850d6fad6c9e906c876a84c40.jpg;https://cdn.entero.ru/mp@2x/91/c1/91c1d9d0f72f899a5b901a94d12ed99d.jpg;https://cdn.entero.ru/mp@2x/83/73/8373d38bd158d4ace6841dbd2c171ae2.jpg;https://cdn.entero.ru/mp@2x/7a/16/7a16d68a8309c97c611690bfdc0080a8.jpg;https://cdn.entero.ru/mp@2x/2c/fa/2cfaecd61898b2b8885bd2b9db8ef1e1.jpg,Термодатер МАГИКОН HP-241G,00000000026,35819,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/206302,"<p>Термодатер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206302"">МАГИКОН HP-241G</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли совместно с вертикальными и горизонтальными упаковочными автоматами для нанесения текстовой информации на формируемую плёночную упаковку. Модель оснащена цветной термотрансферной лентой и выносным блоком управления. Корус выполнен из металла. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность позиционирования отпечатка в любом месте пакета</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное количество символов в строке: 12 </li>
<li>Высота шрифта: от 2,5 до 3,5 мм </li>
</ul>",206302,автоматический,220 В,0.2 кВт,465 мм,465 мм,350 мм,,,,0,,38934,7 кг,,Китай,200 шт/мин.,,35 мм,,термолента,3,
https://cdn.entero.ru/mp@2x/3d/fd/3dfd882af2c142a6668c7b58eb586d02.jpg;https://cdn.entero.ru/mp@2x/9c/7e/9c7e544767fb9b49a708b5e3a3099e20.jpg;https://cdn.entero.ru/mp@2x/c1/68/c1681a8672c5eade12634e50a6641432.jpg,Датер Hualian HL-1108 (500) верхняя подача,Датер Hualian HL-1108 (500) верхняя подача,52716,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/371924,"<p>Встраиваемый автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371924""><b class=""b"">Hualian HL-1108 (500) </b></a>используется на производственных площадках, предприятиях пищевой, фармацевтической и косметической промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель устанавливается на различных типах вертикальных упаковочных машин для отслеживания и автоматической печати год, месяц и день изготовления, номер партии, срок годности, вес и другие символы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя подача</li>
<li>R-тип (продольный)</li>
<li>Объекты печати: полимерные пленки, полимерные композитные пленки и алюминиево-пластиковые, бумага, пластифицированная бумага, кожа и изделия из пластмассы</li>
<li>Четкая печать</li>
<li>Мгновенные печать и сушка</li>
<li>Быстрая смена литер для удобной загрузки и выгрузки</li>
<li>Простота эксплуатации</li>
<li>Легкая конструкция</li>
<li>Простота установки</li>
<li>Высокая скорость печати</li>
<li>Большая площадь печати</li>
<li>Небольшой минимальный интервал печати</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество строк: до 10</li>
<li>Максимальное количество литер в одной строке: 13</li>
<li>Размер литер: 3.0T</li>
<li>Минимальная длина пакета: 75 мм</li>
<li>Ширина станины: 500 мм</li>
<li>Размеры рекомендуемого красящего ролика: 36х32, 36х35 и 36х40 мм</li>
</ul>",371924,автоматический,220 В,0.13 кВт,,,,9.5 кг,1,550x220x330 мм,0,,56684,,Китай,Китай,,,,Да,твердые чернила,,
https://cdn.entero.ru/mp@2x/e6/dd/e6dd4f8c0be9adb1d1199c2a3a6b1ea6.jpg;https://cdn.entero.ru/mp@2x/1d/f8/1df89bf803f809cf37c6554b8016e55f.jpg;https://cdn.entero.ru/mp@2x/9c/35/9c35dcef544cdb98fcec7a69010f1b0a.jpg,Датер Hualian HL-1108 (500) нижняя подача,Датер Hualian HL-1108 (500) нижняя подача,52716,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/371925,"<p>Встраиваемый автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371925""><b class=""b"">Hualian HL-1108 (500) </b></a>используется на производственных площадках, предприятиях пищевой, фармацевтической и косметической промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель устанавливается на различных типах вертикальных упаковочных машин для отслеживания и автоматической печати год, месяц и день изготовления, номер партии, срок годности, вес и другие символы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижняя подача</li>
<li>R-тип (продольный)</li>
<li>Объекты печати: полимерные пленки, полимерные композитные пленки и алюминиево-пластиковые, бумага, пластифицированная бумага, кожа и изделия из пластмассы</li>
<li>Четкая печать</li>
<li>Мгновенные печать и сушка</li>
<li>Быстрая смена литер для удобной загрузки и выгрузки</li>
<li>Простота эксплуатации</li>
<li>Легкая конструкция</li>
<li>Простота установки</li>
<li>Высокая скорость печати</li>
<li>Большая площадь печати</li>
<li>Небольшой минимальный интервал печати</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество строк: до 10</li>
<li>Максимальное количество литер в одной строке: 13</li>
<li>Размер литер: 3.0T</li>
<li>Минимальная длина пакета: 75 мм</li>
<li>Ширина станины: 500 мм</li>
<li>Размеры рекомендуемого красящего ролика: 36х32, 36х35 и 36х40 мм</li>
</ul>",371925,автоматический,220 В,0.13 кВт,,,,9.5 кг,1,550x220x330 мм,0,,,,Китай,Китай,,,,Да,твердые чернила,,
https://cdn.entero.ru/mp@2x/a4/c9/a4c9bf7ad65ae9ef49c651a6f92265ad.jpg;https://cdn.entero.ru/mp@2x/fc/9b/fc9b90b5fd4b1923fae0b09c6fe7499a.jpg;https://cdn.entero.ru/mp@2x/0c/a8/0ca81a308ef996981299f749fa3cbe71.jpg,Датер Hualian HL-1108 (600) верхняя подача,Датер Hualian HL-1108 (600) верхняя подача,57040,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/371926,"<p>Встраиваемый автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371926""><b class=""b"">Hualian HL-1108 (600) </b></a>используется на производственных площадках, предприятиях пищевой, фармацевтической и косметической промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель устанавливается на различных типах вертикальных упаковочных машин для отслеживания и автоматической печати год, месяц и день изготовления, номер партии, срок годности, вес и другие символы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя подача</li>
<li>R-тип (продольный)</li>
<li>Объекты печати: полимерные пленки, полимерные композитные пленки и алюминиево-пластиковые, бумага, пластифицированная бумага, кожа и изделия из пластмассы</li>
<li>Четкая печать</li>
<li>Мгновенные печать и сушка</li>
<li>Быстрая смена литер для удобной загрузки и выгрузки</li>
<li>Простота эксплуатации</li>
<li>Легкая конструкция</li>
<li>Простота установки</li>
<li>Высокая скорость печати</li>
<li>Большая площадь печати</li>
<li>Небольшой минимальный интервал печати</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество строк: до 10</li>
<li>Максимальное количество литер в одной строке: 13</li>
<li>Размер литер: 3.0T</li>
<li>Минимальная длина пакета: 75 мм</li>
<li>Ширина станины: 600 мм</li>
<li>Размеры рекомендуемого красящего ролика: 36х32, 36х35 и 36х40 мм</li>
</ul>",371926,автоматический,220 В,0.13 кВт,,,,10 кг,1,650x220x330 мм,0,,59417,,Китай,Китай,,,,Да,твердые чернила,,
https://cdn.entero.ru/mp@2x/dc/6b/dc6b0d1783596bf552e5d19d3834f38f.jpg,Принтер даты МАГИКОН MAG-1788,Принтер даты МАГИКОН MAG-1788,61048,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198157,"<p>Струйный портативный принтер даты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198157"">МАГИКОН MAG-1788</a> </b>используется на предприятиях торговли и услуг, в заведения общепита, в логистических компаниях для печати текстовой информации, штрихкодов и графических изображений на чековой ленте. Модель оснащена цветным сенсорным дисплеем. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поверхности для нанесения печати: картон, камень, МДФ, легкий стальной каркас, трубы, металл, пластик, дерево, алюминиевая фольга</li>
<li>Автоматическая печать</li>
<li>Возможность наносить графические изображения</li>
<li>Поддержка нескольких иностранных языков</li>
<li>Разрешение печати: 600 DPI </li>
<li>Внешние разъемы: USB, DB9, DB15, фотооптическое соединение</li>
<li>
<p>Цвет печати: черный, красный, синий, желтый, зеленый, белый</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество строк печати: 8</li>
<li>Скорость печати: 80 м/мин.</li>
<li>Срок работы в режиме ожидания: 24 ч</li>
<li>Габариты в упаковке: 310х160х230 мм</li>
</ul>

<p> </p>",198157,автоматический,,0.5 кВт,135 мм,100 мм,205 мм,,,,0,,,,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/dc/57/dc57fa89af9f90f250bc9f97644288de.jpg,"Термопринтер МАГИКОН DK-700 (395 мм, Т)","Magikon DK-700 (395 мм, Т)",61256,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198384,"<p>Термопринтер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198384"">МАГИКОН DK-700 (395 мм, Т)</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для печати даты производства, номера партии и другой информации на формируемую плёночную упаковку. Модель оснащена выносным блоком управления. Термопринтер подходит для совместной работы с фасовочно-упаковочными автоматами серии DXD и MAGIKON.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,22 кВт</li>
<li>Область печати: 3 строки по 15 символов в каждой</li>
<li>Ширина рамы: 395 мм</li>
</ul>",198384,,,,250 мм,185 мм,395 мм,,,,0,,,8 кг,,Китай,120 шт/мин.,,35 мм,,,,
https://cdn.entero.ru/mp@2x/a2/b7/a2b75c493a9409fe808d11b9159ff89d.jpg;https://cdn.entero.ru/mp@2x/27/7a/277af664d6605203764068082fd38360.jpg;https://cdn.entero.ru/mp@2x/c1/98/c19887a831ebb4421613df69f5cc8946.jpg,Датер Hualian HL-1108 (700) нижняя подача,Датер Hualian HL-1108 (700) нижняя подача,64032,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/371927,"<p>Встраиваемый автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371927""><b class=""b"">Hualian HL-1108 (700) </b></a>используется на производственных площадках, предприятиях пищевой, фармацевтической и косметической промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель устанавливается на различных типах вертикальных упаковочных машин для отслеживания и автоматической печати год, месяц и день изготовления, номер партии, срок годности, вес и другие символы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижняя подача</li>
<li>R-тип (продольный)</li>
<li>Объекты печати: полимерные пленки, полимерные композитные пленки и алюминиево-пластиковые, бумага, пластифицированная бумага, кожа и изделия из пластмассы</li>
<li>Четкая печать</li>
<li>Мгновенные печать и сушка</li>
<li>Быстрая смена литер для удобной загрузки и выгрузки</li>
<li>Простота эксплуатации</li>
<li>Легкая конструкция</li>
<li>Простота установки</li>
<li>Высокая скорость печати</li>
<li>Большая площадь печати</li>
<li>Небольшой минимальный интервал печати</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество строк: до 10</li>
<li>Максимальное количество литер в одной строке: 13</li>
<li>Размер литер: 3.0T</li>
<li>Минимальная длина пакета: 75 мм</li>
<li>Ширина станины: 700 мм</li>
<li>Размеры рекомендуемого красящего ролика: 36х32, 36х35 и 36х40 мм</li>
</ul>",371927,автоматический,220 В,0.13 кВт,,,,10 кг,1,650x220x330 мм,0,,66700,,Китай,Китай,,,,Да,твердые чернила,,
