Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Вес (с упаковкой),Ширина ленты,Встраиваемый,Тип печати,Количество строк,Счетчик изделий
https://cdn.entero.ru/mp@2x/a4/ed/a4ed922ffa616649d30174ee77680520.jpg,Датер Hualian MY-300A,MY-300A (нерж.),104144,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/93553,"<p>Автоматический датер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93553"">Hualian MY-300A</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения печати на упаковочные материалы. Модель оснащена регулировкой температуры и области печати, фотодатчиком, счетчиком готовых изделий и подвижной печатающей головкой, позволяющей продавливать дату. Для печати на картоне датер можно использовать без расходного материала. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит стандартный комплект литер, включающий в себя цифры от ""0"" до ""9"" (от 4 до 12 шт. каждого символа) с T-расположением символов для горизонтальной печати.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Размер литер: 2x1,5 (8PT), 2,5x2 (9PT), 3x3 (10,5PT), 4x2.5 (18PT) мм</li>
<li>Размер объекта:
<ul>
<li>Длина: от 60 до 600 мм</li>
<li>Ширина: от 50 до 300 мм</li>
<li>Толщина: от 0,05 до 3 мм</li>
</ul>
</li>
<li>Область печати: от 60 до 250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>R-расположение символов для вертикальной печати</li>
</ul>",93553,автоматический,220 В,0.23 кВт,430 мм,445 мм,310 мм,,,,0,,110791,30 кг,,Китай,300 шт/мин.,,,,твердые чернила,,
https://cdn.entero.ru/mp@2x/44/9a/449a3d17e2530ef4d2c18ffeff854d2b.jpg;https://cdn.entero.ru/mp@2x/e4/87/e4874d19d62734b3f3d9576620f433ea.jpg;https://cdn.entero.ru/mp@2x/66/71/6671c073fd54f51d3608e7fb9e51d6f8.jpg;https://cdn.entero.ru/mp@2x/58/df/58df83a47074a97d59cb17fb8358e192.jpg;https://cdn.entero.ru/mp@2x/e2/13/e213d37f14fbc5a9c0d79dd02c2a8e6a.jpg;https://cdn.entero.ru/mp@2x/bc/87/bc87db27b206124217472b0f8674f072.jpg;https://cdn.entero.ru/mp@2x/5f/f8/5ff8d80ad02cbb1951434804ba34005f.jpg;https://cdn.entero.ru/mp@2x/0e/60/0e6036faef0988a992ef64e8483e6399.jpg;https://cdn.entero.ru/mp@2x/78/3e/783ee49977eeb4cd816577b4a7a12a27.jpg;https://cdn.entero.ru/mp@2x/73/f7/73f7aed34755c10897180fec3deda5a3.jpg,Датер Foodatlas DY-6A Pro,DY-6A FoodAtlas Pro,3745,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/87025,"<p>Ручной датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87025""><b class=""b"">Foodatlas DY-6A Pro</b></a> используется на предприятиях общественного питания и торговли для нанесения чернильной печати на полиэтилен, алюминиевую бумагу, выделанную кожу и другие упаковочные материалы. Модель оснащена регулировкой температуры. Аппарат позволяет проставить дату производства, срок хранения, номер партии, вес, цену и прочие показатели.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Длина печати: 30 мм</li>
<li>Размер литеры:
<ul>
<li>6 типов: 5x5 мм</li>
<li>10 типов: 3х5 мм</li>
</ul>
</li>
<li>Количество строк: 3</li>
<li>Количество символов в строке: 8</li>
<li>Производительность:100 оттисков/мин</li>
<li>Тип нанесения: Арабские цифры, китайские иероглифы и английские буквы</li>
<li>Упаковочный материал: PP+PE+ETC+бумага</li>
<li>Габариты упаковки: 320х270х205 мм</li>
</ul>",87025,ручной,220 В,0.04 кВт,250 мм,309 мм,195 мм,,,,0,https://entero.ru/manuals/351337/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DY-6A%20Pro.pdf;https://entero.ru/manuals/402961/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf;https://entero.ru/manuals/403020/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,4567,2.6 кг,,Китай,100 шт/мин.,,30 мм,,термолента,3,
https://cdn.entero.ru/mp@2x/2f/13/2f139b470ac11af871d5043c4ea7be48.jpg;https://cdn.entero.ru/mp@2x/3e/1e/3e1ec50ec4ca1af299b0a0f2b9436151.jpg;https://cdn.entero.ru/mp@2x/5f/08/5f0830bbdd9514d9008079c39ac3d664.jpg;https://cdn.entero.ru/mp@2x/e2/5b/e25b99894be6c6dfb3d4d3b99a04e25b.jpg;https://cdn.entero.ru/mp@2x/8b/23/8b23c5783a290b237ef4deb88ade875f.jpg;https://cdn.entero.ru/mp@2x/f3/07/f307b1f591e36f3e5d4b2b4cafbbc94e.jpg;https://cdn.entero.ru/mp@2x/32/10/32104fef33794582a0bae8f812c2b4d5.jpg;https://cdn.entero.ru/mp@2x/54/74/5474adc1177b1e1ee38a8368aae42519.jpg;https://cdn.entero.ru/mp@2x/64/da/64da30bb42e550ebe06bca57f36b06de.jpg;https://cdn.entero.ru/mp@2x/04/8c/048cd08d3c788b8f400895f45285bb07.jpg,Датер Foodatlas DY-6B Pro,DY-6B FoodAtlas Pro,4049,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/87026,"<p>Ручной датер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87026"">Foodatlas DY-6B Pro</a></b> используется на предприятиях общественного питания и торговли для нанесения чернильной печати на полиэтилен, алюминиевую бумагу, выделанную кожу и другие упаковочные материалы. Модель оснащена регулировкой температуры и индикатором нагрева. Аппарат позволяет проставить дату производства, срок хранения, номер партии, вес, цену и прочие показатели.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Длина печати: 30 мм</li>
<li>Размер литеры:
<ul>
<li>6 типов: 5x5 мм </li>
<li>10 типов: 3х5 мм</li>
</ul>
</li>
<li>Количество строк: 3</li>
<li>Количество символов в строке: 8</li>
<li>Производительность:100 отисков/мин</li>
<li>Тип нанесения: Арабские цифры, китайские иероглифы и английские</li>
<li>буквы</li>
<li>Упаковочный материал: PP+PE+ETC+бумага</li>
<li>Габариты упаковки: 320x270x205 мм</li>
</ul>",87026,ручной,220 В,0.04 кВт,250 мм,309 мм,195 мм,,,,0,https://entero.ru/manuals/351336/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DY-6B%20Pro.pdf;https://entero.ru/manuals/402959/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf;https://entero.ru/manuals/402964/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,2.6 кг,,Китай,100 шт/мин.,,,,термолента,3,
https://cdn.entero.ru/mp@2x/38/cf/38cf03dbb3e56151914924712829fe56.jpg,Термодатер МАГИКОН HP-280,Magikon HP-280,31552,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198234,"<p>Термодатер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198234"">МАГИКОН HP-280</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Количество строк печати: 3</li>
<li>Количество символов в строке: 12</li>
<li>Размер символов: 2х4 мм</li>
<li>Ширина печатающей ленты: 25, 30, 35</li>
</ul>",198234,автоматический,220 В,0.22 кВт,350 мм,350 мм,350 мм,,,,0,,34296,,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/ba/cb/bacbcaa7d0a65216da3705f1699fa8c1.jpg;https://cdn.entero.ru/mp@2x/40/70/40700e689dcacdd33a7a980940bf7c10.jpg;https://cdn.entero.ru/mp@2x/56/da/56da63623caa9a55c92aff4e1e582173.jpg;https://cdn.entero.ru/mp@2x/85/e8/85e89a7c47328ce69d4d322584b411a8.jpg;https://cdn.entero.ru/mp@2x/73/11/73110c3de2fc114144553d311a77a9ea.jpg;https://cdn.entero.ru/mp@2x/c2/c2/c2c2c91d6b886a090bc4dc62811f52ba.jpg;https://cdn.entero.ru/mp@2x/02/d1/02d1eb6beb386b2491f6859d7537e111.jpg,Датер Foodatlas MS-200 Eco,MS-200 Foodatlas Eco,31836,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/103080,"<p>Автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103080""><b class=""b"">Foodatlas MS-200</b></a> используется на предприятиях общественного питания и торговли для нанесения чернильной печати на полиэтилен, алюминиевую бумагу, выделанную кожу и другие упаковочные материалы. Модель оснащена регулировкой температуры и позволяет проставить дату производства, срок хранения, номер партии, вес, цену и прочие показатели. Наковальня выполнена из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина печати: 35 мм</li>
<li>Размер знаков: 2,5x3 мм</li>
<li>Количество символов в строке: 10</li>
<li>Температурный режим: от 0 до 150 °Cг</li>
<li>Нагревательная труба:
<ul>
<li>с чернильным роликом 110В, 60Вт</li>
<li>с печатающим колесом: 110В, 60Вт</li>
</ul>
</li>
<li>Наименьшее пространство печати между словами:
<ul>
<li>две линии: 70 мм</li>
<li>четыре линии: 35 мм</li>
</ul>
</li>
<li>Стиль (высота): 3.50мм, 4.50мм, 5.50мм</li>
<li>Спецификация для чернильного ролика: ø35х32мм</li>
<li>Габариты упаковки: 450х220х325 мм</li>
</ul>",103080,автоматический,220 В,0.12 кВт,200 мм,430 мм,300 мм,,,,0,https://entero.ru/manuals/403026/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20MS-200%20Eco.pdf;https://entero.ru/manuals/403027/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%84%D0%B0%D1%81%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf;https://entero.ru/manuals/403028/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,34604,15 кг,,Китай,70 шт/мин.,,,,твердые чернила,10,
https://cdn.entero.ru/mp@2x/ce/34/ce346c6b90c2e542a53575a68bb735b6.jpg,Датер Hualian MY-812G (500),Датер Hualian MY-812G (500),45319,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/94755,"<p>Автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94755""><b class=""b"">Hualian MY-812G</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена индукционным датчиком и блоком управления. Непрерывное прокатывающее движение печатной головки обеспечивает высокую скорость печати. В качестве расходного материала используется красящий ролик, из которого под действием температуры выделяются чернила. </p>

<p>Датер работает совместно с горизонтальными упаковочными машинами <a href=""https://entero.ru/search.php?text=Hualian+DXDZ"">DXDZ</a>, DXPZ, ZSB-420A (TDP-420A).</p>

<p>В комплект поставки входят станина и стандартный комплект литер, включающий в себя цифры от ""0"" до ""9"" (от 4 до 10 шт. каждого символа). Двигатель в комплект поставки не входит.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер литер: 2x1,5 (8PT), 2,5x2 (9PT), 3x3 (10,5PT) мм</li>
<li>Ресурс ролика: 80000 оттисков</li>
<li>Ширина станины: 500 мм</li>
<li>Максимальная ширина пленки: 450 мм</li>
<li>Размер красящего ролика: 35x32 мм</li>
<li>Вес со станиной: от 11 до 13 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Количество строк: 8 (макс. 8 литер/строка, R расположение (10,5PT))</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",94755,автоматический,220 В,0.13 кВт,,,,,,,0,,49260,,,Китай,300 шт/мин.,,,Да,твердые чернила,11,
https://cdn.entero.ru/mp@2x/0b/19/0b19d680b6d144ff91c97522436ad0a1.jpg,"Термопринтер МАГИКОН DK-700 (295 мм, R)","Magikon DK-700 (295 мм, R)",61256,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198380,"<p>Термопринтер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198380"">МАГИКОН DK-700 (295 мм, R)</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для печати даты производства, номера партии и другой информации на формируемую плёночную упаковку. Модель оснащена выносным блоком управления. Термопринтер подходит для совместной работы с фасовочно-упаковочными автоматами серии DXD и MAGIKON.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,22 кВт</li>
<li>Область печати: 3 строки по 15 символов в каждой</li>
<li>Ширина рамы: 295 мм</li>
</ul>",198380,,,,250 мм,185 мм,295 мм,,,,0,,64480,8 кг,,Китай,120 шт/мин.,,35 мм,,,,
https://cdn.entero.ru/mp@2x/ec/09/ec09d99da5c72d764834dd8bbb245b72.jpg,Датер Hualian DY-8,DY-8 (с термолентой),6578,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/105948,"<p>Полуавтоматический датер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105948"">Hualian DY-8</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения печати на упаковочные материалы. Модель оснащена механическим ручным приводом. Печать осуществляется с помощью специальной термоленты, через которую нагретые литеры переносят дату на объект.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество символов:
<ul>
<li>1 строка: 2x4 мм макс. 15 литер</li>
<li>2 строки: 2x4 мм макс. 30 литер</li>
<li>3 строки: 2x4 мм макс. 45 литер</li>
</ul>
</li>
</ul>",105948,полуавтоматический,220 В,0.04 кВт,160 мм,270 мм,220 мм,,,,0,,,2 кг,,Китай,от 0 до 100 шт/мин.,,от 25 до 35 мм,,термолента,3,
https://cdn.entero.ru/mp@2x/a7/d8/a7d83896823e7756d5ea75624c76952c.jpg;https://cdn.entero.ru/mp@2x/56/a4/56a4bfd27f1b678f4d1c8cfb9921219c.jpg;https://cdn.entero.ru/mp@2x/89/7e/897e031ac38d8d2a793440a9e470c399.jpg,Термодатер МАГИКОН DY-8,00000000346,7509,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/206410,"<p>Термодатер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/206410"">МАГИКОН DY-8</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли совместно с вертикальными и горизонтальными упаковочными автоматами для нанесения текстовой информации на любой вид упаковки. Корпус выполнен из металла. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность позиционирования отпечатка в любом месте пакета</li>
<li>Аппараты могут использоваться для печати даты, срока годности, веса, цены, размера, места производства, состава, производителя </li>
<li>Стойкость и чёткость изображения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное количество символов в строке: до 15 </li>
<li>Высота символов: 3 мм</li>
<li>Ширина печатающей ленты: 25 / 30 / 35 мм </li>
</ul>",206410,автоматический,220 В,0.04 кВт,270 мм,160 мм,220 мм,,,,0,https://entero.ru/manuals/241200/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%93%D0%98%D0%9A%D0%9E%D0%9D%20DY-8.pdf,9386,2 кг,,Китай,300 шт/мин.,,от 25 до 35 мм,,термолента,3,
https://cdn.entero.ru/mp@2x/42/25/42259cd20d52d407329f35792f02a61e.jpg;https://cdn.entero.ru/mp@2x/06/96/06964908361d6ad317da07eaf248c070.jpg;https://cdn.entero.ru/mp@2x/22/0e/220e967637a7e545371757ee4f4c104b.jpg;https://cdn.entero.ru/mp@2x/0a/49/0a495dfa3acaf5afe470a2353dfae98a.jpg;https://cdn.entero.ru/mp@2x/6a/3c/6a3c18dbc792687609d30a1e471e41aa.jpg;https://cdn.entero.ru/mp@2x/8b/5f/8b5f5651fe4eddddb70e4beef36862c8.jpg;https://cdn.entero.ru/mp@2x/e3/1b/e31be0389a23cac16af06e4ecd8c3a30.jpg,Встраиваемый датер Foodatlas HP-241G 310x270x350 мм станина 50 см,HP-241G,24996,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/372628,"<p>Встраиваемый датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372628""><b class=""b"">Foodatlas HP-241G </b></a>это полуавтоматический аппарат для термопереноса чернильной печати на упаковочные материалы (полиэтилен, полипропилен, алюминиевую фольгу, ламинированную пленку, бумагу, выделанную кожу и т.д.). Оборудование подходит для предприятий торговли, общепита, производственной медицины. Он встраивается в упаковочные линии и работает аккуратно, без чернильных загрязнений. Аппарат оснащен опцией регулировки температурной нормы нагрева, что позволяет использовать в нем ленты с низкой, средней и высокой температурой, к прибору прилагается стандартный набор литер (цифры от 0 до 9 и буквы).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Датер прост и удобен в эксплуатации, управляется с помощью переключателя ножной педали</li>
<li>Прибор может печатать различные показатели – дату производства, срок хранения, код партии, массу, цену и др.</li>
<li>Использует термоленты разных цветов, позволяющие получить четкие оттиски на упаковке товара</li>
<li>Большой выбор разрядности и размеров оттесняемого шрифта</li>
<li>Высокое качество печати</li>
<li>Экономный расход чернил</li>
<li>Легкость монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: нерж. сталь, черный</li>
</ul>",372628,полуавтоматический,220 В,,310 мм,270 мм,350 мм,9 кг,1,330x290x370 мм,0,,,,Китай,Китай,,,,,"термолента, твердые чернила",,
https://cdn.entero.ru/mp@2x/b6/b0/b6b048bb5069613b280ef68a510e8f11.jpg,Датер Hualian HP-241G (500),HP-241 G (станина 500 мм) / НР-241G,33856,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/94753,"<p>Автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94753""><b class=""b"">Hualian HP-241G</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Аппарат встраивается в упаковочные линии и работает от двигателя протяжки пленки. Модель оснащена индукционным датчиком и блоком управления. В качестве расходного материала используется термотрансферная лента, переносящая изображение по принципу копирки.</p>

<p>В комплект поставки входят станина и стандартный комплект литер, включающий в себя цифры от ""0"" до ""9"" (от 3 до 6 шт. каждого символа).</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Количество строк: 2x3x15 мм, 3 строки (макс. 15 литер/строка)</li>
<li>Высота литер: 3 мм</li>
<li>Ширина станины: 500 мм</li>
<li>Вес (без станины): 7 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",94753,автоматический,220 В,0.135 кВт,,,,,,,0,,35267,,,Китай,200 шт/мин.,,от 25 до 35 мм,Да,термолента,3,
https://cdn.entero.ru/mp@2x/98/09/98099fdd3a566297f6492d62a9adf966.jpg,Датер Hualian MY-812A (400),MY-812А,46044,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/93534,"<p>Автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93534""><b class=""b"">Hualian MY-812A</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена собственным двигателем, индукционным датчиком и блоком управления. Непрерывное прокатывающее движение печатной головки обеспечивает высокую скорость печати. В качестве расходного материала используется красящий ролик, из которого под действием температуры выделяются чернила. </p>

<p>Датер работает совместно с горизонтальными упаковочными машинами <a href=""https://entero.ru/search.php?text=Hualian+DXDZ"">DXDZ</a>, DXPZ, ZSB-420A (TDP-420A).</p>

<p>В комплект поставки входят станина и стандартный комплект литер, включающий в себя цифры от ""0"" до ""9"" (от 10 до 4 шт. каждого символа).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер литер: 2x1,5 (8PT), 2,5x2 (9PT), 3x3 (10,5PT) мм</li>
<li>Ресурс ролика: 80000 оттисков</li>
<li>Ширина станины: 400 мм</li>
<li>Максимальная ширина пленки: 350 мм</li>
<li>Размер красящего ролика: 35x32 мм</li>
<li>Вес (без станины): 4 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Количество строк: 8 (макс. 8 литер/строка, R расположение (10,5PT))</li>
</ul>",93534,автоматический,220 В,0.15 кВт,,,,,,,0,,48983,,,Китай,300 шт/мин.,,,Да,твердые чернила,11,
https://cdn.entero.ru/mp@2x/85/fe/85fe39c7fa692d9ab77d215ac5093bff.jpg,Датер Hualian MY-380F/W,MY-380F\W,50692,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/93552,"<p>Автоматический датер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93552"">Hualian MY-380F/W</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель оснащена регулировкой места проставления даты и счетчиком готовых изделий. В качестве расходного материала используется красящий ролик, из которого под действием температуры выделяются чернила. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер литер: 2x1,5 (8PT), 2,5x2 (9PT), 3x3 (10,5PT), 4x2,5 (18PT) мм</li>
<li>Размер красящего ролика: 35x32, 35x16 мм</li>
<li>Ресурс ролика: 80000 оттисков</li>
<li>Размер объекта:
<ul>
<li>Длина: от 45 до 550 мм</li>
<li>Ширина: от 30 до 300 мм</li>
</ul>
</li>
<li>Область печати: от 60 до 250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Количество строк: 8 (макс. 8 литер/строка, R расположение (10,5PT))</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",93552,автоматический,220 В,0.18 кВт,440 мм,465 мм,300 мм,,,,0,,,26 кг,,Китай,300 шт/мин.,,,,твердые чернила,11,
https://cdn.entero.ru/mp@2x/b7/84/b78496ed8c7dfebd1068118af183a509.jpg,"Термопринтер МАГИКОН DK-700 (295 мм, Т)","Magikon DK-700 (295 мм, Т)",61256,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198383,"<p>Термопринтер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198383"">МАГИКОН DK-700 (295 мм, Т)</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для печати даты производства, номера партии и другой информации на формируемую плёночную упаковку. Модель оснащена выносным блоком управления. Термопринтер подходит для совместной работы с фасовочно-упаковочными автоматами серии DXD и MAGIKON.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,22 кВт</li>
<li>Область печати: 3 строки по 15 символов в каждой</li>
<li>Ширина рамы: 295 мм</li>
</ul>",198383,,,,250 мм,185 мм,295 мм,,,,0,,,8 кг,,Китай,120 шт/мин.,,35 мм,,,,
