Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель
https://cdn.entero.ru/mp@2x/31/9b/319b6b543079b8f36ecc2a629f45c29d.jpg,Упаковочный стол Вязьма УССБ-2.63,Упаковочный стол Вязьма УССБ-2.63,212801,RUB,Нет,Вязьма,Профоборудование,Прачечное,Упаковщики для белья,https://entero.ru/item/134750,"<p>Стационарный аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/134750"">Вязьма УССБ-2.63</a></b> предназначен предназначен для термического запаивания сложенного в стопки чистого белья в пакеты из полиэтиленовой плёнки в виде полурукава шириной до 650 мм. Так же, во время работы аппарата, оператор успевает подготовить следующую деталь к упаковке.</p>

<p><b>Основными достоинствами данной модели являются: </b>контроль по расходу упаковочного материала, возможность использовать различные виды термопластических пленок, наличие постоянного давления, возможность выбора размера упаковки. </p>

<p><b>Технические характеристи:</b></p>

<ul>
<li>Тип аппарата: упаковочный стол</li>
<li>Метод сварки: термоимпульсный</li>
<li>Длина шва запаивания: 2х630</li>
<li>Максимальный диаметр рулона: 320 мм</li>
<li>Длительность запаивания: до 10 сек.</li>
</ul>",134750,220 В,0.25 кВт,12600 мм,1560 мм,1520 мм,,,,0,,221668,https://vk.com/video_ext.php?oid=-177656185&id=456240102&hd=2&autoplay=0,,Россия,Россия
https://cdn.entero.ru/mp@2x/4c/9c/4c9cb02ec9a7b98310a7a937434b572e.jpg,Машина упаковочная Artmecc EVOLUTION CL,Машина упаковочная Artmecc EVOLUTION CL,165926,RUB,Нет,Artmecc,Профоборудование,Прачечное,Упаковщики для белья,https://entero.ru/item/37045,"<p>Упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37045"">Artmecc EVOLUTION CL</a></b> используется в химчистках и прачечных для упаковки различного белья. Упаковочный рулон расположен в верхней части. Модель оснащена ручным управлением и колесами для удобного перемещения. Упаковщик может быть закреплен на стене. В процессе спаивания пакетов не выделяются вредные вещества, обеспечивая экологически чистую работу, безопасную для окружающей среды и дыхания оператора. Корпус выполнен из окрашенной стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость сварки: 2 сек.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Размещение упаковочного рулона в нижней части</li>
</ul>",37045,220 В,0.166 кВт,810 мм,300 мм,2000 мм,,,,0,https://entero.ru/manuals/78158/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Artmecc%20EVOLUTION%20CL.pdf;https://entero.ru/manuals/128126/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20Artmecc%20EVOLUTION%20CL.pdf,,,57 кг,Италия,
https://cdn.entero.ru/mp@2x/82/a7/82a78acf7d3da4e5e62e226188df5185.jpg,Машина упаковочная Artmecc NIB MANUALE,NIB (ручное управ.),244575,RUB,Нет,Artmecc,Профоборудование,Прачечное,Упаковщики для белья,https://entero.ru/item/37046,"<p>Упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37046"">Artmecc NIB MANUALE</a> </b>используется в химчистках и прачечных для упаковки прямого белья, одеял и покрывал. Модель оснащена ручным управлением. Корпус выполнен из окрашенной стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальный размер упаковки: 700х700х500 мм</li>
<li>Максимальный размер катушки: 750 мм</li>
</ul>",37046,220 В,0.332 кВт,1500 мм,1400 мм,900 мм,,,,0,,,,76 кг,Италия,
https://cdn.entero.ru/mp@2x/dc/c9/dcc90fedec0a300259d8a31bb5f727b3.jpg,Упаковщик для белья Вязьма УПВО-2.32П,УПВО 2.32П,246374,RUB,Нет,Вязьма,Профоборудование,Прачечное,Упаковщики для белья,https://entero.ru/item/81468,"<p>Упаковщик для белья <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81468"">Вязьма УПВО-2.32П</a> </b>используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах для термического запаивания плечевой одежды в пакеты из полиэтиленовой плёнки. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическое управление</li>
<li>Термоимпульсное запаивание</li>
<li>Запаивание пленки в виде рукава</li>
<li>Напольное размещения изделий в производственном помещении</li>
<li>Регулировка длительности запаивания</li>
<li>Автоматическое включение пайки при опускании и удержании прижимной рамки</li>
<li>Автоматическое отрезание запаянного пакета с одеждой от рулона при опускании прижимной рамки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Частота тока: 50 Гц</li>
<li>Ширина рулона: 600 мм</li>
<li>Максимальный диаметр рулона: 320 мм</li>
<li>Длина шва запаивания: 2х 320 мм</li>
<li>Длительность запаивания: до 10 сек.</li>
</ul>",81468,220 В,0.25 кВт,795 мм,2055 мм,635 мм,,,,0,https://entero.ru/manuals/55365/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/120856/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0.pdf,262100,,70 кг,Россия,Россия
https://cdn.entero.ru/mp@2x/06/9c/069cd7db0a70809fcaebd97ba0114eaf.jpg;https://cdn.entero.ru/mp@2x/bd/86/bd866369c3789e11c0cc26b4cd79db45.jpg,Машина упаковочная Artmecc EVOLUTION ML,Машина упаковочная Artmecc EVOLUTION ML,131777,RUB,Нет,Artmecc,Профоборудование,Прачечное,Упаковщики для белья,https://entero.ru/item/149803,"<p>Упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149803"">Artmecc EVOLUTION ML</a></b> используется в химчистках и прачечных для упаковки различного белья. Упаковочный рулон расположен в верхней части. Модель Упаковщик может быть закреплен на стене. В процессе спаивания пакетов не выделяются вредные вещества, обеспечивая экологически чистую работу, безопасную для окружающей среды и дыхания оператора. Корпус выполнен из окрашенной стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Скорость сварки: 2 сек.</li>
</ul>",149803,220 В,0.166 кВт,810 мм,300 мм,500 мм,,,,0,https://entero.ru/manuals/177572/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Artmecc%20EVOLUTION%20CL.pdf;https://entero.ru/manuals/177573/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20Artmecc%20EVOLUTION%20CL.pdf,137268,,37 кг,Италия,
https://cdn.entero.ru/mp@2x/20/4b/204bc5277c46ff172abe9ad3f5de2401.jpg,Машина упаковочная Artmecc NIB Pneumatic,Машина упаковочная Artmecc NIB Pneumatic,366374,RUB,Нет,Artmecc,Профоборудование,Прачечное,Упаковщики для белья,https://entero.ru/item/260799,"<p>Упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/260799""><b class=""b"">Artmecc NIB Pneumatic </b></a>используется в химчистках и прачечных для упаковки прямого белья, одеял и покрывал. Модель оснащена пневматическим управлением и 4 колесами для удобства перемещения. Корпус выполнен из окрашенной стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальный размер упаковки: 700х700х500 мм</li>
<li>Максимальный размер катушки: 750 мм</li>
</ul>",260799,220 В,0.332 кВт,1500 мм,1400 мм,900 мм,96 кг,1,1800x1680x1080 мм,0,,398233,,80 кг,,Италия
