Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Остаток,Файлы,Вес (без упаковки),Конструкция,Управление,Дозалив,Количество режимов,Объем бака для воды,Производительность пара
https://cdn.entero.ru/mp@2x/10/a8/10a8ea1ad8a9e59095acc32da74d3d22.jpg;https://cdn.entero.ru/mp@2x/13/84/13840f789c410e498d6d2934fb0dec47.jpg;https://cdn.entero.ru/mp@2x/76/06/7606b73fb73d93178e2ea7ca5bcf4343.jpg,Отпариватель ручной MIE Graze New Red,380819,3244,RUB,Да,MIE,Профоборудование,Прачечное,Отпариватели,https://entero.ru/item/182382,"<p>Ручной отпариватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182382""><b class=""b"">MIE Graze New Red </b></a>используется в прачечных, отелях, гостевых домах и офисах для разглаживания и паровой обработки предметов одежды из натуральных, синтетических и смесовых тканей. Модель оснащена удобной эргономичной ручкой. Подошва утюжка выполнена из металла. </p>

<p>В комплект поставки входят щетка-антистатик для одежды, ворсистая щеточка, термостойкая варежка, приспособление для отпаривания воротника и фирменая сумка. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Современная система парообразования</li>
<li>Вертикальное отпаривание</li>
<li>Система Антикапля</li>
<li>Индикатор готовности пара</li>
<li>Кнопка включения парогенератора с контрольным индикатором</li>
<li>Металлическая подошва утюжка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: 150 ℃</li>
<li>Продолжительность работы с паром: 20 мин. </li>
<li>Время ожидания готовности: 45 сек. </li>
<li>Длина электрического шнура: 1,7 м </li>
<li>Размер подошвы утюжка: 107х53 мм </li>
<li>Габариты в упаковке: 330х180х135 мм </li>
</ul>",182382,220 В,1.5 кВт,140 мм,285 мм,112 мм,0,https://entero.ru/manuals/211807/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MIE%20Graze%20New%20Red.pdf,1 кг,ручной,механическое,Да,1,0.3 л,40 гр/мин.
