Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Остаток,Старая цена,Родина бренда,Страна-производитель,Количество дверей,Количество полок,Количество ящиков
https://cdn.entero.ru/mp@2x/e3/43/e343f2fbc4f19da870140105efbd70f4.jpg,Тумба для мусорной корзины КАМИК 347058/304 610*610*890 с держателем для бумажных полотенец,347058/304,82439,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249591,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249591""><b class=""b"">КАМИК 347058/304</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена выдвижным ящикам на роликовых направляющих для размещения мусорной корзины, откидной верхней панелью с держателем для бумажных полотенец, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249591,тумба для мусора,610 мм,610 мм,890 мм,0,88644,Россия,Россия,,,1
https://cdn.entero.ru/mp@2x/49/b3/49b3e8948fce9d9e9bce951445bf5e60.jpg,Тумба универсальная КАМИК BULL БЛ-348653 610*610*890 с распашной дверью и глухим верхним фасадом,БЛ-348653,88093,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249605,"<p>Универсальная тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249605""><b class=""b"">КАМИК BULL БЛ-348653</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена отделением с распашной дверью для хранения инвентаря и устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения раковины или конфорки</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249605,тумба универсальная,610 мм,610 мм,890 мм,0,94724,Россия,Россия,1,,
https://cdn.entero.ru/mp@2x/bd/5a/bd5af4677d2daa3220643a141656f43a.jpg,Тумба для раковины или газовой конфорки КАМИК 347345/304 610*610*890 с 3 выдвижными ящиками,347345/304,95656,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249590,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249590""><b class=""b"">КАМИК 347345/304</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 3 выдвижными ящиками на роликовых направляющих, верхней глухой фасадной панелью, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения раковины или конфорки</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249590,"тумба для конфорки, тумба для раковины",610 мм,610 мм,890 мм,0,99642,Россия,Россия,,,3
https://cdn.entero.ru/mp@2x/8c/f2/8cf2c4b48ae19b84daee91833e6acf4f.jpg,Тумба для встраиваемого гриля КАМИК 347336/304 790*610*890 с 2 распашными дверьми,347336/304,97839,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249597,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249597""><b class=""b"">КАМИК 347336/304</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена отделением с 2 распашными дверьми и полкой для хранения инвентаря, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><span style=""color:#FF0000;"">Столешница не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения встроенного гриля</li>
<li>Вариативные отверстия для газовых труб в задней и боковых панелях</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей.</span></em></p>",249597,тумба для встраиваемого гриля,790 мм,610 мм,890 мм,0,,Россия,Россия,2,1,
https://cdn.entero.ru/mp@2x/33/b8/33b8dd4d79ef8f653f51815c0570da61.jpg,Тумба для раковины или газовой конфорки КАМИК BULL БЛ-348649 610*610*890 с 2 выдвижными ящиками,БЛ-348649,100078,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249599,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249599""><b class=""b"">КАМИК BULL БЛ-348649</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 2 выдвижными ящиками на роликовых направляющих, верхней глухой фасадной панелью в виде фальш-ящика, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения раковины или конфорки </li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249599,"тумба для конфорки, тумба для раковины",610 мм,610 мм,890 мм,0,,Россия,Россия,,,2
https://cdn.entero.ru/mp@2x/8e/b1/8eb1afbfa902aea180f6e609739f555e.jpg,Тумба для хранения баллона с сжиженным газом КАМИК BULL БЛ-348651 610*610*890,БЛ-348651,101277,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249602,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249602""><b class=""b"">КАМИК BULL БЛ-348651</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена отделением для хранения баллона с сжиженным газом для обслуживания гриля, распашной дверью, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Выдвижная полка для удобства замены баллона</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249602,тумба для хранения баллона,610 мм,610 мм,890 мм,0,106607,Россия,Россия,1,1,
https://cdn.entero.ru/mp@2x/1e/e4/1ee45f2997c9601ae578e4b6723ea580.jpg,Тумба для встраиваемого гриля ANGUS КАМИК BULL БЛ-348648 790*610*890 с распашными дверьми,БЛ-348648,104033,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249606,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249606""><b class=""b"">КАМИК BULL БЛ-348648</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена отделением с 2 распашными дверьми и полкой для хранения инвентаря, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><span style=""color:#FF0000;"">Столешница не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения встроенного гриля ANGUS</li>
<li>Вариативные отверстия для газовых труб в задней и боковых панелях</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей.</span></em></p>",249606,тумба для встраиваемого гриля,790 мм,610 мм,890 мм,0,,Россия,Россия,2,1,
https://cdn.entero.ru/mp@2x/e1/5a/e15afc1a0ffe09c2df31877742e12bb4.jpg,Тумба для раковины или газовой конфорки КАМИК BULL БЛ-348654 610*610*890 с 3 выдвижными ящиками,БЛ-348654,107270,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249600,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249600""><b class=""b"">КАМИК BULL БЛ-348654</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 3 выдвижными ящиками на роликовых направляющих, верхней глухой фасадной панелью, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения раковины или конфорки</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249600,"тумба для конфорки, тумба для раковины",610 мм,610 мм,890 мм,0,115344,Россия,Россия,,,3
https://cdn.entero.ru/mp@2x/0f/44/0f444d3908553e7c0f5e2c6b3f3605ad.jpg,Шкаф-пенал КАМИК 347339/304 610*610*1900,347339/304,107612,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249613,"<p>Шкаф-пенал <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249613""><b class=""b"">КАМИК 347339/304</b></a> предназначен для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена глухими боковыми и задней стенками, дном, 4 сплошными полками для хранения инвентаря, 2 распашными дверьми и устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249613,шкаф,610 мм,610 мм,1900 мм,0,,Россия,Россия,2,4,
https://cdn.entero.ru/mp@2x/4d/db/4ddb5ead5f72260712ff5f5d35b38afc.jpg,Тумба для хранения баллона с сжиженным газом КАМИК BULL БЛ-348655 610*610*890 с 3 выдвижными ящиками,БЛ-348655,108467,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249603,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249603""><b class=""b"">КАМИК BULL БЛ-348655</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 3 выдвижными ящиками на роликовых направляющих и устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения раковины или конфорки</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249603,тумба для хранения баллона,610 мм,610 мм,890 мм,0,117899,Россия,Россия,,,3
https://cdn.entero.ru/mp@2x/3f/16/3f163a1d046917462932df4d837ef5c5.jpg,Тумба для встраиваемого гриля КАМИК 347348/304 755*610*890 с 2 выдвижными ящиками,347348/304,113898,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249596,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249596""><b class=""b"">КАМИК 347348/304</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 2 выдвижными ящиками на роликовых направляющих и устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 430.</p>

<p><span style=""color:#FF0000;"">Столешница не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения встроенного гриля</li>
<li>Вариативные отверстия для газовых труб в задней и боковых панелях</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей.</span></em></p>",249596,тумба для встраиваемого гриля,755 мм,610 мм,890 мм,0,,Россия,Россия,,,2
https://cdn.entero.ru/mp@2x/13/14/1314c2380195f7860b313bc8f9887aa1.jpg,Тумба для встраиваемого гриля ANGUS КАМИК BULL БЛ-348646 790*610*890 с 2 выдвижными ящиками,БЛ-348646,116019,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249607,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249607""><b class=""b"">КАМИК BULL БЛ-348646</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 2 выдвижными ящиками на роликовых направляющих и устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 430.</p>

<p><span style=""color:#FF0000;"">Столешница не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения встроенного гриля ANGUS</li>
<li>Вариативные отверстия для газовых труб в задней и боковых панелях</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей.</span></em></p>",249607,тумба для встраиваемого гриля,790 мм,610 мм,890 мм,0,120853,Россия,Россия,,,2
https://cdn.entero.ru/mp@2x/46/fa/46faa28c93cacbeec31b5e4ecebc60ae.jpg,Тумба для мусорной корзины КАМИК BULL БЛ-348656 610*610*890 с держателем для бумажных полотенец,БЛ-348656,116857,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249601,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249601""><b class=""b"">КАМИК BULL БЛ-348656</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена выдвижным ящикам на роликовых направляющих для размещения мусорной корзины, откидной верхней панелью с держателем для бумажных полотенец, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм​<b>​</b></li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",249601,тумба для мусора,610 мм,610 мм,890 мм,0,,Россия,Россия,1,,
https://cdn.entero.ru/mp@2x/30/c8/30c8380166d74b840e57c2c2fa5a986f.jpg,Тумба для встраиваемого гриля BRAHMA КАМИК BULL БЛ-348647 980*610*890 с распашными дверьми,БЛ-348647,120933,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249609,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249609""><b class=""b"">КАМИК BULL БЛ-348647</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена отделением с 2 распашными дверьми и полкой для хранения инвентаря, а также устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><span style=""color:#FF0000;"">Столешница не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения встроенного гриля BRAHMA</li>
<li>Вариативные отверстия для газовых труб в задней и боковых панелях</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей.</span></em></p>",249609,тумба для встраиваемого гриля,980 мм,610 мм,890 мм,0,,Россия,Россия,2,1,
https://cdn.entero.ru/mp@2x/52/ef/52ef88fde59f9537edf59b7db788fd8c.jpg,Тумба для встраиваемого гриля КАМИК 347055/304 920*610*890 с 2 выдвижными ящиками,347055/304,123742,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249598,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249598""><b class=""b"">КАМИК 347055/304</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 2 выдвижными ящиками на роликовых направляющих и устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 304.</p>

<p><span style=""color:#FF0000;"">Столешница не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения встроенного гриля </li>
<li>Вариативные отверстия для газовых труб в задней и боковых панелях</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей.</span></em></p>",249598,тумба для встраиваемого гриля,920 мм,610 мм,890 мм,0,133056,Россия,Россия,,,2
https://cdn.entero.ru/mp@2x/71/76/7176ec1a98855148349487b50ccc6af5.jpg,Тумба для встраиваемого гриля BRAHMA КАМИК BULL БЛ-348639 980*610*890 с 2 выдвижными ящиками,БЛ-348639,132918,RUB,Нет,КАМИК,Профоборудование,Нейтральное,Уличные модульные кухни,https://entero.ru/item/249608,"<p>Тумба <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249608""><b class=""b"">КАМИК BULL БЛ-348639</b></a> предназначена для установки в составе модульной кухни на летних площадках предприятий общественного питания и торговли, гостиниц, а также во дворах, беседках или на верандах частных жилых или дачных домов. Модель оснащена 2 выдвижными ящиками на роликовых направляющих и устойчивыми опорами. Изделие выполнено из высококачественной нержавеющей стали марки AISI 430.</p>

<p><span style=""color:#FF0000;"">Столешница не входит в комплект поставки и заказывается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность размещения встроенного гриля BRAHMA</li>
<li>Вариативные отверстия для газовых труб в задней и боковых панелях</li>
<li>Регулируемые по высоте опоры для компенсации неровностей поверхности</li>
<li>Быстрые сборка и монтаж </li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Прочный каркас для длительной эксплуатации</li>
<li>Возможность расширения зоны кухни с помощью совместимых по глубине и высоте аналогичных модулей</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>

<p><b>​Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера со столешницей.</span></em></p>",249608,тумба для встраиваемого гриля,890 мм,610 мм,890 мм,0,141402,Россия,Россия,,,2
