Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Вес (с упаковкой),Материал,Цвет,Предмет одежды,Рукава,Размер одежды,Длина,Размер обуви
https://cdn.entero.ru/mp@2x/12/b2/12b29fd879728920ae65382879da28f9.jpg;https://cdn.entero.ru/mp@2x/68/b2/68b2dd72c84dc5890ea061930ae681e9.jpg,"Футболка поло женская Клен M 46 р. черная, короткие рукава",фп007 ФУТБОЛКА ПОЛО ЖЕНСКАЯ чёрная короткий рукав M 46 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178498,"<p>Женская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178498""><b class=""b"">Клен M 46 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178498,женская,,,,0,https://entero.ru/manuals/207466/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,1252,,Россия,Россия,для официантов,,хлопок,черный,футболка,короткие,"46, M",,
https://cdn.entero.ru/mp@2x/31/e9/31e9b89520abeaf314a556e32d59c89a.jpg;https://cdn.entero.ru/mp@2x/b0/52/b052bc0073a0f804d5710ffc9792294e.jpg,"Футболка поло женская Клен XXL 52 р. черная, короткие рукава",фп010 ФУТБОЛКА ПОЛО ЖЕНСКАЯ чёрная короткий рукав XXL 52 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178499,"<p>Женская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178499""><b class=""b"">Клен XXL 52 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178499,женская,,,,0,https://entero.ru/manuals/207467/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,черный,футболка,короткие,"52, XXL",,
https://cdn.entero.ru/mp@2x/51/e6/51e68f6d4f07c8380fa078f97b929433.jpg,"Футболка поло мужская Клен M 48 р. белая, короткие рукава",фп017 ФУТБОЛКА ПОЛО МУЖСКАЯ белая короткий рукав M 48 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178562,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178562""><b class=""b"">Клен M 48 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178562,мужская,,,,0,https://entero.ru/manuals/207525/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,белый,футболка,короткие,"M, 48",,
https://cdn.entero.ru/mp@2x/9e/72/9e72ede6b700756ac92c731e4da0cf1c.jpg,"Футболка поло мужская Клен S 46 р. белая, короткие рукава",фп016 ФУТБОЛКА ПОЛО МУЖСКАЯ белая короткий рукав S 46 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178566,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178566""><b class=""b"">Клен S 46 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178566,мужская,,,,0,https://entero.ru/manuals/207527/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,белый,футболка,короткие,"46, S",,
https://cdn.entero.ru/mp@2x/8f/c4/8fc4acd0f2c6c2f7b0f3df58b05a91f6.jpg,"Футболка поло мужская Клен M 48 р. коричневая, короткие рукава",фп106 ФУТБОЛКА ПОЛО МУЖСКАЯ коричневая короткий рукав M 48 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178569,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178569""><b class=""b"">Клен M 48 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178569,мужская,,,,0,https://entero.ru/manuals/207529/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,коричневый,футболка,короткие,"M, 48",,
https://cdn.entero.ru/mp@2x/69/14/6914742b88ef12a90d76c4a7c0d76985.jpg,"Футболка поло мужская Клен M 48 р. красная, короткие рукава",фп027 ФУТБОЛКА ПОЛО МУЖСКАЯ красная короткий рукав M 48 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178571,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178571""><b class=""b"">Клен M 48 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178571,мужская,,,,0,https://entero.ru/manuals/207534/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,красный,футболка,короткие,"M, 48",,
https://cdn.entero.ru/mp@2x/9c/74/9c745393df6fa0d6b271d2f6710eb155.jpg,"Футболка поло мужская Клен S 46 р. красная, короткие рукава",фп026 ФУТБОЛКА ПОЛО МУЖСКАЯ красная короткий рукав S 46 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178575,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178575""><b class=""b"">Клен S 46 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178575,мужская,,,,0,https://entero.ru/manuals/207535/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,красный,футболка,короткие,"46, S",,
https://cdn.entero.ru/mp@2x/af/d4/afd43e4688b3bfe5cb3c0c0b2065966a.jpg,"Футболка поло мужская Клен S 46 р. черная, короткие рукава",фп021 ФУТБОЛКА ПОЛО МУЖСКАЯ чёрная короткий рукав S 46 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178577,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178577""><b class=""b"">Клен S 46 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178577,мужская,,,,0,https://entero.ru/manuals/207536/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,черный,футболка,короткие,"46, S",,
https://cdn.entero.ru/mp@2x/d8/c3/d8c3bf2fac2a0ed12452e31bfd68e019.jpg,"Футболка поло мужская Клен L 50 р. черная, короткие рукава",фп023 ФУТБОЛКА ПОЛО МУЖСКАЯ чёрная короткий рукав L 50 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178581,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178581""><b class=""b"">Клен L 50 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178581,мужская,,,,0,https://entero.ru/manuals/207537/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,черный,футболка,короткие,"50, L",,
https://cdn.entero.ru/mp@2x/78/80/7880d56375feb6529ebe451b26db9dcf.jpg,"Футболка поло мужская Клен XL 52 р. черная, короткие рукава",фп024 ФУТБОЛКА ПОЛО МУЖСКАЯ чёрная короткий рукав xL 52 р.,1014,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/271078,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271078""><b class=""b"">Клен L 52 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",271078,мужская,,,,0,https://entero.ru/manuals/333622/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,1352,,Россия,Россия,для официантов,,хлопок,черный,футболка,короткие,"52, XL",,
https://cdn.entero.ru/mp@2x/47/ef/47efd574b1763e76bed353c702f73fe7.jpg,"Халат женский Клен 081, р.XXL (56-58)",вл630 ХАЛАТ ЖЕНСКИЙ белый[081 р.ХХL],1015,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178425,"<p>Женский халат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178425""><b class=""b"">Клен 081 </b></a>используется продавцами на предприятиях торговли, а также прочими работниками сферы услуг. Модель прямого силуэта оснащена застежкой на пуговицах, 3 накладными карманами и хлястиком сзади. Изделие сшито из материала ТиСи, состоящего на 35% из хлопка, на 65% из полиэстера.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 120 г/м<sup>2</sup></li>
</ul>",178425,женская,,,,0,https://entero.ru/manuals/207419/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,1208,,Россия,Россия,для продавцов,,"полиэстер, хлопок",белый,халат,короткие,"56, 58, XXL",,
https://cdn.entero.ru/mp@2x/08/5b/085b7195fcbb4a1cdd38f87332ca24e0.jpg;https://cdn.entero.ru/mp@2x/57/53/575323fe11c5545cec142821c4fb4e74.jpg,"Жилет мужской Клен 00030, р.52, бордовый",со00110 ЖИЛЕТ МУЖСКОЙ бордовый[00030 р.52],1030,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178265,"<p>Мужской жилет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178265""><b class=""b"">Клен 00040 </b></a>используется официантами и барменами на предприятиях общественного питания и торговли. Модель оснащена центрально-бортовой застежкой на пуговицах и У-образным вырезом горловины. Изделие сшито из материала Твил, состоящего на 35% из хлопка, на 65% из полиэстера.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 210 г/м<sup>2</sup></li>
</ul>",178265,мужская,,,,0,https://entero.ru/manuals/207245/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,1451,,Россия,Россия,для официантов,,"хлопок, полиэстер",бордовый,жилет,,52,,
https://cdn.entero.ru/mp@2x/30/cf/30cf878c09be0a875a4b74295c7fb301.jpg;https://cdn.entero.ru/mp@2x/a5/44/a544a46a52b4933653d1da3e0f3f013f.jpg,"Жилет мужской Клен 00030, р.54, бордовый",со00111 ЖИЛЕТ МУЖСКОЙ бордовый[00030 р.54],1030,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178266,"<p>Мужской жилет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178266""><b class=""b"">Клен 00040 </b></a>используется официантами и барменами на предприятиях общественного питания и торговли. Модель оснащена центрально-бортовой застежкой на пуговицах и У-образным вырезом горловины. Изделие сшито из материала Твил, состоящего на 35% из хлопка, на 65% из полиэстера.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 210 г/м<sup>2</sup></li>
</ul>",178266,мужская,,,,0,https://entero.ru/manuals/207246/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,"хлопок, полиэстер",бордовый,жилет,,54,,
https://cdn.entero.ru/mp@2x/04/ca/04cac008cbc9fe71e9dea12c4dda655a.jpg,"Футболка поло мужская Клен XXL 54 р. белая, короткие рукава",фп020 ФУТБОЛКА ПОЛО МУЖСКАЯ белая короткий рукав XXL 54 р.,1063,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178568,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178568""><b class=""b"">Клен XXL 54 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178568,мужская,,,,0,https://entero.ru/manuals/207528/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,белый,футболка,короткие,"54, XXL",,
https://cdn.entero.ru/mp@2x/af/ac/afac7756bb554e1c6ebf73505781301f.jpg,"Футболка поло мужская Клен XXL 54 р. черная, короткие рукава",фп025 ФУТБОЛКА ПОЛО МУЖСКАЯ чёрная короткий рукав XXL 54 р.,1063,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/178582,"<p>Мужская футболка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/178582""><b class=""b"">Клен XXL 54 р.</b></a> используется официантами и барменами на предприятиях общественного питания и торговли. Изделие сшито из 100% хлопка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ткань: пике</li>
<li>Кардная пряжа</li>
<li>Качество: ринг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",178582,мужская,,,,0,https://entero.ru/manuals/207538/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%81%D0%BF%D0%B5%D1%86%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B%20%D0%9A%D0%BB%D0%B5%D0%BD.pdf,,,Россия,Россия,для официантов,,хлопок,черный,футболка,короткие,"54, XXL",,
https://cdn.entero.ru/mp@2x/be/35/be351c8775126ca08e17d11c27889658.jpg;https://cdn.entero.ru/mp@2x/ae/0d/ae0da756b59b5a0fbcf09893c0ca01ea.jpg,"Брюки универсальные Клен 00202, р.48, хлопок, черные",со507 БРЮКИ ПОВАРА чёрные ХЛОПОК[00202 р.48],1065,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/176914,"<p>Универсальные брюки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176914""><b class=""b"">Клен 00202 </b></a>используются поварами на предприятиях общественного питания и торговли. Модель оснащена поясом на резинке. Изделие сшито из 100% хлопка.</p>

<p>Брюки могут использоваться вместе с <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%B1%D0%BB%D1%83%D0%B7%D0%BE%D0%BD&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">женскими блузками</a>, <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">мужскими</a>, <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">женскими</a> или <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">универсальными</a> куртками и <a href=""https://entero.ru/list/1907?f%5B6628%5D%5B%5D=%D0%BE%D0%B1%D1%83%D0%B2%D1%8C&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">сабо</a> из натуральной кожи.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",176914,универсальная,,,,0,,1348,,Россия,Россия,для поваров,,хлопок,черный,брюки,,48,,
https://cdn.entero.ru/mp@2x/cc/83/cc83655f167df4c00d8ec1c54b12eca7.jpg;https://cdn.entero.ru/mp@2x/72/49/72499fce548ffec3f8960d80f5d2614e.jpg,"Брюки универсальные Клен 00202, р.50, хлопок, черные",со508 БРЮКИ ПОВАРА чёрные ХЛОПОК[00202 р.50],1065,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/176915,"<p>Универсальные брюки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176915""><b class=""b"">Клен 00202 </b></a>используются поварами на предприятиях общественного питания и торговли. Модель оснащена поясом на резинке. Изделие сшито из 100% хлопка.</p>

<p>Брюки могут использоваться вместе с <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%B1%D0%BB%D1%83%D0%B7%D0%BE%D0%BD&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">женскими блузками</a>, <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">мужскими</a>, <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">женскими</a> или <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">универсальными</a> куртками и <a href=""https://entero.ru/list/1907?f%5B6628%5D%5B%5D=%D0%BE%D0%B1%D1%83%D0%B2%D1%8C&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">сабо</a> из натуральной кожи.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 200 г/м<sup>2</sup></li>
</ul>",176915,универсальная,,,,0,,,,Россия,Россия,для поваров,,хлопок,черный,брюки,,50,,
https://cdn.entero.ru/mp@2x/e7/84/e784ff7090e930663f8f921551bdf1e7.jpg,"Брюки универсальные Клен 00200, р.54, коричневые",со237 БРЮКИ ПОВАРА коричневые[00200 р.54],1086,RUB,Да,,Профоборудование,Спецодежда,https://entero.ru/item/176877,"<p>Универсальные брюки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176877""><b class=""b"">Клен 00200 </b></a>используются поварами на предприятиях общественного питания и торговли. Модель оснащена поясом на резинке. Изделие сшито из материала Твила, состоящего на 35% из хлопка, на 65% из полиэстера.</p>

<p>Брюки могут использоваться вместе с <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%B1%D0%BB%D1%83%D0%B7%D0%BE%D0%BD&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">женскими блузками</a>, <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">мужскими</a>, <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">женскими</a> или <a href=""https://entero.ru/list/1907?f%5B6632%5D%5B%5D=%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F&f%5B6628%5D%5B%5D=%D0%BA%D1%83%D1%80%D1%82%D0%BA%D0%B0&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">универсальными</a> куртками и <a href=""https://entero.ru/list/1907?f%5B6628%5D%5B%5D=%D0%BE%D0%B1%D1%83%D0%B2%D1%8C&f%5B6619%5D%5B%5D=%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2"">сабо</a> из натуральной кожи.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 210 г/м<sup>2</sup></li>
</ul>",176877,универсальная,,,,0,,1468,,Россия,Россия,для поваров,,"хлопок, полиэстер",коричневый,брюки,,54,,
