Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Дискретность,Размеры платформы (ШxГ),Предел взвешивания,ЖК-дисплей,Класс точности,Выносной дисплей
https://cdn.entero.ru/mp@2x/91/d3/91d3568363fe7f4eabe272c782a556f4.jpg;https://cdn.entero.ru/mp@2x/c0/cf/c0cfee9c8d451bb7505bce3b58815968.jpg;https://cdn.entero.ru/mp@2x/4d/0e/4d0eecdc74b82093d2b0b7acaea89c81.jpg;https://cdn.entero.ru/mp@2x/c5/38/c53850a10b852467eacfa90b4448f98f.jpg;https://cdn.entero.ru/mp@2x/98/11/98117cdbc6fed18bbdac053bbe8ad052.jpg;https://cdn.entero.ru/mp@2x/ff/4f/ff4f20cc7e6f4213fc2d2d96927a81bc.jpg;https://cdn.entero.ru/mp@2x/57/dd/57dd84a68b938f09b774d344010bd12a.jpg;https://cdn.entero.ru/mp@2x/27/22/2722004c82beec2fa802314eea02ca72.jpg;https://cdn.entero.ru/mp@2x/65/50/655028308b25e67a9bb16ccf623dcb61.jpg;https://cdn.entero.ru/mp@2x/26/b4/26b44be2a5c7bf7c997e02005edf9b86.jpg;https://cdn.entero.ru/mp@2x/30/ba/30bafbc130eebcd35ca5c4024ec258cc.jpg,Весы настольные Mertech M-ER 326 AFU-6.01 Post II LED RS-232,"M-ER 326 AFU-6.01 ""Post II"" LED RS-232",6673,RUB,Нет,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/167892,"<p>Настольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167892"">Mertech M-ER 326 AFU-6.01 Post II LED RS-232</a> </b>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель имеет улучшенные метрологические характеристики и работает с кассами ""Эвотор"", ""Атол"", ""Штрих"", ""Меркурий"" и др. Корпус выполнен из ABS пластика с повышенной прочностью.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Компараторный режим</li>
<li>Режим суммирования</li>
<li>Результат взвешивания</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Протокол CAS-M</li>
<li>Поддержка 3 единиц измерения: граммы, килограммы, фунты</li>
<li>Увеличенный размер цифр на LED-дисплее (9х21 мм или 11х21 мм)</li>
<li>RS-232 интерфейс для подключения к POS компьютеру</li>
<li>4 месяца автономной работы</li>
<li>Регулируемая высота опор</li>
<li>Допустима пятикратная перегрузка весов</li>
<li>Простой и понятный интерфейс</li>
<li>Эргономичная панель управления</li>
<li>Запатентованная технология энергосбережения</li>
<li>Включены в Госреестр, поставляются с поверкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Допустимая влажность: 80%</li>
</ul>",167892,электронные,220 В,,290 мм,265 мм,110 мм,,Китай,,,0,https://entero.ru/manuals/492953/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20326%20AFU-6.01%20Post%20II%20LED%20RS-232.pdf;https://entero.ru/manuals/492954/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492955/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,8040,,2.5 кг,0.1 г,256х206 мм,от 0.005 до 6 кг,Да,II,
https://cdn.entero.ru/mp@2x/8d/4c/8d4c997304beddf9d14219f258a61fe3.jpg,Весы лабораторные CAS CUW-820S,Весы лабораторные CAS CUW-820S,79965,RUB,Нет,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/24539,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24539"">CAS CUW-820S</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой, типом измерения: электромагнитная компенсация, 4 единицами измерения массы: грамм, миллиграмм, карат, килограмм, выражением массы в количестве изделий (счетный режим), усреднением показаний массы при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Взвешивание в процентах</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Внутренняя калибровка со встроенной гирей</li>
<li>Интерфейс RS232C </li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Блок для батареек (до 15 часов автономной работы)</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
</ul>",24539,электронные,,,190 мм,317 мм,78 мм,4.7 кг,Южная Корея,1,370x450x265 мм,0,https://entero.ru/manuals/41011/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CUW-820S.pdf,,,3.4 кг,0.01 г,108х105 мм,от 0.0005 до 0.82 кг,Да,II,
https://cdn.entero.ru/mp@2x/66/12/66128759905dd84de20a7e067992715d.jpg;https://cdn.entero.ru/mp@2x/1d/45/1d45ee7c62bd5bf7b232bc51af9e9809.jpg;https://cdn.entero.ru/mp@2x/de/ea/deeaf863ba3fd20f76d3cb38b86005b2.jpg;https://cdn.entero.ru/mp@2x/34/bf/34bf2879e8e3c1f95e85d3819ee90984.jpg;https://cdn.entero.ru/mp@2x/1b/55/1b558551821e597f48a3ee83a80ce4d8.jpg;https://cdn.entero.ru/mp@2x/a5/f7/a5f70bc8ee050c73c1958973fb9d0f02.jpg;https://cdn.entero.ru/mp@2x/3a/13/3a133fad8c2d1dc8869113d0d04004ac.jpg;https://cdn.entero.ru/mp@2x/de/33/de33cbf6ec3eb20bd79c3271270b41bc.jpg;https://cdn.entero.ru/mp@2x/51/6e/516eddb6f1d582d77e3ca0dd87d9f03c.jpg;https://cdn.entero.ru/mp@2x/e5/76/e57692220048e6f56fe712c50e505735.jpg,Весы настольные Mertech M-ER 326 AFU-3.01 Post II LCD RS-232,"M-ER 326 AFU-3.01 ""Post II"" LCD RS-232",6673,RUB,Нет,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/167886,"<p>Настольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167886"">Mertech M-ER 326 AFU-3.01 Post II LCD RS-232</a> </b>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель имеет улучшенные метрологические характеристики и работает с кассами ""Эвотор"", ""Атол"", ""Штрих"", ""Меркурий"" и др. Корпус выполнен из ABS пластика с повышенной прочностью.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Компараторный режим</li>
<li>Режим суммирования</li>
<li>Результат взвешивания</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Протокол CAS-M</li>
<li>Поддержка 3 единиц измерения: граммы, килограммы, фунты</li>
<li>Увеличенный размер цифр на LCD-дисплее (9х21 мм или 11х21 мм)</li>
<li>RS-232 интерфейс для подключения к POS компьютеру</li>
<li>4 месяца автономной работы</li>
<li>Регулируемая высота опор</li>
<li>Допустима пятикратная перегрузка весов</li>
<li>Простой и понятный интерфейс</li>
<li>Эргономичная панель управления</li>
<li>Запатентованная технология энергосбережения</li>
<li>Включены в Госреестр, поставляются с поверкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Допустимая влажность: 80%</li>
</ul>",167886,электронные,220 В,,290 мм,265 мм,110 мм,,Китай,,,0,https://entero.ru/manuals/492963/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20326%20AFU-3.01%20Post%20II%20LCD%20RS-232.pdf;https://entero.ru/manuals/492964/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492965/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,,,2.5 кг,0.1 г,256х206 мм,от 0.005 до 3 кг,Да,II,
https://cdn.entero.ru/mp@2x/1f/f5/1ff54f2ff13e5ada7ab659c4aab81dc9.jpg;https://cdn.entero.ru/mp@2x/a8/7c/a87c6ac7082e51c7d938f0bbede61c65.jpg;https://cdn.entero.ru/mp@2x/3e/13/3e133f822542e26476fbba90d4853ad0.jpg;https://cdn.entero.ru/mp@2x/71/48/7148e47bd674160bc19cf169e20e07a1.jpg;https://cdn.entero.ru/mp@2x/ed/2a/ed2a13d18e6fd6067c06e3c4024870a4.jpg;https://cdn.entero.ru/mp@2x/46/27/4627c2b89480d233ff7eeae248988c95.jpg;https://cdn.entero.ru/mp@2x/b9/d6/b9d6e407cfbaacb4e86dd6f2b79a19eb.jpg;https://cdn.entero.ru/mp@2x/45/36/45365b24cec06afb49b11f5876215608.jpg;https://cdn.entero.ru/mp@2x/51/e9/51e95fa41ab2c27b2b177fc3bf1dfb76.jpg;https://cdn.entero.ru/mp@2x/6f/d2/6fd20c5b70e5ecc427913228e905d631.jpg;https://cdn.entero.ru/mp@2x/92/b6/92b609472534db354129730be838ffa3.jpg,Весы настольные Mertech M-ER 326 AFU-3.01 Post II LED RS-232,"M-ER 326 AFU-3.01 ""Post II"" LED RS-232",6673,RUB,Нет,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/167891,"<p>Настольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167891"">Mertech M-ER 326 AFU-3.01 Post II LED RS-232</a> </b>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель имеет улучшенные метрологические характеристики и работает с кассами ""Эвотор"", ""Атол"", ""Штрих"", ""Меркурий"" и др. Корпус выполнен из ABS пластика с повышенной прочностью.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Компараторный режим</li>
<li>Режим суммирования</li>
<li>Результат взвешивания</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Протокол CAS-M</li>
<li>Поддержка 3 единиц измерения: граммы, килограммы, фунты</li>
<li>Увеличенный размер цифр на LED-дисплее (9х21 мм или 11х21 мм)</li>
<li>RS-232 интерфейс для подключения к POS компьютеру</li>
<li>4 месяца автономной работы</li>
<li>Регулируемая высота опор</li>
<li>Допустима пятикратная перегрузка весов</li>
<li>Простой и понятный интерфейс</li>
<li>Эргономичная панель управления</li>
<li>Запатентованная технология энергосбережения</li>
<li>Включены в Госреестр, поставляются с поверкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Допустимая влажность: 80%</li>
</ul>",167891,электронные,220 В,,290 мм,265 мм,110 мм,,Китай,,,0,https://entero.ru/manuals/492956/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20326%20AFU-3.01%20Post%20II%20LED%20RS-232.pdf;https://entero.ru/manuals/492957/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492958/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,8040,,2.5 кг,0.1 г,256х206 мм,от 0.005 до 3 кг,Да,II,
https://cdn.entero.ru/mp@2x/4c/27/4c273d434e4059ade0887149af5b3fb0.jpg;https://cdn.entero.ru/mp@2x/d6/1c/d61c9a7c4d9f8e9f6f134f41bcc60a70.jpg;https://cdn.entero.ru/mp@2x/b4/34/b4349227ad1c9ab7153ad543d4105efc.jpg;https://cdn.entero.ru/mp@2x/01/f7/01f74f03cf7c36e00b90ecf8ab5b66df.jpg;https://cdn.entero.ru/mp@2x/32/4d/324dd15f602c41824323af6ff388ff2e.jpg;https://cdn.entero.ru/mp@2x/2b/35/2b35e0c74875356c5dcecf9cca7a55ce.jpg;https://cdn.entero.ru/mp@2x/84/28/8428783a8a973244f1f7172098638be5.jpg;https://cdn.entero.ru/mp@2x/47/8a/478ab4855972de3cf5dfeab06591b23d.jpg;https://cdn.entero.ru/mp@2x/1e/d1/1ed146579ea5f788b992448ac2b91b0f.jpg;https://cdn.entero.ru/mp@2x/8a/91/8a9186dbb1816014a38ead843729f844.jpg;https://cdn.entero.ru/mp@2x/01/79/0179a952a134a3c79d2daeee0351ee58.jpg,Весы настольные Mertech M-ER 326 AFU-15.1 Post II LED RS-232,"M-ER 326 AFU-15.1 ""Post II"" LED RS-232",6673,RUB,Нет,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/167893,"<p>Настольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167893"">Mertech M-ER 326 AFU-15.1 Post II LED RS-232</a> </b>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель имеет улучшенные метрологические характеристики и работает с кассами ""Эвотор"", ""Атол"", ""Штрих"", ""Меркурий"" и др. Корпус выполнен из ABS пластика с повышенной прочностью.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Компараторный режим</li>
<li>Режим суммирования</li>
<li>Результат взвешивания</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Протокол CAS-M</li>
<li>Поддержка 3 единиц измерения: граммы, килограммы, фунты</li>
<li>Увеличенный размер цифр на LED-дисплее (9х21 мм или 11х21 мм)</li>
<li>RS-232 интерфейс для подключения к POS компьютеру</li>
<li>4 месяца автономной работы</li>
<li>Регулируемая высота опор</li>
<li>Допустима пятикратная перегрузка весов</li>
<li>Простой и понятный интерфейс</li>
<li>Эргономичная панель управления</li>
<li>Запатентованная технология энергосбережения</li>
<li>Включены в Госреестр, поставляются с поверкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Допустимая влажность: 80%</li>
</ul>",167893,электронные,220 В,,290 мм,265 мм,110 мм,,Китай,,,0,https://entero.ru/manuals/492934/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20326%20AFU-15.1%20Post%20II%20LED%20RS-232.pdf;https://entero.ru/manuals/492935/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492936/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,,,2.5 кг,1 г,256х206 мм,от 0.05 до 15 кг,Да,II,
https://cdn.entero.ru/mp@2x/c7/b7/c7b7efec5b858abc11c22fea3f07c08c.jpg;https://cdn.entero.ru/mp@2x/89/8d/898d631208bfddacd7b3c39853bb8edb.jpg;https://cdn.entero.ru/mp@2x/63/64/6364ba0b15ce7a147685dff254c4edf6.jpg;https://cdn.entero.ru/mp@2x/be/2b/be2b407de4f1075a2593709d42a0d888.jpg;https://cdn.entero.ru/mp@2x/57/25/5725e194062276973daabd545243fa11.jpg;https://cdn.entero.ru/mp@2x/56/7c/567cff5f7134e4aa3a01b0391a506057.jpg,Весы лабораторные Mertech M-ER 123 АCF-3000.05 SENSOMATIC TFT,"M-ER 123 АCF-3000.05 ""SENSOMATIC"" TFT",22682,RUB,Нет,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/166908,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/166908"">Mertech M-ER 123 АCF-3000.05 SENSOMATIC TFT</a> </b>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена сенсорным дисплеем и встроенным аккумулятором. Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер для подзарядки.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Счетный режим</li>
<li>Процентное взвешивание</li>
<li>Расчет плотности</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Звуковая и визуальная индикация</li>
<li>Калибровка и поверка</li>
<li>Режим самодиагностики</li>
<li>Защита от перегрузки</li>
<li>Интерфейсы RS-232 и USB-COM</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Допустимая влажность: 80%</li>
</ul>",166908,электронные,220 В,,210 мм,260 мм,84 мм,,Китай,,,0,https://entero.ru/manuals/492544/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20123%20%D0%90CF-3000.05%20SENSOMATIC%20TFT.pdf;https://entero.ru/manuals/492545/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492546/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,24130,,1.85 кг,0.05 г,196х150 мм,от 0.0025 до 3 кг,,II,
https://cdn.entero.ru/mp@2x/64/26/6426c987f35d47d688db18b983988aed.jpg,Весы лабораторные CAS CUX-820S,Весы лабораторные CAS CUX-820S,76479,RUB,Нет,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/24534,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24534"">CAS CUX-820S</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой, типом измерения: электромагнитная компенсация, 4 единицами измерения массы: грамм, миллиграмм, карат, килограмм, выражением массы в количестве изделий (счетный режим), усреднением показаний массы при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Взвешивание в процентах</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Интерфейс RS232C </li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Блок для батареек (до 15 часов автономной работы)</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
<li>Гиря для внешней калибровки</li>
</ul>",24534,электронные,220 В,,190 мм,317 мм,78 мм,,Южная Корея,,,0,https://entero.ru/manuals/12793/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CUX-820S.pdf,82235,,2.7 кг,0.01 г,108х105 мм,от 0.0005 до 0.82 кг,Да,II,
https://cdn.entero.ru/mp@2x/2c/c4/2cc427af0fdb02135b82a0c7e33add94.jpg,Весы лабораторные CAS CAUY-120,CAUY 120,143058,RUB,Нет,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/24552,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24552"">CAS CAUY-120</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем, типом измерения: электромагнитная компенсация, 3 единицами измерения массы: грамм, миллиграмм, карат, выражением массы в количестве изделий (счетный режим), усреднением показаний при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: специальный</li>
<li>Выборка массы тары </li>
<li>Взвешивание в процентах</li>
<li>Режим суммирования</li>
<li>Режим дозирования</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Интерфейс RS232C </li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Графический указатель нагрузки</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO 9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Аккумулятор</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
<li>Гиря для внешней калибровки</li>
</ul>",24552,электронные,220 В,,220 мм,330 мм,310 мм,8 кг,Южная Корея,1,585x400x545 мм,0,https://entero.ru/manuals/41099/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CAUY-120.pdf,155498,,7 кг,0.0001 г,Ø 80 мм,0.12 кг,Да,I,
https://cdn.entero.ru/mp@2x/5d/71/5d7185d9356983307f799af7deb9d086.jpg,Карманные порционные весы CAS RE-250,Карманные порционные весы CAS RE-250,0,RUB,Нет,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/40991,"<p>Карманные порционные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40991"">CAS RE-250</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем, 3 единицами измерения массы: грамм, унция, карат и выражением массы в количестве изделий (счетный режим). Данные весы предназначены для индивидуального пользования, официально не являются средством измерения и метрологической сертификации не подлежат.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Выборка массы тары из диапазона взвешивания </li>
<li>Переключение между массой нетто и массой брутто </li>
<li>Сообщения об ошибках в работе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания через 4 минуты ​</li>
<li>Питание от 3 батарей по 1,5 В размером AAA - 120 часов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 40 °С</li>
</ul>",40991,электронные,,,135 мм,80 мм,23 мм,,Южная Корея,,,0,https://entero.ru/manuals/40387/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20RE-250.pdf,,,0.14 кг,0.05 г,62x72 мм,0.25 кг,Да,III,
https://cdn.entero.ru/mp@2x/44/c7/44c7a8755a3248b4d1d0c178b6c41e14.jpg,Карманные порционные весы CAS RE-500,Карманные порционные весы CAS RE-500,0,RUB,Нет,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/40992,"<p>Карманные порционные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40992"">CAS RE-500</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем, 3 единицами измерения массы: грамм, унция, карат и выражением массы в количестве изделий (счетный режим). Данные весы предназначены для индивидуального пользования, официально не являются средством измерения и метрологической сертификации не подлежат.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Выборка массы тары из диапазона взвешивания </li>
<li>Переключение между массой нетто и массой брутто </li>
<li>Сообщения об ошибках в работе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания через 4 минуты ​</li>
<li>Питание от 3 батарей по 1,5 В размером AAA - 120 часов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 40 °С</li>
</ul>",40992,электронные,,,135 мм,80 мм,23 мм,,Южная Корея,,,0,https://entero.ru/manuals/40386/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20RE-500.pdf,,,0.14 кг,0.1 г,62x72 мм,0.5 кг,Да,III,
