Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Дискретность,Размеры платформы (ШxГ),Предел взвешивания,ЖК-дисплей,Класс точности,Выносной дисплей
https://cdn.entero.ru/mp@2x/18/14/1814bcc7397716d8f612463d211f01cc.jpg;https://cdn.entero.ru/mp@2x/89/7a/897aa9c5cf02021c86a595afaa4cb36c.jpg;https://cdn.entero.ru/mp@2x/20/ac/20ac99a7b349c9b205d22817e1ca9dfc.jpg;https://cdn.entero.ru/mp@2x/04/64/046442558c1bd68e07f9b74084fbf6b0.jpg,Весы лабораторные CAS XE-3000,Весы лабораторные CAS XE-3000,18841,RUB,Да,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/89618,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89618"">CAS XE-3000</a></b> используются на предприятиях промышленности, сельского хозяйства и торговли. Модель оснащена 6,5-символьным жидкокристаллическим дисплеем с подсветкой, тензометрическим типом измерения, единицами измерения массы: грамм, карат, выражением массы в количестве изделий (счетный режим) и усреднением показаний массы при нестабильной нагрузке.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Ветрозащитный короб</li>
<li>Адаптер питания</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий (II)</li>
<li>Компенсация массы тары из диапазона взвешивания</li>
<li>Взвешивание в процентах</li>
<li>Измерение плотности</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Интерфейс USB</li>
<li>Интерфейс RS-232C</li>
<li>ИК-сенсор: обнуление, тарирование и печать</li>
<li>Питание от сети через адаптер</li>
<li>Встроенное программное обеспечение</li>
<li>Защитный замок для безопасной транспортировки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
<li>Цена поверочного деления: 0,5 г</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Выносной дисплей <a href=""https://entero.ru/item/89615"">CD-300</a></li>
<li>Аккумуляторная батарея</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель с круглой платформой.</span></em></p>",89618,электронные,220 В,,180 мм,272 мм,74 мм,2 кг,Южная Корея,1,300x350x120 мм,167,https://entero.ru/manuals/73175/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20CAS%20XE-3000%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/498213/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20CAS%20XE-3000.jpg,19626,https://vk.com/video_ext.php?oid=-177656185&id=456240435&hd=2&autoplay=0,1.5 кг,0.05 г,155х143 мм,от 0.0025 до 3 кг,Да,II,
https://cdn.entero.ru/mp@2x/65/3b/653bccd3c4fe56839a65dfa800661374.jpg;https://cdn.entero.ru/mp@2x/6d/25/6d25134f53c1ccb180045092100763f2.jpg,Весы лабораторные МАССА-К ВК-600.1,ВК- 600.1,21892,RUB,Да,МАССА-К,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/116074,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116074"">МАССА-К ВК-600.1</a></b> предназначены для измерений массы легких и сверхлегких предметов в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена жидкокристаллическим дисплеем с подсветкой и аккумулятором.</p>

<p>В комплект поставки входят сетевой адаптер, ветрозащитный экран для весов и кабель интерфейсный DB9-M (вилка) и DB9-F (розетка).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Счетный режим</li>
</ul>

<ul>
<li>Процентное взвешивание</li>
<li>Подсчет суммарной массы товара</li>
<li>Возможность подключения к PC</li>
<li>Интерфейс связи: RS-232</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 15 до 30 °С</li>
<li>Время работы от встроенного аккумулятора: 24 ч</li>
<li>Потребляемая мощность: не более 0,02 кВт</li>
</ul>",116074,электронные,220 В,,180 мм,220 мм,85 мм,,Россия,,,0,https://entero.ru/manuals/115684/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20%D0%92%D0%9A-600.1.pdf;https://entero.ru/manuals/505885/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,22804,,1.5 кг,0.02 г,Ø 120 мм,от 0.001 до 0.6 кг,Да,,
https://cdn.entero.ru/mp@2x/57/d7/57d7089e184eaa1afc6e0537a1291f83.jpg,Весы лабораторные МАССА-К ВК-1500.1,ВК- 1500.1,21892,RUB,Да,МАССА-К,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/116075,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116075"">МАССА-К ВК-1500.1</a></b> предназначены для измерений массы легких и сверхлегких предметов в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена жидкокристаллическим дисплеем с подсветкой и аккумулятором.</p>

<p>В комплект поставки входят сетевой адаптер, ветрозащитный экран для весов и кабель интерфейсный DB9-M (вилка) и DB9-F (розетка).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Счетный режим</li>
</ul>

<ul>
<li>Процентное взвешивание</li>
<li>Подсчет суммарной массы товара</li>
<li>Возможность подключения к PC</li>
<li>Интерфейс связи: RS-232</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 15 до 30 °С</li>
<li>Время работы от встроенного аккумулятора: 24 ч</li>
<li>Потребляемая мощность: не более 0,02 кВт</li>
</ul>",116075,,220 В,,180 мм,220 мм,85 мм,,Россия,,,0,https://entero.ru/manuals/115687/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20%D0%92%D0%9A-1500.1.pdf;https://entero.ru/manuals/505884/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,23796,,1.5 кг,0.05 г,136х162 мм,от 0.0025 до 1.5 кг,Да,,
https://cdn.entero.ru/mp@2x/e9/61/e961a6034b2bb3a8babdfb6e3d3ad8aa.jpg,Весы лабораторные CAS CUX-4200S,Весы лабораторные CAS CUX-4200S,70575,RUB,Да,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/40978,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40978"">CAS CUX-4200S</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой, типом измерения: электромагнитная компенсация, 4 единицами измерения массы: грамм, миллиграмм, карат, килограмм, выражением массы в количестве изделий (счетный режим), усреднением показаний массы при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Взвешивание в процентах</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Интерфейс RS232C </li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
<li>Наименьший предел взвешивания: 20 г</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Блок для батареек (до 15 часов автономной работы)</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
<li>Гиря для внешней калибровки</li>
</ul>",40978,электронные,220 В,,190 мм,317 мм,78 мм,5.4 кг,Южная Корея,1,370x450x265 мм,0,https://entero.ru/manuals/12069/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CUX-4200S.pdf,,,4.6 кг,1 г,172х180 мм,4.2 кг,Да,III,
https://cdn.entero.ru/mp@2x/cf/3a/cf3aa735ef14e35034a9059314f43169.jpg,Весы лабораторные CAS CAUX-120,CAUX 120,153412,RUB,Да,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/24551,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24551"">CAS CAUX-120</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем, типом измерения: электромагнитная компенсация, 3 единицами измерения массы: грамм, миллиграмм, карат, выражением массы в количестве изделий (счетный режим), усреднением показаний при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: специальный</li>
<li>Выборка массы тары </li>
<li>Взвешивание в процентах</li>
<li>Режим суммирования</li>
<li>Режим дозирования</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Интерфейс RS232C </li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Автоматическая адаптивная калибровка при изменении температуры окружающей среды</li>
<li>Встроенная калибровочная гиря</li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Графический указатель нагрузки</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO 9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Аккумулятор</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
</ul>",24551,электронные,220 В,,220 мм,330 мм,310 мм,10.6 кг,Южная Корея,1,585x400x545 мм,13,https://entero.ru/manuals/41097/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CAUX-120.pdf,166752,,7 кг,0.0001 г,Ø 80 мм,0.12 кг,Да,I,
https://cdn.entero.ru/mp@2x/52/ab/52aba810ee6ae34fa2987622ad217f7a.jpg,Весы лабораторные CAS CAUW-120D,CAUW 120D,253538,RUB,Да,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/24522,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24522"">CAS CAUW-120D</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой, типом измерения: электромагнитная компенсация, 3 единицами измерения массы: грамм, миллиграмм, карат, выражением массы в количестве изделий (счетный режим), усреднением показаний при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: специальный</li>
<li>Двойной диапазон взвешивания</li>
<li>Выборка массы тары</li>
<li>Взвешивание в процентах</li>
<li>Режим суммирования</li>
<li>Режим дозирования</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Интерфейс RS232C </li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Автоматическая адаптивная калибровка при изменении температуры окружающей среды</li>
<li>Калибровка в моменты времени, заданные пользователем</li>
<li>Встроенная калибровочная гиря</li>
<li>Вывод текущей даты и текущего времени</li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Графический указатель нагрузки</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO 9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
<li>Дискретность отсчета: 0,0001 / 0,00001 г</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Аккумулятор</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
</ul>",24522,электронные,220 В,,220 мм,330 мм,310 мм,11 кг,Южная Корея,1,585x400x545 мм,0,https://entero.ru/manuals/41117/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CAUW-120D.pdf,,,7.1 кг,от 0.00001 до 0.0001 г,Ø 80 мм,от 0.042 до 0.12 кг,Да,I,
https://cdn.entero.ru/mp@2x/ec/28/ec28029b346be44f50c45eaca60bd295.jpg;https://cdn.entero.ru/mp@2x/23/c5/23c5266b04922c92c965e31cec344437.jpg;https://cdn.entero.ru/mp@2x/96/b0/96b0dd26a3ba114991c09135860cf6cb.jpg;https://cdn.entero.ru/mp@2x/24/74/2474063c9c32b95d30202634c5060899.jpg;https://cdn.entero.ru/mp@2x/1a/d6/1ad6a0ecb95947d9ec2c32f782501e66.jpg;https://cdn.entero.ru/mp@2x/a1/46/a14620a59bb0e0d75963fe83512a369f.jpg;https://cdn.entero.ru/mp@2x/de/17/de17363e3fd7fed1e3e9f8ecc54289f9.jpg;https://cdn.entero.ru/mp@2x/ea/59/ea59dc91674af87ab295a079e5c5a60b.jpg;https://cdn.entero.ru/mp@2x/af/c9/afc91047a234510293bda38f9cf33edb.jpg;https://cdn.entero.ru/mp@2x/38/f2/38f2e86e267db9a85c2f878a2249d0f8.jpg;https://cdn.entero.ru/mp@2x/a7/e0/a7e02665c167a342fd2c1f480c70d85c.jpg,Весы настольные Mertech M-ER 326 AFU-15.1 Post II LCD,"M-ER 326 AFU-15.1 ""Post II"" LCD",6080,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/167910,"<p>Настольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167910"">Mertech M-ER 326 AFU-15.1 Post II LCD</a> </b>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена мембранной клавиатурой, уровнем и регулируемыми опорами. Корпус выполнен из ABS пластика с повышенной прочностью.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Компараторный режим</li>
<li>Режим суммирования</li>
<li>Результат взвешивания</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Поддержка 3 единиц измерения: граммы, килограммы, фунты</li>
<li>Увеличенный размер цифр на LCD-дисплее</li>
<li>4 месяца автономной работы</li>
<li>Допустима пятикратная перегрузка весов</li>
<li>Простой и понятный интерфейс</li>
<li>Эргономичная панель управления</li>
<li>Запатентованная технология энергосбережения</li>
<li>Поверка</li>
<li>Режим самодиагностики</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Допустимая влажность: 80%</li>
<li>Количество разрядов индикации: 6</li>
<li>Размер символов: 9х21,11х21 мм</li>
</ul>",167910,электронные,220 В,,290 мм,265 мм,110 мм,,Китай,,,0,https://entero.ru/manuals/492910/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20326%20AFU-15.1%20Post%20II%20LCD.pdf;https://entero.ru/manuals/492912/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492913/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,,,2.5 кг,1 г,256х206 мм,от 0.05 до 15 кг,Да,II,
https://cdn.entero.ru/mp@2x/c4/0d/c40d071cf65a5005b1768b1144d66fd8.jpg;https://cdn.entero.ru/mp@2x/fb/7a/fb7a58ea8a0e2b6ede895fa84ac4c59e.jpg;https://cdn.entero.ru/mp@2x/93/ef/93efdc31b15aa4448f895d8d586ee87d.jpg;https://cdn.entero.ru/mp@2x/2b/de/2bde3dbdb25700274ba5c9eda25f2859.jpg;https://cdn.entero.ru/mp@2x/99/c5/99c56043f533e7ea95b4474e29554aaf.jpg;https://cdn.entero.ru/mp@2x/90/60/90602a79582fa09d88375d6c2e4415a2.jpg;https://cdn.entero.ru/mp@2x/2f/ca/2fcafb3d5b7151f06c608eea93f4dc61.jpg;https://cdn.entero.ru/mp@2x/0e/da/0eda527c1f93b392ac1be5b47803f90f.jpg,Весы настольные Mertech M-ER 326 AFU-32.1 Post II LED RS-232,"M-ER 326 AFU-32.1 ""Post II"" LED RS-232",6673,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/167894,"<p>Настольные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167894""><b class=""b"">Mertech M-ER 326 AFU-32.1 Post II LED RS-232 </b></a>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель имеет улучшенные метрологические характеристики и работает с кассами ""Эвотор"", ""Атол"", ""Штрих"", ""Меркурий"" и др. Корпус выполнен из ABS пластика с повышенной прочностью.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Компараторный режим</li>
<li>Режим суммирования</li>
<li>Результат взвешивания</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Протокол CAS-M</li>
<li>Поддержка 3 единиц измерения: граммы, килограммы, фунты</li>
<li>Увеличенный размер цифр на LED-дисплее (9х21 мм или 11х21 мм)</li>
<li>RS-232 интерфейс для подключения к POS компьютеру</li>
<li>4 месяца автономной работы</li>
<li>Регулируемая высота опор</li>
<li>Допустима пятикратная перегрузка весов</li>
<li>Простой и понятный интерфейс</li>
<li>Эргономичная панель управления</li>
<li>Запатентованная технология энергосбережения</li>
<li>Включены в Госреестр, поставляются с поверкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Допустимая влажность: 80%</li>
</ul>",167894,электронные,220 В,,290 мм,265 мм,110 мм,,Китай,,,0,https://entero.ru/manuals/492931/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20326%20AFU-32.1%20Post%20II%20LED%20RS-232.pdf;https://entero.ru/manuals/492932/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492933/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,8447,,2.5 кг,1 г,256х206 мм,от 0.05 до 32 кг,Да,II,
https://cdn.entero.ru/mp@2x/f0/da/f0da39674bdbf8ccd85c676df570c97f.jpg;https://cdn.entero.ru/mp@2x/53/15/53155fd6498f9dfbfcc5d1256da9166e.jpg,Весы лабораторные МАССА-К ВК-150.1,ВК- 150.1 / BK-150.1,21892,RUB,Да,МАССА-К,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/116070,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116070"">МАССА-К ВК-150.1</a></b> предназначены для измерений массы легких и сверхлегких предметов в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена жидкокристаллическим дисплеем с подсветкой и аккумулятором.</p>

<p>В комплект поставки входят сетевой адаптер, ветрозащитный экран для весов и кабель интерфейсный DB9-M (вилка) и DB9-F (розетка).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Счетный режим</li>
</ul>

<ul>
<li>Процентное взвешивание</li>
<li>Подсчет суммарной массы товара</li>
<li>Возможность подключения к PC</li>
<li>Интерфейс связи: RS-232</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 15 до 30 °С</li>
<li>Время работы от встроенного аккумулятора: 24 ч</li>
<li>Потребляемая мощность: не более 0,02 кВт</li>
</ul>",116070,электронные,220 В,,180 мм,220 мм,85 мм,,Россия,,,0,https://entero.ru/manuals/115678/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20%D0%92%D0%9A-150.1.pdf;https://entero.ru/manuals/505883/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,23289,,1.5 кг,0.005 г,Ø 120 мм,от 0.0001 до 0.15 кг,Да,,
https://cdn.entero.ru/mp@2x/b8/64/b86438d8856272a82284923d2d8041c2.jpg,Весы лабораторные CAS CUX-220H,08070316,85631,RUB,Да,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/24536,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/24536"">CAS CUX-220H</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой, типом измерения: электромагнитная компенсация, 4 единицами измерения массы: грамм, миллиграмм, карат, килограмм, выражением массы в количестве изделий (счетный режим), усреднением показаний массы при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит ветрозащитный короб.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Взвешивание в процентах</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Интерфейс RS232C </li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 5 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Блок для батареек (до 15 часов автономной работы)</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
<li>Гиря для внешней калибровки</li>
</ul>",24536,электронные,,,190 мм,317 мм,78 мм,4 кг,Южная Корея,1,450x370x265 мм,0,https://entero.ru/manuals/12788/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CUX-220H.pdf,90138,,2.7 кг,0.001 г,108х105 мм,от 0.00002 до 0.22 кг,Да,II,
https://cdn.entero.ru/mp@2x/48/65/4865795388d2f3454e92606e68c43cb4.jpg,Весы лабораторные CAS CUW-620HV,Весы лабораторные CAS CUW-620HV,133227,RUB,Да,CAS,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/24549,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24549"">CAS CUW-620HV</a> </b>используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой, типом измерения: электромагнитная компенсация, 4 единицами измерения массы: грамм, миллиграмм, карат, килограмм, выражением массы в количестве изделий (счетный режим), усреднением показаний массы при нестабильной нагрузке и автоматической установкой нуля.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит ветрозащитный короб.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: специальный</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Взвешивание в процентах</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Внутренняя калибровка со встроенной гирей</li>
<li>Интерфейс RS232C </li>
<li>Питание от сети через адаптер </li>
<li>Встроенная программа WindowsTM</li>
<li>Мембранная клавиатура</li>
<li>Встроенный поддонный крюк</li>
<li>Соответствие стандартам GLP, GMP, ISO9000</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 10 до 30 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Блок для батареек (до 15 часов автономной работы)</li>
<li>Набор для измерения плотности <a href=""https://entero.ru/item/40974"">SMK-401</a></li>
</ul>",24549,электронные,220 В,,190 мм,317 мм,78 мм,4.7 кг,Южная Корея,1,370x450x265 мм,0,https://entero.ru/manuals/41013/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CUW-620HV.pdf,138778,,3.4 кг,0.001 г,108х105 мм,от 0.0001 до 0.62 кг,Да,I,
