Изображения,Название,Артикул,Цена,Валюта,Наличие,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Остаток,Родина бренда,Страна-производитель,Рабочая температура,Время сушки
https://cdn.entero.ru/mp@2x/c6/f4/c6f4ec7dcbed22c81ef136a0a181881e.jpg,Аппарат сушильный CCF S/2,Аппарат сушильный CCF S/2,312484,RUB,Нет,Профоборудование,Оборудование для кафе-мороженого,Шкафы сушильные для крафтового эскимо,https://entero.ru/item/168915,"<p>Сушильный аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168915"">CCF S/2</a> </b>используется на предприятиях общественного питания и торговли для удаления остаточной влаги с поверхности крафтового мороженого на палочке после эскимогенратора. Модель оснащена съенмной внутренней ванной и 4 колесами. Ванна выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрое охлаждение и остывание</li>
<li>Хладагент: R404A</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Уровень шума: 55 дБа</li>
<li>Габариты в упаковке: 890x630x1160 мм</li>
</ul>",168915,220 В,от 0.75 до 10 кВт,790 мм,580 мм,990 мм,0,Италия,Италия,-40 °С,5 мин.
