Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Оснащение,Моечная ванна,Обвязка,Душирующее устройство,Столешница,Размеры раковины (ДхШ),Отверстие для сбора отходов,Направляющие под кассеты,Глубина раковины
https://cdn.entero.ru/mp@2x/e5/25/e5254d1bc0e957ca38b43cb0f7c74481.jpg,Стол входной Gastrolux ВМ1-157Л/54/ПММ,"ВМ1-157Л/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1500х700х850",85116,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109627,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109627"">Gastrolux ВМ1-157Л/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна слева</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109627,предмоечный,1500 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/490479/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,88663,27.8 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/04/81/0481a3e0763456bfcc4b215537f3ae24.jpg,Стол входной Gastrolux ВМ1-157П/54/ПММ,"ВМ1-157П/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1500х700х850",85116,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109628,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109628"">Gastrolux ВМ1-157П/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна справа</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с расположением ванны слева.</span></em></p>",109628,предмоечный,1500 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/490478/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,89596,27.8 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/86/4d/864d8ebe80062d4bf81d81a0136050d2.jpg,Стол входной Gastrolux ВМ1-157.5Л/54/ПММ,"ВМ1-157.5Л/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1500х750х850",86343,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109664,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109664"">Gastrolux ВМ1-157.5Л/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна слева</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109664,предмоечный,1500 мм,750 мм,850 мм,,,,0,https://entero.ru/manuals/490061/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,90887,30.4 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/ec/8e/ec8ecfeb2c3f6c50e5ca9d9e60cb49b2.jpg,Стол входной Gastrolux ВМ1-157.5П/54/ПММ,"ВМ1-157.5П/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1500х750х850",86343,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109665,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109665"">Gastrolux ВМ1-157.5П/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна справа</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с расположением ванны слева.</span></em></p>",109665,предмоечный,1500 мм,750 мм,850 мм,,,,0,https://entero.ru/manuals/490060/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,30.4 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/5e/7f/5e7f6f32a7fe34a0251b2ea489cfe404.jpg,Стол входной Gastrolux ВМ1-167Л/54/ПММ,"ВМ1-167Л/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1600х700х850",86911,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109629,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109629"">Gastrolux ВМ1-167Л/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна слева</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109629,предмоечный,1600 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/490477/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,29 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/3e/41/3e41ffdde7421c8103bb1614c7043931.jpg,Стол входной Gastrolux ВМ1-167П/54/ПММ,"ВМ1-167П/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1600х700х850",86911,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109630,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109630"">Gastrolux ВМ1-167П/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна справа</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с расположением ванны слева.</span></em></p>",109630,предмоечный,1600 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/490081/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,90532,29 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/84/8f/848f72a69921eef5a60ceec391ad07bc.jpg,Стол входной Gastrolux ВМ1-167.5Л/54/ПММ,"ВМ1-167.5Л/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1600х750х850",88155,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109666,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109666"">Gastrolux ВМ1-167.5Л/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна слева</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109666,предмоечный,1600 мм,750 мм,850 мм,,,,0,https://entero.ru/manuals/490059/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,31.6 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/2f/7b/2f7b2cf08eeab4592f85b2f6ff2f00e8.jpg,Стол входной Gastrolux ВМ1-167.5П/54/ПММ,"ВМ1-167.5П/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1600х750х850",88158,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109667,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109667"">Gastrolux ВМ1-167.5П/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна справа</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с расположением ванны слева.</span></em></p>",109667,предмоечный,1600 мм,750 мм,850 мм,,,,0,https://entero.ru/manuals/490058/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,92798,31.6 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/cd/2f/cd2fb527c24ad1e81b3cd224e78b979f.jpg,Стол входной Azimut ETS 16 M00100,Стол входной Azimut ETS 16 M00100,88695,RUB,Нет,Azimut,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/342531,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342531"">Azimut ETS 16 M00100</a> </b>предназначен для совместного использования с конвейерными посудомоечными машинами серии ETS 16, ETE, ETR, ETR M для размещения и мойки грязной посуды на предприятиях общественного питания. Модель оснащена задним бортом, мойкой, нижней сплошной полкой и 4 регулируемыми по высоте ножками. Оборудование выполнено из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина столешницы: 1200 мм</li>
</ul>",342531,предмоечный,1200 мм,761 мм,1080 мм,,,,0,,93363,,,Италия,универсальная,полка,Да,,,с бортом,500х200 мм,,,400 мм
https://cdn.entero.ru/mp@2x/f5/b9/f5b9a99d5b2dd4f33e03312858967e50.jpg,Стол входной Gastrolux ВМ1-177Л/54/ПММ,"ВМ1-177Л/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1700х700х850",88710,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109633,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109633"">Gastrolux ВМ1-177Л/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна слева</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109633,предмоечный,1700 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/490080/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,93379,30.9 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/85/32/8532fe176fddb8cb781d8de8c221ac0c.jpg,Стол входной Gastrolux ВМ1-177П/54/ПММ,"ВМ1-177П/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1700х700х850",88710,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109634,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109634"">Gastrolux ВМ1-177П/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна справа</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с расположением ванны слева.</span></em></p>",109634,предмоечный,1700 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/490079/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,95387,30.9 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/f7/a9/f7a93186a187e09c0037314e0f9642cf.jpg,Стол входной Gastrolux ВМ1-177.5Л/54/ПММ,"ВМ1-177.5Л/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1700х750х850",89964,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109668,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109668"">Gastrolux ВМ1-177.5Л/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна слева</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109668,предмоечный,1700 мм,750 мм,850 мм,,,,0,https://entero.ru/manuals/490057/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,95706,32.8 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/2c/9e/2c9e333b037975e50afcb56292fdc655.jpg,Стол входной Gastrolux ВМ1-177.5П/54/ПММ,"ВМ1-177.5П/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1700х750х850",89964,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109669,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109669"">Gastrolux ВМ1-177.5П/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна справа</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с расположением ванны слева.</span></em></p>",109669,предмоечный,1700 мм,750 мм,850 мм,,,,0,https://entero.ru/manuals/490056/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,32.8 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
https://cdn.entero.ru/mp@2x/51/03/5103299830deff70e673e4a2517ae244.jpg,Стол входной Gastrolux ВМ1-187Л/54/ПММ,"ВМ1-187Л/ПММ / с 1-й моечной ванной для ПММ (для грязной посуды), 1800х700х850",90507,RUB,Нет,Gastrolux,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/109635,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109635"">Gastrolux ВМ1-187Л/54/ПММ</a></b> с моечной ванной предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Сварной каркас выполнен из нержавеющего профиля 40х40 мм, столешница и цельнотянутая ванна - из нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Место под посудомоечную кассету</li>
<li>Объемный борт</li>
<li>Моечная ванна слева</li>
<li>Зацеп к ПММ справа / слева</li>
<li>Отверстие под смеситель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Размер ванны: 500х400 мм</li>
<li>Диаметр отверстия: 32 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/111482"">Борт объемный 100 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109635,предмоечный,1800 мм,700 мм,850 мм,,,,0,https://entero.ru/manuals/490078/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,94278,32.7 кг,Россия,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,
