Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Вес (без упаковки)
https://cdn.entero.ru/mp@2x/fb/61/fb6100bbf52f9458d44b2d6397b8d410.jpg,Весы торговые CAS CL5000J-15IH TCP-IP,Весы торговые CAS CL5000J-15IH TCP-IP,114515,RUB,Да,CAS,Профоборудование,Весовое,Весы подвесные,https://entero.ru/item/41081,"<p>Торговые весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41081"">CAS CL5000J-15IH TCP-IP</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена цифровым и алфавитно-числовым жидкокристаллическими дисплеями на корпусе.</p>

<p>Поддон выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Память на 6000 товаров</li>
<li>От 48 до 172 клавиши быстрого вызова товаров с возможностью назначения двух товаров на одну клавишу</li>
<li>Сменный картридж этикеток</li>
<li>40 встроенных и 10 пользовательских форматов этикеток</li>
<li>Печать на одной этикетке более 500 знаков</li>
<li>Возможность печати двух значений массы на этикетке</li>
<li>Печать штрих-кодов: EAN-13, CODE-128 и I2OF5</li>
<li>Интерфейсы: TCP-IP, Ethernet</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон взвешивания: от 0,04 до 15 кг</li>
<li>Дискретность отсчета: 2 / 5 г</li>
<li>Скорость печати: 80 мм/с</li>
<li>Высота этикеток: от 30 до 80 мм</li>
<li>Диапазон рабочих температур: от -10 до 40 °С</li>
<li>Напряжение: 220 В</li>
<li>Размер поддона: 430х290 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Динамическое распределение памяти с возможностью увеличения знаков сообщения на этикетке до 1050</li>
<li><a href=""https://entero.ru/item/374791"">Wi-Fi</a></li>
<li>Дополнительный картридж</li>
<li>Пылезащитный кожух из прозрачного пластика</li>
<li>Внешняя платформа на 60, 150, 300 и 600 кг</li>
</ul>",41081,433 мм,174 мм,822 мм,15.8 кг,1,564x484x306 мм,0,https://entero.ru/manuals/41002/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CL5000J-15IH%20TCP-IP.pdf,14.2 кг
