Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Конструкция,Длина излива,Высота излива,Длина шланга
https://cdn.entero.ru/mp@2x/43/be/43befe144d0c43ee0490f5b0b94937e6.jpg,Устройство душирующее OZTI MT4 крепление к столу,8760.MT004.00,28597,RUB,Да,OZTI,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/294407,"<p>Душирующее устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294407""><b class=""b"">OZTI MT4 </b></a>предназначено для использования в моечных цехах, на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятих общественного питания, для предварительного ополаскивания посуды, стаканов и столовых приборов от крупных остаков пищи, и последующей их загрузке в посудомоечную машину. А так же для мойки продуктов питания. Модель оснащена душем и краном, креплением к столу и дополнительным креплением к стене с помощью кронштейна.</p>

<p> </p>",294407,душирующее устройство,420 мм,190 мм,1200 мм,,,,0,,31084,,,Турция,,двухвентильный,,,
https://cdn.entero.ru/mp@2x/fc/78/fc7879300423ba3143174929ef8963eb.jpg,Смеситель Monolith R 0601010107,Смеситель Monolith R 0601010107,5379,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/161774,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/161774"">Monolith R 0601010107</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель устанавливается на кухонную мойку, оснащена эргономичным вентилем и с-образным изливом.</p>",161774,смеситель,,,,,,,0,https://entero.ru/manuals/188768/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R%200601010107.jpg;https://entero.ru/manuals/527735/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,,,однорычажный,180,245 мм,
https://cdn.entero.ru/mp@2x/ac/f4/acf4c5b3b43abcff867bfccbf171d10d.jpg,Смеситель Monolith R 0101020119,Смеситель Monolith R 0101020119,7851,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/161906,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/161906"">Monolith R 0101020119</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина излива: 180 мм</li>
<li>Высота излива: 200 мм </li>
</ul>",161906,смеситель,,,255 мм,,,,0,https://entero.ru/manuals/188856/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R%200101020119.pdf;https://entero.ru/manuals/527736/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,Италия,,двухвентильный,180,200 мм,
https://cdn.entero.ru/mp@2x/20/11/20114e1c1204a7c6b53c5f66af2069e2.jpg,Смеситель Monolith R 0102010212,Смеситель Monolith R 0102010212,8918,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/161879,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/161879"">Monolith R 0102010212</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель оснащена эргономичными звездообразными вентилями и с-образным изливом. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Монтаж на стену</li>
<li>Плавная работа вентилей</li>
<li>Двухзахватный тип управления</li>
<li>Поворотный излив</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Отверстия для стены: 2 шт.</li>
<li>Межосевое расстояние: 150 мм </li>
</ul>",161879,смеситель,,,,,,,0,https://entero.ru/manuals/188833/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R%200102010212.pdf;https://entero.ru/manuals/527750/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,Италия,,двухвентильный,300,290 мм,
https://cdn.entero.ru/mp@2x/d3/71/d371758375378d2021d415fbe50180a0.jpg,Смеситель Monolith ARES001P,Смеситель Monolith ARES001P,12296,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162116,"<p>Смеситель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/162116""><b class=""b"">Monolith ARES001P</b></a> предназначен для ежедневного использования и автоматической подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель устанавливается на кухонную мойку, оснащена самозакрывающимся краном и компактным изливом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время потока: от 8 до 12 сек. </li>
</ul>

<p> </p>",162116,смеситель,55 мм,120 мм,185 мм,,,,0,https://entero.ru/manuals/189082/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20ARES001P.pdf;https://entero.ru/manuals/527756/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,Италия,,однорычажный,120,74.5 мм,
https://cdn.entero.ru/mp@2x/2b/25/2b25c89247dd10076670ebaf4a25aac9.jpg,Устройство душирующее Liva MT01 Premium,105.021.002-1000,17515,RUB,Да,,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/368496,"<p>Душирующее устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368496"">Liva MT01 Premium</a></b> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Гибкий шланг вращается в разных направлениях и крепится к моечной ванне и к стене, ручка поворачивается на 90°. Изделие выполнено из нержавеющей стали и латуни.</p>",368496,душирующее устройство,150 мм,441 мм,1060 мм,4 кг,1,820x360x80 мм,25,,,,Турция,Турция,,двухвентильный,,,
https://cdn.entero.ru/mp@2x/84/f3/84f3557a2c44175d4bb17db550e26eb7.jpg;https://cdn.entero.ru/mp@2x/58/6f/586fade41d88565b0eab4a9d6036aa65.jpg,Душирующее устройство Kocateq 9077012S 111 см,9077012S,17829,RUB,Да,Kocateq,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/372128,"<p>Душирующее устройство без носика<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372128""><b class=""b""> Kocateq 9077012S</b></a> используется для предварительной очистки посуды перед загрузкой её в посудомоечную машину, а также для мытья овощей и фруктов в моечных цехах на предприятиях общественного питания. Модель оснащена смесителем для горячей и холодной воды и кронштейном для крепления на стену. Корпус изделия и вертикальная стойка выполнены из полированной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устанавливается на моечную ванну или на стол-мойку (в отверстие диаметром 28 мм)</li>
<li>Гибкая трубка, подводящая воду к душирующей головке, с оплеткой из нержавеющей стали</li>
<li>Подключение воды осуществляется через штуцеры 1/2""</li>
<li>Шестигранные ручки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Общая высота: 111 см</li>
<li>Высота до душирующей головки: 45,5 см</li>
<li>Цвет: нерж. сталь</li>
</ul>",372128,смеситель,,,,,,,0,,,,Ю.Корея,Южная Корея,,двухвентильный,,,
https://cdn.entero.ru/mp@2x/a7/97/a79748a9466d947bdff9823f4a3b0395.jpg,Устройство душирующее Liva MT02 Premium,105.021.004-1000,19209,RUB,Да,,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/368498,"<p>Душирующее устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368498"">Liva MT02 Premium</a></b> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Модель оснащена промежуточным изливом. Гибкий шланг вращается в разных направлениях и крепится к моечной ванне и к стене, ручка поворачивается на 90°. Изделие выполнено из нержавеющей стали и латуни.</p>",368498,душирующее устройство,150 мм,441 мм,1060 мм,4 кг,1,820x360x80 мм,190,,,,Турция,Турция,,двухвентильный,170,,
https://cdn.entero.ru/mp@2x/77/5c/775cece7ae783b1f4ec4b05ad479dc44.jpg,Устройство душирующее Rubinetterie FRIULI 00991110 + 00102002,00991110+00102002 / 90362,22324,RUB,Да,Rubinetterie,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/349388,"<p>Душирующее устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349388""><b class=""b"">Rubinetterie DEL FRIULI 00991110 + 00102002 </b></a>предназначено для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель оснащена душем с настенным креплением.</p>",349388,душирующее устройство,100 мм,200 мм,1000 мм,,,,0,,,6.25 кг,,,,,,,
https://cdn.entero.ru/mp@2x/b3/e2/b3e2521cd6e2791a7d3dfdc6df48c0b2.jpg,Устройство душирующее Empero JP.OYD.01,Устройство душирующее Empero JP.OYD.01,23622,RUB,Да,Empero,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/276840,"<p>Душирующие устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276840""><b class=""b"">Empero JP.OYD.03</b></a> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Изделие устанавливается на моечную ванну, оснащено гибким высоким шлангом на пружинной оплетке. Конструкция выполнена из прочных материалов, устойчивых к коррозии.</p>",276840,душирующее устройство,,,,,,,0,https://entero.ru/manuals/341878/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Empero%20JP.OYD.01.pdf;https://entero.ru/manuals/341879/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero.pdf,24865,,,Турция,,двухвентильный,,,
https://cdn.entero.ru/mp@2x/65/63/6563e185c848a31aeb27cecd023159e9.jpg,Устройство душирующее Empero JP.OYD.02,Устройство душирующее Empero JP.OYD.02,24538,RUB,Да,Empero,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/276845,"<p>Душирующее устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276845"">Empero JP.OYD.02</a> </b>предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Изделие устанавливается на стену, оснащено гибким высоким шлангом на пружинной оплетке. Настенная конструкция выполнена из прочных материалов, устойчивых к коррозии.</p>",276845,душирующее устройство,,,,,,,0,https://entero.ru/manuals/341884/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Empero%20JP.OYD.02.pdf;https://entero.ru/manuals/341885/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Empero.pdf,25560,,,Турция,,двухвентильный,,,
https://cdn.entero.ru/mp@2x/8e/1c/8e1cc4e2f1294005397ac2c0a8303679.jpg,Смеситель с душирующим устройством Monolith R0102010302,Смеситель с душирующим устройством Monolith R0102010302,26818,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/377786,"<p>Смеситель с душирующим устройством <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377786"">Monolith R0102010302</a></b> предназначен для ежедневного использования с целью подачи воды оптимальной температуры, предварительного ополаскивания посуды, а также мойки фруктов и овощей на кухнях пекарен, столовых, кафе, ресторанов и других предприятий общественного питания. Компоненты выполнены из металла с хромированной поверхностью и черного термопластика, гибкий душевой шланг – из поливинилхлорида (ПВХ) и нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Поворотный S-образный излив, устанавливаемый на колене, соединенном с вертикальной трубой душа</li>
<li>Душ:
<ul>
<li>Вертикальная стойка (труба) с комплектом настенного крепления</li>
<li>Гибкий шланг</li>
<li>Внешняя гибкая каркасная стойка шланга в форме дугообразно изогнутой спирали</li>
<li>Душевая лейка с прижимной рукояткой с фиксатором</li>
<li>Устанавливаемый на вертикальной трубе крюк для фиксации лейки над раковиной</li>
</ul>
</li>
<li>Кран излива с керамической буксой (00304000013) и короткой рычажной рукояткой</li>
<li>Кран смесителя с керамической буксой (00304000012) и короткой уплощенной рычажной рукояткой с цветовой маркировкой</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Настенный монтаж</li>
<li>Регулируемый при монтаже угол колена излива относительно стойки душа</li>
<li>Высококачественные материалы исполнения без содержания токсичных веществ</li>
<li>Котроль качества на всех этапах процесса</li>
<li>Сертификация качества по стандартам ISO 9001 и ICIM</li>
<li>Эргономичный стильный дизайн коллекции Era</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры воды: от 5 до 70 °С</li>
<li>Диапазон давления воды:
<ul>
<li>Допустимое: от 0,5 до 7 бар</li>
<li>Рекомендованное: от 3 до 5 бар</li>
</ul>
</li>
</ul>
</li>
<li>Расход воды при давлении 3,5 бар:
<ul>
<li>Только излив: 12 л/мин.</li>
<li>Только душ: 14 л/мин.</li>
<li>Излив с душем: 18 л/мин.</li>
</ul>
</li>
<li>Диаметр резьбовых соединений:​
<ul>
<li>Эксцентрики входных патрубков (G): 3/4"" - 1/2""</li>
<li>Душевой шланг (G): 1/2"" - 1/2""</li>
</ul>
</li>
<li>Диаметр излива: 18 мм</li>
<li>Монтажная длина излива (с учетом колена): 220 (300) мм</li>
<li>Монтажная высота излива до отверстия с учетом колена: 175 мм</li>
<li>Монтажная высота душа (с учетом регулировки внешней каркасной спирали: 1220 (+80) мм</li>
<li>Длина гибкого шланга: 1000 мм</li>
<li>Межцентровое расстояние между входными патрубками (с учетом эксцентиров): 155 (±20) мм</li>
</ul>",377786,"душирующее устройство, смеситель",,,,,,,0,https://entero.ru/manuals/519931/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R0102010302.jpg;https://entero.ru/manuals/520121/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Monolith%20%28%D0%B8%D1%82.%20_%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/527778/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29150,,Италия,Италия,,однорычажный,,,1000 мм
https://cdn.entero.ru/mp@2x/31/9b/319b59ec5d0537484eb914abfb1a3269.jpg,"Душирующее устройство на катушке Monolith SR 000000017A (5 м, 6 л/мин)","SR 000000017A (5 метров,6л/мин)",30669,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/377932,"<p>Душирующее устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377932""><b class=""b"">Monolith SR 000000017A</b></a> используется на предприятиях пищевой промышленности и общественного питания для подачи воды в необходимую зону помещения с целью мойки оборудования, пола и рабочих поверхностей. Модель состоит из гибкого шланга с лейкой с прижимной рукояткой и катушки с закрытым корпусом для компактной смотки шланга.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настенный монтаж</li>
<li>Высококачественные материалы исполнения без содержания токсичных веществ</li>
<li>Котроль качества на всех этапах процесса</li>
<li>Сертификация качества по стандартам ISO 9001 и ICIM</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Максимальное давление воды: 6 бар</li>
<li>Максимальная постоянная температура воды при давлении 6 бар: 70 °С</li>
</ul>
</li>
<li>Расход воды при давлении 3,5 бар: 6 л/мин.</li>
<li>Длина шланга: 5000 мм</li>
</ul>",377932,катушка с душирующим устройством,,,,,,,0,https://entero.ru/manuals/520219/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Monolith%202021%20%28%D0%B8%D1%82.%20_%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/527780/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,32977,,Италия,Италия,,,,,5000 мм
https://cdn.entero.ru/mp@2x/81/64/8164b25a1af0d4db32ca390ec0ca9310.jpg,Устройство душирующее Hurakan HKN-HR10 возвратное,Устройство душирующее Hurakan HKN-HR10 возвратное,40957,RUB,Да,Hurakan,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/170837,"<p>Душирующие возвратное устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170837""><b class=""b"">Hurakan HKN-HR10 </b></a>предназначено для предварительной очистки посуды от остатков пищи перед загрузкой её в посудомоечную машину, а также для мытья овощей и фруктов в моечных цехах на предприятиях общественного питания. </p>",170837,катушка с душирующим устройством,420 мм,420 мм,190 мм,16.4 кг,1,565x565x270 мм,0,https://entero.ru/manuals/454766/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-HR10.pdf,43571,15.27 кг,,Китай,,,,,10000 мм
https://cdn.entero.ru/mp@2x/9f/85/9f851a35eadec3515e1f60ebe061fcb8.jpg,Устройство душирующее Monolith P 0102020210,Устройство душирующее Monolith P 0102020210,49511,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162454,"<p>Душирующие устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/162454"">Monolith P 0102020210</a> </b>предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Модель устанавливается в стену, оснащена рычажным краном, компактным изливом, лейкой с рычагом и фиксатором, позволяющим обеспечить постоянный напор воды. Душ выполнен из нержавеющей стали с термопластиком, держатель - из пластика.</p>

<p>В комплект поставки входит держатель душа, дополнительное крепление к стене.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество монтажных отверстий: 2 (вниз)</li>
<li>Межосевое расстояние: 155 мм</li>
<li>Длина крепления: 135 мм</li>
</ul>",162454,душирующее устройство,,,1060 мм,,,,0,https://entero.ru/manuals/294035/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Monolith%20P%200102020210.pdf;https://entero.ru/manuals/527785/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,53238,,Италия,Италия,,однорычажный,225,225 мм,
https://cdn.entero.ru/mp@2x/d1/94/d194b49942dec9308626508360c70175.jpg,Устройство душирующее Airhot PR-ST2 2134х30х65 мм,PR-ST2,3897,RUB,Да,Airhot,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/371719,"<p>Душирующее устройство для печей и пароконвектоматов<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371719""><b class=""b""> AIRHOT PR-ST2</b></a> используется для предварительной очистки посуды перед загрузкой её в посудомоечную машину, а также для мытья овощей и фруктов в моечных цехах на предприятиях общественного питания. Модель оснащена распылительным клапаном и шлангом. Изделие выполнено из латуни, нейлона и резины.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Качественные материалы</li>
<li>Простота в обслуживании</li>
<li>Современный стиль</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты брутто: 290х195х56 мм</li>
<li>Вес брутто: 0.620</li>
<li>Цвет клапана: черный</li>
</ul>",371719,душирующее устройство,2134 мм,30 мм,65 мм,0.58 кг,,,0,https://entero.ru/manuals/498721/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20PR-ST2%202134%D1%8530%D1%8565%20%D0%BC%D0%BC.pdf,,,,Китай,,однорычажный,,,
https://cdn.entero.ru/mp@2x/b2/15/b215b2006f3a3b1a5f8d7946b8abbc1d.jpg,Смеситель Monolith ARES004,Смеситель Monolith ARES004,4293,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162125,"<p>Смеситель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/162125""><b class=""b"">Monolith ARES004</b></a> предназначен для ежедневного использования и автоматической подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель устанавливается на стену, оснащена самозакрывающимся краном и компактным изливом.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Время потока: 10 сек. </li>
<li>Размеры: 59х108,5 мм </li>
</ul>

<p> </p>",162125,смеситель,,,,,,,0,https://entero.ru/manuals/189095/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20ARES004.pdf;https://entero.ru/manuals/527733/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5575,,Италия,Италия,,однорычажный,42,52 мм,
https://cdn.entero.ru/mp@2x/0c/58/0c584c972e263eac8bc95dedcfd534b0.jpg,Комплект для ополаскивателя Liva 120.021.252,Комплект для ополаскивателя Liva 120.021.252,4638,RUB,Да,,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/368502,"<p>Комплект для ополаскивателя стаканов без крышки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368502"">Liva 120.021.252</a></b> предназначен для быстрой и легкой очистки стаканов от загрязнений и остатков пищи в моечных цехах на предприятиях общественного питания. Модель имеет круглую форму и крепится на слив мойки. Изделие выполнено из нержавеющей стали и латуни.</p>",368502,,,,,,,,7,,,,Турция,Турция,,,,,
https://cdn.entero.ru/mp@2x/78/38/7838cb71fc1b8d8bcbd7b73fc65d7e5b.jpg,Ополаскиватель для стаканов Liva G3/8,120.021.241,6535,RUB,Да,,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/368499,"<p>Ополаскиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368499"">Liva G3/8</a></b> предназначен для быстрой и легкой очистки стаканов от загрязнений и остатков пищи в моечных цехах на предприятиях общественного питания. Модель имеет круглую форму и крепится на слив мойки. Изделие выполнено из нержавеющей стали, латуни и резины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр: 70 мм</li>
</ul>",368499,,,,,,,,7,,,,Турция,Турция,,,,,
https://cdn.entero.ru/mp@2x/c7/67/c767c7290fdcb0f18279c6e6507e973c.jpg,Ополаскиватель для стаканов Liva G3/8 черный,120.021.238,6674,RUB,Да,,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/368501,"<p>Ополаскиватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368501""><b class=""b"">Liva G3/8</b></a> предназначен для быстрой и легкой очистки стаканов от загрязнений и остатков пищи в моечных цехах на предприятиях общественного питания. Модель имеет круглую форму и крепится на слив мойки. Изделие выполнено из нержавеющей стали, латуни и резины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: черный</li>
</ul>",368501,,,,,,,,7,,,,Турция,Турция,,,,,
https://cdn.entero.ru/mp@2x/3e/63/3e63f6a8b05aac38dabd780576365bbd.jpg,Смеситель Kocateq GMN/1031,Смеситель Kocateq GMN/1031,7352,RUB,Да,Kocateq,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/346094,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346094"">Kocateq GMN/1031</a> </b>предназначен для ежедневного использования и подачи воды на предприятиях общественного питания и торговли. Рукоятка для регулировки температуры выполнена из латуни, кран - из нержавеющей стали толщиной 1 мм.</p>",346094,смеситель,360 мм,220 мм,138 мм,,,,0,https://entero.ru/manuals/423583/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Kocateq%20GMN_1031.jpeg;https://entero.ru/manuals/423586/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,9548,,,Южная Корея,,однорычажный,,117 мм,
https://cdn.entero.ru/mp@2x/2a/af/2aaf46b29ba7ef4afcbdc1640219e3e7.jpg,Смеситель Monolith C 0101020103,Смеситель Monolith C 0101020103,9400,RUB,Да,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/161424,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/161424"">Monolith C 0101020103</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель устанавливается на кухонную мойку, оснащена оснащена эргономичными вентилями и Г-образным изливом.</p>",161424,смеситель,39 мм,185 мм,320 мм,,,,0,https://entero.ru/manuals/188559/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20C%200101020103.jpg;https://entero.ru/manuals/527746/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,,,двухвентильный,185,225 мм,
