Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Монтаж,Площадь помещения,Лампы в комплекте,Без ламп,Автомобильный
https://cdn.entero.ru/mp@2x/e9/64/e964a9dfb19367bf3ec98560888423c2.jpg,Рециркулятор бактерицидный DIDECO МАКС ХОЛЛ 1200,Рециркулятор бактерицидный DIDECO МАКС ХОЛЛ 1200,70060,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/150012,"<p>Бактерицидный рециркулятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150012""><b class=""b"">DIDECO МАКС ХОЛЛ 1200</b></a> ​используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для обеззараживания воздуха в помещениях. Модель работает на 8 бактерицидных лампах, производящих ультрафиолетовое излучение, которое губительно влияет на практически все известные вирусы, болезнетворные бактерии и грибы. Корпус выполнен из металла с порошковым окрашиванием.</p>

<p>В комплект поставки входят UF Лампы, фильтр (G4), счетчик наработки времени.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип облучателя: закрытый</li>
<li>Фильтр класса G4</li>
<li>Счетчик наработки времени</li>
<li>Проводка и внутренние компоненты защищены от разрушительного влияния ультрафиолета</li>
<li>Класс электробезопасности и степень защиты по ГОСТ Р 50267.0-92 - Класс 1, тип В</li>
<li>Климатическое исполнение по ГОСТ 15150-69 - УХЛ 4.2</li>
<li>Степень защиты IP 20</li>
<li>Крепление на стене в горизонтальном или вертикальном положении</li>
<li>Низкий уровень шума</li>
<li>Высокая прочность металлической конструкции</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность ламп: 8х15 Вт</li>
<li>Потребляемая мощность не более: 136 Вт</li>
<li>Длина волны: 253,7 нм</li>
<li>Срок службы ламп: 10800 ч</li>
<li>Срок эксплуатации рециркулятора: 5 лет</li>
<li>Уровень шума: от 38 до 45 дБ</li>
<li>Максимальное время непрерывной работы: 72 ч</li>
<li>Толщина стали корпуса: 0.7 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напольная передвижная опора</li>
<li>Пульт дистанционного управления</li>
<li>Датчик опрокидывания</li>
</ul>",150012,закрытый,220 В,0.268 кВт,660 мм,220 мм,770 мм,,Россия,,,0,https://entero.ru/manuals/180658/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20DIDECO%20%D0%9C%D0%90%D0%9A%D0%A1%20%D0%A5%D0%9E%D0%9B%D0%9B%201200.pdf,,,11.2 кг,1200 м​3/час,"настенный, напольный",480 м2,Да,,
https://cdn.entero.ru/mp@2x/0e/41/0e417f8743501e0f6dcf3184d7b89498.jpg,Облучатель-рециркулятор бактерицидный ПищТех ОР-УФ-600СО (20х30 вт) с подставкой,ОР-УФ600СО,71528,RUB,Нет,ПищТех,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/316229,"<p>Бактерицидный облучатель-рециркулятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/316229""><b class=""b"">ПищТех ОР-УФ-600СО</b></a> используется на предприятиях общественного питания и торговли, а также пищевых производствах для обеззараживания воздуха в помещениях. Модель оснащена бактерицидными ультрафиолетовыми лампами из увиолевого стекла, которое пропускает преимущественно ультрафиолетовое излучение с длиной волны, не вызывающей образование озона в воздухе. Корпус изделия выполнен из углеродистой стали, окрашенной порошковой краской.</p>

<p>В комплект поставки входит подставка с поворотными колесами, 2 из которых с тормозами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей, обладающих широким диапазоном действия на бактерии, вирусы, споры, грибы и другие микроорганизмы</li>
<li>Процесс обеззараживания происходит внутри облучателя</li>
<li>Вентиляционные отверстия снизу и сверху защищены лабиринтами и решеткой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп: 20</li>
<li>Мощность УФ-С излучения одной лампы: 0,01 кВт</li>
<li>Длина волны: 253,7 нм</li>
<li>Срок службы лампы: 9000 часов</li>
<li>Потребляемая мощность: 0,7 кВт</li>
<li>Производитель вентилятора: 1900 м³/час</li>
<li>Объем помещения при времени обработки 1 час: 1000 м³</li>
</ul>",316229,закрытый,220 В,,710 мм,840 мм,1680 мм,,Россия,,,0,https://entero.ru/manuals/380336/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%9E%D0%A0-%D0%A3%D0%A4-600%D0%A1%D0%9E%20%2820%D1%8530%20%D0%B2%D1%82%29%20%D1%81%20%D0%BF%D0%BE%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%BE%D0%B9.pdf;https://entero.ru/manuals/422018/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,74508,,60 кг,1900 м​3/час,напольный,,Да,,
https://cdn.entero.ru/mp@2x/22/b1/22b191f68c7509816723fc501f4fb67b.jpg;https://cdn.entero.ru/mp@2x/27/f4/27f4eeb6d4c12fbb2e65421b1f07dcf0.jpg,Лампа бактерицидная ROAL Т8,Т8-30Вт,729,RUB,Нет,ROAL,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/262016,"<p>Бактерицидная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/262016""><b class=""b"">ROAL Т8</b></a> используется на предприятиях общественного питания и торговли, а также на пищевых производствах для обеззараживания воздуха и поверхностей в помещениях. Модель является безозоновой и оснащена УФ-излучением.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цоколь: G13</li>
<li>Срок службы лампы: 9000 часов</li>
</ul>",262016,,,0.03 кВт,909 мм,25 мм,25 мм,,Китай,,,0,,,,0.12 кг,,настенный,,,,
https://cdn.entero.ru/mp@2x/64/dd/64dda5ba5062dc6f28126c1b4917202d.jpg;https://cdn.entero.ru/mp@2x/5e/5b/5e5bc816224c351bbfa764c2d1b16689.jpg;https://cdn.entero.ru/mp@2x/27/b4/27b43037e2b6e558b5a95c3416d712e9.jpg;https://cdn.entero.ru/mp@2x/5a/80/5a80d5820d663ccce1952d68582c5aaa.jpg;https://cdn.entero.ru/mp@2x/21/58/21584aeecce3320de9f2fb09ea086eeb.jpg,Рециркулятор-облучатель ECOLUMEN УФ1-15,Рециркулятор-облучатель ECOLUMEN УФ1-15,5588,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181206,"<p>Бактерицидный ультрафиолетовый рециркулятор-облучатель<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181206"">ECOLUMEN УФ1-15</a> </b>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена трехпозиционным переключателем со световой индикацией, закрытой камерой и вентилятором. Корпус выполнен из листовой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытое облучение без выделения озона</li>
<li>Номинальный и бесшумный режимы работы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,018 кВт</li>
<li>Мощность ламп: 0,015 кВт</li>
<li>Объем помещения: 45 м<sup>3</sup></li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-лампы: 9000 ч</li>
<li>Частота питающей сети: от 45 до 65 Гц</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Счетчик часов наработки ламп</li>
</ul>",181206,закрытый,,,200 мм,80 мм,730 мм,,Россия,,,0,,,,3.7 кг,50 м​3/час,"настенный, напольный",,Да,,
https://cdn.entero.ru/mp@2x/df/09/df095aa431fec06da38edb4b3dc6a952.jpg;https://cdn.entero.ru/mp@2x/f2/5e/f25e94ce715064177931a3ce495b8529.jpg;https://cdn.entero.ru/mp@2x/89/1d/891d7440fed5a76623726e1d9efda7da.jpg;https://cdn.entero.ru/mp@2x/17/67/1767f6f304fdca1f692e2f024adef075.jpg;https://cdn.entero.ru/mp@2x/e5/5e/e55eddc4428b5aedcaff2afd9a199e2b.jpg;https://cdn.entero.ru/mp@2x/86/56/86567b6d9f770c6a948f29ef907596d3.jpg;https://cdn.entero.ru/mp@2x/fd/73/fd737675bac60179968013a96d1aa782.jpg;https://cdn.entero.ru/mp@2x/5b/c0/5bc09b69636b6986ecd6a8193a3c3e8b.jpg;https://cdn.entero.ru/mp@2x/9b/53/9b53deea1545c626740ef6ded78c5cf1.jpg;https://cdn.entero.ru/mp@2x/6d/4f/6d4f506e77da37a5808e36d6b783fdbd.jpg,Облучатель-рециркулятор Армед AirCube 315 FM,Облучатель-рециркулятор Армед AirCube 315 FM,6005,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/255398,"<p>Облучатель-рециркулятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/255398"">Армед AirCube 315 FM</a></b> ипредназначен для обеззараживания воздуха в помещениях с помощью губительно влияющих на микроорганизмы ультрафиолетовых лучей на предприятиях пищевой промышленности, общественного питания и торговли, в офисах, образовательных учреждениях, а также в других местах общественного пользования и домашних условиях. Модель оснащена вентилятором, воздухозаборной и воздухопроводящей решетками. Корпус выполнен из металла с антикоррозийным покрытием белого цвета.</p>

<p>В комплект поставки входят 3 ультрафиолетовые лампы и настенные крепления.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настенный монтаж</li>
<li>Напольное размещение и танспортировка с помощью опциональных стоек</li>
<li>Удобно расположенный выключатель колыбельного типа</li>
<li>Светодиодный индикатор питания</li>
<li>Противопылевой воздушный фильтр</li>
<li>Низкий уровень шума</li>
<li>Безопасная эксплуатация в присутствии людей и животных</li>
<li>Регистрационное удостоверение для эксплуатации в медицинских учреждениях</li>
<li>Тип цоколя лампы: G13</li>
<li>Категории помещений: жилые, I, II, III, IV, V</li>
<li>Эргономичный лаконичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Бактерицидная эффективность: 99,9%</li>
<li>Мощность ламп: 3х0,015 кВт</li>
<li>Ресурс ламп: 8000 ч</li>
<li>Уровень звукового давления: 50 дБ</li>
<li>Рекомендуемый объем помещения: 100 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стационарная напольная стойка</li>
<li>Мобильная напольная стойка</li>
<li>Ультрафиолетовая лампа F15T8 (19067)</li>
<li>Пускорегулирующая плата (19278)</li>
<li>Гнездо предохранителя (13361)</li>
</ul>",255398,закрытый,220 В,0.076 кВт,155 мм,140 мм,640 мм,4.3 кг,Россия,1,730x185x165 мм,0,https://entero.ru/manuals/313154/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%281%29.jpg;https://entero.ru/manuals/313155/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%282%29.jpg;https://entero.ru/manuals/313156/%D0%A0%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D1%83%D0%B4%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B5%20%281%29.jpg;https://entero.ru/manuals/313157/%D0%A0%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D1%83%D0%B4%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B5%20%282%29.jpg,7601,,4 кг,100 м​3/час,настенный,,Да,,
https://cdn.entero.ru/mp@2x/77/af/77aff20973a47992157b90e43541f7f1.jpg;https://cdn.entero.ru/mp@2x/d6/7b/d67b4d1ee40f4ae3ae067bbb8ba24a58.jpg;https://cdn.entero.ru/mp@2x/ee/4c/ee4ca1a87cb906b417f1099c20bdc9ef.jpg;https://cdn.entero.ru/mp@2x/cf/b2/cfb229170a4f4c1c1b6a92e322cbd27e.jpg;https://cdn.entero.ru/mp@2x/64/6e/646e16febdf44b5019de6ae655d19c93.jpg,Рециркулятор ECOLUMEN УФ-АВТО-1.0-11-24В,УФ-Авто-1.0-11-24В,6203,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181408,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181408"">ECOLUMEN УФ-АВТО-1.0-11-24В</a> </b>предназначен для обеззараживания воздуха в автомобилях, микроавтобусах, маршрутных такси, вагонах метро и железнодорожного транспорта, салонах общественного транспорта и других транспортных средствах. Модель оснащена закрытой камерой с УФ безозоновым облучением. Корпус выполнен из алюминия с полимерным покрытием. </p>

<p>В комплект поставки входят крепеж для размещения прибора на подголовнике или задней стороне сидения автомобиля и штекер для подключения через прикуриватель. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Объем помещения: 25 м<sup>3</sup></li>
<li>Мощность ламп: 0,011 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-ламп: 9000 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Окрашивание корпуса в любой цвет</li>
</ul>

<p> </p>",181408,закрытый,24 В,,400 мм,140 мм,80 мм,,Россия,,,0,,,,3.2 кг,30 м​3/час,для автомобиля,,Да,,Да
https://cdn.entero.ru/mp@2x/f3/cf/f3cf22343dcca59b386397f4428357ef.jpg,Рециркулятор ECOLUMEN УФ-АВТО-11-12В,УФ-Авто-11-12В,6305,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181440,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181440"">ECOLUMEN УФ-АВТО-11-12В</a> </b>предназначен для обеззараживания воздуха в автомобилях, микроавтобусах, маршрутных такси, вагонах метро и железнодорожного транспорта, салонах общественного транспорта и других транспортных средствах. Модель оснащена закрытой камерой с УФ безозоновым облучением. Корпус выполнен из листовой стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Объем помещения: 25 м<sup>3</sup></li>
<li>Мощность ламп: 0,011 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-ламп: 9000 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Счетчик часов наработки</li>
</ul>

<p> </p>

<p> </p>",181440,закрытый,12 В,,450 мм,145 мм,105 мм,,Россия,,,0,,7506,,3.2 кг,30 м​3/час,для автомобиля,,Да,,Да
https://cdn.entero.ru/mp@2x/e8/2f/e82f8a781dc205ee1b0146dae17ed59d.jpg,Рециркулятор ECOLUMEN УФ-АВТО-11-24В,УФ-Авто-11-24В,6305,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181449,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181449"">ECOLUMEN УФ-АВТО-11-24В</a> </b>предназначен для обеззараживания воздуха в автомобилях, микроавтобусах, маршрутных такси, вагонах метро и железнодорожного транспорта, салонах общественного транспорта и других транспортных средствах. Модель оснащена закрытой камерой с УФ безозоновым облучением. Корпус выполнен из листовой стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Объем помещения: 25 м<sup>3</sup></li>
<li>Мощность ламп: 0,011 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-ламп: 9000 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Счетчик часов наработки</li>
</ul>

<p> </p>

<p> </p>",181449,закрытый,24 В,,450 мм,145 мм,105 мм,,Россия,,,0,,,,3.2 кг,30 м​3/час,для автомобиля,,Да,,Да
https://cdn.entero.ru/mp@2x/6a/a7/6aa7ed9950d25d3ed6717476b24a9a90.jpg,Рециркулятор ECOLUMEN УФ-АВТО-15-24В,УФ-Авто-15-24В,6305,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181450,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181450"">ECOLUMEN УФ-АВТО-15-24В</a> </b>предназначен для обеззараживания воздуха в автомобилях, микроавтобусах, маршрутных такси, вагонах метро и железнодорожного транспорта, салонах общественного транспорта и других транспортных средствах. Модель оснащена закрытой камерой с УФ безозоновым облучением. Корпус выполнен из листовой стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Объем помещения: 30 м<sup>3</sup></li>
<li>Мощность ламп: 0,015 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-ламп: 9000 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Счетчик часов наработки</li>
</ul>

<p> </p>

<p> </p>",181450,закрытый,24 В,,650 мм,145 мм,105 мм,,Россия,,,0,,,,4.5 кг,35 м​3/час,для автомобиля,,Да,,Да
https://cdn.entero.ru/mp@2x/27/98/2798d44fab4333eccf6eabe6a47db33d.jpg,Облучатель ECOLUMEN УФО-30,Облучатель ECOLUMEN УФО-30,6305,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181516,"<p>Бактерицидный ультрафиолетовый облучатель<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181516"">ECOLUMEN УФО-30</a> </b>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена бактерицидными лампами и отражателями с прямым потоком УФ-облучения. Корпус выполнен из алюминия с анодированным покрытием, колбы ламп - из стекла, исключающего образование озона в воздухе.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Облучатель открытого типа</li>
<li>Степень защиты: IP20</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,035 кВт</li>
<li>Объем помещения: 60 м<sup>3</sup></li>
<li>Мощность ламп: 0,03 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-лампы: 9000 ч</li>
<li>Частота питающей сети: от 45 до 65 Гц</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Тележка для перемещения</li>
</ul>",181516,закрытый,,,1000 мм,160 мм,90 мм,,Россия,,,0,,,,2.9 кг,120 м​3/час,настенный,,Да,,
https://cdn.entero.ru/mp@2x/2c/7f/2c7f1cf5063b47f93bd41126d1cf6118.jpg;https://cdn.entero.ru/mp@2x/b0/9d/b09dddd51da0005160c39d914be2f274.jpg;https://cdn.entero.ru/mp@2x/ea/c4/eac41ab720c2a0539697da39362fe716.jpg;https://cdn.entero.ru/mp@2x/98/c3/98c3d2202103bd4f378dcf3423a049cb.jpg;https://cdn.entero.ru/mp@2x/bf/d1/bfd125e481f3484de80cea43ecc2af70.jpg,Рециркулятор-облучатель ECOLUMEN УФ-11,Рециркулятор-облучатель ECOLUMEN УФ-11,6328,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181203,"<p>Бактерицидный ультрафиолетовый рециркулятор-облучатель<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181203"">ECOLUMEN УФ-11</a> </b>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена трехпозиционным переключателем со световой индикацией, закрытой камерой и вентилятором. Корпус выполнен из листовой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытое облучение без выделения озона</li>
<li>Номинальный и бесшумный режимы работы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Мощность ламп: 0,011 кВт</li>
<li>Объем помещения: 45 м<sup>3</sup></li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-лампы: 9000 ч</li>
<li>Частота питающей сети: от 45 до 65 Гц</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Счетчик часов наработки ламп</li>
</ul>",181203,закрытый,,,220 мм,80 мм,850 мм,,Россия,,,0,,8789,,4.1 кг,55 м​3/час,"настенный, напольный",,Да,,
https://cdn.entero.ru/mp@2x/62/bc/62bc0d9438d7f85bc845abd636bce7b2.jpg;https://cdn.entero.ru/mp@2x/f4/24/f424676464169e6365722a721edfe327.jpg;https://cdn.entero.ru/mp@2x/4e/c7/4ec788271c1fee780b68cfdbacfb03ab.jpg;https://cdn.entero.ru/mp@2x/d7/a9/d7a97cf6257a4c4840a99bf746cc1156.jpg;https://cdn.entero.ru/mp@2x/ef/5f/ef5fc28d71e1c7c58c367ce1d05bb816.jpg,Рециркулятор ECOLUMEN УФ-АВТО-1.0-15-24В,УФ-Авто-1.0-15-24В,6405,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181409,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181409"">ECOLUMEN УФ-АВТО-1.0-15-24В</a> </b>предназначен для обеззараживания воздуха в автомобилях, микроавтобусах, маршрутных такси, вагонах метро и железнодорожного транспорта, салонах общественного транспорта и других транспортных средствах. Модель оснащена закрытой камерой с УФ безозоновым облучением. Корпус выполнен из алюминия с полимерным покрытием. </p>

<p>В комплект поставки входят крепеж для размещения прибора на подголовнике или задней стороне сидения автомобиля и штекер для подключения через прикуриватель. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Объем помещения: 30 м<sup>3</sup></li>
<li>Мощность ламп: 0,015 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-ламп: 9000 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Окрашивание корпуса в любой цвет</li>
</ul>

<p> </p>",181409,закрытый,24 В,,500 мм,140 мм,95 мм,,Россия,,,0,,7811,,4.1 кг,35 м​3/час,для автомобиля,,Да,,Да
https://cdn.entero.ru/mp@2x/46/5a/465a017ba5feb9cff1ee770dfbbfb7b7.jpg,Рециркулятор ECOLUMEN УФ-АВТО-15-12В,УФ-Авто-15-12В,6405,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181441,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181441"">ECOLUMEN УФ-АВТО-15-12В</a> </b>предназначен для обеззараживания воздуха в автомобилях, микроавтобусах, маршрутных такси, вагонах метро и железнодорожного транспорта, салонах общественного транспорта и других транспортных средствах. Модель оснащена закрытой камерой с УФ безозоновым облучением. Корпус выполнен из листовой стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Объем помещения: 30 м<sup>3</sup></li>
<li>Мощность ламп: 0,015 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-ламп: 9000 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Счетчик часов наработки</li>
</ul>

<p> </p>

<p> </p>",181441,закрытый,12 В,,650 мм,145 мм,105 мм,,Россия,,,0,,,,4.5 кг,35 м​3/час,для автомобиля,,Да,,Да
https://cdn.entero.ru/mp@2x/28/23/28239df5a210b07845e0c33c630fd4b8.jpg;https://cdn.entero.ru/mp@2x/cf/f0/cff0273b012d8986c425db7c05aeef92.jpg;https://cdn.entero.ru/mp@2x/d2/50/d2503c1a8e2583a8f6ba9a94fb30c945.jpg;https://cdn.entero.ru/mp@2x/3a/3e/3a3ef03e8b9a683026f4b0b8df6af820.jpg;https://cdn.entero.ru/mp@2x/71/29/71291ef67a272473a56164300b3261fc.jpg,Рециркулятор ECOLUMEN УФ-ЛИФТ-11-24В,УФ-Лифт-11-24В,6601,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181419,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181419"">ECOLUMEN УФ-ЛИФТ-11-24В</a> </b>предназначен для обеззараживания воздуха в в лифтах, пассажирских кабинах, диспетчерских пунктах и других замкнутых помещениях. Модель оснащена закрытой камерой. Корпус выполнен из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,015 кВт</li>
<li>Объем помещения: 25 м<sup>3</sup></li>
<li>Мощность ламп: 0,011 кВт</li>
<li>Длина волны лампы: 254 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-ламп: 9000 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Счетчик часов наработки </li>
<li>Окрашивание корпуса в любой цвет</li>
</ul>

<p> </p>",181419,закрытый,24 В,,400 мм,140 мм,80 мм,,Россия,,,0,,9042,,2.1 кг,30 м​3/час,для лифта,,Да,,
