Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Монтаж,Площадь помещения,Лампы в комплекте,Без ламп,Автомобильный
https://cdn.entero.ru/mp@2x/40/58/40584dcb3f00cbbdb896aedc778ed586.jpg;https://cdn.entero.ru/mp@2x/e4/f0/e4f0c09f856396f729fcd3abd9792747.jpg;https://cdn.entero.ru/mp@2x/89/26/89266221071d758aedfd36c49557db34.jpg,Рециркулятор ECOLUMEN УФ-ARM1-36-11,Рециркулятор ECOLUMEN УФ-ARM1-36-11,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181071,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181071"">ECOLUMEN УФ-ARM1-36-11</a> </b>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена защитой от короткого замыкания и холостого хода, функцией освещения с помощью встроенных светодиодных модулей и гальванической развязкой. Корпус выполнен из листовой стали.</p>

<p>Рециркуляторы размещаются с помощью встраивания в потолки «Армстронг», «Грильято», с помощью подвесов или накладным способом на любые типы потолков или стен.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытое облучение без выделения озона</li>
<li>Бесшумные вентиляторы</li>
<li>Степень защиты: IP20</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,05 кВт</li>
<li>Объем помещения: 40 м<sup>3</sup></li>
<li>Световой поток светильника: 4300 Лм</li>
<li>Мощность ламп: 0,011 кВт</li>
<li>Длина волны лампы: 253 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы:
<ul>
<li>Светодиоды: 100000 ч</li>
<li>УФ-лампы: 9000 ч</li>
</ul>
</li>
<li>Частота питающей сети: от 45 до 65 Гц</li>
<li>Коэффициент мощности: 0,98</li>
<li>Световая эффективность светодиодов: 140 лм/вт</li>
<li>Цветовая температура: от 4000 до 5000 К</li>
<li>Индекс цветопередачи: >80 CRI</li>
<li>КПД драйвера: 90%</li>
</ul>",181071,закрытый,220 В,,595 мм,595 мм,125 мм,,Россия,,,0,https://entero.ru/manuals/210661/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20ECOLUMEN%20%D0%A3%D0%A4-ARM1-36-11.jpg,,,7.1 кг,45 м​3/час,потолочный,,Да,,
https://cdn.entero.ru/mp@2x/88/cf/88cfb35dff3b98f672d5565157abc1d9.jpg;https://cdn.entero.ru/mp@2x/53/41/5341f5fe12621329b083f931964677a2.jpg;https://cdn.entero.ru/mp@2x/92/e5/92e586c12253df2e97219a0258408191.jpg,Рециркулятор ECOLUMEN УФ-ARM1-36-15,Рециркулятор ECOLUMEN УФ-ARM1-36-15,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181125,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181125"">ECOLUMEN УФ-ARM1-36-15</a> </b>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена защитой от короткого замыкания и холостого хода, функцией освещения с помощью встроенных светодиодных модулей и гальванической развязкой. Корпус выполнен из листовой стали.</p>

<p>Рециркуляторы размещаются с помощью встраивания в потолки «Армстронг», «Грильято», с помощью подвесов или накладным способом на любые типы потолков или стен.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытое облучение без выделения озона</li>
<li>Бесшумные вентиляторы</li>
<li>Степень защиты: IP20</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,054 кВт</li>
<li>Объем помещения: 45 м<sup>3</sup></li>
<li>Световой поток светильника: 4300 Лм</li>
<li>Мощность ламп: 0,015 кВт</li>
<li>Длина волны лампы: 253 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы:
<ul>
<li>Светодиоды: 100000 ч</li>
<li>УФ-лампы: 9000 ч</li>
</ul>
</li>
<li>Частота питающей сети: от 45 до 65 Гц</li>
<li>Коэффициент мощности: 0,98</li>
<li>Световая эффективность светодиодов: 140 лм/вт</li>
<li>Цветовая температура: от 4000 до 5000 К</li>
<li>Индекс цветопередачи: >80 CRI</li>
<li>КПД драйвера: 90%</li>
</ul>",181125,закрытый,220 В,,595 мм,595 мм,125 мм,,Россия,,,0,https://entero.ru/manuals/210682/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20ECOLUMEN%20%D0%A3%D0%A4-ARM1-36-15.jpg,,,7.1 кг,50 м​3/час,потолочный,,Да,,
https://cdn.entero.ru/mp@2x/c5/e9/c5e9ed77ba1f7ea2088d03cee262e3fb.jpg;https://cdn.entero.ru/mp@2x/81/c8/81c8c786786e1727382cc41cd0d97832.jpg;https://cdn.entero.ru/mp@2x/71/c7/71c7aea57596ecc0475b3aa45a8920a8.jpg,Рециркулятор ECOLUMEN УФ-ARM1-45,Рециркулятор ECOLUMEN УФ-ARM1-45,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181175,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181175"">ECOLUMEN УФ-ARM1-45</a> </b>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена защитой от короткого замыкания и холостого хода, бесшумными вентиляторами и гальванической развязкой. Корпус выполнен из листовой стали.</p>

<p>Рециркуляторы размещаются с помощью встраивания в потолки «Армстронг», «Грильято», с помощью подвесов или накладным способом на любые типы потолков или стен.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытое облучение без выделения озона</li>
<li>Визуально стилизованный под светодиодный светильник</li>
<li>Степень защиты: IP20</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,08 кВт</li>
<li>Мощность ламп: 0,045 кВт</li>
<li>Объем помещения: 120 м<sup>3</sup></li>
<li>Длина волны лампы: 253 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы УФ-лампы: 9000 ч</li>
<li>Частота питающей сети: от 45 до 65 Гц</li>
<li>Коэффициент мощности: 0,98</li>
<li>КПД драйвера: 90%</li>
</ul>",181175,закрытый,220 В,,595 мм,595 мм,90 мм,,Россия,,,0,https://entero.ru/manuals/210718/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20ECOLUMEN%20%D0%A3%D0%A4-ARM1-45.jpg,,,5.4 кг,125 м​3/час,потолочный,,Да,,
https://cdn.entero.ru/mp@2x/d6/76/d676908a98124bde048f4843dffd644e.jpg;https://cdn.entero.ru/mp@2x/26/b6/26b6619ac8ebec736be36ff262cdfaf8.jpg;https://cdn.entero.ru/mp@2x/1d/62/1d621b4c5825cd6b4a64d776cdd57853.jpg,"Рециркулятор бактерицидный Karma N45 без счетчика, черный","Рециркулятор бактерицидный Karma N45 без счетчика, черный",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/132297,"<p>Бактерицидный рециркулятор воздуха<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132297""><b class=""b""> Karma N45 </b></a>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Обеззараживание воздуха осуществляется путем обработки воздушного потока ультрафиолетовым излучением. </p>

<p>В комплект поставки входят подставка и шнур питания. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип: закрытый</li>
<li>Система рециркуляции: 1 кулер</li>
<li>Степень защиты: IP40</li>
<li>Источник УФ излучения: лампа бактерицидная (TUV TL-D 15Вт T8 G13 PHILIPS)</li>
<li>Цвет: черный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп: 3</li>
<li>Бактерицидная эффективность: не менее 99%</li>
<li>Производительность по потоку: 112 м<sup>3</sup>/час</li>
<li>Длина волны: 253,7 нм</li>
<li>Бактерицидный поток лампы: не менее 5 Ф.бк.Вт</li>
<li>Время готовности: 1 сек.</li>
<li>Уровень шума: 42 дБ</li>
<li>Габариты с подставкой: 690х250х170 мм</li>
<li>Вес с подставкой: 7,8 кг</li>
</ul>

<p><em>*Размеры указаны без подставки.</em></p>",132297,закрытый,220 В,0.045 кВт,600 мм,150 мм,170 мм,,,,,0,https://entero.ru/manuals/150342/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karma%20N45.pdf,,,5.3 кг,170 м​3/час,"напольный, настенный",80 м2,Да,,
https://cdn.entero.ru/mp@2x/58/0e/580ea8df303988abdd8027dce9b59f60.jpg;https://cdn.entero.ru/mp@2x/9d/30/9d300c34e464cbb1c660e739f46134b7.jpg;https://cdn.entero.ru/mp@2x/aa/b9/aab915af41b3a23cf54d2da6d3a24b17.jpg,"Рециркулятор бактерицидный Karma N45 без счетчика, серебряный","Рециркулятор бактерицидный Karma N45 без счетчика, серебряный",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/132299,"<p>Бактерицидный рециркулятор воздуха<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132299""><b class=""b""> Karma N45 </b></a>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Обеззараживание воздуха осуществляется путем обработки воздушного потока ультрафиолетовым излучением. </p>

<p>В комплект поставки входят подставка и шнур питания. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип: закрытый</li>
<li>Система рециркуляции: 2 кулера (установлены сверху)</li>
<li>Степень защиты: IP40</li>
<li>Источник УФ излучения: лампа бактерицидная (TUV TL-D 15Вт T8 G13 PHILIPS)</li>
<li>Цвет: серебряный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп по 15 Вт: 3</li>
<li>Бактерицидная эффективность: не менее 99%</li>
<li>Производительность по потоку: 112 м<sup>3</sup>/час</li>
<li>Длина волны: 253,7 нм</li>
<li>Бактерицидный поток лампы: не менее 5 Ф.бк.Вт</li>
<li>Время готовности: 1 сек.</li>
<li>Уровень шума: 42 дБ</li>
<li>Габариты с подставкой: 690х250х170 мм</li>
<li>Вес с подставкой: 7,8 кг</li>
</ul>

<p><em>*Размеры указаны без подставки.</em></p>",132299,закрытый,220 В,0.045 кВт,600 мм,150 мм,170 мм,,,,,0,https://entero.ru/manuals/150347/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karma%20N45.pdf,,,5.3 кг,170 м​3/час,"напольный, настенный",80 м2,Да,,
https://cdn.entero.ru/mp@2x/1d/51/1d51ceb69891ac735cda23f658ee926e.jpg;https://cdn.entero.ru/mp@2x/4d/ed/4ded64659cf7ae7e840e13d932db64c2.jpg;https://cdn.entero.ru/mp@2x/97/ba/97ba2b7ebbe4a1ad93400165589b1c21.jpg,"Рециркулятор бактерицидный Karma N45 без счетчика, хром","Рециркулятор бактерицидный Karma N45 без счетчика, хром",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/132300,"<p>Бактерицидный рециркулятор воздуха<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132300""><b class=""b""> Karma N45 </b></a>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Обеззараживание воздуха осуществляется путем обработки воздушного потока ультрафиолетовым излучением. </p>

<p>В комплект поставки входят подставка и шнур питания. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип: закрытый</li>
<li>Система рециркуляции: 2 кулера (установлены сверху)</li>
<li>Степень защиты: IP40</li>
<li>Источник УФ излучения: лампа бактерицидная (TUV TL-D 15Вт T8 G13 PHILIPS)</li>
<li>Цвет: хром</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп по 15 Вт: 3</li>
<li>Бактерицидная эффективность: не менее 99%</li>
<li>Производительность по потоку: 112 м<sup>3</sup>/час</li>
<li>Длина волны: 253,7 нм</li>
<li>Бактерицидный поток лампы: не менее 5 Ф.бк.Вт</li>
<li>Время готовности: 1 сек.</li>
<li>Уровень шума: 42 дБ</li>
<li>Габариты с подставкой: 690х250х170 мм</li>
<li>Вес с подставкой: 7,8 кг</li>
</ul>

<p><em>*Размеры указаны без подставки.</em></p>",132300,закрытый,220 В,0.045 кВт,600 мм,150 мм,170 мм,,,,,0,https://entero.ru/manuals/150348/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karma%20N45.pdf,,,5.3 кг,170 м​3/час,"напольный, настенный",80 м2,Да,,
https://cdn.entero.ru/mp@2x/68/e3/68e3e537ba4ee99c24146be5bb03c48b.jpg;https://cdn.entero.ru/mp@2x/47/8f/478f1d445656f08734ecdaabc0cab395.jpg;https://cdn.entero.ru/mp@2x/32/5b/325befb2e79214078fe125c862028e5b.jpg,"Рециркулятор бактерицидный Karma N45 со счетчиком, белый","Рециркулятор бактерицидный Karma N45 со счетчиком, белый",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/132301,"<p>Бактерицидный рециркулятор воздуха<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132301""><b class=""b""> Karma N45 </b></a>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена счетчиком моточасов. Обеззараживание воздуха осуществляется путем обработки воздушного потока ультрафиолетовым излучением. </p>

<p>В комплект поставки входят подставка и шнур питания. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип: закрытый</li>
<li>Система рециркуляции: 2 кулера (установлены сверху)</li>
<li>Степень защиты: IP40</li>
<li>Источник УФ излучения: лампа бактерицидная (TUV TL-D 15Вт T8 G13 PHILIPS)</li>
<li>Цвет: белый</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп по 15 Вт: 3</li>
<li>Бактерицидная эффективность: не менее 99%</li>
<li>Производительность по потоку: 112 м<sup>3</sup>/час</li>
<li>Длина волны: 253,7 нм</li>
<li>Бактерицидный поток лампы: не менее 5 Ф.бк.Вт</li>
<li>Время готовности: 1 сек.</li>
<li>Уровень шума: 42 дБ</li>
<li>Габариты с подставкой: 690х250х170 мм</li>
<li>Вес с подставкой: 7,8 кг</li>
</ul>

<p><em>*Размеры указаны без подставки.</em></p>",132301,закрытый,220 В,0.045 кВт,600 мм,150 мм,170 мм,,,,,0,https://entero.ru/manuals/150349/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karma%20N45.pdf,,,5.3 кг,170 м​3/час,"напольный, настенный",80 м2,Да,,
https://cdn.entero.ru/mp@2x/3e/37/3e37b2ccfc1ff678b395b36b157db661.jpg;https://cdn.entero.ru/mp@2x/c0/95/c095d75f48c64210ce419cd2401da9c2.jpg;https://cdn.entero.ru/mp@2x/00/b8/00b8a4c967fb46bd202f2642dff576d6.jpg,"Рециркулятор бактерицидный Karma N45 со счетчиком, черный","Рециркулятор бактерицидный Karma N45 со счетчиком, черный",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/132303,"<p>Бактерицидный рециркулятор воздуха<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132303""><b class=""b""> Karma N45 </b></a>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена счетчиком моточасов. Обеззараживание воздуха осуществляется путем обработки воздушного потока ультрафиолетовым излучением. </p>

<p>В комплект поставки входят подставка и шнур питания. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип: закрытый</li>
<li>Система рециркуляции: 2 кулера (установлены сверху)</li>
<li>Степень защиты: IP40</li>
<li>Источник УФ излучения: лампа бактерицидная (TUV TL-D 15Вт T8 G13 PHILIPS)</li>
<li>Цвет: черный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп по 15 Вт: 3</li>
<li>Бактерицидная эффективность: не менее 99%</li>
<li>Производительность по потоку: 112 м<sup>3</sup>/час</li>
<li>Длина волны: 253,7 нм</li>
<li>Бактерицидный поток лампы: не менее 5 Ф.бк.Вт</li>
<li>Время готовности: 1 сек.</li>
<li>Уровень шума: 42 дБ</li>
<li>Габариты с подставкой: 690х250х170 мм</li>
<li>Вес с подставкой: 7,8 кг</li>
</ul>

<p><em>*Размеры указаны без подставки.</em></p>",132303,закрытый,220 В,0.045 кВт,600 мм,150 мм,170 мм,,,,,0,https://entero.ru/manuals/150354/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karma%20N45.pdf,,,5.3 кг,170 м​3/час,"напольный, настенный",80 м2,Да,,
https://cdn.entero.ru/mp@2x/b0/4a/b04ab06458a080a4519a2d72690e0d11.jpg;https://cdn.entero.ru/mp@2x/1e/4c/1e4c0c32a82166b903b8fc9bc0ebae86.jpg;https://cdn.entero.ru/mp@2x/45/83/4583383f8a1e6b5e43984018723a4eca.jpg,"Рециркулятор бактерицидный Karma N45 со счетчиком, хром","Рециркулятор бактерицидный Karma N45 со счетчиком, хром",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/132304,"<p>Бактерицидный рециркулятор воздуха<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132304""><b class=""b""> Karma N45 </b></a>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена счетчиком моточасов. Обеззараживание воздуха осуществляется путем обработки воздушного потока ультрафиолетовым излучением. </p>

<p>В комплект поставки входят подставка и шнур питания. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип: закрытый</li>
<li>Система рециркуляции: 2 кулера (установлены сверху)</li>
<li>Степень защиты: IP40</li>
<li>Источник УФ излучения: лампа бактерицидная (TUV TL-D 15Вт T8 G13 PHILIPS)</li>
<li>Цвет: хром</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп по 15 Вт: 3</li>
<li>Бактерицидная эффективность: не менее 99%</li>
<li>Производительность по потоку: 112 м<sup>3</sup>/час</li>
<li>Длина волны: 253,7 нм</li>
<li>Бактерицидный поток лампы: не менее 5 Ф.бк.Вт</li>
<li>Время готовности: 1 сек.</li>
<li>Уровень шума: 42 дБ</li>
<li>Габариты с подставкой: 690х250х170 мм</li>
<li>Вес с подставкой: 7,8 кг</li>
</ul>

<p><em>*Размеры указаны без подставки.</em></p>",132304,закрытый,220 В,0.045 кВт,600 мм,150 мм,170 мм,,,,,0,https://entero.ru/manuals/150355/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karma%20N45.pdf,,,5.3 кг,170 м​3/час,"напольный, настенный",80 м2,Да,,
https://cdn.entero.ru/mp@2x/19/1d/191d89ac04e256f5760d49ad8740b5c5.jpg;https://cdn.entero.ru/mp@2x/09/81/09815d92c3ac0f1f2cc27ad076e5ad7f.jpg;https://cdn.entero.ru/mp@2x/50/a5/50a5b4d3349b17d63cc8e2e0d3214158.jpg,"Рециркулятор бактерицидный Karma N45 со счетчиком, серебряный","Рециркулятор бактерицидный Karma N45 со счетчиком, серебряный",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/132305,"<p>Бактерицидный рециркулятор воздуха<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132305""><b class=""b""> Karma N45 </b></a>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена счетчиком моточасов. Обеззараживание воздуха осуществляется путем обработки воздушного потока ультрафиолетовым излучением. </p>

<p>В комплект поставки входят подставка и шнур питания. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип: закрытый</li>
<li>Система рециркуляции: 2 кулера (установлены сверху)</li>
<li>Степень защиты: IP40</li>
<li>Источник УФ излучения: лампа бактерицидная (TUV TL-D 15Вт T8 G13 PHILIPS)</li>
<li>Цвет: серебряный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ламп по 15 Вт: 3</li>
<li>Бактерицидная эффективность: не менее 99%</li>
<li>Производительность по потоку: 112 м<sup>3</sup>/час</li>
<li>Длина волны: 253,7 нм</li>
<li>Бактерицидный поток лампы: не менее 5 Ф.бк.Вт</li>
<li>Время готовности: 1 сек.</li>
<li>Уровень шума: 42 дБ</li>
<li>Габариты с подставкой: 690х250х170 мм</li>
<li>Вес с подставкой: 7,8 кг</li>
</ul>

<p><em>*Размеры указаны без подставки.</em></p>",132305,закрытый,220 В,0.045 кВт,600 мм,150 мм,170 мм,,,,,0,https://entero.ru/manuals/150356/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Karma%20N45.pdf,,,5.3 кг,170 м​3/час,"напольный, настенный",80 м2,Да,,
https://cdn.entero.ru/mp@2x/9f/76/9f76c25b4af653c996004298da14309d.jpg;https://cdn.entero.ru/mp@2x/4d/f7/4df781738d2758a1da868b4ad2f07cb5.jpg;https://cdn.entero.ru/mp@2x/92/91/92918ad00a138d1576fd75f947983fb9.jpg,Рециркулятор антибактериальный BVC WQ,Рециркулятор антибактериальный BVC WQ,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/127678,"<p>Антибактериальный рециркулятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127678"">BVC WQ</a></b> используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для обеззараживания воздуха в помещениях. Модель оснащена 2 бактерицидными газоразрядными лампами, производящими ультрафиолетовое излучение, которое губительно влияет на практически все известные вирусы, болезнетворные бактерии и грибы. Корпус выполнен из листового металла с порошковым напылением.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Активная система прокачки воздуха через обеззараживающий ультрафиолетовый блок при помощи высококачественных и абсолютно бесшумных вентиляторов для эффективной очистки воздуха в помещениях</li>
<li>Степень обеззараживания до 99%</li>
<li>Электронный тип ЭПРА</li>
<li>Предназначен для настенной установки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Соотношение производительность / площадь: 3 / 1</li>
<li>Макс. рекомендуемая площадь помещения: 20 м<sup>2</sup></li>
<li>Лампы: 2х TUV 15 Вт, G13</li>
<li>Длина волны: 254 нм</li>
<li>Срок службы ламп: 9000 ч</li>
<li>Уровень шума: 23 дБ</li>
<li>Частота питающего напряжения: 50 Гц</li>
<li>Габариты в упаковке: 340х160х600 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напольная установка</li>
</ul>",127678,закрытый,220 В,0.035 кВт,312 мм,81 мм,600 мм,,Россия,,,0,https://entero.ru/manuals/140117/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BVC%20WQ.pdf,,,5 кг,60 м​3/час,настенный,20 м2,Да,,
https://cdn.entero.ru/mp@2x/e2/04/e204339441fddb1d2548e3c1778a8532.jpg;https://cdn.entero.ru/mp@2x/13/c7/13c77cfd4ca908e880553b29c68b8b22.jpg;https://cdn.entero.ru/mp@2x/a3/30/a330dc017116ad2c324e130f7aac0ec7.jpg,Рециркулятор ECOLUMEN УФ-ARM1-36-22,Рециркулятор ECOLUMEN УФ-ARM1-36-22,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/181161,"<p>Бактерицидный ультрафиолетовый рециркулятор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181161"">ECOLUMEN УФ-ARM1-36-22</a> </b>предназначен для обеззараживания воздуха в салонах красоты, фитнес-центрах, школьных и дошкольных учебных заведениях, жилых и офисных помещениях. Модель оснащена защитой от короткого замыкания и холостого хода, функцией освещения с помощью встроенных светодиодных модулей и гальванической развязкой. Корпус выполнен из листовой стали.</p>

<p>Рециркуляторы размещаются с помощью встраивания в потолки «Армстронг», «Грильято», с помощью подвесов или накладным способом на любые типы потолков или стен.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Закрытое облучение без выделения озона</li>
<li>Бесшумные вентиляторы</li>
<li>Степень защиты: IP20</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,065 кВт</li>
<li>Объем помещения: 65 м<sup>3</sup></li>
<li>Световой поток светильника: 4300 Лм</li>
<li>Мощность ламп: 0,022 кВт</li>
<li>Длина волны лампы: 253 Нм</li>
<li>Вирусная эффективность: 99,9%</li>
<li>Срок службы:
<ul>
<li>Светодиоды: 100000 ч</li>
<li>УФ-лампы: 9000 ч</li>
</ul>
</li>
<li>Частота питающей сети: от 45 до 65 Гц</li>
<li>Коэффициент мощности: 0,98</li>
<li>Световая эффективность светодиодов: 140 лм/вт</li>
<li>Цветовая температура: от 4000 до 5000 К</li>
<li>Индекс цветопередачи: >80 CRI</li>
<li>КПД драйвера: 90%</li>
</ul>",181161,закрытый,220 В,,595 мм,595 мм,125 мм,,Россия,,,0,https://entero.ru/manuals/210700/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20ECOLUMEN%20%D0%A3%D0%A4-ARM1-36-22.jpg,,,7.4 кг,70 м​3/час,потолочный,,Да,,
