Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Остаток,Вес (без упаковки),Страна-производитель,Производительность,Максимальный диаметр заготовки,Скорость намазки слоя
https://cdn.entero.ru/mp@2x/fa/1b/fa1bdc146ab725e6b15d8727559922a0.jpg,Машина для намазки и сбора тортов Danler CAKE MASTER GST-5000,Машина для намазки и сбора тортов Danler CAKE MASTER GST-5000,2200825,RUB,Нет,Danler,Профоборудование,Кондитерское,Машины для сборки тортов,https://entero.ru/item/366235,"<p>Машина ​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366235"">Danler CAKE MASTER GST-5000</a></b> предназначена для намазки и полной сборки тортов на малых и крупных кондитерских предприятиях. Аппарат способен намазывать как плоскую поверхность торта, так и вверх с боками, придавая презентабельный конечный вид изделию. Модель оснащена сенсорной панелью управления на базе PLC, L-образной насадкой, позволяющей делать внешнюю обмазку торта и точно настраивать все процессы намазки, сохраняя их в память оборудования, и высокоточными роторными насосами на базе 2-х сервоприводов. Корпус выполнен из нержавеющей стали SUS304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 независимых бункера, позволяющие использовать разные виды начинки для внутренних слоев и внешней обмазки</li>
<li>Сборка тортов в 3 коржа и 2 разными начинками одновременно</li>
<li>Дозирование насосами кулачкового типа</li>
<li>Создание и сохранение различных программ и рецептов</li>
<li>Система опускания стола в базе</li>
<li>Вcе операции осуществляются серводвигателями</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочее давление: от 0,5 до 0,7 МПа</li>
<li>Максимальный объем потребления воздуха: 0,15 м<sup>3</sup>/мин</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Система автоматического выравнивания верхней и боковой части торта скребками</li>
<li>Дополнительная насадка для горизонтальной намазки другого диаметра</li>
<li>Дополнительная насадка для горизонтальной и вертикальной намазки другого диаметра и высоты</li>
</ul>",366235,220 В,2.5 кВт,1300 мм,1200 мм,1500 мм,0,350 кг,Китай,от 450 до 500 шт/час,250 мм,от 3 до 4 сек.
