Изображения,Название,Артикул,Цена,Валюта,Наличие,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Остаток,Файлы,Старая цена,Страна-производитель,Длина,Количество в упаковке,Конфигурация,Количество слоев
https://cdn.entero.ru/mp@2x/b5/82/b58236575a99f89376b7d477c0f55335.jpg,"Бумага туалетная Merida TOP MINI 2-слойная, супербелая (12х170 cм)",TB2401,3257,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/244829,"<p>Туалетная бумага <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244829""><b class=""b"">Merida TOP MINI </b></a>предназначена для использования совместно с традиционными штанговыми держателями или коммерческими настенными диспенсерами в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других местах большой проходимости. Бумага изготовлена из 100% водоразлагаемой целлюлозы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Перфорация</li>
<li>Экономичный расход</li>
<li>Хорошая впитываемость</li>
<li>Улучшенное качество</li>
<li>Мягкость и белизна</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Масса бумаги: 2х16 гр/м<sup>2</sup></li>
<li>Диаметр: 190 мм</li>
<li>Высота рулона: 90 мм </li>
</ul>",244829,туалетная бумага,1700 мм,0,https://entero.ru/manuals/480108/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/480123/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/480141/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,Россия,,12 шт.,в рулонах,2
https://cdn.entero.ru/mp@2x/05/8d/058dc84609cc5ac96f924d4e1eb73897.jpg,"Бумага туалетная Merida TOP MINI 3-слойная, белая (12х120 м)",ТБТ203 TB2502,3421,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/244834,"<p>Туалетная бумага <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244834""><b class=""b"">Merida TOP MINI </b></a>предназначена для использования совместно с традиционными штанговыми держателями или коммерческими настенными диспенсерами в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других местах большой проходимости. Бумага изготовлена из целлюлозы. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Перфорация</li>
<li>Микротиснение</li>
<li>Экономичный расход</li>
<li>Хорошая впитываемость</li>
<li>Улучшенное качество</li>
<li>Мягкость и белизна</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество листов в 1 рулоне: 750</li>
<li>Масса бумаги: 3х15 гр/м<sup>2</sup></li>
<li>Диаметр рулона: 180 мм</li>
<li>Ширина листа: 100 мм </li>
<li>Диаметр втулки: 60 мм </li>
<li>Шаг перфорации: 160 мм </li>
</ul>",244834,туалетная бумага,95 мм,0,https://entero.ru/manuals/295549/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Merida%20TOP%20MINI%203-%D1%81%D0%BB%D0%BE%D0%B9%D0%BD%D0%B0%D1%8F_%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%2812%D1%85120%20%D0%BC%29.jpg;https://entero.ru/manuals/480107/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/480122/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/480140/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,4443,Россия,1200 мм,12 шт.,в рулонах,3
https://cdn.entero.ru/mp@2x/73/04/73047c7c8a8c5a25f2ab0182376f208c.jpg,"Полотенца бумажные Merida ТОП МИНИ 2-слойные, c центр. вытяжкой, супербелые (12х70 м)","Полотенца бумажные Merida ТОП МИНИ 2-слойные, c центр. вытяжкой, супербелые (12х70 м)",3534,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/245195,"<p>Бумажные полотенца <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245195""><b class=""b"">Merida ТОП МИНИ </b></a>предназначены для использования с автоматическими <a href=""https://entero.ru/search.php?text=%D0%B4%D0%B8%D1%81%D0%BF%D0%B5%D0%BD%D1%81%D0%B5%D1%80+%D0%B4%D0%BB%D1%8F+%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%B5%D0%BD%D0%B5%D1%86+MERIDA"">диспенсерами для бумажных полотенец Merida TOP MINI или MAXI</a> в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена пластиковой втулкой. Полотенца изготовлены из целлюлозы, упаковка - из полиэтилена. </p>

<p>В комплект поставки входят 12 рулонов по 70 метров. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Перфорированные, гофрированные </li>
<li>Быстрая впитываемость и высокая прочность</li>
<li>Плотное хорошо впитывающее бумажное полотно </li>
<li>Гигиеничность и экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 2х19 гр/м<sup>2</sup></li>
<li>Высота рулона 200 мм</li>
<li>Длина рулона: 70 м</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Возможность изготовления с логотипом</li>
</ul>",245195,бумажные полотенца,,0,https://entero.ru/manuals/296252/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Merida%20%D0%A2%D0%9E%D0%9F%20%D0%9C%D0%98%D0%9D%D0%98%202-%D1%81%D0%BB%D0%BE%D0%B9%D0%BD%D1%8B%D0%B5_%20c%20%D1%86%D0%B5%D0%BD%D1%82%D1%80.%20%D0%B2%D1%8B%D1%82%D1%8F%D0%B6%D0%BA%D0%BE%D0%B9_%20%D1%81%D1%83%D0%BF%D0%B5%D1%80%D0%B1%D0%B5%D0%BB%D1%8B%D0%B5%20%2812%D1%8570%20%D0%BC%29.pdf;https://entero.ru/manuals/480106/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/480121/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/480139/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,4841,Россия,,11 шт.,в рулонах,2
https://cdn.entero.ru/mp@2x/43/d8/43d8942c98cbdc61d86c3526a7b6c673.jpg,"Бумага туалетная Merida TOP MINI 2-слойная, белая, с тиснением (12х180 cм)",ТБТ401,3792,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/244825,"<p>Туалетная бумага <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244825""><b class=""b"">Merida TOP MINI </b></a>предназначена для использования совместно с традиционными штанговыми держателями или коммерческими настенными диспенсерами в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других местах большой проходимости.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Экономичный расход</li>
<li>Хорошая впитываемость</li>
<li>Улучшенное качество</li>
<li>Мягкость и белизна</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Масса бумаги: 2х16 гр/м<sup>2</sup></li>
</ul>",244825,туалетная бумага,1800 мм,0,,,Россия,90 мм,12 шт.,в рулонах,2
https://cdn.entero.ru/mp@2x/e0/7b/e07b49fa09d8dbcbedb12893825d4939.jpg,"Полотенца бумажные Merida ТОП МАКСИ 2-слойные, c центр. вытяжкой, супербелые (6х160 м)","Полотенца бумажные Merida ТОП МАКСИ 2-слойные, c центр. вытяжкой, супербелые (6х160 м)",3819,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/245197,"<p>Бумажные полотенца <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245197""><b class=""b"">Merida ТОП МАКСИ </b></a>предназначены для использования с <a href=""https://entero.ru/search.php?text=%D0%B4%D0%B8%D1%81%D0%BF%D0%B5%D0%BD%D1%81%D0%B5%D1%80+Merida+MAXI"">диспенсерами Merida MAXI</a> с центральной вытяжкой (изнутри рулона) в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Полотенца изготовлены из целлюлозы, упаковка - из полиэтилена. </p>

<p>В комплект поставки входят 6 рулонов по 160 метров. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Мягкие, перфорированные полотенца </li>
<li>Быстрая впитываемость и высокая прочность</li>
<li>Плотное хорошо впитывающее бумажное полотно </li>
<li>Гигиеничность и экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество листов в 1 рулоне: 696</li>
<li>Плотность: 2х19 гр/м<sup>2</sup></li>
<li>Высота рулона 200 мм</li>
<li>Диаметр втулки: 60 мм</li>
<li>Длина рулона: 160 м</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Возможность изготовления с логотипом</li>
</ul>",245197,бумажные полотенца,,0,https://entero.ru/manuals/296256/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Merida%20%D0%A2%D0%9E%D0%9F%20%D0%9C%D0%90%D0%9A%D0%A1%D0%98%202-%D1%81%D0%BB%D0%BE%D0%B9%D0%BD%D1%8B%D0%B5_%20c%20%D1%86%D0%B5%D0%BD%D1%82%D1%80.%20%D0%B2%D1%8B%D1%82%D1%8F%D0%B6%D0%BA%D0%BE%D0%B9_%20%D1%81%D1%83%D0%BF%D0%B5%D1%80%D0%B1%D0%B5%D0%BB%D1%8B%D0%B5%20%286%D1%85160%20%D0%BC%29.pdf;https://entero.ru/manuals/480105/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/480120/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/480138/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,Россия,,6 шт.,в рулонах,2
https://cdn.entero.ru/mp@2x/b4/51/b45193aee84708a1e4edb75df54e7680.jpg;https://cdn.entero.ru/mp@2x/c8/e1/c8e13bddd2b163eba954b212d020e1fe.jpg,"Салфетки бумажные Merida КЛАССИК 2-слойные, белые, 17х18 см, 9600 шт.","Салфетки бумажные Merida КЛАССИК 2-слойные, белые, 17х18 см, 9600 шт.",4020,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/245294,"<p>Бумажнные салфетки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245294""><b class=""b"">Merida КЛАССИК </b></a>предназначены для использования с настольными диспенсерами <a href=""http://entero.ru/item/170999"">Merida </a><a href=""https://entero.ru/item/170999"">GJC001</a> и DX131 в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест с большой проходимостью. </p>

<p>В комплект поставки входят 48 пачек по 200 листов. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Гигиеничность и экономичный расход</li>
<li>Быстрая впитываемость </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество листов: 9600</li>
<li>Масса бумаги: 17 гр/м<sup>2</sup></li>
<li>Размер сложенной салфетки: 85х120 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Возможность изготовления с логотипом</li>
</ul>",245294,бумажные полотенца,170 мм,0,,,Россия,180 мм,48 шт.,листовые,2
https://cdn.entero.ru/mp@2x/ea/32/ea32b9899e538e1e7bb5fa68e4a3d061.jpg,"Салфетки бумажные Merida ТОП 2-слойные, белые, (24х24 см) 4500 шт.","Салфетки бумажные Merida ТОП 2-слойные, белые, (24х24 см) 4500 шт.",4236,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/245466,"<p>Бумажные салфетки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/245466""><b class=""b"">Merida ТОП </b></a>предназначены для использования с диспенсерами в общественных зонах со средней и большой проходимостью, в торгово-развлекательных центрах, фудкортах, АЗС, офисных зданиях, медицинских и образовательных учреждениях и на объектах транспорта, в косметологических кабинетах и бьюти-зонах. Салфетки выполнены из целлюлозы. </p>

<p>В комплект поставки входят 18 пачек по 250 листов. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Гигиеничность и экономичный расход</li>
<li>Быстрая впитываемость </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 2х15 гр/м<sup>2</sup></li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Возможность изготовления с логотипом</li>
</ul>",245466,бумажные полотенца,от 120 до 240 мм,0,,,Россия,от 120 до 240 мм,18 шт.,листовые,2
https://cdn.entero.ru/mp@2x/b6/98/b698ca02fd93d3b1aeb8f4b7bce7dfdf.jpg,"Салфетки бумажные Merida ТОП 2-слойные, белые, (15,5х20 см) 8000 шт.","Салфетки бумажные Merida ТОП 2-слойные, белые, (15,5х20 см) 8000 шт.",4442,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/245321,"<p>Бумажные салфетки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245321""><b class=""b"">Merida ТОП </b></a>предназначены для использования с диспенсерами в общественных санитарных узлах общественных зон со средней и большой проходимостью, в торгово-развлекательных центрах, фудкортах, АЗС, офисных зданиях, медицинских и образовательных учреждениях и на объектах транспорта, в косметологических кабинетах и бьюти-зонах. Салфетки выполнены из целлюлозы. </p>

<p>В комплект поставки входят 40 пачек по 200 листов. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Гигиеничность и экономичный расход</li>
<li>Быстрая впитываемость </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер листа в разложенном виде: 155х200 мм</li>
<li>Размеры пачки: 160х110х65 мм​</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Возможность изготовления с логотипом</li>
</ul>",245321,бумажные полотенца,100 мм,0,,,Россия,155 мм,40 шт.,листовые,2
https://cdn.entero.ru/mp@2x/c6/bd/c6bd5219e7df1d41e51d6f0b7f2f2462.jpg;https://cdn.entero.ru/mp@2x/83/99/83997481253ca53d8762a3cd580cac4e.jpg,"Полотенца бумажные Merida ТОП ПРИНТ АВТОМАТИК МАКСИ 2-слойные, белые (6х200 м)","Полотенца бумажные Merida ТОП ПРИНТ АВТОМАТИК МАКСИ 2-слойные, белые (6х200 м)",4649,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/245135,"<p>Бумажные полотенца <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245135""><b class=""b"">Merida ТОП ПРИНТ АВТОМАТИК МАКСИ </b></a>предназначены для использования с <a href=""https://entero.ru/list/1914?f%5Bvendors%5D%5B%5D=1962&f%5B6673%5D%5B%5D=%D0%B1%D1%83%D0%BC%D0%B0%D0%B6%D0%BD%D1%8B%D0%B5+%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%B5%D0%BD%D1%86%D0%B0"">диспенсерами для бумажных полотенец</a> в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Полотенца изготовлены из полностью безопасной и гипоаллергенной натуральной целлюлозы. </p>

<p>В комплект поставки входят 6 рулонов по 200 метров. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Перфорация и тиснение</li>
<li>Плотное хорошо впитывающее бумажное полотно </li>
<li>Гигиеничность и экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 2х19 гр/м<sup>2</sup></li>
<li>Диаметр рулона: 195 мм </li>
<li>Длина рулона: 200 м </li>
<li>Высота: 200 мм </li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Возможность изготовления с логотипом</li>
</ul>",245135,бумажные полотенца,,0,https://entero.ru/manuals/480102/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/480115/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/480131/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,6117,Россия,,6 шт.,в рулонах,2
https://cdn.entero.ru/mp@2x/f4/4c/f44cf5f427a786b00a26c4eb8ee439b7.jpg,"Полотенца бумажные Merida ТОП промышленные, 2-слойные, белые (2х400 м)","Полотенца бумажные Merida ТОП промышленные, 2-слойные, белые (2х400 м)",4792,RUB,Да,Профоборудование,Оборудование для общественных санузлов,Расходные материалы,https://entero.ru/item/245278,"<p>Бумажные полотенца <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245278""><b class=""b"">Merida TOP MINI </b></a>предназначены для использования с полотенцедержателями <a href=""https://entero.ru/item/171290"">ST1N</a> и <a href=""https://entero.ru/item/171287"">ST2N </a>в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест с большой проходимостью. Полотенца изготовлены из целлюлозы, упаковка - из полиэтилена. </p>

<p>В комплект поставки входят 2 рулона по 400 м. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Перфорация</li>
<li>Микротиснение</li>
<li>Быстрая впитываемость и высокая прочность</li>
<li>Плотное хорошо впитывающее бумажное полотно </li>
<li>Гигиеничность и экономичный расход</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность: 2х19 гр/м<sup>2</sup></li>
<li>Длина рулона: 400 м</li>
<li>Диаметр рулона: 235 мм</li>
<li>Диаметр втулки: 60 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Возможность изготовления с логотипом</li>
</ul>",245278,бумажные полотенца,280 мм,0,https://entero.ru/manuals/296363/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Merida%20%D0%A2%D0%9E%D0%9F%20%D0%BF%D1%80%D0%BE%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5_%202-%D1%81%D0%BB%D0%BE%D0%B9%D0%BD%D1%8B%D0%B5_%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%B5%20%282%D1%85400%20%D0%BC%29.pdf,6389,Россия,,2 шт.,в рулонах,2
