Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Остаток,Файлы,Старая цена
https://cdn.entero.ru/mp@2x/e2/9f/e29f47f86ffd4804b9be0afe17d472c6.jpg;https://cdn.entero.ru/mp@2x/0b/a7/0ba7ab705351c502a9c1af7099db2636.jpg;https://cdn.entero.ru/mp@2x/e5/aa/e5aaf3fd824a1b960ca7fb262c11e67e.jpg;https://cdn.entero.ru/mp@2x/33/6b/336b1b834c09f0ce6ba85ffd2c6e7b31.jpg,Утюг Black+Decker BXIR2200E,Утюг Black+Decker BXIR2200E,3390,RUB,Нет,,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/252225,"<p>Утюг <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252225"">Black+Decker BXIR2200E</a></b> используется в частных домах и квартирах для разглаживания складок и заминов на одежде, ткани и белье. Модель оснащена световым индикатором нагрева, встроенным резервуаром для воды и регуляторами температуры и расхода пара. Подошва - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Паровой удар</li>
<li>Функция распыления</li>
<li>Прецизионный наконечник для трудноступных мест</li>
<li>Фильтр от накипи</li>
<li>Функция самоочистки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 2,2 кВт</li>
<li>Паровой удар: 120 г/мин.</li>
<li>Постоянная подача пара: до 30 г/мин.</li>
<li>Объем резервуара для воды: 0,28 л</li>
<li>Напряжение: 220 В</li>
</ul>",252225,0,https://entero.ru/manuals/309518/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Black+Decker%20BXIR2200E.pdf,
https://cdn.entero.ru/mp@2x/3c/62/3c62f4fdd2553b7bf9dacc0ab4fa24da.jpg,Утюг Taurus Quios 3000,Утюг Taurus Quios 3000,4871,RUB,Нет,Taurus,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/251335,"<p>Утюг <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251335""><b class=""b"">Taurus Quios 3000</b></a> используется в частных домах и квартирах для разглаживания складок и заминов на одежде, ткани и белье. Модель оснащена световым индикатором нагрева, встроенным резервуаром для воды и регуляторами температуры и расхода пара. Подошва - керамическая.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Паровой удар</li>
<li>Функция распыления</li>
<li>Противокапельная система</li>
<li>Вертикальное отпаривание</li>
<li>Система защиты от накипи</li>
<li>Система самоочистки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 3 кВт</li>
<li>Паровой удар: 200 г/мин.</li>
<li>Постоянная подача пара: 45 г/мин.</li>
<li>Объем резервуара для воды: 0,29 л</li>
<li>Напряжение: 220 В</li>
<li>Цвет: черный с синим</li>
</ul>",251335,0,,
https://cdn.entero.ru/mp@2x/20/93/20930d5964df86c204cd8362de9eca6d.jpg;https://cdn.entero.ru/mp@2x/ba/3c/ba3cf2957786edf31cb08a0174faab61.jpg;https://cdn.entero.ru/mp@2x/6f/67/6f67dba38ad1f0529080dc6303f49387.jpg;https://cdn.entero.ru/mp@2x/98/af/98afb0cecb34c7c1bcc9ade113b903d9.jpg;https://cdn.entero.ru/mp@2x/81/16/81169d60fb67e2b2b0289a9501c8200b.jpg;https://cdn.entero.ru/mp@2x/56/3e/563ecaca5eb4e844eeaca18012d8c3e7.jpg;https://cdn.entero.ru/mp@2x/11/ea/11ea21234ecd3635990bfcaa4041b7ce.jpg;https://cdn.entero.ru/mp@2x/f2/06/f20628446873eb1cbed4762c9356e025.jpg;https://cdn.entero.ru/mp@2x/9f/a6/9fa6f653b3b1c0dd1219c0eedba5c3dc.jpg,Утюг Black+Decker BXIR2401E,Утюг Black+Decker BXIR2401E,9538,RUB,Нет,,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/290862,"<p>Утюг <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290862"">Black+Decker BXIR2401E</a> </b>используется в гостиницах, ателье, а также домашних условиях для разглаживания складок на одежде, белье и шторах из различных тканей, а также для термической дезинфекции изделий с помощью струи горячего пара. Модель оснащена фильтром от накипи, встроенным резервуаром для воды и регулятором расхода пара. Подошва - керамическая.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Постоянная подача пара, даже при минимальной температуре нагрева</li>
<li>Вертикальная глажка</li>
<li>3 предустановленные программы для разных типов ткани</li>
<li>Противокапельная система</li>
<li>Автоматическое отключение</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Мощность: 2,4 кВт</li>
<li>Производительность подачи пара: до 45 г/мин.</li>
<li>Объем резервуара для воды: 0,23 л</li>
<li>Масса нетто: 2,2 кг</li>
<li>Длина кабеля питания: 1,5 м</li>
</ul>",290862,0,,
https://cdn.entero.ru/mp@2x/07/68/0768e5108962a93c94d8189af0dcb0b9.jpg;https://cdn.entero.ru/mp@2x/bf/01/bf018425fcbf03e02b5bbf7d92a50560.jpg;https://cdn.entero.ru/mp@2x/1f/bd/1fbd519ab4387661eb40069afbb1240c.jpg,Утюг Taurus Atlas 2400,Утюг Taurus Atlas 2400,3138,RUB,Нет,Taurus,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/251327,"<p>Утюг <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251327""><b class=""b"">Taurus Atlas 2400</b></a> используется в частных домах и квартирах для разглаживания складок и заминов на одежде, ткани и белье. Модель оснащена световым индикатором нагрева, встроенным резервуаром для воды и регуляторами температуры и расхода пара. Подошва - керамическая.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Паровой удар</li>
<li>Функция распыления</li>
<li>Противокапельная система</li>
<li>Вертикальное отпаривание</li>
<li>Система защиты от накипи</li>
<li>Система самоочистки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 2,4 кВт</li>
<li>Паровой удар: 150 г/мин.</li>
<li>Объем резервуара для воды: 0,3 л</li>
<li>Напряжение: 220 В</li>
<li>Длина сетевого кабеля: 2 м</li>
<li>Цвет: черный с синим</li>
</ul>",251327,0,https://entero.ru/manuals/308541/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Atlas%202400.pdf,
https://cdn.entero.ru/mp@2x/72/b4/72b419490c4facfc1cc35249c5e09cb9.jpg;https://cdn.entero.ru/mp@2x/86/52/865282358e59453c4f553ad0055109f7.jpg;https://cdn.entero.ru/mp@2x/c9/3b/c93bb4395e818deb7ee6d77f064726ae.jpg,Утюг Taurus Agatha 2800,Утюг Taurus Agatha 2800,4407,RUB,Нет,Taurus,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/251324,"<p>Утюг <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251324""><b class=""b"">Taurus Agatha 2800</b></a> используется в частных домах и квартирах для разглаживания складок и заминов на одежде, ткани и белье. Модель оснащена световым индикатором нагрева, встроенным резервуаром для воды и регуляторами температуры и расхода пара. Подошва - керамическая.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Паровой удар</li>
<li>Функция распыления</li>
<li>Противокапельная система</li>
<li>Двойная система защиты от накипи</li>
<li>Система самоочистки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 2,8 кВт</li>
<li>Паровой удар: 170 г/мин.</li>
<li>Напряжение: 220 В</li>
<li>Цвет: белый с голубым</li>
</ul>",251324,0,https://entero.ru/manuals/308538/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Agatha%202800.pdf,
https://cdn.entero.ru/mp@2x/d2/e1/d2e17dceb9fa5f66f1b7d8df9bf0435c.jpg;https://cdn.entero.ru/mp@2x/00/39/00398a16a341b1467d0410b916ec062f.jpg;https://cdn.entero.ru/mp@2x/de/4f/de4fddb6bcd36213902e0c75634f49ec.jpg;https://cdn.entero.ru/mp@2x/9d/eb/9deba77950120dca6f2c385a7573422e.jpg;https://cdn.entero.ru/mp@2x/94/94/9494bf647a80fedefb8077b3a14809d3.jpg,Утюг Solac Optima Plus 3000 Ceramic PV2024,Утюг Solac Optima Plus 3000 Ceramic PV2024,5518,RUB,Нет,,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/285365,"<p>Утюг <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285365"">Solac Optima Plus 3000 Ceramic PV2024</a> </b>используется в гостиницах, ателье, а также домашних условиях для разглаживания складок на одежде, белье и шторах из различных тканей, а также для термической дезинфекции изделий с помощью струи горячего пара. Модель оснащена электронагревателем, кабелем питания с вилкой, подошвой в форме капли с большим количеством паровых отверстий, рукояткой обтекаемой формы и электромеханическим управлением. Корпус выполнен из термостойкого ударопрочного пластика в комбинации черного и серебристого цветов. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы подачи пара:
<ul>
<li>Постоянная с настройкой интенсивности с помощью кругового регулятора на рукоятке</li>
<li>Паровой удар</li>
</ul>
</li>
<li>3-ступенчатая регулировка температуры с помощью кругового переключателя на корпусе</li>
<li>Сухое и влажное глажение</li>
<li>Возможность отпаривания в вертикальном и горизонтальном положениях</li>
<li>Распыление воды и импульсная подача пара с помощью кнопок на верхней панели</li>
<li>Функция самоочистки путем промывки парового контура горячей водой с паром</li>
<li>Энергосберегающее автоматическое отключение</li>
<li>Светодиодный индикатор готовности к работе </li>
<li>Подошва c керамическим покрытием для оптимальной теплопроводности и предотвращения повреждения тканей</li>
<li>Прозрачные стенки резервуара с отметкой максимального заполнения для визуального контроля уровня воды</li>
<li>Фронтальное сопло для оптимального смачивания ткани при распылении без подъема подошвы</li>
<li>Фронтальный откидной носик для удобства дозалива</li>
<li>Противокапельная система</li>
<li>Система защиты от накипи</li>
<li>Крепление кабеля с гибким полимерным входом для предотвращения заломов</li>
<li>Компактные габариты для комфортной эксплуатации и компактного хранения</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Мощность: 3 кВт</li>
<li>Производительность подачи пара:
<ul>
<li>Непрерывная: 45 г/мин.</li>
<li>Импульсная: 200 г/мин.</li>
</ul>
</li>
<li>Объем резервуара для воды: 0,3 л</li>
<li>Длина кабеля питания: 1900 мм</li>
</ul>",285365,0,https://entero.ru/manuals/350795/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Solac%20Optima%20Plus%203000%20Ceramic%20PV2024.pdf,
https://cdn.entero.ru/mp@2x/1f/05/1f05b8864fa596c5a8395ad2652a5a08.jpg;https://cdn.entero.ru/mp@2x/59/5f/595fdfa8b3e95abf4cfa46ae8824a173.jpg;https://cdn.entero.ru/mp@2x/ad/16/ad16876b1948ea12671fdefd5e49d674.jpg;https://cdn.entero.ru/mp@2x/95/5f/955ff5f8ca7511386da83bf22449d824.jpg,Утюг Black+Decker BXIR3000E,Утюг Black+Decker BXIR3000E,6373,RUB,Нет,,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/252227,"<p>Утюг <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252227"">Black+Decker BXIR3000E</a></b> используется в частных домах и квартирах для разглаживания складок и заминов на одежде, ткани и белье. Модель оснащена световым индикатором нагрева, встроенным резервуаром для воды и регуляторами температуры и расхода пара. Подошва - керамическая.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Паровой удар</li>
<li>Функция распыления</li>
<li>Противокапельная система</li>
<li>Прецизионный наконечник для трудноступных мест</li>
<li>Защита от накипи</li>
<li>Функция самоочистки</li>
<li>Функция автоматического отключения со звуковым и световым предупреждением при отсутствии движения прибора:
<ul>
<li>В течение 30 сек. в горизонтальном положении</li>
<li>В течение 8 мин. в вертикальном положении</li>
</ul>
</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 3 кВт</li>
<li>Паровой удар: 200 г/мин.</li>
<li>Постоянная подача пара: до 45 г/мин.</li>
<li>Объем резервуара для воды: 0,42 л</li>
<li>Напряжение: 220 В</li>
</ul>",252227,0,https://entero.ru/manuals/309520/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Black+Decker%20BXIR3000E.pdf,
https://cdn.entero.ru/mp@2x/3b/48/3b486f16c4b48a972ab6c130951f1fbb.jpg;https://cdn.entero.ru/mp@2x/09/6e/096ecedb877ff8912956c08f3f47e2f7.jpg;https://cdn.entero.ru/mp@2x/be/23/be231943569d35bf6f5bd68780b349d6.jpg;https://cdn.entero.ru/mp@2x/69/78/6978be086328b470cce6f7100e65a4d7.jpg,Утюг Black+Decker BXIR2801E,Утюг Black+Decker BXIR2801E,6729,RUB,Нет,,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/285363,"<p>Утюг <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285363"">Black+Decker BXIR2801E</a> </b>используется в гостиницах, ателье, а также домашних условиях для разглаживания складок на одежде, белье и шторах из различных тканей, а также для термической дезинфекции изделий с помощью струи горячего пара. Модель оснащена электронагревателем, кабелем питания с вилкой, подошвой в форме капли с большим количеством паровых отверстий, рукояткой обтекаемой формы и электромеханическим управлением. Корпус выполнен из термостойкого ударопрочного пластика в комбинации черного, серого и серебристого синего цветов. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы подачи пара:
<ul>
<li>Постоянная:
<ul>
<li>EСO: энергосберегающая работа</li>
<li>MAX: максимальная</li>
</ul>
</li>
<li>Паровой удар</li>
</ul>
</li>
<li>Сухое и влажное глажение</li>
<li>Возможность отпаривания в вертикальном и горизонтальном положениях</li>
<li>Активация подачи пара с помощью кнопки на верхней панели</li>
<li>Импульсная подача пара с помощью удобно расположенной под рукояткой курковой кнопки</li>
<li>3-ступенчатая регулировка температуры с помощью кругового переключателя</li>
<li>Функция самоочистки путем промывки парового контура горячей водой с паром</li>
<li>Автоматическое отключение</li>
<li>Подошва c керамическим покрытием для оптимальной теплопроводности и предотвращения повреждения тканей</li>
<li>Прозрачные стенки резервуара с отметкой максимального заполнения для визуального контроля уровня воды</li>
<li>Фронтальный откидной носик для удобства дозалива</li>
<li>Противокапельная система</li>
<li>Система защиты от накипи </li>
<li>Крепление кабеля с гибким полимерным входом для предотвращения заломов</li>
<li>Компактные габариты для комфортной эксплуатации и компактного хранения</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Мощность: 2,8 кВт</li>
<li>Производительность подачи пара:
<ul>
<li>Максимальная непрерывная: 45 г/мин.</li>
<li>Импульсная: 180 г/мин.</li>
</ul>
</li>
<li>Объем резервуара для воды: 0,3 л</li>
<li>Масса нетто: 1,4 кг</li>
<li>Длина кабеля питания: 1960 мм</li>
</ul>",285363,0,,9346
https://cdn.entero.ru/mp@2x/fe/c5/fec5eeffb8d980951c8c12a2dd960c5b.jpg;https://cdn.entero.ru/mp@2x/80/4d/804db4a86cb5e75097eab8a505c8c58d.jpg,Утюг Taurus Geyser Eco 3000,Утюг Taurus Geyser Eco 3000,8310,RUB,Нет,Taurus,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/251333,"<p>Утюг <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251333""><b class=""b"">Taurus Geyser Eco 3000</b></a> используется в частных домах и квартирах для разглаживания складок и заминов на одежде, ткани и белье. Модель оснащена световым индикатором нагрева, встроенным резервуаром для воды и регуляторами температуры и расхода пара. Подошва - анодированная.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ультраскользящая подошва</li>
<li>Эко-режим для экономии воды и электроэнергии</li>
<li>Паровой удар</li>
<li>Функция распыления</li>
<li>Противокапельная система</li>
<li>Вертикальное отпаривание</li>
<li>Система защиты от накипи</li>
<li>Система самоочистки</li>
<li>Функция автоматического отключения со звуковым и световым предупреждением при отсутствии движения прибора:
<ul>
<li>В течение 30 сек. в горизонтальном положении</li>
<li>В течение 8 мин. в вертикальном положении</li>
</ul>
</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 3 кВт</li>
<li>Паровой удар: 200 г/мин.</li>
<li>Объем резервуара для воды: 0,34 л</li>
<li>Напряжение: 220 В</li>
<li>Длина сетевого кабеля: 2 м</li>
<li>Цвет: черный с зеленым</li>
</ul>",251333,0,https://entero.ru/manuals/308569/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Geyser%20Eco%203000.pdf,
https://cdn.entero.ru/mp@2x/bd/8c/bd8ca3c7eb032a3ac7831942e9106df7.jpg;https://cdn.entero.ru/mp@2x/61/8b/618b8ec88560955a1d1d357a31184afb.jpg;https://cdn.entero.ru/mp@2x/fb/3d/fb3d31e5aabdb17aeb191659b3534fd6.jpg;https://cdn.entero.ru/mp@2x/1b/f6/1bf6ac7d8dfa52217739d9b0c79c7017.jpg;https://cdn.entero.ru/mp@2x/7b/8c/7b8c9a1a3c85019b0ea4da03983106cb.jpg;https://cdn.entero.ru/mp@2x/71/b7/71b71cb8541639df5227b7e659f9f8c3.jpg;https://cdn.entero.ru/mp@2x/6a/03/6a03ff9147ee56bfc9d80b7ff96fa63c.jpg,Утюг-парогенератор Solac Auto Evolution Sensor CVG9612,Утюг-парогенератор Solac Auto Evolution Sensor CVG9612,17999,RUB,Нет,,Бытовая техника,Техника для дома,Утюги,https://entero.ru/item/285360,"<p>Утюг-парогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285360"">Solac Auto Evolution Sensor CVG9612</a> </b>используется в гостиницах, ателье, а также домашних условиях для разглаживания складок на одежде, белье и шторах из различных тканей, а также для термической дезинфекции изделий с помощью струи горячего пара. Модель оснащена электронагревателем с насосом, кабелем питания с вилкой, подошвой в форме капли с большим количеством паровых отверстий, рукояткой обтекаемой формы, цветным жидкокристаллическим сенсорным дисплеем высокой четкости с цифровыми, графическими и символьными сегментами индикации. Корпус выполнен из термостойкого ударопрочного пластика в комбинации черного, серого и серебристого синего цветов. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматические программы:
<ul>
<li>Antisheen: предотвращение блеска на темной одежде </li>
<li>EСO: энергосберегающая работа</li>
<li>Delicates: глажка деликатных тканей и одежды с принтами</li>
<li>AUTO: универсальная кроме деликатных тканей</li>
<li>Трикотаж и хлопок</li>
<li>Джинсовая ткань и плотный хлопок</li>
<li>Лен и грубые ткани</li>
<li>TURBO / ULTRA FAST: максимальные температура и подача пара / быстрая глажка</li>
</ul>
</li>
<li>Режимы подачи пара:
<ul>
<li>Постоянная:
<ul>
<li>Минимальный</li>
<li>Дополнительный </li>
</ul>
</li>
<li>Паровой удар</li>
</ul>
</li>
<li>Сухое и влажное глажение</li>
<li>Возможность отпаривания в вертикальном и горизонтальном положениях</li>
<li>Активация или отключение подачи пара с помощью сенсорных клавиш на верхней панели</li>
<li>Смена программ с помощью круговых движений на дисплее</li>
<li>Импульсная подача пара с помощью удобно расположенной под рукояткой курковой кнопки</li>
<li>Датчик присутствия для энергосберегающего предотвращения подачи пара при отпускании рукоятки</li>
<li>Цифровая индикация выбранной программы</li>
<li>Символьные индикаторы режима подачи пара</li>
<li>Светодиодные символьные индикаторы активации подачи пара</li>
<li>Графические шкалы интенсивности подачи пара и уровня температуры</li>
<li>Звуковая сигнализация для оповещения о готовности к работе и неисправностях</li>
<li>Автоматическое отключение:
<ul>
<li>Отсутствие воды в резервуаре</li>
<li>Длительное отсутствие действий</li>
<li>Перегрев</li>
</ul>
</li>
<li>Подошва ILLYUM c керамическим покрытием для оптимальной теплопроводности и предотвращения повреждения тканей</li>
<li>Прозрачные стенки резервуара с отметкой максимального заполнения для визуального контроля уровня воды</li>
<li>Фронтальный откидной носик для удобства дозалива</li>
<li>Противокапельная система</li>
<li>Система защиты от накипи</li>
<li>Крепление кабеля с гибким полимерным входом для предотвращения заломов</li>
<li>Компактные габариты для комфортной эксплуатации и компактного хранения</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Мощность: 2,8 кВт</li>
<li>Производительность подачи пара:
<ul>
<li>Непрерывная: 60 г/мин.</li>
<li>Импульсная: 190 г/мин.</li>
</ul>
</li>
<li>Длительность работы до автоматического отключения при отсутствии действий: 3 мин.</li>
<li>Масса нетто: 1,99 кг</li>
<li>Габариты:
<ul>
<li>Ширина: 132 мм</li>
<li>Глубина: 325 мм</li>
<li>Высота: 150 мм</li>
</ul>
</li>
</ul>",285360,0,https://entero.ru/manuals/350792/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Solac%20Auto%20Evolution%20Sensor%20CVG9612.pdf,
