Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Потребляемая мощность,Дверной упор,Класс энергопотребления,Размораживание
https://cdn.entero.ru/mp@2x/1d/d0/1dd0eeab0721ad1f2a07ce56ca249dfa.jpg;https://cdn.entero.ru/mp@2x/f2/89/f2892b8253aed542dd5d853e2f298783.jpg;https://cdn.entero.ru/mp@2x/bd/32/bd32fea11a232634fb1e4e96eadb0a89.jpg;https://cdn.entero.ru/mp@2x/48/a6/48a63938afbe0baafa9801e5cb3f8d29.jpg;https://cdn.entero.ru/mp@2x/d6/e7/d6e7c47adfa9fc2d08455dc6b598e6ad.jpg;https://cdn.entero.ru/mp@2x/ba/e1/bae1c26523d50b9b707dcea13c4dde6f.jpg;https://cdn.entero.ru/mp@2x/37/00/370047ecc68d512d13083430d3eae477.jpg;https://cdn.entero.ru/mp@2x/56/4b/564bab0c93b0d79f54d5a09a763c4578.jpg;https://cdn.entero.ru/mp@2x/2b/ed/2bedc9f8ec227eee92d1958191f56e82.jpg;https://cdn.entero.ru/mp@2x/6c/a6/6ca6673f9a804650de902d0bd76f93ea.jpg,Морозильник Бирюса Б-514,Морозильник Бирюса Б-514,21902,RUB,Да,Бирюса,Бытовая техника,Крупная бытовая техника,Морозильники,https://entero.ru/item/361149,"<p>Морозильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361149""><b class=""b"">Бирюса 514</b></a> предназначен для заморозки и хранения продуктов, полуфабрикатов и мороженого в частных домах, квартирах, отелях и офисах. Модель рассчитана на работу при температуре окружающего воздуха от 16 до 32 °С и относительной влажности не более 75%.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Количество ящиков: 4 шт.</li>
<li>Опора: 2 шт.</li>
<li>Крышка для перенавески двери: 1 шт.</li>
<li>Руководство по эксплуатации</li>
<li>Гарантийная карта и адреса сервисных центров</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления</li>
<li>Режим «Быстрая заморозка»</li>
<li>Режим «Хранение»</li>
<li>Климатический класс N</li>
<li>Световая сигнализация повышения температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 110 л</li>
<li>Полезный: 80 л</li>
</ul>
</li>
<li>Номинальная полезная площадь хранения: 0,6 м<sup>2</sup></li>
<li>Количество компрессоров: 1</li>
<li>Допускаемая нагрузка на полку, не более: 40 кг</li>
<li>Минимальная температура в морозильной камере: -18 °С</li>
<li>Мощность замораживания: 12 кг/сутки</li>
<li>Автономное сохранение холода: 10 ч</li>
<li>Максимальный уровень шума: 42 дБа*</li>
<li>Энергопотребление при температуре окружающего воздуха 24 °С: 0,5 кВт*ч/24ч**</li>
<li>Цвет: белый</li>
</ul>

<p><em>* Определяется в лабораторных условиях в соответствии с ГОСТ Р МЭК 60704-1-2018</em></p>

<p><em>** Определяется в лабораторных условиях в соответствии с ГОСТ IEC 62552-2013</em></p>",361149,220 В,580 мм,620 мм,850 мм,35.5 кг,1,625x645x960 мм,0,https://entero.ru/manuals/463799/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%91%D0%B8%D1%80%D1%8E%D1%81%D0%B0%20514.pdf;https://entero.ru/manuals/463800/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463801/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,34 кг,Россия,Россия,110 л,0.091 кВт,"справа, перенавешиваются",A+,ручное
https://cdn.entero.ru/mp@2x/f9/1b/f91bb5cf521fa3884b87a26b64fbb652.jpg,Морозильник Бирюса 648 (148),Бирюса-648 Бирюса-148,23369,RUB,Да,Бирюса,Бытовая техника,Крупная бытовая техника,Морозильники,https://entero.ru/item/119900,"<p>Морозильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119900"">Бирюса 648 (148)</a></b> предназначен для заморозки и хранения продуктов, полуфабрикатов и мороженого в частных домах, квартирах, отелях и офисах. Модель рассчитана на работу при температуре окружающего воздуха от 16 до 32 °С и относительной влажности не более 75%.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сосуд морозильной камеры: 3 шт.</li>
<li>Сосуд нижний морозильной камеры: 1 шт.</li>
<li>Руководство по эксплуатации</li>
<li>Гарантийная карта и адреса сервисных центров</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления</li>
<li>Устойчив к перепадам напряжения в сети</li>
<li>Хладагент: R606a</li>
<li>Режим «Быстрая заморозка»</li>
<li>Световая сигнализация повышения температуры</li>
<li>Встроенная ручка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 135 л</li>
<li>Полезный: 120 л</li>
</ul>
</li>
<li>Количество компрессоров: 1</li>
<li>Температура в морозильной камере в режиме хранения, не выше: -18 °С</li>
<li>Номинальная производительность замораживания, не менее: 12 кг/сутки</li>
<li>Время повышения температуры в морозильной камере от -18 до -9 °С при отключении электроэнергии, не менее: 12 ч</li>
<li>Отклонение номинального напряжения в сети, при котором холодильник может нормально функционировать: от 198 до 242 В</li>
<li>Корректированный уровень звуковой мощности, не более: 41 дБа</li>
<li>Рекомендуемая равномерная нагрузка на стеклополку, не более: 22 кг</li>
<li>Энергопотребление при температуре окружающего воздуха 25 °С, не более: 0,57 кВт*ч/24ч**</li>
<li>Габариты в упаковке: 660х690х1080 мм</li>
<li>Установленный срок службы, не менее: 10 лет</li>
</ul>

<p><br>
<em>* Класс энергетической эффективности указан в этикетке энергетической эффективности и табличке холодильника. Определяется по ГОСТ Р 51565-2012.</em></p>

<p><em>** Определяется в лабораторных условиях в соответствии с ГОСТ Р МЭК 62552-2011.</em></p>",119900,220 В,600 мм,625 мм,990 мм,,,,0,https://entero.ru/manuals/123362/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%91%D0%B8%D1%80%D1%8E%D1%81%D0%B0%20648%20%28148%29.pdf,24861,,42 кг,Россия,Россия,135 л,0.085 кВт,"справа, перенавешиваются",A+,ручное
https://cdn.entero.ru/mp@2x/26/2e/262e6c869229c93e3bc61369a3027e79.jpg;https://cdn.entero.ru/mp@2x/fc/de/fcdecd40abee468ca9e25244b025ca5f.jpg;https://cdn.entero.ru/mp@2x/ca/70/ca701abb2ff34e655958f392a833ce23.jpg;https://cdn.entero.ru/mp@2x/7b/fa/7bfa5c7d9467bac052daa086f7311909.jpg;https://cdn.entero.ru/mp@2x/ab/a3/aba3a9199d01a6d09a6808686146cace.jpg;https://cdn.entero.ru/mp@2x/aa/bb/aabbd4867fdb5eb4d3208ff639426714.jpg,Камера морозильная Haier HF-82WAA,Камера морозильная Haier HF-82WAA,26999,RUB,Да,Haier,Бытовая техника,Крупная бытовая техника,Морозильники,https://entero.ru/item/253978,"<p>Морозильная камера <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253978"">Haier HF-82WAA</a></b> предназначена для заморозки и длительного хранения различных продуктов, полуфабрикатов и напитков в квартирах, частных домах, отелях и офисах. Модель оснащена электронной системой управления и перенавешиваемой дверью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>​Технология охлаждения Low frost</li>
<li>Регулировка температуры</li>
<li>Климатический класс: SN-T</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ящиков: 3</li>
<li>Номинальная мощность: 0,075 кВт</li>
<li>Мощность замораживания: 9 кг/сутки</li>
<li>Годовое энергопотребление: 175 кВт*ч</li>
<li>Максимальный уровень шума: 41 дБ</li>
</ul>",253978,220 В,500 мм,550 мм,840 мм,36 кг,1,600x660x1008 мм,0,https://entero.ru/manuals/310994/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Haier%20HF-82WAA.pdf,,,30 кг,,Китай,82 л,,"справа, перенавешиваются",A+,ручное
https://cdn.entero.ru/mp@2x/0b/7d/0b7def5697090e006379d04f4f29ffe4.jpg;https://cdn.entero.ru/mp@2x/58/ae/58ae70f7092e63fbb7e2994a5b30a251.jpg;https://cdn.entero.ru/mp@2x/ec/22/ec220dffdbfe5d6ad3ba83373a19fa42.jpg;https://cdn.entero.ru/mp@2x/d2/a5/d2a5671b8bc987142bd9de6224a9bb65.jpg;https://cdn.entero.ru/mp@2x/7d/ab/7dab90bbb4e309f850ef7ec82d94ed98.jpg;https://cdn.entero.ru/mp@2x/50/25/502547d63711c8d0858b73218f17eb58.jpg,Морозильник Бирюса 6046,Морозильник Бирюса 6046,29725,RUB,Да,Бирюса,Бытовая техника,Крупная бытовая техника,Морозильники,https://entero.ru/item/264832,"<p>Морозильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/264832"">Бирюса 6046</a></b> предназначен для заморозки и хранения продуктов, полуфабрикатов и мороженого в частных домах, квартирах, отелях и офисах. Модель рассчитана на работу при температуре окружающего воздуха от 16 до 32 °С и относительной влажности не более 75%.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Сосуд морозильной камеры: 7 шт.</li>
<li>Опора: 2 шт.</li>
<li>Крышка для перенавески двери: 1 шт.</li>
<li>Руководство по эксплуатации</li>
<li>Гарантийная карта и адреса сервисных центров</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления</li>
<li>Режим «Быстрая заморозка»</li>
<li>Световая сигнализация повышения температуры</li>
<li>Встроенная ручка</li>
<li>Цвет: белый</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 230 л</li>
<li>Полезный: 165 л</li>
</ul>
</li>
<li>Количество компрессоров: 1</li>
<li>Минимальная температура в морозильной камере: -18 °С</li>
<li>Мощность замораживания: 20 кг/сутки</li>
<li>Автономное сохранение холода: 12 ч</li>
<li>Максимальный уровень шума: 41 дБа</li>
<li>Энергопотребление при температуре окружающего воздуха 24 °С: 0,66 кВт*ч/24ч**</li>
<li>
<p>Габариты в упаковке: 650х680х1520 мм</p>
</li>
</ul>

<p><br>
<em>* Класс энергетической эффективности указан в этикетке энергетической эффективности и табличке холодильника. Определяется по ГОСТ Р 51565-2012.</em></p>

<p><em>** Определяется в лабораторных условиях в соответствии с ГОСТ IEC 62552-2013.</em></p>",264832,220 В,600 мм,625 мм,1450 мм,54 кг,1,650x680x1520 мм,0,https://entero.ru/manuals/327677/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%91%D0%B8%D1%80%D1%8E%D1%81%D0%B0%206048.pdf;https://entero.ru/manuals/327678/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/478718/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,31289,,48 кг,Россия,Россия,230 л,0.092 кВт,"справа, перенавешиваются",A,ручное
https://cdn.entero.ru/mp@2x/fd/31/fd31cbeb4c5af7cab39c5d8bc622fc7e.jpg;https://cdn.entero.ru/mp@2x/4e/84/4e846fd293603bcd63da98d563aed3a5.jpg;https://cdn.entero.ru/mp@2x/1b/60/1b608f951f5f7c2fb55bd26f624d558a.jpg,Морозильник Bomann GB 7236 schwarz черный,772361,36990,RUB,Да,Bomann,Бытовая техника,Крупная бытовая техника,Морозильники,https://entero.ru/item/283351,"<p>Морозильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283351""><b class=""b"">Bomann GB 7236 schwarz </b></a>предназначен для охлаждения, заморозки и хранения пищевых продуктов и напитков на предприятих общественного питания и торговли, в гостиничных комплексах, офисах, а также в домашних условиях. Модель оснащена 1 рабочей камерой, распашной дверью с широкой горизонтальной рукояткой в верхней части и расположенным на внутренней задней стенке поворотным терморегулятором. Корпус выполнен из металла с антикоррозийным покрытием черного цвета, рукоятка и окантовка – из черного пластика, внутренняя облицовка – из белого пластика, полки – из металла с покрытием белого цвета.</p>

<p>В комплект поставки входят 2 съемные решетчатые полки, поддон для сбора талой воды и форма для льда.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Бесступенчатая регулировка температуры </li>
<li>Перенавешиваемыеая дверь </li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Низкий уровень шума</li>
<li>Легкость очистки и дезинфекции поверхностей</li>
<li>Экологически безопасный хладагент R600a</li>
<li>Климатический класс: SN / N / ST / T</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды при эксплуатации: от 10 до 43 °C</li>
<li>Температурный режим соответственно уровню:
<ul>
<li>Минимальный: от -13 до -10 °C</li>
<li>Средний: от -14 до 18 °C</li>
<li>Максимальный: от -19 до -24 °C</li>
</ul>
</li>
<li>Среднее годовое энергопотребление: ​150 кВт⋅ч</li>
<li>Сила тока: 0,3 А</li>
<li>Продолжительность сохранения температуры при отключении питания: 10 ч</li>
<li>Суточная производительность замораживания: 2 кг</li>
<li>Максимальный уровень звукового давления (A): 40 дБ</li>
</ul>",283351,220 В,470 мм,450 мм,632 мм,19.3 кг,1,510x470x650 мм,0,https://entero.ru/manuals/349145/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bomann%20GB%207236%20schwarz.pdf,39351,,18 кг,Германия,Китай,41 л,0.06 кВт,"справа, перенавешиваются",E,ручное
https://cdn.entero.ru/mp@2x/85/a2/85a298f5e605dc86246d635a5d2de4a6.jpg;https://cdn.entero.ru/mp@2x/c7/81/c781a724519562539b41eb64919bb229.jpg;https://cdn.entero.ru/mp@2x/61/e3/61e36d99d41bc493e3eb1a38c4347ae2.jpg;https://cdn.entero.ru/mp@2x/c3/9f/c39fb8dec97d666acaa8dd09a899e17a.jpg;https://cdn.entero.ru/mp@2x/62/fe/62fe647ecbb3037804eaf5e9cae439ab.jpg;https://cdn.entero.ru/mp@2x/16/21/162143405656a1a734df3449241a26c1.jpg;https://cdn.entero.ru/mp@2x/94/5e/945e844f3bd0174342747fff0f7d02b7.jpg;https://cdn.entero.ru/mp@2x/d7/48/d748b792b41c8b5a1b44a73a8f5aad99.jpg;https://cdn.entero.ru/mp@2x/4c/78/4c78e945f3edad35b08e77aa37f09cc2.jpg,Морозильник Атлант М-7606-100-N,7606-100-N,41385,RUB,Да,,Бытовая техника,Крупная бытовая техника,Морозильники,https://entero.ru/item/216965,"<p>Морозильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216965""><b class=""b"">Атлант М-7606-100-N </b></a> серии Advance предназначен для заморозки и хранения продуктов, полуфабрикатов и мороженого в частных домах, квартирах, отелях и офисах. Модель оснащена электронным управлением Touch Control и надежным LED-освещением.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Количество отделений в морозильной камере в том числе корзина Big Box и поддон для мелких продуктов: 7 шт </li>
<li>Емкости SLIM SPACE на двери морозильной камеры: 2 шт </li>
<li>Форма для льда: 1 шт </li>
<li>Корзина для замораживания Big Box: 1 шт </li>
<li>Поддон для замораживания мелких продуктов: 1 шт</li>
<li>Руководство по эксплуатации</li>
<li>Гарантийная карта и адреса сервисных центров</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный терморегулятор</li>
<li>Технология «Extreme Protect»</li>
<li>Звуковая сигнализация</li>
<li>2 емкости Slim Space: для хранения небольших продуктов, таких как, мороженое или масло</li>
<li>Выдвижные пластмассовые корзины с ручками на боковых поверхностях</li>
<li>Прозрачная передняя панель верхнего отделения поднимается и фиксируется в горизонтальном положении</li>
<li>Увеличенная корзина Big Box</li>
<li>Поддон для замораживания ягод и других мелких продуктов</li>
<li>Механизм Easy Open Technology: эргономичная отжимная ручка</li>
<li>Хладагент: R600a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 278 л</li>
<li>Полезный: 245 л</li>
</ul>
</li>
<li>Количество компрессоров: 1</li>
<li>Температура в морозильной камере в режиме хранения, не выше: -18 °С</li>
<li>Номинальная производительность замораживания, не менее: 14 кг/сутки</li>
<li>Время повышения температуры в морозильной камере от -18 до -9 °С при отключении электроэнергии, не менее: 20 ч</li>
<li>Корректированный уровень звуковой мощности: 43 дБА</li>
<li>Габариты в упаковке: 1890x665x686 мм</li>
<li>Установленный срок службы, не менее: 10 лет</li>
<li>Цвет: белый</li>
</ul>",216965,220 В,595 мм,628 мм,1868 мм,,,,0,https://entero.ru/manuals/257442/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82.pdf;https://entero.ru/manuals/257443/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82%20%D0%9C-7606-100-N.pdf;https://entero.ru/manuals/257445/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82%20%D0%9C-7606-100-N.pdf,44500,,71 кг,,Беларусь,278 л,0.24 кВт,"слева, перенавешиваются",A+,NoFrost
https://cdn.entero.ru/mp@2x/71/f3/71f33078be970d5ecb563f700fe4bed4.jpg;https://cdn.entero.ru/mp@2x/d9/7b/d97b24e98caec88c418b19b650121627.jpg;https://cdn.entero.ru/mp@2x/32/9d/329d0d74fee9b90ddd92694ccdf879be.jpg;https://cdn.entero.ru/mp@2x/d2/5d/d25dc1ad9dd82e1678d7b8c055d4f988.jpg;https://cdn.entero.ru/mp@2x/68/e9/68e95fe225a452cc313172c27eb43c77.jpg;https://cdn.entero.ru/mp@2x/a8/4d/a84db39ba6ed7b612978a118d074f7ef.jpg;https://cdn.entero.ru/mp@2x/de/b3/deb3c8c99c471d8664e27afd98cff73f.jpg;https://cdn.entero.ru/mp@2x/31/60/3160cddf6139d4d01517cf86b529941a.jpg,Морозильник Liebherr FNsddi 1624,FNsddi 1624-20 001,68189,RUB,Да,Liebherr,Бытовая техника,Крупная бытовая техника,Морозильники,https://entero.ru/item/355995,"<p>Морозильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355995"">Liebherr FNsddi 1624</a></b> серии Plus предназначен для охлаждения, замораживания, кратковременного и длительного хранения пищевых продуктов и напитков в гостиничных комплексах, офисах, а также домашних условиях. Модель оснащена морозильной камерой с правосторонней перенавешиваемой распашной дверью, кабелем питания с евровилкой, расположенными в верхней части фронта сенсорной панелью управления и монохромным дисплеем с белой подсветкой индикации. Фасад двери двери выполнен из нержавеющей стали с горизонтальной шлифовкой и шелковистой текстурой поверхности с покрытием SmartSteel под нержавеющую сталь серебристого оттенка, боковины – из стали с покрытием в тон фасада, внутренняя облицовка камеры – из белого пластика, ящики – из белого пластика с прозрачным фронтом и окантовками серебристого оттенка, упаковка – из гофрокартона, полимерной пленки и полистирола.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Морозильная камера:​
<ul>
<li>4 полностью закрытых выдвижных ящика Frost Safe</li>
<li>Лоток для льда на 21 кубик</li>
</ul>
</li>
<li>Инструкции по эксплуатации и монтажу</li>
<li>Гарантийный талон</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Специальные режимы:
<ul>
<li>SuperFrost: быстрое замораживание большого объема продуктов с автоматическим завершением через 65 ч </li>
</ul>
</li>
<li>Дополнительные функции:
<ul>
<li>ShabbatMode (Шаббат): работа с отключенными освещением и индикацией и автоматическим завершением через 80 ч</li>
<li>4 варианта рабочей температуры</li>
<li>Цифровая индикация температуры в градусах Цельсия</li>
<li>Сигнальная светодиодная индикация активных функций, оповещения об отключении питания и других неисправностях</li>
<li>Звуковая сигнализация для подтверждения или ошибки настроек, оповещения о незакрытой двери и неисправностях</li>
<li>Спящий режим дисплея: автоматическое приглушение индикации при длительном отсутствии действий в течение 10 сек. для энергосбережения</li>
<li>Блокировка клавиш для защиты от случайного изменения настроек</li>
<li>Сброс настроек</li>
</ul>
</li>
<li>Простое управление TouchControl с помощью легких прикосновений и удобного меню</li>
<li>SmartDeviceBox: встроенный Wi Fi модуль для возможности удаленного управления и мониторинга работы через смартфон или планшет с помощью мобильного приложения Smart Device</li>
<li>Система No Frost: предотвращение образования льда и отсутствие необходимости размораживания</li>
<li>FrostProtect: стабильная работа в неотапливаемых помещениях до -15 °С</li>
<li>Система VarioSpace: оптимизация объема путем извлечения части ящиков и полок для хранения крупных изделий таких как многоярусные торты </li>
<li>Экономичное светодиодное освещение внутреннего объема</li>
<li>Silent: низкий уровень шума</li>
<li>Удобная вертикальная дверная рукоятка со встроенным толкателем</li>
<li>Регулируемые по высоте фронтальные опоры для компенсации неровностей монтажной поверхности</li>
<li>Сменная легкосъемная уплотнительная манжета</li>
<li>Устойчивая к механическим повреждениям верхняя крышка для возможности эксплуатации в качестве дополнительной рабочей поверхности</li>
<li>Возможность мойки принадлежностей в посудомоечной машине</li>
<li>Вентиляция через лицевую цокольную панель</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Климатический класс: SN / T</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия хранения:
<ul>
<li>Диапазон температуры окружающей среды: от -50 до 40 °C</li>
<li>Максимальная относительная влажность: 75%</li>
</ul>
</li>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от -15 до 43 °C</li>
<li>Максимальная относительная влажность: 75%</li>
</ul>
</li>
<li>Диапазон частоты Wi Fi подключения: 2,4 ГГц</li>
<li>Диапазон регулировки температуры: -28 / -20 / -18 / -16 °C</li>
<li>Номинальная сила тока: 1,4 А</li>
<li>Среднее энергопотребление:
<ul>
<li>Суточное: 0,37 кВт⋅ч</li>
<li>Годовое: 136 кВт⋅ч​</li>
</ul>
</li>
<li>Диапазон заданной длительности обновления индикации дисплея: 2 / 5 / 10 сек.</li>
<li>Длительность хранения при отключении питания: 10 ч</li>
<li>Максимальный уровень звукового давления (A): 39 дБ</li>
<li>Эффективность замораживания (количество звезд): 4</li>
<li>Суточная производительность замораживания: 8,5 кг</li>
<li>Общий объем: 110 л</li>
<li>Максимальный угол открывания двери: 213°</li>
<li>Длина кабеля питания: 2000 мм</li>
<li>Глубина с открытой под прямым углом дверью: 1162 мм</li>
</ul>",355995,220 В,600 мм,607 мм,850 мм,39.4 кг,1,617x711x911 мм,0,https://entero.ru/manuals/452717/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Liebherr%20FNsddi%201624.pdf;https://entero.ru/manuals/452718/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Liebherr%20FNsddi%201624.jpg;https://entero.ru/manuals/454040/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%B8%D0%BD%D0%BD%D0%BE%D0%B2%D0%B0%D1%86%D0%B8%D0%B9%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%20%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Liebherr.pdf;https://entero.ru/manuals/454041/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%20%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Liebherr.pdf,71030,,36.6 кг,Германия,,86 л,0.207 кВт,"справа, перенавешиваются",A++,NoFrost
