Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Объем,Цвет
https://cdn.entero.ru/mp@2x/6c/1a/6c1a664dff7bfee59527036f9f639d46.jpg;https://cdn.entero.ru/mp@2x/a4/28/a428251cbe42d83f8041bfcbe80a7d2d.jpg,Комбайн кухонный Profi Cook PC-KM 1254,Комбайн кухонный Profi Cook PC-KM 1254,59908,RUB,Да,,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/345572,"<p>Кухонный комбайн <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345572"">Profi Cook PC-KM 1254</a></b> предназначен для замеса теста, смешивания и взбивания различных продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена светодиодным дисплеем, чашей с 2 ручками и ножками с присосками. Прозрачная крышка с отверстием для добавления защищает от брызг во время работы. Корпус, крюки и насадка для смешивания выполнены из алюминия, редуктор и шестерни - из металла, чаша и венчик - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Литой под давлением корпус</li>
<li>Мощный профессиональный двигатель с длительным сроком службы</li>
<li>Постоянная производительность благодаря электронному регулированию скорости</li>
<li>Большая чаша из нержавеющей стали</li>
<li>Многофункциональный поворотный рычаг с механизмом разблокировки</li>
<li>Крюки для тяжелого теста</li>
<li>Венчик с защитой от брызг</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество скоростей: 12</li>
<li>Вес теста: от 8 до 8,5 кг</li>
<li>Напряжение: 240 В</li>
</ul>",345572,,2.5 кВт,,,,,Китай,,,0,https://entero.ru/manuals/422234/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bomann%20Profi%20Cook%20PC-KM%201254.pdf,65117,,12 л,нерж. сталь
https://cdn.entero.ru/mp@2x/e9/7e/e97ef1acf8cffd6dda530e3ed000bd83.jpg;https://cdn.entero.ru/mp@2x/81/3d/813d03920d6980271b24ce95f7475068.jpg;https://cdn.entero.ru/mp@2x/ac/61/ac615e92607ba6b61f02bf2d8dafed83.jpg;https://cdn.entero.ru/mp@2x/e8/89/e889f73b665b5f6e628642260e32416a.jpg;https://cdn.entero.ru/mp@2x/c3/93/c39363e33df36361bbe79f3d2c6a4529.jpg;https://cdn.entero.ru/mp@2x/52/60/5260ca9bf7a682d5d905b9c629a03e27.jpg;https://cdn.entero.ru/mp@2x/82/76/8276a053e6c18efe0195573f58c372e5.jpg,Комбайн кухонный Profi Cook PC-KM 1189,Комбайн кухонный Profi Cook PC-KM 1189,45115,RUB,Да,,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/127721,"<p>Кухонный комбайн <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127721"">Profi Cook PC-KM 1189</a></b> предназначен для замеса теста, смешивания и взбивания различных продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена электронной регулировки скорости и высокопроизводительный мотор с длительным сроком службы. Чаша и венчик выполнены из нержавеющей стали, корпус, крюк и насадка для легкого теста - из алюминия, кувшин блендера - из стекла, мясорубка - из металла.</p>

<p><b>Комбайн:</b></p>

<ul>
<li>6 скоростей и импульсный режим</li>
<li>Литой крюк для замеса тяжелого теста</li>
<li>Литой венчик для замеса легкого теста</li>
<li>Венчик для замеса легкого теста и взбивания различных ингредиентов</li>
<li>Остановка двигателя при подъеме</li>
<li>Прозрачная крышка с отверстием для загрузки</li>
<li>Ручка управления с подсветкой</li>
<li>Быстросъёмный патрон для насадок</li>
<li>Нескользящие ножки на присосках</li>
</ul>

<p><b>Блендер: </b></p>

<ul>
<li>Мерная шкала и отверстие для заполнения в крышке</li>
<li>Съемный нож из нержавеющей стали с 4 лезвиями</li>
</ul>

<p><b>Мясорубка:</b></p>

<ul>
<li>3 диска из нержавеющей стали</li>
<li>Нож из нержавеющей стали</li>
<li>Насадка для колбас</li>
<li>4 насадки для печенья</li>
<li>Насадка для кеббе</li>
<li>Металлический лоток</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Загрузка теста: до 3,5 кг</li>
<li>Объем кувшина: 1,5 л</li>
</ul>",127721,220 В,1.5 кВт,253 мм,460 мм,580 мм,,Германия,,,0,https://entero.ru/manuals/140220/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-KM%201189.pdf,,,6.7 л,"серебристый, нерж. сталь"
https://cdn.entero.ru/mp@2x/fd/c3/fdc3e94eec088450969615564d710126.jpg;https://cdn.entero.ru/mp@2x/57/bb/57bb5c2b660a9e0e5631e73252042202.jpg;https://cdn.entero.ru/mp@2x/92/29/922912be32e85fa073b7fdaf08be4c8a.jpg,Комбайн кухонный Profi Cook PC-KM 1197 красный,PC-KM 1197 rot,18301,RUB,Да,,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/191480,"<p>Кухонный комбайн <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/191480""><b class=""b"">Profi Cook PC-KM 1197</b></a> предназначен для замеса теста, смешивания и взбивания различных продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена электронной регулировкой скорости и высокопроизводительным мотором с длительным сроком службы. Корпус выполнен из окрашенного алюминия, чаша и венчик - из нержавеющей стали, крюк и насадка для легкого теста - из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 скоростей и импульсный режим</li>
<li>Плавный старт</li>
<li>Литой крюк для замеса тяжелого теста</li>
<li>Литой крюк для замеса легкого теста</li>
<li>Венчик для замеса легкого теста и взбивания различных ингредиентов</li>
<li>Поворотный на 35° многофункциональный рычаг с механизмом разблокировки</li>
<li>Остановка двигателя при подъеме рычага</li>
<li>Прозрачная крышка для защиты от брызг с отверстием для загрузки</li>
<li>Поворотная ручка управления с подсветкой</li>
<li>Быстроразъёмный патрон для насадок</li>
<li>Нескользящие ножки на присосках</li>
<li>Эффекный красный цвет</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Загрузка теста: до 3 кг</li>
</ul>",191480,220 В,1.2 кВт,390 мм,230 мм,360 мм,,Китай,,,0,,19469,,5 л,красный
https://cdn.entero.ru/mp@2x/5e/7c/5e7ca239eede6eacf1f4df38581774d0.jpg;https://cdn.entero.ru/mp@2x/a8/57/a8576967dfa22c22b40d6cc66bd8b893.jpg;https://cdn.entero.ru/mp@2x/98/73/987331d0774df731c27a7b59bfe639a3.jpg;https://cdn.entero.ru/mp@2x/c1/ff/c1ff5d2f091a57e0ce8aae73c4bf83a9.jpg;https://cdn.entero.ru/mp@2x/81/dd/81ddfd8012fb4b9320369cb3231e5eb0.jpg;https://cdn.entero.ru/mp@2x/fc/dd/fcdd51d1deee1656e45518b8123abb9c.jpg;https://cdn.entero.ru/mp@2x/e4/0d/e40d370b3eb92d633d383ddd6e9f60df.jpg;https://cdn.entero.ru/mp@2x/6d/95/6d95dabcde065a56a5a657056b0878e1.jpg;https://cdn.entero.ru/mp@2x/9d/42/9d42cf59b8671b96fd4f03e2ba623c06.jpg;https://cdn.entero.ru/mp@2x/da/f0/daf0911870d0ef31bf1cd604aaf778f5.jpg;https://cdn.entero.ru/mp@2x/02/a3/02a354ab0055728e796a949b08e331e4.jpg,Комбайн кухонный Clatronic KM 3674 нерж. сталь,KM 3674 titan,31990,RUB,Да,,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/171767,"<p>Кухонный комбайн <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171767""><b class=""b"">Clatronic KM 3674</b></a> предназначен для замеса теста, смешивания, взбивания и измельчения различных продуктов в частных домах и квартирах. Модель оснащена ЖК-дисплеем с синей подсветкой, прозрачной защитной крышкой с отверстием для добавления продуктов и нескользящими ножками с присосками. Чаша и венчик выполнены из нержавеющей стали, крюк для теста и насадка для перемешивания - из литого алюминия, кувшин блендера - из стекла, мясорубка - из металла.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Венчик для взбивания</li>
<li>Крюк для теста</li>
<li>Насадка для перемешивания</li>
<li>3 стальных диска для измельчения</li>
<li>Насадка для колбас и сосисок</li>
<li>Насадка для печенья</li>
<li>3 насадки для макарон</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>10 скоростей </li>
<li>Импульсный режим</li>
<li>Электронный контроль скорости</li>
<li>Электронный таймер до 10 мин.</li>
<li>Плавный старт</li>
<li>Подъемная на 35° голова</li>
<li>Механизм блокировки головы</li>
<li>Система безопасности с предохранительными выключателями</li>
<li>Быстрозажимной патрон для насадок</li>
<li>Легко разбирается для мытья и очистки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Загрузка теста: до 3,5 кг</li>
<li>Объем кувшина: 1,5 л</li>
<li>Габариты в упаковке: 611х363х365 мм</li>
</ul>",171767,220 В,1.2 кВт,421 мм,293 мм,336 мм,,Германия,,,0,https://entero.ru/manuals/197924/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20KM%203674.pdf,33674,5.3 кг,6.2 л,"нерж. сталь, серый"
https://cdn.entero.ru/mp@2x/05/8c/058cbec0bcb9f13ff232910b1501b333.jpg;https://cdn.entero.ru/mp@2x/5d/46/5d46331c867991c60f859612f8f0ee54.jpg;https://cdn.entero.ru/mp@2x/67/36/6736e48cd08b1914732843caf4ccdf0b.jpg;https://cdn.entero.ru/mp@2x/39/cf/39cf5a9f11cb8d22c3ee7ec16491ac2c.jpg;https://cdn.entero.ru/mp@2x/90/0d/900db03d5e78463103e92e0b8c2e107f.jpg;https://cdn.entero.ru/mp@2x/b5/b9/b5b94cca66dbae166afd7b4f081f6916.jpg;https://cdn.entero.ru/mp@2x/29/d1/29d106e7d6b5949aa49a91d9c95c867d.jpg;https://cdn.entero.ru/mp@2x/5d/49/5d49e644e80b9bc7beaac5290a16a840.jpg;https://cdn.entero.ru/mp@2x/6d/6c/6d6c0526ab2a1489f5d4334c7abda194.jpg,Комбайн кухонный CASO KM 1800 Black-E,3156,37651,RUB,Да,CASO,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/278726,"<p>Кухонный комбайн <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278726"">CASO KM 1800 Black-E</a> </b>используется для нарезки и измельчения продуктов в частных домах, квартирах, отелях и офисах. Модель оснащена светодиодным дисплем с сенсорным управлением, большой чашей с ручкой из нержавеющей стали и защитой от брызг с отверстием для добавления продуктов. Корпус выполнен из литого алюминия, чаша - из стекла.</p>

<p>В комплект поставки входят крюк для тяжелого теста с антипригарным покрытием, насадка для лёгкого теста и перемешивания, венчик для взбивания, лопаточка для теста из силикона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Планетарная система перемешивания</li>
<li>10 уровней скорости</li>
<li>Функция таймера с автоматической остановкой</li>
<li>Прочные присоски для устойчивости</li>
<li>Чашу и аксессуары в комплекте можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет корпуса: черный матовый</li>
</ul>

<p><b>Дополнительные опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/278732"">Мясорубка</a></li>
<li><a href=""https://entero.ru/item/285335"">Овощерезка</a></li>
<li><a href=""https://entero.ru/item/278741"">Пастамейкер</a></li>
</ul>",278726,220 В,1.8 кВт,380 мм,205 мм,350 мм,,Китай,,,0,https://entero.ru/manuals/343872/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20KM%201800%20Black-E%20%28%D0%B0%D0%BD%D0%B3%D0%BB%29.pdf,,7.2 кг,6 л,черный
https://cdn.entero.ru/mp@2x/98/72/9872623adaa1bc45c84b9c02ef6952ba.jpg;https://cdn.entero.ru/mp@2x/43/a2/43a226ed5d7824788a090425fbcb245e.jpg;https://cdn.entero.ru/mp@2x/42/b8/42b8b8fc6861284463e77f9eab18b3d9.jpg,Комбайн кухонный CASO KM1200 Chef,KM 1200 Chef,48841,RUB,Да,CASO,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/93773,"<p>Кухонный комбайн <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93773"">CASO KM1200 Chef</a></b> используется для нарезки и измельчения продуктов в частных домах, квартирах, отелях и офисах. Модель оснащена LED-дисплеем и крышкой для защиты от брызг с отверстием для добавления продуктов. Корпус выполнен из литого алюминия, чаша - из нержавеющей стали, шестерни - из металла.</p>

<p>В комплект поставки входят насадка-терка, венчик для взбивания, крюк и насадка для перемешивания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Планетарная система перемешивания</li>
<li>Регулировка скорости</li>
<li>Импульсный режим</li>
<li>LED-подсветка</li>
</ul>

<p> </p>",93773,220 В,1.2 кВт,445 мм,505 мм,310 мм,,Китай,,,0,https://entero.ru/manuals/81806/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20KM1200%20Chef.pdf,,10.5 кг,3.6 л,металл
https://cdn.entero.ru/mp@2x/05/0f/050f558e58ab246ac2f611c5434c509a.jpg;https://cdn.entero.ru/mp@2x/1e/63/1e632693c62f5abb50bba7492b0060ad.jpg;https://cdn.entero.ru/mp@2x/5d/7f/5d7fe223405edc7360ca43231cf8ee37.jpg;https://cdn.entero.ru/mp@2x/2f/8a/2f8a117e20141c91003c18c8a54ca5b4.jpg;https://cdn.entero.ru/mp@2x/95/3e/953ea612bff37251606adf773a3cb2bd.jpg;https://cdn.entero.ru/mp@2x/4a/f3/4af32396de8570c64990ab76e6acf968.jpg,Комбайн кухонный Profi Cook PC-KM 1096,Комбайн кухонный Profi Cook PC-KM 1096,51073,RUB,Да,,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/149507,"<p>Кухонный комбайн <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149507"">Profi Cook PC-KM 1096</a></b> предназначен для замеса теста, смешивания и взбивания различных продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена электронным регулятором скорости, ЖК дисплеем и высокопроизводительным мотором с длительным сроком службы. Чаша и венчик выполнены из нержавеющей стали, корпус и крюк для перемешивания - из литого под давлением алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 скоростей и импульсный режим</li>
<li>Прочный металлический редуктор</li>
<li>Двойной крюк для замеса тяжелого теста</li>
<li>Крюк для перемешивания и замеса более легкого теста</li>
<li>Венчик для замеса легкого теста и взбивания различных ингредиентов</li>
<li>Плавный пуск</li>
<li>Электронный таймер</li>
<li>Чаша с ручками по бокам</li>
<li>Прозрачная крышка для защиты от брызг с отверстием для загрузки</li>
<li>Крышку можно мыть в ПММ</li>
<li>Поворотный многофункциональный рычаг с механизмом разблокировки (35°)</li>
<li>Предохранительный выключатель (остановка, при сложенном рычаге)</li>
<li>Нескользящие ножки на присосках</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Загрузка чаши: до 7,5 кг</li>
</ul>",149507,220 В,1.5 кВт,167 мм,437 мм,420 мм,,Германия,,,0,https://entero.ru/manuals/177154/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-KM%201096.pdf,54333,,10 л,"нерж. сталь, серебристый"
https://cdn.entero.ru/mp@2x/15/f5/15f5855fdcab8d607f4af5e27e87c7b5.jpg;https://cdn.entero.ru/mp@2x/c2/ce/c2ce51447bd248869e90e7e2da03d4b6.jpg;https://cdn.entero.ru/mp@2x/fd/0e/fd0e289c853fdc90e9acff7ca59a106d.jpg;https://cdn.entero.ru/mp@2x/2f/86/2f8674d9aa7d83cd72165bfe9b2bddf2.jpg;https://cdn.entero.ru/mp@2x/cd/b4/cdb45cc643ab97b37b59373c780e0760.jpg;https://cdn.entero.ru/mp@2x/9f/78/9f7884b6d5f3b24b4a03eb8c92ab896f.jpg;https://cdn.entero.ru/mp@2x/34/6b/346ba9dcc023c3ab2c5190d18b22a2bf.jpg;https://cdn.entero.ru/mp@2x/51/ae/51ae70196f3d4a5a8e8b09bb4778da77.jpg;https://cdn.entero.ru/mp@2x/e7/68/e7689777a33b25eb90545cc283f67369.jpg;https://cdn.entero.ru/mp@2x/b9/6b/b96b8e7fab936cd5cee43187d561664d.jpg;https://cdn.entero.ru/mp@2x/00/59/005944a2088fb415e2263a20d16eced7.jpg;https://cdn.entero.ru/mp@2x/11/ea/11ea683414c3ec0c9168c6d2f4f656b3.jpg;https://cdn.entero.ru/mp@2x/42/c2/42c21c0c90a1d9750c23cdbbed2e938e.jpg,"Кухонный миникомбайн KitchenAid 5KFC0516EAC 1,2 л кремовый",5KFC0516EAC,14990,RUB,Да,KitchenAid,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/372838,"<p>Кухонный миникомбайн <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372838""><b class=""b"">KitchenAid 5KFC0516EAC</b></a> предназначен для измельчения, смешивания, взбивания, нарезки и шинковки различных пищевых продуктов в домашних условиях. Модель оснащена электродвигателем постоянного тока, кабелем питания с вилкой и горизонтальной рычажной рукояткой управления. Корпус обтекаемой формы круглого сечения выполнен из пластика с поверхностью оттенка миндальный крем (Almond Cream) и декоративной серебристой полосой с логотипом по периметру верхней части, чаша и крышка – из ударопрочного пластика без содержания бисфенола А (BPA), адаптер привода, база многофункционального ножа и венчик – из ударопрочного черного полимера, лезвия мультифункционального ножа – из высококачественной нержавеющей стали, основание прибора, обод крышки и рукоятка чаши – из черного полимера с матовой поверхностью.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемные аксессуары:
<ul>
<li>Мультифункциональный S-образный с 2 острыми лезвиями на разных уровнях высоты</li>
<li>Венчик с волнообразной рабочей плоскостью для взбивания</li>
<li>Адаптер привода</li>
<li>Чаша круглого сечения с фиксатором адаптера привода в основании, дугообразной рукояткой и интегрированным в кромку изливом</li>
<li>Куполообразная крышка:
<ul>
<li>Обод для фиксации на горловине чащи</li>
<li>Круглая загрузочная горловина</li>
<li>Интегрированная рукоятка с удобно расположенной клавишей управления и анатомическим углублением</li>
</ul>
</li>
</ul>
</li>
<li>Инструкция по эксплуатации</li>
<li>Гарантийный талон</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Управление:
<ul>
<li>Выбор скорости с помощью рычажной рукоятки:
<ul>
<li>Низкая</li>
<li>Высокая</li>
</ul>
</li>
<li>Импульсный режим: импульсы необходимой длительности с ручной регулировкой путем удерживания и отпускания клавиши на рукоятке крышки чаши</li>
</ul>
</li>
<li>Плавный запуск для минимизации вспенивания и разбрызгивания смеси, износа двигателя и привода</li>
<li>Прозрачные чаша и загрузочная крышка для визуального контроля процесса</li>
<li>Автоматическое отключение при перегреве двигателя</li>
<li>Надежная фиксация основания чаши на стержне привода и пазах корпуса</li>
<li>Быстрые установка и демонтаж аксессуаров</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Легкость очистки аксессуаров с возможностью мойки в посудомоечной машине</li>
<li>Компактное хранение аксессуаров на корпусе прибора</li>
<li>Отсек в основании для компактной смотки кабеля</li>
<li>Малые габариты и вес для оптимизации пространства и удобства транспортировки</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения двигателя соответственно режиму:
<ul>
<li>Низкая скорость: 2450 об/мин.</li>
<li>Высокая скорость: 3450 об/мин.</li>
</ul>
</li>
<li>Длина кабеля питания: 900 мм</li>
</ul>",372838,220 В,0.24 кВт,178 мм,160 мм,254 мм,1.4 кг,,1,183x183x295 мм,0,https://entero.ru/manuals/500173/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KitchenAid%205KFC0516EAC.pdf,,,1.19 л,кремовый
https://cdn.entero.ru/mp@2x/66/2b/662b393ea30d0427e51d32d320877884.jpg;https://cdn.entero.ru/mp@2x/8f/0c/8f0c08538900bd7ed80b1c63c38ea27d.jpg;https://cdn.entero.ru/mp@2x/92/f3/92f3271da82f1f7639036ca382a67173.jpg;https://cdn.entero.ru/mp@2x/47/77/4777c16ec866c7f66772940b8b878a39.jpg;https://cdn.entero.ru/mp@2x/45/90/4590ce65b1ef2f457bcdb1af686811bc.jpg;https://cdn.entero.ru/mp@2x/f2/17/f217d35e082d0439c2597eac495f4f05.jpg;https://cdn.entero.ru/mp@2x/49/73/4973a52ffa13b1b17a248d90cc33bd13.jpg;https://cdn.entero.ru/mp@2x/ac/d7/acd7caa20ef8ac922c9ab57f52c431db.jpg;https://cdn.entero.ru/mp@2x/3c/53/3c5301125827d4038743454cef0cfa8a.jpg;https://cdn.entero.ru/mp@2x/b3/b7/b3b7397cefe9466d69e68f423d9c9459.jpg;https://cdn.entero.ru/mp@2x/a1/f0/a1f03cb8e6ae1bf0a31526b8cba25868.jpg;https://cdn.entero.ru/mp@2x/4f/6f/4f6f4694745a2a91814cf36169e08e22.jpg;https://cdn.entero.ru/mp@2x/a5/64/a564b91ac080d32fa0ae68e33f8a2496.jpg;https://cdn.entero.ru/mp@2x/c5/a9/c5a9aaea6e314cf29b3b4b7d0998c284.jpg,"Кухонный миникомбайн KitchenAid 5KFC0516EBM 1,2 л матовый черный",5KFC0516EBM,14990,RUB,Да,KitchenAid,Бытовая техника,Техника для кухни,Комбайны,https://entero.ru/item/372839,"<p>Кухонный миникомбайн <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372839""><b class=""b"">KitchenAid 5KFC0516EBM</b></a> предназначен для измельчения, смешивания, взбивания, нарезки и шинковки различных пищевых продуктов в домашних условиях. Модель оснащена электродвигателем постоянного тока, кабелем питания с вилкой и горизонтальной рычажной рукояткой управления. Корпус обтекаемой формы круглого сечения выполнен из пластика с матовой поверхностью черного цвета (Black Matte) и декоративной серебристой полосой с логотипом по периметру верхней части, чаша и крышка – из ударопрочного пластика без содержания бисфенола А (BPA), адаптер привода, база многофункционального ножа и венчик – из ударопрочного черного полимера, лезвия мультифункционального ножа – из высококачественной нержавеющей стали, основание прибора, обод крышки и рукоятка чаши – из черного полимера с матовой поверхностью.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемные аксессуары:
<ul>
<li>Мультифункциональный S-образный с 2 острыми лезвиями на разных уровнях высоты</li>
<li>Венчик с волнообразной рабочей плоскостью для взбивания</li>
<li>Адаптер привода</li>
<li>Чаша круглого сечения с фиксатором адаптера привода в основании, дугообразной рукояткой и интегрированным в кромку изливом</li>
<li>Куполообразная крышка:
<ul>
<li>Обод для фиксации на горловине чащи</li>
<li>Круглая загрузочная горловина</li>
<li>Интегрированная рукоятка с удобно расположенной клавишей управления и анатомическим углублением</li>
</ul>
</li>
</ul>
</li>
<li>Инструкция по эксплуатации</li>
<li>Гарантийный талон</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Управление:
<ul>
<li>Выбор скорости с помощью рычажной рукоятки:
<ul>
<li>Низкая</li>
<li>Высокая</li>
</ul>
</li>
<li>Импульсный режим: импульсы необходимой длительности с ручной регулировкой путем удерживания и отпускания клавиши на рукоятке крышки чаши</li>
</ul>
</li>
<li>Плавный запуск для минимизации вспенивания и разбрызгивания смеси, износа двигателя и привода</li>
<li>Прозрачные чаша и загрузочная крышка для визуального контроля процесса</li>
<li>Автоматическое отключение при перегреве двигателя</li>
<li>Надежная фиксация основания чаши на стержне привода и пазах корпуса</li>
<li>Быстрые установка и демонтаж аксессуаров</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Легкость очистки аксессуаров с возможностью мойки в посудомоечной машине</li>
<li>Компактное хранение аксессуаров на корпусе прибора</li>
<li>Отсек в основании для компактной смотки кабеля</li>
<li>Малые габариты и вес для оптимизации пространства и удобства транспортировки</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения двигателя соответственно режиму:
<ul>
<li>Низкая скорость: 2450 об/мин.</li>
<li>Высокая скорость: 3450 об/мин.</li>
</ul>
</li>
<li>Длина кабеля питания: 900 мм</li>
</ul>",372839,220 В,0.24 кВт,178 мм,160 мм,254 мм,1.4 кг,,1,183x183x295 мм,0,https://entero.ru/manuals/500172/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KitchenAid%205KFC0516EBM.pdf,15779,,1.19 л,черный
