Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Остаток
https://cdn.entero.ru/mp@2x/7f/2e/7f2e2cc041a5a849ba87e454d55c1a51.jpg;https://cdn.entero.ru/mp@2x/61/b5/61b5e662267f0cf7f4596b34ad7c5461.jpg;https://cdn.entero.ru/mp@2x/78/14/7814637ee9bd482910db5bfa54a3410a.jpg;https://cdn.entero.ru/mp@2x/d4/9d/d49d1e9b8f343ecf3b29ca2d232f32f8.jpg,Поверхность для барбекю Lofra Fry Top,Поверхность для барбекю Lofra Fry Top,24900,RUB,Да,Lofra,Бытовая техника,Крупная бытовая техника,Барбекю,https://entero.ru/item/120358,"<p>Поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120358"">Lofra Fry Top</a></b> используется для приготовления барбекю из мяса, птицы, рыбы и овощей в домашних условиях. Модель предназначена для совместного использования с газовыми плитами Lofra. Изделие выполнено из чугуна.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Ребристая поверхность</li>
<li>Легко устанавливается и снимается с варочной панели</li>
<li>Подходит ко всем газовым плитам Lofra</li>
<li>Легко моется и чистится</li>
</ul>",120358,0
