Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Цвет,Тип управления,Решетка для булочек,Количество отделений,Количество тостов,Функция размораживания,Поддон для крошек,Одностороннее обжаривание
https://cdn.entero.ru/mp@2x/41/fd/41fd1d7f52cedc6898a7dddecfb39f95.jpg;https://cdn.entero.ru/mp@2x/1c/0a/1c0aaf5a7c0485b31c96f776bb2511ce.jpg;https://cdn.entero.ru/mp@2x/e6/39/e639967499870be4e5fc119b81d99402.jpg;https://cdn.entero.ru/mp@2x/2a/98/2a98e1ac564c12af351134c230a2ca33.jpg;https://cdn.entero.ru/mp@2x/c0/be/c0bed0298bd901ee9c495ca754c02298.jpg;https://cdn.entero.ru/mp@2x/ee/08/ee083f9f569b41d8ebf70937b4860255.jpg,Тостер Graef TO 92,TO92EU,12191,RUB,Да,,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/265140,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265140"">Graef TO 92</a></b> предназначен для обжаривания ломтиков тостового хлеба в частных домах, квартирах, отелях и офисах. Модель оснащена 1 длинным слотом, подъемным механизмом для извлечения хлеба и выдвижным лотком для крошек. Теплоизолированный корпус выполнен из нержавеющей стали и алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>6 степеней поджаривания</li>
<li>Центрирование ломтиков</li>
<li>Функция размораживания</li>
<li>Кнопка Стоп</li>
<li>Защитное отключение при застревании ломтика</li>
</ul>",265140,220 В,0.88 кВт,380 мм,115 мм,180 мм,,Китай,,,0,https://entero.ru/manuals/328290/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20TO%2092.pdf,,,3 кг,Германия,черный,,есть,1,2,есть,есть,
https://cdn.entero.ru/mp@2x/11/c4/11c4483b6c26930966f3b4b5ad3a483f.jpg;https://cdn.entero.ru/mp@2x/cd/e6/cde692d773af83b713d7b845e6de145b.jpg;https://cdn.entero.ru/mp@2x/bf/f0/bff051e64f89d6a7a9a281514411b523.jpg;https://cdn.entero.ru/mp@2x/f5/cf/f5cf3e1d52baa5863775aded88d42672.jpg;https://cdn.entero.ru/mp@2x/e8/62/e862a64706417225560bf404d5dbf889.jpg;https://cdn.entero.ru/mp@2x/88/14/8814a0a4d8395726184a4eb22b28f2cb.jpg;https://cdn.entero.ru/mp@2x/71/e0/71e0ac7c8188ea6b42c758a1c97269c6.jpg,Тостер CASO Inox2,Inox 2 / Inox²,13930,RUB,Да,CASO,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/117021,"<p>Тостер<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117021""><b class=""b""> CASO Inox² </b></a>предназначен для обжаривания ломтиков тостового хлеба в частных домах, квартирах, отелях и офисах. Модель оснащена ЖК-дисплеем с индикацией степеней прожарки. Корпус выполнен из нержавеющей стали с хромированными вставками.</p>

<p>В комплект поставки входят решетка и лоток для крошек.</p>

<p><b>Особенности: </b></p>

<ul>
<li>9 степеней прожарки</li>
<li>Таймер обратного отсчета</li>
<li>Функции размораживания, остановки и подогрева</li>
<li>Автоматическое отключение</li>
</ul>",117021,220 В,1.05 кВт,240 мм,195 мм,200 мм,,Китай,,,0,https://entero.ru/manuals/117929/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Inox%C2%B2%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,1.7 кг,Германия,серебряный,,есть,2,2,есть,,
https://cdn.entero.ru/mp@2x/44/db/44db909e3c2b9a8fb9912cf790b1286d.jpg;https://cdn.entero.ru/mp@2x/e4/26/e42636fd83beadfc3dd529649fa3524f.jpg;https://cdn.entero.ru/mp@2x/e8/eb/e8eb3e3f53fccbe07f5ffb8758c9801f.jpg,Тостер Graef TO 102,TO102EU,14419,RUB,Да,,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/265111,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265111"">Graef TO 102</a></b> предназначен для обжаривания ломтиков тостового хлеба в частных домах, квартирах, отелях и офисах. Модель оснащена 2 длинными слотами, подъемным механизмом для извлечения хлеба и выдвижным лотком для крошек. Теплоизолированный корпус выполнен из нержавеющей стали и алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>6 степеней поджаривания</li>
<li>Центрирование ломтиков</li>
<li>Функция размораживания</li>
<li>Кнопка Стоп</li>
<li>Защитное отключение при застревании ломтика</li>
<li>Длинный сетевой кабель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер слота: 260х30х130 мм</li>
<li>Размер тоста: 110 мм</li>
</ul>",265111,220 В,1.38 кВт,380 мм,155 мм,190 мм,,Китай,,,0,https://entero.ru/manuals/328215/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20TO%20102.pdf,,,2.94 кг,Германия,черный,,есть,2,4,есть,есть,
https://cdn.entero.ru/mp@2x/24/25/24256d869113ea8ff7c56f0ecdae664c.jpg;https://cdn.entero.ru/mp@2x/d8/de/d8dedbb33951cc911a0c478ba801c669.jpg;https://cdn.entero.ru/mp@2x/96/9c/969cd3cca9d7642fbd84124a914d5eb7.jpg;https://cdn.entero.ru/mp@2x/6b/45/6b45a5e899da15586ed291c6f2e1ecde.jpg,Тостер Graef TO 90,TO90EU,15708,RUB,Да,,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/265138,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265138"">Graef TO 90</a></b> предназначен для обжаривания ломтиков тостового хлеба в частных домах, квартирах, отелях и офисах. Модель оснащена 1 длинным слотом, подъемным механизмом для извлечения хлеба и выдвижным лотком для крошек. Теплоизолированный корпус выполнен из нержавеющей стали и алюминия. </p>

<p><b>Особенности:</b></p>

<ul>
<li>6 степеней поджаривания</li>
<li>Центрирование ломтиков</li>
<li>Функция размораживания</li>
<li>Кнопка Стоп</li>
<li>Защитное отключение при застревании ломтика</li>
</ul>",265138,220 В,0.88 кВт,380 мм,115 мм,180 мм,,Китай,,,0,https://entero.ru/manuals/328288/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20TO%2090.pdf,16363,,3 кг,Германия,серебряный,,есть,1,2,есть,есть,
https://cdn.entero.ru/mp@2x/eb/9c/eb9cbd099fb22190563761a585fbe6f4.jpg;https://cdn.entero.ru/mp@2x/14/19/141902bed6beea0947e5259f24fd2654.jpg;https://cdn.entero.ru/mp@2x/b8/b1/b8b16c903cbe22f68bee1e667ab0ec13.jpg;https://cdn.entero.ru/mp@2x/ae/c3/aec321251016df325cbe90d804859e14.jpg;https://cdn.entero.ru/mp@2x/bc/2c/bc2c88b731786315e83808630685408f.jpg;https://cdn.entero.ru/mp@2x/3b/b4/3bb49edbaf8743b70a8a22a7fbff56db.jpg,Тостер SMEG TSF01BLEU,8017709187002,17990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/52889,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52889""><b class=""b"">Smeg TSF01BLEU</b></a> используется для обжаривания ломтиков тостового хлеба. С помощью дополнительно приобретаемых держателей тостер также можно применять для подогрева булочек или сэндвичей. Прибор отличается уникальным дизайном благодаря исполнению в стиле 50-х годов. </p>

<p>В комплект поставки входит съемный поддон из нержавеющей стали для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней поджаривания</li>
<li>3 режима работы: подогрев, размораживание, багель (поджаривание только с внешней стороны)</li>
<li>Управление при помощи скользящего рычага (начало цикла), кнопок с подсветкой (активация функций) и поворотного переключателя с подсветкой (регулировка уровня поджаривания)</li>
<li>Автоматическое выбрасывание тостов</li>
<li>Нескользящие ножки</li>
<li>Корпус и рычаг из нержавеющей стали</li>
<li>Основание и верхняя часть из пластика цвета полированного хрома</li>
<li>Переключатель и кнопки из пластика</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина отделения для тостов: 36 мм</li>
<li>Длина кабеля: 1000 мм</li>
<li>Габариты в упаковке: 366х224х248 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Держатель для сэндвичей <a href=""https://entero.ru/item/101381"">TSSR01</a></li>
<li>
<p>Решетка для подогрева булочек <a href=""https://entero.ru/item/101379"">TSBW01</a></p>
</li>
</ul>",52889,220 В,0.95 кВт,325 мм,195 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/143967/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20TSF01BLEU.pdf;https://entero.ru/manuals/143966/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20TSF01BLEU.pdf;https://entero.ru/manuals/143963/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%B5%D0%BB%D0%BA%D0%BE%D0%B9%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG.pdf;https://entero.ru/manuals/143968/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG%202019-2020.pdf,19138,https://vk.com/video_ext.php?oid=-177656185&id=456239891&hd=2&autoplay=0,2.4 кг,,черный,механическое,опция,2,2,есть,есть,есть
https://cdn.entero.ru/mp@2x/00/c8/00c8f46bae6d8433d4492982282e27f5.jpg;https://cdn.entero.ru/mp@2x/40/de/40de5f4753ee53032c96ee8fe0172a41.jpg;https://cdn.entero.ru/mp@2x/ce/1b/ce1b7c56dca316714d124ad8ed1488a0.jpg;https://cdn.entero.ru/mp@2x/4f/07/4f079b2aee39f29ce53793265a4e7861.jpg;https://cdn.entero.ru/mp@2x/77/f4/77f4cbf03e114be2d07d00498e9fa233.jpg;https://cdn.entero.ru/mp@2x/2d/30/2d30b8d58381d394a3dfddd4b6ad407f.jpg,Тостер SMEG TSF01PBEU,8017709189099,17990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/52932,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52932""><b class=""b"">Smeg TSF01PBEU</b></a> используется для обжаривания ломтиков тостового хлеба. С помощью дополнительно приобретаемых держателей тостер также можно применять для подогрева булочек или сэндвичей. Прибор отличается уникальным дизайном благодаря исполнению в стиле 50-х годов. </p>

<p>В комплект поставки входит съемный поддон из нержавеющей стали для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней поджаривания</li>
<li>3 режима работы: подогрев, размораживание, багель (поджаривание только с внешней стороны)</li>
<li>Управление при помощи скользящего рычага (начало цикла), кнопок с подсветкой (активация функций) и поворотного переключателя с подсветкой (регулировка уровня поджаривания)</li>
<li>Автоматическое выбрасывание тостов</li>
<li>Нескользящие ножки</li>
<li>Корпус и рычаг из нержавеющей стали</li>
<li>Основание и верхняя часть из пластика цвета полированного хрома</li>
<li>Переключатель и кнопки из пластика</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина отделения для тостов: 36 мм</li>
<li>Длина кабеля: 1000 мм</li>
<li>Габариты в упаковке: 366х224х248 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Держатель для сэндвичей <a href=""https://entero.ru/item/101381"">TSSR01</a></li>
<li>
<p>Решетка для подогрева булочек <a href=""https://entero.ru/item/101379"">TSBW01</a></p>
</li>
</ul>",52932,220 В,0.95 кВт,325 мм,195 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/143916/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20TSF01PBEU.pdf;https://entero.ru/manuals/143915/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20TSF01PBEU.pdf;https://entero.ru/manuals/143914/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%B5%D0%BB%D0%BA%D0%BE%D0%B9%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG.pdf;https://entero.ru/manuals/143917/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG%202019-2020.pdf,19138,https://vk.com/video_ext.php?oid=-177656185&id=456239891&hd=2&autoplay=0,2.4 кг,,голубой,механическое,опция,2,2,есть,есть,есть
https://cdn.entero.ru/mp@2x/84/c8/84c88516e9263d08eb61cd99fae68be7.jpg;https://cdn.entero.ru/mp@2x/83/38/83382e5c48f1ab1ae141702b79323b9a.jpg;https://cdn.entero.ru/mp@2x/bb/a9/bba92257c5e37565dc0159a437927fd1.jpg;https://cdn.entero.ru/mp@2x/ef/e5/efe585384b7207fc51853e6b38838e28.jpg;https://cdn.entero.ru/mp@2x/fc/9c/fc9c9db0060fe93cacfd70dd86d144ad.jpg;https://cdn.entero.ru/mp@2x/0e/e3/0ee3f5b4e1161f054e09faf30bdddfa0.jpg;https://cdn.entero.ru/mp@2x/d2/6a/d26a3569f3a43344147763289593e781.jpg;https://cdn.entero.ru/mp@2x/d3/16/d3164108ec6bcca93734b22d08c65783.jpg;https://cdn.entero.ru/mp@2x/51/20/51209314bc05657b7be66508578fbbae.jpg,Тостер SMEG TSF01PGEU,8017709189051,17990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/52933,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52933""><b class=""b"">Smeg TSF01PGEU</b></a> используется для обжаривания ломтиков тостового хлеба. С помощью дополнительно приобретаемых держателей тостер также можно применять для подогрева булочек или сэндвичей. Прибор отличается уникальным дизайном благодаря исполнению в стиле 50-х годов. </p>

<p>В комплект поставки входит съемный поддон из нержавеющей стали для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней поджаривания</li>
<li>3 режима работы: подогрев, размораживание, багель (поджаривание только с внешней стороны)</li>
<li>Управление при помощи скользящего рычага (начало цикла), кнопок с подсветкой (активация функций) и поворотного переключателя с подсветкой (регулировка уровня поджаривания)</li>
<li>Автоматическое выбрасывание тостов</li>
<li>Нескользящие ножки</li>
<li>Корпус и рычаг из нержавеющей стали</li>
<li>Основание и верхняя часть из пластика цвета полированного хрома</li>
<li>Переключатель и кнопки из пластика</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина отделения для тостов: 36 мм</li>
<li>Длина кабеля: 1000 мм</li>
<li>Габариты в упаковке: 366х224х248 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Держатель для сэндвичей <a href=""https://entero.ru/item/101381"">TSSR01</a></li>
<li>
<p>Решетка для подогрева булочек <a href=""https://entero.ru/item/101379"">TSBW01</a></p>
</li>
</ul>",52933,220 В,0.95 кВт,325 мм,195 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/143920/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20TSF01PGEU.pdf;https://entero.ru/manuals/143918/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20TSF01PGEU.pdf;https://entero.ru/manuals/143919/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%B5%D0%BB%D0%BA%D0%BE%D0%B9%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG.pdf;https://entero.ru/manuals/143921/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG%202019-2020.pdf,19554,https://vk.com/video_ext.php?oid=-177656185&id=456239891&hd=2&autoplay=0,2.4 кг,,зеленый,механическое,опция,2,2,есть,есть,есть
https://cdn.entero.ru/mp@2x/ab/99/ab998c26b95e6db2eed504f3674a3f62.jpg;https://cdn.entero.ru/mp@2x/b7/a9/b7a97ea224548a658d260a4d29360919.jpg;https://cdn.entero.ru/mp@2x/b3/91/b3913f6d79858e0c900c789359365edf.jpg;https://cdn.entero.ru/mp@2x/61/15/6115b93abbdee5be460ac4febcffe70d.jpg;https://cdn.entero.ru/mp@2x/f3/95/f395811b5dd89f38517de47760b75de4.jpg;https://cdn.entero.ru/mp@2x/4b/f0/4bf0c28d52da83d49734923b14ffa0b7.jpg;https://cdn.entero.ru/mp@2x/7c/e9/7ce9ef09fe5e021d498909f5668a80ac.jpg;https://cdn.entero.ru/mp@2x/69/07/69079c94be9c182ece692fbd3f02a665.jpg,Тостер SMEG TSF01WHMEU,8017709290672,18890,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/129532,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129532""><b class=""b"">Smeg TSF01WHMEU</b></a> используется для обжаривания ломтиков тостового хлеба. С помощью дополнительно приобретаемых держателей тостер также можно применять для подогрева булочек или сэндвичей. Прибор отличается уникальным дизайном благодаря исполнению в стиле 50-х годов. </p>

<p>В комплект поставки входит съемный поддон из нержавеющей стали для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней поджаривания</li>
<li>3 режима работы: подогрев, размораживание, багель (поджаривание только с внешней стороны)</li>
<li>Управление при помощи скользящего рычага (начало цикла), кнопок с подсветкой (активация функций) и поворотного переключателя с подсветкой (регулировка уровня поджаривания)</li>
<li>Автоматическое выбрасывание тостов</li>
<li>Нескользящие ножки</li>
<li>Корпус и рычаг из нержавеющей стали</li>
<li>Основание и верхняя часть из пластика цвета полированного хрома</li>
<li>Переключатель и кнопки из пластика</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина отделения для тостов: 36 мм</li>
<li>Длина кабеля: 1000 мм</li>
<li>Габариты в упаковке: 366х224х248 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Держатель для сэндвичей <a href=""https://entero.ru/item/101381"">TSSR01</a></li>
<li>
<p>Решетка для подогрева булочек <a href=""https://entero.ru/item/101379"">TSBW01</a></p>
</li>
</ul>",129532,220 В,0.95 кВт,325 мм,195 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/143393/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20TSF01WHMEU.pdf;https://entero.ru/manuals/143387/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20TSF01WHMEU.pdf;https://entero.ru/manuals/143389/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%B5%D0%BB%D0%BA%D0%BE%D0%B9%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG.pdf;https://entero.ru/manuals/143390/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG%202019-2020.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239891&hd=2&autoplay=0,2.4 кг,,белый матовый,механическое,опция,2,2,есть,есть,есть
https://cdn.entero.ru/mp@2x/47/2f/472f07d04d86c5a713e81a0081529cfe.jpg;https://cdn.entero.ru/mp@2x/40/8a/408abdbf8d74606601cff0581ad92f60.jpg;https://cdn.entero.ru/mp@2x/04/09/0409360f9913587dcbb740b61c043788.jpg;https://cdn.entero.ru/mp@2x/29/87/2987b1a5a8829f60564aea8a7e28905f.jpg;https://cdn.entero.ru/mp@2x/67/a0/67a01b11a9b6cdf0f1992f562049eb02.jpg,Тостер SMEG TSF01CREU,8017709186920,19990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/52931,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52931""><b class=""b"">Smeg TSF01CREU</b></a> используется для обжаривания ломтиков тостового хлеба. С помощью дополнительно приобретаемых держателей тостер также можно применять для подогрева булочек или сэндвичей. Прибор отличается уникальным дизайном благодаря исполнению в стиле 50-х годов. </p>

<p>В комплект поставки входит съемный поддон из нержавеющей стали для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней поджаривания</li>
<li>3 режима работы: подогрев, размораживание, багель (поджаривание только с внешней стороны)</li>
<li>Управление при помощи скользящего рычага (начало цикла), кнопок с подсветкой (активация функций) и поворотного переключателя с подсветкой (регулировка уровня поджаривания)</li>
<li>Автоматическое выбрасывание тостов</li>
<li>Нескользящие ножки</li>
<li>Корпус и рычаг из нержавеющей стали</li>
<li>Основание и верхняя часть из пластика цвета полированного хрома</li>
<li>Переключатель и кнопки из пластика</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина отделения для тостов: 36 мм</li>
<li>Длина кабеля: 1000 мм</li>
<li>Габариты в упаковке: 366х224х248 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Держатель для сэндвичей <a href=""https://entero.ru/item/101381"">TSSR01</a></li>
<li>
<p>Решетка для подогрева булочек <a href=""https://entero.ru/item/101379"">TSBW01</a></p>
</li>
</ul>",52931,220 В,0.95 кВт,325 мм,195 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/143980/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20TSF01CREU.pdf;https://entero.ru/manuals/143979/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20TSF01CREU.pdf;https://entero.ru/manuals/143981/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%B5%D0%BB%D0%BA%D0%BE%D0%B9%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG.pdf;https://entero.ru/manuals/143982/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG%202019-2020.pdf,21495,https://vk.com/video_ext.php?oid=-177656185&id=456239891&hd=2&autoplay=0,2.4 кг,,кремовый,механическое,опция,2,2,есть,есть,есть
https://cdn.entero.ru/mp@2x/c0/c5/c0c57ad2f859a27988fae4b6d513c0b9.jpg;https://cdn.entero.ru/mp@2x/18/d2/18d2e7dbdcb8985a67ee0d50c7e73839.jpg;https://cdn.entero.ru/mp@2x/ec/82/ec82c3737da625bc8843e1f3965a7052.jpg;https://cdn.entero.ru/mp@2x/a1/ce/a1ce7157328800852961ea8c9a57a0a0.jpg,Тостер SMEG TSF01PKEU,8017709189013,19990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Тостеры,https://entero.ru/item/52934,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52934""><b class=""b"">Smeg TSF01PKEU</b></a> используется для обжаривания ломтиков тостового хлеба. С помощью дополнительно приобретаемых держателей тостер также можно применять для подогрева булочек или сэндвичей. Прибор отличается уникальным дизайном благодаря исполнению в стиле 50-х годов. </p>

<p>В комплект поставки входит съемный поддон из нержавеющей стали для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней поджаривания</li>
<li>3 режима работы: подогрев, размораживание, багель (поджаривание только с внешней стороны)</li>
<li>Управление при помощи скользящего рычага (начало цикла), кнопок с подсветкой (активация функций) и поворотного переключателя с подсветкой (регулировка уровня поджаривания)</li>
<li>Автоматическое выбрасывание тостов</li>
<li>Нескользящие ножки</li>
<li>Корпус и рычаг из нержавеющей стали</li>
<li>Основание и верхняя часть из пластика цвета полированного хрома</li>
<li>Переключатель и кнопки из пластика</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина отделения для тостов: 36 мм</li>
<li>Длина кабеля: 1000 мм</li>
<li>Габариты в упаковке: 366х224х248 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Держатель для сэндвичей <a href=""https://entero.ru/item/101381"">TSSR01</a></li>
<li>
<p>Решетка для подогрева булочек <a href=""https://entero.ru/item/101379"">TSBW01</a></p>
</li>
</ul>",52934,220 В,0.95 кВт,325 мм,195 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/143909/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20TSF01PKEU.pdf;https://entero.ru/manuals/143907/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20TSF01PKEU.pdf;https://entero.ru/manuals/143906/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%B5%D0%BB%D0%BA%D0%BE%D0%B9%20%D0%B1%D1%8B%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG.pdf;https://entero.ru/manuals/143908/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8%20SMEG%202019-2020.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239891&hd=2&autoplay=0,2.4 кг,,розовый,механическое,опция,2,2,есть,есть,есть
