Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Вместимость бункера,Тип льда,Накопитель льда,Объем резервуара
https://cdn.entero.ru/mp@2x/b1/66/b16638d8ec27ac44b530d28f1a61c3b1.jpg;https://cdn.entero.ru/mp@2x/9c/ca/9ccaeced4c921bdc8d96e27b586a737c.jpg;https://cdn.entero.ru/mp@2x/02/4b/024b4bf25576f6432b149f67fbc0f2e1.jpg;https://cdn.entero.ru/mp@2x/ef/0a/ef0a66dc9feac52578a1d64b310bf790.jpg,Ледогенератор Clatronic EWB 3798 schwarz,263993,16113,RUB,Да,,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/339027,"<p>Льдогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339027"">Clatronic EWB 3798 schwarz</a></b> предназначен для производства <a href=""https://entero.ru/info/152"">кубикового льда</a>, используемого для охлаждения напитков в офисах, кемпингах и домашних условиях. Модель оснащена компрессорной системой охлаждения, расположенной сверху рабочей камерой, откидной крышкой, сетчатым фильтром, отверстием лоя слива воды, кабелем питания с вилкой, панелью управления и контрольными индикаторами. Корпус, контейнер и совок выполнены из пластика с черной поверхностью.</p>

<p>В комплект поставки входят перфорированный контейнер с ручками и совок для льда.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 варианта размеров кубиков </li>
<li>Функция самоочистки путем промывки контура чистой водой</li>
<li>Светодиодная индикация питания, выбранного размера кубиков, активации самоочистки, полного контейнера и недостатка воды в резервуаре ​</li>
<li>Смотровое окно в крышке для визуального контроля процесса</li>
<li>Eco Save: автоматическое отключение при заполнении контейнера для энергосбережения</li>
<li>Нескользящие опоры</li>
<li>Низкий уровень шума</li>
<li>Экологически безопасный хладагент R600a</li>
<li>Климатический класс: SN / N </li>
<li>Компактные габариты для удобства хранения</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Диапазон температуры окружающей среды: от 10 до 43 °С</li>
<li>Диапазон суточной производительности: от 8 до 10 кг</li>
<li>Длительность 1 цикла: до 10 мин.</li>
<li>Масса хладагента: 0,014 кг</li>
</ul>",339027,220 В,0.12 кВт,205 мм,265 мм,282 мм,,,,0,https://entero.ru/manuals/401833/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20EWB%203798.pdf,16961,,6.5 кг,Германия,Китай,от 0.3 до 0.42 кг/час,,пальчиковый,,1.1 л
https://cdn.entero.ru/mp@2x/99/46/994684a4e94c7ce2c237bbe082178f37.jpg;https://cdn.entero.ru/mp@2x/c1/54/c154273aaa452d4a339d97434331471c.jpg;https://cdn.entero.ru/mp@2x/12/ad/12ad921109dc83377438d1e203af1970.jpg;https://cdn.entero.ru/mp@2x/9c/a0/9ca0f6c6ab92b95ebf4b77cbdf73264b.jpg;https://cdn.entero.ru/mp@2x/26/c0/26c0bc4d4166599ac8a1d7292a54f1ee.jpg;https://cdn.entero.ru/mp@2x/00/4d/004d07b48fc3b47db90fee22548b8127.jpg;https://cdn.entero.ru/mp@2x/69/93/6993536f5a982c2cb99cc28fce3a142f.jpg,Льдогенератор CASO IceChef Compact,3401,21903,RUB,Да,CASO,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/359507,"<p>Льдогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359507"">CASO IceChef Compact</a></b> предназначен для производства <a href=""http://entero.ru/info/152"">пальчикового льда</a>, используемого для охлаждения напитков в офисах, кемпингах и домашних условиях. Модель оснащена компрессорной системой охлаждения, расположенной сверху рабочей камерой откидной крышкой, кабелем питания с вилкой, панелью управления с нажимными функциональными кнопками и контрольными индикаторами. Корпус выполнен из черного пластика с матовой поверхностью, рукоятка, контейнер и совок – из белого пластика.</p>

<p>В комплект поставки входят перфорированный контейнер с ручками, совок для льда, инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 варианта размеров кусочков льда</li>
<li>Функция самоочистки путем промывки контура чистой водой</li>
<li>Светодиодная индикация питания, выбранного размера льда, активации самоочистки, полного контейнера и недостатка воды в резервуаре </li>
<li>Звуковая сигнализация для оповещения о недостатке воды в резервуаре и завершении приготовления</li>
<li>Eco Save: автоматическое отключение при заполнении контейнера для энергосбережения</li>
<li>Полупрозрачная крышка для визуального контроля процесса</li>
<li>Складная рукоятка для удобства транспортировки</li>
<li>Нескользящие опоры</li>
<li>Низкий уровень шума</li>
<li>Экологически безопасный хладагент R600a</li>
<li>Климатический класс: SN / N</li>
<li>Компактные габариты для оптимизации пространства и удобства хранения</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды: от 10 до 32 °С</li>
<li>Диапазон суточной производительности: от 8 до 12 кг</li>
<li>Максимальный уровень звукового давления (A): 43 дБ</li>
<li>Диапазон длительности 1 цикла: от 6 до 13 мин.</li>
</ul>",359507,220 В,0.12 кВт,220 мм,280 мм,265 мм,,,,0,https://entero.ru/manuals/460968/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20IceChef%20Compact.pdf,,,6.15 кг,Германия,Китай,0.5 кг/час,,пальчиковый,с бункером,1 л
https://cdn.entero.ru/mp@2x/d7/ac/d7acac7a56844fe38e857f13696b06fb.jpg;https://cdn.entero.ru/mp@2x/0b/3a/0b3aed8d8fb2da3a739d9279f644d738.jpg,Льдогенератор CASO IceMaster Pro,Льдогенератор CASO IceMaster Pro,36153,RUB,Да,CASO,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/85317,"<p>Льдогенератор заливного типа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85317"">CASO IceMaster Pro</a></b> предназначен для получения <a href=""https://entero.ru/info/152"">пальчикового льда</a>, который используется для приготовления разнообразных коктейлей, алкогольных и прохладительных напитков в частных домах, квартирах, отелях и офисах. Модель оснащена компрессором и смотровым окном. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 размера льда</li>
<li>Хорошая изоляция</li>
<li>Индикатор уровня воды</li>
<li>Автоотключение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: от 6 до 13 мин.</li>
</ul>

<p> </p>",85317,220 В,0.09 кВт,242 мм,328 мм,358 мм,,,,0,https://entero.ru/manuals/63351/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20IceMaster%20Pro%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/84110/%D0%A4%D0%BE%D1%80%D0%BC%D0%B0%20%D0%BB%D1%8C%D0%B4%D0%B0.jpg,38056,,9.3 кг,Германия,,0.5 кг/час,,пальчиковый,,3.11 л
https://cdn.entero.ru/mp@2x/d2/ec/d2ec616787a3ad771aec92896efb1726.jpg,Льдогенератор Gemlux GL-IM-88,GL-IM88,15323,RUB,Да,Gemlux,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/90959,"<p>Настольный автономный льдогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90959"">Gemlux GL-IM-88</a></b> используется в частных домах и квартирах для приготовления <a href=""https://entero.ru/info/152"">пальчикового льда</a>. Корпус выполнен из нержавеющей стали.</p>",90959,220 В,0.15 кВт,249 мм,360 мм,327 мм,,,,0,https://entero.ru/manuals/78040/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf;https://entero.ru/manuals/78041/%D0%A4%D0%BE%D1%80%D0%BC%D0%B0%20%D0%BB%D1%8C%D0%B4%D0%B0.jpg,,,11 кг,,Китай,0.5 кг/час,0.8 кг,пальчиковый,с бункером,2.2 л
https://cdn.entero.ru/mp@2x/48/3b/483b5dfe27210e409abfb6cdf0bb48f9.jpg;https://cdn.entero.ru/mp@2x/d0/61/d061f76dd882df8d36d3f919ed7269ad.jpg;https://cdn.entero.ru/mp@2x/2e/4b/2e4b39fc60a03a73822a5737e7349571.jpg;https://cdn.entero.ru/mp@2x/13/19/1319f8ace28967523a19b63e77a9f12b.jpg;https://cdn.entero.ru/mp@2x/f6/df/f6dfc2a12cb51c0e456e8ae694e06df4.jpg;https://cdn.entero.ru/mp@2x/2e/cd/2ecd4a40530018cbef4b5a41671b700b.jpg,Льдогенератор Clatronic EWB 3785 silber,EWB 3785 silber / 263983,24990,RUB,Да,,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/303292,"<p>Льдогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303292"">Clatronic EWB 3785 silber</a></b> предназначен для производства <a href=""http://entero.ru/info/152"">пальчикового льда</a>, используемого для охлаждения напитков в офисах, кемпингах и домашних условиях. Модель оснащена компрессорной системой охлаждения, расположенной сверху рабочей камерой откидной крышкой, кабелем питания с вилкой, панелью управления с мембранной клавиатурой и контрольными индикаторами. Корпус выполнен из пластика с серебристой поверхностью, рукоятка, контейнер и совок – из черного пластика.</p>

<p>В комплект поставки входят перфорированный контейнер с ручками и совок для льда.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 варианта размеров кубиков </li>
<li>Функция самоочистки путем промывки контура чистой водой</li>
<li>Светодиодная индикация питания, выбранного размера кубиков, активации самоочистки, полного контейнера и недостатка воды в резервуаре </li>
<li>Звуковая сигнализация для оповещения о недостатке воды в резервуаре и завершении приготовления</li>
<li>Eco Save: автоматическое отключение при заполнении контейнера для энергосбережения</li>
<li>Полупрозрачная крышка для визуального контроля процесса</li>
<li>Складная рукоятка для удобства транспортировки</li>
<li>Нескользящие опоры</li>
<li>Низкий уровень шума</li>
<li>Экологически безопасный хладагент R600a</li>
<li>Климатический класс: SN / N / ST / T</li>
<li>Компактные габариты для удобства хранения</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды: от 10 до 43 °С</li>
<li>Диапазон суточной производительности: от 8 до 12 кг</li>
<li>Диапазон длительности 1 цикла: от 8 до 10 мин.</li>
<li>Масса хладагента: 0,028 кг</li>
</ul>",303292,220 В,,260 мм,325 мм,295 мм,,,,0,https://entero.ru/manuals/363593/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20EWB%203785%20silber.pdf,,,7.1 кг,Германия,Китай,от 0.3 до 0.5 кг/час,,пальчиковый,с бункером,1.5 л
https://cdn.entero.ru/mp@2x/bb/53/bb53fac74d505fd3f9b044734185f9ca.jpg;https://cdn.entero.ru/mp@2x/ff/63/ff633209d8b42306706ebcf5e3fb539e.jpg;https://cdn.entero.ru/mp@2x/d2/e0/d2e008701989efddd5d22df9bfaf0cc6.jpg;https://cdn.entero.ru/mp@2x/ab/73/ab73e4c8ec976f97d4e0bbf01b351705.jpg,Льдогенератор Geniard GA-IM-ICEQ3,Льдогенератор Geniard GA-IM-ICEQ3,7491,RUB,Да,,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/375884,"<p>Льдогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375884"">Geniard GA-IM-ICEQ3</a></b> предназначен для получения <a href=""https://entero.ru/info/152"">пальчикового льда</a>, который используется при приготовлении разнообразных коктейлей, алкогольных и прохладительных напитков в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления. Корпус выполнен из прочного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 размера льда: S (маленький) или L (большой)</li>
<li>Без подключения к водопроводу</li>
<li>Функция самоочистки</li>
<li>Индикация о нехватке воды и полном объеме емкости льда</li>
<li>Ультрафиолетовая очистка воды</li>
<li>Защита от обледенения</li>
<li>Низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>1 порция: 9 кубиков</li>
<li>Время приготовления 1 порции: от 6 до 8 мин.</li>
<li>Производительность: 12 кг/сут.</li>
</ul>",375884,220 В,0.15 кВт,280 мм,400 мм,340 мм,9.8 кг,1,458x340x395 мм,222,https://entero.ru/manuals/513932/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Geniard%20GA-IM-ICEQ3.pdf;https://entero.ru/manuals/513933/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/513934/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/513935/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Geniard%20GA-IM-ICEQ3.xls,,,,Россия,Китай,,,пальчиковый,,2 л
https://cdn.entero.ru/mp@2x/a2/74/a274f49e67d1034e0eadafb2f8063d8b.jpg;https://cdn.entero.ru/mp@2x/ae/12/ae12705f0ceb2e0a9e056c8275e29555.jpg;https://cdn.entero.ru/mp@2x/d0/ae/d0ae528a6d6d6e42b70614030137a788.jpg;https://cdn.entero.ru/mp@2x/ca/49/ca49b0896811ad70f8495f8bcfa08d27.jpg,Льдогенератор Geniard GA-IM-ICEQ5,Льдогенератор Geniard GA-IM-ICEQ5,7686,RUB,Да,,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/375885,"<p>Льдогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375885"">Geniard GA-IM-ICEQ5</a></b> предназначен для получения <a href=""https://entero.ru/info/152"">пальчикового льда</a>, который используется при приготовлении разнообразных коктейлей, алкогольных и прохладительных напитков в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления. Корпус выполнен из прочного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 размера льда: S (маленький) или L (большой)</li>
<li>Без подключения к водопроводу</li>
<li>Функция самоочистки</li>
<li>Индикация о нехватке воды и полном объеме емкости льда</li>
<li>Ультрафиолетовая очистка воды</li>
<li>Защита от обледенения</li>
<li>Низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>1 порция: 9 кубиков</li>
<li>Время приготовления 1 порции: от 6 до 8 мин.</li>
<li>Производительность: 12 кг/сут.</li>
</ul>",375885,220 В,0.15 кВт,280 мм,400 мм,340 мм,9.6 кг,1,450x330x403 мм,148,https://entero.ru/manuals/513940/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Geniard%20GA-IM-ICEQ5.pdf;https://entero.ru/manuals/513941/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/513942/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/513943/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Geniard%20GA-IM-ICEQ5.xls,,,,Россия,Китай,,,пальчиковый,,2 л
https://cdn.entero.ru/mp@2x/5d/62/5d62427bcb950a6e7551a01a70bc29c3.jpg;https://cdn.entero.ru/mp@2x/2e/0c/2e0cbae52a7b4f285ceb5b20fd2ff378.jpg;https://cdn.entero.ru/mp@2x/c3/ee/c3eed88ddbd3997882334eadd114be3d.jpg;https://cdn.entero.ru/mp@2x/b2/2f/b22f5e29e9ba7fadf7ab1346e17991ca.jpg;https://cdn.entero.ru/mp@2x/f1/ea/f1eae05829cb0cb6e095b47bc3ee596b.jpg;https://cdn.entero.ru/mp@2x/78/37/7837802335d3d99ce8e5a04e200c3ec6.jpg;https://cdn.entero.ru/mp@2x/c4/5a/c45a586dfe881a157ded304bcc08aa18.jpg;https://cdn.entero.ru/mp@2x/0d/36/0d36b82f7ca33f792165127dfc3cccfe.jpg;https://cdn.entero.ru/mp@2x/cd/a6/cda6e8f26c0f95475aa1687faa4bc155.jpg;https://cdn.entero.ru/mp@2x/4f/dd/4fdd9a47dd4f99f866ede0d4ce755ead.jpg;https://cdn.entero.ru/mp@2x/f7/37/f737ad6aae3130570638a4b4ca327ea1.jpg;https://cdn.entero.ru/mp@2x/8f/01/8f011e49c4172ce777c35223bbb31c02.jpg;https://cdn.entero.ru/mp@2x/c9/cf/c9cf9a379f642240e2a075e54aa11b03.jpg;https://cdn.entero.ru/mp@2x/ac/a3/aca313083e77f5b717e35e31170ad7ed.jpg;https://cdn.entero.ru/mp@2x/e1/eb/e1eb9fbe6f4424870a7836b84e9e8bfb.jpg;https://cdn.entero.ru/mp@2x/77/9b/779b3c1cdf1afb3a310c43583d595c6c.jpg;https://cdn.entero.ru/mp@2x/6f/1f/6f1fc210fc7cd3847063d194f7fd2a78.jpg;https://cdn.entero.ru/mp@2x/f4/30/f430cff52f54ed45ed84e264f1fae912.jpg;https://cdn.entero.ru/mp@2x/dc/c1/dcc1ed2f80b644786633002afba0fbb0.jpg;https://cdn.entero.ru/mp@2x/af/f9/aff9472434b5261924e1ec28a3139704.jpg;https://cdn.entero.ru/mp@2x/ef/ea/efea0270c0c32310f9bf1c419265cc6f.jpg,Льдогенератор Zugel ZIM1201,Льдогенератор Zugel ZIM1201,9490,RUB,Да,,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/374000,"<p>Льдогенератор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374000"">Zugel ZIM1201</a></b> предназначен для получения <a href=""https://entero.ru/info/152"">пальчикового льда</a>, который используется для приготовления разнообразных коктейлей, алкогольных и прохладительных напитков в частных домах, квартирах, отелях и офисах. Модель оснащена электронным управлением, LED-индикаторами, прозрачной крышкой для контроля за процессом приготовления и ручкой для переноски. Корпус выполнен из PP-пластика, пенообразователь - циклопентан.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компрессорная модель</li>
<li>2 размера льда</li>
<li>Индикация уровня воды</li>
<li>Индикация готовности льда</li>
<li>Программа самоочистки</li>
<li>Класс электрозащиты: I</li>
<li>Климатический класс: SN, N, ST, T</li>
<li>Хладагент R600a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время замораживания 1 порции льда (9 кубиков): от 6 до 13 минут</li>
<li>Размеры кубиков льда:
<ul>
<li>L: 25x30 мм</li>
<li>S: 20х25 мм</li>
</ul>
</li>
<li>Мощность: 0,095 кВт</li>
<li>Частота тока: 50 Гц</li>
<li>Сила тока:</li>
<li>Заморозка: 0,8 А</li>
<li>Разморозк: 1 А</li>
<li>Уровень шума: до 42 дБ</li>
<li>Длина сетевого шнура: 1,68 м</li>
</ul>",374000,220 В,,222 мм,294 мм,290 мм,5.9 кг,1,256x315x436 мм,0,https://entero.ru/manuals/503981/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Zugel%20ZIM1201.pdf,,,,Россия,Китай,0.5 кг/час,0.6 кг,пальчиковый,с бункером,1.2 л
https://cdn.entero.ru/mp@2x/7b/be/7bbe0003001a372489021cb783f478b3.jpg;https://cdn.entero.ru/mp@2x/d4/31/d431c33bcbe90485d5d8bdfc1eb2b244.jpg;https://cdn.entero.ru/mp@2x/c2/a1/c2a16e6c669047f815e8b8438f43bbe8.jpg;https://cdn.entero.ru/mp@2x/0b/8b/0b8bef9a95f00d9fc244dee16071aee3.jpg;https://cdn.entero.ru/mp@2x/9b/c5/9bc56d3d67bf0a148a42bf1b75dd7515.jpg;https://cdn.entero.ru/mp@2x/ea/21/ea21b307226b6d7dfbb138170bb84466.jpg;https://cdn.entero.ru/mp@2x/49/c5/49c5a7af1a91aa5a4c3d90c8fc743906.jpg;https://cdn.entero.ru/mp@2x/53/72/5372631c1557cf0f2f529f9546951ddb.jpg;https://cdn.entero.ru/mp@2x/2f/20/2f20ecc17556df59a1357c50e0771a73.jpg;https://cdn.entero.ru/mp@2x/d3/b8/d3b8d08fb1624eb88c8c075b39f6ac9e.jpg;https://cdn.entero.ru/mp@2x/92/bd/92bde36ef34f740804964a3c16fcd4b8.jpg,Льдогенератор Gemlux GL-IM99S серебристый,Льдогенератор Gemlux GL-IM99S серебристый,10854,RUB,Да,Gemlux,Бытовая техника,Техника для кухни,Льдогенераторы,https://entero.ru/item/361269,"<p>Настольный льдогенератор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361269""><b class=""b"">Gemlux GL-IM99S</b></a> предназначен для производства <a href=""http://entero.ru/info/152"">пальчикового льда</a>, используемого для охлаждения напитков в офисах, кемпингах и домашних условиях. Модель оснащена компрессорной системой охлаждения, расположенной сверху рабочей камерой откидной крышкой и электронной панелью. Корпус выполнен из пластика с серебристой поверхностью, контейнер и совок – из белого пластика.</p>

<p>В комплект поставки входят перфорированный контейнер с ручками, совок для льда, инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/299"">Воздушное охлаждение</a></li>
<li>Простое управление с помощью одной клавиши:
<ul>
<li>Включение и выключение</li>
<li>Функция очистки путем промывки контура чистой водой</li>
</ul>
</li>
<li>Светодиодная индикация:
<ul>
<li>Производство льда</li>
<li>Активация функции очистки</li>
<li>Режим ожидания</li>
<li>Полный контейнер</li>
<li>Недостаточное количество воды в резервуаре </li>
</ul>
</li>
<li>Полупрозрачная крышка для визуального контроля процесса</li>
<li>Складная рукоятка для удобства транспортировки</li>
<li>Термоизолированный корпус для возможности хранения приготовленного льда в течение нескольких часов</li>
<li>Устойчивая нескользящая база</li>
<li>Компактные габариты для оптимизации пространства и удобства хранения</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон суточной производительности: от 10 до 12 кг</li>
<li>Масса кусочка льда: 10 г</li>
<li>Габариты кусочка льда: 27х30 мм</li>
</ul>",361269,220 В,0.22 кВт,220 мм,300 мм,275 мм,,,,0,,11798,,5.8 кг,,Китай,,0.8 кг,пальчиковый,с бункером,1.2 л
