Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Общий объем,Дверной упор,Класс энергопотребления,Объем холодильной камеры,Количество камер,Количество компрессоров,Зона свежести,Система NoFrost,Генератор льда,Размораживание холодильной камеры,Расположение морозильной камеры,Размораживание морозильной камеры,Объем морозильной камеры,Объем зоны свежести,Ширина ниши,Глубина ниши,Высота ниши
https://cdn.entero.ru/mp@2x/9e/29/9e2932402fecb51638ee1f152c4591a9.jpg;https://cdn.entero.ru/mp@2x/11/5b/115bb6073f2b424237ee868ff71f662f.jpg,Встраиваемый холодильник Liebherr IRe 4100 Pure,IRe 4100-20 001/4016803042419,68193,RUB,Да,Liebherr,Бытовая техника,Встраиваемая техника,Холодильники,https://entero.ru/item/167761,"<p>Встраиваемый холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/167761""><b class=""b"">Liebherr​ IRe 4100 Pure</b></a> предназначен для охлаждения и кратковременного хранения продуктов, полуфабрикатов и напитков, длительного хранения свежих продуктов в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорным экраном, позволяющем устанавливать и поддерживать выбранную температуру. Полки на двери изготовлены из пластмассы, в холодильной камере - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Климатические зоны холодильного отделения EasyFresh с универсальным ящиком</li>
<li>Супер тихий</li>
<li>Светодиодное боковое освещение для хорошего обзора продуктов</li>
<li>Место для противня</li>
<li>Отделения в двери: полки для хранения с передвижным держателем для бутылок и консервов</li>
<li>Регулируемые по высоте полки на внутренней стороне двери: Ступенчатая регулировка</li>
<li>CleaningMode - охлаждение выключается, а освещение остаётся включённым</li>
<li>Энергосберегающий режим EnergySaver увеличивает стандартную температуру на два градуса</li>
<li>В режиме PartyMode активируются функции SuperCool и максимальное производство льда</li>
<li>Блокировка экрана предотвращает непреднамеренное изменение настроек вашего холодильника</li>
<li>В NightMode отключены все звуки и шумы</li>
<li>Сигнал об отказе устройства: в случае отключения питания подаёт сигнал тревоги</li>
<li>В режиме HolidayMode вентилятор и SuperCool выключены, а холодильник регулирует температуру до +15 °C</li>
<li>Функция SuperCool усиливает мощность, пока свежие продукты не станут такими же прохладными, как и остальное содержимое. Отключается автоматически – не позднее, чем через 12 часов</li>
<li>Сигнал открытой двери холодильного отделения: настраивается на устройстве</li>
<li>В режиме SabbathMode выключено всё освещение холодильника, а также все звуковые сигналы, шумы и экран</li>
<li>Уплотнение двери: Сменное</li>
<li>Индикатор температуры: Холодильное отделение</li>
<li>Жесткое крепление двери</li>
<li>Управление basic UI</li>
<li>Вентиляция через мебель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребление энергии:
<ul>
<li>за сутки: 0,256 кВт-ч/24 ч</li>
<li>за год 94,00 кВт-ч/год</li>
</ul>
</li>
<li>Климатический класс: SN-T</li>
<li>Уровень шума: 37 дБ</li>
<li>Напряжение: 220-240 V ~</li>
<li>Частота: 50 Hz</li>
<li>Потребляемый ток: 1,2 A</li>
<li>Число регулируемых контуров охлаждения: 1</li>
<li>Регулируемый диапазон температур холодильного отделения: от +2 °C до +9 °C</li>
<li>Количество регулируемые по высоте полок в холодильной камере: 4</li>
<li>Количество полок на двери для хранения бутылок: 1</li>
<li>Количество полок на двери для хранения консервов: 3</li>
<li>Лоток для яиц: 10 яиц</li>
<li>Угол открывания двери: 115°</li>
<li>Регулируемые по высоте ножки: 2</li>
</ul>",167761,холодильник без морозильника,572 мм,622 мм,1081 мм,,,,0,https://entero.ru/manuals/193861/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/193862/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83.pdf;https://entero.ru/manuals/193863/3D.zip;https://entero.ru/manuals/193868/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6.jpg,,,36.1 кг,,Болгария,146 л,"справа, НЕ перенавешиваются",A+,139 л,,,есть,,,,,,,,572 мм,622 мм,1081 мм
https://cdn.entero.ru/mp@2x/f3/68/f368a36f6993fef5d58f8a6e0d945280.jpg;https://cdn.entero.ru/mp@2x/5d/78/5d78354ad53d24081d86771454004cb3.jpg;https://cdn.entero.ru/mp@2x/dc/85/dc85fef8f259d11a85f2a70756622449.jpg,Встраиваемый холодильник Liebherr ICNSf 5103,Встраиваемый холодильник Liebherr ICNSf 5103,85556,RUB,Да,Liebherr,Бытовая техника,Встраиваемая техника,Холодильники,https://entero.ru/item/234823,"<p>Встраиваемый холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234823""><b class=""b"">Liebherr ​ICNSf 5103</b></a> серии Pure предназначен для охлаждения и длительного хранения продуктов и полуфабрикатов в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорным управлением, жидкокристаллическим дисплеем и цифровой индикацией температуры. Полки выполнены из безопасного стекла, дверь - из нержавеющей стали.</p>

<p><b>Холодильная камера:</b></p>

<ul>
<li>Автоматическое размораживание</li>
<li>Циркуляционное охлаждение</li>
<li>Мебельная вентиляция</li>
<li>Функия SuperCool - для быстрого охлаждения свежих продуктов</li>
<li>Контейнер EasyFresh: благодаря плотному закрытию контейнера под воздействием продуктов в нём повышается влажность воздуха, таким образом, продукты остаются свежими долгое время</li>
<li>Количество полок: 4</li>
<li>На двери:
<ul>
<li>Держатель для бутылок: 1</li>
<li>Отделение для консервов: 2</li>
</ul>
</li>
<li>Лоток для яиц</li>
<li>Место для противня </li>
<li>Внутреннее светодиодное освещение </li>
</ul>

<p><b>Морозильная камера:</b></p>

<ul>
<li>Система замораживания NoFrost</li>
<li>Автоматическое размораживание</li>
<li>Режим SuperFrost - автоматический режим быстрого замораживания продуктов</li>
<li>Система FrostSafe с прозрачной фронтальной частью</li>
<li>BottleTimer позволяет быстро охладить напитки, предупредительный сигнал напоминают о необходимости извлечения напитков</li>
<li>Количество ящиков: 3</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Звуковая сигнализация незакрытой двери</li>
<li>DuoCooling: 2 полностью раздельных контура охлаждения обеспечивают отсутствие воздухообмена между холодильным и морозильным отделениями</li>
<li>Режим CleaningMode при котором охлаждение выключается, а освещение остаётся включённым</li>
<li>Режим PartyMode с активацией функций SuperCool и максимального производства льда (автоматическое возвращение в обычный режим через 24 часа)</li>
<li>NightMode – тихий ночной режим работы с приглушенным внутренним освещением</li>
<li>Режим SabbathMode, при котором выключено всё освещение холодильника, а также все звуковые сигналы, шумы и экран (автоматическое возвращение в обычный режим через 80 часов) </li>
<li>Режим HolidayMode - вентилятор и SuperCool выключены, температура устанавливается до 15 °C, что сэкономит электроэнергию и предотвратит появление неприятных запахов</li>
<li>Система VarioSpace обеспечивает возможность размещения крупных продуктов</li>
<li>Энергосберегающий режим</li>
<li>Фильтр FreshAir с активированным углём для нейтрализации запахов</li>
<li>Блокировка экрана от детей, для избежания изменения настроек</li>
<li>Сменный дверной уплотнитель</li>
<li>Климатический класс: SN-ST</li>
<li>Скользящее крепление двери</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 273 л</li>
<li>Полезный: 251 л</li>
</ul>
</li>
<li>Потребление энергии:
<ul>
<li>24 часа: 0,772 кВт-ч/24 ч</li>
<li>год: 282 кВт-ч/год</li>
</ul>
</li>
<li>Регулируемый диапазон температур
<ul>
<li>Холодильная камера: от 2 до 9 °C</li>
<li>Морозильная камера: от -15 до -26 °C</li>
</ul>
</li>
<li>Уровень шума: 37 дБ</li>
<li>Время хранения при отключении питания: 14 ч</li>
<li>Мощность замораживания в сутки: 10 кг</li>
<li>Напряжение: 220В</li>
<li>Потребляемый ток: 1,4 A</li>
<li>Угол открывания двери 115°</li>
<li>Габариты в упаковке: 555х 622х1829 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Аккумулятор холода</li>
<li>Фильтр FreshAir с активированным углём</li>
<li>Полка для 3-х бутылок</li>
</ul>",234823,холодильник с морозильником,550 мм,570 мм,1788 мм,61 кг,1,555x622x1829 мм,0,https://entero.ru/manuals/282719/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Liebherr%20ICNSf%205103.pdf;https://entero.ru/manuals/282720/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20%D0%BD%D0%B0%20Liebherr%20ICNSf%205103.pdf;https://entero.ru/manuals/282721/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Liebherr%20ICNSf%205103.jpg,92996,,57.4 кг,Германия,,273 л,"справа, перенавешиваются",A+,190 л,2,1,,есть,нет,NoFrost,внизу,NoFrost,83 л,,550 мм,570 мм,1788 мм
https://cdn.entero.ru/mp@2x/b4/08/b4080e5ba96c9668bb47fc8b60fa20ec.jpg;https://cdn.entero.ru/mp@2x/cf/bc/cfbc18891c0a9fbc820d51e3fa3a7330.jpg;https://cdn.entero.ru/mp@2x/44/ac/44ac039659b1d3c00eee9a4f2b1b1f7b.jpg;https://cdn.entero.ru/mp@2x/e9/78/e9783bb71f210ffc8625a4d79107660c.jpg,Встраиваемый холодильник Liebherr UIK 1510,UIK 1510-22 001 / 4016803187189,85598,RUB,Да,Liebherr,Бытовая техника,Встраиваемая техника,Холодильники,https://entero.ru/item/127236,"<p>Встраиваемый холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127236""><b class=""b"">Liebherr​ UIK 1510</b></a> класса Comfort предназначен для охлаждения и кратковременного хранения продуктов, полуфабрикатов и напитков в частных домах, квартирах, отелях и офисах. Модель оснащена кнопочной панелью управления с ЖК-дисплеем MagicEye, позволяющей устанавливать и поддерживать выбранную температуру.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический режим SuperCool - температура в холодильной камере поддерживается на уровне 2 °С в течение 12 часов, что идеально подходит для быстрого охлаждения продуктов питания</li>
<li>Автоматическая система размораживания</li>
<li>Индикатор температуры холодильной камеры</li>
<li>Оптическая и акустическая сигнализация неплотно закрытой двери холодильной камеры</li>
<li>4 полки из закаленного стекла, 3 из которых регулируются по высоте​</li>
<li>Полки на дверце:
<ul>
<li>Полка для хранения бутылок</li>
<li>Полка для хранения консервов</li>
<li>Лоток для яиц</li>
</ul>
</li>
<li>Прозрачный контейнер для овощей и фруктов - вместителен, хорошо просматривается, легко моется</li>
<li>Светодиодное потолочное освещение</li>
<li>Правая перенавешиваемая дверь</li>
<li>Система Door-on-Door - дверь ниши для встраивания крепится непосредственно на дверь холодильника</li>
<li>Предназначен для встраивания под столешницу</li>
<li>Можно без труда разместить за фасадом кухонного гарнитура, благодаря чему холодильник будет прекрасно гармонировать с кухонным гарнитуром:
<ul>
<li>Монтаж фиксированной дверцы: мебельная дверца и дверца прибора крепятся друг к другу, при этом мебельная дверца крепится непосредственно на дверцу холодильника</li>
</ul>
</li>
<li>Вентиляция цоколя</li>
<li>Цокольная панель Vario - высоту и глубину встраиваемой под столешницу техники можно подогнать под параметры ниши для встраивания при помощи специальной цокольной панели, при этом диапазон регулировки каждой из 4 ножек составляет 50 мм; кроме этого, при установке в кухонный гарнитур вентиляционная решетка может быть сдвинута на 55 мм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Полезный: 136 л</li>
<li>Общий: 141 л</li>
</ul>
</li>
<li>Диапазон регулировки температуры: от 2 до 9 °С</li>
<li>Уровень шума: 36 Дб</li>
<li>Напряжение: 220 В</li>
<li>Энергопотребление:
<ul>
<li>Сутки: 0,229 кВт*ч/сут.</li>
<li>Год: 84 кВт*ч/год</li>
</ul>
</li>
<li>Потребляемый ток: 1,2 A</li>
<li>Климатический класс: SN-ST</li>
<li>Угол открывания двери: 115°</li>
<li>Габариты в упаковке: 615х617х883 мм</li>
</ul>",127236,холодильник без морозильника,,,,,,,0,https://entero.ru/manuals/139062/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Liebherr%20UIK%201510.pdf;https://entero.ru/manuals/139063/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20Liebherr%20UIK%201510.pdf;https://entero.ru/manuals/139064/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Liebherr%20UIK%201510.jpg;https://entero.ru/manuals/139065/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/139057/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D0%B8%20%D0%BC%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20Liebherr%202019_2020.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239521&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240124&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239495&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240823&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240550&hd=2&autoplay=0,33.7 кг,,Болгария,141 л,,A++,,1,,,,,,,,,,600 мм,550 мм,880 мм
https://cdn.entero.ru/mp@2x/44/2e/442ed077144ebacbc5a34a7d45d7f661.jpg;https://cdn.entero.ru/mp@2x/40/5c/405c10e8371862f7643e3c4dd6878bd9.jpg;https://cdn.entero.ru/mp@2x/23/4b/234b803051588d20f570c62c23ad5ed2.jpg;https://cdn.entero.ru/mp@2x/cb/1c/cb1cd5174c6cf2d7651fe8350d098859.jpg;https://cdn.entero.ru/mp@2x/a1/f1/a1f1db27b49cf54101a3d4483c575a50.jpg,Встраиваемый холодильник Liebherr UIK 1514 Comfort,4016803054375,90145,RUB,Да,Liebherr,Бытовая техника,Встраиваемая техника,Холодильники,https://entero.ru/item/246251,"<p>Встраиваемый холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/246251""><b class=""b"">Liebherr​ UIK 1510</b></a> класса Comfort предназначен для охлаждения, замораживания и кратковременного хранения продуктов, полуфабрикатов и напитков в частных домах, квартирах, отелях и офисах. Модель оснащена кнопочной панелью управления, позволяющей устанавливать и поддерживать выбранную температуру. Дверь выполнена из стали, полки - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический режим SuperCool - температура в холодильной камере поддерживается на уровне 2 °С в течение 12 часов, что идеально подходит для быстрого охлаждения продуктов питания</li>
<li>Автоматическая система размораживания</li>
<li>Индикатор температуры холодильной камеры</li>
<li>Оптическая и акустическая сигнализация неплотно закрытой двери холодильной камеры</li>
<li>3 полки из закаленного стекла, 2 из которых регулируются по высоте​</li>
<li>Полки на дверце:
<ul>
<li>Полка для хранения бутылок</li>
<li>Полка для хранения консервов</li>
<li>Лоток для яиц</li>
</ul>
</li>
<li>Светодиодное освещение</li>
<li>4-звездочная морозильная камера</li>
<li>Система Door-on-Door - дверь ниши для встраивания крепится непосредственно на дверь холодильника</li>
<li>Предназначен для встраивания под столешницу</li>
<li>Вентиляция цоколя</li>
<li>Цокольная панель Vario - высоту и глубину встраиваемой под столешницу техники можно подогнать под параметры ниши для встраивания </li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Полезный: 122 л</li>
<li>Общий: 119 л</li>
</ul>
</li>
<li>Диапазон регулировки температуры холодильного отделения: от 2 до 9 °С</li>
<li>Уровень шума: 38 Дб</li>
<li>Напряжение: 220 В</li>
<li>Энергопотребление:
<ul>
<li>Сутки: 0,344 кВт*ч</li>
<li>Год: 126 кВт*ч</li>
</ul>
</li>
<li>Потребляемый ток: 1,2 A</li>
<li>Максимальный вес фасада: 10 кг</li>
<li>Климатический класс: SN-ST</li>
<li>Угол открывания двери: 115°</li>
<li>Габариты в упаковке: 615х617х883 мм</li>
</ul>",246251,холодильник с морозильником,,,,38 кг,1,615x617x883 мм,0,https://entero.ru/manuals/298948/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Liebherr%20UIK%201514%20Comfort.pdf;https://entero.ru/manuals/298949/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20%D0%BD%D0%B0%20Liebherr%20UIK%201514%20Comfort.pdf;https://entero.ru/manuals/298950/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Liebherr%20UIK%201514%20Comfort.jpg,97984,https://vk.com/video_ext.php?oid=-177656185&id=456239521&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240124&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239495&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240823&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240550&hd=2&autoplay=0,35.5 кг,,Болгария,122 л,"справа, перенавешиваются",A++,107 л,1,,,,,капельная система,,,15 л,,600 мм,550 мм,880 мм
https://cdn.entero.ru/mp@2x/7e/b5/7eb5f16b3b2b2e5b7fcf59dae45315bd.jpg;https://cdn.entero.ru/mp@2x/81/67/8167750472d104bd507180db6518cebd.jpg;https://cdn.entero.ru/mp@2x/f4/c4/f4c4a57cf888017c6e0ba20be3d836de.jpg;https://cdn.entero.ru/mp@2x/33/f0/33f016eb53ea72a73ca2660776016d07.jpg,Встраиваемый холодильник Liebherr ICNe 5103,Встраиваемый холодильник Liebherr ICNe 5103,124952,RUB,Да,Liebherr,Бытовая техника,Встраиваемая техника,Холодильники,https://entero.ru/item/271636,"<p>Встраиваемый холодильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271636"">Liebherr ICNe 5103</a> </b>серии Pure предназначен для заморозки, охлаждения и длительного хранения продуктов и полуфабрикатов в частных домах, квартирах, отелях и офисах. Модель оснащена монохромным сенсорным экраном и цифровой индикацией температуры. Полки выполнены из закаленного стекла, дверь - из стали.</p>

<p><b>Холодильная камера:</b></p>

<ul>
<li>Автоматическое размораживание </li>
<li>Циркуляционное охлаждение</li>
<li>Мебельная вентиляция</li>
<li>Функия SuperCool - для быстрого охлаждения свежих продуктов</li>
<li>Количество полок: 4</li>
<li>Полка для бутылок и консервов на двери</li>
<li>Контейнер EasyFresh: благодаря плотному закрытию контейнера под воздействием продуктов в нём повышается влажность воздуха, таким образом, продукты остаются свежими долгое время</li>
<li>Лоток для яиц</li>
<li>Место для противня</li>
<li>Светодиодное потолочное освещение</li>
</ul>

<p><b>Морозильная камера:</b></p>

<ul>
<li>Замораживание системы NoFrost</li>
<li>Автоматическое размораживание</li>
<li>Режим SuperFrost - температура быстро понижается до -32 °С, создавая «резерв холода», необходимый для замораживания продуктов при максимальном сохранении витаминов</li>
<li>4-звездочная морозильная камера</li>
<li>Количество выдвижных ящиков: 3</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>DuoCooling: 2 полностью раздельных контура охлаждения обеспечивают отсутствие воздухообмена между холодильным и морозильным отделениями</li>
<li>Звуковая сигнализация открытой двери и отключения питания</li>
<li>Режим SabbathMode - выключено всё освещение холодильника, а также все звуковые сигналы, шумы и экран (автоматическое возвращение в обычный режим через 80 часов)</li>
<li>Режим PartyMode с активацией функций SuperCool и SuperFrost (автоматическое возвращение в обычный режим через 24 часа)</li>
<li>Режим HolidayMode - вентилятор и SuperCool выключены, температура устанавливается до 15 °C, что сэкономит электроэнергию и предотвратит появление неприятных запахов</li>
<li>Система FrostSafe с прозрачной фронтальной частью, с особым покрытием стенок, которое предохраняет продукты от замерзания и покрытия инеем</li>
<li>Блокировка экрана от детей, для избежания изменения настроек</li>
<li>Система VarioSpace обеспечивает возможность размещения крупных продуктов</li>
<li>Климатический класс: SN-ST</li>
<li>Фильтр FreshAir с активированным углём для нейтрализации запахов</li>
<li>Сменный дверный уплотнитель</li>
<li>Жесткое крепление двери</li>
<li>Регулируемые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 273 л</li>
<li>Полезный: 251 л</li>
</ul>
</li>
<li>Напряжение: 220-240 В</li>
<li>Расход энергии:
<ul>
<li>282 кВт*ч/год</li>
<li>0,772 кВт*ч/сутки</li>
</ul>
</li>
<li>Потребляемый ток: 1,4 А</li>
<li>Температура:
<ul>
<li>Холодильное отделение : от 2 до 9 °C</li>
<li>Морозильная камера: от -15 до -26 °C</li>
</ul>
</li>
<li>Время хранения при отключении питания: 14 ч</li>
<li>Мощность замораживания: 10 кг/сутки</li>
<li>Уровень шума: 36 дБ(А)</li>
<li>Угол открывания двери: 115°</li>
<li>Габариты в упаковке: 572х622х1829 мм</li>
</ul>",271636,холодильник с морозильником,570 мм,550 мм,1788 мм,62.7 кг,1,572x622x1829 мм,0,https://entero.ru/manuals/334324/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Liebherr%20ICNe%205103.pdf;https://entero.ru/manuals/334325/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20%D0%BD%D0%B0%20Liebherr%20ICNe%205103.pdf;https://entero.ru/manuals/334326/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Liebherr%20ICNe%205103.jpg,,,58.6 кг,Германия,,273 л,"справа, перенавешиваются",A+,190 л,2,,,есть,,капельная система,внизу,NoFrost,83 л,,570 мм,550 мм,1788 мм
https://cdn.entero.ru/mp@2x/dc/94/dc944516f5e65bf889b6a515e251b51d.jpg;https://cdn.entero.ru/mp@2x/5d/ed/5dedceff26fd576bea4aac406c1ff8c8.jpg;https://cdn.entero.ru/mp@2x/b3/dc/b3dce6506156851b7069958824df654d.jpg;https://cdn.entero.ru/mp@2x/5e/77/5e77712699732896899e6ec26feca3e3.jpg;https://cdn.entero.ru/mp@2x/1c/bb/1cbb51ae00f87ee52c97186405ef1e7f.jpg,Холодильник Jacky's JR FW318MN2,EAN: 4610117750284,45999,RUB,Да,Jacky's,Бытовая техника,Встраиваемая техника,Холодильники,https://entero.ru/item/201969,"<p>Встраиваемый холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/201969""><b class=""b"">Jacky's JR FW318MN2 </b></a>предназначен для охлаждения, заморозки, кратковременного и длительного хранения пищевых продуктов и напитков на предприятих общественного питания и торговли, гостиничных комплексах, офисах, а также в домашних условиях. Модель оснащена холодильной и интегрированной морозильной камерами, отделением для овощей, 2 съемными полками и 2 навесными контейнерами. Корпус выполнен из металла с антикоррозийным покрытием белого цвета, полки – из безопасного стекла с фронтальной окантовкой, навесные контейнеры – из прозрачного прочного пластика.</p>

<p>В комплект поставки входит форма для льда и подставка для яиц.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Режим интенсивной заморозки</li>
<li>Регулировка температуры с помощью поворотного переключателя </li>
<li>Индикатор открытой двери морозильной камеры</li>
<li>Петли Hettish для жеской фиксации внешней двери Door-on-Door</li>
<li>Экологически безопасный хладагент R600A </li>
<li>Регулируемые опоры для компенсации неровностей монтажной поверхности</li>
<li>Климатический класс: SN</li>
<li>Низкий уровень шума</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальная температура заморозки: -18 °C</li>
<li>Диапазон температуры окружающей среды: от 10 до 23 °C</li>
<li>Мощность: 0,123 кВт</li>
<li>Сила тока: 0,55 А</li>
<li>Энергопотребление: ​171 кВт⋅ч</li>
<li>Суточная производительность замораживания: 2 кг</li>
<li>Продолжительность сохранения температуры при отключении питания в режиме от -18 до -9 °C: 10 ч</li>
<li>Уровень звукового давления: 37 дБ</li>
<li>Полезный объем: 115 л</li>
<li>Габариты в упаковке: 883х659х586 мм</li>
</ul>",201969,холодильник с морозильником,600 мм,550 мм,820 мм,,,,0,https://entero.ru/manuals/237071/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jacky%27s%20JR%20FW318MN2.pdf;https://entero.ru/manuals/237072/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Jacky%27s%20JR%20FW318MN2.pdf,48420,,33 кг,Великобритания,Турция,120 л,"справа, перенавешиваются",A+,98 л,2,1,,,,капельная система,вверху,ручное,17 л,,600 мм,550 мм,820 мм
