Изображения,Название,Артикул,Цена,Валюта,Наличие,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Остаток,Файлы
https://cdn.entero.ru/mp@2x/69/7e/697e99d20129a6c6f5328a6d686c1f23.jpg;https://cdn.entero.ru/mp@2x/4c/27/4c271c89357a311d4950f705fa6d31f9.jpg;https://cdn.entero.ru/mp@2x/ba/ca/baca2234f61b61d47dcbdb672afa273a.jpg;https://cdn.entero.ru/mp@2x/91/fa/91fa4392ddce0c45e2136a525e2cfc2d.jpg;https://cdn.entero.ru/mp@2x/20/3f/203f69a57714e3db0ddb4fd5fc19b404.jpg;https://cdn.entero.ru/mp@2x/d9/4e/d94e5aa654b89024a771910417ca7d6a.jpg;https://cdn.entero.ru/mp@2x/05/72/0572796aac26261993e53da994705315.jpg;https://cdn.entero.ru/mp@2x/92/70/92702e6a45fc922db6d501b90c88c874.jpg,Пароварка Steba DG 2,Пароварка Steba DG 2,14627,RUB,Да,Бытовая техника,Техника для кухни,Пароварки,https://entero.ru/item/374746,"<p>Пароварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374746"">Steba DG 2</a></b> предназначена для приготовления продуктов на пару и без жира, с сохранением полезных витаминов и минералов. Модель оснащена 2 прозрачными съемными чашами для приготовления, ЖК-дисплеем, таймером, индикатором уровня воды и внешним отверстием для долива воды. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрая генерация пара после включения</li>
<li>Изменяемый объем приготовления</li>
<li>BPA-free</li>
<li>Вставка для приготовления риса на пару</li>
<li>5 автоматических программ</li>
<li>Таймер с звуковым сигналом и отключением</li>
<li>Автоматическое поддержание тепла после окончания программы</li>
<li>Защита от перегрева</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Объем приготовления: от 3 до 6 л</li>
<li>Таймер: на 30 мин.</li>
<li>Напряжение: 230 В</li>
<li>Мощность: 1,2 кВт</li>
</ul>",374746,0,https://entero.ru/manuals/506280/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20DG%202.pdf
