Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/b4/55/b4556b64148e597e1d4e74c400cd6fe7.jpg;https://cdn.entero.ru/mp@2x/67/ab/67abee6cd1ff86ce6483471dbaa92aa1.jpg;https://cdn.entero.ru/mp@2x/20/7b/207b940f4458632f3b9991e3c0780593.jpg;https://cdn.entero.ru/mp@2x/87/6a/876a979d7563406af91aa80dac66e204.jpg;https://cdn.entero.ru/mp@2x/5a/db/5adb7a809c1d3b68e75e9e22552998a8.jpg,Аэрофритюрница Taurus Air Fry Digital,Аэрофритюрница Taurus Air Fry Digital,9999,RUB,Да,Taurus,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/338890,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338890"">Taurus Air Fry Digital</a></b> предназначена для приготовления различных пищевых продуктов без использования масла в отелях, офисах, а также домашних условиях. Модель оснащена цифровым сенсорным дсплеем и ненагревающейся рукояткой. Чаша для жарки и корзина имеют антипригарное покрытие, все элементы оборудования выполнены из материалов, не содержащих BPA и PFOA.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Регулировка температуры</li>
<li>8 предустановленных программ</li>
<li>Таймер до 60 мин.</li>
<li>Технология Air System: жарка на горячем воздухе</li>
<li>Звуковой сигнал об окончании приготовления</li>
<li>Съемные детали можно мыть в посудомоечной машине</li>
<li>Нескользящие опоры</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 40 до 200 °C</li>
<li>Максимальная загрузка: 800 г</li>
</ul>",338890,220 В,1.3 кВт,275 мм,360 мм,330 мм,,,,0,https://entero.ru/manuals/401656/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Air%20Fry%20Digital.pdf,,,4.59 кг,Испания,Китай,3.5 л,
https://cdn.entero.ru/mp@2x/3d/ba/3dba1de590d09626791824a52e0b4c30.jpg;https://cdn.entero.ru/mp@2x/6b/59/6b59baa8e3f44c22a650652dbc9cb935.jpg;https://cdn.entero.ru/mp@2x/d3/a9/d3a956b95faef13535c3b2de4132e288.jpg;https://cdn.entero.ru/mp@2x/d8/18/d8182e686c2e994b754b710ab88a53e3.jpg,Аэрофритюрница Geniard GA-AFK12A,Аэрофритюрница Geniard GA-AFK12A,10685,RUB,Да,,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/375881,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375881"">Geniard GA-AFK12A</a></b> предназначена для приготовления различных продуктов без масла в частных домах и квартирах. Модель оснащена наклонной сенсорной панелью управления с дисплеем. Устройство сочетает в себе преимущества фритюрницы, духовки и гриля. 3D-циркуляция воздуха обеспечивает оптимальное сочетание хрустящей внешней корочки и нежного внутреннего наполнения блюда. Точный контроль температуры и равномерное распределение тепла позволяет жарить до хрустящей корочки, быстро запекать и размораживать продукты.</p>

<p><b>Особенности:</b></p>

<ul>
<li>12 автоматических программ: разогрев, размораживание, поддержание тепла, приготовление сухофруктов, хлеба, выпечки, жареной курицы, мяса, чипсов, картофеля фри, рыбы и креветок</li>
<li>Двухрежимное управление</li>
<li>Открытие дверцы в нескольких положениях</li>
<li>Внутреннее освещение</li>
<li>Точная настройка температуры и времени приготовления</li>
</ul>",375881,220 В,1.8 кВт,310 мм,360 мм,370 мм,7.5 кг,1,443x382x462 мм,33,https://entero.ru/manuals/513910/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Geniard%20GA-AFK12A.pdf;https://entero.ru/manuals/513911/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/513912/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/513913/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Geniard%20GA-AFK12A.pdf,11130,,,Россия,Китай,12 л,
https://cdn.entero.ru/mp@2x/0e/02/0e02f41d97c61604013cfe5ca68f677d.jpg;https://cdn.entero.ru/mp@2x/7d/8c/7d8cbc8a8ae955df52db93c85ee4476c.jpg;https://cdn.entero.ru/mp@2x/61/d6/61d6740a37e51956d36df9e7c996fc58.jpg;https://cdn.entero.ru/mp@2x/4b/f0/4bf0fb4e3c28b78cdb54e5fde5163498.jpg;https://cdn.entero.ru/mp@2x/db/d6/dbd6de7498e280ce0d60835855fe9e3f.jpg,Аэрофритюрница CASO AF 250,Аэрофритюрница CASO AF 250,11651,RUB,Да,CASO,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/116853,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116853"">CASO AF 250</a></b> предназначена для приготовления различных продуктов без масла в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления с белым дисплеем, большой корзиной для жарки и подставкой с прорезиненными ножками. </p>

<p><b>Особенности: </b></p>

<ul>
<li>4 программы</li>
<li>Интеллектуальная система воздушного потока для эффективного распределения тепла</li>
<li>Выбор температуры и времени</li>
<li>Таймер на 60 мин. c интервалом 1 мин.</li>
<li>Автоматическое отключение</li>
<li>Предохранитель</li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 60 до 200 °C</li>
<li>Объем: 3 л</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 1,4 кВт</li>
<li>Габариты: 286x305x348 мм</li>
<li>Вес: 4,4 кг</li>
</ul>",116853,,,,,,,,,0,https://entero.ru/manuals/117541/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20AF%20250%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240564&hd=2&autoplay=0,,,,,
https://cdn.entero.ru/mp@2x/21/ad/21ad477d1b194455857f16f38669487f.jpg;https://cdn.entero.ru/mp@2x/13/b6/13b6eddda80e8969ee36355b046a1345.jpg;https://cdn.entero.ru/mp@2x/22/37/2237693c5193847e4dd0cb4d4fb9d6cf.jpg;https://cdn.entero.ru/mp@2x/00/80/0080f959ffa2f096aa5fc6869c48fca3.jpg;https://cdn.entero.ru/mp@2x/2c/a1/2ca102fb31f36ebaa7b405243100fea6.jpg;https://cdn.entero.ru/mp@2x/88/d6/88d6e0c54ed26260362e575ccc0bc122.jpg;https://cdn.entero.ru/mp@2x/f0/b3/f0b3123f503c6aaeb5a3ab7edf2543b2.jpg;https://cdn.entero.ru/mp@2x/41/65/416557522c73dd7894672baf14571c78.jpg;https://cdn.entero.ru/mp@2x/5d/fe/5dfe0586125c9d7f09f6699a919f8bc9.jpg;https://cdn.entero.ru/mp@2x/e2/a8/e2a84a5fbb2af98fcb35ab3532ee74ba.jpg,Аэрофритюрница CASO AirFry 6.0,Аэрофритюрница CASO AirFry 6.0,11651,RUB,Да,CASO,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/374343,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374343"">CASO AirFry 6.0</a></b> предназначена для приготовления различных продуктов без масла в частных домах, квартирах и отелях. Модель оснащена сенсорной панелью управления, большой корзиной для жарки и подсветкой. Внутренняя камера выполнена из нержавеющей стали. Равномерное распределение горячего воздуха гарантирует полное приготовление продуктов.</p>

<p><b>Особенности: </b></p>

<ul>
<li>8 программ: фри, пицца, курица, стейк, выпечка, овощи, рыба и разогрев</li>
<li>Настройка температуры и времени приготовления</li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 200 °C</li>
<li>Таймер: от 1 до 60 мин.</li>
<li>Вес картофеля фри за 1 раз: 1,2 кг</li>
</ul>",374343,220 В,1.7 кВт,280 мм,390 мм,280 мм,3.95 кг,,,0,https://entero.ru/manuals/505299/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20AirFry%206.0.pdf,12395,,,Германия,Китай,6 л,
https://cdn.entero.ru/mp@2x/f5/e4/f5e4197686fd082c884699ecdb3cf35e.jpg;https://cdn.entero.ru/mp@2x/b3/f0/b3f091cea575a73145fbbd975c97d59d.jpg;https://cdn.entero.ru/mp@2x/41/a5/41a5d2c1f68a086723c3da7865618661.jpg;https://cdn.entero.ru/mp@2x/85/af/85af45304284205faed2e27cb9605acb.jpg;https://cdn.entero.ru/mp@2x/26/01/2601d39f25d5f8ebe41d40b20653a71a.jpg;https://cdn.entero.ru/mp@2x/b0/c3/b0c3c5a892fd31dfa92f71d93a002bcf.jpg;https://cdn.entero.ru/mp@2x/18/b1/18b1ea7c593e4a0ff6e4fb7f168a03ba.jpg;https://cdn.entero.ru/mp@2x/ed/c4/edc4423adae19f8306b993bea7eb2c0a.jpg,Аэрофритюрница Clatronic FR 3782 H,Аэрофритюрница Clatronic FR 3782 H,12499,RUB,Да,,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/338939,"<p>Аэрофритюрница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338939""><b class=""b"">ClatronicFR 3782 H</b></a> предназначена для приготовления различных продуктов горячим воздухом без масла в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления со светодиодным дисплеем, съемной корзиной для жарки с двухслойным антипригарным покрытием и удобной ненагревающейся ручкой Cool Touch. Передняя часть корзины выполнена из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>8 автоматических программ:
<ul>
<li>Пицца</li>
<li>Картошка фри</li>
<li>Стейк</li>
<li>Креветки</li>
<li>Рыба</li>
<li>Куриные ножки</li>
<li>Овощи</li>
<li>Ребра</li>
<li>Избранное</li>
<li>Экстра</li>
</ul>
</li>
<li>Настрока температуры и времени приготовления</li>
<li>Равномерное распределение тепла</li>
<li>Плавная регулировка температуры</li>
<li>Автоматическое отключение</li>
<li>Защита от перегрева</li>
<li>Нескользящие ножки</li>
<li>Класс защиты: I </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Температурный режим: от 80 до 200 °C</li>
</ul>",338939,220 В,1.45 кВт,275 мм,340 мм,305 мм,,,,0,https://entero.ru/manuals/401752/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20FR%203782%20H.pdf,13157,,4.1 кг,Германия,Китай,5 л,
https://cdn.entero.ru/mp@2x/94/32/94328614a7f2b6d2be5c0d79f2d3e868.jpg;https://cdn.entero.ru/mp@2x/d2/bb/d2bb9bc791e6cbb54041ce00e11eef5b.jpg;https://cdn.entero.ru/mp@2x/ed/ed/eded92f046c476218ef8bc97562549bd.jpg;https://cdn.entero.ru/mp@2x/8e/d2/8ed2515fff06d3fa196767c918303028.jpg;https://cdn.entero.ru/mp@2x/94/6c/946c6c6d02c6d4f3cc846bbc971f3081.jpg;https://cdn.entero.ru/mp@2x/13/83/13837eefe11da462e1dbe24db178e6ef.jpg;https://cdn.entero.ru/mp@2x/42/86/4286fff6e6c6cb89ae3cae0f8a4602d9.jpg;https://cdn.entero.ru/mp@2x/55/ac/55ac068e7a2ab63cf42290a73505ee88.jpg;https://cdn.entero.ru/mp@2x/3f/0a/3f0a7d8d8c15e499261eb1cb8228de6d.jpg,Фритюрница-фондю Steba DF 150 F,Фритюрница-фондю Steba DF 150 F,13502,RUB,Да,,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/209588,"<p>Фритюрница-фондю <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/209588"">Steba DF 150 F</a></b> предназначена для приготовления различных продуктов в большом количестве горячего масла или жира и фондю в частных домах и квартирах. Модель оснащена панелью управления с цифровым дисплеем и съемной крышкой со смотровым окном и постоянным фильтром. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 8 вилок из нержавеющей стали с цветной маркировкой и кольцо для фондю.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Таймер от 20 до 120 мин.</li>
<li>Защита от перегрева </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: до 190 °C</li>
<li>Размер корзины: 170х155х90 мм</li>
<li>Загрузка:
<ul>
<li>Максимальная: 0,8 кг</li>
<li>Оптимальная: 0,5 кг</li>
</ul>
</li>
</ul>",209588,220 В,1.2 кВт,255 мм,260 мм,245 мм,,,,0,https://entero.ru/manuals/245186/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20DF%20150%20F.pdf,14676,,2.9 кг,Германия,Китай,2.5 л,
https://cdn.entero.ru/mp@2x/d1/de/d1dee79b85dc7f9eb554b9d881d2da08.jpg;https://cdn.entero.ru/mp@2x/e0/99/e099ab1b7210daaf1742999751c24316.jpg;https://cdn.entero.ru/mp@2x/ce/f5/cef543bc4a259105406c845aaf2d62ae.jpg;https://cdn.entero.ru/mp@2x/ef/89/ef89d71ceb3aa67e22bf557d2626229b.jpg,Аэрофритюрница Black+Decker BXAF5500E,Аэрофритюрница Black+Decker BXAF5500E,13870,RUB,Да,,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/290854,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290854"">Black+Decker BXAF5500E</a></b> предназначена для приготовления различных пищевых продуктов без использования масла в отелях, офисах, а также домашних условиях. Модель оснащена сенсорной панелью управления с цифровым дисплеем.</p>

<p><b>Особенности: </b></p>

<ul>
<li>12 автоматических программ</li>
<li>Регулировка температуры</li>
<li>Таймер до 60 мин.</li>
<li>Чашу для жарки и корзину можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 80 до 200 °C</li>
</ul>",290854,220 В,1.8 кВт,,,,,,,0,,14448,,,США,Китай,5.5 л,
https://cdn.entero.ru/mp@2x/5d/a2/5da2eaeffbc8def32d1551a551c9837c.jpg;https://cdn.entero.ru/mp@2x/ff/99/ff9950e1e337aace99ebe6619775bfea.jpg;https://cdn.entero.ru/mp@2x/a0/2d/a02d7beddcc0721b0f7caf617106e4f1.jpg;https://cdn.entero.ru/mp@2x/06/3d/063da7c75f1934b8e633ab2910d71684.jpg;https://cdn.entero.ru/mp@2x/69/c6/69c6ff84ff6801339a3db50f29024012.jpg;https://cdn.entero.ru/mp@2x/df/aa/dfaae56046476610aed7a029cabf9822.jpg;https://cdn.entero.ru/mp@2x/fe/eb/feeb559fd1d075cec0dd5cb674d48145.jpg;https://cdn.entero.ru/mp@2x/d4/84/d484ba6d5ca637a972d79bcfa533c16d.jpg;https://cdn.entero.ru/mp@2x/df/94/df94778090ffc5de9f3e3958b4d93c1a.jpg,Аэрофритюрница Taurus Air Fry Digital 6S,Аэрофритюрница Taurus Air Fry Digital 6S,13933,RUB,Да,Taurus,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/290741,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290741"">Taurus Air Fry Digital 6S</a></b> предназначена для приготовления различных пищевых продуктов без использования масла в отелях, офисах, а также домашних условиях. Модель оснащена цифровым сенсорным дсплеем и ненагревающейся рукояткой. Чаша для жарки и корзина имеют антипригарное покрытие, все элементы оборудования выполнены из материалов, не содержащих BPA и PFOA.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Регулировка температуры</li>
<li>8 предустановленных программ</li>
<li>Таймер до 60 мин.</li>
<li>Звуковой сигнал об окончании приготовления</li>
<li>Съемные детали можно мыть в посудомоечной машине</li>
<li>Нескользящие опоры</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 80 до 200 °C</li>
<li>Максимальная загрузка: 1,2 кг</li>
</ul>",290741,220 В,1.7 кВт,,,,,,,0,https://entero.ru/manuals/353152/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Air%20Fry%20Digital%206S.pdf,,,,Испания,Китай,5.5 л,
https://cdn.entero.ru/mp@2x/91/7c/917c52dc26882d404ed8546bc6842c60.jpg;https://cdn.entero.ru/mp@2x/be/46/be463354d46b0813f99943c88bdf5449.jpg;https://cdn.entero.ru/mp@2x/37/8e/378e90e0c55029f61dc28f84ea42b3c4.jpg;https://cdn.entero.ru/mp@2x/4a/74/4a74078507fc2b3a0be750a09700a23b.jpg,Аэрофритюрница Geniard GA-AFK25A,Аэрофритюрница Geniard GA-AFK25A,14417,RUB,Да,,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/375882,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375882"">Geniard GA-AFK25A</a></b> предназначена для приготовления различных продуктов без масла в частных домах и квартирах. Модель оснащена сенсорной панелью управления с технологией smart touch. Устройство сочетает в себе преимущества фритюрницы, духовки и гриля. 3D-циркуляция воздуха обеспечивает оптимальное сочетание хрустящей внешней корочки и нежного внутреннего наполнения блюда. Точный контроль температуры и равномерное распределение тепла позволяет жарить до хрустящей корочки, быстро запекать и размораживать продукты.</p>

<p><b>Особенности:</b></p>

<ul>
<li>17 автоматических программ: подогрев, разморозка, сушка, поддержание тепла, жарка, тост, чипсы, приготовление сухофруктов, выпечки, птицы, курицы, крылышек, стейка, баранины, шашлыка, креветок и рыбы</li>
<li>Автоматический контроль температуры</li>
<li>Открытие дверцы в нескольких положениях</li>
<li>Внутреннее освещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура: от +40 до +200 °С</li>
</ul>",375882,220 В,1.9 кВт,413 мм,450 мм,340 мм,10.4 кг,1,502x472x425 мм,8,https://entero.ru/manuals/513918/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Geniard%20GA-AFK25A.pdf;https://entero.ru/manuals/513919/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/513920/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/513921/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Geniard%20GA-AFK25A.pdf,,,,Россия,Китай,25 л,
https://cdn.entero.ru/mp@2x/5c/9b/5c9b8689f4b41e1cad0b54753776fa5a.jpg;https://cdn.entero.ru/mp@2x/77/18/77185b749abacadeb3e003655653db4a.jpg;https://cdn.entero.ru/mp@2x/3f/bf/3fbf95d517a4bd48624baa09fa99f263.jpg;https://cdn.entero.ru/mp@2x/f8/de/f8de372588b495a236e552371a9604f7.jpg;https://cdn.entero.ru/mp@2x/7f/41/7f41082a37bedc4aba933a9d4b6333ea.jpg;https://cdn.entero.ru/mp@2x/e6/d0/e6d02a913247e3ecf8381eaf0ccfd2cc.jpg,Аэрофритюрница Rommelsbacher FRH 1500,Аэрофритюрница Rommelsbacher FRH 1500,14419,RUB,Да,Rommelsbacher,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/338924,"<p>Аэрофритюрница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338924""><b class=""b"">Rommelsbacher FRH 1500</b></a> предназначена для приготовления различных продуктов горячим воздухом без масла в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления со светодиодным дисплеем, смотровым окном, съемной корзиной для жарки с двухслойным антипригарным покрытием, решеткой с силиконовыми прокладками и удобной ручкой. Вставка выполнена из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>5 автоматических программ:
<ul>
<li>Предварительный нагрев </li>
<li>Картошка фри</li>
<li>Гриль/Птица</li>
<li>Гриль/Мясо</li>
<li>Выпечка</li>
<li>Избранное</li>
</ul>
</li>
<li>Настрока температуры и времени приготовления</li>
<li>Равномерное распределение тепла</li>
<li>Теплоизолированный корпус</li>
<li>Таймер на 60 минут</li>
<li>Низкий уровень шума</li>
<li>Защита от перегрева</li>
<li>Нескользящие ножки</li>
<li>Класс защиты: I </li>
<li>Цвет корпуса: чёрный / нержавеющая сталь</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Температурный режим: 80 / 160 / 180 / 200 °C</li>
<li>Мощность в режиме ожидания: 0,5 Вт</li>
<li>Уровень шума: 45 дБ</li>
<li>Максимальная загрузка: 0,8 кг</li>
</ul>",338924,220 В,1.5 кВт,225 мм,285 мм,400 мм,,,,0,https://entero.ru/manuals/401696/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rommelsbacher%20FRH%201500.pdf,15673,,4.5 кг,Германия,Китай,5 л,
https://cdn.entero.ru/mp@2x/0f/17/0f177d0103c0405db9496cb414a38032.jpg;https://cdn.entero.ru/mp@2x/02/1b/021bcdaadf3ff8962a75330c8d0203a6.jpg;https://cdn.entero.ru/mp@2x/c0/e4/c0e43db5e154e2e9961cdd9eaf4da9a2.jpg;https://cdn.entero.ru/mp@2x/44/31/443135545bcdbfe4475ef4713540f5c1.jpg,Аэрофритюрница Steba HF 1000,Аэрофритюрница Steba HF 1000,14627,RUB,Да,,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/130464,"<p><span class=""b"">Аэрофритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130464"">Steba HF 1000</a></b> предназначена для приготовления различных продуктов без масла в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления с ЖК дисплеем и чашей для жарки с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Технология горячий воздух для быстрого и равномерного распределения тепла</li>
<li>Регулировка температуры </li>
<li>Таймер на 60 мин.</li>
<li>Пауза при открытии во время жарки без прерывания пограммы</li>
<li>Место для хранения кабеля</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 80 до 190 °C</li>
<li>Объем чаши: 3,5 л</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 1,5 кВт</li>
<li>Габариты: 320x380x340 мм</li>
<li>Вес: 5,4 кг</li>
</ul>",130464,,,,,,,,,0,https://entero.ru/manuals/146249/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20HF%201000%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,15899,,,,,,
https://cdn.entero.ru/mp@2x/08/c3/08c3116d4a86f39065984cafe4674747.jpg;https://cdn.entero.ru/mp@2x/03/5d/035d7a0a033969a99961585cdbcd2985.jpg;https://cdn.entero.ru/mp@2x/9a/88/9a881c949e3866352782f0f28042e96c.jpg;https://cdn.entero.ru/mp@2x/6f/1a/6f1a8c6392a653a7ba579f0c813da990.jpg;https://cdn.entero.ru/mp@2x/47/9f/479fb7d7d6bc6719bbd7db38099841ff.jpg,Фритюрница Profi Cook PC-FR 1038,Фритюрница Profi Cook PC-FR 1038,14627,RUB,Да,,Бытовая техника,Техника для кухни,Фритюрницы,https://entero.ru/item/170052,"<p><span class=""b"">Фритюрница</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170052"">Profi Cook PC-FR 1038</a></b> предназначена для приготовления различных продуктов в большом количестве горячего масла или жира в частных домах и квартирах. Модель оснащена панелью управления с 2 светодиодными индикатороми, съемным резервуаром для масла и крышкой со смотровым окном и постоянным фильтром против запаха и дыма. Корпус, крышка, нагревательный элемент и резервуар для масла выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 2 малые и 1 большая корзина.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры </li>
<li>Технология холодной зоны</li>
<li>Таймер до 30 мин.</li>
<li>Защита от перегрева</li>
<li>Место для хранения кабеля</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 130 до 190 °C</li>
<li>Объем: 5 л</li>
<li>Вместимость корзин:
<ul>
<li>Малая: 500 г</li>
<li>Большая: 1000 г</li>
</ul>
</li>
<li>Напряжение: 230 В</li>
<li>Мощность: 3 кВт</li>
<li>Габариты: 377x379x266 мм</li>
<li>Вес: 3,2 кг</li>
</ul>",170052,,,,,,,,,0,https://entero.ru/manuals/195960/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-FR%201038.pdf,15397,,,,,,
