Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Вес (с упаковкой),Система охлаждения,Фармацевтический
https://cdn.entero.ru/mp@2x/dc/c4/dcc41de67741fc4f764d5e60454b97d6.jpg;https://cdn.entero.ru/mp@2x/af/64/af6444bf5e634095e422290ceb5ddcd9.jpg;https://cdn.entero.ru/mp@2x/ae/a3/aea3811583e4161db4fbe110b0414572.jpg,Автохолодильник Alpicool BD135 12В/24В,Автохолодильник Alpicool BD135 12В/24В,40099,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/280544,"<p>Переносной автохолодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280544""><b class=""b"">Alpicool BD135 </b></a>предназначен для охлаждения и глубокой заморозки, хранения и транспортировки продуктов питания и напитков в легковых и грузовых автомобилях, автодомах, специальной технике, лодках, катерах, яхтах, других видах транспорта и в быту. Модель оснащена панелью управления с информативным дисплеем, внутренним светодиодным освещением, корзиной для продуктов и петельными защелками. Корпус изготовлен из стали, изоляция - из полиуретановой пены высокой плотности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от разряда аккумулятора</li>
<li>Защита компрессора от перегрева</li>
<li>Автоматический контроль температуры</li>
<li>Экономичный режим</li>
<li>Турбо режим</li>
<li>Мобильное приложение</li>
<li>Память настроек</li>
<li>Индикация ошибок</li>
<li>Возможность работы от солнечных батарей</li>
<li>Защита испарителя</li>
<li>Электромагнитная совместимость</li>
<li>Тихая работа</li>
<li>Экологически безопасный хладагент R134A</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимый угол наклона компрессора: 40°</li>
<li>Количество хладагента: 90 г</li>
<li>Габариты в упаковке: 685х946х596 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Адаптер на 220 В</li>
<li>Быстросъемная батарея</li>
<li>Солнечная батарея</li>
</ul>",280544,переносной,от -20 до 20 °C,постоянный ток 12/24 В,0.08 кВт,901 мм,552 мм,610 мм,34 кг,Китай,1,685x946x596 мм,0,,43586,,32 кг,135 л,,компрессорная,
https://cdn.entero.ru/mp@2x/74/2c/742ce4a5e1214fdf108af81d795da17c.jpg;https://cdn.entero.ru/mp@2x/bf/34/bf347e79fcb0ff614d8e790be573013a.jpg;https://cdn.entero.ru/mp@2x/1f/d9/1fd9885eef44475c3516403daf753a71.jpg;https://cdn.entero.ru/mp@2x/af/b7/afb7d1827832d2cd2105dce43e938090.jpg;https://cdn.entero.ru/mp@2x/e1/54/e1543eacf4db49f145681a0e788f3c8e.jpg,Автохолодильник Alpicool C15 12В/24В,C15,12199,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/220557,"<p>Переносной автохолодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220557""><b class=""b"">Alpicool C15 </b></a>предназначен для охлаждения и глубокой заморозки, хранения и транспортировки продуктов питания и напитков в легковых и грузовых автомобилях, автодомах, специальной технике, лодках, катерах, яхтах, других видах транспорта и в быту. Корпус изготовлен из качественного прочного материала, который не деформируется даже при экстремальной езде.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сохранение установленной температуры при любой погоде и при различных воздействиях внешней среды</li>
<li>Компактность</li>
<li>Современный дизайн</li>
<li>Экологически безопасный хладагент R134A</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимый угол наклона компрессора: 40°</li>
</ul>",220557,переносной,от -20 до 20 °C,постоянный ток 12/24 В,0.045 кВт,598 мм,320 мм,260 мм,,Китай,,,0,https://entero.ru/manuals/262244/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B5%20%D0%BD%D0%B0%20Alpicool%20C15.pdf,13117,,8.6 кг,15 л,,компрессорная,
https://cdn.entero.ru/mp@2x/f5/d0/f5d0580a60e20caea0701553ad7d961e.jpg;https://cdn.entero.ru/mp@2x/8b/5c/8b5ce5759bad9674184588c9b0af5b37.jpg;https://cdn.entero.ru/mp@2x/69/08/6908a85ffa83a4e3bc3f5ff5fce2583e.jpg;https://cdn.entero.ru/mp@2x/88/28/882883f318366732d63697036b4e49d0.jpg;https://cdn.entero.ru/mp@2x/67/36/67365439b6d466e0c09fd5a6b5f325c1.jpg;https://cdn.entero.ru/mp@2x/96/26/96269184b803b29edc637446cf15585f.jpg;https://cdn.entero.ru/mp@2x/35/70/35709393af9bef4297b357e1163aeb3e.jpg;https://cdn.entero.ru/mp@2x/40/df/40df9efa769ca12fb95bf7274e9e8824.jpg;https://cdn.entero.ru/mp@2x/81/2b/812bffb0b70abd8aada388be8e11ab6d.jpg;https://cdn.entero.ru/mp@2x/45/ae/45aee25aab8254786725a4b977f1d961.jpg;https://cdn.entero.ru/mp@2x/95/f6/95f672d3df08b6fe6c7fb9b666ff87d0.jpg;https://cdn.entero.ru/mp@2x/64/9e/649eba3532d9df91095a396b4f1dffc3.jpg;https://cdn.entero.ru/mp@2x/11/5c/115c8323efd4102388bcb4a8f1b90e24.jpg;https://cdn.entero.ru/mp@2x/d1/c1/d1c123358e90ef72ece27bdb191dc7f1.jpg;https://cdn.entero.ru/mp@2x/e3/11/e311c0d4d874b74dfc896ac0f09ace66.jpg;https://cdn.entero.ru/mp@2x/de/aa/deaa4d548f2794baaff766162f1398c2.jpg;https://cdn.entero.ru/mp@2x/81/fb/81fbb4e08f9ba7864f89f8fd82b47037.jpg;https://cdn.entero.ru/mp@2x/f7/0a/f70a8fed4608518b092bb0235931300c.jpg;https://cdn.entero.ru/mp@2x/b1/d1/b1d143ec2a98fdea859aa3661791029e.jpg,Автохолодильник MEYVEL AF-F30,Автохолодильник MEYVEL AF-F30,14999,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/301190,"<p>Переносной автохолодильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301190"">MEYVEL AF-F30</a></b> предназначен для охлаждения, заморозки и глубокой заморозки, хранения и транспортировки продуктов питания и напитков в легковых и грузовых автомобилях, автодомах, специальной технике, лодках, катерах, яхтах, других видах транспорта и в быту. Модель оснащена компрессором, электронным термостатом, электронной панелью управления и цифровым ЖК-дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>MAX - дает возможность максимально быстро заморозить содержимое</li>
<li>ECO - устройство расходует меньше энергии, сохраняя свежесть продуктов</li>
</ul>
</li>
<li>Подключение через прикуриватель</li>
<li>Автоматический контроль температуры</li>
<li>Защита от разрядки аккумулятора</li>
<li>Защита компрессора от перегрева</li>
<li>Экологически безопасный хладагент R134A</li>
<li>Сертифицированная электромагнитная совместимость</li>
<li>Память настроек: при отключении питания все настройки будут сохранены</li>
<li>Индикатор ошибок на дисплее</li>
<li>Возможность питания от солнечных батарей</li>
<li>​Защита испарителя - полиуретановая пена высокой плотности</li>
<li>Подсветка</li>
<li>Ручки для переноски</li>
<li>Перенавешиваемые дверцы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимый угол наклона компрессора: 40°</li>
<li>Сила тока при 12 / 24 В: 4,5 / 2,2 А</li>
<li>Предохранитель: 15 A</li>
<li>Климатический класс: T, ST, N, SN</li>
<li>Уровень шума: 40 дБ</li>
<li>Масса хладагента: 0,04 кг</li>
<li>Гарантия на компрессор: 2 года</li>
<li>Габариты в упаковке: 660х428х423 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сетевой адаптер</li>
</ul>",301190,переносной,от -20 до 20 °C,постоянный ток 12/24 В,0.06 кВт,618 мм,376 мм,372 мм,,Италия,,,0,,,,11.6 кг,30 л,,компрессорная,
https://cdn.entero.ru/mp@2x/1f/63/1f63ffdd769af5042472f7fb1c2f477b.jpg;https://cdn.entero.ru/mp@2x/2a/04/2a04084621be1516e8c74a969727ba1e.jpg;https://cdn.entero.ru/mp@2x/1e/d1/1ed1b589083b0954a2c9fe4243514f27.jpg;https://cdn.entero.ru/mp@2x/01/f1/01f18454b693c6288f7467ceed0fba1d.jpg;https://cdn.entero.ru/mp@2x/a0/06/a006b82539e73fe350a7ba0af14d7107.jpg;https://cdn.entero.ru/mp@2x/c3/98/c39858b0ce04f7eafbdecf0bb2cd3ecc.jpg,Автохолодильник Libhof W-26 25 л,libw26,25499,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/280631,"<p>Переносной автохолодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280631""><b class=""b"">Libhof W-26 </b></a>предназначен для охлаждения, заморозки, хранения и транспортировки продуктов питания и напитков в легковых и грузовых автомобилях, автодомах, специальной технике, лодках, катерах, яхтах, других видах транспорта и в быту. Модель оснащена 2 камерами: основной глубокой и мелкой для размещения льда, расположенной сверху крышкой и сенсорной панелью управления с дисплеем индикации. Внешняя облицовка корпуса выполнена из прочного пластика с матовой поверхностью, теплоизоляция – из пенополиуретана высокой плотности.</p>

<p>В комплект поставки входят кабель питания с вилкой для прикуривателя, форма для льда, инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность работы от бортовой сети постоянного тока транспорта, сети переменного тока или дополнительного аккумулятора постоянного тока</li>
<li>Режимы:
<ul>
<li>MAX для интенсивного охлаждения</li>
<li>ECO для энергосбережения</li>
</ul>
</li>
<li>Регулировка температуры</li>
<li>3 уровня защиты от разряда аккумуляторной батареи</li>
<li>Простое управление с помощью удобного меню </li>
<li>Цифровая индикация актуальных температуры в градусах Цельсия или Фаренгейта и напряжения сети </li>
<li>Светодиодный индикатор питания</li>
<li>Символьная индикация режимов охлаждения и защиты аккумулятора </li>
<li>Самодиагностика с индикацией кодов неисправностей</li>
<li>Автоматическая блокировка клавиш для защиты от случайного нажатия</li>
<li>Устойчивый к наклонам и вибрациям высокоэффективный компрессор </li>
<li>USB-порт для зарядки гаджетов</li>
<li>Защита от перегрева благодаря электронному термостату и принудительной вентиляции</li>
<li>Предохранитель в вилке питания для защиты от перегрузки</li>
<li>Автоматическое отключение дисплея при низком заряде батареи</li>
<li>Съемная крышка с возможностью фиксации для открывания с задней или фронтальной сторон с надежным механическим замком</li>
<li>Эффективная термоизоляция для длительного сохранения температуры продуктов в автономных условиях</li>
<li>Усиленные складные рукоятки для удобства транспортировки</li>
<li>Ударопрочный корпус с усиленными скругленными углами </li>
<li>Экологически безопасный хладагент R134A</li>
<li>Климатический класс: SN / ST / ST / T</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия хранения:
<ul>
<li>Диапазон температуры окружающей среды: от 0 до 50 °C</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 16 до 43 °C</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Шаг регулировки температуры: 1 °C или 2 °F</li>
<li>Допустимый угол наклона компрессора: 45°</li>
<li>Сила тока:
<ul>
<li>12 В: 3,75 А</li>
<li>24 В: 1,88 А</li>
</ul>
</li>
<li>Масса хладагента: 0,037 кг</li>
<li>Гарантия на компрессор: 3 года</li>
<li>Внутренние габариты:
<ul>
<li>Основная камера: 295х300х245 мм</li>
<li>Дополнительная камера:150х95х245 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сетевой адаптер 220/12 В</li>
<li>Преобразователь напряжения 220/12 В</li>
<li>Удлинитель прикуривателя</li>
<li>Внешний аккумулятор</li>
<li>Защитная пленка на крышку</li>
</ul>",280631,переносной,от -20 до 20 °C,"постоянный ток 12/24 В, переменный ток 220 В",0.045 кВт,616 мм,403 мм,340 мм,15.3 кг,Китай,1,692x485x416 мм,0,https://entero.ru/manuals/345288/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20W-26.pdf,,,13.5 кг,25 л,,компрессорная,
https://cdn.entero.ru/mp@2x/4b/d6/4bd6918e1110ac81ab7eb82fbdb7b434.jpg;https://cdn.entero.ru/mp@2x/1e/92/1e9234fb58ca8574ff5d8229057adb9f.jpg;https://cdn.entero.ru/mp@2x/6f/60/6f606fddddaa29d173ce635a2ecd6e42.jpg;https://cdn.entero.ru/mp@2x/39/c2/39c2a7b11d7263b06ab9c60b753a21dc.jpg;https://cdn.entero.ru/mp@2x/23/d6/23d63b557762b58d7c4232cd9428f02b.jpg;https://cdn.entero.ru/mp@2x/58/f3/58f326d6d5160c81b19b36f8ec61dfc1.jpg,Автохолодильник MobileComfort MCR-50,Автохолодильник MobileComfort MCR-50,29820,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/265299,"<p>Встраиваемый автохолодильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265299"">MobileComfort MCR-50</a> </b>предназначен для хранения и транспортировки в охлажденном и замороженном состоянии продуктов питания и напитков в грузовых автомобилях, автодомах, специальной технике, туристических автобусах, лодках, катерах, яхтах, других видах транспорта и в быту. Модель оснащена холодильной камерой с распашной дверью, интегрированной морозильной камерой и электронной панелью управления с 2 светодиодными цифровыми дисплеями индикации. Корпус выполнен из алюминия и АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эко-режим для энергосберегающей работы при оптимальной температуре</li>
<li>Автоматический контроль температуры</li>
<li>Устойчивый к наклонам и вибрациям высокоэффективный компрессор</li>
<li>3-уровневая система защиты от разряда аккумулятора</li>
<li>Автоматическое отключение для защиты компрессора от перегрева</li>
<li>Встроенный предохранитель для защиты от скачков напряжения </li>
<li>Звуковой сигнал для предупреждения о неисправностях</li>
<li>Простое управление </li>
<li>Возможность питания от сети при наличии адаптера</li>
<li>Съемная морозильная камера и дверные полки для оптимизации пространства</li>
<li>Отсек для овощей и фруктов</li>
<li>Подсветка внутреннего объема</li>
<li>Низкий уровень шума</li>
<li>Продуманная конструкция двери:
<ul>
<li>Дополнительный механизм фиксации с помощью защелки</li>
<li>Система «вентиляционная позиция» для фиксации в приоткрытом положении для разморозки и проветривания </li>
<li>Открывание с левой или правой стороны</li>
<li>Интегрированные в фасад рукоятки для оптимизации пространства</li>
</ul>
</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры:
<ul>
<li>Холодильная камера: от 0 до 8 °C</li>
<li>Морозильная камера: от -20 до -12 °C</li>
</ul>
</li>
<li>Сила тока: 4 А</li>
<li>Максимальный уровень звукового давления: 45 дБ</li>
<li>Максимальный угол наклона компрессоров: 30°</li>
</ul>",265299,встраиваемый,от -12 до 20 °C,"постоянный ток 12/24 В, переменный ток 115/230 В",0.048 кВт,380 мм,479 мм,536 мм,17.2 кг,Китай,1,470x610x570 мм,0,,32413,,16.2 кг,50 л,,компрессорная,
https://cdn.entero.ru/mp@2x/03/61/0361846b9260fb8497cde80406c4ee08.jpg;https://cdn.entero.ru/mp@2x/63/89/6389df4e16034d56353c449bcc9a7660.jpg;https://cdn.entero.ru/mp@2x/ec/85/ec856a516e80577c48f62d83a255582e.jpg;https://cdn.entero.ru/mp@2x/cf/bd/cfbd2c6a07874e4e584fde4749c95db8.jpg;https://cdn.entero.ru/mp@2x/ee/57/ee57e58915d762532d89818ea37084d3.jpg;https://cdn.entero.ru/mp@2x/dd/c0/ddc03cae58fe1b98e00091c97421be20.jpg;https://cdn.entero.ru/mp@2x/14/06/1406c4625fd5868a5d53005cecaefcaa.jpg;https://cdn.entero.ru/mp@2x/0f/84/0f8494b17a1ea7fb1129eefc8d5998f9.jpg;https://cdn.entero.ru/mp@2x/1e/76/1e76c21e29e50fdce13597ca23f78832.jpg;https://cdn.entero.ru/mp@2x/21/e8/21e88284bf2c197a1cf5b29ba9ffa325.jpg;https://cdn.entero.ru/mp@2x/e8/a8/e8a88c5ecb9925cfddf765e94f4d8375.jpg;https://cdn.entero.ru/mp@2x/cf/3d/cf3d1dab3a47774712bebb2fb03c7559.jpg,"Автохолодильник MEYVEL AF-H120, 120 литров","Автохолодильник MEYVEL AF-H120, 120 литров",42499,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/262428,"<p>Автохолодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/262428""><b class=""b"">MEYVEL AF-H120 </b></a>предназначен для охлаждения и глубокой заморозки, хранения и транспортировки продуктов питания и напитков в легковых и грузовых автомобилях, автодомах, специальной технике, лодках, катерах, яхтах, других видах транспорта и в быту. Модель оснащена сенсорным управлением, высокопроизводительным компрессором с системой защиты от разгерметизации и электронным термостатом. Внешняя облицовка корпуса выполнена из прочного пластика, теплоизоляция – из пенополиуретана высокой плотности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Стандартный для поддержания заданной температуры</li>
<li>Экономичный для энергосбережения</li>
<li>Турбо режим </li>
</ul>
</li>
<li>Управление через Android / iOS в мобильном приложении «Meyvel Сar Fidge»</li>
<li>Подключение через прикуриватель</li>
<li>Встроенный контроллер для подключения солнечной батареи</li>
<li>Автоматический контроль температуры</li>
<li>Память настроек после отключения от электричества</li>
<li>Индикация ошибок на дисплее</li>
<li>Измерительная линейка на крышке</li>
<li>Съёмные корзины</li>
<li>Открывалка для бутылок на корпусе</li>
<li>Сливная пробка</li>
<li>Трёхуровневая система защиты от разряда аккумулятора</li>
<li>Защита компрессора от перегрева</li>
<li>Усиленная теплоизоляция</li>
<li>Электромагнитная совместимость</li>
<li>Ударопрочный корпус</li>
<li>Перенавешиваемая дверь</li>
<li>Подстаканники</li>
<li>Разъём USB </li>
<li>Хладагент: R134a<br>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимый угол наклона компрессора: 40°</li>
<li>Масса хладагента: 0,08 кг</li>
<li>Внутренние размеры: 785x418х407 мм</li>
<li>Габариты в упаковке: 978х612х575 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Внешняя батарея для автономной работы</li>
</ul>",262428,переносной,от -20 до 20 °C,постоянный ток 12/24 В,0.08 кВт,943 мм,564 мм,538 мм,29.3 кг,Италия,1,978x612x575 мм,0,https://entero.ru/manuals/324413/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MEYVEL%20AF-H120.pdf;https://entero.ru/manuals/324414/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20MEYVEL%20AF-H120.jpg,46195,,26.5 кг,120 л,,компрессорная,
https://cdn.entero.ru/mp@2x/e5/2f/e52f2e3c1871758876fda97be80c60d3.jpg;https://cdn.entero.ru/mp@2x/cf/f2/cff299755f3691cd082e49e3cf93581f.jpg;https://cdn.entero.ru/mp@2x/c9/7c/c97c2e4cb020c679feb618a53dfbae33.jpg;https://cdn.entero.ru/mp@2x/84/c4/84c428d90104e367f7f806b54818dff3.jpg;https://cdn.entero.ru/mp@2x/5d/34/5d34e39d77d226de2c8deb23c165c543.jpg;https://cdn.entero.ru/mp@2x/df/52/df523364fa87bf89cbc7e8c6f34bf3c9.jpg;https://cdn.entero.ru/mp@2x/36/38/363864823c099e8aebe76c32d9fc8a44.jpg;https://cdn.entero.ru/mp@2x/28/72/2872a15a5fd5ff9c50391dfef3f7ccad.jpg;https://cdn.entero.ru/mp@2x/e5/f6/e5f67bf6d638c80c91951a9681b9c773.jpg;https://cdn.entero.ru/mp@2x/aa/c1/aac168e1b98a6aaf8ac94e0589ff8242.jpg;https://cdn.entero.ru/mp@2x/c8/bf/c8bfc95eeb7d77e0ad27083cd8639fcb.jpg;https://cdn.entero.ru/mp@2x/fb/58/fb58d3a0bf5588a53e09e9efc048edce.jpg;https://cdn.entero.ru/mp@2x/06/a8/06a8703b19cba563318b78e625c96733.jpg,"Автохолодильник MEYVEL AF-K45D, 45 литров","Автохолодильник MEYVEL AF-K45D, 45 литров",16999,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/284151,"<p>Переносной автохолодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284151""><b class=""b"">MEYVEL AF-K45D </b></a>предназначен для охлаждения и глубокой заморозки, хранения и транспортировки продуктов питания и напитков в легковых и грузовых автомобилях, автодомах, специальной технике, лодках, катерах, яхтах, других видах транспорта и в быту. Модель оснащена 2 камерами, компрессором, электронным термостатом, подстаканниками, электронной панелью управления и дисплеем повышенной яркости. Внешняя облицовка корпуса выполнена из прочного пластика, теплоизоляция – пенополиуретан высокой плотности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Турбо - дает возможность максимально быстро заморозить содержимое<br>
Экономичный - устройство расходует меньше энергии, сохраняя свежесть продуктов</li>
</ul>
</li>
<li>Подключение через прикуриватель</li>
<li>Автоматический контроль температуры</li>
<li>Устойчивый к наклонам и вибрациям высокоэффективный компрессор</li>
<li>3 уровня защиты от разряда аккумуляторной батареи при выключении двигателя</li>
<li>Защита компрессора от перегрева</li>
<li>Экологически безопасный хладагент R134A</li>
<li>Сертифицированная электромагнитная совместимость</li>
<li>Память настроек: при отключении питания все настройки будут сохранены</li>
<li>Индикатор ошибок на дисплее</li>
<li>Возможность питания от солнечных батарей</li>
<li>Компактный корпус с интегрированными в корпус складными ручками для удобства хранения и транспортировки</li>
<li>Перенавешиваемые дверцы</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура: 
<ul>
<li>Морозильное отделение: от -20 до 20°C</li>
<li>Холодильное отделение: от 5 до 20°C</li>
</ul>
</li>
<li>Допустимый угол наклона компрессора: 40°</li>
<li>Сила тока при 12 / 24 В: 5 / 2,5 А</li>
<li>Гарантия на компрессор: 2 года</li>
<li>Габариты в упаковке: 654x418х512 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Сетевой адаптер </li>
</ul>",284151,переносной,от -20 до 20 °C,постоянный ток 12/24 В,0.06 кВт,608 мм,365 мм,442 мм,13 кг,Италия,1,654x418x512 мм,0,https://entero.ru/manuals/349095/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MEYVEL%20AF-K45D.pdf,,,11.3 кг,45 л,,компрессорная,
https://cdn.entero.ru/mp@2x/0a/24/0a2494974a486efb5fcdc586ad38af0d.jpg;https://cdn.entero.ru/mp@2x/95/45/9545ecc950dbcc1697a61862dc2e40e8.jpg;https://cdn.entero.ru/mp@2x/49/33/493339a1e951f7fdb49d0d7991d3b0ae.jpg;https://cdn.entero.ru/mp@2x/c0/ac/c0ac506b623f328afd0f09302b7026fb.jpg;https://cdn.entero.ru/mp@2x/eb/8d/eb8d5cb7111cf5caea25a9989cfc3eaf.jpg,Автохолодильник Alpicool K18 12В/24В/110/220В,K18,18599,RUB,Да,,Бытовая техника,Техника для автомобиля,Автохолодильники,https://entero.ru/item/227752,"<p>Переносной автохолодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227752""><b class=""b"">Alpicool K18 12В/24В/110/220В </b></a>предназначен для охлаждения и глубокой заморозки, хранения и транспортировки продуктов питания и напитков в легковых и грузовых автомобилях, автодомах, специальной технике, лодках, катерах, яхтах, других видах транспорта и в быту. Модель оснащена цифровой панелью управления, USB-портом, внутренней светодиодной подсветкой и удобной ручкой для переноски. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от разрядки аккумулятора</li>
<li>Управление через Android / iOS</li>
<li>Подходит для использования в экстремальных условиях и для долгих путешествий</li>
<li>Противоударный корпус</li>
<li>Очистка с помощью воды</li>
<li>Стильный дизайн, оптимально подходящий под интерьер автомобиля</li>
<li>Компактность</li>
<li>Экологически безопасный хладагент R134A</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Уровень шума: 38 дБ</li>
<li>Допустимый угол наклона компрессора: 40°</li>
<li>
<p>Габариты в упаковке: 355х390х640 мм</p>
</li>
</ul>",227752,переносной,от -20 до 20 °C,постоянный ток 12/24 В,0.06 кВт,292 мм,585 мм,335 мм,,Китай,,,0,,,,10.5 кг,18 л,,компрессорная,
