Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Материал,Цвет,Количество скоростей,Реверс,Количество насадок
https://cdn.entero.ru/mp@2x/28/26/282617de7c4ea0a4d4d5df9b87bdd067.jpg;https://cdn.entero.ru/mp@2x/29/f8/29f8adf2c39b81ed817142ed02aae7c1.jpg;https://cdn.entero.ru/mp@2x/91/5b/915bdf507d08ce7d6f1f729c49594155.jpg,Мясорубка Black+Decker BXMMA2200E,Мясорубка Black+Decker BXMMA2200E,17575,RUB,Да,,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/290819,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290819"">Black+Decker BXMMA2200E</a></b> предназначена для измельчения мяса и рыбы при производстве фарша в частных домах и квартирах. Корпус выполнен из пластика и нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>3 решетки</li>
<li>Насадка для приготовления томатного соуса</li>
<li>Насадка для кеббе</li>
<li>Насадка для колбас</li>
</ul>",290819,220 В,2.2 кВт,,,,,,,0,,18898,,,США,Китай,,"нерж. сталь, пластик",черный,2,Да,
https://cdn.entero.ru/mp@2x/11/79/117974885d94e2137a91f2dcb3b88835.jpg;https://cdn.entero.ru/mp@2x/33/81/338191092f9fe0f604bbdf06352ebaaf.jpg;https://cdn.entero.ru/mp@2x/24/fb/24fbfa2a974758ce8b090e346dd4a707.jpg;https://cdn.entero.ru/mp@2x/8f/16/8f1643197c5cdba61e03f4994aae5b56.jpg;https://cdn.entero.ru/mp@2x/39/58/395861a9408c6c492f6797b38d4e60e3.jpg;https://cdn.entero.ru/mp@2x/31/6a/316abda802da35afb9b5982344e63477.jpg;https://cdn.entero.ru/mp@2x/c1/b2/c1b2de0b79e87d891b7c444a92ca9293.jpg;https://cdn.entero.ru/mp@2x/34/07/3407c9212363beec83f32ece965987cc.jpg;https://cdn.entero.ru/mp@2x/29/c1/29c119e7e3ab3aec613f86f497ef0609.jpg;https://cdn.entero.ru/mp@2x/ec/cc/eccc0dd284fc1856b525a9bffb478e59.jpg,Мясорубка CASO FW 2500 Black,2874,23310,RUB,Да,CASO,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/338995,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338995"">CASO FW 2500 Black</a></b> используется в частных домах и квартирах для измельчения мяса и рыбы при производстве фарша. Модель оснащена мощным двигателем, 2 уровнями скорости, функцией реверса и ножками-присосками.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Толкатель</li>
<li>Шнек</li>
<li>Лезвие с титановым покрытием</li>
<li>3 диска из нержавеющей стали</li>
<li>Насадка для теста с шаблоном</li>
<li>Насадка для колбас</li>
<li>Насадка для печенья с 4 формами</li>
<li>Пресс для приготовления котлет</li>
<li>Загрузочный поддон</li>
<li>Форма для хранения принадлежностей</li>
</ul>

<p><b>Характеристики: </b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность:
<ul>
<li>Номинальная: 0,4 кВт</li>
<li>Максимальная: 2,5 кВт</li>
</ul>
</li>
<li>Диаметр отверстий решеток: 3 / 5 / 8 мм</li>
</ul>",338995,220 В,2.5 кВт,375 мм,310 мм,170 мм,,,,0,https://entero.ru/manuals/401812/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20FW%202500%20Black.pdf,,,4.6 кг,Германия,Китай,2.5 кг/мин.,металл,черный,2,Да,
https://cdn.entero.ru/mp@2x/14/16/1416789130fa8df2bfb99230aa5a4205.jpg;https://cdn.entero.ru/mp@2x/c8/83/c8839c2a8ab72d239ad799cf6455db6d.jpg;https://cdn.entero.ru/mp@2x/97/06/9706fa61c89afbb0d09fc3882eb6476b.jpg;https://cdn.entero.ru/mp@2x/4a/46/4a46a6d8277198a27a502493f4cccc99.jpg;https://cdn.entero.ru/mp@2x/24/2d/242d94a7d1bd4741e2502a1c025d7072.jpg;https://cdn.entero.ru/mp@2x/ef/9f/ef9f1517299c37e2245a6def24c3e406.jpg;https://cdn.entero.ru/mp@2x/9d/d7/9dd7883569ba06585dc6c7d94b3dff54.jpg;https://cdn.entero.ru/mp@2x/29/c2/29c24f8dfe3a5b33bb5fae73d52cb3ce.jpg;https://cdn.entero.ru/mp@2x/d5/dc/d5dcdd41ffce4cbdfcbf583e097d06b5.jpg;https://cdn.entero.ru/mp@2x/e9/d0/e9d0d5012c929dfbf9cf180459d7e40e.jpg,Мясорубка CASO FW 2500,Мясорубка CASO FW 2500,23310,RUB,Да,CASO,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/345601,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345601"">CASO FW 2500</a></b> используется в частных домах и квартирах для измельчения мяса, рыбы и других продуктов при производстве фарша. Модель оснащена мощным двигателем, 2 уровнями скорости, функцией реверса и ножками-присосками. Корпус выполнен из металла, диски - из нержавеющей стали, нож имеет титановое покрытие.</p>

<p>В комплект поставки входят пресс для приготовления котлет, насадка для колбас, насадка для печенья с 4 формами и толкатель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двигатель постоянного тока</li>
<li>Хранение принадлежностей в лотке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество дисков: 3</li>
<li>Диаметр отверстий решеток: 3, 5 и 8 мм</li>
<li>Напряжение: от 220 до 240 В</li>
<li>Мощность:</li>
<li style=""margin-left: 40px;"">Номинальная: 0,4 кВт</li>
<li style=""margin-left: 40px;"">Максимальная: 2,5 кВт</li>
</ul>",345601,220 В,,375 мм,170 мм,310 мм,,,,0,,,,4.6 кг,Германия,Китай,2.5 кг/мин.,металл,серебро,2,Да,2
https://cdn.entero.ru/mp@2x/ab/1f/ab1fcf6e3601e3acf1c98a1f0bfcd4c4.jpg;https://cdn.entero.ru/mp@2x/59/06/5906a066185a7acc68c31a8f8c79bf25.jpg;https://cdn.entero.ru/mp@2x/c6/27/c6276b86a1930c2b788bc77159cfe472.jpg;https://cdn.entero.ru/mp@2x/70/ee/70ee59894d260d5d484f6440aa013238.jpg;https://cdn.entero.ru/mp@2x/43/9a/439a850d119fc3821f133456fa8a5bf3.jpg;https://cdn.entero.ru/mp@2x/7f/e2/7fe2089709b8ed6be55eb5ca2b2e11d5.jpg;https://cdn.entero.ru/mp@2x/d7/ed/d7edd14671b9c690c74ed5cc40b35af2.jpg;https://cdn.entero.ru/mp@2x/47/35/4735ebb5944d0c0626d81d89f5b38969.jpg;https://cdn.entero.ru/mp@2x/f8/59/f859061be5e70b08a589346f85023bc2.jpg;https://cdn.entero.ru/mp@2x/1c/d4/1cd4060f4503eb1c3db479bf4812831d.jpg;https://cdn.entero.ru/mp@2x/17/c3/17c345cee06e4100341330369e870a71.jpg,Мясорубка Bosch MFW 68680,Мясорубка Bosch MFW 68680,24339,RUB,Да,Bosch,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/378429,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378429"">Bosch MFW 68680</a></b> измельчает мясо и рыбу при производстве фарша, формирует колбаски и кеббе, шинкует овощи, натирает сыр, измельчает орехи и отжимает сок. Модель оснащена отсеком для хранения формовочных дисков и резиновыми ножками.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Нож с двусторонней заточкой</li>
<li>Формовочные диски для фарша: 3; 4,8 и 8 мм</li>
<li>Насадка для приготовления колбас</li>
<li>Насадка для кеббе</li>
<li>Загрузочный лоток</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насадка для нарезки кубиками</li>
<li>Насадка для шинковки и нарезки ломтиками</li>
</ul>",378429,220 В,0.8 кВт,199 мм,295 мм,254 мм,7 кг,,,0,https://entero.ru/manuals/523307/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bosch%20MFW%2068680.pdf,25620,,,Германия,,,,"черный, металл",,,5
https://cdn.entero.ru/mp@2x/79/60/7960e6dd3133851cc51c04be29aa5b3a.jpg;https://cdn.entero.ru/mp@2x/30/ff/30ff08aab01c2b9eedd2d0525be5ca6a.jpg;https://cdn.entero.ru/mp@2x/e9/69/e969adb34ef87db29c9c0287f71d7e3b.jpg;https://cdn.entero.ru/mp@2x/f2/ff/f2ffcc7b5eaca62ebef373141e64ef78.jpg;https://cdn.entero.ru/mp@2x/a7/0a/a70ae6c841e898c52f54b2160e52779d.jpg;https://cdn.entero.ru/mp@2x/a8/dd/a8ddd0534a482664cfe9da014504bc63.jpg;https://cdn.entero.ru/mp@2x/45/e4/45e4b0d3e171acb4fb89f57fa870e3f9.jpg,Мясорубка Graef FW 500,FW500EU,27294,RUB,Да,,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/265084,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265084"">Graef FW 500</a></b> предназначена для измельчения мяса и рыбы при производстве фарша в частных домах и квартирах. Модель оснащена функциональным цифровым дисплеем. Корпус выполнен из алюминия, нож и решетки - из нержавеющей стали. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>3 решетки</li>
<li>Насадка для колбас</li>
<li>Насадка для кеббе</li>
<li>Насадка для печенья</li>
<li>Толкатель</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Оптимизированный шнек обеспечивает минимальное количество остатков продуктов</li>
<li>Легко разбирается для очистки</li>
<li>Защита от перегрузки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр загрузочной горловины: 42 мм</li>
<li>Диаметр отверстий решеток: 3 / 5 / 8 мм</li>
</ul>",265084,220 В,от 0.4 до 2.5 кВт,153 мм,355 мм,304 мм,,,,0,https://entero.ru/manuals/328162/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20FW%20500.pdf,28431,,4.64 кг,Германия,Китай,от 1.8 до 2.5 кг/мин.,металл,серебро,2,Да,
https://cdn.entero.ru/mp@2x/f2/54/f254356919532f4754648ef3c837c59d.jpg;https://cdn.entero.ru/mp@2x/35/1e/351eeee7d9f27561a21c91564997694e.jpg;https://cdn.entero.ru/mp@2x/8a/ff/8afff5414395026eaca0d529aa9efcf6.jpg;https://cdn.entero.ru/mp@2x/a6/e5/a6e5ff2d269f659229ced3823c48543e.jpg;https://cdn.entero.ru/mp@2x/e2/fa/e2fa183844ac3e06e26988367901bb66.jpg;https://cdn.entero.ru/mp@2x/b4/66/b466b3e985679c6b43fbb668e25a0149.jpg;https://cdn.entero.ru/mp@2x/56/8e/568ee2148f7a403e40988e3578f4dae4.jpg;https://cdn.entero.ru/mp@2x/9d/95/9d9562ce836533fe033fc5e988eba39a.jpg;https://cdn.entero.ru/mp@2x/20/70/2070305a10ec5f12f23e672d6b24ba39.jpg;https://cdn.entero.ru/mp@2x/3b/e6/3be68ed70335f2a68b76ea7f7b651fc5.jpg;https://cdn.entero.ru/mp@2x/04/2a/042a4006acc20e36683a220d9b8f6003.jpg,Мясорубка Bosch MFWS450B,Мясорубка Bosch MFWS450B,0,RUB,Да,Bosch,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/378511,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378511"">Bosch MFWS450B</a></b> измельчает мясо и рыбу при производстве фарша, формирует колбаски и кеббе, шинкует овощи, натирает сыр, измельчает орехи и отжимает сок. Модель оснащена отсеком для хранения насадок и резиновыми ножками. Корпус и загрузочный лоток выполнены из прочного пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Формовочные диски для фарша: 3; 4,8 и 8 мм</li>
<li>Насадка для приготовления колбас</li>
<li>Насадка для кеббе</li>
<li>Насадка-терка</li>
<li>Пресс для цитрусовых</li>
</ul>",378511,220 В,1.9 кВт,175 мм,230 мм,240 мм,4 кг,,,0,,,,,Германия,,2.5 кг/мин.,пластик,черный,,Да,
https://cdn.entero.ru/mp@2x/ed/a4/eda476c4fccbb719146b1299e349e928.jpg;https://cdn.entero.ru/mp@2x/19/db/19db78cfc0740f96edbc883becc5fe2f.jpg;https://cdn.entero.ru/mp@2x/5d/03/5d0304859034bfe18835bb750d308acf.jpg;https://cdn.entero.ru/mp@2x/d5/74/d5743c6ba2b32e82747b2a9a417b7e57.jpg;https://cdn.entero.ru/mp@2x/cf/2e/cf2eeb88ee4de3a79f3789f6a177b98a.jpg;https://cdn.entero.ru/mp@2x/75/8e/758ed899a79ff929bad93ddf9c6bf0e0.jpg;https://cdn.entero.ru/mp@2x/a2/71/a2715956130280a2aec5d3dbff8ad96a.jpg;https://cdn.entero.ru/mp@2x/3b/85/3b85a64f20f98338523e3dcc31ff5e1d.jpg;https://cdn.entero.ru/mp@2x/26/82/26822fab4a4e7e8d077319eb0fa8f376.jpg,Мясорубка Bosch MFW 67440,Мясорубка Bosch MFW 67440,0,RUB,Нет,Bosch,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/378430,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378430"">Bosch MFW 67440</a></b> измельчает мясо и рыбу при производстве фарша, формирует колбаски и кеббе, шинкует овощи, натирает сыр, измельчает орехи и отжимает сок. Модель оснащена отсеком для хранения насадок, ручкой для переноски, большим загрузочным лотком и резиновыми ножками.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Формовочные диски для фарша: 3; 4,8 и 8 мм</li>
<li>Насадка для приготовления колбас</li>
<li>Насадка для кеббе</li>
<li>Загрузочный лоток</li>
<li>Толкатель</li>
</ul>",378430,220 В,0.7 кВт,199 мм,295 мм,254 мм,5 кг,,,0,https://entero.ru/manuals/523309/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bosch%20MFW%2067440.pdf,,,,Германия,,3.5 кг/мин.,,"черный, металл",,Да,7
https://cdn.entero.ru/mp@2x/42/d2/42d2c1b2b16c8904c683873a15aafb56.jpg;https://cdn.entero.ru/mp@2x/eb/51/eb51fbced80da3482f04178835645c14.jpg;https://cdn.entero.ru/mp@2x/ba/9e/ba9e3f8bd029e9d5282c34d0d4420df3.jpg;https://cdn.entero.ru/mp@2x/e7/b9/e7b90c4129877df417ef55272451a179.jpg;https://cdn.entero.ru/mp@2x/e0/f1/e0f19d3e7634bda7af6b410b3a054c52.jpg;https://cdn.entero.ru/mp@2x/e6/88/e68801e6c756738dce4305bb4f3ccc00.jpg,Мясорубка CASO FW 2000 – BEEF-Edition,Мясорубка CASO FW 2000 – BEEF-Edition,14236,RUB,Нет,CASO,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/251737,"<p>Мясорубка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251737""><b class=""b"">CASO FW 2000 – BEEF-Edition</b></a> используется в частных домах и квартирах для измельчения мяса и рыбы при производстве фарша. Модель оснащена мощным двигателем, 2 уровнями скорости и функцией реверса. Корпус и поддон выполнены из алюминия, нож - с титановым покрытием, шестерни - металлические.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>3 решетки</li>
<li>Насадка для колбас</li>
<li>Насадка для печенья</li>
<li>Загрузочный поддон</li>
<li>Толкатель</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Мощность:
<ul>
<li>Номинальная: 0,8 кВт</li>
<li>Максимальная: 2 кВт</li>
</ul>
</li>
<li>Диаметр отверстий решеток: 3 / 5 / 8 мм</li>
</ul>",251737,220 В,2 кВт,370 мм,180 мм,310 мм,,,,0,https://entero.ru/manuals/308953/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20FW%202000%20%E2%80%93%20BEEF-Edition.pdf,14985,,5.5 кг,Германия,Китай,2.5 кг/мин.,металл,черный,2,Да,
https://cdn.entero.ru/mp@2x/67/03/67033c2d8b0647bfa7f0b3da496c9afa.jpg;https://cdn.entero.ru/mp@2x/06/e8/06e8b03ac1b46cb05322320d17c53740.jpg;https://cdn.entero.ru/mp@2x/fd/cf/fdcfeaf1e45b17bf7bc62990c5e1fa7e.jpg;https://cdn.entero.ru/mp@2x/da/86/da86ee277cea622704376f5519156e0c.jpg;https://cdn.entero.ru/mp@2x/a5/69/a56933dc9780a4f3edd9710e2370bfa7.jpg;https://cdn.entero.ru/mp@2x/31/9c/319c035d0baaad12633a829a7bc6e32a.jpg,Мясорубка Profi Cook PC-FW 1172,Мясорубка Profi Cook PC-FW 1172,18510,RUB,Нет,,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/149534,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149534"">Profi Cook PC-FW 1172</a> </b>используется в частных домах и квартирах для измельчения мяса и рыбы при производстве фарша. Модель оснащена мощным двигателем, прочными металлическими редуктором и шестернями и функцией реверса. Корпус выполнен из литого под давлением алюминия, шейка, винт и лоток для наполнения - из металла, нож с 4 лезвиями - из нержавеющей стали.</p>

<p>В комплект поставки входят 3 перфорированных диска из нержавеющей стали, насадка-наполнитель для колбас и насадка для кеббе.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Поворотный лоток для наполнения</li>
<li>Кнопка вкл./выкл.</li>
<li>Нескользящие ножки на присосках</li>
</ul>

<p><b>Характеристики: </b></p>

<ul>
<li>Производительность: 2 кг/мин.</li>
<li>Диаметр дисков: 55 мм</li>
<li>Диаметр отверстий дисков: 3 / 5 / 7 мм</li>
<li>Мощность: 1,8 кВт</li>
<li>Напряжение: 220 В</li>
<li>Габариты: 216х278х214 мм</li>
</ul>",149534,,,,,,,,,0,https://entero.ru/manuals/177198/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-FW%201172.pdf,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/42/8b/428b5b87ea45739473c26ab0bcf909a4.jpg;https://cdn.entero.ru/mp@2x/4b/66/4b66be99bec3ece389da1f719e991d20.jpg;https://cdn.entero.ru/mp@2x/14/69/1469df2fdf7bf5267fc04d5f44e4d202.jpg;https://cdn.entero.ru/mp@2x/01/2a/012adfbdc78ce978c2985c1eb06da984.jpg;https://cdn.entero.ru/mp@2x/98/d0/98d0d8cb3179f5e20e321715185c534e.jpg;https://cdn.entero.ru/mp@2x/7c/9f/7c9f8bde6d45d80e5c37f6525b814cc8.jpg,Мясорубка HiSTORY IMG-XD420,Мясорубка HiSTORY IMG-XD420,0,RUB,Нет,,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/263235,"<p>Мясорубка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263235""><b class=""b"">HiSTORY IMG-XD420 </b></a>используется в частных домах и квартирах для измельчения мяса и рыбы при производстве фарша. Модель оснащена LCD-дисплеем и ножками на присосках для максимальной устойчивости. Корпус, лоток и насадки выполнены из литого аллюминия, комплектующие - из металла, ножи и диски - из нержавеющей стали.</p>

<p>В комплект поставки входят: лоток с крышкой, толкатель, насадка для кеббе, насадка для колбасок, диск 5 мм и диск 8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 режима работы:
<ul>
<li>Meat для мясного, куриного или рыбного филе</li>
<li>Frozen meet для охлажденных, нарезанных кусочками продуктов, говядины, баранины и плотных овощей</li>
<li>Tomato Juice подойдет для мягких овощей, ягод и фруктов</li>
<li>Shredder для большинства овощей и фруктов</li>
</ul>
</li>
<li>Электронное управление</li>
<li>Светодиодная и звуковая индикация работы</li>
<li>Самозатачивающийся нож</li>
<li>Таймер</li>
<li>Защита от перегрева и перегрузок</li>
<li>Рычаг безопасности и легкого освобождения насадок</li>
<li>Класс защиты: I</li>
</ul>

<p><b>Характеристики: </b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Мощность:
<ul>
<li>Номинальная: 0,8 кВт</li>
<li>Максимальная: 2 кВт</li>
</ul>
</li>
<li>Длина шнура: 1 м</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>IMG-S04 насадка-овощерезка</li>
<li>IMG-J05 насадка-соковыжималка</li>
</ul>",263235,220 В,от 0.8 до 2 кВт,365 мм,335 мм,170 мм,,,,0,https://entero.ru/manuals/325685/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HiSTORY%20IMG-XD420.pdf,,,4.05 кг,Россия,Китай,2.5 кг/мин.,"металл, нерж. сталь",серебро,2,Да,2
https://cdn.entero.ru/mp@2x/93/30/9330a795a7c9a59fc00d348d4c00d7b7.jpg;https://cdn.entero.ru/mp@2x/a4/82/a4821434ec17a54b6dcdbe628cf1a673.jpg;https://cdn.entero.ru/mp@2x/d7/cd/d7cd1ca6a0287425074f980ab42ce80d.jpg;https://cdn.entero.ru/mp@2x/85/50/8550416ffb8aa74a587c914cb23aad92.jpg;https://cdn.entero.ru/mp@2x/e6/9a/e69a8344d12668ae526e5689fbb97553.jpg;https://cdn.entero.ru/mp@2x/48/08/4808434f9948723a2767aeda97e95df4.jpg;https://cdn.entero.ru/mp@2x/34/f7/34f7b09ae8a03646f2b2f335efea0b6f.jpg;https://cdn.entero.ru/mp@2x/eb/ed/ebedd2a246f4aa11a13b9bb98986ec7d.jpg;https://cdn.entero.ru/mp@2x/9c/22/9c222cc238b42ad69459128daaba0c5c.jpg;https://cdn.entero.ru/mp@2x/67/0f/670f2143cd9a255fdfa371353b4eba3a.jpg;https://cdn.entero.ru/mp@2x/83/de/83def6b1739696b6842f08b85762f914.jpg;https://cdn.entero.ru/mp@2x/3a/27/3a2779e8cd4e603e6b0ab6958282e958.jpg;https://cdn.entero.ru/mp@2x/d5/84/d5844194922fc68dd50b151a9ab7ea7e.jpg;https://cdn.entero.ru/mp@2x/1e/69/1e69ac7fb36be74a1071ab81d0972046.jpg,Мясорубка Bosch MFW68640,Мясорубка Bosch MFW68640,0,RUB,Нет,Bosch,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/373012,"<p>Мясорубка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373012"">Bosch MFW68640</a></b> серии ProPower измельчает мясо и рыбу при производстве фарша, формирует колбаски и кеббе, шинкует овощи, натирает сыр, измельчает орехи и отжимает сок. Модель оснащена 8 насадками, мощным двигателем, ручкой для переноски и прорезиненными ножками, которые обеспечивают комфорт и безопасность при работе. Функция обратного хода реверс позволяет вернуть застрявший кусок в загрузочное отверстие и повторить попытку переработки. Диски выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>3 барабана (2 терки, 1 шинковка)</li>
<li>Формовочные диски для фарша: 3; 4,8 и 8 мм</li>
<li>Насадка для приготовления колбас</li>
<li>Насадка для кеббе</li>
<li>Универсальный толкатель</li>
<li>Загрузочный лоток</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность при блокировке вала: 2,2 кВт</li>
<li>Частота: от 50 до 60 Гц</li>
</ul>",373012,220 В,0.8 кВт,199 мм,295 мм,254 мм,6.6 кг,1,283x291x398 мм,0,,,,,Германия,Китай,4.3 кг/мин.,,черный,,Да,8
https://cdn.entero.ru/mp@2x/14/10/141019d4f1dbc3f4af514969fc0f7134.jpg;https://cdn.entero.ru/mp@2x/a1/9f/a19f9ba791742039b7d3c7a64c88f1f9.jpg;https://cdn.entero.ru/mp@2x/d4/20/d42032cc323b4ed9ef156d2c601a2112.jpg;https://cdn.entero.ru/mp@2x/7d/e5/7de51d2d70fef4f68c655b73ecae746e.jpg,Насадка-соковыжималка HiSTORY IMG-J05,Насадка-соковыжималка HiSTORY IMG-J05,2239,RUB,Да,,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/289053,"<p>Насадка-соковыжималка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289053""><b class=""b""> HiSTORY IMG-J05</b></a> используется совместно с электрической мясорубкой <a href=""https://entero.ru/item/263235"">IMG-XD420</a> для приготовления соков и напитков с мякотью, томатной пасты, соусов, детского питания-пюре в частных домах и квартирах. Корпус выполнен из прочного и безопасного для здоровья полимера, комплектующие - из металла, сетка - из пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип соковыжималки: пресс</li>
<li>Подходит для приготовления горячих продуктов (до 60 °С)</li>
<li>Регулятор выхода жмыха для изменения концентрации мякоти в соке</li>
<li>Легко устанавливается и фиксируется прижимным кольцом</li>
<li>Используется для переработки мягких ягод, овощей и фруктов</li>
<li>Корпус насадки можно мыть в посудомоечной машине (при температуре не выше 60 °С)</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальное время непрерывной работы: 5 мин. / 10 мин. отдыха</li>
<li>Вес: 0,34 кг</li>
<li>Цвет: черный</li>
</ul>",289053,,,,,,,,,0,https://entero.ru/manuals/351853/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HiSTORY%20IMG-J05.pdf,3110,,,,,,,,,,
https://cdn.entero.ru/mp@2x/92/de/92de53f931fd446b273cd6db53e4967e.jpg;https://cdn.entero.ru/mp@2x/b7/71/b771f6a6454d0dbf9bed42de7684610f.jpg;https://cdn.entero.ru/mp@2x/ec/f3/ecf3dd4be8e6387be3e373bc4da54997.jpg;https://cdn.entero.ru/mp@2x/6f/5a/6f5a506e9c35fc7271b9022543bd5c1e.jpg,Овощерезка Steba AC 22,Овощерезка Steba AC 22,4485,RUB,Да,,Бытовая техника,Техника для кухни,Мясорубки,https://entero.ru/item/374867,"<p>Насадка-овощерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374867"">Steba AC 22</a> используется с мясорубкой <a href=""https://entero.ru/item/266280"">MG 3000 PRO</a>. Модель оснащена 3 ножами. Ножи выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 3 ножа и толкатель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ножи: мелкая терка, крупная терка и нарезка ломтиками</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вес без упаковки: 0,5 кг</li>
</ul>",374867,,,,,,,,,0,,,,,,,,,,,,
